VarianceInitializer,InitialReturnStd,MinIW,StdWReturnMean,ESSRenyiHarmonic,EpisodesSoFar,MeanD2-0,Bound,Epsilon,TimeElapsed,EmpiricalD2Harmonic,Inner Iteration,OptimizationReturnMean,Weights,ESSRenyiArithmetic,StdIW,InitialReturnMax,InitialReturnMin,TimestepsSoFar,OptimizationReturnMax,ReturnStepMax,InitialReturnMean,EpLenMean,LearnableVariance,WReturnMean,MinBehavPdf,Iteration,EpRewMean,ReturnMeanIW,EpThisIter,ReturnStepMaxmin,Penalization,DivergenceHarmonic,MinTargetPdf,InitialBound,EmpiricalD2Arithmetic,MeanIW,MeanEntropy,MaxIW,OptimizationReturnMin
-1.0,29.488012,0.034066778,,100.0,1800,1.0,-2.7093396e+19,2.0,302.13951802253723,1.0,1,135.85112,[-0.013  0.886],100.0,3649342700.0,-60.39466,-244.78427,487898,184.38962,0.8626085,-108.93314,153.2,,19325.07,-135.86948,18,-108.93315017044544,5293003000000.0,100,0.8626085,True,5.7150937e+32,-135.86948,-20458.39,1.0,379295460.0,0.4189424,36672274000.0,
-1.0,23.598898,0.12755252,,100.0,1900,1.0,-3827352.2,2.0,318.10706424713135,1.0,1,68.64945,[-0.089  0.985],100.0,183.45935,-60.32093,-166.06262,501629,105.74169,0.8652983,-97.41318,137.31,,5269.655,-106.92638,19,-97.4131755207479,279237.5,100,0.8652983,True,90625980.0,-106.92638,-5642.365,1.0,70.57039,0.4189424,1404.5962,
-1.0,21.040867,0.029644959,,100.0,2000,1.0,-6117552.0,2.0,333.57448744773865,1.0,1,54.294945,[-0.111  1.044],100.0,4316.0493,-59.961037,-148.13596,514833,88.17492,0.86240256,-93.84102,132.04,,3390.6592,-97.60573,20,-93.84100993022322,1308319.9,100,0.86240256,True,344360800.0,-97.60573,-3649.8193,1.0,708.05164,0.4189424,36413.715,
-1.0,18.773382,0.04546707,,100.0,2100,1.0,-220984130000.0,2.0,349.9744517803192,1.0,1,58.089413,[-0.102  1.106],100.0,522715.6,-60.516464,-145.65355,527230,85.137085,0.8643238,-87.56413,123.97,,3726.82,-101.36678,21,-87.56413290068507,227466780.0,100,0.8643238,True,8.348243e+17,-101.36678,-3968.431,1.0,56269.797,0.4189424,5255375.5,
-1.0,23.801075,0.03485895,,100.0,2200,1.0,-7257055400000000.0,2.0,368.84097695350647,1.0,1,90.0615,[-0.197  1.024],100.0,832605.75,-50.521713,-182.80286,540303,132.28114,0.85794395,-92.74135,130.73,,8677.567,-98.70471,22,-92.74134668573737,1888299400.0,100,0.85794395,True,1.5480013e+26,-98.70471,-9260.844,1.0,223523.8,0.4189424,5659916.5,
-1.0,19.141943,0.024104124,,100.0,2300,1.0,-4729324.0,2.0,383.85854601860046,1.0,1,46.421314,[-0.119  1.122],100.0,336.86282,-59.672108,-132.05478,552534,72.382675,0.86723155,-85.63347,122.31,,2521.3516,-83.96667,23,-85.6334697201848,73525.55,100,0.86723155,True,710709800.0,-83.96667,-2695.9932,1.0,76.313255,0.4189424,3259.7354,
-1.0,18.673084,0.035463862,,100.0,2400,1.0,-26473096.0,2.0,398.75986886024475,1.0,1,67.59312,[-0.094  1.179],100.0,813.4871,-60.595703,-152.17108,564577,91.57538,0.8665709,-84.57796,120.43,,4917.5137,-92.15941,24,-84.57795932710171,674269.9,100,0.8665709,True,8517802500.0,-92.15941,-5197.048,1.0,156.09685,0.4189424,7953.635,
-1.0,16.840233,0.07433207,,100.0,2500,1.0,-3613209.0,2.0,412.26510548591614,1.0,1,59.634155,[-0.089  1.241],100.0,1739.0555,-51.04444,-140.61337,576060,89.56893,0.8616969,-80.97922,114.83,,3839.826,-93.115776,25,-80.9792178311944,867340.2,100,0.8616969,True,105432000.0,-93.115776,-4107.2446,1.0,278.03403,0.4189424,16937.697,
-1.0,17.89253,0.04956422,,100.0,2600,1.0,-2575135.0,2.0,426.10190629959106,1.0,1,56.358063,[-0.094  1.179],100.0,232.66006,-50.107437,-141.60411,588177,91.49667,0.8639985,-85.24605,121.17,,3496.374,-93.8021,26,-85.24604659602046,190134.1,100,0.8639985,True,73046310.0,-93.8021,-3775.4282,1.0,75.05689,0.4189424,1587.1659,
-1.0,18.037832,0.011814915,,100.0,2700,1.0,-4378755.0,2.0,443.94002771377563,1.0,1,53.48731,[-0.113  1.239],100.0,1984.3499,-51.21014,-134.76834,599687,83.5582,0.8620235,-81.28103,115.1,,3186.2556,-87.91282,27,-81.28103037536144,278961.94,100,0.8620235,True,310320300.0,-87.91282,-3418.9873,1.0,310.56573,0.4189424,19722.113,
-1.0,18.954521,0.052898277,,100.0,2800,1.0,-5056865.5,2.0,457.9999544620514,1.0,1,85.1045,[-0.117  1.176],100.0,929.7903,-50.735054,-169.67319,611641,118.93813,0.869333,-84.568695,119.54,,7602.0493,-83.361786,28,-84.56868895247578,549017.44,100,0.869333,True,91389576.0,-83.361786,-8073.592,1.0,150.89006,0.4189424,9144.943,
-1.0,17.591671,0.144686,,100.0,2900,1.0,-267517530000.0,2.0,471.3107225894928,1.0,1,56.82909,[-0.103  1.237],100.0,27449.28,-51.298225,-138.49959,623234,87.20136,0.8589455,-81.670494,115.93,,3539.012,-76.96779,29,-81.67049893274903,16959528.0,100,0.8589455,True,1.1137785e+18,-76.96779,-3792.481,1.0,5373.1807,0.4189424,246572.88,
-1.0,16.81513,0.08119308,,100.0,3000,1.0,-63785150.0,2.0,488.0521140098572,1.0,1,48.238033,[-0.343  1.309],100.0,35964.23,-51.26998,-127.32083,634557,76.05085,0.86772203,-79.082794,113.23,,2609.656,-92.751076,30,-79.08280012637377,189198.5,100,0.86772203,True,108814090000.0,-92.751076,-2802.4458,1.0,3682.061,0.4189424,361517.28,
-1.0,17.810387,0.12831385,,100.0,3100,1.0,-3.0360003e+19,2.0,505.67718720436096,1.0,1,70.54638,[-0.358  1.369],100.0,1833558300.0,-50.90448,-149.40074,645781,98.49626,0.8640747,-78.85436,112.24,,5294.0015,-82.48852,31,-78.85436116293073,1625648700000.0,100,0.8640747,True,8.8138787e+33,-82.48852,-5617.384,1.0,242382420.0,0.4189424,17167504000.0,
-1.0,18.538965,0.006043268,,100.0,3200,1.0,-3.3633536e+20,2.0,522.8697447776794,1.0,1,65.44771,[-0.364  1.244],100.0,6220736000.0,-59.32954,-150.60197,657857,91.27243,0.86313486,-85.154274,120.76,,4627.095,-97.248535,32,-85.15426914468408,1606009500000.0,100,0.86313486,True,1.4669964e+36,-97.248535,-4904.783,1.0,664684600.0,0.4189424,62534124000.0,
-1.0,18.960125,0.11689706,,100.0,3300,1.0,-14208455.0,2.0,540.6256649494171,1.0,1,55.882233,[-0.358  1.119],100.0,758.83887,-50.33361,-143.06068,670223,92.72707,0.8666477,-87.17844,123.66,,3482.3105,-91.91804,33,-87.1784495037794,354968.84,100,0.8666477,True,2336331300.0,-91.91804,-3768.9204,1.0,194.18051,0.4189424,5796.494,
-1.0,18.48873,0.14399058,,100.0,3400,1.0,-2.5070791e+19,2.0,554.672078371048,1.0,1,58.629116,[-0.355  1.182],100.0,1046719170.0,-59.69667,-144.29419,682385,84.59752,0.85841393,-85.66508,121.62,,3779.2058,-87.51167,34,-85.66507697999478,335814230000.0,100,0.85841393,True,1.1044551e+34,-87.51167,-4017.7634,1.0,147414770.0,0.4189424,8908083000.0,
-1.0,15.261314,0.017984968,,100.0,3500,1.0,-12588356.0,2.0,567.8529736995697,1.0,1,49.142475,[-0.385  1.303],100.0,298.31305,-49.584576,-129.09853,693791,79.51395,0.85791487,-79.95605,114.06,,2647.8906,-73.286934,35,-79.95604916527867,167789.19,100,0.85791487,True,3473378300.0,-73.286934,-2858.639,1.0,82.2998,0.4189424,2141.5413,
-1.0,16.926176,0.3880012,,100.0,3600,1.0,-1.2687875e+18,2.0,581.0056767463684,1.0,1,60.141006,[-0.393  1.365],100.0,1243302.6,-49.783493,-140.7409,705211,90.95741,0.8592595,-80.5999,114.2,,3903.4365,-90.39516,36,-80.59989777565002,941087040.0,100,0.8592595,True,2.1167418e+31,-90.39516,-4179.2104,1.0,345314.47,0.4189424,10136108.0,
-1.0,16.848034,0.0038926986,,100.0,3700,1.0,-5484679.5,2.0,595.3555254936218,1.0,1,77.15962,[-0.442  1.48 ],100.0,1600.3855,-50.14444,-152.20149,715956,102.05705,0.86207616,-75.04186,107.45,,6237.464,-77.65764,37,-75.04186875671148,1452553.2,100,0.86207616,True,134877250.0,-77.65764,-6584.65,1.0,299.46295,0.4189424,11585.633,
-1.0,15.875059,0.49628,,100.0,3800,1.0,-9.10545e+19,2.0,612.2658832073212,1.0,1,64.09517,[-0.438  1.418],100.0,12444384.0,-50.110954,-143.46323,727260,93.35227,0.85888106,-79.368065,113.04,,4360.208,-73.79001,38,-79.36805971160531,7101353500.0,100,0.85888106,True,9.825298e+34,-73.79001,-4650.6953,1.0,2270633.5,0.4189424,88911670.0,
-1.0,13.497016,0.40562716,,100.0,3900,1.0,-2.6302222e+17,2.0,625.8157649040222,1.0,1,50.945503,[-0.442  1.543],100.0,2396660700.0,-50.09749,-124.25758,737734,74.160095,0.85714793,-73.31208,104.74,,2777.6138,-76.74323,39,-73.31207854032516,487949100000.0,100,0.85714793,True,2.0584706e+30,-76.74323,-2960.9363,1.0,244478900.0,0.4189424,24090300000.0,
-1.0,13.534429,0.00621013,,100.0,4000,1.0,-1408682.8,2.0,638.2890889644623,1.0,1,34.356007,[-0.409  1.663],100.0,444.31253,-48.661816,-107.22484,748145,58.563023,0.8587841,-72.86883,104.11,,1363.516,-74.10675,40,-72.86883004888892,87216.625,100,0.8587841,True,133616640.0,-74.10675,-1477.8359,1.0,125.52794,0.4189424,3709.0981,
-1.0,15.089439,0.83910865,,100.0,4100,1.0,-3.4268389e+16,2.0,651.0028839111328,1.0,1,49.59405,[-0.415  1.725],100.0,22639576.0,-49.586258,-122.0784,758571,72.49214,0.85503304,-72.484344,104.26,,2687.2615,-80.71276,41,-72.48434575840831,3023532800.0,100,0.85503304,True,3.8270667e+28,-80.71276,-2862.429,1.0,3775062.8,0.4189424,188595440.0,
-1.0,12.048974,0.7074041,,100.0,4200,1.0,-182256400000000.0,2.0,662.0817084312439,1.0,1,39.50622,[-0.462  1.841],100.0,1196282.6,-49.241642,-107.15943,768340,57.91779,0.85890573,-67.653206,97.69,,1705.9192,-64.52609,42,-67.65320966765285,107085480.0,100,0.85890573,True,2.6568053e+24,-64.52609,-1817.7338,1.0,193112.69,0.4189424,11726109.0,
-1.0,12.499847,0.10378812,,100.0,4300,1.0,-6660862500000.0,2.0,676.7144913673401,1.0,1,27.719858,[-0.232  1.742],100.0,202378.2,-49.674957,-97.96197,778488,48.28701,0.86836857,-70.2421,101.48,,924.6367,-72.93579,43,-70.24210905477405,28587842.0,100,0.86836857,True,7.3447737e+21,-72.93579,-1002.3569,1.0,47871.19,0.4189424,1397207.6,
-1.0,12.803508,0.34875196,,100.0,4400,1.0,-7.5476835e+16,2.0,690.0131013393402,1.0,1,50.341564,[-0.315  1.648],100.0,17272990.0,-48.979885,-121.52024,788738,72.54036,0.8629036,-71.17868,102.5,,2698.2024,-72.555084,44,-71.17867941617966,7668418000.0,100,0.8629036,True,1.8516161e+29,-72.555084,-2873.6047,1.0,3357549.8,0.4189424,149930670.0,
-1.0,13.951197,0.22031368,,100.0,4500,1.0,-9.0838854e+17,2.0,703.8328115940094,1.0,1,45.477646,[-0.286  1.526],100.0,75131140.0,-49.549088,-120.10036,799468,70.55127,0.8543359,-74.62271,107.3,,2262.852,-65.61331,45,-74.62271087393165,24311427000.0,100,0.8543359,True,2.9975504e+31,-65.61331,-2428.7666,1.0,13785681.0,0.4189424,532809100.0,
-1.0,15.405543,0.54163706,,100.0,4600,1.0,-3.9719627e+18,2.0,715.3060765266418,1.0,1,59.056244,[-0.259  1.648],100.0,106904264.0,-49.708244,-130.27899,809669,80.57075,0.8569237,-71.222755,102.01,,3724.9707,-79.58991,46,-71.22274724662304,41510720000.0,100,0.8569237,True,3.3693273e+32,-79.58991,-3941.3564,1.0,12209085.0,0.4189424,1074851500.0,
-1.0,12.029627,0.15273379,,100.0,4700,1.0,-4.589363e+18,2.0,726.3456938266754,1.0,1,50.332096,[-0.27   1.773],100.0,22667124.0,-49.50195,-119.879654,819691,70.3777,0.852076,-69.54756,100.22,,2678.0315,-69.627625,47,-69.54756163388491,10482679000.0,100,0.852076,True,7.726929e+32,-69.627625,-2843.1292,1.0,3894234.5,0.4189424,182805520.0,
-1.0,12.689535,0.03200131,,100.0,4800,1.0,-7.96896e+18,2.0,737.1182639598846,1.0,1,45.70781,[-0.5    1.675],100.0,169448380.0,-49.348465,-116.5173,829834,67.16884,0.8596205,-70.809494,101.43,,2250.228,-75.58491,48,-70.80949592903256,39456928000.0,100,0.8596205,True,2.8078535e+33,-75.58491,-2400.6157,1.0,28658196.0,0.4189424,1565308200.0,
-1.0,13.114755,0.24158356,,100.0,4900,1.0,-7.827507e+16,2.0,748.0875470638275,1.0,1,37.960403,[-0.498  1.8  ],100.0,13229247.0,-49.593468,-107.54047,839827,57.947,0.86227465,-69.58007,99.93,,1612.9886,-68.974106,49,-69.58006688073277,3143637800.0,100,0.86227465,True,4.890638e+29,-68.974106,-1724.9158,1.0,2460135.0,0.4189424,115404000.0,
-1.0,13.471131,0.645619,,100.0,5000,1.0,-1.21934e+19,2.0,761.7028629779816,1.0,1,31.13472,[-0.54   1.682],100.0,8151349.5,-48.99968,-102.691536,850069,53.691856,0.8633269,-71.556816,102.42,,1150.8422,-69.35276,50,-71.55681510984897,1568088400.0,100,0.8633269,True,1.6101208e+34,-69.35276,-1246.9354,1.0,2163711.2,0.4189424,62203564.0,
-1.0,13.974322,0.0065283007,,100.0,5100,1.0,-2.2299745e+19,2.0,776.1053602695465,1.0,1,33.943424,[-0.558  1.559],100.0,35445250.0,-49.648262,-107.853065,860609,58.204803,0.85908353,-73.909645,105.4,,1347.4376,-74.29846,51,-73.90964297145605,5823502000.0,100,0.85908353,True,3.8994822e+34,-74.29846,-1460.3634,1.0,6408317.5,0.4189424,327648670.0,
-1.0,13.571015,0.08978482,,100.0,5200,1.0,-1622919.2,2.0,787.9286127090454,1.0,1,46.851963,[-0.578  1.682],100.0,553.64294,-49.56864,-118.86188,871009,69.293236,0.86306125,-72.00991,104.0,,2379.2788,-83.50186,52,-72.0099138392508,115887.0,100,0.86306125,True,88659280.0,-83.50186,-2539.3293,1.0,104.51043,0.4189424,5316.241,
-1.0,13.677273,0.18233112,,100.0,5300,1.0,-4005744.0,2.0,799.7887432575226,1.0,1,49.6383,[-0.567  1.744],100.0,291.28284,-48.4154,-119.68904,881099,71.273636,0.8670616,-70.050735,100.9,,2651.0288,-72.65384,53,-70.05073914408683,135403.25,100,0.8670616,True,522426500.0,-72.65384,-2820.3584,1.0,84.60641,0.4189424,1572.5452,
-1.0,13.023536,0.021393556,,100.0,5400,1.0,-1778270.1,2.0,811.7081487178802,1.0,1,33.0965,[-0.563  1.681],100.0,102.55831,-49.138016,-105.21647,891461,56.078453,0.86913294,-72.11997,103.62,,1264.9907,-70.16654,54,-72.11996924296021,40616.395,100,0.86913294,True,274779840.0,-70.16654,-1369.816,1.0,42.481483,0.4189424,608.78705,
-1.0,13.281804,0.48962328,,100.0,5500,1.0,-6.8502825e+17,2.0,823.2842524051666,1.0,1,50.184715,[-0.557  1.743],100.0,27952964.0,-50.165817,-121.6483,901749,71.48248,0.86305934,-71.463585,102.88,,2694.912,-78.749725,55,-71.4635840049386,6493627000.0,100,0.86305934,True,1.6175618e+31,-78.749725,-2865.2349,1.0,5013405.0,0.4189424,243997330.0,
-1.0,14.681725,0.03891854,,100.0,5600,1.0,-17131557000000.0,2.0,834.9851014614105,1.0,1,42.147404,[-0.57   1.868],100.0,3875261.5,-49.28002,-112.56406,911840,63.284035,0.8579197,-70.41665,100.91,,1991.9564,-69.749176,56,-70.41665480718017,739336400.0,100,0.8579197,True,1.6467287e+22,-69.749176,-2125.4502,1.0,506839.2,0.4189424,37317850.0,
-1.0,12.336565,0.037773557,,100.0,5700,1.0,-1.3719285e+20,2.0,847.683620929718,1.0,1,58.605255,[-0.488  1.962],100.0,35702176.0,-49.816795,-125.95126,921564,76.13447,0.8607279,-67.34601,97.24,,3586.7666,-73.72596,57,-67.34600711718201,11895182000.0,100,0.8607279,True,5.041737e+35,-73.72596,-3779.9795,1.0,5349674.5,0.4189424,339131700.0,
-1.0,11.020032,1.0346127,,100.0,5800,1.0,-6.581123e+19,2.0,859.1529939174652,1.0,1,41.16745,[-0.487  2.087],100.0,7777508.5,-49.1924,-107.46294,931218,58.270535,0.86274517,-66.29549,96.54,,1816.2003,-69.409515,58,-66.29548346355557,2918135300.0,100,0.86274517,True,3.3810103e+35,-69.409515,-1929.3794,1.0,1769174.1,0.4189424,58898990.0,
-1.0,10.056641,0.11840592,,100.0,5900,1.0,-10302022000000.0,2.0,873.4563627243042,1.0,1,27.475746,[-0.497  2.212],100.0,317308.47,-39.27016,-90.23095,940327,50.96079,0.8613802,-62.7552,91.09,,856.05273,-63.954407,59,-62.75520125940442,48461424.0,100,0.8613802,True,1.4162466e+22,-63.954407,-942.618,1.0,91084.97,0.4189424,2177352.5,
-1.0,10.073397,0.101140514,,100.0,6000,1.0,-1.4971223e+17,2.0,883.8059206008911,1.0,1,29.5461,[-0.57   2.111],100.0,8896780.0,-49.517174,-94.60964,949754,45.09247,0.85952514,-65.06354,94.27,,974.4455,-62.17283,60,-65.0635398632288,1301014700.0,100,0.85952514,True,4.879114e+30,-62.17283,-1042.222,1.0,1844201.5,0.4189424,70154320.0,
-1.0,13.555278,0.030144438,,100.0,6100,1.0,-11467125000.0,2.0,896.1078655719757,1.0,1,45.084328,[-0.566  1.986],100.0,3211.891,-49.656036,-114.22548,959717,64.56944,0.8658657,-69.14114,99.63,,2216.3423,-71.303474,61,-69.14114788919687,1758225.4,100,0.8658657,True,6806287300000000.0,-71.303474,-2355.3135,1.0,811.80884,0.4189424,27975.441,
-1.0,11.663592,0.13022019,,100.0,6200,1.0,-7.0215156e+17,2.0,909.1700298786163,1.0,1,34.26373,[-0.467  2.062],100.0,5490603500.0,-49.065742,-101.44539,969428,52.379646,0.8663269,-67.18166,97.11,,1310.0422,-68.43222,62,-67.18166193425655,545846820000.0,100,0.8663269,True,5.8945864e+31,-68.43222,-1401.4952,1.0,567119700.0,0.4189424,55184486000.0,
-1.0,13.834649,0.012996405,,100.0,6300,1.0,-639006100000000.0,2.0,922.4758803844452,1.0,1,46.69444,[-0.452  1.938],100.0,59107.824,-39.274117,-113.97861,979093,74.70449,0.8615814,-67.28417,96.65,,2371.7676,-70.27286,63,-67.2841710755229,35000270.0,100,0.8615814,True,1.1799553e+25,-70.27286,-2557.7913,1.0,14791.946,0.4189424,391185.78,
-1.0,11.358605,0.30330393,,100.0,6400,1.0,-5.1012632e+17,2.0,934.3123574256897,1.0,1,36.454212,[-0.522  2.042],100.0,70942840.0,-49.35025,-103.3163,988788,53.96605,0.8616876,-66.86208,96.95,,1457.9275,-68.745605,64,-66.86208482041955,11409052000.0,100,0.8616876,True,2.7613118e+31,-68.745605,-1555.004,1.0,11417007.0,0.4189424,510925820.0,
-1.0,11.919729,0.7362913,,100.0,6500,1.0,-5.328074e+19,2.0,948.3902630805969,1.0,1,33.0336,[-0.505  2.166],100.0,86688910.0,-49.02389,-99.63882,998410,50.614925,0.86659205,-66.60522,96.22,,1233.2987,-70.89271,65,-66.60521512016653,5754026000.0,100,0.86659205,True,3.8928587e+35,-70.89271,-1318.6923,1.0,12346941.0,0.4189424,847544300.0,
-1.0,11.325785,0.07186725,,100.0,6600,1.0,-1.535147e+18,2.0,960.1151185035706,1.0,1,33.100243,[-0.489  2.29 ],100.0,51421070.0,-40.16015,-98.113464,1007876,57.953316,0.85114384,-65.01322,94.66,,1223.8993,-64.555084,66,-65.01322296693921,5097457000.0,100,0.85114384,True,1.8803093e+32,-64.555084,-1335.85,1.0,7171842.5,0.4189424,510808900.0,
-1.0,10.599579,0.008681847,,100.0,6700,1.0,-2326860.8,2.0,971.2122991085052,1.0,1,33.92354,[-0.466  2.412],100.0,1111.5879,-39.986847,-97.20446,1017061,57.217613,0.86154246,-63.28092,91.85,,1263.1573,-62.648903,67,-63.28092181518674,278267.0,100,0.86154246,True,352399500.0,-62.648903,-1372.2832,1.0,234.93724,0.4189424,10477.732,
