AvgRet,VarRet,AvgNormIw,MinNormIw,AvgDiscRet,VarDiscRet,VanillaAvgRet,J,ESSRenyi,VarNormIw,eRenyi2,MaxNormIw,BatchSize,MinVanillaIw,VarVanillaIw,ESSClassic,AvgEpLen,AvgVanillaIw,EpsThisIter,MaxVanillaIw,Delta,Bound,VarJ,IterType
-106.520198366,7.97443544367,0.0025,0.0025,-106.520198366,7.97443544367,-106.520198366,-106.239,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,18.82,1.0,100,1.0,1.0,-106.239,2.7814,2
-106.748860727,4.00184838419,0.002,3.37709e-05,-106.748860727,4.00184838419,-106.748860727,-105.853,,2.19392e-05,inf,0.0786612,500,0.0181667,6.34876,77.2340568022,16.16,1.07588,100,42.3151,1.0,-105.853,4.40385,1
-106.837711347,4.89062937681,0.01,0.01,-106.837711347,4.89062937681,-106.837711347,-106.838,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,17.74,1.0,100,1.0,1.0,-106.838,2.20039,2
-106.762069128,7.96633368705,0.005,0.005,-106.762069128,7.96633368705,-106.762069128,-106.8,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,18.04,1.0,100,1.0,1.0,-106.8,2.52302,2
-106.230469087,13.7860603987,0.00333333,0.00333333,-106.230469087,13.7860603987,-106.230469087,-106.61,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,20.37,1.0,100,1.0,1.0,-106.61,2.97745,2
-106.618524769,3.4837513039,0.0025,0.0025,-106.618524769,3.4837513039,-106.618524769,-106.612,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,16.64,1.0,100,1.0,1.0,-106.612,2.74065,2
-106.099088323,21.5053022272,0.002,1.16515e-06,-106.099088323,21.5053022272,-106.099088323,-105.871,,1.65082e-05,inf,0.0565499,500,0.00060071,4.38802,97.6791021528,19.54,1.03113,100,29.1552,1.0,-105.871,11.881,1
-106.322483243,7.18396776964,0.01,0.01,-106.322483243,7.18396776964,-106.322483243,-106.322,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,17.28,1.0,100,1.0,1.0,-106.322,2.66686,2
-106.277777281,3.43053349677,0.005,0.005,-106.277777281,3.43053349677,-106.277777281,-106.3,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,16.83,1.0,100,1.0,1.0,-106.3,2.29231,2
-106.89868463,3.7900260001,0.00333333,0.00333333,-106.89868463,3.7900260001,-106.89868463,-106.5,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,16.3,1.0,100,1.0,1.0,-106.5,2.19851,2
-106.352831183,3.28732961942,0.0025,0.0025,-106.352831183,3.28732961942,-106.352831183,-106.463,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,16.75,1.0,100,1.0,1.0,-106.463,2.10778,2
-106.37097563,4.28581503935,0.002,2.43428e-38,-106.37097563,4.28581503935,-106.37097563,-104.217,499.961379174,0.000296561,1.00008,0.266556,500,6.11659e-37,0.187237,6.66738515246,17.03,0.0502538,100,6.69772,1.0,-104.217,21.0687,1
-106.090438207,16.5965528378,0.01,0.01,-106.090438207,16.5965528378,-106.090438207,-106.09,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,20.4,1.0,100,1.0,1.0,-106.09,4.05347,2
-106.144159334,9.87056282492,0.005,0.005,-106.144159334,9.87056282492,-106.144159334,-106.117,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,19.11,1.0,100,1.0,1.0,-106.117,3.61966,2
-106.03991399,17.0705900988,0.00333333,0.00333333,-106.03991399,17.0705900988,-106.03991399,-106.092,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,18.59,1.0,100,1.0,1.0,-106.092,3.79068,2
-106.53395518,7.83008099725,0.0025,0.0025,-106.53395518,7.83008099725,-106.53395518,-106.202,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,17.74,1.0,100,1.0,1.0,-106.202,3.57094,2
-106.276160444,5.50237552073,0.002,9.30619e-05,-106.276160444,5.50237552073,-106.276160444,-105.686,,9.77021e-06,inf,0.050732,500,0.0466649,2.45663,145.44748779,16.53,1.00288,100,25.439,1.0,-105.686,7.3989,1
-106.269690612,3.02666062567,0.01,0.01,-106.269690612,3.02666062567,-106.269690612,-106.27,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,16.57,1.0,100,1.0,1.0,-106.27,1.73101,2
-106.564574518,3.36144194406,0.005,0.005,-106.564574518,3.36144194406,-106.564574518,-106.417,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,17.56,1.0,100,1.0,1.0,-106.417,1.78433,2
-106.747873689,3.64410581557,0.00333333,0.00333333,-106.747873689,3.64410581557,-106.747873689,-106.527,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,16.08,1.0,100,1.0,1.0,-106.527,1.83015,2
-106.195577396,16.8674092383,0.0025,0.0025,-106.195577396,16.8674092383,-106.195577396,-106.444,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,21.19,1.0,100,1.0,1.0,-106.444,2.58986,2
-106.191492269,5.39401302025,0.002,4.98609e-05,-106.191492269,5.39401302025,-106.191492269,-106.072,0.000330570862823,4.21738e-06,1.51254e+06,0.0242403,500,0.0254656,1.1001,243.636608749,18.45,1.02147,100,12.3803,1.0,-106.072,4.05286,1
-106.909609948,5.18046936776,0.01,0.01,-106.909609948,5.18046936776,-106.909609948,-106.91,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,17.38,1.0,100,1.0,1.0,-106.91,2.26465,2
-106.234326374,13.394300458,0.005,0.005,-106.234326374,13.394300458,-106.234326374,-106.572,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,19.33,1.0,100,1.0,1.0,-106.572,3.05099,2
-106.567257971,2.761830874,0.00333333,0.00333333,-106.567257971,2.761830874,-106.567257971,-106.57,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,15.67,1.0,100,1.0,1.0,-106.57,2.66779,2
-106.494807116,9.74732629582,0.0025,0.0025,-106.494807116,9.74732629582,-106.494807116,-106.551,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,19.48,1.0,100,1.0,1.0,-106.551,2.78412,2
-106.751304725,4.02937124403,0.002,5.07952e-29,-106.751304725,4.02937124403,-106.751304725,-91.5384,,0.000916739,inf,0.64397,500,5.50212e-28,0.107562,2.176502258,17.44,0.0216639,100,6.97545,1.0,-91.5384,136.155,1
-105.74175765,19.3685741555,0.01,0.01,-105.74175765,19.3685741555,-105.74175765,-105.742,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,19.74,1.0,100,1.0,1.0,-105.742,4.37891,2
-106.411430858,7.10738220935,0.005,0.005,-106.411430858,7.10738220935,-106.411430858,-106.077,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,18.11,1.0,100,1.0,1.0,-106.077,3.63562,2
-106.821530233,3.08621993242,0.00333333,0.00333333,-106.821530233,3.08621993242,-106.821530233,-106.325,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,16.3,1.0,100,1.0,1.0,-106.325,3.15493,2
-106.699557728,3.31983757088,0.0025,0.0025,-106.699557728,3.31983757088,-106.699557728,-106.419,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,18.01,1.0,100,1.0,1.0,-106.419,2.88326,2
-106.399174895,4.22522176779,0.002,2.40431e-31,-106.399174895,4.22522176779,-106.399174895,-105.497,,0.00178609,inf,0.944742,500,2.5628e-28,2029.34,1.11949487097,17.83,2.13184,100,1007.02,1.0,-105.497,0.814526,1
-106.221433628,10.8058739625,0.01,0.01,-106.221433628,10.8058739625,-106.221433628,-106.221,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,17.64,1.0,100,1.0,1.0,-106.221,3.27075,2
-106.089500689,5.14607251799,0.005,0.005,-106.089500689,5.14607251799,-106.089500689,-106.155,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,17.23,1.0,100,1.0,1.0,-106.155,2.81079,2
-106.492082942,4.04970164733,0.00333333,0.00333333,-106.492082942,4.04970164733,-106.492082942,-106.268,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,19.14,1.0,100,1.0,1.0,-106.268,2.57461,2
-106.630844701,3.26930132716,0.0025,0.0025,-106.630844701,3.26930132716,-106.630844701,-106.358,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,15.57,1.0,100,1.0,1.0,-106.358,2.40943,2
-106.432215913,4.69171562947,0.002,,-106.432215913,4.69171562947,-106.432215913,-79.2557,5.90616303293e-07,0.002,8.46573e+08,1.0,500,,,inf,16.87,1.12139e-31,100,5.60697e-29,1.0,-79.2557,,1
-106.472824559,5.25906118147,0.01,0.01,-106.472824559,5.25906118147,-106.472824559,-106.473,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,17.99,1.0,100,1.0,1.0,-106.473,2.28177,2
-106.830143736,4.53898882113,0.005,0.005,-106.830143736,4.53898882113,-106.830143736,-106.651,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,16.16,1.0,100,1.0,1.0,-106.651,2.20951,2
-106.344758571,10.7927814937,0.00333333,0.00333333,-106.344758571,10.7927814937,-106.344758571,-106.549,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,18.05,1.0,100,1.0,1.0,-106.549,2.6148,2
-106.336568662,3.73579856688,0.0025,0.0025,-106.336568662,3.73579856688,-106.336568662,-106.496,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,17.01,1.0,100,1.0,1.0,-106.496,2.4619,2
-106.730577268,4.21673357941,0.002,4.57602e-09,-106.730577268,4.21673357941,-106.730577268,-105.229,,0.000103571,inf,0.21806,500,2.79464e-06,38.629,18.6282585727,16.73,1.22143,100,133.172,1.0,-105.229,17.7985,1
-106.49356385,3.91072704081,0.01,0.01,-106.49356385,3.91072704081,-106.49356385,-106.494,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,17.63,1.0,100,1.0,1.0,-106.494,1.96764,2
-106.778227002,5.8943756999,0.005,0.005,-106.778227002,5.8943756999,-106.778227002,-106.636,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,17.12,1.0,100,1.0,1.0,-106.636,2.20766,2
-106.811738589,4.08433839269,0.00333333,0.00333333,-106.811738589,4.08433839269,-106.811738589,-106.695,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,16.49,1.0,100,1.0,1.0,-106.695,2.14567,2
-105.670297306,21.2752826415,0.0025,0.0025,-105.670297306,21.2752826415,-105.670297306,-106.438,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,21.49,1.0,100,1.0,1.0,-106.438,2.98584,2
-106.330515215,10.7966082922,0.002,,-106.330515215,10.7966082922,-106.330515215,-104.751,2.65845028299e-05,0.002,1.8808e+07,0.999999,500,,2.05902e-10,1.00000126988,17.98,6.4172e-07,100,0.00032086,1.0,-104.751,0.000170664,1
-106.393082893,7.80794472974,0.01,0.01,-106.393082893,7.80794472974,-106.393082893,-106.393,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,18.99,1.0,100,1.0,1.0,-106.393,2.78026,2
-106.526461744,4.34918328865,0.005,0.005,-106.526461744,4.34918328865,-106.526461744,-106.46,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,16.29,1.0,100,1.0,1.0,-106.46,2.45402,2
-106.382618229,3.21644078123,0.00333333,0.00333333,-106.382618229,3.21644078123,-106.382618229,-106.434,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,16.94,1.0,100,1.0,1.0,-106.434,2.25335,2
-105.970565058,13.4665333473,0.0025,0.0025,-105.970565058,13.4665333473,-105.970565058,-106.318,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,19.73,1.0,100,1.0,1.0,-106.318,2.67982,2
-106.169534842,8.50776385549,0.002,2.85509e-05,-106.169534842,8.50776385549,-106.169534842,-105.902,66.2303925507,3.94883e-06,7.5494,0.0295759,500,0.0130413,0.823892,251.859487991,18.85,0.913547,100,13.5095,1.0,-105.902,4.44009,1
-106.529064778,3.83298818044,0.01,0.01,-106.529064778,3.83298818044,-106.529064778,-106.529,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,18.45,1.0,100,1.0,1.0,-106.529,1.94799,2
-106.67643521,4.75542441582,0.005,0.005,-106.67643521,4.75542441582,-106.67643521,-106.603,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,17.09,1.0,100,1.0,1.0,-106.603,2.06318,2
-106.657674721,3.8207883783,0.00333333,0.00333333,-106.657674721,3.8207883783,-106.657674721,-106.621,500.0,5.43914e-20,1.0,0.00333333,500,1.0,,299.999969474,16.22,1.0,100,1.0,1.0,-106.621,2.02468,2
-106.859259143,4.71330076402,0.0025,0.0025,-106.859259143,4.71330076402,-106.859259143,-106.681,500.0,5.4346e-20,1.0,0.0025,500,1.0,,400.0,17.26,1.0,100,1.0,1.0,-106.681,2.06196,2
-106.650349309,3.3369127314,0.002,2.73836e-07,-106.650349309,3.3369127314,-106.650349309,-106.389,0.062926663828,3.87251e-05,7945.76,0.130521,500,0.000146859,11.1381,46.8959694623,17.73,1.0726,100,69.9985,1.0,-106.389,3.33971,1
-106.654021115,3.09583808773,0.01,0.01,-106.654021115,3.09583808773,-106.654021115,-106.654,500.0,3.50449e-18,1.0,0.01,500,1.0,,100.0,17.15,1.0,100,1.0,1.0,-106.654,1.75068,2
-106.379244313,3.54778219454,0.005,0.005,-106.379244313,3.54778219454,-106.379244313,-106.517,500.0,2.1793e-19,1.0,0.005,500,1.0,,200.000000102,17.11,1.0,100,1.0,1.0,-106.517,1.81864,2
