MaxVanillaIw,J,eRenyi2,VarVanillaIw,AvgVanillaIw,VarJ,MaxNormIw,AvgDiscRet,BatchSize,EpsThisIter,VanillaAvgRet,Bound,IterType,Delta,VarDiscRet,MinVanillaIw,AvgRet,ESSClassic,VarNormIw,AvgEpLen,AvgNormIw,MinNormIw,ESSRenyi,VarRet
1.0,-57.5275,1.0,,1.0,6.99398,0.00333333,-57.7683454755,500,100,-57.7683454755,-57.5275,2,1.0,51.0418169009,1.0,-57.7683454755,299.999969474,5.43914e-20,84.85,0.00333333,0.00333333,500.0,51.0418169009
1.0,-57.5464,1.0,,1.0,7.2775,0.0025,-57.6031619529,500,100,-57.6031619529,-57.5464,2,1.0,65.7543109714,1.0,-57.6031619529,400.0,5.4346e-20,84.33,0.0025,0.0025,500.0,65.7543109714
1.0,-57.7165,1.0,,1.0,7.16185,0.002,-58.3965631396,500,100,-58.3965631396,-57.7165,1,1.0,44.4789397027,1.0,-58.3965631396,500.000006643,5.43187e-20,85.97,0.002,0.002,500.0,44.4789397027
1.0,-56.626,1.0,,1.0,6.14085,0.01,-56.6260355832,500,100,-56.6260355832,-56.626,2,1.0,38.0909292594,1.0,-56.6260355832,100.0,3.50449e-18,82.99,0.01,0.01,500.0,38.0909292594
1.0,-56.8652,1.0,,1.0,6.78633,0.005,-57.1043505095,500,100,-57.1043505095,-56.8652,2,1.0,54.8323863815,1.0,-57.1043505095,200.000000102,2.1793e-19,83.5,0.005,0.005,500.0,54.8323863815
1.0,-57.3361,1.0,,1.0,7.35024,0.00333333,-58.2778569223,500,100,-58.2778569223,-57.3361,2,1.0,69.3323407858,1.0,-58.2778569223,299.999969474,5.43914e-20,85.33,0.00333333,0.00333333,500.0,69.3323407858
1.0,-57.2669,1.0,,1.0,7.35309,0.0025,-57.0594355753,500,100,-57.0594355753,-57.2669,2,1.0,54.6832264269,1.0,-57.0594355753,400.0,5.4346e-20,83.74,0.0025,0.0025,500.0,54.6832264269
1.0,-57.3949,1.0,,1.0,7.25703,0.002,-57.9066682844,500,100,-57.9066682844,-57.3949,1,1.0,47.1949508486,1.0,-57.9066682844,500.000006643,5.43187e-20,84.96,0.002,0.002,500.0,47.1949508486
1.0,-57.951,1.0,,1.0,6.7878,0.01,-57.9509651582,500,100,-57.9509651582,-57.951,2,1.0,46.5396244698,1.0,-57.9509651582,100.0,3.50449e-18,84.92,0.01,0.01,500.0,46.5396244698
1.0,-57.613,1.0,,1.0,7.34096,0.005,-57.2750714363,500,100,-57.2750714363,-57.613,2,1.0,62.097704508,1.0,-57.2750714363,200.000000102,2.1793e-19,83.72,0.005,0.005,500.0,62.097704508
1.0,-57.4949,1.0,,1.0,6.95877,0.00333333,-57.258627245,500,100,-57.258627245,-57.4949,2,1.0,37.7881459312,1.0,-57.258627245,299.999969474,5.43914e-20,83.73,0.00333333,0.00333333,500.0,37.7881459312
1.0,-57.5851,1.0,,1.0,7.02408,0.0025,-57.8557575758,500,100,-57.8557575758,-57.5851,2,1.0,52.5047046551,1.0,-57.8557575758,400.0,5.4346e-20,84.96,0.0025,0.0025,500.0,52.5047046551
1.0,-57.7003,1.0,,1.0,6.91734,0.002,-58.1609006068,500,100,-58.1609006068,-57.7003,1,1.0,42.0524262032,1.0,-58.1609006068,500.000006643,5.43187e-20,85.74,0.002,0.002,500.0,42.0524262032
1.0,-57.2734,1.0,,1.0,6.99634,0.01,-57.2734198621,500,100,-57.2734198621,-57.2734,2,1.0,49.4432027878,1.0,-57.2734198621,100.0,3.50449e-18,83.87,0.01,0.01,500.0,49.4432027878
1.0,-57.6182,1.0,,1.0,6.84241,0.005,-57.9629396808,500,100,-57.9629396808,-57.6182,2,1.0,44.899789571,1.0,-57.9629396808,200.000000102,2.1793e-19,84.99,0.005,0.005,500.0,44.899789571
1.0,-57.8257,1.0,,1.0,7.13999,0.00333333,-58.2407764091,500,100,-58.2407764091,-57.8257,2,1.0,59.6390371786,1.0,-58.2407764091,299.999969474,5.43914e-20,85.54,0.00333333,0.00333333,500.0,59.6390371786
1.0,-57.7281,1.0,,1.0,7.10141,0.0025,-57.4353006406,500,100,-57.4353006406,-57.7281,2,1.0,49.159075763,1.0,-57.4353006406,400.0,5.4346e-20,84.14,0.0025,0.0025,500.0,49.159075763
1.0,-57.454,1.0,,1.0,7.24976,0.002,-56.3575464024,500,100,-56.3575464024,-57.454,1,1.0,60.1736124419,1.0,-56.3575464024,500.000006643,5.43187e-20,82.52,0.002,0.002,500.0,60.1736124419
1.0,-58.3298,1.0,,1.0,6.29531,0.01,-58.3298210612,500,100,-58.3298210612,-58.3298,2,1.0,40.0312747304,1.0,-58.3298210612,100.0,3.50449e-18,85.6,0.01,0.01,500.0,40.0312747304
1.0,-61.8207,1.0,,1.0,36.2479,0.005,-65.3115874334,500,100,-65.3115874334,-61.8207,2,1.0,2589.71059986,1.0,-65.3115874334,200.000000102,2.1793e-19,93.38,0.005,0.005,500.0,2589.71059986
1.0,-60.2091,1.0,,1.0,29.9438,0.00333333,-56.9858237815,500,100,-56.9858237815,-60.2091,2,1.0,46.9669328374,1.0,-56.9858237815,299.999969474,5.43914e-20,83.16,0.00333333,0.00333333,500.0,46.9669328374
1.0,-59.5965,1.0,,1.0,26.182,0.0025,-57.7587883943,500,100,-57.7587883943,-59.5965,2,1.0,48.0587261079,1.0,-57.7587883943,400.0,5.4346e-20,84.71,0.0025,0.0025,500.0,48.0587261079
1.0,-59.8406,1.0,,1.0,28.5625,0.002,-60.8169854493,500,100,-60.8169854493,-59.8406,1,1.0,1349.41585708,1.0,-60.8169854493,500.000006643,5.43187e-20,88.05,0.002,0.002,500.0,1349.41585708
1.0,-57.8701,1.0,,1.0,6.66829,0.01,-57.8701493582,500,100,-57.8701493582,-57.8701,2,1.0,44.9151929586,1.0,-57.8701493582,100.0,3.50449e-18,85.32,0.01,0.01,500.0,44.9151929586
1.0,-59.8257,1.0,,1.0,26.1948,0.005,-61.7812167235,500,100,-61.7812167235,-59.8257,2,1.0,1333.55136144,1.0,-61.7812167235,200.000000102,2.1793e-19,89.2,0.005,0.005,500.0,1333.55136144
1.0,-59.2241,1.0,,1.0,21.7119,0.00333333,-58.0209912246,500,100,-58.0209912246,-59.2241,2,1.0,40.1232687101,1.0,-58.0209912246,299.999969474,5.43914e-20,85.19,0.00333333,0.00333333,500.0,40.1232687101
1.0,-58.5472,1.0,,1.0,19.14,0.0025,-56.5166229285,500,100,-56.5166229285,-58.5472,2,1.0,46.0992729617,1.0,-56.5166229285,400.0,5.4346e-20,82.66,0.0025,0.0025,500.0,46.0992729617
1.0,-58.497,1.0,,1.0,17.4099,0.002,-58.2959734336,500,100,-58.2959734336,-58.497,1,1.0,50.6159331227,1.0,-58.2959734336,500.000006643,5.43187e-20,85.78,0.002,0.002,500.0,50.6159331227
