IterType,AvgRet,SamplesThisIter,renyi2,VarJ,VarNormIw,VarRet,MinNormIw,ESSRenyi,VanillaAvgRet,J,VarVanillaIw,AvgEpLen,ESSClassic,Bound,EpsThisIter,MaxVanillaIw,BatchSize,AvgVanillaIw,MaxNormIw,AvgDiscRet,delta,MinVanillaIw,VarDiscRet,AvgNormIw
1,-59.072926128,50000,nan,260.758,9.55699e-07,153.815806326,,nan,-59.072926128,-6594.04,inf,86.5051903114,9.99996127684,-39.3495,578,9.91443e+23,100,9.55628e+19,0.0997192,-59.072926128,0.6,,153.815806326,9.61168e-06
1,-59.83706661,50000,nan,183.979,2.51187e-11,264.406328768,1.05191e-08,nan,-59.83706661,-10259.1,0.305524,87.5656742557,4.74310804657,-69.5025,571,5.54865,100,1.07304,5.0311e-05,-59.83706661,0.6,0.00116012,264.406328768,9.72952e-06
1,-66.0823663195,50000,nan,352.08,2.95897e-11,2053.69214511,2.0507e-16,nan,-66.0823663195,-10833.0,0.273148,95.785440613,8.28746995226,-71.048,522,4.69129,100,1.02255,4.88274e-05,-66.0823663195,0.6,1.97029e-11,2053.69214511,1.06428e-05
1,-62.3079717244,50000,nan,203.883,7.546e-11,438.049786728,3.34646e-12,nan,-62.3079717244,-10355.9,0.896253,91.0746812386,5.27105280254,-62.7562,549,9.69718,100,1.10284,8.89792e-05,-62.3079717244,0.6,3.64706e-07,438.049786728,1.01194e-05
1,-63.7354966414,50000,nan,307.745,2.91865e-11,1634.68394215,3.90205e-15,nan,-63.7354966414,-10490.1,0.296364,93.1098696462,6.19648437663,-68.1461,537,5.37955,100,1.0425,5.33856e-05,-63.7354966414,0.6,3.93202e-10,1634.68394215,1.03455e-05
1,-58.8352737381,50000,nan,196.543,9.02123e-07,85.6165111906,,nan,-58.8352737381,-6851.35,1.11422e+26,86.5051903114,9.99726219794,-37.5703,578,1.07658e+15,100,1.0682e+11,0.096871,-58.8352737381,0.6,,85.6165111906,9.61169e-06
1,-63.2376854117,50000,nan,468.988,4.2999e-11,1907.61081884,9.725e-14,nan,-63.2376854117,-10261.4,0.472985,91.407678245,5.04246666466,-66.1666,547,9.24825,100,1.06521,8.81789e-05,-63.2376854117,0.6,1.01996e-08,1907.61081884,1.01564e-05
1,-65.4442388937,50000,nan,400.588,3.24437e-11,2587.94387748,3.71551e-11,nan,-65.4442388937,-10499.7,0.328563,93.808630394,4.62796422778,-69.8405,533,5.41503,100,1.04893,5.38092e-05,-65.4442388937,0.6,3.73906e-06,2587.94387748,1.04232e-05
1,-61.0514785162,50000,nan,163.995,3.83231e-10,95.7696526379,,nan,-61.0514785162,-10064.1,10.9657,89.605734767,4.4649288345,-57.3051,558,42.5256,100,1.68415,0.000251398,-61.0514785162,0.6,,95.7696526379,9.95619e-06
1,-59.1142448602,50000,nan,216.253,8.31093e-10,51.7400856303,,nan,-59.1142448602,-9680.02,35.1379,86.5051903114,2.91584773337,-55.1038,578,175.288,100,1.97635,0.000852487,-59.1142448602,0.6,,51.7400856303,9.61169e-06
1,-60.0421030852,50000,nan,270.86,5.18992e-11,208.240536007,3.62157e-11,nan,-60.0421030852,-10096.3,0.624941,88.3392226148,4.02105914283,-64.7037,566,13.9469,100,1.07709,0.000127097,-60.0421030852,0.6,3.97407e-06,208.240536007,9.81547e-06
1,-59.0395845743,50000,nan,199.811,9.0512e-07,88.716648284,,nan,-59.0395845743,-7050.48,5.0035e+28,86.6551126516,9.99678033274,-37.965,577,2.27935e+16,100,2.26379e+12,0.0969454,-59.0395845743,0.6,,88.716648284,9.62835e-06
1,-58.3246686289,50000,nan,182.045,2.61751e-10,94.7311619251,8.08493e-41,nan,-58.3246686289,-9686.33,6.5908,84.8896434635,5.14402402431,-55.4061,589,39.7988,100,1.49671,0.00025081,-58.3246686289,0.6,1.28293e-35,94.7311619251,9.43218e-06
1,-57.3475043373,50000,nan,nan,9.30083e-07,67.2077272964,,nan,-57.3475043373,nan,inf,83.7520938023,9.99999892292,nan,597,1.67857e+21,100,1.56239e+17,0.0999775,-57.3475043373,0.6,,67.2077272964,9.30579e-06
