AvgEpLen,VanillaAvgRet,AvgNormIw,MinVanillaIw,AvgDiscRet,Bound,MaxVanillaIw,Delta,ESSRenyi,EpsThisIter,VarDiscRet,VarRet,VarVanillaIw,MaxNormIw,BatchSize,VarJ,VarNormIw,AvgRet,eRenyi2,J,MinNormIw,AvgVanillaIw,IterType,ESSClassic
47.98,444.437167303,0.01,0.17253,444.437167303,141.669,2.07127,0.1,87.5065679935,100,31295.0341782,31295.0341782,0.165431,0.0206638,100,208.757,1.6465e-05,444.437167303,1.14277,483.063,0.00172122,1.00237,1,85.984239465
49.4,457.481596814,0.01,0.178409,457.481596814,125.39,6.26044,0.1,84.6617509623,100,32627.3499371,32627.3499371,0.428889,0.0634448,100,272.309,4.40481e-05,457.481596814,1.18117,506.272,0.00180804,0.986754,1,69.6341860821
52.02,482.187211161,0.01,0.258547,482.187211161,133.393,3.14111,0.1,84.6332818555,100,33464.5240269,33464.5240269,0.254307,0.0288874,100,285.672,2.15084e-05,482.187211161,1.18157,534.057,0.00237774,1.08736,1,82.4447753113
58.17,539.029782281,0.01,0.0943995,539.029782281,171.506,5.94973,0.1,72.0716609132,100,43772.9224138,43772.9224138,0.696634,0.0619347,100,495.3,7.54878e-05,539.029782281,1.38751,640.557,0.000982666,0.960647,1,57.230185933
59.4,550.14893939,0.01,0.0348617,550.14893939,151.679,4.16132,0.1,76.2513523453,100,50377.8499374,50377.8499374,0.485016,0.0422995,100,398.431,5.01145e-05,550.14893939,1.31145,644.041,0.000354366,0.983776,1,66.8389812618
69.27,640.489252489,0.01,0.0589633,640.489252489,184.59,2.99516,0.1,80.4018343478,100,92639.2543531,92639.2543531,0.336106,0.0277614,100,440.753,2.88747e-05,640.489252489,1.24375,744.856,0.000546515,1.0789,1,77.7689874253
69.59,643.964127013,0.01,0.429937,643.964127013,256.496,2.47816,0.1,88.0789646075,100,55877.3238401,55877.3238401,0.212062,0.023352,100,298.338,1.88299e-05,643.964127013,1.13534,693.173,0.00405134,1.06122,1,84.287481968
70.74,654.60324738,0.01,0.132667,654.60324738,226.888,3.11144,0.1,85.1770748527,100,80177.0755153,80177.0755153,0.257036,0.03007,100,361.867,2.40071e-05,654.60324738,1.17402,723.54,0.00128214,1.03473,1,80.7969705811
73.9,684.375530965,0.01,0.0473626,684.375530965,303.753,4.36178,0.1,70.7102144156,100,76602.3110778,76602.3110778,0.567828,0.0469359,100,400.897,6.57506e-05,684.375530965,1.41422,820.029,0.000509656,0.929306,1,60.5719017688
88.55,819.692729978,0.01,0.0325173,819.692729978,411.939,26.458,0.1,45.3481020049,100,112090.393524,112090.393524,7.43466,0.25356,100,1235.69,0.000682824,819.692729978,2.20516,1172.17,0.000311629,1.04346,1,12.8866692671
88.8,821.446271116,0.01,0.175275,821.446271116,344.54,2.3438,0.1,84.3188464796,100,99400.3494191,99400.3494191,0.201741,0.0244579,100,375.144,2.19681e-05,821.446271116,1.18597,904.552,0.00182902,0.958299,1,82.1365978249
94.37,872.703970433,0.01,0.131963,872.703970433,366.467,5.96373,0.1,76.1728478916,100,112671.431357,112671.431357,0.578165,0.060834,100,652.763,6.01601e-05,872.703970433,1.3128,1008.83,0.00134611,0.980329,1,62.6729303916
90.59,837.558101612,0.01,0.122701,837.558101612,384.287,18.9344,0.1,67.9569394212,100,84560.4796302,84560.4796302,3.64053,0.171858,100,864.428,0.000299918,837.558101612,1.47152,973.988,0.0011137,1.10174,1,25.1940402481
101.52,937.648769311,0.01,0.217806,937.648769311,379.024,15.0779,0.1,68.8185310245,100,98538.5583834,98538.5583834,2.38212,0.139623,100,1316.65,0.000204266,937.648769311,1.4531,1115.18,0.00201691,1.0799,1,33.0880875897
100.89,934.16205546,0.01,0.116343,934.16205546,437.417,5.68792,0.1,79.2851245782,100,96984.0787581,96984.0787581,0.564056,0.0568676,100,372.851,5.63828e-05,934.16205546,1.26127,1053.83,0.00116319,1.0002,1,64.1770592082
105.75,977.635189212,0.01,0.295192,977.635189212,296.368,2.99152,0.1,88.9967258835,100,125539.116716,125539.116716,0.161462,0.0280429,100,499.037,1.41884e-05,977.635189212,1.12364,1055.83,0.00276717,1.06676,1,87.6835022495
105.79,978.531924485,0.01,0.179688,978.531924485,384.934,2.32453,0.1,87.6391201536,100,115551.347294,115551.347294,0.181861,0.0235081,100,396.592,1.85995e-05,978.531924485,1.14104,1056.98,0.0018172,0.988822,1,84.4497711752
107.36,993.544288432,0.01,0.42967,993.544288432,426.287,2.57684,0.1,90.4301870911,100,91881.2907069,91881.2907069,0.131307,0.0260346,100,346.244,1.34034e-05,993.544288432,1.10583,1049.51,0.00434108,0.989776,1,88.2851279569
109.5,1010.61892645,0.01,0.181763,1010.61892645,427.942,12.3347,0.1,75.4674857492,100,85488.0791631,85488.0791631,1.51564,0.114932,100,708.385,0.000131588,1010.61892645,1.32507,1148.75,0.00169361,1.07322,1,43.4269175791
112.61,1040.56954888,0.01,0.24911,1040.56954888,435.922,4.5292,0.1,87.2644535059,100,113972.770057,113972.770057,0.305828,0.0429087,100,475.205,2.7449e-05,1040.56954888,1.14594,1114.98,0.00236002,1.05554,1,78.6320941006
107.82,996.366368399,0.01,0.280366,996.366368399,469.797,2.44945,0.1,88.5474478798,100,86514.5396897,86514.5396897,0.167688,0.0249532,100,313.599,1.74027e-05,996.366368399,1.12934,1064.41,0.00285616,0.981618,1,85.3033655074
112.47,1039.55841647,0.01,0.200178,1039.55841647,482.598,2.85976,0.1,89.7867868218,100,77285.7366133,77285.7366133,0.174286,0.0293045,100,299.074,1.83009e-05,1039.55841647,1.11375,1099.62,0.00205127,0.975876,1,84.6611808449
117.35,1084.68761957,0.01,0.591513,1084.68761957,449.936,1.75058,0.1,95.6104664217,100,66471.9767726,66471.9767726,0.0539173,0.0173849,100,312.335,5.31751e-06,1084.68761957,1.04591,1112.31,0.00587428,1.00695,1,94.9989301743
116.69,1078.72030163,0.01,0.0528229,1078.72030163,545.666,60.999,0.1,41.0342623975,100,97411.27591,97411.27591,36.6988,0.431715,100,2713.0,0.00183824,1078.72030163,2.43699,1573.28,0.000373849,1.41295,1,5.20872614465
123.14,1137.23753535,0.01,0.29363,1137.23753535,422.485,1.92346,0.1,93.6774221502,100,130002.631208,130002.631208,0.0855222,0.019239,100,384.65,8.55614e-06,1137.23753535,1.06749,1188.51,0.00293697,0.999771,1,92.1909045414
120.5,1111.97369957,0.01,0.183723,1111.97369957,478.126,2.32705,0.1,89.4302836029,100,128262.81787,128262.81787,0.15608,0.0222712,100,438.111,1.42963e-05,1111.97369957,1.11819,1183.38,0.00175833,1.04487,1,87.6014530338
127.55,1178.79058109,0.01,0.150693,1178.79058109,442.835,6.45305,0.1,78.724411611,100,171715.949594,171715.949594,0.695258,0.0594638,100,691.897,5.90366e-05,1178.79058109,1.27025,1339.59,0.00138861,1.08521,1,63.1129171231
128.93,1189.47582526,0.01,0.525563,1189.47582526,297.416,1.99141,0.1,94.3676665899,100,163308.614063,163308.614063,0.0683471,0.0197357,100,522.871,6.71283e-06,1189.47582526,1.05968,1235.67,0.00520856,1.00904,1,93.7684545262
126.86,1170.36207279,0.01,0.0146481,1170.36207279,677.989,108.93,0.1,36.8573843875,100,186531.542944,186531.542944,117.586,0.565426,100,3700.56,0.00316822,1170.36207279,2.71316,2088.92,7.60345e-05,1.92651,1,3.08971803478
124.73,1151.67417027,0.01,0.209253,1151.67417027,472.323,7.53963,0.1,82.0768838719,100,116424.826301,116424.826301,0.640411,0.0676258,100,811.804,5.15208e-05,1151.67417027,1.21837,1262.06,0.00187687,1.11491,1,66.2227058664
131.48,1214.17879331,0.01,0.187029,1214.17879331,510.747,2.69405,0.1,85.9309531119,100,132031.334874,132031.334874,0.260498,0.0265355,100,556.804,2.52725e-05,1214.17879331,1.16373,1315.35,0.00184217,1.01526,1,79.9873508517
134.71,1243.36474161,0.01,0.0071986,1243.36474161,933.516,149.272,0.1,40.608950691,100,135328.843197,135328.843197,220.786,0.609442,100,5077.57,0.00368028,1243.36474161,2.46251,2497.6,2.93902e-05,2.44932,1,2.67131362481
138.53,1276.51773959,0.01,0.525587,1276.51773959,402.92,2.20731,0.1,94.5756860694,100,127648.928908,127648.928908,0.0886701,0.0214415,100,439.702,8.36684e-06,1276.51773959,1.05735,1321.43,0.00510548,1.02946,1,92.3504654835
141.83,1306.3929259,0.01,0.0779013,1306.3929259,684.806,77.2633,0.1,47.3512486604,100,181890.454316,181890.454316,59.3569,0.437286,100,2824.13,0.00190132,1306.3929259,2.11188,1931.34,0.000440897,1.76688,1,5.04462447449
141.84,1305.88990141,0.01,0.0127368,1305.88990141,829.384,80.8619,0.1,38.5928026603,100,207453.909268,207453.909268,65.2136,0.543022,100,2875.13,0.00294093,1305.88990141,2.59116,2091.39,8.55332e-05,1.48911,1,3.32057765084
151.99,1396.88620874,0.01,0.082716,1396.88620874,689.972,36.854,0.1,59.3389883789,100,196648.917567,196648.917567,13.265,0.301511,100,1685.13,0.000887861,1396.88620874,1.68523,1727.19,0.000676718,1.22231,1,10.2146867725
156.4,1439.35632636,0.01,0.269148,1439.35632636,571.617,1.6513,0.1,93.5948100374,100,245838.568564,245838.568564,0.0954057,0.0163583,100,505.333,9.36262e-06,1439.35632636,1.06844,1502.02,0.00266626,1.00946,1,91.5172739813
155.67,1431.05589656,0.01,0.124281,1431.05589656,739.802,2.10998,0.1,89.4498136864,100,165456.729539,165456.729539,0.155504,0.0206581,100,453.024,1.49061e-05,1431.05589656,1.11795,1513.58,0.00121679,1.02138,1,87.1406122926
148.16,1362.57314979,0.01,0.331716,1362.57314979,263.411,1.79857,0.1,95.1560915279,100,193632.069817,193632.069817,0.060645,0.0173729,100,548.512,5.65827e-06,1362.57314979,1.0509,1414.73,0.00320413,1.03527,1,94.6954266731
155.2,1427.39341307,0.01,0.439385,1427.39341307,538.516,2.11467,0.1,94.120931245,100,179246.58631,179246.58631,0.090976,0.0210078,100,455.508,8.97849e-06,1427.39341307,1.06246,1479.72,0.00436499,1.00661,1,91.8369011384
151.96,1395.68742407,0.01,0.0944509,1395.68742407,673.078,4.88948,0.1,86.3649261092,100,145042.355911,145042.355911,0.328524,0.0461857,100,606.621,2.93127e-05,1395.68742407,1.15788,1485.26,0.000892176,1.05866,1,77.5076025993
157.41,1446.5831217,0.01,0.65617,1446.5831217,488.63,1.42756,0.1,97.6662621984,100,167290.305105,167290.305105,0.0277203,0.0140219,100,424.708,2.67436e-06,1446.5831217,1.0239,1469.3,0.00644507,1.0181,1,97.4206738243
152.94,1404.25099496,0.01,0.0219472,1404.25099496,793.415,76.292,0.1,41.4836172358,100,170785.040607,170785.040607,57.6472,0.468895,100,3497.97,0.00217757,1404.25099496,2.41059,2128.52,0.000134889,1.62706,1,4.43302692558
150.67,1386.93715648,0.01,0.174759,1386.93715648,752.109,15.9766,0.1,78.937674528,100,108603.762088,108603.762088,2.80623,0.12672,100,637.455,0.000176541,1386.93715648,1.26682,1531.71,0.00138612,1.26078,1,36.3932986836
152.24,1402.43052596,0.01,0.426351,1402.43052596,624.688,1.46252,0.1,95.6530504361,100,120210.562681,120210.562681,0.0613375,0.0145207,100,339.489,6.0464e-06,1402.43052596,1.04544,1440.28,0.00423304,1.0072,1,94.3521465815
152.9,1406.96498846,0.01,0.0120173,1406.96498846,963.367,78.2771,0.1,99.9990463348,100,118132.486209,118132.486209,82.5065,0.331879,100,2961.53,0.00148313,1406.96498846,1.00001,1718.51,5.09511e-05,2.3586,1,6.376331562
149.94,1382.86867739,0.01,0.0257626,1382.86867739,708.481,46.0838,0.1,51.4315928463,100,292423.802457,292423.802457,20.9806,0.300669,100,2559.67,0.000893093,1382.86867739,1.94433,1855.9,0.000168085,1.53271,1,10.1609282477
153.44,1412.19065079,0.01,0.00660257,1412.19065079,520.563,65.5716,0.1,35.9447029884,100,282442.974528,282442.974528,43.2314,0.424887,100,7782.35,0.00181516,1412.19065079,2.78205,2853.47,4.2783e-05,1.54327,1,5.27145322447
149.14,1372.81849779,0.01,0.309479,1372.81849779,505.232,1.61504,0.1,94.236996282,100,138561.837605,138561.837605,0.0661789,0.0167459,100,425.384,7.11494e-06,1372.81849779,1.06115,1421.63,0.0032089,0.964437,1,93.4197134345
156.85,1445.58385957,0.01,0.264162,1445.58385957,621.191,2.3815,0.1,87.1356742683,100,273480.088141,273480.088141,0.164757,0.0238801,100,644.97,1.65658e-05,1445.58385957,1.14764,1571.22,0.00264883,0.997277,1,85.910535093
171.91,1586.46492926,0.01,0.326497,1586.46492926,512.668,2.89238,0.1,89.3058464155,100,315740.175373,315740.175373,0.184968,0.0283627,100,817.92,1.77861e-05,1586.46492926,1.11975,1693.42,0.00320164,1.01978,1,85.0280401715
160.82,1483.30587196,0.01,0.272976,1483.30587196,514.555,3.84619,0.1,87.7137134864,100,281708.615629,281708.615629,0.235596,0.0369976,100,816.809,2.17999e-05,1483.30587196,1.14007,1593.61,0.00262584,1.03958,1,82.2491054953
165.7,1530.45613073,0.01,0.0764427,1530.45613073,963.52,131.4,0.1,36.5033825844,100,245296.247535,245296.247535,170.932,0.577471,100,5486.61,0.00330135,1530.45613073,2.73947,2842.24,0.000335947,2.27544,1,2.96882097424
178.05,1645.1924025,0.01,0.0963977,1645.1924025,676.341,8.587,0.1,76.0186650901,100,391116.169062,391116.169062,0.892561,0.0810707,100,1199.27,7.95579e-05,1645.1924025,1.31547,1878.05,0.000910101,1.0592,1,55.940181384
171.45,1584.68240393,0.01,0.441058,1584.68240393,584.014,2.02106,0.1,94.3525413671,100,311332.796046,311332.796046,0.079854,0.0199528,100,615.254,7.78297e-06,1584.68240393,1.05985,1639.98,0.00435432,1.01292,1,92.8460620164
169.51,1564.83772579,0.01,0.0893302,1564.83772579,756.039,5.1508,0.1,80.5500203569,100,289566.711612,289566.711612,0.429786,0.0491199,100,821.183,3.90856e-05,1564.83772579,1.24146,1747.14,0.000851885,1.04862,1,72.1007910594
176.42,1628.24738618,0.01,0.215084,1628.24738618,563.982,5.17722,0.1,80.2897111426,100,408955.342638,408955.342638,0.647849,0.0478533,100,1187.5,5.53482e-05,1628.24738618,1.24549,1850.96,0.00198803,1.08189,1,64.6016673872
170.56,1578.81092325,0.01,0.312663,1578.81092325,657.027,13.845,0.1,75.4944492023,100,217546.023936,217546.023936,2.09771,0.116875,100,1273.81,0.000149487,1578.81092325,1.3246,1790.6,0.0026394,1.1846,1,40.3238198769
175.71,1626.41348954,0.01,0.325984,1626.41348954,624.152,1.96989,0.1,92.6842941892,100,320009.154674,320009.154674,0.0842799,0.0198577,100,673.081,8.56444e-06,1626.41348954,1.07893,1698.67,0.00328612,0.992002,1,92.1839080239
174.51,1614.96895864,0.01,0.277271,1614.96895864,713.876,4.98516,0.1,87.7045611849,100,322558.699174,322558.699174,0.3826,0.051571,100,649.738,4.09447e-05,1614.96895864,1.14019,1725.82,0.00286834,0.96666,1,71.1565323434
176.94,1636.96228385,0.01,0.060274,1636.96228385,764.033,38.2369,0.1,69.9497062375,100,309261.129265,309261.129265,14.2929,0.283565,100,1251.94,0.000786072,1636.96228385,1.4296,1957.4,0.000446993,1.34843,1,11.3867797288
184.93,1711.69026723,0.01,0.459795,1711.69026723,475.573,1.92352,0.1,93.3874083087,100,435706.200845,435706.200845,0.0784113,0.0190251,100,805.559,7.67076e-06,1711.69026723,1.07081,1798.97,0.00454772,1.01104,1,92.9419471196
171.45,1587.0292246,0.01,0.397155,1587.0292246,474.965,1.7915,0.1,94.6297023904,100,348287.189285,348287.189285,0.0586344,0.0181194,100,667.741,5.99803e-06,1587.0292246,1.05675,1647.85,0.00401687,0.988717,1,94.3947824801
172.3,1596.14133208,0.01,0.39163,1596.14133208,539.989,2.07085,0.1,93.6956595069,100,336937.209317,336937.209317,0.0972509,0.0195772,100,670.385,8.69156e-06,1596.14133208,1.06729,1664.7,0.00370236,1.05779,1,92.077097041
192.11,1780.5976145,0.01,0.197902,1780.5976145,743.493,5.53018,0.1,83.9640742286,100,531962.613628,531962.613628,0.498391,0.0554112,100,902.265,5.00365e-05,1780.5976145,1.19099,1960.21,0.00198293,0.998025,1,66.8734523934
184.01,1705.62968452,0.01,0.127738,1705.62968452,676.518,51.4549,0.1,50.6352335683,100,599605.319081,599605.319081,25.8417,0.378927,100,4448.92,0.00140146,1705.62968452,1.97491,2459.26,0.000940695,1.35791,1,6.72294816727
192.43,1783.69194198,0.01,0.0629529,1783.69194198,731.948,14.5822,0.1,66.3177358546,100,432156.848385,432156.848385,2.60772,0.130355,100,1519.25,0.000208386,1783.69194198,1.50789,2160.39,0.000562755,1.11865,1,32.6475078251
209.16,1938.87549509,0.01,0.268004,1938.87549509,606.963,3.40672,0.1,88.020084081,100,608571.021503,608571.021503,0.241113,0.0321532,100,1198.22,2.14782e-05,1938.87549509,1.1361,2097.68,0.00252947,1.05953,1,82.4651223392
204.66,1898.52583666,0.01,0.226041,1898.52583666,866.215,136.862,0.1,63.2961184967,100,642498.73997,642498.73997,185.135,0.605818,100,2060.04,0.00362753,1898.52583666,1.57988,2627.21,0.00100057,2.25912,1,2.70910508857
213.54,1981.36524654,0.01,0.00354306,1981.36524654,1181.86,74.3414,0.1,38.024028828,100,724263.2084,724263.2084,54.7634,0.484085,100,5146.46,0.00232205,1981.36524654,2.62992,3308.28,2.30712e-05,1.53571,1,4.16869830505
208.79,1935.50753522,0.01,0.0482829,1935.50753522,904.562,22.7527,0.1,56.2129353557,100,630749.629195,630749.629195,5.63077,0.198946,100,2848.98,0.000430501,1935.50753522,1.77895,2477.39,0.000422179,1.14366,1,19.0043022966
240.89,2236.91119044,0.01,0.0257884,2236.91119044,1376.2,95.0261,0.1,40.0301932142,100,868654.152028,868654.152028,89.9035,0.48647,100,5300.23,0.00235615,2236.91119044,2.49811,3590.0,0.00013202,1.95338,1,4.11085027444
241.46,2242.33617063,0.01,0.367186,2242.33617063,923.844,7.47052,0.1,84.6417018651,100,761925.129881,761925.129881,0.688082,0.0715637,100,1102.27,6.31429e-05,2242.33617063,1.18145,2442.14,0.00351745,1.0439,1,61.5341263565
245.06,2275.92945314,0.01,0.137473,2275.92945314,997.345,5.19604,0.1,81.8985895972,100,842854.837712,842854.837712,0.586182,0.0478422,100,1201.36,4.96947e-05,2275.92945314,1.22102,2545.71,0.00126577,1.08608,1,67.0251370704
243.1,2256.88629536,0.01,0.0038743,2256.88629536,1203.62,58.2036,0.1,54.8774596901,100,789330.939147,789330.939147,33.5434,0.381627,100,2890.1,0.00144207,2256.88629536,1.82224,3088.81,2.54029e-05,1.52514,1,6.5459949525
276.93,2572.34115538,0.01,0.000230761,2572.34115538,1558.41,44.5168,0.1,42.5617603096,100,1063315.32391,1063315.32391,20.4759,0.393006,100,3954.43,0.00159585,2572.34115538,2.34953,3703.9,2.03722e-06,1.13273,1,5.95276212605
276.23,2566.07160239,0.01,0.0390356,2566.07160239,1519.27,59.5842,0.1,46.474318595,100,945792.097455,945792.097455,35.2432,0.379837,100,4157.15,0.00143221,2566.07160239,2.15173,3573.24,0.000248844,1.56868,1,6.58810279466
307.55,2858.93625368,0.01,0.0356313,2858.93625368,1698.8,4.13307,0.1,73.742691647,100,1202740.6629,1202740.6629,0.523746,0.0452493,100,1327.67,6.27769e-05,2858.93625368,1.35607,3330.03,0.000390096,0.913399,1,61.6716343828
282.9,2628.05964546,0.01,0.290747,2628.05964546,1321.96,3.56497,0.1,85.8680520297,100,953381.86283,953381.86283,0.204496,0.037534,100,1299.26,2.26685e-05,2628.05964546,1.16458,2834.5,0.00306115,0.949797,1,81.6714176998
336.28,3127.22118035,0.01,0.0345722,3127.22118035,1973.42,8.4381,0.1,65.2337384536,100,1415733.29407,1415733.29407,1.25379,0.0782963,100,1455.98,0.000107949,3127.22118035,1.53295,3706.74,0.000320791,1.07771,1,48.3396431113
385.09,3582.20509854,0.01,0.0224611,3582.20509854,2364.29,3.30724,0.1,74.7651636702,100,1349541.57118,1349541.57118,0.566324,0.0320425,100,1006.6,5.31599e-05,3582.20509854,1.33752,3985.83,0.000217616,1.03214,1,65.5186373906
356.35,3313.86984894,0.01,0.190954,3313.86984894,2089.2,5.78354,0.1,77.9636131118,100,1409367.0992,1409367.0992,0.683081,0.0519172,100,1300.69,5.50437e-05,3313.86984894,1.28265,3676.03,0.00171414,1.11399,1,64.7277661241
392.5,3650.13266192,0.01,0.184401,3650.13266192,2467.71,59.0419,0.1,65.8297704938,100,1194881.41945,1194881.41945,34.107,0.380168,100,1904.85,0.00141408,3650.13266192,1.51907,4194.19,0.00118735,1.55305,1,6.66693304469
409.25,3807.60561019,0.01,0.139724,3807.60561019,2545.46,2.98202,0.1,81.9962709454,100,1152357.13613,1152357.13613,0.303406,0.029402,100,900.568,2.94956e-05,3807.60561019,1.21957,4092.78,0.00137764,1.01422,1,77.3990128166
399.48,3716.68373488,0.01,0.251502,3716.68373488,2499.62,3.49069,0.1,80.8692213499,100,1384932.52038,1384932.52038,0.397717,0.0340839,100,982.344,3.79184e-05,3716.68373488,1.23656,4056.93,0.00245572,1.02415,1,72.7065403206
433.45,4033.48073515,0.01,0.408289,4033.48073515,2715.04,2.37212,0.1,89.3834099878,100,1061924.92689,1061924.92689,0.141245,0.0240882,100,824.297,1.45649e-05,4033.48073515,1.11878,4197.31,0.00414605,0.984764,1,87.3978298264
453.38,4218.02911636,0.01,0.318347,4218.02911636,2895.47,2.081,0.1,90.9872726839,100,626057.706417,626057.706417,0.138603,0.0211161,100,597.995,1.42711e-05,4218.02911636,1.09905,4363.86,0.0032303,0.985503,1,87.6206278818
463.08,4310.20135041,0.01,0.292441,4310.20135041,2981.75,1.99812,0.1,92.7843291238,100,573401.529885,573401.529885,0.128384,0.0198431,100,517.547,1.26615e-05,4310.20135041,1.07777,4436.46,0.00290418,1.00696,1,88.8613439276
452.97,4217.73283703,0.01,0.181768,4217.73283703,2866.91,1.51325,0.1,92.6634389253,100,663850.982259,663850.982259,0.0975296,0.016589,100,693.555,1.17209e-05,4217.73283703,1.07917,4322.35,0.00199264,0.912197,1,89.6028088131
459.64,4277.98448098,0.01,0.361943,4277.98448098,2934.81,1.78484,0.1,93.4858523742,100,626839.242462,626839.242462,0.0977704,0.0176802,100,603.903,9.59366e-06,4277.98448098,1.06968,4383.27,0.00358532,1.00951,1,91.3260939374
453.17,4218.28577956,0.01,0.261502,4218.28577956,2902.63,1.67244,0.1,90.3772448574,100,706486.167667,706486.167667,0.099656,0.0169659,100,600.694,1.02555e-05,4218.28577956,1.10647,4375.76,0.00265279,0.985763,1,90.7828129761
471.52,4389.57441308,0.01,0.365269,4389.57441308,3049.86,1.72399,0.1,94.0986961859,100,396777.61669,396777.61669,0.0953576,0.0175771,100,413.827,9.91241e-06,4389.57441308,1.06271,4494.02,0.00372413,0.980817,1,91.063661021
468.63,4363.27804996,0.01,0.272111,4363.27804996,3018.38,1.64793,0.1,94.0072165593,100,512205.354826,512205.354826,0.0862345,0.0173807,100,496.601,9.5926e-06,4363.27804996,1.06375,4462.96,0.00286995,0.948139,1,91.3269706153
481.6,4485.25863405,0.01,0.513662,4485.25863405,3116.67,1.50051,0.1,96.484971841,100,313858.310566,313858.310566,0.0435977,0.0147452,100,369.31,4.21003e-06,4485.25863405,1.03643,4542.64,0.00504764,1.01763,1,95.9988423843
473.96,4411.6527579,0.01,0.327543,4411.6527579,3043.97,1.52298,0.1,95.8165098339,100,354627.098645,354627.098645,0.0644229,0.0157757,100,464.066,6.91239e-06,4411.6527579,1.04366,4474.89,0.00339283,0.965397,1,93.5950135155
482.37,4492.44640302,0.01,0.311975,4492.44640302,3115.78,1.29836,0.1,97.5424525428,100,283025.319694,283025.319694,0.0332532,0.0131087,100,394.581,3.38971e-06,4492.44640302,1.02519,4534.03,0.00314982,0.990456,1,96.7531406809
492.38,4587.47860285,0.01,0.721,4587.47860285,3195.67,1.23514,0.1,98.9759305812,100,133230.253075,133230.253075,0.00989309,0.012425,100,276.046,1.00114e-06,4587.47860285,1.01035,4603.55,0.00725299,0.994072,1,99.0185850634
