#{"env_id": "ContCartPole-v0", "t_start": 1523346731.0352097}
r,l,t
129.918884,14,4.480811
249.833297,26,4.510263
259.850084,27,4.535958
99.901575,11,4.546474
169.868129,18,4.563909
369.713209,38,4.599969
369.898555,38,4.636004
149.893788,16,4.651274
149.915777,16,4.666543
179.897179,19,4.694441
229.875036,24,4.717233
129.870641,14,4.730618
129.912498,14,4.743959
419.829299,43,4.784766
199.890115,21,4.804885
359.841849,37,4.840253
229.836177,24,4.863127
139.927341,15,4.881231
149.881677,16,4.896486
489.86971,50,4.944547
239.849105,25,4.968283
149.894522,16,4.983592
289.778259,30,5.012079
299.872017,31,5.041496
139.907867,15,5.072274
209.906422,22,5.093123
289.867727,30,5.121588
409.887082,42,5.161306
139.920618,15,5.175653
249.903434,26,5.200623
189.910446,20,5.219651
79.941987,9,5.228329
119.881938,13,5.24076
209.857901,22,5.269247
259.857575,27,5.294909
519.853039,53,5.345474
189.923754,20,5.364532
309.813582,32,5.394962
129.8781,14,5.408394
149.892348,16,5.423687
149.914911,16,5.439512
129.883024,14,5.453137
139.897682,15,5.467484
489.868051,50,5.514826
479.737154,49,5.561359
159.879939,17,5.571962
239.935075,25,5.586057
189.905545,20,5.597361
189.917306,20,5.614401
239.854884,25,5.628532
479.903095,49,5.656079
279.882372,29,5.672391
79.928842,9,5.677499
129.917307,14,5.68537
289.895868,30,5.709532
119.919457,13,5.720347
109.913809,12,5.739392
159.916006,17,5.753423
199.884978,21,5.771038
139.931984,15,5.783632
189.825241,20,5.799924
179.909035,19,5.816311
109.90285,12,5.831596
179.873609,19,5.849192
289.919322,30,5.876634
319.880723,33,5.906837
269.839604,28,5.934354
199.912986,21,5.954781
149.879991,16,5.970147
559.820245,57,6.024547
219.862715,23,6.046447
129.911561,14,6.059811
269.819516,28,6.086684
329.866795,34,6.131207
379.934158,39,6.168112
159.920536,17,6.184266
179.910677,19,6.202664
239.873537,25,6.226353
149.868549,16,6.241597
229.872039,24,6.264415
119.920693,13,6.276836
89.925407,10,6.298791
179.915934,19,6.317141
299.742125,31,6.346495
179.89199,19,6.364532
229.934431,24,6.387354
219.895943,23,6.409163
139.901624,15,6.423505
419.79814,43,6.464505
449.879001,46,6.523239
259.837443,27,6.548934
329.835809,34,6.581437
489.885256,50,6.628788
99.935472,11,6.639313
139.8925,15,6.653579
169.899173,18,6.687169
189.861901,20,6.70617
409.661145,42,6.745929
289.805201,30,6.774395
369.887967,38,6.81045
349.888006,36,6.844908
169.896961,18,6.8772
509.794581,52,6.926249
249.854356,26,6.951264
419.76053,43,6.991897
249.882822,26,7.01658
129.910283,14,7.030642
159.855161,17,7.069897
329.775585,34,7.102251
189.910932,20,7.12131
149.887627,16,7.136563
189.825856,20,7.155602
229.893758,24,7.178369
549.560786,56,7.231627
179.911442,19,7.262059
299.811329,31,7.291474
249.923978,26,7.316125
159.892383,17,7.33235
209.842662,22,7.353224
139.896102,15,7.367547
159.892312,17,7.383763
309.786323,32,7.41404
199.878727,21,7.433941
139.912535,15,7.448575
179.912503,19,7.466656
109.901755,12,7.478085
249.89926,26,7.502759
199.917147,21,7.522718
279.862166,29,7.550328
149.873996,16,7.565876
199.894377,21,7.585842
229.880267,24,7.608568
139.910026,15,7.623749
179.849237,19,7.643841
139.895832,15,7.658203
189.879301,20,7.677303
229.894742,24,7.700438
119.924342,13,7.712935
269.921631,28,7.739552
169.891904,18,7.756756
279.871074,29,7.784254
249.902509,26,7.841404
119.898887,13,7.853838
689.548968,70,7.92012
249.835321,26,7.94518
179.886405,19,7.963261
229.899887,24,7.986077
109.889614,12,7.997532
89.920869,10,8.008044
249.897321,26,8.034804
679.592404,69,8.102544
359.900167,37,8.137642
149.920663,16,8.152937
279.807322,29,8.180438
159.904036,17,8.196962
309.911947,32,8.233097
319.824469,33,8.264444
159.905153,17,8.280679
319.892919,33,8.312243
239.912759,25,8.336026
429.806282,44,8.377664
119.893466,13,8.390064
169.889659,18,8.410134
299.893836,31,8.439849
289.688787,30,8.467312
189.880326,20,8.485148
209.898291,22,8.504783
339.910656,35,8.535909
259.888219,27,8.559834
159.872525,17,8.575238
209.891248,22,8.594671
179.868246,19,8.61151
129.924521,14,8.623879
329.822565,34,8.653864
139.930562,15,8.667203
549.745851,56,8.713348
199.866685,21,8.729909
129.906454,14,8.740974
109.919807,12,8.754431
249.889735,26,8.774834
119.900127,13,8.785096
299.815971,31,8.80936
289.873425,30,8.833182
99.913635,11,8.841893
659.625355,67,8.894158
159.917983,17,8.915474
279.898128,29,8.938517
369.689885,38,8.968311
659.692971,67,9.020565
199.891684,21,9.03706
199.870997,21,9.053547
259.921066,27,9.080493
129.898141,14,9.09154
219.858205,23,9.109632
189.90353,20,9.125364
359.749789,37,9.154349
219.905552,23,9.172439
529.821261,54,9.214983
149.905506,16,9.229204
169.838097,18,9.243456
179.914872,19,9.258439
379.802265,39,9.288987
259.869902,27,9.310241
249.893378,26,9.331023
119.917254,13,9.341343
199.929168,21,9.357878
199.857714,21,9.374382
389.925532,40,9.405709
419.878828,43,9.438744
249.794779,26,9.458423
149.910032,16,9.470539
129.899689,14,9.481138
179.920516,19,9.4955
159.910029,17,9.508236
229.822431,24,9.526227
119.917084,13,9.536938
349.70842,36,9.564255
129.895836,14,9.574844
179.878943,19,9.589124
129.8883,14,9.599663
109.91724,12,9.608763
299.82165,31,9.631976
189.882901,20,9.647039
229.871258,24,9.665044
149.856052,16,9.690165
179.894095,19,9.704432
139.904281,15,9.715743
149.91169,16,9.727742
179.895752,19,9.742022
149.899612,16,9.754072
619.748011,63,9.80105
289.865533,30,9.823853
309.902143,32,9.852431
209.880398,22,9.868969
409.849885,42,9.900423
179.924089,19,9.91474
239.844655,25,9.933464
229.885216,24,9.947029
299.829035,31,9.96322
229.828297,24,9.978381
259.885042,27,9.99245
219.902107,23,10.004475
199.898859,21,10.015429
109.906404,12,10.021765
699.748364,71,10.058673
209.895687,22,10.082823
209.894134,22,10.094846
179.922148,19,10.105237
129.931389,14,10.112911
159.857215,17,10.122206
349.864127,36,10.141742
139.910198,15,10.14993
369.881322,38,10.17044
259.785379,27,10.193458
149.90152,16,10.200951
99.905092,11,10.206131
129.918672,14,10.212721
229.799546,24,10.223916
309.839604,32,10.238798
139.896814,15,10.245822
139.865627,15,10.252862
159.901245,17,10.260856
159.891474,17,10.268844
309.750366,32,10.289404
589.751972,60,10.318437
189.866592,20,10.328849
209.908612,22,10.340319
199.866741,21,10.351238
349.873086,36,10.369961
289.844097,30,10.390257
289.864455,30,10.405826
219.804101,23,10.417821
139.889013,15,10.425689
119.927952,13,10.432508
109.906025,12,10.439453
139.913766,15,10.447992
179.851179,19,10.458806
399.905903,41,10.50602
179.910516,19,10.5168
159.937774,17,10.526419
519.727414,53,10.55625
299.875737,31,10.574715
299.886161,31,10.593114
139.879087,15,10.606822
359.92392,37,10.628717
129.904743,14,10.637103
129.920209,14,10.645485
189.896674,20,10.657352
179.932251,19,10.668668
399.845371,41,10.693723
169.886556,18,10.705004
199.860451,21,10.731802
139.901891,15,10.74125
179.912113,19,10.753111
469.82118,48,10.783024
129.885424,14,10.791871
349.895056,36,10.815103
189.843468,20,10.828483
249.887633,26,10.84579
319.783786,33,10.868333
189.911949,20,10.881649
139.873509,15,10.891647
279.837041,29,10.910907
249.838813,26,10.928135
269.819607,28,10.947696
179.90839,19,10.961077
269.809644,28,10.980724
169.899905,18,10.994854
429.812209,44,11.025619
529.646065,54,11.063669
259.765804,27,11.082648
139.878009,15,11.093249
179.913275,19,11.106607
179.918281,19,11.119988
179.840409,19,11.136172
249.867596,26,11.154435
329.838718,34,11.178191
189.904809,20,11.192592
169.884345,18,11.205286
189.911928,20,11.219344
129.892517,14,11.229231
139.871696,15,11.239815
279.870485,29,11.283849
239.747512,25,11.301332
139.903503,15,11.312284
219.883754,23,11.329703
159.92859,17,11.342723
179.907211,19,11.35724
119.913335,13,11.367187
399.90265,41,11.398229
149.891907,16,11.424169
229.894594,24,11.442749
239.878121,25,11.46157
219.882727,23,11.478868
469.446384,48,11.514728
99.918138,11,11.523107
519.838149,53,11.56325
149.898489,16,11.575434
209.874286,22,11.591942
169.912524,18,11.605551
159.894475,17,11.618407
209.884192,22,11.635015
259.874894,27,11.655312
149.918959,16,11.667424
309.843065,32,11.691792
119.936112,13,11.701611
119.90534,13,11.711466
229.902036,24,11.735129
239.879642,25,11.754366
129.904805,14,11.765069
539.818441,55,11.806672
169.904521,18,11.820738
249.857812,26,11.840593
129.886874,14,11.851424
169.84479,18,11.86522
219.841897,23,11.888083
159.875466,17,11.902593
599.857286,61,11.954597
189.871112,20,11.972792
209.787789,22,11.992085
219.884934,23,12.012246
179.873629,19,12.028941
169.900156,18,12.057909
169.845802,18,12.075508
159.906646,17,12.091521
129.882435,14,12.10481
139.891371,15,12.11896
319.918981,33,12.1499
249.94291,26,12.174336
269.812312,28,12.201001
269.896377,28,12.227372
139.941293,15,12.244349
119.912758,13,12.256661
359.865005,37,12.291477
229.860473,24,12.314343
179.88631,19,12.332165
349.872858,36,12.366023
219.902251,23,12.387829
419.914397,43,12.45941
289.776269,30,12.487659
169.914205,18,12.504634
309.839937,32,12.534759
459.870829,47,12.579322
129.905524,14,12.592544
149.850249,16,12.607688
349.827609,36,12.641523
689.78778,70,12.707334
179.913827,19,12.725323
99.92094,11,12.735785
229.900391,24,12.758365
139.923539,15,12.809889
179.894674,19,12.828105
119.929814,13,12.840382
179.904449,19,12.85824
169.856875,18,12.875309
169.907966,18,12.892282
369.859505,38,12.92793
269.819698,28,12.954598
299.890841,31,12.983729
179.92824,19,13.002523
199.88878,21,13.022282
129.93854,14,13.035478
249.857407,26,13.060045
349.904579,36,13.09442
409.880154,42,13.133846
189.856437,20,13.15269
239.875584,25,13.19708
159.916436,17,13.213221
199.881572,21,13.232998
159.891359,17,13.249149
149.938525,16,13.264311
109.911971,12,13.275743
189.904302,20,13.294564
159.911584,17,13.310565
109.920546,12,13.322196
249.885584,26,13.34662
159.803681,17,13.378656
79.935374,9,13.387304
589.775898,60,13.443773
139.9019,15,13.457942
459.6634,47,13.502047
149.875353,16,13.517177
259.884573,27,13.579462
159.858217,17,13.596607
99.929489,11,13.607384
259.827584,27,13.634662
239.832775,25,13.659743
229.869316,24,13.683869
139.927437,15,13.698787
439.783385,45,13.744036
259.843751,27,13.780195
329.905785,34,13.814294
419.787305,43,13.857431
179.886068,19,13.876673
149.859635,16,13.892605
129.910616,14,13.906732
139.926466,15,13.92168
239.899423,25,13.946891
149.892692,16,13.969711
119.919946,13,13.982928
129.892497,14,13.996929
139.905417,15,14.011915
129.922184,14,14.026019
299.897358,31,14.057061
239.915032,25,14.081275
239.837748,25,14.104952
239.884114,25,14.128472
519.830265,53,14.194648
89.922787,10,14.200361
159.902332,17,14.209975
179.837176,19,14.220696
169.908212,18,14.230894
299.786724,31,14.248381
179.89867,19,14.259101
169.869258,18,14.269251
199.851512,21,14.289548
129.89787,14,14.29747
229.887013,24,14.31136
179.908459,19,14.325358
279.910968,29,14.346787
309.740173,32,14.37033
149.896955,16,14.38237
279.837797,29,14.403599
219.879832,23,14.432511
89.917529,10,14.441957
189.884797,20,14.460344
149.92196,16,14.474934
149.920042,16,14.489461
129.916206,14,14.502334
169.90456,18,14.518712
289.838264,30,14.545974
179.904801,19,14.563743
129.909982,14,14.577126
109.92435,12,14.588588
139.900466,15,14.610542
189.911854,20,14.629576
349.857301,36,14.663804
199.902661,21,14.683707
469.804897,48,14.729529
219.891243,23,14.751407
209.854468,22,14.772369
129.902072,14,14.785756
139.904837,15,14.801006
179.905652,19,14.81937
259.866568,27,14.845037
209.893475,22,14.864398
149.883937,16,14.879457
699.806069,71,14.943647
149.868697,16,14.9589
349.740871,36,15.006302
219.832618,23,15.028102
169.924672,18,15.045345
189.897742,20,15.064683
149.850252,16,15.080374
299.887382,31,15.109858
209.908672,22,15.13076
139.868145,15,15.177271
229.866516,24,15.200415
239.874831,25,15.224164
349.811094,36,15.258289
259.65924,27,15.283915
209.821878,22,15.304883
239.854571,25,15.328983
209.892253,22,15.349889
149.920607,16,15.368971
239.896418,25,15.392642
109.891209,12,15.404091
219.897798,23,15.425874
339.870491,35,15.459289
129.924577,14,15.472604
149.922376,16,15.487825
289.861951,30,15.516283
129.907132,14,15.529619
229.878575,24,15.567874
219.829961,23,15.589796
139.91661,15,15.604134
249.931731,26,15.628864
229.895588,24,15.651728
179.920381,19,15.669826
329.917091,34,15.703846
299.865992,31,15.735479
439.85683,45,15.781962
209.865458,22,15.802896
119.915051,13,15.815643
179.916512,19,15.833694
139.909533,15,15.848011
169.874554,18,15.865121
159.900813,17,15.881336
109.91617,12,15.892827
369.903585,38,15.928854
329.889721,34,15.962406
179.905258,19,15.98051
109.923268,12,15.991993
329.843059,34,16.024253
159.879173,17,16.04043
189.885468,20,16.059469
199.860701,21,16.079796
149.910245,16,16.095065
169.919561,18,16.137634
139.87924,15,16.151922
269.890536,28,16.178526
139.923958,15,16.193127
229.869271,24,16.215917
209.906512,22,16.236804
529.826952,54,16.287825
119.924212,13,16.300197
199.877351,21,16.330999
249.871967,26,16.355677
139.902017,15,16.37005
119.921608,13,16.382472
169.900911,18,16.399588
169.899584,18,16.416719
239.896931,25,16.440789
159.879341,17,16.456952
229.896732,24,16.479707
209.924753,22,16.500636
129.936311,14,16.51492
129.917048,14,16.528279
199.876317,21,16.548374
289.793424,30,16.577182
199.868963,21,16.597167
229.861627,24,16.619948
179.851831,19,16.639048
259.857013,27,16.666992
129.891143,14,16.681371
109.90049,12,16.694206
189.907643,20,16.718969
439.787374,45,16.763951
159.912026,17,16.780191
339.809547,35,16.813727
209.834112,22,16.83464
259.825113,27,16.860187
149.855543,16,16.875438
179.845386,19,16.910503
109.913237,12,16.921957
189.806244,20,16.941343
229.808063,24,16.964169
109.923159,12,16.975621
199.861704,21,16.995572
569.887862,58,17.050393
189.897349,20,17.070033
119.895433,13,17.082514
359.799214,37,17.118712
109.930067,12,17.130208
429.838856,44,17.171976
199.863052,21,17.192293
289.896048,30,17.220864
179.891772,19,17.238944
309.795545,32,17.269346
449.777864,46,17.317972
409.851743,42,17.357707
359.80107,37,17.39274
179.883413,19,17.410866
169.934072,18,17.42795
219.881523,23,17.45017
689.85314,70,17.530583
109.898643,12,17.542051
159.853463,17,17.558283
229.894048,24,17.581459
219.838718,23,17.603314
119.903601,13,17.61576
249.90111,26,17.640481
229.845657,24,17.677467
509.841519,52,17.727027
339.820153,35,17.760231
179.867199,19,17.77831
139.921721,15,17.792557
179.906339,19,17.811002
189.919984,20,17.830066
109.909199,12,17.856641
99.91488,11,17.867136
269.80574,28,17.893722
209.924396,22,17.914578
149.910966,16,17.930757
139.890564,15,17.946745
149.863215,16,17.963292
189.897218,20,17.983392
219.868314,23,18.005321
189.895308,20,18.024463
189.888934,20,18.059679
259.858606,27,18.085567
239.892035,25,18.109325
139.91209,15,18.123666
229.88816,24,18.146409
299.890167,31,18.175817
189.897766,20,18.195122
139.904263,15,18.209467
199.893901,21,18.229464
109.917752,12,18.242849
339.859049,35,18.275984
199.857803,21,18.295956
129.89554,14,18.309282
289.860859,30,18.338073
119.908001,13,18.350492
149.909002,16,18.365725
269.876958,28,18.392251
169.896982,18,18.409361
259.871692,27,18.448286
139.921195,15,18.462652
209.914752,22,18.483637
319.858773,33,18.514937
179.901441,19,18.533057
149.875526,16,18.548266
219.840838,23,18.570501
249.869097,26,18.59513
179.857999,19,31.156415
159.901372,17,31.164904
129.882832,14,31.171924
229.865256,24,31.183773
239.87424,25,31.196504
269.862326,28,31.210296
139.895335,15,31.217822
329.891105,34,31.234574
469.847356,48,31.269731
219.872903,23,31.281168
389.883146,40,31.300838
529.726269,54,31.343654
209.8306,22,31.364739
179.897292,19,31.395384
279.875975,29,31.423061
529.676454,54,31.455818
319.866264,33,31.472058
299.886989,31,31.487344
219.852824,23,31.498741
579.83212,59,31.532899
249.854601,26,31.545708
269.878698,28,31.559571
229.894454,24,31.57185
339.877365,35,31.589022
179.913535,19,31.598437
199.894833,21,31.613246
269.827968,28,31.627056
139.87926,15,31.634537
429.775028,44,31.656067
149.865895,16,31.66409
259.679621,27,31.677432
359.873829,37,31.695974
529.727265,54,31.728167
249.742864,26,31.740984
679.781196,69,31.774528
219.906069,23,31.785843
269.811304,28,31.79961
399.749268,41,31.820119
349.794097,36,31.837807
329.897298,34,31.854526
139.926061,15,31.862017
129.889978,14,31.869068
199.876578,21,31.90858
259.837605,27,31.921853
119.902128,13,31.928372
269.760394,28,31.942527
349.894563,36,31.960099
219.907214,23,31.971497
219.866127,23,31.982902
239.772234,25,31.995219
139.908996,15,32.004657
159.900948,17,32.013091
139.906019,15,32.020577
169.911092,18,32.029524
349.903158,36,32.047216
129.888911,14,32.054183
239.860091,25,32.066909
359.837097,37,32.085048
979.499438,99,32.144456
199.893543,21,32.154857
419.860719,43,32.175902
139.913001,15,32.183486
129.917016,14,32.190915
409.702881,42,32.215432
309.863376,32,32.231164
199.819407,21,32.241592
289.790769,30,32.256324
459.836818,47,32.279457
309.904265,32,32.30904
319.924024,33,32.325678
289.913062,30,32.340529
159.932755,17,32.349092
179.822386,19,32.358591
199.913355,21,32.36899
239.831585,25,32.38139
799.697792,81,32.432059
209.905719,22,32.443365
199.841773,21,32.453759
419.873073,43,32.474843
169.879373,18,32.499815
299.76716,31,32.515033
349.744753,36,32.532713
339.884503,35,32.549843
409.844346,42,32.570921
229.866712,24,32.601255
639.767997,65,32.632974
169.887607,18,32.641873
269.880371,28,32.655672
249.772745,26,32.668575
189.910344,20,32.67852
319.868106,33,32.704302
249.848617,26,32.717159
249.880954,26,32.729955
269.846621,28,32.743698
209.89317,22,32.754626
319.80789,33,32.802252
619.917842,63,32.833316
249.874915,26,32.846175
179.880063,19,32.855643
239.882416,25,32.868003
219.906249,23,32.89585
109.889055,12,32.901914
359.861579,37,32.920058
209.908739,22,32.930953
129.91039,14,32.938333
189.923815,20,32.948243
139.858005,15,32.955718
429.854572,44,32.977342
219.854792,23,32.995094
139.924081,15,33.002601
129.897051,14,33.00962
349.714635,36,33.027272
269.853562,28,33.04116
329.876375,34,33.057864
239.862582,25,33.070615
139.914677,15,33.090314
159.90962,17,33.098747
129.917744,14,33.105775
509.867954,52,33.131103
529.866368,54,33.157565
389.911442,40,33.177102
809.785793,82,33.221179
469.89422,48,33.244716
219.852148,23,33.256094
309.673387,32,33.271851
399.795292,41,33.299286
349.643878,36,33.317274
429.663474,44,33.338798
179.858515,19,33.348284
149.894199,16,33.356254
529.75251,54,33.403965
239.856567,25,33.416315
289.920131,30,33.431062
749.674242,76,33.468458
149.895861,16,33.483734
399.762014,41,33.503806
359.802376,37,33.521956
279.86814,29,33.536156
109.928957,12,33.542181
439.879483,45,33.564656
159.86518,17,33.573134
329.906993,34,33.59138
239.854097,25,33.60375
189.8347,20,33.613666
299.864236,31,33.628885
159.881358,17,33.637348
289.917147,30,33.652098
289.71943,30,33.66692
789.737128,80,33.712679
209.881788,22,33.723576
259.89902,27,33.736917
199.910894,21,33.747338
199.888979,21,33.757718
269.899991,28,33.771535
299.882254,31,33.787297
179.915058,19,33.796755
509.858904,52,33.822441
159.882539,17,33.830904
209.861715,22,33.841818
309.905461,32,33.857482
659.560369,67,33.903201
849.739594,86,33.94539
219.910212,23,33.979522
319.846339,33,33.9957
169.902202,18,34.004649
259.88105,27,34.01798
219.86968,23,34.029347
159.898143,17,34.037832
149.902286,16,34.045801
1069.428618,108,34.119245
539.564547,55,34.145993
119.895759,13,34.152513
189.890243,20,34.162467
339.733811,35,34.181466
149.905955,16,34.189809
199.829421,21,34.200168
479.831555,49,34.224073
289.901028,30,34.238877
149.857927,16,34.246866
249.889038,26,34.259651
529.860433,54,34.289391
179.870302,19,34.2988
499.762798,51,34.324082
169.915326,18,34.33304
119.866362,13,34.339612
129.901328,14,34.346606
239.826543,25,34.358943
179.918948,19,34.371258
219.87647,23,34.382577
439.829274,45,34.404595
509.621144,52,34.430112
149.910525,16,34.438513
149.86341,16,34.446504
229.874722,24,34.472582
149.853317,16,34.480558
279.789965,29,34.494862
189.908209,20,34.504828
239.902043,25,34.517253
239.895071,25,34.529602
229.869905,24,34.54154
319.848585,33,34.57623
439.850893,45,34.598232
359.896874,37,34.616397
559.852881,57,34.644224
269.801409,28,34.658057
549.763134,56,34.685419
229.883248,24,34.697649
539.793614,55,34.724429
369.834879,38,34.743041
189.876715,20,34.752937
329.824913,34,34.772997
259.873227,27,34.786294
479.701636,49,34.810195
829.820599,84,34.851423
559.632155,57,34.88211
219.84836,23,34.893537
269.906607,28,34.907368
159.896242,17,34.91618
249.893109,26,34.929086
269.691572,28,34.943262
119.941614,13,34.949789
559.740945,57,34.981456
269.803619,28,34.995218
139.926279,15,35.00271
339.866701,35,35.019888
149.902984,16,35.027858
549.797731,56,35.079209
299.893198,31,35.094424
249.868936,26,35.107217
599.821519,61,35.136925
169.877905,18,35.145826
399.730517,41,35.169713
319.894554,33,35.186245
259.874422,27,35.199504
119.929171,13,35.206019
189.903851,20,35.215927
219.876895,23,35.227286
219.82339,23,35.23862
469.900556,48,35.271628
149.926235,16,35.279572
199.887255,21,35.289932
339.633854,35,35.30714
219.757646,23,35.318902
429.80655,44,35.340409
209.877756,22,35.357579
189.872994,20,35.367456
179.868312,19,35.376873
119.927218,13,35.383391
319.894574,33,35.400025
499.52787,51,35.424959
189.882547,20,35.434875
399.650675,41,35.466005
459.807422,47,35.488903
229.84563,24,35.500785
189.841216,20,35.5107
359.820157,37,35.528786
189.873297,20,35.538666
399.799967,41,35.56444
159.937095,17,35.572898
409.858669,42,35.593405
179.843304,19,35.602838
319.874801,33,35.619065
239.85966,25,35.654753
199.902997,21,35.665187
149.891818,16,35.673185
609.349444,62,35.703795
109.906884,12,35.709832
279.871366,29,35.724125
189.871765,20,35.734032
139.93296,15,35.748879
699.486282,71,35.783459
209.866247,22,35.794349
449.679963,46,35.817192
119.902336,13,35.823732
219.899743,23,35.835148
329.770375,34,35.856702
249.879028,26,35.869522
199.903822,21,35.879921
109.908401,12,35.885955
489.834131,50,35.910424
339.908737,35,35.927581
119.889952,13,35.934098
689.630828,70,35.973939
239.908378,25,35.98638
199.894493,21,35.996783
329.863069,34,36.013469
379.776004,39,36.056869
499.72779,51,36.082251
549.566711,56,36.109748
479.870666,49,36.160073
99.901148,11,36.165609
129.906198,14,36.172637
339.90489,35,36.190255
169.903994,18,36.199228
269.774959,28,36.213083
189.881416,20,36.22305
129.883912,14,36.242204
279.824331,29,36.256462
159.906457,17,36.264966
259.868019,27,36.27834
179.795624,19,36.287806
239.838985,25,36.300171
199.865106,21,36.311021
299.904817,31,36.326326
149.895404,16,36.334308
629.415481,64,36.366141
159.8803,17,36.374642
129.91645,14,36.381652
239.826901,25,36.394
159.886812,17,36.402539
209.881786,22,36.413454
179.877395,19,36.422896
249.729764,26,36.457488
99.906258,11,36.468161
179.832793,19,36.486413
99.906824,11,36.497108
779.766046,79,36.566881
259.938128,27,36.580265
279.769609,29,36.607639
139.906303,15,36.615146
189.876758,20,36.625045
149.874264,16,36.633029
199.838593,21,36.643398
249.878984,26,36.65619
229.886007,24,36.668107
109.912002,12,36.674151
189.907391,20,36.684054
339.837917,35,36.70985
169.905904,18,36.71884
149.922381,16,36.72682
259.885738,27,36.740164
509.869039,52,36.765538
199.897339,21,36.775923
249.808682,26,36.788713
309.76459,32,36.806963
679.44349,69,36.841009
349.766011,36,36.858704
139.905537,15,36.866232
159.858525,17,36.87472
169.890625,18,36.883619
569.839867,58,36.918205
289.815844,30,36.93298
169.90282,18,36.942341
159.914599,17,36.950835
189.909038,20,36.960694
209.836559,22,36.971555
209.878422,22,36.982471
189.908619,20,36.998729
159.895604,17,37.00718
419.721738,43,37.028169
129.87623,14,37.035245
119.92409,13,37.041759
149.894514,16,37.049771
149.908219,16,37.057757
319.896368,33,37.074282
139.90107,15,37.081785
219.84619,23,37.099511
269.8655,28,37.113276
259.801637,27,37.126566
259.907194,27,37.139859
139.886145,15,37.147324
139.904547,15,37.154837
539.79867,55,37.183438
429.885001,44,37.210215
569.838628,58,37.238392
299.846848,31,37.25359
139.934464,15,37.261083
219.887108,23,37.272431
269.841038,28,37.286181
709.553574,72,37.322003
179.919844,19,37.331422
139.927611,15,37.3389
319.852117,33,37.355041
269.867402,28,37.368786
179.865041,19,37.378227
369.856428,38,37.403591
379.887151,39,37.422734
999.783993,101,37.472056
209.896409,22,37.482938
189.913955,20,37.492873
209.910877,22,37.503707
189.860074,20,37.513614
