optimgain,TimeElapsed,TimestepsSoFar,EpRewMean,EpLenMean,surrgain,Var_J,ev_tdlam_before,DiscEpRewMean,entloss,entropy,SampleRenyi2,J_hat,EpisodesSoFar,EpThisIter,meankl,Step_size
0.00315957,1012.4899280071259,580000,994.663360707,100.0,0.00315957,2395.2314453125,-1.02985334396,757.314137887,,1.12623,2.01731,772.0164184570312,6355,200,0.00905805,1.0
0.0062916,1054.1941208839417,600000,994.667227678,100.0,0.0062916,907.015625,-0.910066723824,762.929869637,,1.13142,1.02339,706.892333984375,6555,200,0.00834184,1.0
0.0053674,1098.750450372696,620000,994.645755874,100.0,0.0053674,2731.7412109375,-1.02890992165,765.376281772,,1.14161,1.02681,753.2425537109375,6755,200,0.00833714,1.0
0.0078164,1141.9288356304169,640000,994.604381426,100.0,0.0078164,362.68084716796875,-1.1405620575,772.900872065,,1.14358,1.08004,702.8720092773438,6955,200,0.00866176,1.0
0.00661608,1183.7879457473755,660000,989.547602965,99.5024875622,0.00661608,567.530517578125,-1.30969429016,769.928144531,,1.15014,1.14471,729.3868408203125,7156,201,0.0087226,1.0
0.00305907,1227.0396168231964,680000,994.515370356,100.0,0.00305907,233.82730102539062,-1.57820725441,772.971732272,,1.12646,1.88086,734.5089721679688,7356,200,0.00776245,1.0
0.00149827,1268.7275304794312,700000,994.459269415,100.0,0.00149827,190.43609619140625,-1.71940255165,776.191940965,,1.1931,2.66328,737.9374389648438,7556,200,0.00647139,1.0
0.00258643,1313.1211743354797,720000,994.437020359,100.0,0.00258643,330.9705505371094,-1.78319835663,776.664537632,,1.15633,1.35107,738.7125244140625,7756,200,0.00997601,1.0
0.00506283,1355.6398286819458,740000,994.378261647,100.0,0.00506283,453.1360168457031,-1.90969848633,777.470016768,,1.15525,1.13,744.1744384765625,7956,200,0.00951948,1.0
0.00341726,1399.212132692337,760000,965.001494473,97.0873786408,0.00341726,262.13360595703125,-1.76059246063,758.750975059,,1.12735,2.14514,776.0956420898438,8162,206,0.00955775,1.0
0.00304097,1444.1698882579803,780000,989.290743934,99.5024875622,0.00304097,142.937255859375,-1.68001723289,777.33347646,,1.08878,1.94319,763.3353271484375,8363,201,0.0103476,1.0
0.00493664,1494.807950258255,800000,946.270660306,95.2380952381,0.00493664,181.15675354003906,-1.55640673637,746.843515877,,1.07683,2.95105,712.3760986328125,8573,210,0.00763036,1.0
0.00280989,1541.9915599822998,820000,802.942917854,80.971659919,0.00280989,376.6345520019531,-1.46373414993,639.439262339,,0.997166,4.90552,699.681640625,8820,247,0.0100526,1.0
0.000613281,1590.4799211025238,840000,866.863009649,87.3362445415,0.000613281,541.2009887695312,-1.43465423584,686.394460227,,0.963525,1.71774,726.8670043945312,9049,229,0.00825233,1.0
0.00278814,1637.1425728797913,860000,946.240299205,95.2380952381,0.00278814,117.42112731933594,-1.40104985237,746.800836443,,0.937887,2.85089,737.7891845703125,9259,210,0.00975444,1.0
0.00185713,1684.2467062473297,880000,866.928083859,87.3362445415,0.00185713,222.7556610107422,-1.35287809372,687.750005584,,0.908535,5.95351,734.7654418945312,9488,229,0.00915151,1.0
0.00332958,1733.773830652237,900000,919.477417229,92.5925925926,0.00332958,348.5491638183594,-1.26698207855,727.066049154,,0.849209,3.48873,754.3644409179688,9704,216,0.0104808,1.0
0.0015485,1784.049390077591,920000,979.35199676,98.5221674877,0.0015485,235.3972625732422,-1.28824496269,771.850450268,,0.861571,2.0428,764.5333862304688,9907,203,0.00769291,1.0
0.00124332,1831.235584974289,940000,924.014965538,93.023255814,0.00124332,254.52706909179688,-1.20179176331,730.540794251,,0.836796,2.32833,739.623779296875,10122,215,0.00642743,1.0
0.00082511,1876.271889448166,960000,870.66702595,87.7192982456,0.00082511,481.3328857421875,-1.19170665741,689.317763622,,0.771454,6.85354,658.6986694335938,10350,228,0.0101196,1.0
0.00354098,1919.5436611175537,980000,774.513493059,78.125,0.00354098,785.5946044921875,-1.13007164001,618.567745904,,0.767308,1.01019,596.81103515625,10606,256,0.00924128,1.0
0.003484,1961.2809162139893,1000000,923.848700336,93.023255814,0.003484,367.4455261230469,-0.982188344002,730.162930743,,0.678805,4.5352,706.5553588867188,10821,215,0.0104142,1.0
0.0043462,2000.5865437984467,1020000,796.468987524,80.3212851406,0.0043462,1957.22265625,-0.991861701012,633.689950251,,0.734285,1.08293,678.0723266601562,11070,249,0.00834011,1.0
0.0047663,2037.3462076187134,1040000,906.902873082,91.3242009132,0.0047663,318.891357421875,-0.897452354431,717.521574372,,0.73047,1.0032,680.3834838867188,11289,219,0.00849011,1.0
0.00221891,2071.091722726822,1060000,722.717074193,72.9927007299,0.00221891,854.4617919921875,-0.960694670677,580.203412941,,0.706057,2.04585,569.2855834960938,11563,274,0.00791195,1.0
0.00423904,2104.306319952011,1080000,783.4653237,79.0513833992,0.00423904,914.7615356445312,-0.863660573959,625.250362787,,0.679782,3.12886,687.7573852539062,11816,253,0.0102953,1.0
0.00189571,2139.401900291443,1100000,915.352294421,92.1658986175,0.00189571,290.3812255859375,-0.718807578087,723.579126028,,0.625601,1.03324,711.536865234375,12033,217,0.00896836,1.0
0.00282914,2171.978171825409,1120000,840.799270453,84.7457627119,0.00282914,426.62506103515625,-0.68714094162,667.765542938,,0.572054,4.33601,691.6096801757812,12269,236,0.0100929,1.0
0.00147417,2204.3544006347656,1140000,847.88491066,85.4700854701,0.00147417,271.0380859375,-0.578681826591,673.958070833,,0.541147,2.45682,677.686767578125,12503,234,0.00846526,1.0
0.00333321,2239.750105857849,1160000,741.825840509,74.9063670412,0.00333321,588.7117919921875,-0.629989624023,595.443893063,,0.495249,1.01261,661.560791015625,12770,267,0.00996395,1.0
0.00197971,2275.494888782501,1180000,826.494626902,83.3333333333,0.00197971,328.6045227050781,-0.514163851738,655.906472573,,0.453167,1.33652,661.0715942382812,13010,240,0.00957688,1.0
0.00361412,2309.623229265213,1200000,759.249866981,76.6283524904,0.00361412,792.6467895507812,-0.562748193741,605.521679259,,0.454969,3.17027,532.0396118164062,13271,261,0.00952723,1.0
0.003115,2343.927610397339,1220000,682.399573636,68.9655172414,0.003115,565.9000244140625,-0.605242848396,551.975558181,,0.40619,1.13312,570.7428588867188,13561,290,0.00944614,1.0
0.00358629,2381.9243354797363,1240000,736.389274745,74.3494423792,0.00358629,729.4998779296875,-0.460307478905,591.499820416,,0.43053,1.05372,548.6527709960938,13830,269,0.00905606,1.0
0.00346617,2417.0950829982758,1260000,672.927140149,68.0272108844,0.00346617,512.9974365234375,-0.497282266617,548.191034637,,0.358507,1.31015,515.1403198242188,14124,294,0.0104309,1.0
0.00306246,2453.042647600174,1280000,663.82918517,67.1140939597,0.00306246,425.99066162109375,-0.441365838051,544.210326943,,0.380905,1.03996,456.18682861328125,14422,298,0.00893782,1.0
0.00375714,2487.9054112434387,1300000,659.330879252,66.6666666667,0.00375714,441.7236633300781,-0.436273932457,550.310327571,,0.372192,1.48955,573.419189453125,14722,300,0.00973205,1.0
0.00290183,2524.3742649555206,1320000,659.302711167,66.6666666667,0.00290183,688.6353759765625,-0.304928779602,546.645111122,,0.358779,1.10652,596.3369750976562,15022,300,0.00999356,1.0
0.00254064,2559.795564174652,1340000,666.052453744,67.3400673401,0.00254064,1515.6669921875,-0.188292264938,544.771894569,,0.390454,1.38442,534.5260620117188,15319,297,0.00729062,1.0
0.00283384,2595.2691316604614,1360000,668.232113867,67.5675675676,0.00283384,2592.500732421875,-0.140470981598,546.753236413,,0.380192,1.01026,603.0780029296875,15615,296,0.00992186,1.0
0.0029436,2631.9174637794495,1380000,756.121886847,76.3358778626,0.0029436,741.7325439453125,0.0073094367981,605.701052598,,0.355167,2.43986,623.3240966796875,15877,262,0.00953288,1.0
0.00332281,2668.531269311905,1400000,744.524966737,75.1879699248,0.00332281,570.0031127929688,0.0896075367928,596.809787706,,0.305903,1.37297,611.2123413085938,16143,266,0.0100977,1.0
0.00228836,2705.927563905716,1420000,799.163610986,80.6451612903,0.00228836,604.6758422851562,0.184035718441,636.866360014,,0.271851,2.21117,639.4486083984375,16391,248,0.0090775,1.0
0.00496352,2741.5236842632294,1440000,762.036357422,76.9230769231,0.00496352,718.9834594726562,0.172739863396,607.606574605,,0.251302,1.05079,563.8345336914062,16651,260,0.010059,1.0
0.00213628,2780.59357047081,1460000,691.787552101,69.9300699301,0.00213628,686.3209838867188,0.149239897728,558.674784151,,0.205383,1.08342,595.0009155273438,16937,286,0.00968361,1.0
0.00518121,2817.508318901062,1480000,717.083344637,72.4637681159,0.00518121,709.001708984375,0.24261456728,573.36925982,,0.203222,1.06134,534.5121459960938,17213,276,0.00964805,1.0
0.0024007,2855.603946685791,1500000,668.212374101,67.5675675676,0.0024007,620.4718017578125,0.208197593689,543.829656492,,0.244512,2.65722,526.2716674804688,17509,296,0.00804801,1.0
0.00269237,2895.4325416088104,1520000,670.456895483,67.7966101695,0.00269237,645.2886352539062,0.266176760197,545.448975466,,0.21228,1.09604,536.9200439453125,17804,295,0.00912206,1.0
0.00343585,2934.6888098716736,1540000,661.367499795,66.889632107,0.00343585,579.40087890625,0.265976190567,544.326172882,,0.211885,1.43025,531.11376953125,18103,299,0.00834095,1.0
0.00267256,2973.56773853302,1560000,656.936175545,66.4451827243,0.00267256,491.9939270019531,0.231496632099,547.708939193,,0.206605,2.69517,553.97314453125,18404,301,0.00887863,1.0
0.00274915,3011.160549402237,1580000,659.189748559,66.6666666667,0.00274915,258.8687744140625,0.225701212883,549.540134674,,0.164274,1.57618,550.8596801757812,18704,300,0.00761887,1.0
0.0035923,3050.3764202594757,1600000,659.173787512,66.6666666667,0.0035923,609.3582153320312,0.263404607773,548.396596315,,0.19928,1.12957,558.2632446289062,19004,300,0.008598,1.0
0.00474651,3089.9469006061554,1620000,659.156902565,66.6666666667,0.00474651,432.6505432128906,0.345440328121,542.363774571,,0.193695,5.1952,590.5576171875,19304,300,0.00900687,1.0
0.00287264,3130.5465116500854,1640000,677.474353922,68.4931506849,0.00287264,716.1859130859375,0.427685141563,548.888807142,,0.165377,2.4169,565.6802978515625,19596,292,0.00925912,1.0
0.00191983,3168.4647421836853,1660000,677.419661546,68.4931506849,0.00191983,2476.60693359375,0.502737015486,546.97534167,,0.142667,3.42876,589.6591796875,19888,292,0.0102112,1.0
0.00421371,3209.429580926895,1680000,677.372567174,68.4931506849,0.00421371,778.6216430664062,0.558158397675,546.08690453,,0.125821,1.92211,478.1564636230469,20180,292,0.00951331,1.0
0.00486793,3251.702394962311,1700000,661.323902622,66.889632107,0.00486793,646.6943969726562,0.55998852849,540.017015113,,0.118164,1.4804,566.5945434570312,20479,299,0.00886214,1.0
0.00615202,3292.0305984020233,1720000,659.06727499,66.6666666667,0.00615202,622.6387939453125,0.625660002232,534.848593469,,0.122497,1.26451,468.6652526855469,20779,300,0.00879286,1.0
0.00179268,3332.640643119812,1740000,659.060482189,66.6666666667,0.00179268,397.6024475097656,0.587976068258,540.392794726,,0.120698,1.36927,555.4447631835938,21079,300,0.00853012,1.0
0.00553459,3374.2912900447845,1760000,659.081228054,66.6666666667,0.00553459,676.8616943359375,0.58747497201,540.39345878,,0.0783997,2.32772,530.2274780273438,21379,300,0.00842509,1.0
0.00420192,3417.0126264095306,1780000,659.058255421,66.6666666667,0.00420192,472.0546875,0.613419294357,541.202717946,,0.0678196,1.80926,556.2991943359375,21679,300,0.00738533,1.0
0.00471042,3456.567783355713,1800000,654.612706204,66.2251655629,0.00471042,505.93536376953125,0.57022356987,541.742732175,,0.0398712,2.43087,582.0863647460938,21981,302,0.00894291,1.0
0.00281561,3498.944897413254,1820000,656.835193236,66.4451827243,0.00281561,411.8786315917969,0.596925675869,541.218445256,,0.00717735,2.65009,581.8260498046875,22282,301,0.00939384,1.0
0.0042569,3538.524505376816,1840000,661.272658658,66.889632107,0.0042569,735.7925415039062,0.64268180728,541.805429614,,0.0126725,1.45202,573.067138671875,22581,299,0.00743368,1.0
0.00332123,3580.4701182842255,1860000,659.082349042,66.6666666667,0.00332123,695.9410400390625,0.634880065918,540.82383457,,-0.0548253,1.13082,596.373779296875,22881,300,0.0103126,1.0
0.00477859,3621.6920676231384,1880000,659.068572789,66.6666666667,0.00477859,604.2396240234375,0.686445862055,535.482640989,,-0.0510176,1.82508,507.4784240722656,23181,300,0.00762937,1.0
0.0034743,3662.542193889618,1900000,659.054811046,66.6666666667,0.0034743,856.8684692382812,0.67605227232,540.017089644,,-0.0707713,2.95054,543.296875,23481,300,0.00940401,1.0
0.00352436,3704.6931324005127,1920000,659.033743076,66.6666666667,0.00352436,576.9644165039062,0.638816386461,540.686095464,,-0.138752,1.53259,511.4242248535156,23781,300,0.0103465,1.0
0.00279082,3748.0381512641907,1940000,656.805921733,66.4451827243,0.00279082,501.1841125488281,0.660657316446,539.803709604,,-0.220397,1.3809,532.9998779296875,24082,301,0.0098712,1.0
0.00392453,3790.109788417816,1960000,659.020281176,66.6666666667,0.00392453,378.0932922363281,0.652105242014,544.006619131,,-0.248573,2.29439,548.7200927734375,24382,300,0.00854861,1.0
0.00360611,3831.5736784934998,1980000,654.577635686,66.2251655629,0.00360611,817.9649047851562,0.645346283913,538.885584036,,-0.27903,2.96217,550.8782348632812,24684,302,0.00833283,1.0
0.00484395,3875.1166462898254,2000000,643.722376545,65.1465798046,0.00484395,394.6717224121094,0.519101500511,532.064690316,,-0.318379,1.88258,574.207763671875,24991,307,0.0106953,1.0
0.00460998,3918.738477706909,2020000,652.399740243,66.0066006601,0.00460998,420.2460021972656,0.614712715149,536.471940367,,-0.352522,2.12351,587.9549560546875,25294,303,0.00914763,1.0
0.00178837,3961.7066016197205,2040000,659.030091484,66.6666666667,0.00178837,619.281494140625,0.70394474268,539.182339788,,-0.422959,1.23459,492.2782897949219,25594,300,0.0106247,1.0
0.00387899,4036.4515211582184,2060000,659.011440151,66.6666666667,0.00387899,869.5353393554688,0.691826283932,543.318945602,,-0.404415,2.37564,510.0771789550781,25894,300,0.00803821,1.0
0.00225002,4135.668106794357,2080000,658.995850914,66.6666666667,0.00225002,422.7148132324219,0.637085825205,547.732114436,,-0.471314,1.95791,569.5333251953125,26194,300,0.0105675,1.0
0.00480757,4234.68701839447,2100000,650.116043172,65.7894736842,0.00480757,628.1707763671875,0.578123927116,538.254219583,,-0.493777,2.94857,561.7488403320312,26498,304,0.00986869,1.0
0.00257835,4334.483893871307,2120000,654.534148532,66.2251655629,0.00257835,551.0004272460938,0.666855603456,538.648993961,,-0.523277,1.41923,526.0674438476562,26800,302,0.010152,1.0
0.00244764,4436.454496622086,2140000,658.999610219,66.6666666667,0.00244764,462.64276123046875,0.658395409584,545.072499104,,-0.560172,2.18007,561.9158935546875,27100,300,0.0103438,1.0
0.00418815,4539.640981435776,2160000,648.021633272,65.5737704918,0.00418815,575.4151000976562,0.636155545712,534.657977117,,-0.593514,2.11431,553.2413330078125,27405,305,0.0106595,1.0
0.00411098,4639.963168621063,2180000,658.970394546,66.6666666667,0.00411098,506.9669494628906,0.721448749304,539.048036295,,-0.611565,2.01051,548.2045288085938,27705,300,0.00745849,1.0
0.00878533,4741.837709188461,2200000,658.998431952,66.6666666667,0.00878533,811.9370727539062,0.692491680384,541.419253626,,-0.61144,1.57671,547.1367797851562,28005,300,0.00753984,1.0
0.00321735,4848.425816297531,2220000,652.376707094,66.0066006601,0.00321735,415.8044738769531,0.634346365929,537.83298141,,-0.649696,1.3323,568.9724731445312,28308,303,0.010222,1.0
0.00356242,4955.40846157074,2240000,658.98932309,66.6666666667,0.00356242,737.3106689453125,0.6668009758,540.418534233,,-0.667236,2.76363,571.6837768554688,28608,300,0.00941068,1.0
0.00211792,5063.999197721481,2260000,652.401864017,66.0066006601,0.00211792,504.97509765625,0.671818733215,534.14373288,,-0.731927,1.52434,531.7639770507812,28911,303,0.0097209,1.0
0.000927239,5180.9010717868805,2280000,659.023587702,66.6666666667,0.000927239,522.4261474609375,0.716222047806,538.326074221,,-0.787108,1.30074,524.2320556640625,29211,300,0.00952132,1.0
0.0080884,5291.266583681107,2300000,659.004482255,66.6666666667,0.0080884,523.868896484375,0.721067041159,539.842159491,,-0.800417,1.72502,550.3057250976562,29511,300,0.00779507,1.0
0.0031382,5400.348127365112,2320000,658.999514963,66.6666666667,0.0031382,762.5420532226562,0.703218430281,541.816586597,,-0.79129,1.18165,567.6521606445312,29811,300,0.00959845,1.0
0.00342547,5509.336819648743,2340000,647.951270017,65.5737704918,0.00342547,544.405517578125,0.627460926771,532.709505199,,-0.834258,1.97944,579.4111938476562,30116,305,0.00917269,1.0
0.00282962,5622.936187982559,2360000,654.552994899,66.2251655629,0.00282962,546.6699829101562,0.665681481361,537.827641839,,-0.831323,2.597,563.5238647460938,30418,302,0.010072,1.0
0.00299228,5736.869796991348,2380000,656.751305319,66.4451827243,0.00299228,470.1337585449219,0.692156851292,539.92918419,,-0.821999,2.39899,539.9915771484375,30719,301,0.00768464,1.0
0.00255234,5850.265300750732,2400000,658.975819194,66.6666666667,0.00255234,682.3436889648438,0.675489991903,543.633512659,,-0.879632,4.69144,600.9529418945312,31019,300,0.0101119,1.0
0.0035921,5966.259217977524,2420000,658.968667174,66.6666666667,0.0035921,586.7296752929688,0.696883678436,540.945329775,,-0.930903,2.8928,517.3241577148438,31319,300,0.0106836,1.0
0.00185835,6079.078049182892,2440000,658.976423107,66.6666666667,0.00185835,507.1080322265625,0.738142251968,540.102679198,,-0.928249,1.39448,474.4590759277344,31619,300,0.00920426,1.0
0.00341976,6193.520414113998,2460000,656.731786325,66.4451827243,0.00341976,366.82305908203125,0.691210031509,542.794639957,,-0.99448,1.65694,567.0016479492188,31920,301,0.00987989,1.0
0.00526834,6310.913045883179,2480000,641.577222052,64.9350649351,0.00526834,547.2415161132812,0.594527333975,529.934624429,,-1.02451,1.55504,555.9429321289062,32228,308,0.0106997,1.0
0.00167976,6432.164844036102,2500000,656.739515002,66.4451827243,0.00167976,436.9975891113281,0.708647787571,539.499033966,,-1.09594,1.68352,564.5302124023438,32529,301,0.010083,1.0
0.00204276,6551.229177474976,2520000,658.964006072,66.6666666667,0.00204276,585.2342529296875,0.754523292184,539.463989367,,-1.14599,1.34457,520.7600708007812,32829,300,0.010228,1.0
0.00616448,6669.5148730278015,2540000,656.725856915,66.4451827243,0.00616448,378.5364990234375,0.663797080517,540.633592397,,-1.15487,2.25009,569.60107421875,33130,301,0.00940176,1.0
0.00592648,6787.426227807999,2560000,656.742542274,66.4451827243,0.00592648,574.6672973632812,0.751759052277,536.852755094,,-1.1578,1.79981,524.0855712890625,33431,301,0.00782668,1.0
0.00375541,6906.946880578995,2580000,654.528966734,66.2251655629,0.00375541,533.2412109375,0.685904979706,539.676243074,,-1.21218,1.68151,534.9533081054688,33733,302,0.0105947,1.0
0.00213811,7028.814564228058,2600000,658.956263274,66.6666666667,0.00213811,522.91015625,0.714270800352,540.211159913,,-1.26335,1.4261,537.3004760742188,34033,300,0.00971632,1.0
0.00473411,7147.008274316788,2620000,658.955432111,66.6666666667,0.00473411,518.9672241210938,0.715630888939,539.414073534,,-1.24666,3.37532,531.3524780273438,34333,300,0.00836275,1.0
0.00617753,7273.495059490204,2640000,656.72658943,66.4451827243,0.00617753,720.7014770507812,0.713749587536,538.310294963,,-1.23999,2.40158,544.983154296875,34634,301,0.00783757,1.0
0.00392907,7394.868320226669,2660000,652.332887596,66.0066006601,0.00392907,507.1180114746094,0.685072124004,537.118315295,,-1.26337,3.4777,544.8009643554688,34937,303,0.0103022,1.0
0.00275396,7523.830845594406,2680000,658.977126628,66.6666666667,0.00275396,618.5051879882812,0.744934052229,538.670828322,,-1.29949,1.73158,487.744384765625,35237,300,0.00908201,1.0
0.00674738,7651.583135128021,2700000,658.960189,66.6666666667,0.00674738,583.8152465820312,0.729059517384,539.64298934,,-1.33057,2.14515,552.6798706054688,35537,300,0.00832327,1.0
0.00319714,7793.474332332611,2720000,658.956187283,66.6666666667,0.00319714,482.4640197753906,0.727477192879,540.278211969,,-1.35231,2.4948,550.552001953125,35837,300,0.00771594,1.0
0.00611231,7937.64733505249,2740000,656.726452975,66.4451827243,0.00611231,506.6840515136719,0.763442978263,537.435873147,,-1.34741,1.94601,521.4674682617188,36138,301,0.0079579,1.0
0.00471634,8063.947539329529,2760000,654.513814804,66.2251655629,0.00471634,358.41949462890625,0.653745949268,541.078164628,,-1.37477,3.02773,584.8773803710938,36440,302,0.00917078,1.0
0.00262805,8189.770402431488,2780000,658.950325119,66.6666666667,0.00262805,644.4592895507812,0.725070625544,540.332048302,,-1.43073,1.26361,567.9327392578125,36740,300,0.0100194,1.0
0.00465873,8316.288238286972,2800000,658.944812064,66.6666666667,0.00465873,476.71710205078125,0.700869977474,542.564392231,,-1.48193,3.02243,566.2619018554688,37040,300,0.0107404,1.0
0.00297219,8487.348981142044,2820000,658.946306053,66.6666666667,0.00297219,682.4854125976562,0.752041876316,538.596700677,,-1.53631,1.63086,550.28076171875,37340,300,0.0107939,1.0
0.0121063,8614.245921611786,2840000,658.946553463,66.6666666667,0.0121063,535.7786254882812,0.772579848766,537.737416164,,-1.54419,1.80987,527.0111694335938,37640,300,0.00818725,1.0
0.00456525,8747.290400266647,2860000,658.943137899,66.6666666667,0.00456525,567.5341186523438,0.768655464053,538.941445121,,-1.5437,1.70625,537.9948120117188,37940,300,0.00795428,1.0
0.00483869,8882.387273550034,2880000,645.82240164,65.3594771242,0.00483869,402.88934326171875,0.64032793045,531.628039884,,-1.57695,1.24686,582.530517578125,38246,306,0.0105918,1.0
0.00267244,9017.484558582306,2900000,658.945148152,66.6666666667,0.00267244,704.9613647460938,0.746468603611,538.972299757,,-1.59894,3.75344,553.044677734375,38546,300,0.00975583,1.0
0.00796095,9153.350785017014,2920000,658.953832032,66.6666666667,0.00796095,728.7002563476562,0.73006105423,540.712283572,,-1.57423,1.23595,572.6008911132812,38846,300,0.00851635,1.0
0.00451086,9286.49735403061,2940000,658.950316238,66.6666666667,0.00451086,671.1843872070312,0.747071355581,538.877111454,,-1.60352,2.38649,534.9052734375,39146,300,0.00871994,1.0
0.00783021,9421.78332233429,2960000,658.950758042,66.6666666667,0.00783021,668.2880859375,0.719876646996,538.370713862,,-1.58696,1.37628,563.1048583984375,39446,300,0.00809792,1.0
0.00565812,9560.144374608994,2980000,658.952574727,66.6666666667,0.00565812,560.9437255859375,0.754443883896,539.014003013,,-1.55786,2.02678,556.4528198242188,39746,300,0.00708171,1.0
