AvgEpLen,IterType,AvgRet,VarDiscRet,MaxVanillaIw,VanillaAvgRet,J,VarNormIw,VarVanillaIw,VarRet,MinVanillaIw,MaxNormIw,AvgNormIw,MinNormIw,BatchSize,ESSClassic,Bound,EpsThisIter,AvgDiscRet,eRenyi2,ESSRenyi,AvgVanillaIw,VarJ,Delta
500.0,1,4662.91195843,69.5306767999,1.02493,4662.91195843,4662.95,1.69662e-09,6.78649e-05,69.5306767999,0.968317,0.00512465,0.005,0.00484157,200,199.986441955,3671.34,100,4662.91195843,1.00005,199.989319418,1.0,8.17264,0.1
500.0,2,4662.13175399,81.7390249185,1.0,4662.13175399,4662.13,3.50449e-18,,81.7390249185,1.0,0.01,0.01,0.01,200,100.0,3260.33,100,4662.13175399,1.0,200.0,1.0,8.99565,0.1
500.0,1,4662.68320443,155.527990852,1.01368,4662.68320443,4662.45,9.41866e-10,3.77009e-05,155.527990852,0.97347,0.00506665,0.005,0.00486566,200,199.992550207,3670.86,100,4662.68320443,1.00003,199.993205301,1.00035,10.7038,0.1
500.0,2,4662.69576759,102.589992391,1.0,4662.69576759,4662.7,3.50449e-18,,102.589992391,1.0,0.01,0.01,0.01,200,100.0,3260.11,100,4662.69576759,1.0,200.0,1.0,10.0779,0.1
500.0,1,4663.23810243,92.5610955763,1.01635,4663.23810243,4663.01,1.20969e-09,4.8442e-05,92.5610955763,0.968234,0.0050789,0.005,0.00483845,200,199.99038871,3671.21,100,4663.23810243,1.00004,199.992370896,1.00056,9.74439,0.1
500.0,2,4662.7969893,134.002999629,1.0,4662.7969893,4662.8,3.50449e-18,,134.002999629,1.0,0.01,0.01,0.01,200,100.0,3260.54,100,4662.7969893,1.0,200.0,1.0,11.5179,0.1
500.0,1,4662.58451891,87.4120145428,1.01624,4662.58451891,4662.77,2.53182e-09,0.000101258,87.4120145428,0.959898,0.00508154,0.005,0.00479983,200,199.979818941,3671.11,100,4662.58451891,1.00008,199.984980757,0.999929,10.2647,0.1
500.0,2,4661.80719331,135.540741973,1.0,4661.80719331,4661.81,3.50449e-18,,135.540741973,1.0,0.01,0.01,0.01,200,100.0,3259.7,100,4661.80719331,1.0,200.0,1.0,11.5839,0.1
500.0,1,4662.47243441,50.3031173769,1.01268,4662.47243441,4662.19,1.90676e-09,7.60564e-05,50.3031173769,0.942365,0.00507051,0.005,0.00471844,200,199.984727498,3670.5,100,4662.47243441,1.00004,199.991202741,0.998597,9.39535,0.1
500.0,2,4663.40729826,82.2165483524,1.0,4663.40729826,4663.41,3.50449e-18,,82.2165483524,1.0,0.01,0.01,0.01,200,100.0,3261.02,100,4663.40729826,1.0,200.0,1.0,9.02187,0.1
500.0,1,4661.95914427,127.871394559,1.01324,4661.95914427,4662.72,1.10211e-09,4.41189e-05,127.871394559,0.974168,0.00506425,0.005,0.00486894,200,199.99126182,3671.06,100,4661.95914427,1.00004,199.991655698,1.00039,10.1302,0.1
500.0,2,4663.21586027,72.5919186665,1.0,4663.21586027,4663.22,3.50449e-18,,72.5919186665,1.0,0.01,0.01,0.01,200,100.0,3261.07,100,4663.21586027,1.0,200.0,1.0,8.47735,0.1
499.33,1,4654.24403969,4842.65348233,1.04699,4654.24403969,4659.51,2.34281e-08,0.000933696,4842.65348233,0.790085,0.00524454,0.005,0.00395767,200,199.813670603,3667.41,100,4654.24403969,1.00075,199.850289914,0.99817,39.6865,0.1
500.0,2,4662.30026198,87.3813270978,1.0,4662.30026198,4662.3,3.50449e-18,,87.3813270978,1.0,0.01,0.01,0.01,200,100.0,3259.97,100,4662.30026198,1.0,200.0,1.0,9.30096,0.1
500.0,1,4663.15672891,87.0188484696,1.02273,4663.15672891,4662.76,8.72398e-10,3.48787e-05,87.0188484696,0.974385,0.00511493,0.005,0.00487313,200,199.993131263,3671.0,100,4663.15672891,1.00003,199.993682107,0.999753,9.25178,0.1
500.0,2,4660.74912815,139.340584679,1.0,4660.74912815,4660.75,3.50449e-18,,139.340584679,1.0,0.01,0.01,0.01,200,100.0,3258.64,100,4660.74912815,1.0,200.0,1.0,11.7451,0.1
500.0,1,4661.43644491,204.452930092,1.01851,4661.43644491,4661.2,4.28475e-09,0.000170887,204.452930092,0.935148,0.00510005,0.005,0.00468262,200,199.965960986,3669.42,100,4661.43644491,1.0001,199.979521941,0.998532,12.7077,0.1
500.0,2,4663.61998259,66.3805333767,1.0,4663.61998259,4663.62,3.50449e-18,,66.3805333767,1.0,0.01,0.01,0.01,200,100.0,3261.38,100,4663.61998259,1.0,200.0,1.0,8.10658,0.1
500.0,1,4663.33691588,89.6029040265,1.0159,4663.33691588,4663.52,1.19006e-09,4.75579e-05,89.6029040265,0.971844,0.00508189,0.005,0.0048615,200,199.990532758,3671.97,100,4663.33691588,1.00004,199.992227856,0.999532,8.69933,0.1
500.0,2,4663.02197474,107.68372666,1.0,4663.02197474,4663.02,3.50449e-18,,107.68372666,1.0,0.01,0.01,0.01,200,100.0,3260.79,100,4663.02197474,1.0,200.0,1.0,10.3251,0.1
500.0,1,4665.03671031,66.3050415976,1.01269,4665.03671031,4664.06,9.9631e-10,3.98568e-05,66.3050415976,0.980279,0.00506318,0.005,0.00490112,200,199.992077003,3672.51,100,4665.03671031,1.00004,199.991798737,1.00006,9.25297,0.1
500.0,2,4663.35806563,67.2713694622,1.0,4663.35806563,4663.36,3.50449e-18,,67.2713694622,1.0,0.01,0.01,0.01,200,100.0,3260.91,100,4663.35806563,1.0,200.0,1.0,8.16081,0.1
500.0,1,4665.03626424,35.6881382669,1.00779,4665.03626424,4664.21,3.04934e-10,1.22005e-05,35.6881382669,0.986051,0.00503833,0.005,0.00492963,200,199.997527959,3672.53,100,4665.03626424,1.00001,199.997830414,1.00013,7.15823,0.1
500.0,2,4662.98552346,66.9834925426,1.0,4662.98552346,4662.99,3.50449e-18,,66.9834925426,1.0,0.01,0.01,0.01,200,100.0,3260.91,100,4662.98552346,1.0,200.0,1.0,8.14334,0.1
500.0,1,4664.91034344,39.8912732055,1.01074,4664.91034344,4663.97,4.29392e-10,1.71857e-05,39.8912732055,0.982745,0.0050522,0.005,0.00491229,200,199.99657242,3672.28,100,4664.91034344,1.00002,199.996161535,1.00029,7.3158,0.1
500.0,2,4663.25051738,69.7266747134,1.0,4663.25051738,4663.25,3.50449e-18,,69.7266747134,1.0,0.01,0.01,0.01,200,100.0,3261.0,100,4663.25051738,1.0,200.0,1.0,8.30839,0.1
500.0,1,4662.82918677,67.8873919076,1.01202,4662.82918677,4663.07,6.2692e-10,2.50651e-05,67.8873919076,0.97964,0.00506128,0.005,0.00489934,200,199.994962115,3671.51,100,4662.82918677,1.00002,199.996256898,0.999767,8.20861,0.1
500.0,2,4663.63002185,64.6826328729,1.0,4663.63002185,4663.63,3.50449e-18,,64.6826328729,1.0,0.01,0.01,0.01,200,100.0,3261.02,100,4663.63002185,1.0,200.0,1.0,8.00221,0.1
500.0,1,4664.80035683,58.8759764632,1.01195,4664.80035683,4664.24,8.15261e-10,3.25989e-05,58.8759764632,0.97304,0.00506067,0.005,0.00486606,200,199.993441095,3672.43,100,4664.80035683,1.00002,199.995374787,0.999823,7.8058,0.1
500.0,2,4664.46804706,41.181034551,1.0,4664.46804706,4664.47,3.50449e-18,,41.181034551,1.0,0.01,0.01,0.01,200,100.0,3262.07,100,4664.46804706,1.0,200.0,1.0,6.38508,0.1
500.0,1,4665.51056933,24.525197631,1.00734,4665.51056933,4665.0,2.81618e-10,1.12688e-05,24.525197631,0.991152,0.00503581,0.005,0.00495487,200,199.997771886,3673.26,100,4665.51056933,1.00001,199.998021145,1.00018,5.7142,0.1
500.0,2,4663.61131374,123.503733562,1.0,4663.61131374,4663.61,3.50449e-18,,123.503733562,1.0,0.01,0.01,0.01,200,100.0,3261.35,100,4663.61131374,1.0,200.0,1.0,11.0575,0.1
500.0,1,4663.47168048,87.7148646648,1.01736,4663.47168048,4663.59,1.24532e-09,4.98143e-05,87.7148646648,0.972003,0.00508672,0.005,0.00485994,200,199.990090061,3671.93,100,4663.47168048,1.00004,199.991894097,1.00002,10.096,0.1
500.0,2,4662.2870435,124.224543471,1.0,4662.2870435,4662.29,3.50449e-18,,124.224543471,1.0,0.01,0.01,0.01,200,100.0,3260.04,100,4662.2870435,1.0,200.0,1.0,11.0897,0.1
500.0,1,4662.48352172,162.344544386,1.01982,4662.48352172,4662.48,3.69429e-09,0.000147663,162.344544386,0.941348,0.00510095,0.005,0.00470846,200,199.970609355,3670.85,100,4662.48352172,1.0001,199.980356239,0.999634,11.6402,0.1
500.0,2,4662.57693786,143.610037027,1.0,4662.57693786,4662.58,3.50449e-18,,143.610037027,1.0,0.01,0.01,0.01,200,100.0,3260.12,100,4662.57693786,1.0,200.0,1.0,11.9237,0.1
500.0,1,4662.69740989,80.211350081,1.01403,4662.69740989,4662.69,1.75225e-09,7.00692e-05,80.211350081,0.972001,0.00507091,0.005,0.00486073,200,199.986102487,3670.98,100,4662.69740989,1.00005,199.989438615,0.999851,10.3956,0.1
500.0,2,4661.94404216,98.4094254703,1.0,4661.94404216,4661.94,3.50449e-18,,98.4094254703,1.0,0.01,0.01,0.01,200,100.0,3260.18,100,4661.94404216,1.0,200.0,1.0,9.87045,0.1
500.0,1,4663.48280202,76.3031923746,1.01591,4663.48280202,4662.78,2.47547e-09,9.8955e-05,76.3031923746,0.950248,0.00508117,0.005,0.00475278,200,199.980217202,3671.08,100,4663.48280202,1.00007,199.986387226,0.999677,9.17948,0.1
500.0,2,4663.52180889,118.046716056,1.0,4663.52180889,4663.52,3.50449e-18,,118.046716056,1.0,0.01,0.01,0.01,200,100.0,3261.33,100,4663.52180889,1.0,200.0,1.0,10.8105,0.1
500.0,1,4663.86084716,48.1270941664,1.01452,4663.86084716,4663.73,1.58918e-09,6.36323e-05,48.1270941664,0.95908,0.00507,0.005,0.00479295,200,199.987273388,3672.14,100,4663.86084716,1.00005,199.990344514,1.00051,8.95603,0.1
500.0,2,4662.50392835,113.420143231,1.0,4662.50392835,4662.5,3.50449e-18,,113.420143231,1.0,0.01,0.01,0.01,200,100.0,3260.43,100,4662.50392835,1.0,200.0,1.0,10.5965,0.1
499.46,1,4658.49148034,3079.69529048,1.03596,4658.49148034,4660.79,1.12888e-08,0.000450769,3079.69529048,0.89883,0.0051843,0.005,0.00449804,200,199.91023694,3668.95,100,4658.49148034,1.0003,199.939626804,0.999135,36.2211,0.1
500.0,2,4662.83934338,68.1468560102,1.0,4662.83934338,4662.84,3.50449e-18,,68.1468560102,1.0,0.01,0.01,0.01,200,100.0,3260.77,100,4662.83934338,1.0,200.0,1.0,8.21371,0.1
498.07,1,4645.49703882,33569.2820679,1.08027,4645.49703882,4657.9,1.06281e-07,0.00420022,33569.2820679,0.588742,0.00543406,0.005,0.00296154,200,199.157528415,3664.7,100,4645.49703882,1.00316,199.370914847,0.993979,76.9967,0.1
500.0,2,4663.52074871,69.2872207959,1.0,4663.52074871,4663.52,3.50449e-18,,69.2872207959,1.0,0.01,0.01,0.01,200,100.0,3261.41,100,4663.52074871,1.0,200.0,1.0,8.2822,0.1
500.0,1,4663.10186367,75.1299380627,1.01977,4663.10186367,4663.33,5.38235e-10,2.15242e-05,75.1299380627,0.979197,0.00509949,0.005,0.00489658,200,199.995695524,3671.54,100,4663.10186367,1.00002,199.996995971,0.999879,8.42436,0.1
500.0,2,4663.71069287,81.0017098572,1.0,4663.71069287,4663.71,3.50449e-18,,81.0017098572,1.0,0.01,0.01,0.01,200,100.0,3261.17,100,4663.71069287,1.0,200.0,1.0,8.95498,0.1
498.81,1,4653.36402872,13133.229884,1.06261,4653.36402872,4660.77,8.84197e-08,0.00345568,13133.229884,0.611578,0.00537506,0.005,0.00309357,200,199.298652746,3668.08,100,4653.36402872,1.00189,199.621726636,0.988467,50.583,0.1
500.0,2,4663.15329817,102.517448064,1.0,4663.15329817,4663.15,3.50449e-18,,102.517448064,1.0,0.01,0.01,0.01,200,100.0,3260.82,100,4663.15329817,1.0,200.0,1.0,10.0743,0.1
499.33,1,4656.49356568,4249.98818761,1.03518,4656.49356568,4660.34,1.54116e-08,0.000614131,4249.98818761,0.848611,0.00518574,0.005,0.0042511,200,199.877419339,3668.51,100,4656.49356568,1.00048,199.904034907,0.998106,39.8744,0.1
500.0,2,4663.5024769,75.2045915303,1.0,4663.5024769,4663.5,3.50449e-18,,75.2045915303,1.0,0.01,0.01,0.01,200,100.0,3261.18,100,4663.5024769,1.0,200.0,1.0,8.62863,0.1
500.0,1,4663.59970677,53.1083502471,1.00705,4663.59970677,4663.57,2.91884e-10,1.16786e-05,53.1083502471,0.988963,0.00503454,0.005,0.00494412,200,199.997738558,3671.97,100,4663.59970677,1.00001,199.998044987,1.00014,7.94059,0.1
500.0,2,4662.4336364,47.4469850403,1.0,4662.4336364,4662.43,3.50449e-18,,47.4469850403,1.0,0.01,0.01,0.01,200,100.0,3260.34,100,4662.4336364,1.0,200.0,1.0,6.85365,0.1
500.0,1,4663.33893636,61.0622343599,1.00824,4663.33893636,4662.91,8.83627e-10,3.53015e-05,61.0622343599,0.964023,0.0050443,0.005,0.00482309,200,199.992951349,3671.46,100,4663.33893636,1.00002,199.995708558,0.999384,7.31022,0.1
500.0,2,4662.41121136,75.2858567392,1.0,4662.41121136,4662.41,3.50449e-18,,75.2858567392,1.0,0.01,0.01,0.01,200,100.0,3260.31,100,4662.41121136,1.0,200.0,1.0,8.63326,0.1
500.0,1,4662.98729719,106.913318259,1.02011,4662.98729719,4662.76,3.23823e-09,0.000129452,106.913318259,0.92939,0.00510208,0.005,0.00464835,200,199.974185797,3670.93,100,4662.98729719,1.00008,199.983478957,0.9997,9.38878,0.1
500.0,2,4663.55332948,59.5957655671,1.0,4663.55332948,4663.55,3.50449e-18,,59.5957655671,1.0,0.01,0.01,0.01,200,100.0,3261.08,100,4663.55332948,1.0,200.0,1.0,7.68111,0.1
500.0,1,4663.04627423,95.8587395322,1.01854,4663.04627423,4663.34,1.27219e-09,5.09188e-05,95.8587395322,0.973759,0.00509112,0.005,0.00486731,200,199.989928326,3671.63,100,4663.04627423,1.00004,199.992490097,1.00031,8.69977,0.1
500.0,2,4663.1791028,64.3438771836,1.0,4663.1791028,4663.18,3.50449e-18,,64.3438771836,1.0,0.01,0.01,0.01,200,100.0,3260.99,100,4663.1791028,1.0,200.0,1.0,7.98122,0.1
500.0,1,4661.0812341,181.044427367,1.01384,4661.0812341,4662.2,2.03806e-09,8.14145e-05,181.044427367,0.96411,0.00507258,0.005,0.00482374,200,199.983759497,3670.66,100,4661.0812341,1.00007,199.986005809,0.999339,10.8845,0.1
500.0,2,4664.87559251,66.9532097529,1.0,4664.87559251,4664.88,3.50449e-18,,66.9532097529,1.0,0.01,0.01,0.01,200,100.0,3262.54,100,4664.87559251,1.0,200.0,1.0,8.14148,0.1
500.0,1,4664.86652478,58.7358137461,1.01537,4664.86652478,4664.9,1.07486e-09,4.29756e-05,58.7358137461,0.9727,0.00507798,0.005,0.00486456,200,199.991556118,3672.48,100,4664.86652478,1.00004,199.991751057,0.999782,7.8192,0.1
500.0,2,4662.39018459,81.7727660566,1.0,4662.39018459,4662.39,3.50449e-18,,81.7727660566,1.0,0.01,0.01,0.01,200,100.0,3259.9,100,4662.39018459,1.0,200.0,1.0,8.99749,0.1
500.0,1,4662.34198064,86.5634970493,1.01206,4662.34198064,4662.41,1.00628e-09,4.02173e-05,86.5634970493,0.980269,0.00506245,0.005,0.00490341,200,199.992006004,3670.63,100,4662.34198064,1.00004,199.992204016,0.999579,9.06466,0.1
500.0,2,4662.48306714,64.0264348857,1.0,4662.48306714,4662.48,3.50449e-18,,64.0264348857,1.0,0.01,0.01,0.01,200,100.0,3259.93,100,4662.48306714,1.0,200.0,1.0,7.96154,0.1
500.0,1,4663.00468028,91.6860036368,1.00793,4663.00468028,4662.77,6.45365e-10,2.5777e-05,91.6860036368,0.982652,0.00504332,0.005,0.00491685,200,199.99484342,3671.0,100,4663.00468028,1.00002,199.996709878,0.999271,8.75525,0.1
500.0,2,4661.4663679,115.664125143,1.0,4661.4663679,4661.47,3.50449e-18,,115.664125143,1.0,0.01,0.01,0.01,200,100.0,3259.32,100,4661.4663679,1.0,200.0,1.0,10.7008,0.1
500.0,1,4662.11819343,102.53195593,1.02161,4662.11819343,4661.86,2.77069e-09,0.000110498,102.53195593,0.959696,0.00511568,0.005,0.00480563,200,199.9779457,3670.36,100,4662.11819343,1.00008,199.984480155,0.998512,10.2516,0.1
500.0,2,4662.6054683,96.1234301729,1.0,4662.6054683,4662.61,3.50449e-18,,96.1234301729,1.0,0.01,0.01,0.01,200,100.0,3260.07,100,4662.6054683,1.0,200.0,1.0,9.7551,0.1
500.0,1,4662.80492425,92.5654158954,1.01752,4662.80492425,4662.77,2.59893e-09,0.000103873,92.5654158954,0.955694,0.00508966,0.005,0.00478041,200,199.979241782,3670.99,100,4662.80492425,1.00007,199.986649451,0.999595,9.5499,0.1
500.0,2,4664.54232416,63.6298300616,1.0,4664.54232416,4664.54,3.50449e-18,,63.6298300616,1.0,0.01,0.01,0.01,200,100.0,3262.01,100,4664.54232416,1.0,200.0,1.0,7.93683,0.1
500.0,1,4662.77211119,161.500598875,1.02007,4662.77211119,4663.72,1.76305e-09,7.05601e-05,161.500598875,0.964003,0.00509898,0.005,0.00481872,200,199.985989604,3671.95,100,4662.77211119,1.00006,199.988556563,1.00027,10.4107,0.1
500.0,2,4662.16997113,98.5970903131,1.0,4662.16997113,4662.17,3.50449e-18,,98.5970903131,1.0,0.01,0.01,0.01,200,100.0,3258.7,100,4662.16997113,1.0,200.0,1.0,9.87982,0.1
500.0,1,4665.18772544,73.4801444128,1.01373,4665.18772544,4663.73,1.84014e-09,7.35666e-05,73.4801444128,0.958392,0.00506998,0.005,0.00479324,200,199.985329978,3671.31,100,4665.18772544,1.00006,199.988890311,0.999734,9.21978,0.1
500.0,2,4664.12403804,47.9115058025,1.0,4664.12403804,4664.12,3.50449e-18,,47.9115058025,1.0,0.01,0.01,0.01,200,100.0,3262.03,100,4664.12403804,1.0,200.0,1.0,6.88711,0.1
500.0,1,4662.9916079,76.3475471408,1.01743,4662.9916079,4663.62,3.42233e-09,0.000136617,76.3475471408,0.90433,0.00509232,0.005,0.00452623,200,199.972760575,3671.97,100,4662.9916079,1.00007,199.986053486,0.998989,7.69462,0.1
500.0,2,4663.9804153,55.3279346365,1.0,4663.9804153,4663.98,3.50449e-18,,55.3279346365,1.0,0.01,0.01,0.01,200,100.0,3261.61,100,4663.9804153,1.0,200.0,1.0,7.40099,0.1
500.0,1,4664.4636791,54.2834017845,1.00778,4664.4636791,4664.24,5.45824e-10,2.18411e-05,54.2834017845,0.984364,0.00503794,0.005,0.00492091,200,199.995678573,3672.6,100,4664.4636791,1.00002,199.996662196,1.00019,7.34613,0.1
500.0,2,4663.27125983,70.4476886142,1.0,4663.27125983,4663.27,3.50449e-18,,70.4476886142,1.0,0.01,0.01,0.01,200,100.0,3261.44,100,4663.27125983,1.0,200.0,1.0,8.35125,0.1
500.0,1,4663.30835833,59.2232549678,1.01248,4663.30835833,4663.32,7.9483e-10,3.17755e-05,59.2232549678,0.980685,0.00506383,0.005,0.00490479,200,199.993654483,3671.69,100,4663.30835833,1.00002,199.995207901,0.999722,7.96507,0.1
497.08,2,4635.58589895,75647.2400058,1.0,4635.58589895,4635.59,3.50449e-18,,75647.2400058,1.0,0.01,0.01,0.01,200,100.0,3233.18,100,4635.58589895,1.0,200.0,1.0,273.662,0.1
500.0,1,4665.60374787,50.7526066238,1.11506,4665.60374787,4656.13,1.37899e-07,0.00542029,50.7526066238,0.587768,0.00562427,0.005,0.00296466,200,198.908357485,3662.21,100,4665.60374787,1.00458,199.08826651,0.99129,115.698,0.1
500.0,2,4664.88650856,75.9795413986,1.0,4664.88650856,4664.89,3.50449e-18,,75.9795413986,1.0,0.01,0.01,0.01,200,100.0,3262.52,100,4664.88650856,1.0,200.0,1.0,8.67293,0.1
500.0,1,4663.06994599,57.2055775674,1.01402,4663.06994599,4664.02,1.67525e-09,6.70364e-05,57.2055775674,0.953491,0.00506911,0.005,0.00476652,200,199.986712752,3672.38,100,4663.06994599,1.00005,199.990439872,1.0002,8.0627,0.1
500.0,2,4663.86734412,61.0353992965,1.0,4663.86734412,4663.87,3.50449e-18,,61.0353992965,1.0,0.01,0.01,0.01,200,100.0,3261.78,100,4663.86734412,1.0,200.0,1.0,7.77334,0.1
500.0,1,4664.98097398,45.0083814978,1.00755,4664.98097398,4664.44,2.21344e-10,8.85845e-06,45.0083814978,0.989364,0.00503643,0.005,0.00494551,200,199.998225695,3672.82,100,4664.98097398,1.00001,199.998474133,1.00026,7.24728,0.1
500.0,2,4663.34296246,67.5893742343,1.0,4663.34296246,4663.34,3.50449e-18,,67.5893742343,1.0,0.01,0.01,0.01,200,100.0,3260.81,100,4663.34296246,1.0,200.0,1.0,8.18008,0.1
500.0,1,4661.55129919,121.001811631,1.01954,4661.55129919,4662.51,2.61878e-09,0.000104577,121.001811631,0.961303,0.00510194,0.005,0.00481051,200,199.979206773,3670.73,100,4661.55129919,1.00008,199.984742375,0.999169,9.53862,0.1
500.0,2,4664.58593424,49.1043091008,1.0,4664.58593424,4664.59,3.50449e-18,,49.1043091008,1.0,0.01,0.01,0.01,200,100.0,3262.22,100,4664.58593424,1.0,200.0,1.0,6.97231,0.1
500.0,1,4663.9260582,66.6119236334,1.01274,4663.9260582,4664.28,8.15884e-10,3.26178e-05,66.6119236334,0.973299,0.00506508,0.005,0.00486781,200,199.993524709,3672.65,100,4663.9260582,1.00002,199.996209216,0.999731,7.5157,0.1
500.0,2,4663.64262765,52.8643858695,1.0,4663.64262765,4663.64,3.50449e-18,,52.8643858695,1.0,0.01,0.01,0.01,200,100.0,3261.27,100,4663.64262765,1.0,200.0,1.0,7.23435,0.1
500.0,1,4664.72016202,79.4790180057,1.01179,4664.72016202,4664.2,7.39399e-10,2.95544e-05,79.4790180057,0.977959,0.0050608,0.005,0.00489158,200,199.994084963,3672.57,100,4664.72016202,1.00002,199.995660876,0.999635,8.03997,0.1
500.0,2,4664.54381054,51.4285037859,1.0,4664.54381054,4664.54,3.50449e-18,,51.4285037859,1.0,0.01,0.01,0.01,200,100.0,3262.17,100,4664.54381054,1.0,200.0,1.0,7.13542,0.1
500.0,1,4664.6718975,54.529548986,1.00768,4664.6718975,4664.62,3.27291e-10,1.30983e-05,54.529548986,0.98986,0.00503709,0.005,0.00494803,200,199.997341339,3672.98,100,4664.6718975,1.00001,199.997544319,1.00026,7.22314,0.1
500.0,2,4664.80763292,80.8121555202,1.0,4664.80763292,4664.81,3.50449e-18,,80.8121555202,1.0,0.01,0.01,0.01,200,100.0,3262.29,100,4664.80763292,1.0,200.0,1.0,8.94452,0.1
500.0,1,4662.37991872,216.735924419,1.01893,4662.37991872,4663.69,3.32318e-09,0.000132886,216.735924419,0.941615,0.00509546,0.005,0.00470881,200,199.973542926,3671.92,100,4662.37991872,1.00008,199.983097551,0.999844,11.8234,0.1
500.0,2,4663.38918397,100.670079092,1.0,4663.38918397,4663.39,3.50449e-18,,100.670079092,1.0,0.01,0.01,0.01,200,100.0,3261.26,100,4663.38918397,1.0,200.0,1.0,9.98318,0.1
500.0,1,4663.67019414,69.8035306557,1.01438,4663.67019414,4663.59,2.31421e-09,9.24958e-05,69.8035306557,0.948381,0.00507391,0.005,0.00474377,200,199.981613306,3672.1,100,4663.67019414,1.00005,199.989367097,0.999607,9.03818,0.1
500.0,2,4663.89889357,67.2437307084,1.0,4663.89889357,4663.9,3.50449e-18,,67.2437307084,1.0,0.01,0.01,0.01,200,100.0,3261.64,100,4663.89889357,1.0,200.0,1.0,8.15911,0.1
500.0,1,4664.31609628,62.1419258593,1.01941,4664.31609628,4664.14,1.23951e-09,4.95393e-05,62.1419258593,0.961738,0.00509916,0.005,0.00481068,200,199.990103204,3672.53,100,4664.31609628,1.00004,199.992370896,0.999587,7.94609,0.1
500.0,2,4662.66719726,137.75105928,1.0,4662.66719726,4662.67,3.50449e-18,,137.75105928,1.0,0.01,0.01,0.01,200,100.0,3260.53,100,4662.66719726,1.0,200.0,1.0,11.6779,0.1
500.0,1,4663.90481575,79.6829401289,1.01461,4663.90481575,4663.34,1.53895e-09,6.15136e-05,79.6829401289,0.957106,0.00507487,0.005,0.00478726,200,199.987758199,3671.66,100,4663.90481575,1.00005,199.990916665,0.999638,10.1974,0.1
500.0,2,4662.49886179,94.768878379,1.0,4662.49886179,4662.5,3.50449e-18,,94.768878379,1.0,0.01,0.01,0.01,200,100.0,3260.07,100,4662.49886179,1.0,200.0,1.0,9.68613,0.1
500.0,1,4663.83976128,48.828872627,1.00969,4663.83976128,4663.2,8.63645e-10,3.45225e-05,48.828872627,0.982171,0.00505016,0.005,0.00491252,200,199.993093339,3671.52,100,4663.83976128,1.00003,199.993419864,0.999662,8.40687,0.1
500.0,2,4665.65959928,35.7134553331,1.0,4665.65959928,4665.66,3.50449e-18,,35.7134553331,1.0,0.01,0.01,0.01,200,100.0,3263.73,100,4665.65959928,1.0,200.0,1.0,5.9461,0.1
500.0,1,4663.58531036,97.7374976268,1.01155,4663.58531036,4664.65,1.03699e-09,4.1481e-05,97.7374976268,0.977227,0.00505764,0.005,0.00488605,200,199.991799126,3673.08,100,4663.58531036,1.00003,199.993705948,1.00002,8.13113,0.1
500.0,2,4663.90954698,59.9207458564,1.0,4663.90954698,4663.91,3.50449e-18,,59.9207458564,1.0,0.01,0.01,0.01,200,100.0,3261.84,100,4663.90954698,1.0,200.0,1.0,7.70204,0.1
500.0,1,4664.6691814,46.6764354436,1.011,4664.6691814,4664.32,8.79117e-10,3.515e-05,46.6764354436,0.97411,0.00505607,0.005,0.00487157,200,199.99295979,3672.75,100,4664.6691814,1.00003,199.994897973,0.999791,7.23884,0.1
500.0,2,4663.59448699,68.558452804,1.0,4663.59448699,4663.59,3.50449e-18,,68.558452804,1.0,0.01,0.01,0.01,200,100.0,3261.14,100,4663.59448699,1.0,200.0,1.0,8.2385,0.1
500.0,1,4664.58954241,60.2285899192,1.014,4664.58954241,4664.13,1.42662e-09,5.70275e-05,60.2285899192,0.963851,0.00507165,0.005,0.00482083,200,199.988659218,3672.39,100,4664.58954241,1.00004,199.992823858,0.999673,7.92984,0.1
500.0,2,4663.50512682,84.1986937413,1.0,4663.50512682,4663.5,3.50449e-18,,84.1986937413,1.0,0.01,0.01,0.01,200,100.0,3261.24,100,4663.50512682,1.0,200.0,1.0,9.12999,0.1
500.0,1,4663.30400924,84.8995605204,1.02121,4663.30400924,4663.47,2.83751e-09,0.000113421,84.8995605204,0.947101,0.00510783,0.005,0.00473715,200,199.977367301,3671.81,100,4663.30400924,1.00008,199.984456317,0.999652,9.0289,0.1
500.0,2,4661.09244081,300.47536877,1.0,4661.09244081,4661.09,3.50449e-18,,300.47536877,1.0,0.01,0.01,0.01,200,100.0,3258.95,100,4661.09244081,1.0,200.0,1.0,17.2473,0.1
500.0,1,4662.48328232,153.941092293,1.02111,4662.48328232,4661.93,5.24789e-09,0.000209171,153.941092293,0.941253,0.00511465,0.005,0.00471463,200,199.958254826,3670.3,100,4662.48328232,1.00013,199.97396808,0.998226,14.4715,0.1
500.0,2,4664.27008679,55.7945207963,1.0,4664.27008679,4664.27,3.50449e-18,,55.7945207963,1.0,0.01,0.01,0.01,200,100.0,3261.91,100,4664.27008679,1.0,200.0,1.0,7.43214,0.1
500.0,1,4663.21194267,91.2007375928,1.01606,4663.21194267,4663.77,1.06647e-09,4.26164e-05,91.2007375928,0.972487,0.00508283,0.005,0.00486485,200,199.991558689,3672.14,100,4663.21194267,1.00003,199.993634427,0.999502,8.49067,0.1
