MinVanillaIw,Delta,VarDiscRet,MaxVanillaIw,MinNormIw,IterType,ESSClassic,J,AvgNormIw,VanillaAvgRet,AvgRet,MaxNormIw,Bound,AvgDiscRet,AvgEpLen,eRenyi2,AvgVanillaIw,ESSRenyi,BatchSize,VarJ,VarNormIw,VarVanillaIw,VarRet,EpsThisIter
1.0,0.4,6308.25941647,1.0,0.005,2,200.000000102,4658.86,0.005,4655.75720872,4655.75720872,0.005,4253.57,4655.75720872,499.2,1.0,1.0,500.0,500,57.1617,2.1793e-19,,6308.25941647,100
1.0,0.4,213.372149005,1.0,0.00333333,2,299.999969474,4660.21,0.00333333,4662.92162591,4662.92162591,0.00333333,4329.29,4662.92162591,500.0,1.0,1.0,500.0,500,47.4594,5.43914e-20,,213.372149005,100
1.0,0.4,15693.1438037,1.0,0.0025,2,400.0,4657.92,0.0025,4651.06349618,4651.06349618,0.0025,4371.34,4651.06349618,498.71,1.0,1.0,500.0,500,74.7599,5.4346e-20,,15693.1438037,100
0.675121,0.4,339.204603488,1.12759,0.0013528,1,497.496165594,4659.91,0.002,4660.79967345,4660.79967345,0.00225945,4402.95,4660.79967345,500.0,1.00492,0.998109,497.550624539,500,49.1017,2.01718e-08,0.0050239,339.204603488,100
1.0,0.4,392.689707138,1.0,0.01,2,100.0,4658.77,0.01,4658.76997069,4658.76997069,0.01,4085.62,4658.76997069,500.0,1.0,1.0,500.0,500,19.7171,3.50449e-18,,392.689707138,100
1.0,0.4,283.777109258,1.0,0.005,2,200.000000102,4659.06,0.005,4659.34482808,4659.34482808,0.005,4253.77,4659.34482808,500.0,1.0,1.0,500.0,500,18.3012,2.1793e-19,,283.777109258,100
1.0,0.4,354.960188744,1.0,0.00333333,2,299.999969474,4658.99,0.00333333,4658.86907749,4658.86907749,0.00333333,4328.08,4658.86907749,500.0,1.0,1.0,500.0,500,18.4509,5.43914e-20,,354.960188744,100
1.0,0.4,259.866790404,1.0,0.0025,2,400.0,4659.57,0.0025,4661.2826924,4661.2826924,0.0025,4372.98,4661.2826924,500.0,1.0,1.0,500.0,500,17.906,5.4346e-20,,259.866790404,100
0.820409,0.4,351.131039429,1.05539,0.0016457,1,499.321075661,4660.18,0.002,4661.33988939,4661.33988939,0.00211707,4403.72,4661.33988939,500.0,1.00103,0.997034,499.485545741,500,17.5058,5.45041e-09,0.00135453,351.131039429,100
1.0,0.4,221.145725157,1.0,0.01,2,100.0,4662.9,0.01,4662.90107412,4662.90107412,0.01,4089.72,4662.90107412,500.0,1.0,1.0,500.0,500,14.7964,3.50449e-18,,221.145725157,100
1.0,0.4,226.32809537,1.0,0.005,2,200.000000102,4661.76,0.005,4660.62286296,4660.62286296,0.005,4256.46,4660.62286296,500.0,1.0,1.0,500.0,500,14.9264,2.1793e-19,,226.32809537,100
1.0,0.4,350.95117741,1.0,0.00333333,2,299.999969474,4660.6,0.00333333,4658.26866958,4658.26866958,0.00333333,4329.67,4658.26866958,500.0,1.0,1.0,500.0,500,16.3419,5.43914e-20,,350.95117741,100
1.0,0.4,259.47185638,1.0,0.0025,2,400.0,4661.11,0.0025,4662.651259,4662.651259,0.0025,4374.52,4662.651259,500.0,1.0,1.0,500.0,500,16.2881,5.4346e-20,,259.47185638,100
0.901685,0.4,317.164600663,1.04513,0.00180232,1,499.784225714,4661.06,0.002,4660.25581627,4660.25581627,0.00208905,4404.67,4660.25581627,500.0,1.00041,1.00058,499.795818297,500,16.3622,1.73147e-09,0.000433373,317.164600663,100
1.0,0.4,263.556457382,1.0,0.01,2,100.0,4659.66,0.01,4659.66359047,4659.66359047,0.01,4086.51,4659.66359047,500.0,1.0,1.0,500.0,500,16.153,3.50449e-18,,263.556457382,100
1.0,0.4,255.971362312,1.0,0.005,2,200.000000102,4659.42,0.005,4659.16820453,4659.16820453,0.005,4254.12,4659.16820453,500.0,1.0,1.0,500.0,500,16.0383,2.1793e-19,,255.971362312,100
1.0,0.4,239.369618968,1.0,0.00333333,2,299.999969474,4660.63,0.00333333,4663.05042526,4663.05042526,0.00333333,4329.71,4663.05042526,500.0,1.0,1.0,500.0,500,15.9189,5.43914e-20,,239.369618968,100
1.0,0.4,245.32535045,1.0,0.0025,2,400.0,4661.12,0.0025,4662.61459241,4662.61459241,0.0025,4374.54,4662.61459241,500.0,1.0,1.0,500.0,500,15.8593,5.4346e-20,,245.32535045,100
0.908519,0.4,348.412892377,1.06934,0.00181483,1,499.643914361,4661.13,0.002,4660.34596958,4660.34596958,0.00213608,4404.72,4660.34596958,500.0,1.00062,1.00122,499.688819123,500,16.2251,2.85801e-09,0.000716244,348.412892377,100
1.0,0.4,237.757877638,1.0,0.01,2,100.0,4661.14,0.01,4661.13699699,4661.13699699,0.01,4087.96,4661.13699699,500.0,1.0,1.0,500.0,500,15.3421,3.50449e-18,,237.757877638,100
1.0,0.4,249.719078802,1.0,0.005,2,200.000000102,4661.02,0.005,4660.90933464,4660.90933464,0.005,4255.73,4660.90933464,500.0,1.0,1.0,500.0,500,15.5343,2.1793e-19,,249.719078802,100
1.0,0.4,311.857472615,1.0,0.00333333,2,299.999969474,4660.86,0.00333333,4660.5205776,4660.5205776,0.00333333,4329.93,4660.5205776,500.0,1.0,1.0,500.0,500,16.2433,5.43914e-20,,311.857472615,100
1.0,0.4,335.775252114,1.0,0.0025,2,400.0,4661.55,0.0025,4663.63413258,4663.63413258,0.0025,4374.96,4663.63413258,500.0,1.0,1.0,500.0,500,16.8058,5.4346e-20,,335.775252114,100
0.886573,0.4,163.320725362,1.05025,0.00177532,1,499.687044574,4662.14,0.002,4663.78701121,4663.78701121,0.00210308,4405.74,4663.78701121,500.0,1.00058,0.998775,499.708643559,500,15.6219,2.51031e-09,0.00062604,163.320725362,100
1.0,0.4,189.074659165,1.0,0.01,2,100.0,4662.55,0.01,4662.55271577,4662.55271577,0.01,4089.37,4662.55271577,500.0,1.0,1.0,500.0,500,13.6815,3.50449e-18,,189.074659165,100
1.0,0.4,288.758660735,1.0,0.005,2,200.000000102,4660.88,0.005,4659.20334449,4659.20334449,0.005,4255.58,4659.20334449,500.0,1.0,1.0,500.0,500,15.4704,2.1793e-19,,288.758660735,100
1.0,0.4,331.132523908,1.0,0.00333333,2,299.999969474,4660.11,0.00333333,4658.57253736,4658.57253736,0.00333333,4329.18,4658.57253736,500.0,1.0,1.0,500.0,500,16.432,5.43914e-20,,331.132523908,100
1.0,0.4,187.652966914,1.0,0.0025,2,400.0,4661.2,0.0025,4664.46603769,4664.46603769,0.0025,4374.61,4664.46603769,500.0,1.0,1.0,500.0,500,15.8906,5.4346e-20,,187.652966914,100
0.914083,0.4,238.405115399,1.04632,0.00182778,1,499.811010995,4661.47,0.002,4662.07158449,4662.07158449,0.0020922,4405.09,4662.07158449,500.0,1.00034,1.00021,499.831137485,500,15.6393,1.51581e-09,0.000379114,238.405115399,100
1.0,0.4,187.094734257,1.0,0.01,2,100.0,4664.97,0.01,4664.97110632,4664.97110632,0.01,4091.79,4664.97110632,500.0,1.0,1.0,500.0,500,13.6097,3.50449e-18,,187.094734257,100
1.0,0.4,193.871869689,1.0,0.005,2,200.000000102,4663.37,0.005,4661.77866735,4661.77866735,0.005,4258.08,4661.77866735,500.0,1.0,1.0,500.0,500,13.8248,2.1793e-19,,193.871869689,100
1.0,0.4,183.264462015,1.0,0.00333333,2,299.999969474,4662.85,0.00333333,4661.80620322,4661.80620322,0.00333333,4331.93,4661.80620322,500.0,1.0,1.0,500.0,500,13.7274,5.43914e-20,,183.264462015,100
1.0,0.4,214.487627073,1.0,0.0025,2,400.0,4662.38,0.0025,4660.9706274,4660.9706274,0.0025,4375.79,4660.9706274,500.0,1.0,1.0,500.0,500,13.9671,5.4346e-20,,214.487627073,100
0.909177,0.4,286.755923868,1.05199,0.0018191,1,499.824556349,4662.6,0.002,4663.02287464,4663.02287464,0.00210485,4406.23,4663.02287464,500.0,1.00032,0.99959,499.83774922,500,14.4306,1.40793e-09,0.000351693,286.755923868,100
1.0,0.4,292.407159784,1.0,0.01,2,100.0,4660.63,0.01,4660.62627036,4660.62627036,0.01,4087.47,4660.62627036,500.0,1.0,1.0,500.0,500,17.0142,3.50449e-18,,292.407159784,100
1.0,0.4,282.907084929,1.0,0.005,2,200.000000102,4660.44,0.005,4660.24833624,4660.24833624,0.005,4255.15,4660.24833624,500.0,1.0,1.0,500.0,500,16.8765,2.1793e-19,,282.907084929,100
1.0,0.4,228.05491307,1.0,0.00333333,2,299.999969474,4660.89,0.00333333,4661.80408585,4661.80408585,0.00333333,4329.98,4661.80408585,500.0,1.0,1.0,500.0,500,16.2957,5.43914e-20,,228.05491307,100
1.0,0.4,223.300495148,1.0,0.0025,2,400.0,4660.79,0.0025,4660.49417747,4660.49417747,0.0025,4374.21,4660.49417747,500.0,1.0,1.0,500.0,500,15.9518,5.4346e-20,,223.300495148,100
0.898415,0.4,206.400224592,1.04087,0.00179746,1,499.803991059,4661.36,0.002,4663.13855794,4663.13855794,0.00208247,4404.98,4663.13855794,500.0,1.0004,0.999647,499.80213131,500,15.4844,1.57217e-09,0.000392764,206.400224592,100
1.0,0.4,162.937759735,1.0,0.01,2,100.0,4663.76,0.01,4663.75867566,4663.75867566,0.01,4090.59,4663.75867566,500.0,1.0,1.0,500.0,500,12.7007,3.50449e-18,,162.937759735,100
1.0,0.4,264.37801914,1.0,0.005,2,200.000000102,4662.75,0.005,4661.73710489,4661.73710489,0.005,4257.46,4661.73710489,500.0,1.0,1.0,500.0,500,14.5789,2.1793e-19,,264.37801914,100
1.0,0.4,515.422377584,1.0,0.00333333,2,299.999969474,4661.84,0.00333333,4660.00965445,4660.00965445,0.00333333,4330.92,4660.00965445,500.0,1.0,1.0,500.0,500,17.7046,5.43914e-20,,515.422377584,100
1.0,0.4,243.938833824,1.0,0.0025,2,400.0,4662.02,0.0025,4662.57891243,4662.57891243,0.0025,4375.44,4662.57891243,500.0,1.0,1.0,500.0,500,17.1921,5.4346e-20,,243.938833824,100
0.849472,0.4,276.665690565,1.07696,0.00169958,1,499.472406189,4662.06,0.002,4661.078829,4661.078829,0.00215473,4405.62,4661.078829,500.0,1.00087,0.999625,499.56568092,500,16.4426,4.2336e-09,0.00105761,276.665690565,100
1.0,0.4,401.209599151,1.0,0.01,2,100.0,4660.96,0.01,4660.96388531,4660.96388531,0.01,4087.8,4660.96388531,500.0,1.0,1.0,500.0,500,19.9298,3.50449e-18,,401.209599151,100
1.0,0.4,331.229458054,1.0,0.005,2,200.000000102,4661.16,0.005,4661.36004845,4661.36004845,0.005,4255.88,4661.36004845,500.0,1.0,1.0,500.0,500,19.042,2.1793e-19,,331.229458054,100
1.0,0.4,356.857807472,1.0,0.00333333,2,299.999969474,4661.06,0.00333333,4660.84452019,4660.84452019,0.00333333,4330.14,4660.84452019,500.0,1.0,1.0,500.0,500,18.9609,5.43914e-20,,356.857807472,100
1.0,0.4,208.749690251,1.0,0.0025,2,400.0,4661.4,0.0025,4662.43711978,4662.43711978,0.0025,4374.82,4662.43711978,500.0,1.0,1.0,500.0,500,17.9349,5.4346e-20,,208.749690251,100
0.836816,0.4,223.69958054,1.06822,0.00167469,1,499.3655907,4661.64,0.002,4661.17672132,4661.17672132,0.00213779,4405.17,4661.17672132,500.0,1.00111,0.999366,499.447063818,500,16.712,5.09115e-09,0.00127117,223.69958054,100
1.0,0.4,270.377093671,1.0,0.01,2,100.0,4661.72,0.01,4661.71650486,4661.71650486,0.01,4088.54,4661.71650486,500.0,1.0,1.0,500.0,500,16.3607,3.50449e-18,,270.377093671,100
1.0,0.4,194.398739304,1.0,0.005,2,200.000000102,4661.56,0.005,4661.39490483,4661.39490483,0.005,4256.26,4661.39490483,500.0,1.0,1.0,500.0,500,15.1687,2.1793e-19,,194.398739304,100
1.0,0.4,151.455991262,1.0,0.00333333,2,299.999969474,4662.49,0.00333333,4664.36508909,4664.36508909,0.00333333,4331.57,4664.36508909,500.0,1.0,1.0,500.0,500,14.3223,5.43914e-20,,151.455991262,100
1.0,0.4,237.555878467,1.0,0.0025,2,400.0,4662.29,0.0025,4661.69655806,4661.69655806,0.0025,4375.7,4661.69655806,500.0,1.0,1.0,500.0,500,14.5863,5.4346e-20,,237.555878467,100
0.942085,0.4,173.342523638,1.07598,0.00188352,1,499.84906197,4662.48,0.002,4662.91186005,4662.91186005,0.00215121,4406.11,4662.91186005,500.0,1.00027,1.00035,499.863483043,500,14.1815,1.21023e-09,0.000302766,173.342523638,100
1.0,0.4,254.991843705,1.0,0.01,2,100.0,4661.43,0.01,4661.42631001,4661.42631001,0.01,4088.27,4661.42631001,500.0,1.0,1.0,500.0,500,15.8884,3.50449e-18,,254.991843705,100
1.0,0.4,222.648932794,1.0,0.005,2,200.000000102,4661.89,0.005,4662.34436134,4662.34436134,0.005,4256.6,4662.34436134,500.0,1.0,1.0,500.0,500,15.3832,2.1793e-19,,222.648932794,100
1.0,0.4,184.659616213,1.0,0.00333333,2,299.999969474,4662.67,0.00333333,4664.224925,4664.224925,0.00333333,4331.75,4664.224925,500.0,1.0,1.0,500.0,500,14.8296,5.43914e-20,,184.659616213,100
1.0,0.4,156.54469434,1.0,0.0025,2,400.0,4663.16,0.0025,4664.63203541,4664.63203541,0.0025,4376.57,4664.63203541,500.0,1.0,1.0,500.0,500,14.2971,5.4346e-20,,156.54469434,100
0.908506,0.4,216.058877097,1.03956,0.00181986,1,499.838723072,4663.18,0.002,4662.87687436,4662.87687436,0.00208237,4406.82,4662.87687436,500.0,1.00026,0.998437,499.871704128,500,14.2469,1.29563e-09,0.000322896,216.058877097,100
1.0,0.4,281.186470634,1.0,0.01,2,100.0,4660.37,0.01,4660.36761125,4660.36761125,0.01,4087.2,4660.36761125,500.0,1.0,1.0,500.0,500,16.6846,3.50449e-18,,281.186470634,100
1.0,0.4,201.550421412,1.0,0.005,2,200.000000102,4660.56,0.005,4660.74931698,4660.74931698,0.005,4255.27,4660.74931698,500.0,1.0,1.0,500.0,500,15.4593,2.1793e-19,,201.550421412,100
1.0,0.4,178.532238409,1.0,0.00333333,2,299.999969474,4661.68,0.00333333,4663.93662106,4663.93662106,0.00333333,4330.77,4663.93662106,500.0,1.0,1.0,500.0,500,14.8586,5.43914e-20,,178.532238409,100
1.0,0.4,210.113258363,1.0,0.0025,2,400.0,4661.8,0.0025,4662.14438203,4662.14438203,0.0025,4375.21,4662.14438203,500.0,1.0,1.0,500.0,500,14.7522,5.4346e-20,,210.113258363,100
0.911341,0.4,252.390246365,1.07861,0.00182264,1,499.763165535,4662.08,0.002,4662.63494711,4662.63494711,0.00215718,4405.7,4662.63494711,500.0,1.00038,1.00002,499.807670217,500,14.8336,1.90077e-09,0.000475215,252.390246365,100
1.0,0.4,148.799168795,1.0,0.01,2,100.0,4662.94,0.01,4662.93798783,4662.93798783,0.01,4089.76,4662.93798783,500.0,1.0,1.0,500.0,500,12.1372,3.50449e-18,,148.799168795,100
1.0,0.4,183.935324206,1.0,0.005,2,200.000000102,4663.5,0.005,4664.07068175,4664.07068175,0.005,4258.21,4664.07068175,500.0,1.0,1.0,500.0,500,12.8462,2.1793e-19,,183.935324206,100
1.0,0.4,185.238519284,1.0,0.00333333,2,299.999969474,4662.92,0.00333333,4661.75626803,4661.75626803,0.00333333,4332.0,4661.75626803,500.0,1.0,1.0,500.0,500,13.1082,5.43914e-20,,185.238519284,100
1.0,0.4,192.593821503,1.0,0.0025,2,400.0,4662.51,0.0025,4661.28676247,4661.28676247,0.0025,4375.92,4661.28676247,500.0,1.0,1.0,500.0,500,13.3055,5.4346e-20,,192.593821503,100
0.921312,0.4,240.8335458,1.03502,0.00184368,1,499.81564995,4662.81,0.002,4663.55004229,4663.55004229,0.00207122,4406.43,4663.55004229,500.0,1.00031,0.999427,499.844182427,500,13.6554,1.47794e-09,0.000369063,240.8335458,100
1.0,0.4,153.624878064,1.0,0.01,2,100.0,4664.24,0.01,4664.24439828,4664.24439828,0.01,4091.12,4664.24439828,500.0,1.0,1.0,500.0,500,12.3324,3.50449e-18,,153.624878064,100
1.0,0.4,219.252815801,1.0,0.005,2,200.000000102,4662.78,0.005,4661.31025368,4661.31025368,0.005,4257.49,4661.31025368,500.0,1.0,1.0,500.0,500,13.6648,2.1793e-19,,219.252815801,100
1.0,0.4,220.667724722,1.0,0.00333333,2,299.999969474,4661.71,0.00333333,4659.56907783,4659.56907783,0.00333333,4330.79,4659.56907783,500.0,1.0,1.0,500.0,500,14.1277,5.43914e-20,,220.667724722,100
1.0,0.4,290.963595419,1.0,0.0025,2,400.0,4661.88,0.0025,4662.38857449,4662.38857449,0.0025,4375.3,4662.38857449,500.0,1.0,1.0,500.0,500,14.8928,5.4346e-20,,290.963595419,100
0.934068,0.4,199.453725801,1.03965,0.00186978,1,499.846458965,4662.44,0.002,4664.33303687,4664.33303687,0.00208113,4406.07,4664.33303687,500.0,1.00027,0.999121,499.865151067,500,14.672,1.22986e-09,0.000306926,199.453725801,100
1.0,0.4,195.766411464,1.0,0.01,2,100.0,4664.27,0.01,4664.27315986,4664.27315986,0.01,4091.11,4664.27315986,500.0,1.0,1.0,500.0,500,13.9215,3.50449e-18,,195.766411464,100
1.0,0.4,301.042525944,1.0,0.005,2,200.000000102,4661.89,0.005,4659.51503691,4659.51503691,0.005,4256.6,4659.51503691,500.0,1.0,1.0,500.0,500,15.8613,2.1793e-19,,301.042525944,100
1.0,0.4,244.511104477,1.0,0.00333333,2,299.999969474,4662.31,0.00333333,4663.14599753,4663.14599753,0.00333333,4331.39,4663.14599753,500.0,1.0,1.0,500.0,500,15.772,5.43914e-20,,244.511104477,100
1.0,0.4,233.658563713,1.0,0.0025,2,400.0,4661.23,0.0025,4657.99113388,4657.99113388,0.0025,4374.65,4657.99113388,500.0,1.0,1.0,500.0,500,15.7448,5.4346e-20,,233.658563713,100
0.867383,0.4,197.873826674,1.06629,0.00173511,1,499.727183489,4661.48,0.002,4661.85450294,4661.85450294,0.00213301,4405.09,4661.85450294,500.0,1.00047,0.999801,499.765863437,500,15.2994,2.18907e-09,0.00054705,197.873826674,100
1.0,0.4,291.67301426,1.0,0.01,2,100.0,4660.56,0.01,4660.55523321,4660.55523321,0.01,4087.4,4660.55523321,500.0,1.0,1.0,500.0,500,16.9928,3.50449e-18,,291.67301426,100
1.0,0.4,245.219359013,1.0,0.005,2,200.000000102,4661.69,0.005,4662.8263375,4662.8263375,0.005,4256.41,4662.8263375,500.0,1.0,1.0,500.0,500,16.3417,2.1793e-19,,245.219359013,100
1.0,0.4,383.144215105,1.0,0.00333333,2,299.999969474,4660.36,0.00333333,4657.70980948,4657.70980948,0.00333333,4329.44,4657.70980948,500.0,1.0,1.0,500.0,500,17.5497,5.43914e-20,,383.144215105,100
1.0,0.4,250.094861868,1.0,0.0025,2,400.0,4660.5,0.0025,4660.88982587,4660.88982587,0.0025,4373.91,4660.88982587,500.0,1.0,1.0,500.0,500,17.1157,5.4346e-20,,250.094861868,100
0.866119,0.4,208.353536065,1.05784,0.00173123,1,499.67862943,4661.63,0.002,4665.36563779,4665.36563779,0.00211445,4405.23,4665.36563779,500.0,1.00058,1.00058,499.709179376,500,16.3805,2.5767e-09,0.000644923,208.353536065,100
1.0,0.4,354.371508327,1.0,0.01,2,100.0,4659.33,0.01,4659.32986433,4659.32986433,0.01,4086.19,4659.32986433,500.0,1.0,1.0,500.0,500,18.7304,3.50449e-18,,354.371508327,100
1.0,0.4,259.193840854,1.0,0.005,2,200.000000102,4660.21,0.005,4661.09987047,4661.09987047,0.005,4254.94,4661.09987047,500.0,1.0,1.0,500.0,500,17.4499,2.1793e-19,,259.193840854,100
1.0,0.4,292.743888554,1.0,0.00333333,2,299.999969474,4661.35,0.00333333,4663.61933738,4663.61933738,0.00333333,4330.43,4663.61933738,500.0,1.0,1.0,500.0,500,17.3833,5.43914e-20,,292.743888554,100
1.0,0.4,202.518210985,1.0,0.0025,2,400.0,4662.48,0.0025,4665.88076024,4665.88076024,0.0025,4375.89,4665.88076024,500.0,1.0,1.0,500.0,500,16.7513,5.4346e-20,,202.518210985,100
0.874601,0.4,211.21817251,1.0552,0.00175191,1,499.637810368,4662.91,0.002,4663.76052801,4663.76052801,0.00211366,4406.49,4663.76052801,500.0,1.00067,0.998455,499.664889018,500,15.9603,2.9056e-09,0.000724159,211.21817251,100
1.0,0.4,178.009529861,1.0,0.01,2,100.0,4664.78,0.01,4664.77916747,4664.77916747,0.01,4091.6,4664.77916747,500.0,1.0,1.0,500.0,500,13.2752,3.50449e-18,,178.009529861,100
1.0,0.4,273.152844577,1.0,0.005,2,200.000000102,4663.62,0.005,4662.46793959,4662.46793959,0.005,4258.32,4662.46793959,500.0,1.0,1.0,500.0,500,14.9887,2.1793e-19,,273.152844577,100
1.0,0.4,263.362019591,1.0,0.00333333,2,299.999969474,4662.53,0.00333333,4660.34904919,4660.34904919,0.00333333,4331.61,4660.34904919,500.0,1.0,1.0,500.0,500,15.4618,5.43914e-20,,263.362019591,100
1.0,0.4,160.357669464,1.0,0.0025,2,400.0,4662.93,0.0025,4664.13856482,4664.13856482,0.0025,4376.34,4664.13856482,500.0,1.0,1.0,500.0,500,14.8146,5.4346e-20,,160.357669464,100
0.934225,0.4,211.029556803,1.04145,0.00186685,1,499.843999861,4663.01,0.002,4662.96366997,4662.96366997,0.00208111,4406.64,4662.96366997,500.0,1.00029,1.00086,499.854487817,500,14.6157,1.25128e-09,0.000313358,211.029556803,100
1.0,0.4,9919.9767621,1.0,0.01,2,100.0,4652.55,0.01,4652.55319902,4652.55319902,0.01,4079.37,4652.55319902,498.95,1.0,1.0,500.0,500,99.0998,3.50449e-18,,9919.9767621,100
1.0,0.4,180.981816537,1.0,0.005,2,200.000000102,4657.38,0.005,4662.19669069,4662.19669069,0.005,4252.08,4662.19669069,500.0,1.0,1.0,500.0,500,70.8747,2.1793e-19,,180.981816537,100
1.0,0.4,203.769331335,1.0,0.00333333,2,299.999969474,4659.09,0.00333333,4662.52446583,4662.52446583,0.00333333,4328.17,4662.52446583,500.0,1.0,1.0,500.0,500,58.4975,5.43914e-20,,203.769331335,100
1.0,0.4,170.39287371,1.0,0.0025,2,400.0,4660.07,0.0025,4663.01626638,4663.01626638,0.0025,4373.48,4663.01626638,500.0,1.0,1.0,500.0,500,51.1031,5.4346e-20,,170.39287371,100
0.461079,0.4,264.22681314,1.10988,0.000922898,1,498.056236596,4661.5,0.002,4661.32058361,4661.32058361,0.00222154,4404.73,4661.32058361,500.0,1.00338,0.999197,498.31447899,500,25.0341,1.56412e-08,0.00390402,264.22681314,100
1.0,0.4,257.544190569,1.0,0.01,2,100.0,4663.35,0.01,4663.34763648,4663.34763648,0.01,4090.21,4663.34763648,500.0,1.0,1.0,500.0,500,15.9678,3.50449e-18,,257.544190569,100
1.0,0.4,228.557898573,1.0,0.005,2,200.000000102,4662.17,0.005,4660.99102978,4660.99102978,0.005,4256.89,4660.99102978,500.0,1.0,1.0,500.0,500,15.5566,2.1793e-19,,228.557898573,100
1.0,0.4,178.555104975,1.0,0.00333333,2,299.999969474,4662.44,0.00333333,4662.99254708,4662.99254708,0.00333333,4331.52,4662.99254708,500.0,1.0,1.0,500.0,500,14.8463,5.43914e-20,,178.555104975,100
1.0,0.4,354.811757423,1.0,0.0025,2,400.0,4662.44,0.0025,4662.43800111,4662.43800111,0.0025,4375.85,4662.43800111,500.0,1.0,1.0,500.0,500,15.9099,5.4346e-20,,354.811757423,100
0.859779,0.4,188.978081161,1.04599,0.00171789,1,499.827746279,4662.98,0.002,4664.68236734,4664.68236734,0.00208995,4406.61,4664.68236734,500.0,1.00035,1.00097,499.827087139,500,15.1819,1.38191e-09,0.000346151,188.978081161,100
1.0,0.4,166.367242095,1.0,0.01,2,100.0,4663.25,0.01,4663.24847033,4663.24847033,0.01,4090.1,4663.24847033,500.0,1.0,1.0,500.0,500,12.8337,3.50449e-18,,166.367242095,100
1.0,0.4,265.539790876,1.0,0.005,2,200.000000102,4662.76,0.005,4662.27920141,4662.27920141,0.005,4257.48,4662.27920141,500.0,1.0,1.0,500.0,500,14.6297,2.1793e-19,,265.539790876,100
1.0,0.4,152.497431183,1.0,0.00333333,2,299.999969474,4663.13,0.00333333,4663.87047822,4663.87047822,0.00333333,4332.22,4663.87047822,500.0,1.0,1.0,500.0,500,13.9026,5.43914e-20,,152.497431183,100
1.0,0.4,169.287529436,1.0,0.0025,2,400.0,4663.43,0.0025,4664.30535653,4664.30535653,0.0025,4376.85,4664.30535653,500.0,1.0,1.0,500.0,500,13.6791,5.4346e-20,,169.287529436,100
0.913115,0.4,255.097748881,1.03571,0.00182642,1,499.858336056,4663.21,0.002,4661.96070503,4661.96070503,0.00207163,4406.84,4661.96070503,500.0,1.00027,0.999894,499.862887322,500,14.0291,1.13586e-09,0.000283905,255.097748881,100
1.0,0.4,287.37801181,1.0,0.01,2,100.0,4658.63,0.01,4658.63471267,4658.63471267,0.01,4085.49,4658.63471267,500.0,1.0,1.0,500.0,500,16.8673,3.50449e-18,,287.37801181,100
1.0,0.4,381.806599437,1.0,0.005,2,200.000000102,4658.99,0.005,4659.34692913,4659.34692913,0.005,4253.7,4659.34692913,500.0,1.0,1.0,500.0,500,18.2037,2.1793e-19,,381.806599437,100
1.0,0.4,276.893839658,1.0,0.00333333,2,299.999969474,4659.23,0.00333333,4659.7106683,4659.7106683,0.00333333,4328.31,4659.7106683,500.0,1.0,1.0,500.0,500,17.675,5.43914e-20,,276.893839658,100
1.0,0.4,239.842690571,1.0,0.0025,2,400.0,4660.04,0.0025,4662.46971084,4662.46971084,0.0025,4373.46,4662.46971084,500.0,1.0,1.0,500.0,500,17.194,5.4346e-20,,239.842690571,100
0.879972,0.4,186.155022857,1.04381,0.00175915,1,499.698143411,4660.73,0.002,4662.72302714,4662.72302714,0.00208667,4404.33,4662.72302714,500.0,1.00057,1.00045,499.717514461,500,16.3236,2.42092e-09,0.000605779,186.155022857,100
1.0,0.4,217.873350992,1.0,0.01,2,100.0,4662.04,0.01,4662.03578616,4662.03578616,0.01,4088.87,4662.03578616,500.0,1.0,1.0,500.0,500,14.6865,3.50449e-18,,217.873350992,100
1.0,0.4,188.258578444,1.0,0.005,2,200.000000102,4663.31,0.005,4664.58592814,4664.58592814,0.005,4258.02,4664.58592814,500.0,1.0,1.0,500.0,500,14.2359,2.1793e-19,,188.258578444,100
1.0,0.4,200.522337247,1.0,0.00333333,2,299.999969474,4663.06,0.00333333,4662.55404538,4662.55404538,0.00333333,4332.14,4662.55404538,500.0,1.0,1.0,500.0,500,14.1918,5.43914e-20,,200.522337247,100
1.0,0.4,8962.69150522,1.0,0.0025,2,400.0,4658.88,0.0025,4646.3631449,4646.3631449,0.0025,4372.3,4646.3631449,498.67,1.0,1.0,500.0,500,49.2096,5.4346e-20,,8962.69150522,100
0.653307,0.4,269.381305338,1.10887,0.00130356,1,498.285002029,4660.43,0.002,4661.53625556,4661.53625556,0.00221256,4403.68,4661.53625556,500.0,1.00331,1.00234,498.352253663,500,31.6223,1.37919e-08,0.00346417,269.381305338,100
1.0,0.4,137.541496432,1.0,0.01,2,100.0,4663.77,0.01,4663.76995551,4663.76995551,0.01,4090.59,4663.76995551,500.0,1.0,1.0,500.0,500,11.669,3.50449e-18,,137.541496432,100
1.0,0.4,207.173237699,1.0,0.005,2,200.000000102,4664.8,0.005,4665.8218804,4665.8218804,0.005,4259.5,4665.8218804,500.0,1.0,1.0,500.0,500,13.1029,2.1793e-19,,207.173237699,100
1.0,0.4,140.740037301,1.0,0.00333333,2,299.999969474,4665.24,0.00333333,4666.12850056,4666.12850056,0.00333333,4334.31,4666.12850056,500.0,1.0,1.0,500.0,500,12.7003,5.43914e-20,,140.740037301,100
