MinVanillaIw,Delta,VarDiscRet,MaxVanillaIw,MinNormIw,IterType,ESSClassic,J,AvgNormIw,VanillaAvgRet,AvgRet,MaxNormIw,Bound,AvgDiscRet,AvgEpLen,eRenyi2,AvgVanillaIw,ESSRenyi,BatchSize,VarJ,VarNormIw,VarVanillaIw,VarRet,EpsThisIter
1.0,0.4,206.286659793,1.0,0.01,2,100.0,4662.75,0.01,4662.75176186,4662.75176186,0.01,4089.57,4662.75176186,500.0,1.0,1.0,500.0,500,14.2907,3.50449e-18,,206.286659793,100
1.0,0.4,188.746043832,1.0,0.005,2,200.000000102,4662.79,0.005,4662.82127072,4662.82127072,0.005,4257.49,4662.82127072,500.0,1.0,1.0,500.0,500,13.9837,2.1793e-19,,188.746043832,100
1.0,0.4,198.303672137,1.0,0.00333333,2,299.999969474,4663.06,0.00333333,4663.60235267,4663.60235267,0.00333333,4332.13,4663.60235267,500.0,1.0,1.0,500.0,500,13.9982,5.43914e-20,,198.303672137,100
1.0,0.4,212.419006855,1.0,0.0025,2,400.0,4663.35,0.0025,4664.21380626,4664.21380626,0.0025,4376.76,4664.21380626,500.0,1.0,1.0,500.0,500,14.1346,5.4346e-20,,212.419006855,100
0.943055,0.4,175.947353989,1.04386,0.00188694,1,499.864292252,4663.4,0.002,4663.28946073,4663.28946073,0.00208865,4407.03,4663.28946073,500.0,1.00027,0.999558,499.866640384,500,13.867,1.08697e-09,0.000271503,175.947353989,100
1.0,0.4,202.48781897,1.0,0.01,2,100.0,4662.94,0.01,4662.93845856,4662.93845856,0.01,4089.76,4662.93845856,500.0,1.0,1.0,500.0,500,14.1585,3.50449e-18,,202.48781897,100
1.0,0.4,185.985770043,1.0,0.005,2,200.000000102,4663.02,0.005,4663.10438896,4663.10438896,0.005,4257.72,4663.10438896,500.0,1.0,1.0,500.0,500,13.8673,2.1793e-19,,185.985770043,100
1.0,0.4,143.294960151,1.0,0.00333333,2,299.999969474,4664.08,0.00333333,4666.20795072,4666.20795072,0.00333333,4333.16,4666.20795072,500.0,1.0,1.0,500.0,500,13.3321,5.43914e-20,,143.294960151,100
1.0,0.4,208.744942663,1.0,0.0025,2,400.0,4664.19,0.0025,4664.5106776,4664.5106776,0.0025,4377.6,4664.5106776,500.0,1.0,1.0,500.0,500,13.6017,5.4346e-20,,208.744942663,100
0.891513,0.4,200.236115502,1.03334,0.00178431,1,499.794550661,4663.63,0.002,4660.90612456,4660.90612456,0.00206817,4407.25,4660.90612456,500.0,1.00034,0.999281,499.831197049,500,13.6016,1.65038e-09,0.000412002,200.236115502,100
1.0,0.4,193.922873373,1.0,0.01,2,100.0,4663.15,0.01,4663.14665399,4663.14665399,0.01,4090.0,4663.14665399,500.0,1.0,1.0,500.0,500,13.8558,3.50449e-18,,193.922873373,100
1.0,0.4,158.106032939,1.0,0.005,2,200.000000102,4663.64,0.005,4664.13643792,4664.13643792,0.005,4258.35,4664.13643792,500.0,1.0,1.0,500.0,500,13.2098,2.1793e-19,,158.106032939,100
1.0,0.4,273.880287146,1.0,0.00333333,2,299.999969474,4663.33,0.00333333,4662.70109622,4662.70109622,0.00333333,4332.4,4662.70109622,500.0,1.0,1.0,500.0,500,14.3844,5.43914e-20,,273.880287146,100
1.0,0.4,211.143566797,1.0,0.0025,2,400.0,4663.17,0.0025,4662.71329672,4662.71329672,0.0025,4376.59,4662.71329672,500.0,1.0,1.0,500.0,500,14.4053,5.4346e-20,,211.143566797,100
0.895102,0.4,202.183391365,1.04871,0.00179126,1,499.785718847,4663.28,0.002,4663.22891231,4663.22891231,0.00209865,4406.9,4663.22891231,500.0,1.00035,0.999412,499.824942865,500,14.2038,1.71876e-09,0.000429184,202.183391365,100
1.0,0.4,152.315734764,1.0,0.01,2,100.0,4665.62,0.01,4665.62131908,4665.62131908,0.01,4092.45,4665.62131908,500.0,1.0,1.0,500.0,500,12.2798,3.50449e-18,,152.315734764,100
