VarRet,AvgDiscRet,eRenyi2,ESSClassic,BatchSize,IterType,J,MinVanillaIw,VanillaAvgRet,MinNormIw,AvgEpLen,VarJ,Delta,VarVanillaIw,EpsThisIter,VarNormIw,MaxNormIw,MaxVanillaIw,Bound,VarDiscRet,AvgRet,AvgVanillaIw,AvgNormIw,ESSRenyi
48.8829998783,4672.14481655,1.0,299.999969474,500,2,4671.96,1.0,4672.14481655,0.00333333,500.0,7.18849,0.9,,100,5.43914e-20,0.00333333,1.0,4581.9,48.8829998783,4672.14481655,1.0,0.00333333,500.0
56.3959111058,4671.88206639,1.0,400.0,500,2,4671.94,1.0,4671.88206639,0.0025,500.0,7.2605,0.9,,100,5.4346e-20,0.0025,1.0,4593.94,56.3959111058,4671.88206639,1.0,0.0025,500.0
47.2794047418,4671.26252302,1.00379,497.667168647,500,1,4672.09,0.685475,4671.26252302,0.00137898,500.0,6.79067,0.9,0.00464178,100,1.87852e-08,0.00222827,1.10765,4602.19,47.2794047418,4671.26252302,0.994179,0.002,498.114274144
87.8027436173,4671.75724353,1.0,100.0,500,2,4671.76,1.0,4671.75724353,0.01,500.0,9.32332,0.9,,100,3.50449e-18,0.01,1.0,4515.76,87.8027436173,4671.75724353,1.0,0.01,500.0
81.996217921,4671.52336393,1.0,200.000000102,500,2,4671.64,1.0,4671.52336393,0.005,500.0,9.16865,0.9,,100,2.1793e-19,0.005,1.0,4561.33,81.996217921,4671.52336393,1.0,0.005,500.0
82.0928804948,4671.58163223,1.0,299.999969474,500,2,4671.62,1.0,4671.58163223,0.00333333,500.0,9.11779,0.9,,100,5.43914e-20,0.00333333,1.0,4581.55,82.0928804948,4671.58163223,1.0,0.00333333,500.0
44.5008485408,4672.55301823,1.0,400.0,500,2,4671.85,1.0,4672.55301823,0.0025,500.0,8.57482,0.9,,100,5.4346e-20,0.0025,1.0,4593.85,44.5008485408,4672.55301823,1.0,0.0025,500.0
67.5281744823,4671.13869533,1.00492,497.324173382,500,1,4672.08,0.624579,4671.13869533,0.00124827,500.0,7.49771,0.9,0.00539862,100,2.15638e-08,0.00225894,1.13027,4602.14,67.5281744823,4671.13869533,1.00071,0.002,497.552985434
30.4731031638,4672.85427079,1.0,100.0,500,2,4672.85,1.0,4672.85427079,0.01,500.0,5.49259,0.9,,100,3.50449e-18,0.01,1.0,4516.86,30.4731031638,4672.85427079,1.0,0.01,500.0
38.2209561741,4673.34574489,1.0,200.000000102,500,2,4673.1,1.0,4673.34574489,0.005,500.0,5.83644,0.9,,100,2.1793e-19,0.005,1.0,4562.79,38.2209561741,4673.34574489,1.0,0.005,500.0
43.3991073565,4672.65511468,1.0,299.999969474,500,2,4672.95,1.0,4672.65511468,0.00333333,500.0,6.08893,0.9,,100,5.43914e-20,0.00333333,1.0,4582.89,43.3991073565,4672.65511468,1.0,0.00333333,500.0
37.296121255,4673.32455658,1.0,400.0,500,2,4673.04,1.0,4673.32455658,0.0025,500.0,6.08794,0.9,,100,5.4346e-20,0.0025,1.0,4595.04,37.296121255,4673.32455658,1.0,0.0025,500.0
39.2978131299,4673.24179271,1.00208,498.883979125,500,1,4673.23,0.736658,4673.24179271,0.00147178,500.0,5.85608,0.9,0.0022462,100,8.96604e-09,0.00217837,1.09032,4603.39,39.2978131299,4673.24179271,1.00105,0.002,498.961583219
30.476481525,4673.98026099,1.0,100.0,500,2,4673.98,1.0,4673.98026099,0.01,500.0,5.49288,0.9,,100,3.50449e-18,0.01,1.0,4517.98,30.476481525,4673.98026099,1.0,0.01,500.0
32.0638587035,4672.71843173,1.0,200.000000102,500,2,4673.35,1.0,4672.71843173,0.005,500.0,5.5996,0.9,,100,2.1793e-19,0.005,1.0,4563.04,32.0638587035,4672.71843173,1.0,0.005,500.0
31.1998675166,4672.85462362,1.0,299.999969474,500,2,4673.18,1.0,4672.85462362,0.00333333,500.0,5.59054,0.9,,100,5.43914e-20,0.00333333,1.0,4583.12,31.1998675166,4672.85462362,1.0,0.00333333,500.0
37.3371258202,4672.74523846,1.0,400.0,500,2,4673.07,1.0,4672.74523846,0.0025,500.0,5.71994,0.9,,100,5.4346e-20,0.0025,1.0,4595.07,37.3371258202,4672.74523846,1.0,0.0025,500.0
26.0130636885,4673.81459806,1.0014,499.290266799,500,1,4673.32,0.838131,4673.81459806,0.00167145,500.0,5.46776,0.9,0.00143209,100,5.69552e-09,0.0022181,1.11224,4603.51,26.0130636885,4673.81459806,1.00288,0.002,499.298544723
52.6928361697,4671.49699206,1.0,100.0,500,2,4671.5,1.0,4671.49699206,0.01,500.0,7.2226,0.9,,100,3.50449e-18,0.01,1.0,4515.5,52.6928361697,4671.49699206,1.0,0.01,500.0
37.7662518887,4672.6683643,1.0,200.000000102,500,2,4672.08,1.0,4672.6683643,0.005,500.0,6.71717,0.9,,100,2.1793e-19,0.005,1.0,4561.77,37.7662518887,4672.6683643,1.0,0.005,500.0
39.9434994083,4672.14639857,1.0,299.999969474,500,2,4672.1,1.0,4672.14639857,0.00333333,500.0,6.57742,0.9,,100,5.43914e-20,0.00333333,1.0,4582.04,39.9434994083,4672.14639857,1.0,0.00333333,500.0
55.1956401273,4672.21935704,1.0,400.0,500,2,4672.13,1.0,4672.21935704,0.0025,500.0,6.79045,0.9,,100,5.4346e-20,0.0025,1.0,4594.13,55.1956401273,4672.21935704,1.0,0.0025,500.0
32.2129843035,4672.48068953,1.00259,498.684780517,500,1,4672.39,0.780122,4672.48068953,0.00155955,500.0,6.28239,0.9,0.00264564,100,1.05732e-08,0.0021989,1.09994,4602.53,32.2129843035,4672.48068953,1.00044,0.002,498.709145584
