MaxNormIw,VarVanillaIw,VanillaAvgRet,ESSClassic,AvgEpLen,AvgRet,MinVanillaIw,ESSRenyi,Bound,AvgVanillaIw,EpsThisIter,AvgDiscRet,VarJ,MaxVanillaIw,IterType,VarDiscRet,VarRet,AvgNormIw,renyi2,SamplesThisIter,BatchSize,MinNormIw,J,delta,VarNormIw
0.00406336,138.588,-357.499289111,2.66635453027,442.477876106,-357.499289111,,nan,-297.032,3.07514,113,-357.499289111,2041.61,254.156,1,13416.7909877,13416.7909877,4.91642e-05,nan,50000,100,,-42019.0,0.2,3.54238e-08
0.00293263,166.521,-355.972910105,1.83071010686,442.477876106,-355.972910105,,nan,-305.96,3.37166,113,-355.972910105,2018.91,201.118,1,12277.4131117,12277.4131117,4.91642e-05,nan,50000,100,,-42200.3,0.2,3.54062e-08
0.00183712,22.4903,-371.589282267,0.625833742817,467.289719626,-371.589282267,2.61892e-10,nan,-369.609,1.72601,107,-371.589282267,2289.29,61.0715,1,7881.21044578,7881.21044578,5.19211e-05,nan,50000,100,7.87811e-15,-49517.4,0.2,2.03513e-08
0.00118756,33.3928,-341.953780778,0.893694757265,427.35042735,-341.953780778,,nan,-268.147,2.18139,117,-341.953780778,2299.85,54.5565,1,16244.5605191,16244.5605191,4.74834e-05,nan,50000,100,,-40053.1,0.2,1.58224e-08
0.000626581,11.4049,-310.916073608,1.07850255509,390.625,-310.916073608,,nan,-230.578,1.68373,128,-310.916073608,2028.29,24.307,1,21090.2525792,21090.2525792,4.34028e-05,nan,50000,100,,-36204.3,0.2,7.57846e-09
0.000645153,13.9311,-309.237418593,1.50410141069,390.625,-309.237418593,1.20863e-22,nan,-217.287,1.78135,128,-309.237418593,2159.78,26.4786,1,22064.7876367,22064.7876367,4.34028e-05,nan,50000,100,2.94484e-27,-34376.1,0.2,8.27029e-09
0.000686691,14.4565,-307.042951927,1.70358705003,384.615384615,-307.042951927,,nan,-213.679,1.84711,130,-307.042951927,2288.21,29.6804,1,22983.8315016,22983.8315016,4.2735e-05,nan,50000,100,,-33649.1,0.2,7.73831e-09
0.000478397,5.71564,-286.108103816,1.88165012176,362.31884058,-286.108103816,,nan,-200.142,1.44899,138,-286.108103816,2115.16,17.2189,1,23846.8007815,23846.8007815,4.02576e-05,nan,50000,100,,-31810.0,0.2,4.41195e-09
0.000738715,6.86778,-285.033015626,1.36280736217,364.96350365,-285.033015626,5.32913e-37,nan,-209.23,1.53247,137,-285.033015626,2042.0,27.9166,1,22757.7980623,22757.7980623,4.05515e-05,nan,50000,100,1.41013e-41,-32952.1,0.2,4.80889e-09
0.000253409,1.8752,-251.697136302,2.01391160817,324.675324675,-251.697136302,1.74024e-26,nan,-181.52,1.14115,154,-251.697136302,1977.78,8.01597,1,25571.2102423,25571.2102423,3.6075e-05,nan,50000,100,5.50144e-31,-29161.5,0.2,1.87404e-09
0.000286161,0.977386,-220.616181367,1.89489590487,290.697674419,-220.616181367,,nan,-166.957,1.00746,172,-220.616181367,1776.47,8.92566,1,24418.8084935,24418.8084935,3.22997e-05,nan,50000,100,,-26150.0,0.2,1.00463e-09
0.000222173,0.815467,-210.094745554,1.94162671735,274.725274725,-210.094745554,1.83967e-34,nan,-158.382,0.958512,182,-210.094745554,1800.2,6.97643,1,25436.660497,25436.660497,3.0525e-05,nan,50000,100,5.85866e-39,-24690.5,0.2,8.27034e-10
9.78589e-05,0.298954,-130.315000858,2.9553513065,177.93594306,-130.315000858,3.27706e-11,nan,-123.644,0.882003,281,-130.315000858,1238.44,4.36565,1,15927.718581,15927.718581,1.97707e-05,nan,50000,100,7.34574e-16,-17506.5,0.2,1.50213e-10
0.000145289,0.489397,-156.035095382,2.4880447769,206.611570248,-156.035095382,2.02386e-19,nan,-131.127,0.890792,242,-156.035095382,1481.26,5.63763,1,21449.0016869,21449.0016869,2.29568e-05,nan,50000,100,5.21575e-24,-19165.6,0.2,3.25037e-10
0.000131501,0.422082,-152.991745726,2.23376669292,204.081632653,-152.991745726,5.57942e-12,nan,-131.645,0.884179,245,-152.991745726,1478.99,5.12754,1,20812.0216061,20812.0216061,2.26757e-05,nan,50000,100,1.4309e-16,-19317.6,0.2,2.77613e-10
0.000125428,0.305606,-134.541981789,2.98658514186,181.15942029,-134.541981789,1.1854e-14,nan,-123.582,0.837405,276,-134.541981789,1314.59,5.21807,1,18069.6246407,18069.6246407,2.01288e-05,nan,50000,100,2.84937e-19,-17514.1,0.2,1.76575e-10
6.69886e-05,0.192581,-101.540848043,2.9999488056,140.449438202,-101.540848043,4.85206e-10,nan,-110.833,0.859622,356,-101.540848043,966.912,3.69004,1,10651.4746859,10651.4746859,1.56055e-05,nan,50000,100,8.80838e-15,-14711.5,0.2,6.34677e-11
9.89991e-05,0.294369,-123.510702739,2.72954331325,166.666666667,-123.510702739,1.5694e-13,nan,-117.445,0.830784,300,-123.510702739,1226.23,4.44133,1,16692.3248411,16692.3248411,1.85185e-05,nan,50000,100,3.49825e-18,-16246.4,0.2,1.46261e-10
6.34011e-05,0.181933,-99.3419433431,3.31204561356,136.612021858,-99.3419433431,7.42273e-15,2.1771934757e-12,-109.382,0.850102,366,-99.3419433431,970.046,3.55076,1,10896.6561848,10896.6561848,1.51791e-05,31.4582,50000,100,1.32538e-19,-14348.7,0.2,5.80047e-11
9.76129e-05,0.239095,-109.504230824,3.13972509578,148.367952522,-109.504230824,3.71821e-08,nan,-111.831,0.840249,337,-109.504230824,1085.87,4.97528,1,13604.8340926,13604.8340926,1.64853e-05,nan,50000,100,7.29498e-13,-15075.5,0.2,9.20342e-11
4.27345e-05,0.104553,-78.5051786854,3.44358388052,111.35857461,-78.5051786854,6.42474e-05,3.34770594495e-12,-101.845,0.895772,449,-78.5051786854,676.795,3.09382,1,5354.87999534,5354.87999534,1.23732e-05,31.0279,50000,100,8.8744e-10,-12515.3,0.2,1.99482e-11
3.67102e-05,0.0933285,-76.3587090386,3.35226489235,108.932461874,-76.3587090386,0.00160024,8.57782162261e-12,-102.221,0.906203,459,-76.3587090386,592.285,2.74851,1,4385.07843994,4385.07843994,1.21036e-05,30.087,50000,100,2.13735e-08,-12405.4,0.2,1.66492e-11
2.66997e-05,0.0618659,-68.5017912976,3.31918721619,99.0099009901,-68.5017912976,0.0143485,9.10942112981e-12,-97.3919,0.933636,505,-68.5017912976,461.904,2.26593,1,2464.48539309,2464.48539309,1.10011e-05,30.0269,50000,100,1.69069e-07,-11542.4,0.2,8.5895e-12
4.84826e-05,0.140448,-84.4897700793,3.56828131299,117.647058824,-84.4897700793,0.000270442,3.8474870896e-12,-102.542,0.87843,425,-84.4897700793,786.944,3.25802,1,7608.72864955,7608.72864955,1.30719e-05,30.8888,50000,100,4.02444e-09,-12895.0,0.2,3.11013e-11
2.31783e-05,0.0515858,-67.2699944237,3.29094891015,96.7117988395,-67.2699944237,0.012963,7.83145226484e-12,-97.0447,0.95007,517,-67.2699944237,469.663,2.04928,1,2394.64939984,2394.64939984,1.07458e-05,30.178,50000,100,1.46618e-07,-11481.6,0.2,6.59923e-12
3.34407e-05,0.0989787,-76.2747067095,3.43206358692,108.459869848,-76.2747067095,0.00326654,4.94674887302e-12,-100.327,0.908585,461,-76.2747067095,654.867,2.52125,1,5156.81656551,5156.81656551,1.20511e-05,30.6375,50000,100,4.3326e-08,-12249.7,0.2,1.74126e-11
2.72517e-05,0.0645575,-69.9868998755,3.20074958314,101.419878296,-69.9868998755,0.0159372,3.01281622282e-12,-98.6474,0.937103,493,-69.9868998755,504.667,2.26621,1,2940.99395354,2940.99395354,1.12689e-05,31.1333,50000,100,1.91648e-07,-11743.2,0.2,9.3354e-12
2.67812e-05,0.0552192,-67.1163368595,3.33525279104,96.5250965251,-67.1163368595,0.0240683,3.16773734358e-12,-96.4299,0.954681,518,-67.1163368595,479.885,2.38391,1,2631.53120774,2631.53120774,1.0725e-05,31.0832,50000,100,2.70386e-07,-11394.8,0.2,6.96897e-12
1.84815e-05,0.0186729,-60.1045387531,3.43707831416,88.0281690141,-60.1045387531,0.0896643,2.90814354085e-12,-92.973,0.989875,568,-60.1045387531,213.727,1.87041,1,418.334964341,418.334964341,9.78091e-06,31.1687,50000,100,8.85969e-07,-10662.8,0.2,1.8231e-12
2.70402e-05,0.0693466,-68.9717198798,3.40392749953,98.6193293886,-68.9717198798,0.0145838,2.56388847805e-12,-96.9711,0.945962,507,-68.9717198798,530.722,2.33434,1,3233.36651148,3233.36651148,1.09577e-05,31.2947,50000,100,1.68934e-07,-11544.9,0.2,9.305e-12
2.37048e-05,0.0465307,-65.6816345221,3.35614760058,94.8766603416,-65.6816345221,0.0340385,2.47102502341e-12,-95.8843,0.968309,527,-65.6816345221,438.716,2.17738,1,2172.26112024,2172.26112024,1.05419e-05,31.3316,50000,100,3.70573e-07,-11259.5,0.2,5.515e-12
1.7671e-05,0.0226516,-61.1425321897,3.32359961241,88.9679715302,-61.1425321897,0.0548743,3.17987471018e-12,-93.7268,0.984853,562,-61.1425321897,271.297,1.76053,1,756.941721201,756.941721201,9.88533e-06,31.0793,50000,100,5.50793e-07,-10790.1,0.2,2.28212e-12
2.246e-05,0.0189653,-61.5492793357,3.27672469326,90.2527075812,-61.5492793357,0.0980243,3.63921351645e-12,-94.7814,0.989725,554,-61.5492793357,224.403,2.2167,1,458.789727231,458.789727231,1.00281e-05,30.9444,50000,100,9.932e-07,-10920.4,0.2,1.947e-12
2.55279e-05,0.031842,-62.9435520839,3.25779793612,91.7431192661,-62.9435520839,0.0331896,3.53782509269e-12,-94.6806,0.978204,545,-62.9435520839,341.617,2.4497,1,1286.07501091,1286.07501091,1.01937e-05,30.9727,50000,100,3.45863e-07,-10983.7,0.2,3.45783e-12
1.98169e-05,0.0329341,-63.1180483792,3.40366866958,91.5750915751,-63.1180483792,0.0475275,3.39812953677e-12,-94.6679,0.977534,546,-63.1180483792,357.928,1.90385,1,1401.13864458,1401.13864458,1.0175e-05,31.013,50000,100,4.94707e-07,-11006.2,0.2,3.56823e-12
1.76403e-05,0.0198392,-61.3542404049,3.29931622697,89.7666068223,-61.3542404049,0.0918285,3.34043488122e-12,-94.3207,0.99021,557,-61.3542404049,263.013,1.7513,1,672.634427044,672.634427044,9.97407e-06,31.0301,50000,100,9.24959e-07,-10861.7,0.2,2.01286e-12
6.94627e-05,0.150951,-58.6501060584,3.69349663748,86.0585197935,-58.6501060584,0.00189876,1.55502053851e-12,-64.5779,0.93748,581,-58.6501060584,131.651,6.81023,1,63.4145185916,63.4145185916,9.56206e-06,31.7947,50000,100,1.93668e-08,-10293.1,0.2,1.57041e-11
1.85986e-05,0.0240883,-61.1230529953,3.3068742717,88.9679715302,-61.1230529953,0.0616432,9.69851359495e-13,-93.3706,0.984854,562,-61.1230529953,297.121,1.85294,1,934.668741806,934.668741806,9.88533e-06,32.2668,50000,100,6.18735e-07,-10755.4,0.2,2.42686e-12
2.73949e-05,0.0317131,-61.8928416181,3.40548442356,89.7666068223,-61.8928416181,0.0503455,8.60986253322e-13,-93.6768,0.978145,557,-61.8928416181,338.329,2.68658,1,1167.39055772,1167.39055772,9.97407e-06,32.3859,50000,100,5.13369e-07,-10828.0,0.2,3.29744e-12
2.8476e-05,0.0645835,-67.5734179416,3.39060776125,96.5250965251,-67.5734179416,0.00616878,6.01473543537e-13,-95.6712,0.950242,518,-67.5734179416,525.93,2.52299,1,3105.25914096,3105.25914096,1.0725e-05,32.7446,50000,100,6.96247e-08,-11354.4,0.2,8.22714e-12
1.9037e-05,0.02954,-61.1025779344,3.34411124781,88.6524822695,-61.1025779344,0.0512024,7.87587748909e-13,-92.5898,0.981313,564,-61.1025779344,317.503,1.89652,1,1167.73671925,1167.73671925,9.85028e-06,32.475,50000,100,5.13962e-07,-10672.8,0.2,2.97641e-12
1.84447e-05,0.0209904,-61.5862910364,3.29915837959,90.0900900901,-61.5862910364,0.0579358,8.9174938432e-13,-94.4846,0.988834,555,-61.5862910364,254.077,1.82205,1,684.296405156,684.296405156,1.001e-05,32.3508,50000,100,5.86487e-07,-10883.5,0.2,2.15102e-12
2.5895e-05,0.0308784,-62.2143916722,3.3178683407,89.928057554,-62.2143916722,0.0445805,1.17043539308e-12,-93.7772,0.978737,556,-62.2143916722,358.986,2.53646,1,1316.15368414,1316.15368414,9.99201e-06,32.0788,50000,100,4.55126e-07,-10875.7,0.2,3.21831e-12
2.5788e-05,0.0220937,-60.8951977072,3.33053789742,88.9679715302,-60.8951977072,0.0592229,1.0024219347e-12,-93.4709,0.987434,562,-60.8951977072,248.393,2.57594,1,720.410280661,720.410280661,9.88533e-06,32.2338,50000,100,5.92889e-07,-10734.3,0.2,2.21429e-12
1.67032e-05,0.0125443,-59.549909391,3.32546370126,87.1080139373,-59.549909391,0.123089,1.09943422793e-12,-92.7523,0.994027,574,-59.549909391,173.68,1.71547,1,269.048927473,269.048927473,9.67867e-06,32.1414,50000,100,1.19849e-06,-10620.9,0.2,1.18927e-12
1.84842e-05,0.0230636,-60.8150388525,3.45964894823,88.809946714,-60.8150388525,0.0888187,9.53035782432e-13,-93.4339,0.988549,563,-60.8150388525,268.157,1.85174,1,697.602487278,697.602487278,9.86777e-06,32.2843,50000,100,8.86596e-07,-10743.7,0.2,2.29811e-12
2.14501e-05,0.032805,-62.1343166741,3.33595785394,90.0900900901,-62.1343166741,0.0544714,7.67399999387e-13,-93.6625,0.982068,555,-62.1343166741,337.413,2.10444,1,1242.28513243,1242.28513243,1.001e-05,32.5009,50000,100,5.55215e-07,-10843.2,0.2,3.40821e-12
2.59079e-05,0.0293725,-61.5172983919,3.33130521914,89.2857142857,-61.5172983919,0.0529714,8.66693636411e-13,-93.302,0.981641,560,-61.5172983919,323.26,2.56357,1,1139.45425093,1139.45425093,9.92064e-06,32.3793,50000,100,5.35338e-07,-10769.6,0.2,2.99995e-12
1.96344e-05,0.0252512,-60.4605580029,3.31199760196,87.8734622144,-60.4605580029,0.0705418,8.66257311207e-13,-92.3757,0.987897,569,-60.4605580029,293.728,1.98661,1,933.842614282,933.842614282,9.76372e-06,32.3798,50000,100,6.97188e-07,-10627.1,0.2,2.46654e-12
4.59424e-05,0.147255,-58.5662292212,3.55378773613,85.910652921,-58.5662292212,0.0023878,5.01087424412e-13,-64.8529,0.946029,582,-58.5662292212,110.538,4.55317,1,60.3098318762,60.3098318762,9.54563e-06,32.9272,50000,100,2.40934e-08,-10286.2,0.2,1.49924e-11
1.58566e-05,0.0131079,-59.1721678477,3.37741245104,86.8055555556,-59.1721678477,0.145085,6.0902800141e-13,-92.2923,0.994991,576,-59.1721678477,174.771,1.63578,1,269.297725101,269.297725101,9.64506e-06,32.7321,50000,100,1.4064e-06,-10551.8,0.2,1.2317e-12
1.82733e-05,0.026283,-61.4079756213,3.26372860737,89.2857142857,-61.4079756213,0.0722642,5.11465851377e-13,-93.5007,0.988079,560,-61.4079756213,301.407,1.81999,1,1003.04685361,1003.04685361,9.92064e-06,32.9067,50000,100,7.25556e-07,-10782.4,0.2,2.64953e-12
2.51566e-05,0.0148378,-59.1426271467,3.34364074367,86.6551126516,-59.1426271467,0.111942,5.11715612475e-13,-92.3452,0.994411,577,-59.1426271467,183.28,2.59816,1,274.434641266,274.434641266,9.62835e-06,32.9062,50000,100,1.08388e-06,-10536.1,0.2,1.39105e-12
2.32169e-05,0.0222695,-60.4772212139,3.33144713166,88.1834215168,-60.4772212139,0.0777723,5.23041929034e-13,-92.9774,0.991105,567,-60.4772212139,263.394,2.34844,1,718.011512998,718.011512998,9.79816e-06,32.8843,50000,100,7.68864e-07,-10681.3,0.2,2.17651e-12
4.7274e-05,0.227766,-58.0797492749,3.68646462841,84.8896434635,-58.0797492749,0.00154703,1.40539802381e-13,-61.9545,0.932614,589,-58.0797492749,109.183,4.67425,1,50.0486539376,50.0486539376,9.43218e-06,34.1985,50000,100,1.56462e-08,-10147.5,0.2,2.32975e-11
8.24033e-05,0.154588,-58.7199198813,3.53397548668,86.2068965517,-58.7199198813,0.0235727,6.65250085805e-13,-66.6871,0.97484,580,-58.7199198813,223.797,8.38645,1,77.3618043958,77.3618043958,9.57854e-06,32.6438,50000,100,2.3162e-07,-10285.7,0.2,1.49248e-11
5.37416e-05,0.21088,-57.9251738221,3.71845639669,84.7457627119,-57.9251738221,0.00179037,4.30850237469e-13,-62.3001,0.931055,590,-57.9251738221,114.919,5.31386,1,56.2998269043,56.2998269043,9.4162e-06,33.0782,50000,100,1.81069e-08,-10115.2,0.2,2.15693e-11
1.87288e-05,0.0140138,-59.6350887291,3.38927692546,87.5656742557,-59.6350887291,0.102022,3.45585659866e-13,-92.9243,0.994803,571,-59.6350887291,179.811,1.91494,1,277.977652624,277.977652624,9.72952e-06,33.2987,50000,100,9.97816e-07,-10629.1,0.2,1.3405e-12
2.10686e-05,0.0163245,-59.9119709102,3.36424666238,87.4125874126,-59.9119709102,0.119258,3.39569172572e-13,-92.9583,0.993037,572,-59.9119709102,227.876,2.15411,1,485.322900625,485.322900625,9.71251e-06,33.3163,50000,100,1.16642e-06,-10646.9,0.2,1.56161e-12
2.25004e-05,0.0220673,-60.6662623274,3.34074477541,88.4955752212,-60.6662623274,0.0655498,3.07195592764e-13,-93.1807,0.988862,565,-60.6662623274,264.844,2.2628,1,723.773923346,723.773923346,9.83284e-06,33.4165,50000,100,6.518e-07,-10712.7,0.2,2.1819e-12
2.27842e-05,0.0204994,-59.7868305701,3.34568940658,87.1080139373,-59.7868305701,0.0770882,2.6545937539e-13,-92.2053,0.989435,574,-59.7868305701,264.047,2.32919,1,702.322236047,702.322236047,9.67867e-06,33.5625,50000,100,7.54078e-07,-10570.3,0.2,1.96154e-12
1.82936e-05,0.0236349,-60.7977517185,3.28382286809,88.4955752212,-60.7977517185,0.075611,2.35119383907e-13,-93.0588,0.988435,565,-60.7977517185,301.438,1.83894,1,927.32543943,927.32543943,9.83284e-06,33.6839,50000,100,7.5217e-07,-10712.2,0.2,2.33893e-12
2.10368e-05,0.0254491,-60.9417603798,3.38967955248,88.6524822695,-60.9417603798,0.0694969,1.94475196965e-13,-93.1192,0.990129,564,-60.9417603798,298.395,2.11458,1,922.227519405,922.227519405,9.85028e-06,33.8736,50000,100,6.91388e-07,-10727.4,0.2,2.51875e-12
2.70539e-05,0.0237596,-60.2785917719,3.36659889381,87.8734622144,-60.2785917719,0.0723812,2.0153219062e-13,-93.075,0.988871,569,-60.2785917719,273.443,2.74002,1,727.819688876,727.819688876,9.76372e-06,33.838,50000,100,7.14663e-07,-10634.6,0.2,2.31628e-12
2.10547e-05,0.0132733,-58.5544508473,3.36219361425,85.6164383562,-58.5544508473,0.110313,2.10258565342e-13,-91.6945,0.993272,584,-58.5544508473,178.161,2.19838,1,271.652412671,271.652412671,9.51294e-06,33.7956,50000,100,1.05651e-06,-10439.8,0.2,1.21751e-12
1.68001e-05,0.0183719,-59.560134418,3.32613558311,86.9565217391,-59.560134418,0.0768252,1.86779700031e-13,-92.2859,0.993907,575,-59.560134418,220.859,1.72821,1,504.491089458,504.491089458,9.66184e-06,33.914,50000,100,7.46822e-07,-10556.1,0.2,1.73613e-12
7.61981e-05,0.231085,-58.129567479,3.61108347889,85.1788756388,-58.129567479,0.00125272,6.52843177464e-14,-62.2467,0.933334,587,-58.129567479,124.634,7.51436,1,52.8404606335,52.8404606335,9.46432e-06,34.9652,50000,100,1.2703e-08,-10144.0,0.2,2.37617e-11
9.79119e-05,0.196082,-58.981418618,3.57727406169,86.5051903114,-58.981418618,0.00215884,1.43655433467e-13,-63.937,0.937139,578,-58.981418618,155.733,9.5464,1,51.6740662697,51.6740662697,9.61169e-06,34.1765,50000,100,2.2142e-08,-10325.8,0.2,2.06267e-11
0.000136981,0.240814,-58.0218533527,4.18991773318,85.0340136054,-58.0218533527,0.00125523,9.60326846187e-14,-61.9168,0.988302,588,-58.0218533527,271.282,14.3284,1,57.3403573728,57.3403573728,9.44822e-06,34.5793,50000,100,1.20001e-08,-10202.4,0.2,2.20091e-11
0.000125671,0.281809,-58.3916683532,3.65080488476,85.7632933105,-58.3916683532,0.00156605,4.99449783093e-14,-62.4952,0.966636,583,-58.3916683532,216.04,12.7479,1,57.0708247943,57.0708247943,9.52925e-06,35.233,50000,100,1.54384e-08,-10170.3,0.2,2.73872e-11
2.00037e-05,0.021287,-60.8984319827,3.27239206822,88.9679715302,-60.8984319827,0.0860795,7.3220752475e-14,-93.5952,0.988403,562,-60.8984319827,264.753,2.0001,1,717.980388145,717.980388145,9.88533e-06,34.8505,50000,100,8.60908e-07,-10760.2,0.2,2.12926e-12
0.000140467,0.462145,-58.7001990862,3.74087585078,86.0585197935,-58.7001990862,0.00253792,8.90963487804e-14,-61.2798,0.977089,581,-58.7001990862,258.727,14.3535,1,68.5475538953,68.5475538953,9.56206e-06,34.6542,50000,100,2.48368e-08,-10125.0,0.2,4.42601e-11
8.09348e-05,0.226699,-57.995365827,3.50289033953,84.7457627119,-57.995365827,0.00135324,4.25062795819e-14,-63.1888,0.953422,590,-57.995365827,158.354,8.19493,1,65.2873486313,65.2873486313,9.4162e-06,35.3943,50000,100,1.33649e-08,-10106.2,0.2,2.21121e-11
9.56487e-05,0.229749,-58.5029888745,3.59250763475,85.910652921,-58.5029888745,0.00510808,7.5612493102e-14,-63.3133,0.970237,582,-58.5029888745,207.661,9.72192,1,65.1875037078,65.1875037078,9.54563e-06,34.8183,50000,100,5.02556e-08,-10223.4,0.2,2.22386e-11
2.14885e-05,0.0160634,-59.2011757327,3.37453868774,86.5051903114,-59.2011757327,0.0751555,7.73087988189e-14,-91.9793,0.993913,578,-59.2011757327,213.661,2.22205,1,479.42212347,479.42212347,9.61169e-06,34.7961,50000,100,7.26795e-07,-10509.5,0.2,1.50224e-12
1.80246e-05,0.018851,-58.8948363359,3.41569212588,86.3557858377,-58.8948363359,0.102653,7.19957045291e-14,-84.4349,0.990159,579,-58.8948363359,145.071,1.86004,1,172.026109524,172.026109524,9.59509e-06,34.8673,50000,100,9.94757e-07,-10495.6,0.2,1.7702e-12
