AvgVanillaIw,VarRet,AvgEpLen,J,ESSClassic,VarDiscRet,AvgRet,MaxNormIw,AvgNormIw,eRenyi2,VarJ,MinNormIw,MinVanillaIw,AvgDiscRet,VarNormIw,BatchSize,IterType,ESSRenyi,EpsThisIter,MaxVanillaIw,Bound,VanillaAvgRet,VarVanillaIw
207.66966,115094.63962492104,500.0,666.07153,1.0089154880773783,115094.63962492104,-213.0517864152557,0.99557185,0.0020000003,2.5319326,73.99687,2.4766274e-07,0.025716018,-213.0517864152557,0.0019822915,500,1,197.47761117433222,100,103375.03,587.98706,-213.0517864152557,21372414.0
1.0,95023.37988371427,500.0,-153.26631,100.0,95023.37988371427,-153.26631758782457,0.01,0.009999998,1.0,306.71344,0.01,1.0,-153.26631758782457,3.5044917e-18,500,2,500.0,100,1.0,-245.50461,-153.26631758782457,
1.0,86256.54114582395,500.0,-150.58469,200.00000010221265,86256.54114582395,-147.90304990200448,0.005,0.0049999994,1.0,299.5676,0.005,1.0,-147.90304990200448,2.179301e-19,500,2,500.0,100,1.0,-215.807,-147.90304990200448,
1.0,105489.38617166608,500.0,-132.56163,299.999969473632,105489.38617166608,-96.51553216510773,0.0033333334,0.0033333336,1.0,308.68805,0.0033333334,1.0,-96.51553216510773,5.4391416e-20,500,2,500.0,100,1.0,-185.81543,-96.51553216510773,
1.0,72298.77814747588,500.0,-125.87781,400.0,72298.77814747588,-105.82631042348449,0.0025,0.0024999997,1.0,299.15582,0.0025,1.0,-105.82631042348449,5.434597e-20,500,2,500.0,100,1.0,-171.99696,-105.82631042348449,
455.23495,82070.819125473,500.0,704.03076,1.004663297376825,82070.819125473,-104.27604179852605,0.9976765,0.0020000003,2.2005718,35.58548,7.134733e-08,0.0162399,-104.27604179852605,0.0019906983,500,1,227.21367490994183,100,227088.61,642.83887,-104.27604179852605,103137510.0
1.0,114391.52529750191,500.0,-124.07475,100.0,114391.52529750191,-124.07475936837396,0.01,0.009999998,1.0,336.5228,0.01,1.0,-124.07475936837396,3.5044917e-18,500,2,500.0,100,1.0,-217.42542,-124.07475936837396,
1.0,80165.7873872825,500.0,-125.443085,200.00000010221265,80165.7873872825,-126.81142283091242,0.005,0.0049999994,1.0,310.3349,0.005,1.0,-126.81142283091242,2.179301e-19,500,2,500.0,100,1.0,-191.45198,-126.81142283091242,
1.0,82168.07190183048,500.0,-130.20705,299.999969473632,82168.07190183048,-139.7349115340203,0.0033333334,0.0033333336,1.0,302.26813,0.0033333334,1.0,-139.7349115340203,5.4391416e-20,500,2,500.0,100,1.0,-184.10309,-139.7349115340203,
1.0,96656.3179304834,500.0,-120.79962,400.0,96656.3179304834,-92.57738185423347,0.0025,0.0024999997,1.0,304.48718,0.0025,1.0,-92.57738185423347,5.434597e-20,500,2,500.0,100,1.0,-173.40169,-92.57738185423347,
191.05849,71204.04875880865,500.0,604.19037,1.020801776294475,71204.04875880865,-128.28380377707674,0.9897439,0.0020000003,2.8964822,72.508995,2.0874242e-07,0.019941006,-128.28380377707674,0.0019591628,500,1,172.62318924443687,100,94549.484,524.1179,-128.28380377707674,17878998.0
1.0,82125.21304324755,500.0,-105.645096,100.0,82125.21304324755,-105.64510491398147,0.01,0.009999998,1.0,285.1385,0.01,1.0,-105.64510491398147,3.5044917e-18,500,2,500.0,100,1.0,-207.05785,-105.64510491398147,
1.0,110282.6511380117,500.0,-106.764824,200.00000010221265,110282.6511380117,-107.8845528535807,0.005,0.0049999994,1.0,308.61487,0.005,1.0,-107.8845528535807,2.179301e-19,500,2,500.0,100,1.0,-190.83951,-107.8845528535807,
1.0,82233.5762319988,500.0,-113.045265,299.999969473632,82233.5762319988,-125.60613312806882,0.0033333334,0.0033333336,1.0,301.18332,0.0033333334,1.0,-125.60613312806882,5.4391416e-20,500,2,500.0,100,1.0,-181.69196,-125.60613312806882,
1.0,77257.20381007255,500.0,-106.54096,400.0,77257.20381007255,-87.02805577733865,0.0025,0.0024999997,1.0,295.43463,0.0025,1.0,-87.02805577733865,5.434597e-20,500,2,500.0,100,1.0,-165.99074,-87.02805577733865,
219.49596,80685.12942086278,500.0,865.39795,1.009266670838555,80685.12942086278,-114.61489048011116,0.9953985,0.002,2.5516307,87.757256,1.5337868e-07,0.016833,-114.61489048011116,0.0019816004,500,1,195.95311855425672,100,109242.98,780.45953,-114.61489048011116,23867618.0
1.0,95486.54885015855,500.0,-102.56506,100.0,95486.54885015855,-102.56506087770875,0.01,0.009999998,1.0,307.46005,0.01,1.0,-102.56506087770875,3.5044917e-18,500,2,500.0,100,1.0,-188.73096,-102.56506087770875,
1.0,71179.73294720086,500.0,-104.381485,200.00000010221265,71179.73294720086,-106.1979281732193,0.005,0.0049999994,1.0,287.23355,0.005,1.0,-106.1979281732193,2.179301e-19,500,2,500.0,100,1.0,-165.30997,-106.1979281732193,
1.0,68512.09034602846,500.0,-89.84149,299.999969473632,68512.09034602846,-60.761446921835166,0.0033333334,0.0033333336,1.0,279.34546,0.0033333334,1.0,-60.761446921835166,5.4391416e-20,500,2,500.0,100,1.0,-139.58939,-60.761446921835166,
1.0,124654.43816778364,500.0,-94.256195,400.0,124654.43816778364,-107.50035979883151,0.0025,0.0024999997,1.0,299.0583,0.0025,1.0,-107.50035979883151,5.434597e-20,500,2,500.0,100,1.0,-152.03362,-107.50035979883151,
167.49774,94707.00205670256,500.0,533.6937,1.0116466205415278,94707.00205670256,-96.4611969503526,0.99422705,0.0020000003,1.985473,67.36043,3.9870076e-07,0.033390738,-96.4611969503526,0.0019769294,500,1,251.8291564484816,100,83265.39,460.87634,-96.4611969503526,13865930.0
1.0,65485.1641109296,500.0,-99.875565,100.0,65485.1641109296,-99.8755699490257,0.01,0.009999998,1.0,254.61798,0.01,1.0,-99.8755699490257,3.5044917e-18,500,2,500.0,100,1.0,-161.67703,-99.8755699490257,
1.0,110447.27944586509,500.0,-107.57646,200.00000010221265,110447.27944586509,-115.27737674825214,0.005,0.0049999994,1.0,295.20477,0.005,1.0,-115.27737674825214,2.179301e-19,500,2,500.0,100,1.0,-171.2446,-115.27737674825214,
1.0,66765.51476392457,500.0,-104.35614,299.999969473632,66765.51476392457,-97.91545622492232,0.0033333334,0.0033333336,1.0,283.10883,0.0033333334,1.0,-97.91545622492232,5.4391416e-20,500,2,500.0,100,1.0,-156.34094,-97.91545622492232,
1.0,101201.41777651513,500.0,-110.93242,400.0,101201.41777651513,-130.6612941313648,0.0025,0.0024999997,1.0,292.0446,0.0025,1.0,-130.6612941313648,5.434597e-20,500,2,500.0,100,1.0,-174.43826,-130.6612941313648,
203.49127,99017.69764586132,500.0,1046.1113,1.0097857228643803,99017.69764586132,-99.11316768552015,0.9951427,0.0019999999,2.3101196,119.27637,3.3599434e-07,0.034185957,-99.11316768552015,0.0019805795,500,1,216.43900763560464,100,101251.42,959.7785,-99.11316768552015,20503298.0
1.0,92274.42703691946,500.0,-58.16733,100.0,92274.42703691946,-58.1673278553051,0.01,0.009999998,1.0,302.24442,0.01,1.0,-58.1673278553051,3.5044917e-18,500,2,500.0,100,1.0,-140.70041,-58.1673278553051,
1.0,58031.614111885436,500.0,-54.623627,200.00000010221265,58031.614111885436,-51.07991295743298,0.005,0.0049999994,1.0,272.78937,0.005,1.0,-51.07991295743298,2.179301e-19,500,2,500.0,100,1.0,-112.98332,-51.07991295743298,
1.0,104280.12934143847,500.0,-57.164314,299.999969473632,104280.12934143847,-62.24570673857825,0.0033333334,0.0033333336,1.0,289.88742,0.0033333334,1.0,-62.24570673857825,5.4391416e-20,500,2,500.0,100,1.0,-105.30931,-62.24570673857825,
1.0,101902.41418271503,500.0,-68.379745,400.0,101902.41418271503,-102.02599098071127,0.0025,0.0024999997,1.0,297.69824,0.0025,1.0,-102.02599098071127,5.434597e-20,500,2,500.0,100,1.0,-116.50918,-102.02599098071127,
324.58978,69107.07335653855,500.0,977.47296,1.006519121293645,69107.07335653855,-112.06962412065357,0.9967563,0.0020000006,2.3966877,70.81997,1.1559174e-07,0.01875995,-112.06962412065357,0.0019870207,500,1,208.62125273702287,100,161768.45,910.8289,-112.06962412065357,52337370.0
1.0,81130.140380173,500.0,-65.01419,100.0,81130.140380173,-65.01419637321344,0.01,0.009999998,1.0,283.4058,0.01,1.0,-65.01419637321344,3.5044917e-18,500,2,500.0,100,1.0,-141.03368,-65.01419637321344,
1.0,93348.052533734,500.0,-83.23022,200.00000010221265,93348.052533734,-101.44624721441014,0.005,0.0049999994,1.0,294.44614,0.005,1.0,-101.44624721441014,2.179301e-19,500,2,500.0,100,1.0,-136.9841,-101.44624721441014,
1.0,83826.53199585494,500.0,-63.84246,299.999969473632,83826.53199585494,-25.066920105876967,0.0033333334,0.0033333336,1.0,293.62143,0.0033333334,1.0,-25.066920105876967,5.4391416e-20,500,2,500.0,100,1.0,-114.83197,-25.066920105876967,
1.0,65436.92743086104,500.0,-66.08679,400.0,65436.92743086104,-72.81980693370768,0.0025,0.0024999997,1.0,284.3781,0.0025,1.0,-72.81980693370768,5.434597e-20,500,2,500.0,100,1.0,-110.245,-72.81980693370768,
1437830.4,69345.64430031051,500.0,1049.3527,1.000031692947329,69345.64430031051,-76.17275105576512,0.99998415,0.002,1.0001173,0.24449581,1.3276233e-13,9.544486e-05,-76.17275105576512,0.0019999365,500,1,499.94135590860674,100,718903800.0,1009.85406,-76.17275105576512,1033645200000000.0
1.0,71262.29993439015,500.0,-25.879824,100.0,71262.29993439015,-25.87982687201169,0.01,0.009999998,1.0,265.61188,0.01,1.0,-25.87982687201169,3.5044917e-18,500,2,500.0,100,1.0,-85.828636,-25.87982687201169,
1.0,72483.73633957656,500.0,-22.671684,200.00000010221265,72483.73633957656,-19.463539703400784,0.005,0.0049999994,1.0,266.7669,0.005,1.0,-19.463539703400784,2.179301e-19,500,2,500.0,100,1.0,-70.41412,-19.463539703400784,
1.0,66110.4781314939,500.0,-36.506504,299.999969473632,66110.4781314939,-64.17612735768974,0.0033333334,0.0033333336,1.0,263.8983,0.0033333334,1.0,-64.17612735768974,5.4391416e-20,500,2,500.0,100,1.0,-81.935646,-64.17612735768974,
1.0,88035.3802667481,500.0,-23.677242,400.0,88035.3802667481,14.810513455847932,0.0025,0.0024999997,1.0,272.973,0.0025,1.0,14.810513455847932,5.434597e-20,500,2,500.0,100,1.0,-63.020035,14.810513455847932,
217.3964,73257.95933268264,500.0,639.7568,1.0095299888978673,73257.95933268264,3.9315707717590103,0.9952688,0.0020000006,2.2888517,57.918724,3.0049543e-07,0.03266331,3.9315707717590103,0.0019810828,500,1,218.45014760201414,100,108183.92,586.5191,3.9315707717590103,23407078.0
1.0,83354.88576102204,500.0,-37.78116,100.0,83354.88576102204,-37.78116075853785,0.01,0.009999998,1.0,287.26526,0.01,1.0,-37.78116075853785,3.5044917e-18,500,2,500.0,100,1.0,-114.80199,-37.78116075853785,
1.0,73390.0689957681,500.0,9.144217,200.00000010221265,73390.0689957681,56.06960066515489,0.005,0.0049999994,1.0,282.47256,0.005,1.0,56.06960066515489,2.179301e-19,500,2,500.0,100,1.0,-45.317734,56.06960066515489,
1.0,74866.57323749982,500.0,-2.7433777,299.999969473632,74866.57323749982,-26.5185700856067,0.0033333334,0.0033333336,1.0,279.6112,0.0033333334,1.0,-26.5185700856067,5.4391416e-20,500,2,500.0,100,1.0,-47.211372,-26.5185700856067,
1.0,90281.27217294161,500.0,-14.008268,400.0,90281.27217294161,-47.802927040356195,0.0025,0.0024999997,1.0,285.24048,0.0025,1.0,-47.802927040356195,5.434597e-20,500,2,500.0,100,1.0,-55.832436,-47.802927040356195,
330.63525,96621.22184338563,500.0,897.7927,1.005563578903728,96621.22184338563,3.6871533578808835,0.99722975,0.0019999999,2.3938375,57.283894,2.6896863e-08,0.0044465256,3.6871533578808835,0.0019889125,500,1,208.86965386721474,100,164859.66,839.91394,3.6871533578808835,54356796.0
1.0,85989.40450550738,500.0,-12.549003,100.0,85989.40450550738,-12.5489989013115,0.01,0.009999998,1.0,291.76962,0.01,1.0,-12.5489989013115,3.5044917e-18,500,2,500.0,100,1.0,-75.0778,-12.5489989013115,
1.0,84892.30534795299,500.0,-11.909876,200.00000010221265,84892.30534795299,-11.270755275240017,0.005,0.0049999994,1.0,290.8382,0.005,1.0,-11.270755275240017,2.179301e-19,500,2,500.0,100,1.0,-68.51456,-11.270755275240017,
1.0,84232.99045182322,500.0,-22.928755,299.999969473632,84232.99045182322,-44.96650481331328,0.0033333334,0.0033333336,1.0,290.57004,0.0033333334,1.0,-44.96650481331328,5.4391416e-20,500,2,500.0,100,1.0,-69.146286,-44.96650481331328,
1.0,59009.125183124066,500.0,-6.1984086,400.0,59009.125183124066,43.99263100752192,0.0025,0.0024999997,1.0,280.65582,0.0025,1.0,43.99263100752192,5.434597e-20,500,2,500.0,100,1.0,-46.223965,43.99263100752192,
198.78162,105224.22472000764,500.0,674.163,1.0104027229462509,105224.22472000764,-3.8877125116942626,0.9948388,0.0019999999,2.1000094,71.64689,1.9975408e-07,0.019853719,-3.8877125116942626,0.0019793673,500,1,238.09416764928739,100,98877.83,610.0719,-3.8877125116942626,19553238.0
1.0,62383.6093253353,500.0,42.62754,100.0,62383.6093253353,42.627537472061455,0.01,0.009999998,1.0,248.51515,0.01,1.0,42.627537472061455,3.5044917e-18,500,2,500.0,100,1.0,-21.480019,42.627537472061455,
1.0,98465.38890986785,500.0,57.7974,200.00000010221265,98465.38890986785,72.9672662486279,0.005,0.0049999994,1.0,282.5781,0.005,1.0,72.9672662486279,2.179301e-19,500,2,500.0,100,1.0,-16.419167,72.9672662486279,
1.0,62780.55583463761,500.0,40.400684,299.999969473632,62780.55583463761,5.607244667667479,0.0033333334,0.0033333336,1.0,273.0503,0.0033333334,1.0,5.607244667667479,5.4391416e-20,500,2,500.0,100,1.0,-20.196888,5.607244667667479,
1.0,76917.49732987615,500.0,52.97495,400.0,76917.49732987615,90.69774509373703,0.0025,0.0024999997,1.0,274.64297,0.0025,1.0,90.69774509373703,5.434597e-20,500,2,500.0,100,1.0,0.49590683,90.69774509373703,
280.71988,70294.87724847646,500.0,1217.3102,1.0064264197741521,70294.87724847646,-25.846099838545133,0.9968022,0.0020000003,2.6768355,79.314415,2.2269931e-07,0.03125806,-25.846099838545133,0.001987204,500,1,186.78771747345928,100,139911.1,1140.5137,-25.846099838545133,39149730.0
1.0,94414.09292984936,500.0,1.4580905,100.0,94414.09292984936,1.4580908313509946,0.01,0.009999998,1.0,305.72855,0.01,1.0,1.4580908313509946,3.5044917e-18,500,2,500.0,100,1.0,-91.25094,1.4580908313509946,
1.0,97460.24283535863,500.0,28.930862,200.00000010221265,97460.24283535863,56.4036302194871,0.005,0.0049999994,1.0,309.40677,0.005,1.0,56.4036302194871,2.179301e-19,500,2,500.0,100,1.0,-36.62432,56.4036302194871,
1.0,61700.35661863536,500.0,44.31209,299.999969473632,61700.35661863536,75.07455692786206,0.0033333334,0.0033333336,1.0,290.957,0.0033333334,1.0,75.07455692786206,5.4391416e-20,500,2,500.0,100,1.0,-9.213486,75.07455692786206,
1.0,94068.16252684398,500.0,33.35618,400.0,94068.16252684398,0.48843479034588194,0.0025,0.0024999997,1.0,295.1846,0.0025,1.0,0.48843479034588194,5.434597e-20,500,2,500.0,100,1.0,-12.998337,0.48843479034588194,
129.74991,82507.25227514433,500.0,1004.42395,1.0147321038176336,82507.25227514433,52.044251856753235,0.9927143,0.0020000003,2.3691137,146.79976,7.4116804e-07,0.048083246,52.044251856753235,0.0019709056,500,1,211.04939093467172,100,64402.297,940.6079,52.044251856753235,8295069.5
1.0,71393.56201889363,500.0,30.522068,100.0,71393.56201889363,30.52207002319833,0.01,0.009999998,1.0,265.85638,0.01,1.0,30.52207002319833,3.5044917e-18,500,2,500.0,100,1.0,-34.41894,30.52207002319833,
1.0,90881.42219358048,500.0,47.558735,200.00000010221265,90881.42219358048,64.5953996092108,0.005,0.0049999994,1.0,283.9302,0.005,1.0,64.5953996092108,2.179301e-19,500,2,500.0,100,1.0,-6.15123,64.5953996092108,
1.0,94998.54867307366,500.0,36.416435,299.999969473632,94998.54867307366,14.131845463051496,0.0033333334,0.0033333336,1.0,292.13364,0.0033333334,1.0,14.131845463051496,5.4391416e-20,500,2,500.0,100,1.0,-7.437565,14.131845463051496,
1.0,107813.51606199991,500.0,49.346283,400.0,107813.51606199991,88.13582294092845,0.0025,0.0024999997,1.0,301.98004,0.0025,1.0,88.13582294092845,5.434597e-20,500,2,500.0,100,1.0,-5.4457817,88.13582294092845,
176.95822,80800.25473841754,500.0,1295.9982,1.0102713618851757,80800.25473841754,72.43937007866852,0.99490345,0.002,1.9638729,135.096,7.7335187e-07,0.068425484,72.43937007866852,0.0019796253,500,1,254.59895982556927,100,88028.17,1227.32,72.43937007866852,15497600.0
1.0,74899.37596545707,500.0,59.09077,100.0,74899.37596545707,59.09076973606599,0.01,0.009999998,1.0,272.3057,0.01,1.0,59.09076973606599,3.5044917e-18,500,2,500.0,100,1.0,-8.845257,59.09076973606599,
1.0,69263.39845687171,500.0,63.952293,200.00000010221265,69263.39845687171,68.81381608044286,0.005,0.0049999994,1.0,267.17822,0.005,1.0,68.81381608044286,2.179301e-19,500,2,500.0,100,1.0,15.914265,68.81381608044286,
1.0,75372.41080875215,500.0,57.342266,299.999969473632,75372.41080875215,44.122206610904016,0.0033333334,0.0033333336,1.0,269.35062,0.0033333334,1.0,44.122206610904016,5.4391416e-20,500,2,500.0,100,1.0,16.548119,44.122206610904016,
1.0,93367.96497783969,500.0,58.4614,400.0,93367.96497783969,61.818807368613655,0.0025,0.0024999997,1.0,278.43246,0.0025,1.0,61.818807368613655,5.434597e-20,500,2,500.0,100,1.0,17.66143,61.818807368613655,
108.923294,108849.55214779289,500.0,868.82556,1.0180022574468481,108849.55214779289,71.27354150186812,0.9911185,0.0020000003,2.4587543,145.2744,3.763768e-07,0.0204981,71.27354150186812,0.0019645619,500,1,203.3550077704685,100,53977.945,808.2851,71.27354150186812,5827029.5
1.0,87827.52482787997,500.0,68.48586,100.0,87827.52482787997,68.48586878533914,0.01,0.009999998,1.0,294.87158,0.01,1.0,68.48586878533914,3.5044917e-18,500,2,500.0,100,1.0,10.4228325,68.48586878533914,
1.0,101128.25679719809,500.0,82.29153,200.00000010221265,101128.25679719809,96.09718742877916,0.005,0.0049999994,1.0,306.14328,0.005,1.0,96.09718742877916,2.179301e-19,500,2,500.0,100,1.0,22.910686,96.09718742877916,
1.0,111826.38287061034,500.0,88.90995,299.999969473632,111826.38287061034,102.14678715328455,0.0033333334,0.0033333336,1.0,315.39307,0.0033333334,1.0,102.14678715328455,5.4391416e-20,500,2,500.0,100,1.0,40.425697,102.14678715328455,
1.0,105313.9668514453,500.0,91.42459,400.0,105313.9668514453,98.96853291882222,0.0025,0.0024999997,1.0,317.31494,0.0025,1.0,98.96853291882222,5.434597e-20,500,2,500.0,100,1.0,36.28789,98.96853291882222,
233.90111,91718.93468790616,500.0,994.5241,1.0081476937952984,91718.93468790616,94.81899750219944,0.9959508,0.0019999999,2.289582,73.16754,3.0628826e-07,0.03582058,94.81899750219944,0.001983804,500,1,218.380471598903,100,116477.0,919.90265,94.81899750219944,27133340.0
1.0,119344.21913357935,500.0,143.45348,100.0,119344.21913357935,143.4534785084647,0.01,0.009999998,1.0,343.73065,0.01,1.0,143.4534785084647,3.5044917e-18,500,2,500.0,100,1.0,28.311974,143.4534785084647,
1.0,106534.33455709323,500.0,93.31059,200.00000010221265,106534.33455709323,43.167721747336024,0.005,0.0049999994,1.0,338.11862,0.005,1.0,43.167721747336024,2.179301e-19,500,2,500.0,100,1.0,11.893257,43.167721747336024,
1.0,101708.33576165067,500.0,86.41874,299.999969473632,101708.33576165067,72.63501292889127,0.0033333334,0.0033333336,1.0,331.4738,0.0033333334,1.0,72.63501292889127,5.4391416e-20,500,2,500.0,100,1.0,19.941765,72.63501292889127,
1.0,108861.88495943314,500.0,77.37622,400.0,108861.88495943314,50.24865438687777,0.0025,0.0024999997,1.0,331.05103,0.0025,1.0,50.24865438687777,5.434597e-20,500,2,500.0,100,1.0,19.80547,50.24865438687777,
145.04868,132285.144979342,500.0,1359.9731,1.013839790660836,132285.144979342,76.29837257719625,0.993151,0.0020000003,2.1084409,180.63487,9.88313e-07,0.071676746,76.29837257719625,0.001972644,500,1,237.1420539649607,100,72027.62,1285.2031,76.29837257719625,10375673.0
1.0,89142.26319217983,500.0,124.71961,100.0,89142.26319217983,124.71961318670584,0.01,0.009999998,1.0,297.07043,0.01,1.0,124.71961318670584,3.5044917e-18,500,2,500.0,100,1.0,51.19696,124.71961318670584,
1.0,93264.01521961692,500.0,95.219894,200.00000010221265,93264.01521961692,65.72017910407318,0.005,0.0049999994,1.0,301.92935,0.005,1.0,65.72017910407318,2.179301e-19,500,2,500.0,100,1.0,38.075016,65.72017910407318,
1.0,101143.28164696516,500.0,92.26315,299.999969473632,101143.28164696516,86.34968077276744,0.0033333334,0.0033333336,1.0,306.86966,0.0033333334,1.0,86.34968077276744,5.4391416e-20,500,2,500.0,100,1.0,37.60169,86.34968077276744,
1.0,119451.30274877812,500.0,101.51964,400.0,119451.30274877812,129.289098920175,0.0025,0.0024999997,1.0,316.9353,0.0025,1.0,129.289098920175,5.434597e-20,500,2,500.0,100,1.0,48.481236,129.289098920175,
222.5205,89605.66294472717,500.0,1045.0822,1.0089862585112772,89605.66294472717,148.1762061196532,0.9955369,0.002,2.4808626,82.77103,2.1262282e-07,0.023656469,148.1762061196532,0.001982152,500,1,201.54280066718613,100,110763.69,970.3622,148.1762061196532,24536744.0
1.0,115599.61162753054,500.0,126.89318,100.0,115599.61162753054,126.89318635091617,0.01,0.009999998,1.0,338.29514,0.01,1.0,126.89318635091617,3.5044917e-18,500,2,500.0,100,1.0,30.084267,126.89318635091617,
1.0,99827.79753862772,500.0,127.745224,200.00000010221265,99827.79753862772,128.59726908801912,0.005,0.0049999994,1.0,326.55365,0.005,1.0,128.59726908801912,2.179301e-19,500,2,500.0,100,1.0,45.809708,128.59726908801912,
1.0,101369.45016214084,500.0,127.39288,299.999969473632,101369.45016214084,126.68819239017023,0.0033333334,0.0033333336,1.0,323.33218,0.0033333334,1.0,126.68819239017023,5.4391416e-20,500,2,500.0,100,1.0,60.49282,126.68819239017023,
1.0,101394.59635539436,500.0,124.19318,400.0,101394.59635539436,114.5940753799738,0.0025,0.0024999997,1.0,321.76645,0.0025,1.0,114.5940753799738,5.434597e-20,500,2,500.0,100,1.0,66.25602,114.5940753799738,
