EpRewMean,MinIW,MaxD2w0t,ReturnMeanIW,Iteration,StdD2w0t,MeanD2w0t,Bound,InitialReturnMin,InitialReturnMean,EpThisIter,ReturnStepMax,StdIW,InitialReturnStd,MaxIW,Weights,TimestepsSoFar,J_sample_variance,TimeElapsed,EpisodesSoFar,EmpiricalD2,EpLenMean,ReturnStepMaxmin,InitialBound,MeanIW,MinD2w0t,InitialReturnMax
-123.26694371552951,0.123811975,1.847352,364.2971,29,0.26767752,0.06447226,266.46124,-2.306343,3.2806397e-06,100,100.0,0.53099006,1.1919893,3.0363584,[ 0.566 -0.051  0.183  0.273 -0.239],97106,26310.803,364.06974363327026,2900,1.2605759,27.93,91.17316,253.14157,1.0783617,,2.6225739
-124.20514353133558,0.03433842,6.2781963,394.4942,30,0.3554159,0.08139098,280.857,-2.9372864,5.1879883e-06,100,100.0,1.36439,1.3617336,12.847178,[ 0.578 -0.074  0.188  0.232 -0.256],99983,124871.41,375.0529386997223,3000,2.5655618,28.77,91.36565,243.98628,1.221732,,4.940834
-124.26821438220155,3.318756e-05,170.96184,767.4619,31,2.6549935,0.28633267,483.14542,-2.4280853,-1.6021728e-06,100,100.0,10.107091,1.3938676,84.431915,[ 0.574 -0.115  0.175  0.254 -0.256],102854,8266262.0,386.5805540084839,3100,32.411118,28.71,91.343216,241.05795,2.4769132,,3.7356796
-120.24554348927269,0.15306313,1.7449471,401.1376,32,0.23795964,0.054395318,307.9579,-2.709114,2.3651123e-06,100,100.0,0.41445228,1.0724466,2.4776535,[ 0.641 -0.058  0.198  0.246 -0.365],105356,17433.13,399.4764382839203,3200,1.1990756,25.02,90.38805,294.7531,1.0586988,,3.537178
-121.87666219713832,7.7600225e-06,22425.455,3843.7737,33,146.43184,4.4239492,2763.5405,-2.4732513,-4.9591063e-06,100,100.0,125.512146,1.3054554,1294.9536,[ 0.642 -0.077  0.208  0.271 -0.366],108037,1245002400.0,410.04912638664246,3300,1183.5212,26.81,90.90811,266.31583,13.162889,,5.0046997
-125.93936181069085,0.00021551026,861.75433,1120.0448,34,14.691376,1.0502844,658.67554,-2.377472,-6.1035155e-07,100,100.0,35.539608,1.2979583,1490.452,[ 0.567 -0.175  0.214  0.202 -0.435],111127,73916370.0,425.26812720298767,3400,233.74799,30.9,91.84859,214.77396,4.207385,,3.3496628
-127.81059098800716,0.07967366,12.847264,407.77585,35,0.72195476,0.14612179,249.12456,-2.5799026,-7.93457e-06,100,100.0,3.3532238,1.5179491,33.72674,[ 0.501 -0.232  0.19   0.194 -0.404],114349,714018.2,438.25230860710144,3500,3.0873065,32.22,92.066376,204.46878,1.4144588,,4.3200226
-124.0452765803553,0.011906183,796.8405,1198.9352,36,9.907122,0.7864465,650.2762,-3.7134933,-3.1280517e-06,100,100.0,35.8906,2.0389054,372.4162,[ 0.514 -0.218  0.196  0.133 -0.416],117304,78209704.0,450.1822872161865,3600,87.33162,29.55,91.604385,233.77835,4.4694767,,6.878357
-122.36099582631994,0.00043703555,106.2417,643.9729,37,2.177677,0.25529552,390.91632,-2.731987,8.163453e-06,100,100.0,9.819721,1.9550879,109.59248,[ 0.543 -0.185  0.221  0.137 -0.289],120073,6695802.0,463.6269609928131,3700,32.82778,27.69,91.16208,252.9261,2.1356418,,7.108101
-120.14266329823243,0.36483234,1.9282762,382.8583,38,0.23658861,0.05511343,288.8939,-2.5991974,7.476807e-06,100,100.0,0.26951906,1.946001,2.3539748,[ 0.597 -0.112  0.229  0.153 -0.372],122663,8211.83,476.02434611320496,3800,1.0835767,25.9,90.72258,277.81854,1.0532117,,8.090225
-119.99923443263418,0.088560626,3.663917,431.07687,39,0.3419491,0.07705312,316.6174,-2.6405945,-5.1116945e-06,100,100.0,1.2160331,2.0678976,9.372998,[ 0.593 -0.122  0.245  0.162 -0.392],125277,146366.08,486.98376965522766,3900,2.244657,26.14,90.794914,271.82956,1.2132483,,6.4129868
-116.94062432510178,0.08124672,4.2007384,475.81183,40,0.2886982,0.05981983,379.8096,-3.738617,-7.019043e-06,100,100.0,1.2804735,1.7329234,9.985784,[ 0.621 -0.115  0.268  0.146 -0.37 ],127524,206960.1,497.2247037887573,4000,2.2180119,22.47,89.5914,344.37683,1.1466284,,5.584671
-118.78745614900873,0.024303585,2.7693005,467.9573,41,0.30124143,0.06732753,364.93915,-2.8047943,-5.645752e-06,100,100.0,0.9386329,1.9145398,4.5694504,[ 0.585 -0.042  0.247  0.153 -0.384],130021,99177.32,507.85782051086426,4100,1.7507952,24.97,90.425545,295.74542,1.2661525,,5.3698807
-118.81801916015645,0.0140015185,22.576645,497.41254,42,0.5553419,0.10010502,327.10254,-4.3121185,-1.9073486e-06,100,100.0,4.29158,2.1230013,44.83847,[ 0.571 -0.047  0.232  0.121 -0.464],132553,1354082.0,519.7293372154236,4200,3.3641586,25.32,90.61419,281.57928,1.450139,,5.0597763
-118.73882202466788,0.0004538586,2310.457,1563.5248,43,28.272463,1.5224398,983.0197,-3.9481888,6.790161e-06,100,100.0,41.746323,2.0736012,429.43317,[ 0.608 -0.021  0.218  0.152 -0.446],135046,160093600.0,531.4431087970734,4300,384.57727,24.93,90.20706,293.26508,4.859474,,6.6208344
-116.72039144954248,0.0012171675,142.75285,709.82007,44,2.4205785,0.20453516,510.88925,-4.284424,6.5612794e-06,100,100.0,6.994003,2.0285838,66.51892,[ 0.666  0.043  0.255  0.194 -0.468],137359,6399275.5,545.1115748882294,4400,33.702396,23.13,89.67288,323.46176,1.8391794,,6.1382446
-115.27527756015738,0.04746842,23.003273,574.4131,45,0.453086,0.07452578,450.91327,-3.8541946,-6.027222e-06,100,100.0,2.6498258,1.6743697,25.851753,[ 0.724  0.097  0.265  0.237 -0.494],139488,1076859.4,557.1955854892731,4500,4.063025,21.29,88.835556,364.64377,1.3349717,,4.6612854
-113.17627478653529,0.05191531,20.575583,631.1759,46,0.5386916,0.081814826,495.12772,-2.9323196,4.9591063e-06,100,100.0,2.6941125,1.9159193,20.102257,[ 0.759  0.126  0.255  0.2   -0.495],141470,1167704.8,567.3139340877533,4600,6.5161176,19.82,88.19016,397.34125,1.3950806,,7.657631
-115.01346588019891,0.009785576,163.6313,764.8787,47,2.3713808,0.19067308,511.88147,-4.4631042,2.3651123e-06,100,100.0,8.443285,2.3011687,146.18811,[ 0.723  0.086  0.267  0.198 -0.423],143619,10885627.0,578.7609436511993,4700,22.115625,21.49,89.060684,357.3432,1.809514,,7.502281
-116.70315134480248,0.005344825,54.546783,586.35614,48,1.4401646,0.16883262,401.0852,-4.225975,-3.0517579e-06,100,100.0,7.2426853,2.388735,74.92705,[ 0.751  0.017  0.246  0.141 -0.371],145976,6077153.5,590.6722233295441,4800,20.405302,23.57,89.83811,316.04364,1.516971,,6.918144
-119.24577072273848,0.016632495,12.631396,474.283,49,0.4925666,0.09315658,348.28638,-3.479744,2.2888183e-07,100,100.0,1.6372534,2.0884137,12.314662,[ 0.668 -0.003  0.199  0.12  -0.357],148469,268955.5,602.803927898407,4900,3.0856833,24.93,90.23322,297.4538,1.2784274,,8.303398
-119.75433826335731,0.0076162224,315.3405,1021.7316,50,4.5550385,0.40406835,699.7718,-3.4885254,1.2359619e-05,100,100.0,19.45147,1.635678,269.58398,[ 0.689 -0.039  0.182  0.154 -0.392],150986,41447364.0,613.9824647903442,5000,18.481277,25.17,90.355316,294.73206,2.9209378,,4.707512
-119.32778628726206,0.0027562291,19.804651,524.9556,51,0.6932467,0.11960037,375.00092,-4.396286,1.5258789e-07,100,100.0,3.206144,2.7779646,56.601017,[ 0.697 -0.079  0.188  0.054 -0.414],153613,963357.56,627.2530694007874,5100,8.513442,26.27,90.603386,268.3902,1.5462078,,8.100639
-116.83306261527103,0.09115262,1.5626279,423.2987,52,0.23696823,0.05218666,327.9937,-3.9657974,6.027222e-06,100,100.0,0.4356011,2.5351417,2.900842,[ 0.738 -0.039  0.208  0.062 -0.496],155945,24162.361,638.8786704540253,5200,1.2009467,23.32,89.57091,316.15652,1.0559149,,7.076561
-117.62815337333916,0.35657144,1.3898318,401.23584,53,0.22579421,0.05065836,317.01755,-3.6031113,-8.544922e-06,100,100.0,0.26250553,2.2974083,1.9144561,[ 0.74  -0.045  0.196  0.071 -0.509],158347,8553.122,648.9889373779297,5300,1.0863847,24.02,90.048325,310.19766,1.0307691,,7.9647903
-116.57936342423604,0.00011606797,7318.572,2605.3943,54,61.6591,1.3552434,1888.2747,-3.6176834,3.0517577e-07,100,100.0,58.25111,2.2601206,957.0361,[ 0.756 -0.062  0.209  0.081 -0.507],160636,464784400.0,659.1871752738953,5400,329.59192,22.89,89.591774,327.25943,6.9073887,,7.1567917
-115.73975270723903,0.0022994175,360.21655,779.3045,55,3.3120918,0.22527528,537.824,-3.2516556,-9.994506e-06,100,100.0,7.983159,2.0567894,74.577484,[ 0.772  0.034  0.169  0.064 -0.577],162819,9240282.0,673.7945628166199,5500,36.873672,21.83,89.09324,343.45984,1.9135727,,6.742218
-114.43612789479765,0.06686124,17.336294,578.78455,56,0.39845967,0.06641021,470.44308,-3.145874,7.93457e-06,100,100.0,1.4173065,2.011489,9.898995,[ 0.802  0.099  0.16   0.096 -0.576],164876,360595.06,684.9347643852234,5600,3.6167734,20.57,88.64542,379.52402,1.2870861,,5.320381
-114.97366814240486,0.0009214351,569.21155,974.718,57,5.6461706,0.31163207,657.75146,-2.8859863,-1.0147095e-05,100,100.0,14.938636,1.9980083,175.48071,[ 0.854  0.105  0.182  0.126 -0.526],166960,30811128.0,695.9091682434082,5700,44.74325,20.84,88.76591,374.182,2.394515,,6.522644
-112.712837905566,0.03397806,19.236055,589.28394,58,0.42452127,0.06565679,469.51624,-3.2314148,-7.095337e-06,100,100.0,1.2187634,2.1302726,10.566062,[ 0.893  0.152  0.187  0.086 -0.54 ],168884,303673.44,707.5848848819733,5800,2.5242434,19.24,87.827736,405.0965,1.2251682,,8.162796
-113.8925516168152,0.25307024,1.9239386,507.0815,59,0.23321092,0.047125798,419.4572,-3.141983,6.408691e-06,100,100.0,0.6088519,1.7380774,4.4761777,[ 0.9    0.162  0.188  0.144 -0.539],170879,63609.52,718.5054650306702,5900,1.364547,19.95,88.18234,395.52563,1.089616,,7.1825485
-114.04719808850079,0.019441117,26.991133,630.6801,60,0.59703684,0.08620615,493.1574,-3.0543823,-4.043579e-06,100,100.0,2.9502597,1.7169725,20.522259,[ 0.911  0.147  0.17   0.142 -0.515],172912,1443836.6,728.7204160690308,6000,6.2330837,20.33,88.46167,381.8458,1.4121375,,6.2049484
-114.62791056182901,0.06332569,5.7894287,483.2403,61,0.26235226,0.05188896,387.2383,-3.146515,-6.8664554e-07,100,100.0,0.8855048,1.7721913,5.201583,[ 0.959  0.165  0.207  0.181 -0.531],174984,126288.41,740.1929922103882,6100,1.9429396,20.72,88.62131,372.26642,1.0660228,,5.7622604
-114.14461424461189,0.00015062268,561.4392,860.15985,62,4.074303,0.18842854,595.5121,-3.269394,-3.7384034e-06,100,100.0,7.107793,1.7778846,67.02405,[ 0.967  0.193  0.219  0.213 -0.523],176988,6779273.5,751.0487983226776,6200,13.842871,20.04,88.35605,391.0196,2.0459807,,6.2864456
-115.35052828863249,9.523083e-05,10236.998,2264.2546,63,62.532932,1.88211,1670.7617,-2.9553986,-3.1280517e-06,100,100.0,47.282715,1.4552428,480.1218,[ 0.974  0.188  0.253  0.295 -0.537],179086,348557200.0,763.6829357147217,6300,604.05493,20.98,88.95943,368.8955,5.5513363,,4.292755
-115.52199592755285,0.008049929,15.614164,598.995,64,0.56811076,0.09083308,434.60138,-3.21241,-2.2888185e-06,100,100.0,1.9903738,1.4519206,16.115255,[ 0.871  0.127  0.251  0.255 -0.518],181210,594297.6,778.1806352138519,6400,3.261657,21.24,88.86767,356.75098,1.3885603,,4.376236
-117.08391747494642,0.03811374,72.55305,706.8416,65,1.3101997,0.17054541,480.95343,-2.9647293,6.1035157e-06,100,100.0,8.814021,1.4142101,112.931656,[ 0.869  0.111  0.247  0.309 -0.599],183469,8674889.0,789.677652835846,6500,8.306329,22.59,89.634,337.87234,1.8464488,,4.1587906
-115.81382252536385,0.004549112,4136.2354,1223.3022,66,23.141993,0.6461497,823.8146,-2.2258072,3.4332274e-06,100,100.0,15.393309,1.1900364,188.00621,[ 0.798  0.135  0.187  0.286 -0.593],185583,37995100.0,801.8310415744781,6600,70.44028,21.14,89.01888,367.52136,2.9231284,,3.6492233
-115.95038462796876,0.08696784,2.2080023,486.44296,67,0.22588864,0.04688575,393.23105,-2.1861115,-2.9754638e-06,100,100.0,0.43220916,1.0856879,4.266205,[ 0.807  0.168  0.15   0.346 -0.548],187677,32712.55,814.8935618400574,6700,1.2339389,20.94,88.9152,371.4474,1.0790242,,3.2879562
-115.28861405912143,0.023794916,20.262602,584.074,68,0.4361921,0.06948926,471.53778,-2.2928467,-1.6784668e-06,100,100.0,1.5003961,1.1809138,12.268874,[ 0.813  0.159  0.167  0.358 -0.583],189708,422170.22,825.1415648460388,6800,2.4733982,20.31,88.64711,388.79327,1.262266,,2.6445694
-115.74855349011342,0.050285228,4.183337,530.18774,69,0.30410573,0.058372755,429.75693,-2.6702652,2.2888183e-07,100,100.0,1.3418525,1.1993674,9.654546,[ 0.777  0.174  0.157  0.29  -0.642],191824,272468.3,836.6589949131012,6900,2.943512,21.16,89.04812,365.52783,1.1977968,,3.3139954
-115.3197741377041,0.00017385688,1737.9509,1892.057,70,25.735394,1.5807056,1254.3882,-2.4663162,1.9073486e-06,100,100.0,32.135372,1.3878465,330.48993,[ 0.797  0.203  0.165  0.292 -0.637],193886,157048450.0,846.6844987869263,7000,89.57725,20.62,88.81476,386.28253,4.574362,,4.843483
-114.8456199984771,0.00018061075,877.26215,1377.7563,71,9.227781,0.5404473,984.88983,-3.182129,2.7465821e-06,100,100.0,30.604765,1.7905912,318.98782,[ 0.817  0.206  0.216  0.234 -0.715],195974,104618930.0,859.7631576061249,7100,67.38783,20.88,88.91818,376.5113,3.7277822,,5.490158
-114.8969890100573,0.0023247413,535.961,803.72797,72,4.708077,0.3370095,559.50995,-2.8369598,-4.653931e-06,100,100.0,7.5858717,1.5807507,120.73122,[ 0.836  0.231  0.171  0.253 -0.741],198052,9883645.0,872.698757648468,7200,25.32968,20.78,88.898285,378.064,1.8602906,,5.941391
-113.57014353653443,0.0008468742,126.39299,746.12726,73,1.5588273,0.121946484,521.6685,-3.200241,-6.2561035e-06,100,100.0,7.278745,1.6588691,74.49996,[ 0.803  0.208  0.189  0.191 -0.794],199997,9341280.0,884.3487272262573,7300,12.6611595,19.45,87.9687,405.23828,1.614283,,5.6739426
-112.7044715835127,0.0010171066,176.14273,1009.8517,74,2.4781218,0.19689623,803.28,-2.5820389,-3.0517577e-07,100,100.0,6.6927443,1.5267797,63.439,[ 0.832  0.229  0.162  0.188 -0.797],201862,9787629.0,895.2523307800293,7400,13.278598,18.65,87.607346,421.78128,2.0744328,,4.380104
-113.57591163208785,0.0004107972,393.15863,836.6139,75,4.259121,0.21642958,601.54944,-3.4086761,-3.3569336e-06,100,100.0,11.445975,1.9443308,119.6554,[ 0.864  0.22   0.178  0.127 -0.847],203865,15229933.0,907.6340878009796,7500,28.254929,20.03,88.145,389.93518,2.0525804,,6.8997803
-112.60775977457178,2.0467724e-05,454447.34,16138.603,76,2903.932,52.377514,13120.133,-3.4488068,2.670288e-06,100,100.0,357.39243,2.2663004,3638.6135,[ 0.836  0.199  0.156  0.066 -0.876],205789,24735621000.0,918.8137681484222,7600,9134.256,19.24,87.75856,410.91824,36.34831,,6.526985
-110.47335008141364,0.11529193,8.349321,607.605,77,0.26256236,0.045676302,504.8441,-3.5683594,1.7547608e-06,100,100.0,1.4177277,2.367451,13.11034,[ 0.839  0.239  0.197  0.038 -0.889],207562,433132.2,933.4992201328278,7700,2.0458388,17.73,86.9706,451.48212,1.1752708,,7.349251
-111.5379125215757,0.027468022,31.827744,683.0702,78,0.7111426,0.08453436,548.3894,-3.847229,2.9754638e-06,100,100.0,2.3803372,2.326191,19.93318,[ 0.855  0.257  0.184  0.039 -0.901],209404,1238722.1,943.056164264679,7800,3.618761,18.42,87.27407,433.67374,1.3719394,,6.906502
-111.05235187452634,0.0015075698,126.14691,960.38434,79,1.5353501,0.123648144,733.68164,-3.8511353,6.8664554e-07,100,100.0,6.5486617,2.1763012,52.990585,[ 0.814  0.252  0.191  0.003 -0.917],211219,8140717.0,953.8997790813446,7900,17.466944,18.15,87.15188,437.73825,2.0367084,,6.714279
-110.33987473900424,0.028732963,4.24091,582.5475,80,0.24998242,0.046448573,496.55847,-4.52092,4.9591063e-06,100,100.0,0.68198574,2.65147,5.372055,[ 0.832  0.289  0.206  0.021 -0.922],213008,108264.414,964.9872195720673,8000,1.609812,17.89,87.01425,448.16656,1.1283298,,6.955818
-109.9795223011675,0.0041143373,12.386436,707.3285,81,0.3795047,0.056668963,592.4106,-3.330574,1.9836425e-06,100,100.0,1.3849279,2.280383,13.114914,[ 0.835  0.284  0.219  0.044 -0.924],214693,492196.44,974.7899668216705,8100,2.935756,16.85,86.382614,478.7252,1.2991209,,7.924713
-109.3060216120566,8.238406e-07,87584.11,8852.265,82,1066.8607,30.16811,6564.339,-3.4147034,8.087158e-06,100,100.0,169.388,2.0524743,1725.1638,[ 0.81   0.278  0.197  0.017 -0.948],216336,7214041600.0,984.8521709442139,8200,11845.951,16.43,86.10864,496.05066,17.37386,,8.8220825
-111.19848008029773,0.020048093,18.223225,599.9639,83,0.6789725,0.09850955,464.5362,-4.603386,1.1520386e-05,100,100.0,2.6588962,3.2774432,28.125889,[ 0.771  0.212  0.189 -0.004 -0.945],218248,1400855.8,999.7444097995758,8300,8.299822,19.12,87.75715,405.16605,1.2563423,,10.285973
-109.62642294299052,0.00079661014,239.49495,1212.9631,84,5.3060865,0.40968636,904.7518,-4.128517,7.400513e-06,100,100.0,10.020741,2.829578,87.78635,[ 0.808  0.222  0.214 -0.005 -0.921],219984,22130376.0,1010.6760687828064,8400,85.41005,17.36,86.81181,464.4478,2.4442203,,9.167755
-109.32039936566635,0.000104206,15477.614,8127.561,85,177.53784,9.393527,5479.2295,-5.1576614,-4.043579e-06,100,100.0,151.90799,3.2228947,2487.4102,[ 0.847  0.262  0.218 -0.012 -0.923],221761,5278379500.0,1022.1200835704803,8500,782.63776,17.77,87.09174,441.12497,16.800518,,12.825638
