Bound,MeanIW,ReturnStepMax,MaxD2w0t,MeanD2w0t,StdD2w0t,InitialReturnMax,ReturnStepMaxmin,Iteration,EpLenMean,MinIW,TimeElapsed,InitialReturnMean,EpisodesSoFar,StdIW,EpRewMean,EmpiricalD2,InitialReturnStd,TimestepsSoFar,ReturnMeanIW,InitialBound,Weights,EpThisIter,MinD2w0t,MaxIW,J_sample_variance,InitialReturnMin
70.51675,1.0274678,100.0,1.088346,0.09456345,0.29714018,42.934807,94.308395,23,46.0,0.5992731,316.69700837135315,7.5912476e-06,2300,0.22258358,-107.90693044990596,1.0379572,13.083778,93762,164.22148,68.16245,[-0.87  -1.085 -0.647 -0.907  0.205],100,,1.9261978,1104.9142,-20.987823
78.3588,1.0643014,100.0,1.3270962,0.09687027,0.30925295,47.58415,94.2128,24,44.83,0.32258728,330.62102365493774,-1.7929077e-06,2400,0.40906763,-107.30500968310686,1.131759,13.391571,98245,173.89719,73.58249,[-0.844 -1.084 -0.63  -0.913  0.214],100,,3.369939,3844.5144,-18.68705
86.11977,1.3434223,100.0,4.020473,0.13092892,0.4336382,36.023685,94.24288,25,45.39,0.039214693,344.41474318504333,4.196167e-06,2500,1.7582018,-107.9629740794947,2.402503,13.173764,102784,200.99048,70.91971,[-0.836 -1.062 -0.612 -0.918  0.23 ],100,,11.628763,39509.023,-18.090485
66.799515,1.5452421,100.0,11.655668,0.23366368,0.82764167,33.9303,94.71399,26,49.67,0.0041470965,359.7214832305908,5.2261353e-06,2600,4.1801496,-106.44314778953485,4.458758,12.797514,107751,213.19385,53.84636,[-0.858 -1.086 -0.594 -0.903  0.216],100,,61.046227,272429.9,-24.798065
42.77497,1.0346833,100.0,1.106705,0.10728799,0.31433868,39.824924,94.948906,27,52.19,0.54867506,375.19766330718994,-3.890991e-06,2700,0.23978627,-105.71343714070353,1.0521885,13.262852,112970,137.3822,40.9805,[-0.835 -1.123 -0.585 -0.879  0.136],100,,1.9617709,831.2322,-22.518791
45.94731,1.0332625,100.0,1.1235595,0.10504833,0.31202447,37.78618,94.842606,28,50.93,0.59433985,390.6372768878937,-2.7465821e-06,2800,0.22580756,-105.8679311262323,1.042872,13.851335,118063,141.98788,43.975937,[-0.832 -1.132 -0.586 -0.88   0.153],100,,2.1246736,977.5444,-23.105835
38.424576,1.1950911,100.0,2.1032956,0.14525916,0.4105722,28.603992,95.21245,29,56.71,0.2338518,406.720415353775,,2900,1.3605769,-107.39602926901158,1.4507103,12.660865,123734,143.65202,30.112389,[-0.824 -1.126 -0.573 -0.882  0.165],100,,17.875813,19712.168,-23.501595
31.960388,1.0413909,100.0,1.2062526,0.11685433,0.3290184,40.392242,95.23543,30,56.06,0.44737256,422.654997587204,-3.7384034e-06,3000,0.30831525,-105.52102041824388,1.1104765,13.305137,129340,127.31899,28.95263,[-0.809 -1.117 -0.543 -0.889  0.201],100,,2.5276248,1035.185,-25.01735
141.6286,5.212902,100.0,446.61417,1.22752,9.306377,41.303238,95.32216,31,58.42,0.002714639,439.19160866737366,5.302429e-06,3100,34.781162,-107.42992835418443,62.39793,13.448744,135182,577.1413,21.17086,[-0.821 -1.122 -0.546 -0.877  0.198],100,,1742.333,13753968.0,-23.739006
4.1416245,1.0341463,100.0,1.1929836,0.136512,0.35115474,38.262802,95.75798,32,65.7,0.48404774,459.61320543289185,-2.670288e-07,3200,0.22328332,-106.50013241863051,1.0560158,14.006543,141752,104.33967,1.8542557,[-0.85  -1.131 -0.513 -0.811  0.174],100,,2.645583,733.62115,-22.455788
2.345787,1.0126178,100.0,1.0379592,0.13196339,0.33976543,40.48867,95.72328,33,65.54,0.6259019,477.4728684425354,6.1035155e-07,3300,0.122793026,-107.37791381478841,1.0134537,13.425753,148306,101.80452,1.9905396,[-0.843 -1.123 -0.5   -0.812  0.162],100,,1.5145749,212.96947,-25.17591
2.8286743,1.140966,100.0,1.4262223,0.15199152,0.3812516,38.73854,95.944016,34,68.9,0.3947294,496.1715307235718,-1.14440915e-07,3400,0.46236596,-105.27876842886948,1.1903882,14.709261,155196,105.366295,-3.8851624,[-0.843 -1.114 -0.499 -0.811  0.162],100,,4.061375,1379.1573,-28.008228
-2.0607834,1.1378307,100.0,1.5025053,0.16034654,0.39247727,42.219376,96.00011,35,71.95,0.24501331,515.7894430160522,9.155273e-07,3500,0.5804422,-107.92139327731392,1.2387868,14.12966,162391,101.28676,-7.6275787,[-0.831 -1.121 -0.491 -0.804  0.181],100,,4.7189684,1691.5706,-29.271255
-18.772888,1.2282524,100.0,1.6935952,0.1796377,0.41298857,43.02681,96.343155,36,80.35,0.21085465,537.7367789745331,-1.0681152e-06,3600,0.8742554,-106.73863709494636,1.2746578,16.897148,170426,85.603806,-22.301033,[-0.83  -1.132 -0.483 -0.798  0.163],100,,9.257906,2034.282,-32.454838
-25.814949,1.0176032,100.0,1.0791891,0.1689866,0.37791854,46.861343,96.43678,37,83.33,0.6297505,558.5526852607727,-1.4877319e-06,3700,0.18571438,-106.79666657524616,1.0299169,15.065558,178759,74.32907,-26.596031,[-0.85  -1.128 -0.477 -0.785  0.152],100,,1.7737702,385.8243,-29.863415
-32.76085,1.0254049,100.0,1.0903953,0.18035454,0.38896748,48.35893,96.61818,38,88.5,0.551348,580.6319477558136,-3.8146973e-07,3800,0.19910517,-105.39561134659833,1.0311428,18.560776,187609,67.61441,-33.675537,[-0.856 -1.123 -0.474 -0.778  0.148],100,,1.8774765,509.56717,-37.545746
-28.20697,1.0422795,100.0,1.127731,0.17948304,0.39188474,54.014442,96.54845,39,86.74,0.6392983,601.5147657394409,4.3869018e-06,3900,0.2611657,-106.32407497544092,1.0539368,16.639622,196283,72.3678,-30.121712,[-0.868 -1.127 -0.476 -0.781  0.138],100,,2.2095804,637.02246,-34.093075
-37.94646,1.0535381,100.0,1.1132687,0.1964261,0.40437925,39.439857,96.776474,40,95.49,0.5013573,624.2107136249542,-3.7384034e-06,4000,0.2952602,-106.16219653795608,1.0487163,18.0713,205832,62.550617,-39.210003,[-0.86  -1.136 -0.47  -0.786  0.151],100,,3.2141023,488.2457,-40.859066
-34.930214,1.0316654,100.0,1.1473272,0.19197914,0.4009178,33.614555,96.64673,41,93.32,0.58638525,648.1195561885834,-2.2506713e-06,4100,0.26104435,-109.80331022509286,1.0509381,16.035322,215164,65.80094,-36.367188,[-0.869 -1.131 -0.473 -0.776  0.155],100,,2.288257,448.95865,-33.188168
-41.685463,1.0171546,100.0,1.0929463,0.1977092,0.40145135,55.920734,96.80357,42,97.61,0.62573636,671.2148883342743,1.2969971e-06,4200,0.1338785,-107.19645189686494,1.0199401,18.68644,224925,58.616302,-42.428783,[-0.878 -1.122 -0.472 -0.767  0.166],100,,1.6316913,435.08673,-30.585491
-33.823357,1.070146,100.0,1.2697791,0.19438057,0.40691122,43.03819,96.697174,43,93.04,0.44879612,693.3097915649414,-2.3269654e-06,4300,0.40019882,-107.12752752803813,1.0927992,16.661848,234229,67.55553,-36.327446,[-0.894 -1.132 -0.479 -0.771  0.167],100,,4.798801,670.048,-33.91452
-40.735237,0.9965969,100.0,1.0533048,0.19355337,0.39706004,48.237637,96.79761,44,96.01,0.7187221,716.4147300720215,1.4495849e-06,4400,0.12207194,-105.725543424047,1.0145802,17.713255,243830,59.328026,-41.10415,[-0.922 -1.118 -0.484 -0.755  0.17 ],100,,1.4054219,372.311,-35.15946
-39.92956,1.0187991,100.0,1.059122,0.19941972,0.40364876,44.955963,96.784164,45,98.11,0.6227323,741.9880976676941,-8.888244e-06,4500,0.13785967,-108.69803795219782,1.0209258,17.610823,253641,60.51598,-40.879883,[-0.931 -1.12  -0.485 -0.755  0.174],100,,1.5733011,422.2545,-33.57361
-43.144558,1.0443573,100.0,1.1231296,0.21000703,0.4138816,41.475998,96.8911,46,102.42,0.6083052,766.4042682647705,1.9073487e-07,4600,0.20099412,-107.99697369723407,1.0397104,17.39729,263883,57.50046,-44.76682,[-0.948 -1.118 -0.494 -0.749  0.172],100,,1.9628892,399.9608,-30.755424
-44.91339,1.0213596,100.0,1.182047,0.20864566,0.4132271,50.235283,96.89371,47,101.64,0.6510179,791.8028047084808,1.9454956e-06,4700,0.20208926,-107.04173584369735,1.0416615,19.290487,274047,55.80339,-46.00911,[-0.949 -1.138 -0.497 -0.758  0.177],100,,2.5130951,516.6614,-34.61635
-56.446793,1.0181996,100.0,1.2546341,0.2522936,0.44674385,41.20558,97.241745,48,121.11,0.5837231,819.6923434734344,-9.155273e-07,4800,0.26044336,-106.47107763830587,1.0700465,21.056364,286158,44.4563,-57.800503,[-0.955 -1.146 -0.497 -0.76   0.184],100,,2.612173,625.97015,-34.0608
-56.45574,1.0241587,100.0,1.2098857,0.24320352,0.43911594,48.638115,97.18309,49,117.55,0.5926438,847.9491147994995,3.7384034e-06,4900,0.22570221,-106.78912492960964,1.0480167,19.173206,297913,44.214058,-57.396008,[-0.968 -1.146 -0.495 -0.757  0.182],100,,2.4314785,465.77518,-35.42919
-52.65633,1.0040482,100.0,1.0324233,0.2277761,0.42090505,37.35465,97.08389,50,113.26,0.8340978,875.3337543010712,3.4332277e-07,5000,0.074531674,-108.50955784550555,1.0080353,17.981825,309239,47.369465,-52.969826,[-0.978 -1.148 -0.495 -0.756  0.173],100,,1.2834249,348.27487,-30.689232
-56.69866,1.0593868,100.0,1.3119483,0.26371703,0.46088594,40.623833,97.24033,51,123.67,0.41780484,903.467353105545,-1.2588501e-06,5100,0.35695145,-108.80899858773074,1.1072962,18.995232,321606,45.06254,-58.40993,[-0.974 -1.145 -0.492 -0.751  0.172],100,,3.3257966,575.46185,-36.04143
-64.363846,1.0594789,100.0,1.6721603,0.2953185,0.49233875,46.65536,97.40677,52,133.76,0.43931195,934.3158695697784,3.4332274e-06,5200,0.47708672,-106.5552406805068,1.1583817,21.29139,334982,37.713963,-66.53441,[-0.971 -1.145 -0.486 -0.745  0.162],100,,5.167789,691.4353,-37.347103
-69.20148,0.9983016,100.0,1.2221792,0.31292042,0.4775873,45.739784,97.566895,53,150.42,0.5660575,968.3890013694763,-3.8146973e-07,5300,0.23696192,-107.78412608977538,1.0666298,19.315327,350024,31.415012,-70.29791,[-0.977 -1.143 -0.479 -0.74   0.157],100,,3.0847602,414.48428,-38.509804
-70.67941,1.0009946,100.0,1.2582412,0.33837968,0.49195778,45.03414,97.683716,54,160.91,0.5107163,1004.5989806652069,-2.784729e-06,5400,0.2529313,-105.90130684630927,1.0828575,19.39983,366115,30.21095,-71.88736,[-0.988 -1.143 -0.478 -0.736  0.16 ],100,,2.5052795,452.0473,-43.051094
-76.91771,1.0335933,100.0,1.5017803,0.40641263,0.532283,49.158222,97.87831,55,185.5,0.45558387,1044.893635749817,-1.1253356e-06,5500,0.43499857,-104.03721408909934,1.15208,21.267534,384665,24.340311,-78.76013,[-0.994 -1.148 -0.475 -0.735  0.166],100,,4.469735,481.87686,-54.326935
-78.817085,1.0018196,100.0,1.2120566,0.3812807,0.5036946,48.222794,97.86839,56,182.44,0.4887411,1083.851024389267,-1.1634827e-06,5600,0.23346993,-103.22485987474843,1.0728519,21.100237,402909,21.763662,-79.71025,[-1.006 -1.144 -0.471 -0.73   0.168],100,,2.2142649,448.80954,-45.588963
-85.99444,1.072594,100.0,1.411603,0.49592617,0.55450267,37.66975,98.09366,57,223.75,0.43592745,1129.8969540596008,9.155273e-07,5700,0.37578526,-101.39685499408277,1.1723987,19.538137,425284,15.338584,-87.8748,[-1.012 -1.144 -0.468 -0.726  0.164],100,,4.2307034,427.44562,-46.078686
-87.6758,1.0180514,100.0,1.2212769,0.4614717,0.52174956,57.38353,98.0932,58,219.88,0.5422136,1176.5536460876465,-3.2043456e-06,5800,0.26374975,-99.69305000287723,1.0797462,19.399426,447272,12.780166,-88.42874,[-1.02  -1.15  -0.464 -0.726  0.159],100,,2.528812,400.0124,-40.86714
-90.17604,1.0156573,100.0,1.094295,0.4697672,0.5123006,48.161274,98.15456,59,228.5,0.65152884,1224.1377868652344,9.536743e-07,5900,0.18086593,-96.59275357602735,1.0432398,16.70809,470122,10.068275,-90.57904,[-1.029 -1.144 -0.463 -0.719  0.16 ],100,,2.6084657,290.82785,-41.327805
-88.969894,1.0506612,100.0,1.4297297,0.53501576,0.55648214,33.432106,98.185455,60,241.79,0.46800673,1274.2938776016235,2.0980835e-06,6000,0.44375524,-98.47467977758241,1.1799258,20.709114,494301,12.147201,-90.55802,[-1.03  -1.143 -0.46  -0.715  0.159],100,,4.2365603,473.47995,-53.39158
-93.491455,1.0044465,100.0,1.0689486,0.51753396,0.51044184,31.154985,98.277084,61,253.51,0.5634268,1325.484629392624,-4.959106e-07,6100,0.15579373,-91.63238670504245,1.0315583,17.790903,519652,6.638079,-93.90119,[-1.042 -1.138 -0.459 -0.706  0.161],100,,1.7917368,316.6864,-41.117966
-92.39946,1.0001422,100.0,1.0800649,0.5213296,0.51364905,35.02525,98.20337,62,253.81,0.55511695,1379.4311294555664,4.005432e-07,6200,0.16555873,-101.0966225873382,1.0406418,18.213531,545033,7.792926,-92.7804,[-1.045 -1.146 -0.46  -0.708  0.16 ],100,,1.811811,333.43686,-42.714214
-92.97784,0.9997293,100.0,1.0692226,0.5619799,0.5083376,26.978231,98.302826,63,275.06,0.5837227,1433.0940494537354,6.8664554e-07,6300,0.14938998,-95.88170850174329,1.0345019,17.947477,572539,7.14621,-93.40317,[-1.046 -1.147 -0.458 -0.706  0.157],100,,1.5742054,310.24478,-38.328396
-92.9793,1.0017515,100.0,1.0682075,0.5154046,0.5107012,44.146698,98.22531,64,252.36,0.6261933,1487.3947458267212,1.7547608e-06,6400,0.14005028,-97.75107187763516,1.032691,19.448944,597775,7.122014,-93.29058,[-1.049 -1.152 -0.457 -0.707  0.158],100,,1.546442,373.22305,-41.13266
-93.374886,1.0099201,100.0,1.0925269,0.5697096,0.5124055,35.18194,98.31491,65,276.54,0.5324813,1545.1475946903229,-7.4386594e-07,6500,0.20841457,-94.72780868346757,1.0495541,16.978521,625429,6.8438635,-93.935165,[-1.054 -1.155 -0.456 -0.707  0.156],100,,1.9993352,283.53604,-42.810547
-92.510086,0.9934937,100.0,1.0384151,0.5745798,0.4999944,36.248535,98.32126,66,284.56,0.68809044,1603.3384878635406,-5.340576e-07,6600,0.101753786,-96.57194682977237,1.018193,16.098269,653885,7.440309,-92.74195,[-1.061 -1.154 -0.457 -0.704  0.149],100,,1.5568267,263.09033,-41.44996
-96.14454,1.0062289,100.0,1.0375795,0.5757316,0.50132316,36.695694,98.35805,67,284.4,0.71059424,1661.1148054599762,-1.3923645e-06,6700,0.11538884,-91.2850649724437,1.01859,16.798923,682325,3.8453698,-96.371605,[-1.071 -1.152 -0.459 -0.701  0.15 ],100,,1.5250847,268.62775,-49.3077
-95.5645,1.0237653,100.0,1.072719,0.58867794,0.50506335,32.45625,98.35448,68,288.09,0.5865777,1721.5684413909912,-1.7547608e-06,6800,0.16142549,-92.98335402570027,1.0368893,16.1567,711134,4.4908595,-95.88307,[-1.071 -1.158 -0.46  -0.703  0.149],100,,1.9028428,260.43735,-39.140533
-94.27809,1.0030578,100.0,1.0492568,0.5878623,0.50082153,24.185524,98.33804,69,289.76,0.68769777,1782.0601091384888,-9.250641e-07,6900,0.12741539,-95.90358356127228,1.0256271,15.314953,740110,5.7127357,-94.49865,[-1.075 -1.155 -0.458 -0.701  0.146],100,,1.6794168,230.90096,-42.015503
-97.47498,1.0061809,100.0,1.0877993,0.60584545,0.50649965,23.805164,98.38397,70,294.44,0.43413854,1841.262654542923,1.5258789e-07,7000,0.18081841,-90.6914052577865,1.0484309,17.490871,769554,2.681978,-97.977684,[-1.08  -1.155 -0.457 -0.7    0.145],100,,1.7884012,272.5666,-50.52983
-95.259544,1.0087426,100.0,1.076561,0.61648405,0.5033762,34.119186,98.403595,71,300.1,0.57767236,1902.4969453811646,-1.7166137e-06,7100,0.1717147,-89.49026353504308,1.0433441,16.849869,799564,4.920651,-95.65443,[-1.087 -1.158 -0.457 -0.699  0.142],100,,1.787742,283.4905,-40.972828
-95.49711,1.0015008,100.0,1.0104887,0.59574544,0.49291345,34.935726,98.34686,72,296.81,0.768948,1962.7016236782074,-1.9073486e-08,7200,0.06147406,-96.92891707765868,1.0056487,15.962196,829245,4.3929334,-95.56586,[-1.09  -1.161 -0.459 -0.698  0.135],100,,1.2525159,252.33827,-44.379364
-97.0294,0.9969736,100.0,1.038233,0.6687704,0.47925645,39.277664,98.4671,73,330.38,0.629404,2031.0812871456146,2.9754638e-06,7300,0.11263102,-88.02888720421228,1.0227717,14.71428,862283,2.9196875,-97.22099,[-1.093 -1.164 -0.461 -0.699  0.134],100,,1.5341492,209.65277,-42.570107
-98.10473,1.0077792,100.0,1.0293826,0.6457374,0.4850122,29.544744,98.43895,74,319.68,0.7584349,2097.4507660865784,1.9073486e-08,7400,0.09747328,-89.67852084816823,1.0160846,15.73224,894251,1.8526546,-98.28178,[-1.09  -1.171 -0.462 -0.702  0.134],100,,1.435239,239.3781,-39.55297
-97.251945,0.99833953,100.0,1.0119017,0.64389217,0.48164573,33.0934,98.40492,75,320.61,0.8000357,2163.615493774414,-1.6784668e-06,7500,0.05858156,-95.39308288449625,1.0071577,15.101025,926312,2.6396692,-97.33215,[-1.093 -1.176 -0.463 -0.704  0.136],100,,1.240803,220.52007,-53.76198
-96.82156,0.99509907,100.0,1.0282794,0.61827284,0.49254608,28.498316,98.36548,76,305.89,0.7092329,2226.1334416866302,-1.6593933e-06,7600,0.09033335,-97.0469353612218,1.0170114,16.707077,956901,3.148449,-96.99641,[-1.096 -1.177 -0.464 -0.703  0.135],100,,1.3686165,281.73898,-42.914276
-98.09148,1.0250047,100.0,1.0579625,0.6596835,0.48943362,27.325285,98.418915,77,322.56,0.59922445,2291.478655099869,-7.6293946e-07,7700,0.16340351,-93.71696482772441,1.0360011,16.82404,989157,2.0224373,-98.42144,[-1.098 -1.177 -0.464 -0.702  0.13 ],100,,1.7799171,274.14444,-41.847744
-97.39564,1.0036565,100.0,1.0107543,0.6157446,0.48861253,27.406618,98.40221,78,306.81,0.8298769,2353.263945579529,2.3841858e-06,7800,0.05580891,-91.70406157340685,1.0058494,16.3228,1019838,2.490502,-97.44046,[-1.1   -1.178 -0.466 -0.7    0.124],100,,1.2381297,262.5637,-44.53089
-100.121216,1.0018984,100.0,1.0326848,0.70518327,0.46458125,27.070906,98.52548,79,348.69,0.65440464,2418.505522251129,1.411438e-06,7900,0.109131776,-82.72964312887454,1.021293,13.663412,1054707,-0.17060214,-100.27615,[-1.101 -1.178 -0.465 -0.7    0.125],100,,1.509213,185.5656,-38.545647
-98.35719,0.9955339,100.0,1.0036039,0.6722461,0.47033677,34.08906,98.4586,80,335.68,0.890018,2486.2751264572144,2.861023e-06,8000,0.035491943,-90.86791377874346,1.0022408,15.417655,1088275,1.503575,-98.38362,[-1.098 -1.182 -0.465 -0.704  0.126],100,,1.1422834,233.78154,-47.037125
-98.10686,1.0114627,100.0,1.0135236,0.7086721,0.45798236,28.268396,98.46123,81,352.7,0.7634637,2556.2713096141815,6.4849854e-07,8100,0.07175158,-95.01136610904042,1.0086437,14.857431,1123545,1.7837489,-98.155975,[-1.097 -1.182 -0.465 -0.703  0.125],100,,1.3039237,219.35622,-41.155807
-98.00066,1.0063801,100.0,1.024964,0.66128576,0.4798072,26.707523,98.43686,82,327.57,0.6873566,2621.1791021823883,1.2207031e-06,8200,0.10027506,-92.23348371895632,1.0158128,16.247465,1156302,1.9528875,-98.120316,[-1.1   -1.181 -0.465 -0.702  0.123],100,,1.4372329,275.02164,-46.683594
-99.210754,1.0089082,100.0,1.0242671,0.6916219,0.46919453,24.423532,98.4633,83,342.43,0.7345375,2686.549169063568,-2.3651123e-06,8300,0.09560724,-91.89031967858513,1.0161154,15.886708,1190545,0.74690807,-99.36083,[-1.1   -1.18  -0.465 -0.703  0.123],100,,1.4255006,243.60619,-45.779083
-99.67245,1.0057396,100.0,1.0113384,0.6923808,0.46443912,27.35415,98.49188,84,344.84,0.7641174,2755.386646270752,7.6293944e-08,8400,0.059455562,-87.6099333076621,1.0067581,14.926213,1225029,0.20528974,-99.72375,[-1.099 -1.18  -0.466 -0.702  0.119],100,,1.2252661,225.39906,-48.841938
