InitialReturnStd,ReturnStepMax,TimestepsSoFar,StdD2w0t,InitialReturnMax,ReturnStepMaxmin,Iteration,MinD2w0t,Weights,EpLenMean,EmpiricalD2,J_sample_variance,StdIW,InitialBound,EpThisIter,MinIW,EpisodesSoFar,Bound,InitialReturnMin,MeanIW,TimeElapsed,InitialReturnMean,MaxD2w0t,EpRewMean,MeanD2w0t,MaxIW,ReturnMeanIW
12.38227,100.0,652519,0.27743182,-41.245148,99.000015,169,,[-0.77  -0.508 -0.357 -0.734 -0.073],41.91,1.0014652,156.7507,0.040889155,-371.27563,100,0.88907635,16900,-371.04037,-95.47587,0.99357384,1954.992028951645,-74.541016,1.0070136,-106.88718506980551,0.083914064,1.1563908,-74.10217
14.6263895,100.0,656944,0.2847472,-29.93756,99.0,170,,[-0.771 -0.506 -0.355 -0.734 -0.074],44.25,1.0036187,234.5093,0.05537714,-379.52808,100,0.85043424,17000,-379.06488,-95.04728,0.9848907,1966.6082208156586,-71.795975,1.0081648,-104.8178373551244,0.08872559,1.1517338,-70.864426
14.25481,100.0,660703,0.26526856,-38.10074,99.000015,171,,[-0.77  -0.508 -0.355 -0.737 -0.071],37.59,1.0142847,228.26204,0.09936279,-372.49207,100,0.72334576,17100,-371.37805,-95.66328,0.96916604,1977.714884519577,-76.50861,1.025995,-105.56950676418188,0.075634,1.3261094,-74.31343
13.078277,100.0,665175,0.285547,-34.001625,99.00004,172,,[-0.773 -0.507 -0.351 -0.733 -0.069],44.72,1.0010177,177.83858,0.028348092,-385.7726,100,0.8998982,17200,-385.62192,-93.38832,0.9955255,1990.7643270492554,-72.78944,1.0025486,-106.65621806405142,0.08949598,1.0770872,-72.504524
13.421904,100.0,669555,0.28324217,-28.424297,99.00002,173,,[-0.773 -0.509 -0.352 -0.734 -0.066],43.8,1.0031163,190.43579,0.051521838,-385.88593,100,0.7885894,17300,-385.4715,-93.82927,0.9882245,2002.0329613685608,-73.29014,1.008053,-106.36999772580035,0.08776648,1.1393099,-72.46678
13.428519,100.0,673837,0.28012422,-34.82236,99.0,174,,[-0.777 -0.509 -0.353 -0.735 -0.071],42.82,1.0014472,174.09712,0.03718722,-377.40732,100,0.91289836,17400,-377.2345,-94.68753,0.9967684,2014.1827983856201,-74.62443,1.0040083,-107.16468341719592,0.08572748,1.1483531,-74.27873
13.360364,100.0,677890,0.27401665,-31.234146,99.00008,175,,[-0.775 -0.508 -0.351 -0.734 -0.07 ],40.53,1.0063227,190.32874,0.07015929,-368.58286,100,0.7544409,17500,-367.8399,-92.47996,0.9812163,2025.236285686493,-74.958694,1.0133319,-106.22867136808864,0.08138358,1.2127355,-73.55702
14.320541,100.0,682326,0.284606,-29.355017,99.0,176,,[-0.772 -0.511 -0.349 -0.736 -0.066],44.36,1.0017352,201.77324,0.039619055,-384.75168,100,0.88249964,17600,-384.5341,-95.20193,0.9947455,2036.9021906852722,-71.38938,1.0043111,-104.5904415694564,0.08880596,1.155952,-70.952614
11.629618,100.0,686626,0.28147775,-43.316814,99.00001,177,,[-0.771 -0.513 -0.349 -0.737 -0.063],43.0,1.0075557,176.68106,0.0794086,-379.2412,100,0.6915148,17700,-378.36774,-94.92844,0.9731954,2049.020318031311,-74.13695,1.017024,-107.35284635407491,0.086342365,1.1929256,-72.43012
13.60384,100.0,690835,0.27824992,-25.53083,99.0,178,,[-0.773 -0.508 -0.349 -0.735 -0.067],42.09,1.0033103,222.55333,0.0617333,-381.11755,100,0.7528832,17800,-380.66232,-92.949646,0.9832559,2061.710997581482,-73.88823,1.0129609,-105.81062606777715,0.08436149,1.1539942,-72.99836
11.257257,100.0,695255,0.28435284,-42.41586,99.0,179,,[-0.773 -0.51  -0.351 -0.733 -0.069],44.2,1.0040778,149.11707,0.049584307,-377.85483,100,0.8693362,17900,-377.4977,-93.923256,0.98915076,2073.9212367534637,-73.885475,1.0135894,-107.89799338606397,0.08854761,1.1572108,-73.2192
11.875463,100.0,699879,0.29019114,-36.603615,99.0,180,,[-0.777 -0.508 -0.351 -0.73  -0.07 ],46.24,1.0025308,143.76773,0.04465061,-375.86914,100,0.88407695,18000,-375.48645,-94.05937,0.99059486,2086.1975536346436,-72.48641,1.0077742,-107.89602579595189,0.09263772,1.1564775,-71.80107
14.510974,100.0,704161,0.28044528,-37.870712,99.00004,181,,[-0.772 -0.507 -0.348 -0.73  -0.068],42.82,1.0045102,239.83612,0.06557153,-381.5803,100,0.77313864,18100,-381.064,-93.44365,0.98504937,2098.2185711860657,-72.87521,1.012385,-105.10868249390217,0.08582994,1.2173485,-71.91379
14.288155,100.0,708362,0.27927828,-35.971115,99.0,182,,[-0.777 -0.505 -0.348 -0.727 -0.072],42.01,1.0192155,245.8975,0.12265968,-376.37274,100,0.711445,18200,-374.78442,-93.94813,0.96074283,2110.979927778244,-73.58983,1.0365697,-105.38958133594375,0.08458461,1.496613,-70.69478
13.081161,100.0,712379,0.27203572,-37.073265,99.00014,183,,[-0.784 -0.505 -0.347 -0.723 -0.071],40.17,1.0012577,169.05931,0.03242498,-374.73148,100,0.8944365,18300,-374.5951,-95.052086,0.9962403,2121.9169268608093,-75.15704,1.0028346,-106.14984930807228,0.080402285,1.0928658,-74.87904
14.368184,100.0,716536,0.2763342,-15.292538,99.0,184,,[-0.784 -0.505 -0.345 -0.724 -0.071],41.57,1.0013429,200.86989,0.035887767,-387.04578,100,0.9116909,18400,-386.8547,-93.57855,0.9960606,2132.2459313869476,-74.44998,1.003428,-105.98917584569517,0.08321088,1.0801978,-74.0832
13.91362,100.0,720931,0.28346765,-31.221342,99.0,185,,[-0.782 -0.506 -0.344 -0.725 -0.073],43.95,1.0021952,204.124,0.045957923,-380.19696,100,0.87986875,18500,-379.87033,-92.81175,0.9910392,2145.3682041168213,-71.97308,1.0060099,-105.09925004181487,0.087997675,1.1344723,-71.43894
14.167535,100.0,725333,0.28355405,-28.875057,99.0,186,,[-0.779 -0.505 -0.343 -0.725 -0.07 ],44.02,1.0012298,216.07361,0.03415942,-378.5128,100,0.88330424,18600,-378.35315,-92.99926,0.99462545,2157.537324666977,-72.859566,1.003267,-105.7830646858236,0.088104665,1.1042728,-72.55815
14.259854,100.0,729647,0.28220886,-34.573605,99.0,187,,[-0.779 -0.507 -0.343 -0.726 -0.073],43.14,1.0117221,292.63498,0.103769004,-380.55258,100,0.7131427,18700,-379.4757,-94.71561,0.9645575,2169.498351097107,-73.83712,1.029182,-106.14279870262186,0.08672184,1.2955087,-71.74114
14.427408,100.0,733974,0.28165454,-27.357773,99.0,188,,[-0.776 -0.508 -0.345 -0.73  -0.077],43.27,1.0035396,202.32146,0.05821609,-381.31708,100,0.8683319,18800,-380.98203,-92.77704,0.99208033,2182.3099493980408,-73.09319,1.0079862,-105.60055424189055,0.08669332,1.3358728,-72.411446
13.228678,100.0,738456,0.2858617,-21.556593,99.0,189,,[-0.777 -0.507 -0.342 -0.728 -0.075],44.82,1.0010816,161.01006,0.033300124,-394.56805,100,0.9366927,18900,-394.37708,-93.445526,0.99746054,2195.501702070236,-72.130585,1.0039393,-105.9442817328019,0.08969937,1.1121362,-71.77005
12.381919,100.0,742835,0.28327557,-44.88899,99.0,190,,[-0.777 -0.508 -0.342 -0.729 -0.072],43.79,1.0036682,184.86653,0.05410814,-374.48624,100,0.73020077,19000,-373.85107,-93.05778,0.9815731,2209.1459226608276,-73.585144,1.0130142,-106.78798186812728,0.087765545,1.1040502,-72.52806
13.272027,100.0,747313,0.28579175,-37.56325,99.00003,191,,[-0.771 -0.512 -0.342 -0.731 -0.071],44.78,1.0019104,192.0865,0.041945077,-381.0359,100,0.84730685,19100,-380.70633,-93.80053,0.99243444,2222.5472178459167,-71.86002,1.0076016,-105.3627824842229,0.089636914,1.134114,-71.36013
12.440123,100.0,751382,0.27383307,-45.009666,99.00002,192,,[-0.765 -0.514 -0.341 -0.733 -0.071],40.69,1.0023823,187.91199,0.04860984,-369.7323,100,0.83929634,19200,-369.30725,-92.934715,0.9870147,2234.6012511253357,-74.51734,1.0072491,-105.91994478420767,0.08150179,1.1266785,-73.83983
13.382856,100.0,755774,0.28369722,-30.221834,99.0,193,,[-0.77  -0.512 -0.342 -0.731 -0.075],43.92,1.0036603,187.34798,0.05878619,-376.53278,100,0.82241136,19300,-376.10785,-94.55461,0.98771733,2247.814430475235,-72.56342,1.0076287,-105.67242901908718,0.08803643,1.1557807,-71.73861
12.884805,100.0,760163,0.28335136,-41.91793,99.0,194,,[-0.77  -0.515 -0.342 -0.733 -0.078],43.89,1.0024917,171.52875,0.05070792,-371.01007,100,0.82817656,19400,-370.68405,-94.05922,0.9919114,2260.0058579444885,-72.82342,1.0052576,-106.35288845395087,0.08789849,1.1129735,-72.26655
12.696183,100.0,764375,0.2782112,-34.792088,99.0,195,,[-0.766 -0.515 -0.341 -0.735 -0.082],42.12,1.0038942,182.21303,0.06471482,-373.24597,100,0.83910286,19500,-372.74417,-92.59516,0.9875762,2272.4765429496765,-74.35759,1.0089078,-106.77998213118755,0.084382184,1.2280184,-73.52778
12.028286,100.0,768406,0.2726428,-49.74487,99.00004,196,,[-0.772 -0.516 -0.341 -0.735 -0.081],40.31,1.002311,152.1185,0.045068104,-371.74445,100,0.8627645,19600,-371.4895,-95.253944,0.99265736,2285.277563095093,-75.00984,1.0045727,-106.1724758976313,0.08073355,1.1450638,-74.499245
12.735662,100.0,772534,0.2758603,-41.440998,99.0,197,,[-0.77  -0.517 -0.341 -0.735 -0.086],41.28,1.0038856,193.05858,0.057906047,-371.208,100,0.7741024,19700,-370.68716,-93.65855,0.9840962,2296.7936589717865,-75.22453,1.0111703,-107.19835515640942,0.0827559,1.140283,-74.27827
12.054312,100.0,776917,0.28289813,-43.521576,99.00005,198,,[-0.763 -0.519 -0.339 -0.737 -0.09 ],43.83,1.0005805,148.7061,0.025029238,-375.96002,100,0.9128425,19800,-375.89407,-92.778336,0.99817026,2309.064703464508,-73.17713,1.0015256,-106.56071342817951,0.08769004,1.1155032,-73.04368
11.399535,100.0,781050,0.27571332,-48.594334,99.00001,199,,[-0.761 -0.52  -0.339 -0.738 -0.089],41.33,1.0019106,138.92984,0.03930439,-376.90622,100,0.861979,19900,-376.63342,-94.213196,0.99193186,2321.5072491168976,-74.7366,1.0059056,-106.5543034937117,0.08276697,1.1034343,-74.212326
13.23657,100.0,785606,0.2881571,-25.49718,99.00001,200,,[-0.764 -0.522 -0.342 -0.739 -0.088],45.56,1.0029023,185.93501,0.05007458,-385.18478,100,0.86374235,20000,-384.82855,-93.7741,0.9922008,2333.89288687706,-70.732765,1.0057039,-104.88681153664001,0.09123713,1.1658261,-70.115654
13.837181,100.0,790261,0.2908815,-33.73398,99.0,201,,[-0.768 -0.523 -0.342 -0.738 -0.085],46.55,1.0016404,198.68541,0.03754726,-388.31223,100,0.88059103,20100,-388.0513,-96.00129,0.99263906,2348.0472226142883,-71.27419,1.0044408,-106.0745931027171,0.0931973,1.1078539,-70.80423
12.505481,100.0,794471,0.2786114,-43.11613,99.00003,202,,[-0.771 -0.522 -0.344 -0.736 -0.087],42.1,1.006942,177.00526,0.081819326,-380.0464,100,0.74214745,20200,-379.37195,-93.424736,0.9827505,2360.424021244049,-73.856224,1.0164045,-106.03613804288493,0.084478185,1.3984855,-72.54806
12.964189,100.0,798706,0.27959603,-40.3686,99.0,203,,[-0.772 -0.52  -0.341 -0.733 -0.085],42.35,1.0079713,178.16754,0.08162656,-374.29944,100,0.7993297,20300,-373.5263,-93.906586,0.9794146,2372.466947555542,-72.757,1.0143837,-104.86815296138491,0.085053526,1.3027768,-71.21627
13.375013,100.0,803148,0.28462154,-40.738422,99.0,204,,[-0.774 -0.519 -0.34  -0.731 -0.077],44.42,1.000953,171.30383,0.02981929,-377.83167,100,0.91326904,20400,-377.75732,-95.46008,0.999035,2386.0428795814514,-72.7274,1.0016855,-106.48702363168098,0.08887191,1.0775331,-72.58759
12.912358,100.0,807433,0.28008792,-43.989403,99.00001,205,,[-0.775 -0.519 -0.34  -0.73  -0.079],42.85,1.0012009,174.04538,0.03242484,-371.87424,100,0.90343654,20500,-371.73776,-93.66021,0.9959222,2398.240266561508,-73.68759,1.004882,-106.32801722540049,0.08575046,1.1277393,-73.44036
12.675174,100.0,812057,0.29049096,-41.287983,99.000015,206,,[-0.772 -0.518 -0.339 -0.731 -0.078],46.24,1.0054859,181.97647,0.06379205,-371.15543,100,0.7306099,20600,-370.71393,-93.228065,0.98458284,2410.3537635803223,-70.91018,1.0106782,-105.76493477110866,0.09272875,1.1712381,-70.015205
14.477451,100.0,816611,0.28789797,-6.340631,99.0,207,,[-0.772 -0.519 -0.341 -0.733 -0.078],45.54,1.0012132,220.27658,0.03832283,-395.66946,100,0.87381274,20700,-395.47614,-91.40092,0.99399835,2421.894724369049,-71.29529,1.0044174,-104.9529566216277,0.09113731,1.0864106,-70.94932
12.534384,100.0,820923,0.28140327,-24.258347,99.000015,208,,[-0.774 -0.52  -0.342 -0.732 -0.08 ],43.12,1.0043883,166.9356,0.05613043,-371.10336,100,0.8704262,20800,-370.56396,-91.983315,0.9859608,2434.913415670395,-72.91672,1.0118062,-105.91234463316448,0.08644884,1.1824448,-71.97121
12.964712,100.0,825361,0.28479165,-38.512135,99.00004,209,,[-0.768 -0.517 -0.339 -0.732 -0.076],44.38,1.0028465,188.28363,0.0480856,-369.91943,100,0.8424994,20900,-369.67294,-93.22751,0.9914685,2448.2229180336,-71.732796,1.0057639,-105.26189938487805,0.08888206,1.1367816,-71.2452
11.780919,100.0,829583,0.27852905,-46.50303,99.00001,210,,[-0.768 -0.515 -0.34  -0.731 -0.074],42.22,1.002449,153.18405,0.05452804,-377.79413,100,0.80175763,21000,-377.41187,-92.98378,0.989432,2460.2509553432465,-73.82477,1.0066766,-106.2448263387442,0.08458955,1.1331818,-73.093025
12.028338,100.0,833839,0.27939722,-43.605614,99.00002,211,,[-0.769 -0.515 -0.338 -0.732 -0.077],42.56,1.0031888,152.82805,0.04840131,-374.5163,100,0.8477197,21100,-374.27887,-92.67947,0.99312115,2472.3709185123444,-73.61521,1.0090519,-106.37757713627714,0.085222594,1.1211063,-73.13443
14.618515,100.0,838422,0.2892057,-31.146341,99.0,212,,[-0.774 -0.513 -0.338 -0.729 -0.077],45.83,1.0042315,201.58884,0.063090764,-384.4959,100,0.85050786,21200,-383.96683,-94.0296,0.98802984,2485.628168821335,-71.51274,1.0108808,-105.5441731556403,0.09186697,1.1905462,-70.49584
13.631801,100.0,843133,0.29356575,-38.15515,99.00002,213,,[-0.776 -0.513 -0.336 -0.729 -0.079],47.11,1.0113145,204.5187,0.08697544,-374.6673,100,0.74912894,21300,-373.7699,-92.58999,0.9718121,2498.089756011963,-70.12418,1.0196408,-104.97548448807142,0.094679646,1.2325597,-68.34184
13.724106,100.0,847360,0.27854824,-33.86083,99.00001,214,,[-0.776 -0.516 -0.334 -0.729 -0.076],42.27,1.0028734,198.8967,0.043361068,-384.42804,100,0.8673371,21400,-384.2017,-92.5969,0.99208385,2511.4773683547974,-73.46816,1.0052264,-105.50329196185898,0.084644414,1.0991559,-72.974976
13.437333,100.0,851616,0.27972695,-33.135532,99.00001,215,,[-0.776 -0.513 -0.335 -0.728 -0.076],42.56,1.0060568,208.52867,0.074211486,-372.05823,100,0.8014594,21500,-371.59274,-93.34865,0.98621255,2522.6741812229156,-73.16984,1.0168016,-105.61848024322553,0.0853202,1.2525501,-72.26782
13.407095,100.0,856089,0.2859627,-34.212223,99.0,216,,[-0.782 -0.515 -0.337 -0.727 -0.076],44.73,1.0048494,210.7045,0.06819406,-373.79694,100,0.77392733,21600,-373.19885,-95.12318,0.9852934,2536.2754402160645,-71.627335,1.0202726,-105.23502520603357,0.08963501,1.2852297,-70.670334
13.862962,100.0,860581,0.28624767,-20.717289,99.0,217,,[-0.773 -0.518 -0.336 -0.73  -0.075],44.92,1.0017945,209.21648,0.038146283,-386.31564,100,0.89152735,21700,-386.11267,-93.76123,0.9924052,2549.922772169113,-72.219086,1.0036901,-105.80747319673031,0.089932926,1.1081995,-71.808136
11.671475,100.0,865150,0.28848478,-43.252266,99.0,218,,[-0.772 -0.518 -0.337 -0.729 -0.074],45.69,1.0029684,167.13242,0.04771437,-381.97668,100,0.8647742,21800,-381.70535,-93.12845,0.99005115,2562.5277490615845,-71.8894,1.0063925,-106.54804978769369,0.09148783,1.1387473,-71.3595
14.637858,100.0,869490,0.2821711,-29.996304,99.00001,219,,[-0.769 -0.518 -0.337 -0.731 -0.071],43.4,1.0029794,228.10283,0.046351094,-375.55423,100,0.8310787,21900,-375.11115,-93.935486,0.98697716,2576.421068906784,-72.77135,1.0146416,-105.23262530255788,0.0869936,1.2162204,-71.91031
13.984994,100.0,873728,0.2795596,-40.196064,99.0,220,,[-0.766 -0.515 -0.334 -0.73  -0.072],42.38,1.0077767,193.71416,0.07888626,-378.9527,100,0.793542,22000,-378.26068,-93.837036,0.98296654,2589.3865537643433,-73.84841,1.0135859,-105.82147327774976,0.0850766,1.2569051,-72.45436
12.656905,100.0,878147,0.28418994,-45.059227,99.000015,221,,[-0.766 -0.517 -0.334 -0.729 -0.076],44.19,1.002286,184.5583,0.044797253,-369.4204,100,0.85530746,22100,-369.1262,-93.1444,0.9914394,2600.9649572372437,-72.685776,1.006469,-106.29633723767313,0.088484004,1.1323305,-72.1846
12.873957,100.0,882516,0.28334025,-43.375454,99.0,222,,[-0.763 -0.519 -0.334 -0.732 -0.077],43.69,1.0056205,165.86636,0.061464578,-373.1528,100,0.8526926,22200,-372.58334,-92.09155,0.98449093,2613.7154273986816,-72.90756,1.0127882,-105.91347244970952,0.087671995,1.1983466,-71.75623
13.595175,100.0,886820,0.2807568,-40.068615,99.0,223,,[-0.762 -0.516 -0.331 -0.728 -0.074],43.04,1.0024152,207.85364,0.049468774,-369.51346,100,0.8747613,22300,-369.32812,-94.376495,0.99340737,2627.5875153541565,-72.77885,1.0040889,-105.20175474682786,0.08616568,1.1098021,-72.42079
12.600827,100.0,891078,0.28038466,-30.545578,99.0,224,,[-0.761 -0.514 -0.332 -0.728 -0.074],42.58,1.0132473,199.42908,0.10991878,-372.401,100,0.6417792,22400,-371.44766,-93.67838,0.97412515,2638.2890026569366,-72.82656,1.0366436,-105.26328677908867,0.08554247,1.5102153,-70.99869
12.146763,100.0,895303,0.27886105,-38.443783,99.0,225,,[-0.771 -0.512 -0.331 -0.724 -0.074],42.25,1.0036383,156.49585,0.060396224,-379.7122,100,0.79637086,22500,-379.19562,-94.07687,0.9851409,2651.1725873947144,-74.05895,1.0083454,-106.48870842920616,0.084722266,1.2191532,-73.038414
14.908224,100.0,899771,0.28560418,-26.375618,99.0,226,,[-0.77  -0.513 -0.329 -0.726 -0.077],44.68,1.00279,237.28249,0.045764178,-379.76917,100,0.84824777,22600,-379.55826,-94.94878,0.9937438,2663.7178983688354,-71.54527,1.005393,-104.28534662347931,0.08946829,1.1305078,-71.109406
13.672994,100.0,904530,0.2961816,-36.689503,99.0,227,,[-0.773 -0.513 -0.329 -0.725 -0.08 ],47.59,1.0213541,205.65697,0.1436844,-373.07315,100,0.5795317,22700,-371.22925,-95.24319,0.9540031,2675.481326341629,-70.29025,1.0463759,-105.78132722320244,0.09606117,1.5493404,-66.75428
12.657781,100.0,908910,0.28354615,-42.279583,99.00002,228,,[-0.777 -0.509 -0.325 -0.719 -0.085],43.8,1.0040206,172.37393,0.06442127,-371.30975,100,0.77005863,22800,-370.63254,-92.80402,0.9832076,2687.769450187683,-73.12309,1.0139189,-106.30032936902978,0.08785734,1.2065433,-71.94506
13.671088,100.0,913565,0.29116982,-21.583618,99.0,229,,[-0.773 -0.509 -0.322 -0.72  -0.088],46.55,1.0043778,202.18887,0.056948874,-386.42004,100,0.843784,22900,-385.9207,-92.99985,0.9847932,2700.7417562007904,-71.62009,1.0142441,-106.29287508014677,0.09329277,1.1748811,-70.67155
12.625349,100.0,917689,0.27525866,-41.968964,99.0,230,,[-0.768 -0.506 -0.32  -0.72  -0.086],41.24,1.001205,174.72607,0.02869717,-376.13248,100,0.8970549,23000,-375.92856,-94.598495,0.993927,2711.6613535881042,-74.590034,1.0048611,-105.90616987608456,0.08253119,1.0795952,-74.25254
13.920148,100.0,922065,0.28295514,-36.029224,99.0,231,,[-0.773 -0.504 -0.32  -0.719 -0.084],43.76,1.0022606,205.28348,0.049568426,-374.56952,100,0.8739748,23100,-374.30145,-93.15165,0.99266773,2724.8777194023132,-72.39992,1.0052383,-105.24271543047041,0.08762904,1.1744071,-71.91103
13.713063,100.0,926574,0.28756434,-43.826836,99.0,232,,[-0.77  -0.506 -0.319 -0.719 -0.083],45.09,1.0070273,225.43243,0.06951775,-372.9287,100,0.7817128,23200,-372.29108,-95.20807,0.9775492,2737.3656034469604,-72.02762,1.0126399,-105.65457521562831,0.09053107,1.2019491,-70.73906
14.169618,100.0,930873,0.2817677,-39.526737,99.00001,233,,[-0.769 -0.508 -0.321 -0.722 -0.077],42.99,1.0103419,233.35081,0.09953695,-375.52066,100,0.7523996,23300,-374.5461,-92.81831,0.97347873,2750.3660628795624,-73.351036,1.0183069,-105.47569717276147,0.08641748,1.2879789,-71.47944
13.249134,100.0,935578,0.29286605,-38.702938,99.0,234,,[-0.769 -0.508 -0.319 -0.719 -0.082],47.05,1.0052183,193.69888,0.05902903,-369.53195,100,0.8316401,23400,-368.97037,-92.50937,0.98267436,2763.9671771526337,-70.643555,1.0105603,-105.85364995015975,0.094388455,1.1683671,-69.57477
11.853129,100.0,940200,0.2902028,-46.835136,99.0,235,,[-0.771 -0.505 -0.319 -0.716 -0.076],46.22,1.0027559,155.8465,0.049578506,-371.38544,100,0.811165,23500,-371.02576,-92.574585,0.98850924,2777.6280982494354,-71.81101,1.0097692,-106.87010472494887,0.092618085,1.1239203,-71.098434
13.377909,100.0,944614,0.28415722,-32.530613,99.00001,236,,[-0.771 -0.504 -0.317 -0.717 -0.077],44.14,1.0047613,175.41428,0.07022951,-378.04337,100,0.8349714,23600,-377.5737,-94.92232,0.99029577,2790.3345313072205,-72.939095,1.0164156,-106.07955453107026,0.08842388,1.2346693,-72.11448
13.648009,100.0,948817,0.27785563,-37.726936,99.00001,237,,[-0.777 -0.504 -0.317 -0.716 -0.075],42.03,1.0018353,198.48935,0.034981906,-370.56253,100,0.85481215,23700,-370.31592,-93.25879,0.9927464,2802.8001306056976,-73.09366,1.0072764,-104.88291268106767,0.0841764,1.1466695,-72.618
13.659431,100.0,953310,0.28625512,-38.59405,99.0,238,,[-0.773 -0.504 -0.315 -0.717 -0.074],44.93,1.001798,194.25699,0.04358782,-384.61926,100,0.86380017,23800,-384.41833,-92.89128,0.9936506,2814.980929851532,-71.25697,1.0035754,-104.63455215766908,0.08994741,1.0890484,-70.86193
13.702745,100.0,957814,0.28665295,-34.71626,99.0,239,,[-0.773 -0.502 -0.315 -0.717 -0.076],45.04,1.0031853,194.24496,0.054337483,-373.56445,100,0.84041387,23900,-373.29916,-93.82295,0.9927086,2827.6869010925293,-71.39485,1.0059907,-105.00320110491735,0.090188965,1.1778524,-70.91149
13.888235,100.0,962266,0.28646758,-38.145588,99.0,240,,[-0.777 -0.502 -0.316 -0.715 -0.079],44.52,1.0134587,193.73175,0.09661244,-375.99496,100,0.6925887,24000,-374.94666,-91.730965,0.97185075,2840.730892896652,-72.61226,1.0221319,-106.04647773322671,0.08955816,1.3476493,-70.519295
13.841726,100.0,966809,0.28809708,-39.810116,99.0,241,,[-0.778 -0.504 -0.313 -0.714 -0.077],45.43,1.004497,200.77968,0.06442748,-375.13403,100,0.8193648,24100,-374.522,-93.73566,0.9848476,2854.354115962982,-71.75131,1.0134095,-105.55871573070903,0.09107474,1.1838084,-70.70919
13.285104,100.0,971375,0.2882307,-32.641342,99.0,242,,[-0.783 -0.507 -0.315 -0.715 -0.076],45.66,1.0010145,186.6997,0.032155856,-383.049,100,0.87531376,24200,-382.9147,-94.6893,0.9958592,2868.1028583049774,-71.25346,1.0022136,-105.29945050526645,0.091369815,1.0744623,-71.00546
12.707384,100.0,975849,0.28681916,-36.28218,99.0,243,,[-0.783 -0.506 -0.315 -0.714 -0.078],44.74,1.0100944,225.90923,0.09186434,-370.52002,100,0.68579,24300,-369.31744,-91.950066,0.96586084,2879.996339082718,-70.9456,1.0349008,-104.6298386664508,0.089911565,1.2829913,-68.884865
13.901129,100.0,980417,0.2882631,-36.9981,99.0,244,,[-0.791 -0.502 -0.316 -0.709 -0.074],45.68,1.0007434,191.84778,0.029674888,-382.875,100,0.886861,24400,-382.78235,-94.7498,0.9976916,2893.8811178207397,-71.07946,1.00189,-104.68836204503235,0.09140251,1.0742725,-70.89345
14.484157,100.0,984645,0.27860355,-34.945457,99.00007,245,,[-0.791 -0.503 -0.315 -0.71  -0.074],42.28,1.0030637,218.38472,0.051906947,-373.5366,100,0.8341415,24500,-373.01794,-93.96828,0.9882636,2904.313490629196,-73.96215,1.0114197,-105.81486800513366,0.084673874,1.2374495,-73.17851
13.543424,100.0,988660,0.27218536,-43.107704,99.0,246,,[-0.783 -0.504 -0.314 -0.711 -0.075],40.15,1.0033242,195.0415,0.059149522,-373.59235,100,0.8372942,24600,-373.2669,-95.45993,0.9912867,2915.6275815963745,-74.70393,1.0055503,-105.40561913227178,0.08042583,1.1478248,-74.09099
13.80411,100.0,993172,0.2866578,-37.17681,99.0,247,,[-0.782 -0.504 -0.313 -0.71  -0.077],45.12,1.0012772,182.46913,0.03486742,-370.61853,100,0.91605157,24700,-370.51852,-93.91204,0.99928737,2928.1666190624237,-71.044106,1.0022936,-104.5937483283202,0.090282775,1.1040026,-70.86038
13.632354,100.0,997473,0.28048715,-26.222172,99.00001,248,,[-0.784 -0.504 -0.312 -0.709 -0.077],43.01,1.0006843,187.84128,0.022974674,-382.80902,100,0.93494207,24800,-382.71405,-92.3697,0.9978719,2940.0750527381897,-73.17249,1.0023004,-105.61679632463479,0.08604637,1.0768682,-73.00603
12.66634,100.0,1001622,0.27779987,-38.558918,99.00001,249,,[-0.782 -0.504 -0.312 -0.71  -0.076],41.49,1.0180387,198.46341,0.11244889,-379.68036,100,0.69655395,24900,-378.3065,-95.53245,0.9648671,2954.2230155467987,-74.57608,1.0294456,-106.37270999434804,0.08356238,1.4126763,-71.88354
11.529652,100.0,1006172,0.28887445,-43.05805,99.00001,250,,[-0.784 -0.505 -0.309 -0.707 -0.074],45.5,1.0086105,145.37024,0.074876465,-370.29697,100,0.74585724,25000,-369.45602,-91.90047,0.9761942,2967.7739589214325,-70.72253,1.0206959,-105.18225685692461,0.091398455,1.293406,-69.04404
12.968416,100.0,1010938,0.2940813,-40.765106,99.0,251,,[-0.787 -0.501 -0.306 -0.704 -0.071],47.66,1.0039513,187.70149,0.05500041,-379.78485,100,0.829633,25100,-379.4617,-92.179535,0.9894764,2982.048492670059,-70.14833,1.0125453,-105.677183328395,0.09545549,1.2014875,-69.514496
13.99216,100.0,1015869,0.29925942,-24.208614,99.0,252,,[-0.781 -0.502 -0.305 -0.706 -0.07 ],49.31,1.0077717,206.59375,0.08653939,-375.38406,100,0.7302401,25200,-374.5273,-92.766205,0.97824126,2995.417184114456,-68.66862,1.0164908,-104.61163398067649,0.0989857,1.3247616,-67.1625
12.627237,100.0,1020531,0.29152662,-35.474316,99.00001,253,,[-0.785 -0.501 -0.306 -0.702 -0.068],46.62,1.0052555,197.96112,0.07171845,-371.28668,100,0.7383899,25300,-370.71637,-93.20625,0.9825722,3009.3991878032684,-71.04143,1.0096143,-106.07098757889922,0.09348548,1.1554838,-70.010506
