MinD2w0t,ReturnMeanIW,ReturnStepMaxmin,TimeElapsed,StdIW,MeanIW,Weights,TimestepsSoFar,Bound,EpThisIter,EmpiricalD2,MaxD2w0t,ReturnStepMax,InitialReturnMean,InitialReturnStd,MinIW,EpLenMean,StdD2w0t,InitialReturnMax,InitialReturnMin,MaxIW,J_sample_variance,MeanD2w0t,Iteration,EpRewMean,InitialBound,EpisodesSoFar
,-76.90489,99.0,120.40544199943542,0.05795231,0.98388314,[-0.567 -1.098 -0.812 -1.039 -0.015],38961,-375.5479,100,1.0037322,1.012039,100.0,-78.03342,13.791575,0.82393074,35.34,0.2569948,-36.7057,-96.02202,1.2554486,213.09108,0.070872545,11,-106.00812523149308,-376.22006,1100
,-75.32075,99.00001,131.85110211372375,0.089130305,0.9819119,[-0.563 -1.092 -0.807 -1.038 -0.015],42708,-386.09235,100,1.0090532,1.018146,100.0,-76.7182,14.712901,0.71726394,37.47,0.26418006,-23.849321,-95.40839,1.2610252,256.1882,0.07519237,12,-106.10474518920515,-386.80548,1200
,-78.390854,99.00073,142.4522202014923,0.04960289,0.99161994,[-0.556 -1.096 -0.807 -1.044 -0.016],46214,-363.13,100,1.0029359,1.0080667,100.0,-78.970085,12.767313,0.8691941,35.06,0.25575233,-38.350437,-96.18473,1.1487896,173.13914,0.07022934,13,-107.24047692791238,-363.43103,1300
,-77.12738,99.0,152.62807941436768,0.06351242,0.987314,[-0.557 -1.092 -0.807 -1.044 -0.013],49885,-369.55402,100,1.0043147,1.0078502,100.0,-78.05254,13.283063,0.7847744,36.71,0.26153392,-41.764164,-95.0072,1.123103,197.58311,0.073617786,14,-107.2637700745814,-370.01096,1400
,-78.83122,99.0001,164.11595582962036,0.045959633,0.98903865,[-0.559 -1.09  -0.809 -1.043 -0.017],53440,-375.24847,100,1.0031804,1.007322,100.0,-79.718895,13.697003,0.8259828,35.55,0.2576281,-26.028934,-94.83926,1.1295722,192.59103,0.07127887,15,-108.1536438286726,-375.70233,1500
,-79.63938,99.0,175.76116847991943,0.06592189,0.98836374,[-0.555 -1.092 -0.806 -1.045 -0.019],56772,-388.23596,100,1.0040029,1.0082453,100.0,-80.443115,13.022217,0.8024929,33.32,0.24981515,-24.064032,-95.69146,1.1926461,217.64763,0.06675163,16,-107.13760278803575,-388.667,1600
,-75.50446,99.0,188.27230262756348,0.07052909,0.9873394,[-0.552 -1.09  -0.805 -1.047 -0.024],60649,-371.1957,100,1.0048996,1.0102267,100.0,-76.47056,14.897985,0.7983961,38.77,0.26814258,-27.220238,-95.65448,1.2345072,234.06238,0.07774236,17,-106.8258932840876,-371.68552,1700
,-76.81278,99.00002,199.9015281200409,0.0905364,0.98634815,[-0.55  -1.091 -0.804 -1.045 -0.028],64313,-370.97626,100,1.0072972,1.0138196,100.0,-77.94838,12.667536,0.7727305,36.64,0.26129594,-43.045815,-94.314514,1.293113,188.32402,0.07347562,18,-107.24247586539715,-371.57257,1800
,-78.62793,99.0,211.0539174079895,0.05191112,0.9929007,[-0.556 -1.091 -0.804 -1.042 -0.033],67842,-371.73795,100,1.0028656,1.005759,100.0,-79.245026,12.782054,0.85240424,35.29,0.25654268,-37.66865,-94.59154,1.1471854,163.08542,0.07069318,19,-107.6799177178047,-372.0459,1900
,-77.57244,99.0001,221.1360569000244,0.06434575,0.9907406,[-0.559 -1.093 -0.805 -1.043 -0.037],71550,-373.84958,100,1.0041718,1.0068424,100.0,-78.18804,13.0126705,0.82202774,37.08,0.2624402,-40.689648,-95.760345,1.2142285,192.4979,0.07427313,20,-107.79525913094498,-374.1715,2000
,-76.30451,99.00001,231.48502016067505,0.037518203,0.9952784,[-0.557 -1.093 -0.806 -1.044 -0.036],75376,-382.69052,100,1.0017091,1.0039973,100.0,-76.708916,14.974063,0.8887229,38.26,0.26607108,-27.84216,-95.9751,1.0998503,219.57152,0.076592304,21,-106.66453415077959,-382.8991,2100
,-78.805084,99.00001,241.86560201644897,0.028219856,0.9976874,[-0.558 -1.096 -0.806 -1.046 -0.036],79043,-371.6883,100,1.0009625,1.0020974,100.0,-78.976494,12.989321,0.93544924,36.67,0.26080078,-27.842352,-95.530945,1.0950828,173.97076,0.07337197,22,-108.41364102330722,-371.77734,2200
,-74.87238,99.00001,251.44685411453247,0.15607865,0.9441225,[-0.558 -1.097 -0.806 -1.045 -0.037],82507,-377.19946,100,1.0357652,1.0643587,100.0,-79.27623,15.068218,0.5610031,34.64,0.2565039,-37.184044,-95.508766,1.5422838,314.39166,0.06998077,23,-106.56543695338472,-379.52148,2300
,-75.05852,99.0,264.172239780426,0.06708494,0.9818273,[-0.574 -1.099 -0.807 -1.04  -0.038],86295,-370.07227,100,1.0048338,1.0121635,100.0,-76.35207,14.517563,0.8219335,37.88,0.26550514,-24.87437,-94.127495,1.220434,232.2718,0.07601672,24,-105.99818705301682,-370.78076,2400
,-75.320175,99.00001,275.9292719364166,0.053862806,0.9924209,[-0.571 -1.093 -0.803 -1.037 -0.033],90177,-373.70422,100,1.0023093,1.0042775,100.0,-75.78533,13.966442,0.8059616,38.82,0.26788336,-38.31375,-96.74877,1.1331182,212.8104,0.07772012,25,-106.28234708648174,-373.972,2500
,-76.54693,99.00001,287.9114508628845,0.06933828,0.9870047,[-0.573 -1.091 -0.802 -1.035 -0.037],93974,-369.7254,100,1.0050094,1.0128837,100.0,-77.34517,13.724702,0.7025248,37.97,0.26546854,-44.393005,-96.18199,1.1980816,239.3306,0.076099776,26,-107.44217366123698,-370.14606,2600
,-81.55217,99.00001,298.7306146621704,0.04079156,0.99463034,[-0.568 -1.096 -0.805 -1.038 -0.038],97122,-371.07703,100,1.0017692,1.0035036,100.0,-81.97988,11.750552,0.9000184,31.48,0.24316609,-50.454304,-96.96445,1.0832739,144.1961,0.06303303,27,-107.68683462567225,-371.29022,2700
,-75.89072,99.0,310.5385959148407,0.05742636,0.9828347,[-0.571 -1.096 -0.806 -1.039 -0.042],101019,-372.40417,100,1.004405,1.0107471,100.0,-77.08127,13.472595,0.8046811,38.97,0.2688557,-38.263176,-96.04203,1.1513802,195.41371,0.07816836,28,-107.91403435176724,-373.06473,2800
,-80.7395,99.0,320.83003282546997,0.08232311,0.9850262,[-0.572 -1.09  -0.805 -1.035 -0.047],104129,-365.75092,100,1.0057355,1.0129927,100.0,-81.95266,12.333696,0.7623565,31.1,0.2422501,-36.58461,-95.789406,1.2732493,186.42451,0.06238627,29,-107.34182336750888,-366.41357,2900
,-78.63347,99.00001,331.97717690467834,0.07789644,0.9908096,[-0.573 -1.098 -0.807 -1.038 -0.049],107682,-383.0271,100,1.00565,1.0105364,100.0,-79.54065,12.647609,0.8612236,35.53,0.25741553,-31.12379,-94.92376,1.2284435,164.80348,0.07119681,30,-108.21540525915675,-383.51,3000
,-73.925934,99.0,343.5936267375946,0.1247456,0.9747424,[-0.575 -1.1   -0.807 -1.037 -0.049],111472,-381.16986,100,1.0150955,1.026123,100.0,-76.20943,15.027018,0.6624068,37.9,0.26604205,-19.118774,-94.6799,1.2966255,261.77762,0.07619234,31,-105.9100082148553,-382.3996,3100
,-77.19944,99.00002,355.6602692604065,0.061184414,0.98752123,[-0.58  -1.102 -0.807 -1.034 -0.054],115174,-376.55582,100,1.0039415,1.0083835,100.0,-78.17632,13.570115,0.7930089,37.02,0.2624408,-29.118431,-95.72306,1.1455085,193.51184,0.0742139,32,-107.58429632415705,-377.06473,3200
,-77.11542,99.000015,366.4723975658417,0.06945112,0.98537403,[-0.579 -1.1   -0.806 -1.033 -0.06 ],118807,-375.8331,100,1.0062526,1.0122384,100.0,-78.18446,13.528817,0.8055177,36.33,0.26030967,-25.155409,-95.87793,1.2251159,205.38873,0.07286432,33,-107.11367215944027,-376.3711,3300
,-78.9666,99.0,376.3150897026062,0.09339477,0.97518146,[-0.581 -1.098 -0.808 -1.035 -0.057],122053,-380.15997,100,1.0079508,1.0169326,100.0,-80.92997,13.403195,0.6836986,32.46,0.24752486,-35.278866,-96.399734,1.2017725,210.99077,0.065221325,34,-106.99349448723167,-381.1752,3400
,-76.24192,99.00001,388.1556284427643,0.048440736,0.99346524,[-0.583 -1.098 -0.811 -1.036 -0.065],125862,-372.46875,100,1.0024998,1.0043542,100.0,-76.7532,13.3336,0.8685529,38.09,0.26563963,-41.408207,-96.91585,1.1420953,183.82982,0.076280065,35,-106.95710803761602,-372.73663,3500
,-80.15157,99.0,398.77088260650635,0.06071497,0.986619,[-0.583 -1.098 -0.812 -1.036 -0.061],129037,-368.0788,100,1.004763,1.011454,100.0,-81.14187,12.739966,0.7728523,31.75,0.24451181,-33.013763,-95.5516,1.1313415,183.41135,0.06366787,36,-106.9027495629172,-368.5808,3600
,-73.8457,99.00006,410.3376362323761,0.15142088,0.9481914,[-0.585 -1.105 -0.815 -1.04  -0.062],132730,-366.71796,100,1.0294491,1.0494716,100.0,-77.60496,14.873197,0.6283871,36.93,0.2641668,-34.616,-94.15955,1.3981175,352.22284,0.074600294,37,-106.60026333070529,-368.70108,3700
,-79.10161,99.000046,421.1668257713318,0.035063364,0.9940205,[-0.575 -1.102 -0.815 -1.043 -0.068],136078,-372.92126,100,1.0013832,1.0039455,100.0,-79.51269,13.621964,0.866511,33.48,0.25019842,-34.645035,-95.436134,1.0822648,198.17459,0.067027844,38,-106.22003917380931,-373.13687,3800
,-77.710495,99.00002,432.12021589279175,0.048486523,0.9906777,[-0.575 -1.106 -0.817 -1.044 -0.071],139644,-370.0028,100,1.0028508,1.0070872,100.0,-78.47336,13.505664,0.8504417,35.66,0.25783285,-31.292427,-96.57103,1.1248649,189.46397,0.07145228,39,-106.93602217373024,-370.43176,3900
,-74.96512,99.0,443.56431794166565,0.06452797,0.99030745,[-0.577 -1.111 -0.82  -1.047 -0.071],143498,-371.2507,100,1.0045619,1.0071566,100.0,-75.59011,15.012483,0.800377,38.54,0.2671498,-36.72027,-95.9737,1.1504903,249.45085,0.077205695,40,-105.6458807341884,-371.57355,4000
,-72.86469,99.0,455.76853489875793,0.052357007,0.9877605,[-0.575 -1.112 -0.821 -1.05  -0.071],147602,-377.6887,100,1.0031714,1.0080514,100.0,-73.64671,15.696516,0.80396897,41.04,0.27490035,-30.397556,-93.779625,1.1622146,261.12943,0.08220637,41,-105.15512985866899,-378.18982,4100
,-76.70881,99.000015,466.88826513290405,0.051772792,0.9923027,[-0.583 -1.112 -0.824 -1.048 -0.07 ],151292,-374.39334,100,1.00239,1.0051833,100.0,-77.24314,14.670811,0.84287614,36.9,0.26175788,-34.24127,-95.2171,1.1123579,238.9769,0.073886864,42,-106.0442993520447,-374.712,4200
,-74.79674,99.00001,478.8582730293274,0.043956768,0.99370784,[-0.579 -1.11  -0.822 -1.049 -0.073],155143,-371.75702,100,1.0021312,1.0040131,100.0,-75.26443,15.505568,0.8536344,38.51,0.2669535,-23.532848,-95.4033,1.090055,251.64926,0.077114165,43,-105.1478182755148,-371.99902,4300
,-77.730804,99.0,488.5813555717468,0.0942237,0.9819001,[-0.578 -1.111 -0.821 -1.049 -0.078],158688,-381.7859,100,1.0087789,1.0153642,100.0,-79.16055,13.757188,0.7335562,35.45,0.25757563,-13.663023,-95.98119,1.2290332,229.64691,0.0711518,44,-107.43760791392887,-382.54327,4400
,-76.49236,99.0,500.1971583366394,0.053952184,0.98963237,[-0.582 -1.116 -0.822 -1.05  -0.077],162421,-397.23184,100,1.0034914,1.0104481,100.0,-77.20082,15.821442,0.8140659,37.33,0.26325604,16.847404,-94.36473,1.1076239,277.79172,0.074780144,45,-106.36559392765217,-397.60754,4500
,-75.16157,99.0,512.0485234260559,0.08328005,0.9812827,[-0.576 -1.119 -0.822 -1.054 -0.075],166179,-371.8183,100,1.0072749,1.0141864,100.0,-76.54396,14.566001,0.78784084,37.58,0.26460165,-38.35025,-95.20199,1.2583745,229.88968,0.07543395,46,-106.03371112932643,-372.5274,4600
,-75.13227,99.0,524.1267058849335,0.08547235,0.97780615,[-0.579 -1.122 -0.824 -1.052 -0.07 ],170040,-377.91327,100,1.0091163,1.0210493,100.0,-76.62816,14.59725,0.70702755,38.61,0.26773974,-26.003872,-95.31721,1.179057,265.48563,0.07744832,47,-106.96163842831751,-378.7978,4700
,-76.39002,99.0,535.9940776824951,0.046290074,0.99171764,[-0.568 -1.122 -0.821 -1.055 -0.067],173736,-382.33762,100,1.0019021,1.00463,100.0,-77.09047,15.415211,0.8712482,36.96,0.2620717,-26.788883,-95.949814,1.1097215,239.13052,0.07403998,48,-105.80224514605631,-382.7437,4800
,-76.69027,99.0,546.2661995887756,0.04689432,0.9888826,[-0.564 -1.123 -0.819 -1.057 -0.068],177324,-373.02695,100,1.0026467,1.006469,100.0,-77.51706,14.339005,0.87054855,35.88,0.2585978,-36.11689,-95.968925,1.130763,214.45291,0.07190285,49,-105.78259706659838,-373.50052,4900
,-77.36309,99.000046,556.4804930686951,0.049875475,0.99286014,[-0.56  -1.119 -0.815 -1.054 -0.067],180985,-369.57516,100,1.002132,1.004874,100.0,-77.99888,13.283938,0.8529499,36.61,0.26089633,-41.78109,-95.864746,1.1291066,176.19208,0.073334515,50,-107.23459728453399,-369.95728,5000
,-76.06738,99.0,567.753054857254,0.086327076,0.9661793,[-0.565 -1.122 -0.819 -1.055 -0.069],184580,-376.512,100,1.008442,1.0211916,100.0,-78.23532,14.206372,0.7047541,35.95,0.25946936,-37.408783,-94.331825,1.2200336,274.38312,0.07221751,51,-106.58405519734302,-377.80975,5100
,-78.63093,99.0,579.0487661361694,0.031951606,0.9964744,[-0.576 -1.122 -0.823 -1.052 -0.062],187958,-372.40515,100,1.0011559,1.002899,100.0,-78.92583,13.834585,0.87097204,33.78,0.25119656,-35.40485,-95.142494,1.0907943,197.32881,0.06761388,52,-105.78805602500695,-372.55,5200
,-77.076454,99.0,589.4997789859772,0.098267615,0.97822094,[-0.573 -1.12  -0.821 -1.05  -0.063],191494,-372.28412,100,1.0111666,1.0181133,100.0,-78.6795,12.6408,0.7481325,35.36,0.25745907,-42.26041,-93.97581,1.3264735,213.70172,0.07102455,53,-107.00556241443924,-373.1082,5300
,-76.95871,99.0,601.0706360340118,0.05578209,0.98865384,[-0.57  -1.123 -0.825 -1.055 -0.061],195069,-366.61423,100,1.0042185,1.0077351,100.0,-77.78806,15.610984,0.85037345,35.75,0.25816545,-33.318497,-96.333405,1.1425816,252.01555,0.07164244,54,-105.85016587512601,-367.0984,5400
,-77.555084,99.00001,612.5908079147339,0.088599935,0.98791265,[-0.575 -1.127 -0.828 -1.055 -0.065],198566,-369.91855,100,1.0070667,1.0131363,100.0,-78.45121,12.888564,0.71559364,34.97,0.25555804,-45.819817,-95.541725,1.2338076,209.88573,0.07007943,55,-106.41685375148641,-370.4096,5500
,-76.13389,99.0,624.3104178905487,0.08044507,0.9766234,[-0.583 -1.127 -0.829 -1.053 -0.067],202106,-377.95074,100,1.0086317,1.0202452,100.0,-78.00119,15.091899,0.8200752,35.4,0.2579102,-19.530602,-95.61408,1.3143684,247.44241,0.07119232,56,-105.93887762599194,-378.90228,5600
,-76.86764,99.0,635.5176742076874,0.06547678,0.9825967,[-0.575 -1.129 -0.824 -1.052 -0.068],205709,-371.89716,100,1.004965,1.0146259,100.0,-78.28771,13.014783,0.7583414,36.03,0.25944287,-39.676292,-94.65288,1.2066712,171.39189,0.07229872,57,-107.07125915068575,-372.71637,5700
,-75.51537,99.0,647.3483712673187,0.13883397,0.96342564,[-0.571 -1.135 -0.824 -1.055 -0.072],209429,-371.2404,100,1.0221317,1.0379872,100.0,-78.24734,13.304402,0.5850856,37.2,0.26415238,-37.762226,-96.96377,1.433985,274.76035,0.07488704,58,-107.85105105129067,-372.67603,5800
,-76.39649,99.0,657.5636606216431,0.038374756,0.99582344,[-0.581 -1.139 -0.826 -1.053 -0.072],213137,-379.29892,100,1.0018567,1.0040059,100.0,-76.64666,16.142982,0.881564,37.08,0.26217923,-24.970255,-95.68413,1.0876561,279.35947,0.074204266,59,-105.27445876058238,-379.42957,5900
,-74.91842,99.0,668.8155648708344,0.10853676,0.96054834,[-0.576 -1.139 -0.825 -1.054 -0.073],216733,-368.3061,100,1.0184633,1.0359763,100.0,-77.85405,14.020442,0.6613911,35.96,0.26028907,-36.84781,-96.54947,1.3739274,247.92993,0.07245718,60,-106.2413202733071,-369.81244,6000
,-76.02138,99.000015,681.194863319397,0.047698814,0.9914895,[-0.586 -1.138 -0.825 -1.05  -0.082],220577,-370.721,100,1.0023355,1.005027,100.0,-76.63442,14.148222,0.8987113,38.44,0.2667972,-42.73992,-94.70706,1.223835,212.84807,0.07699478,61,-106.67507862547109,-371.0631,6100
,-79.60472,99.00007,692.6571855545044,0.03224137,0.99583375,[-0.584 -1.139 -0.825 -1.051 -0.077],224012,-368.1474,100,1.0012072,1.0028735,100.0,-79.92275,12.047759,0.88316864,34.35,0.25315952,-47.39502,-95.3456,1.0778736,151.55473,0.06875762,62,-107.72233241288892,-368.30835,6200
,-75.03374,99.000015,703.0426638126373,0.11240866,0.97287625,[-0.585 -1.138 -0.824 -1.051 -0.079],227811,-378.79425,100,1.0134605,1.0221634,100.0,-77.20232,14.576519,0.7315655,37.99,0.2663683,-31.465633,-95.9749,1.3159239,247.66919,0.07638339,63,-106.79596171863673,-379.98523,6300
,-76.10384,99.00002,714.329585313797,0.054229002,0.99208975,[-0.589 -1.136 -0.821 -1.046 -0.078],231709,-369.95706,100,1.0031087,1.0065514,100.0,-76.62007,13.887411,0.83030367,38.98,0.2684697,-42.02596,-95.74572,1.1001903,210.0503,0.07806358,64,-107.27249999700226,-370.24423,6400
,-74.98868,99.0,725.7861585617065,0.039309274,0.99336237,[-0.586 -1.138 -0.821 -1.049 -0.078],235589,-375.50223,100,1.0019498,1.0060534,100.0,-75.54228,14.471042,0.9030326,38.8,0.2679342,-37.156532,-95.62201,1.1401144,208.68608,0.07771259,65,-105.90301005737254,-375.78754,6500
,-76.24257,99.0,737.8951239585876,0.044055965,0.99572843,[-0.58  -1.137 -0.818 -1.049 -0.077],239476,-371.60455,100,1.0019697,1.0043343,100.0,-76.543945,14.634419,0.8637521,38.87,0.267983,-38.979523,-96.0546,1.1231513,227.29544,0.077806175,66,-106.78749242857528,-371.7589,6600
,-76.88249,99.00001,748.7679290771484,0.05961555,0.98465157,[-0.577 -1.137 -0.817 -1.05  -0.078],243060,-372.58136,100,1.003693,1.0093726,100.0,-77.91636,14.031628,0.7596485,35.84,0.25864786,-34.79617,-94.47637,1.129229,218.54616,0.07187223,67,-106.25595579208714,-373.13132,6700
,-79.31467,99.0,759.3925287723541,0.056574132,0.9944381,[-0.576 -1.14  -0.817 -1.054 -0.082],246485,-368.88492,100,1.0035872,1.0060169,100.0,-79.81771,11.917399,0.8546945,34.25,0.25296405,-50.868195,-94.760605,1.1672499,154.8971,0.06860018,68,-107.31717210142911,-369.12805,6800
,-75.027084,99.0,771.2429459095001,0.07548993,0.9839611,[-0.578 -1.139 -0.816 -1.051 -0.084],250360,-385.23395,100,1.0062485,1.0123857,100.0,-76.170166,15.643512,0.77597463,38.75,0.26821032,-4.7364683,-96.01182,1.2093773,292.4407,0.07774002,69,-106.1323786104941,-385.8067,6900
,-78.569565,99.0,781.9436473846436,0.04060759,0.9918383,[-0.578 -1.139 -0.816 -1.055 -0.084],253804,-376.29285,100,1.0020709,1.0061485,100.0,-79.15439,13.515181,0.86728716,34.44,0.25358453,-40.89117,-95.33435,1.114283,196.00574,0.06896998,70,-106.46493797906547,-376.62326,7000
,-75.99384,99.0,793.9400131702423,0.03346163,0.99557674,[-0.58  -1.135 -0.814 -1.052 -0.082],257694,-387.11548,100,1.0012031,1.0022671,100.0,-76.332344,14.801583,0.9073597,38.9,0.26810628,-17.165369,-94.40889,1.0946257,225.43874,0.077871464,71,-106.4831013516612,-387.29224,7100
,-79.185585,99.000015,804.6037542819977,0.07781746,0.9793129,[-0.582 -1.136 -0.817 -1.052 -0.082],261048,-374.22507,100,1.0072781,1.0160728,100.0,-80.55074,11.1356535,0.6714611,33.54,0.25094685,-44.4171,-95.51129,1.2101915,191.2855,0.067291595,72,-107.96921046245161,-374.97943,7200
,-77.24553,99.0,816.0846285820007,0.049012456,0.9901834,[-0.591 -1.136 -0.819 -1.049 -0.088],264512,-374.28564,100,1.0030549,1.0118985,100.0,-77.8346,16.528645,0.8567522,34.64,0.2543272,-24.685965,-95.575294,1.1330249,308.0191,0.06938576,73,-104.8146873776502,-374.5692,7300
,-77.64821,99.00001,827.1750679016113,0.08751142,0.98206425,[-0.584 -1.134 -0.816 -1.05  -0.09 ],268002,-371.95825,100,1.0096997,1.0173733,100.0,-79.01855,13.659266,0.78908503,34.9,0.25571623,-44.810287,-95.8486,1.2397486,218.06929,0.07004569,74,-106.93070742339336,-372.64273,7400
,-77.602585,99.00001,838.3456656932831,0.08454779,0.98601484,[-0.587 -1.135 -0.815 -1.047 -0.093],271548,-374.23907,100,1.0072854,1.0125222,100.0,-78.92436,13.162434,0.7345717,35.46,0.257571,-38.72847,-95.518005,1.1934817,179.71042,0.071162,75,-107.19624817167981,-374.90784,7500
,-75.231636,99.00004,849.9211792945862,0.09285324,0.97280854,[-0.588 -1.135 -0.814 -1.045 -0.099],275268,-372.8798,100,1.0071905,1.0161918,100.0,-77.278694,13.975035,0.74373174,37.2,0.26366675,-41.028366,-95.660995,1.1835344,233.44478,0.07475423,76,-106.47901618204273,-374.0133,7600
,-76.53499,99.00009,861.8144292831421,0.050154794,0.99147046,[-0.584 -1.134 -0.813 -1.043 -0.108],279092,-374.3526,100,1.0028671,1.0074635,100.0,-77.24411,14.427356,0.82155097,38.24,0.26629677,-32.90508,-95.3339,1.1553265,210.52815,0.07663574,77,-107.30832060483564,-374.71298,7700
,-78.12215,99.0,871.7448406219482,0.018086739,0.9990323,[-0.585 -1.138 -0.814 -1.046 -0.106],282744,-375.63086,100,1.0003674,1.0008285,100.0,-78.2062,13.523002,0.93305737,36.52,0.26026285,-29.44857,-93.43385,1.0529951,184.03712,0.07305558,78,-107.24992221502582,-375.67508,7800
,-77.52986,99.00001,882.6024494171143,0.05813803,0.9821094,[-0.584 -1.138 -0.813 -1.047 -0.106],286282,-370.02087,100,1.0047055,1.0115302,100.0,-78.76279,12.942521,0.8222511,35.38,0.25720206,-29.62416,-94.281555,1.1707158,190.58096,0.07097544,79,-107.2331432377814,-370.7212,7900
,-76.535866,99.000114,893.895090341568,0.06294834,0.98904794,[-0.59  -1.142 -0.817 -1.05  -0.102],289917,-384.60303,100,1.0036981,1.0070711,100.0,-77.25233,15.00233,0.81145316,36.35,0.26004663,-21.32282,-93.916084,1.2355373,251.09541,0.072812036,80,-105.84909250151696,-384.9844,8000
,-73.08191,99.00002,904.2147195339203,0.055106092,0.98459226,[-0.591 -1.14  -0.818 -1.051 -0.1  ],293876,-376.38745,100,1.0048344,1.0096806,100.0,-74.161316,14.829093,0.83843154,39.59,0.2707516,-31.54871,-94.33025,1.1401153,225.49696,0.07939186,81,-104.72047049205679,-376.9442,8100
,-74.38203,99.0,917.5533859729767,0.03866305,0.9924676,[-0.592 -1.14  -0.818 -1.049 -0.093],297958,-392.2435,100,1.0014834,1.0043889,100.0,-74.94914,15.99889,0.8883494,40.82,0.27408558,-0.68140125,-94.903114,1.129791,262.6536,0.08171873,82,-106.35071487806998,-392.5677,8200
,-78.180176,99.00003,928.7216727733612,0.024657132,0.99682623,[-0.589 -1.142 -0.818 -1.05  -0.09 ],301516,-370.24716,100,1.000781,1.0027153,100.0,-78.401085,14.19143,0.9363457,35.58,0.25725535,-39.08898,-94.71263,1.1079972,210.39803,0.071206644,83,-106.49390860498096,-370.3595,8300
,-72.260765,99.0,940.2508661746979,0.08532537,0.9807217,[-0.588 -1.14  -0.816 -1.05  -0.09 ],305592,-372.51126,100,1.0058156,1.0098337,100.0,-73.69834,15.925956,0.7867223,40.76,0.27468768,-34.670654,-94.68055,1.2563035,265.45627,0.0818372,84,-104.74527424023307,-373.27277,8400
