J_sample_variance,MinIW,InitialReturnMin,Bound,InitialReturnStd,MaxIW,Weights,InitialBound,MeanD2w0t,Iteration,EpisodesSoFar,InitialReturnMean,EmpiricalD2,EpRewMean,TimeElapsed,ReturnStepMaxmin,EpLenMean,InitialReturnMax,MinD2w0t,MaxD2w0t,ReturnStepMax,EpThisIter,ReturnMeanIW,TimestepsSoFar,StdIW,StdD2w0t,MeanIW
3248.022,0.57710767,-14.627121,-29.977966,11.542235,2.3588758,[-0.795 -0.462 -0.479 -0.746  0.003],-38.30867,0.06812589,26,2600,1.1444092e-06,1.0705466,-108.63093968166554,298.90324878692627,92.3983,32.91,42.601982,,1.1909919,100.0,100,261.16953,94396,0.26735485,0.25681928,1.0714362
4160.172,0.6319407,-17.496033,-60.020706,12.275971,3.437922,[-0.795 -0.486 -0.485 -0.752  0.003],-66.083984,0.073524304,27,2700,-2.9754638e-06,1.0684036,-107.06894234035015,310.6635317802429,92.959564,35.45,36.71072,,1.1447263,100.0,100,233.99495,97941,0.34154207,0.26628193,1.0675666
1193.8204,0.6061692,-15.219933,-64.54347,11.450309,2.1168926,[-0.789 -0.501 -0.485 -0.758  0.022],-68.5636,0.07149494,28,2800,-4.234314e-06,1.0191473,-108.35494724617489,322.05315804481506,92.85917,35.29,39.366993,,1.0769395,100.0,100,232.05138,101470,0.16452824,0.2594746,1.0396975
987.8026,0.75734484,-18.609818,-99.40219,14.32737,1.4161437,[-0.807 -0.493 -0.484 -0.757  0.027],-102.42259,0.076487474,29,2900,-7.6293946e-07,1.0178809,-107.65252115263976,333.5960600376129,93.29051,37.71,71.137955,,1.0415941,100.0,100,211.55832,105241,0.12302874,0.26782897,1.0293975
2556.926,0.52230126,-16.250778,-68.73184,11.209398,1.9208342,[-0.812 -0.491 -0.48  -0.761  0.023],-74.70717,0.070799485,30,3000,6.4849854e-07,1.0561322,-107.71489531958696,343.4641046524048,92.75023,34.47,37.786037,,1.1183789,100.0,100,242.5217,108688,0.2468205,0.26024634,1.0620438
831.9136,0.78304625,-14.773621,-67.055695,12.606749,1.5582663,[-0.816 -0.487 -0.468 -0.757  0.02 ],-69.41908,0.069326155,31,3100,-4.196167e-07,1.0124195,-108.03714653644697,354.3082673549652,92.71721,34.39,43.035988,,1.034151,100.0,100,235.53021,112127,0.11565812,0.25508955,1.020281
27024.262,0.23673534,-16.57109,-59.485336,11.842752,9.954786,[-0.807 -0.495 -0.466 -0.762  0.022],-73.93312,0.08085942,32,3200,-1.7929077e-06,1.2129154,-108.36668484888305,365.6834282875061,93.05071,36.43,38.038006,,1.5827981,100.0,100,249.97035,115770,0.9791501,0.2894564,1.1885147
6271.7773,0.42651516,-16.328499,-81.02467,13.872327,4.6629143,[-0.837 -0.495 -0.473 -0.748  0.058],-93.371414,0.07916773,33,3300,-1.5258789e-07,1.1381851,-107.33776656650267,378.497300863266,93.212036,37.09,60.913494,,1.2923315,100.0,100,234.99306,119479,0.52288324,0.28005853,1.1637362
4429.372,0.27189687,-15.3811035,-57.20691,11.601492,2.3963523,[-0.826 -0.499 -0.486 -0.754  0.079],-66.88086,0.071416005,34,3400,2.0980835e-06,1.1081002,-107.55537451542168,389.5529489517212,92.71941,34.25,32.418926,,1.2534056,100.0,100,251.60834,122904,0.37084752,0.26355845,1.108696
912.85864,0.68727326,-15.603302,-75.50021,11.47753,1.6596344,[-0.813 -0.481 -0.483 -0.753  0.072],-77.53624,0.075016774,35,3500,-1.7547608e-06,1.0194467,-108.5559829717776,401.54293298721313,93.15266,37.13,30.519196,,1.0386358,100.0,100,215.68591,126617,0.14540327,0.26486605,1.0176682
1117.7787,0.7286029,-17.879845,-79.86449,12.859881,1.6808336,[-0.821 -0.486 -0.486 -0.753  0.084],-83.88197,0.0763815,36,3600,-2.632141e-06,1.0303829,-107.69514735659587,413.07338881492615,93.25932,37.52,36.5099,,1.0572008,100.0,100,214.3004,130369,0.17165613,0.26818416,1.0397799
1409.3491,0.6123969,-14.763199,-58.780624,12.64784,1.5941705,[-0.836 -0.487 -0.493 -0.757  0.096],-62.49704,0.06817025,37,3700,1.411438e-06,1.0299067,-106.79329126206846,422.8326690196991,92.64708,33.62,43.32713,,1.09585,100.0,100,242.79124,133731,0.1714234,0.25393024,1.031464
12254.262,0.44725132,-13.217026,-55.49054,12.598849,5.9605546,[-0.839 -0.502 -0.496 -0.764  0.094],-65.471756,0.07082609,38,3800,-3.8146973e-07,1.1530362,-106.91220558797231,433.5600063800812,92.584625,33.33,42.65058,,1.4330167,100.0,100,262.67856,137064,0.61501104,0.26547837,1.119355
390.1739,0.8036531,-15.668877,-78.825806,11.688655,1.4105175,[-0.856 -0.496 -0.481 -0.754  0.088],-80.388824,0.06938154,39,3900,-1.5258789e-06,1.00725,-107.7848932782512,444.09103751182556,92.762474,34.56,32.48439,,1.0350407,100.0,100,232.07959,140520,0.07876301,0.25462234,1.0149573
1742.7625,0.6244385,-16.926445,-89.67865,11.35786,2.2376382,[-0.868 -0.493 -0.483 -0.749  0.091],-92.28813,0.074207,40,4000,-7.3623655e-06,1.0321028,-107.81093762449696,454.77592730522156,93.10084,36.55,32.528206,,1.085449,100.0,100,220.66953,144175,0.22742385,0.26425558,1.0388794
666.74164,0.758032,-14.760483,-66.23938,11.526694,1.4906051,[-0.866 -0.499 -0.483 -0.744  0.096],-67.80228,0.06995134,41,4100,-3.8146973e-06,1.0158854,-108.06969780098112,463.7716963291168,92.77839,34.74,33.96026,,1.032732,100.0,100,231.93964,147649,0.12397397,0.25599223,1.0130605
737.5557,0.73181725,-16.298485,-66.24092,12.475041,1.5772388,[-0.866 -0.501 -0.481 -0.741  0.102],-70.20918,0.07021873,42,4200,1.9836425e-06,1.0173924,-107.71201593638885,474.3783504962921,92.79901,34.74,34.76758,,1.0886747,100.0,100,234.47261,151123,0.120091535,0.25701937,1.0340468
913.4222,0.71995103,-16.89914,-94.87981,13.054062,1.5568621,[-0.887 -0.491 -0.481 -0.734  0.106],-97.51701,0.07581774,43,4300,2.2888185e-06,1.0230973,-108.01798993574143,485.48624658584595,93.23907,37.5,41.93639,,1.0541995,100.0,100,212.53084,154873,0.151998,0.26626566,1.0252497
1824.0657,0.43301946,-17.356918,-109.0831,12.056789,1.8918312,[-0.892 -0.496 -0.482 -0.731  0.116],-113.05205,0.08198269,44,4400,-2.0599366e-06,1.0551108,-108.85782332102936,498.0906765460968,93.56391,40.05,36.45729,,1.1059165,100.0,100,201.28836,158878,0.2545782,0.27788135,1.0458694
520.55743,0.7092612,-16.875076,-79.08247,12.22962,1.3959386,[-0.896 -0.493 -0.476 -0.721  0.11 ],-80.7487,0.075549625,45,4500,7.6293944e-08,1.013927,-108.02701006489076,509.66451263427734,93.22625,37.42,30.002789,,1.0536832,100.0,100,211.70976,162620,0.11028889,0.26563752,1.0182152
1554.4573,0.5693201,-16.391876,-84.51895,12.8029585,2.0464778,[-0.91  -0.491 -0.482 -0.714  0.114],-87.8147,0.07349026,46,4600,2.0599366e-06,1.0307953,-107.383938793936,520.3098108768463,93.077034,36.26,52.28961,,1.1066514,100.0,100,221.85458,166246,0.20220539,0.26284194,1.0385361
706.26245,0.8006892,-16.159233,-97.65993,11.070254,1.9101524,[-0.892 -0.494 -0.481 -0.725  0.117],-99.38173,0.07548705,47,4700,-3.2806397e-06,1.0096002,-108.4617891371183,531.4789078235626,93.21229,37.48,29.366203,,1.0493631,100.0,100,212.30269,169994,0.11831901,0.26518798,1.01696
1428.8226,0.5270665,-17.619125,-100.923096,11.28455,2.2459164,[-0.886 -0.487 -0.474 -0.725  0.12 ],-104.270966,0.0810467,48,4800,-2.2888183e-07,1.0445837,-108.46499207882636,543.7582104206085,93.56198,39.89,33.56358,,1.0811836,100.0,100,199.59662,173983,0.23063418,0.27527517,1.0385544
599.52686,0.6751365,-15.845596,-92.61623,11.922892,1.3256891,[-0.896 -0.487 -0.47  -0.72   0.127],-94.36864,0.076015055,49,4900,-1.0147095e-05,1.019045,-108.13428086350972,555.5900909900665,93.26344,37.7,36.23767,,1.0334626,100.0,100,209.90627,177753,0.1290038,0.26618892,1.0215214
623.882,0.7268014,-15.858513,-82.270615,13.021179,1.4202473,[-0.896 -0.484 -0.473 -0.722  0.121],-84.740814,0.07065518,50,5000,-5.531311e-06,1.0146599,-108.01154520724654,566.4356596469879,92.813774,34.92,60.509766,,1.0421121,100.0,100,231.71227,181245,0.12262222,0.25787005,1.0232086
306.15823,0.8805613,-18.314034,-120.214096,12.825818,1.3892912,[-0.909 -0.49  -0.484 -0.724  0.121],-120.91217,0.082975194,51,5100,-4.959106e-07,1.0047172,-109.765484421309,579.7163932323456,93.69349,41.37,45.348648,,1.0218581,100.0,100,187.73698,185382,0.076591514,0.2762818,1.0098159
827.7193,0.71106625,-17.358551,-93.372345,11.761943,1.6036106,[-0.908 -0.484 -0.482 -0.72   0.123],-96.00745,0.07759337,52,5200,3.2043456e-06,1.0182946,-107.85820482547368,590.9877281188965,93.36806,38.3,29.791481,,1.0539299,100.0,100,207.23007,189212,0.13250017,0.2694168,1.0289993
232.76476,0.9207413,-17.176186,-71.07689,12.647958,1.1629405,[-0.904 -0.477 -0.474 -0.721  0.112],-71.397736,0.07120267,53,5300,-7.43866e-06,1.0019994,-107.51350127678164,602.7746479511261,92.951416,35.55,49.22532,,1.0059253,100.0,100,222.0045,192767,0.039925013,0.2573596,1.0026265
424.9146,0.65739614,-16.850754,-98.45618,11.264306,1.3726907,[-0.904 -0.473 -0.471 -0.719  0.112],-101.00778,0.07903546,54,5400,2.4795531e-06,1.0167694,-109.27286092883975,614.1708772182465,93.44454,39.14,40.200344,,1.0492421,100.0,100,203.75888,196681,0.09999218,0.27122357,1.0256904
323.21408,0.8140297,-15.314262,-101.382645,12.07392,1.2677646,[-0.905 -0.484 -0.475 -0.727  0.11 ],-102.45184,0.07515538,55,5500,-6.8664554e-07,1.0066077,-107.73111801289147,624.548823595047,93.243866,37.43,37.616955,,1.019944,100.0,100,209.64824,200424,0.08412763,0.2642014,1.0119864
514.6019,0.8081535,-16.741875,-86.75131,11.270635,1.382258,[-0.901 -0.48  -0.473 -0.726  0.117],-87.81824,0.07271685,56,5600,-5.9509275e-06,1.0115519,-108.40911539085468,635.7836203575134,93.01055,36.2,37.390434,,1.0223616,100.0,100,219.90302,204044,0.10365616,0.26028305,1.0103962
276.93378,0.845615,-19.069557,-115.006134,12.567331,1.307843,[-0.904 -0.484 -0.472 -0.726  0.12 ],-115.93776,0.08250479,57,5700,-5.9509275e-06,1.0057663,-108.37374660678228,649.2483010292053,93.72891,41.12,39.16566,,1.0145843,100.0,100,187.18927,208156,0.0704016,0.27561328,1.0092778
368.2946,0.7706115,-15.623642,-90.43248,11.394216,1.3143066,[-0.895 -0.48  -0.468 -0.724  0.124],-91.97102,0.07500819,58,5800,-6.2561035e-06,1.0093228,-108.79349530638505,660.834990978241,93.16364,37.28,32.60128,,1.0277413,100.0,100,213.71492,211884,0.086244516,0.26425666,1.0147028
992.9305,0.67685413,-15.636536,-98.27568,12.4055395,1.7060697,[-0.888 -0.479 -0.469 -0.722  0.116],-102.1859,0.07697297,59,5900,5.264282e-06,1.0222665,-108.25424942894819,671.9628021717072,93.282875,37.87,37.514103,,1.072104,100.0,100,212.93858,215671,0.14908005,0.26890513,1.0361114
331.0136,0.8815187,-17.769081,-131.6099,13.098736,1.300799,[-0.882 -0.474 -0.461 -0.725  0.128],-132.38435,0.084218144,60,6000,1.6403199e-06,1.0048995,-108.26469494198636,684.6841566562653,93.84331,41.99,51.093094,,1.0161653,100.0,100,181.65067,219870,0.06434335,0.27813733,1.0089294
668.24536,0.48125198,-18.033737,-103.66199,12.689359,1.4968717,[-0.884 -0.471 -0.458 -0.723  0.132],-105.51782,0.077921,61,6100,-5.531311e-06,1.0234088,-108.25892879481702,696.0066967010498,93.38939,38.59,34.71445,,1.0452322,100.0,100,204.64044,223729,0.1636219,0.26945168,1.0279536
801.1221,0.64042175,-17.006279,-106.04231,12.021014,1.5124468,[-0.877 -0.472 -0.462 -0.727  0.126],-109.20145,0.07931467,62,6200,-7.3242186e-06,1.0205417,-108.53768296282911,707.3904275894165,93.45105,39.12,40.92744,,1.0548117,100.0,100,204.04555,227641,0.15070947,0.27224386,1.0331146
1098.1101,0.53628916,-17.017487,-96.8521,11.887728,2.0996525,[-0.889 -0.473 -0.472 -0.727  0.133],-99.61235,0.078884766,63,6300,4.196167e-06,1.035353,-107.83991138090322,718.0536453723907,93.44987,38.86,32.431076,,1.0960729,100.0,100,204.39217,231527,0.21065082,0.27178383,1.0393088
286.20245,0.82017136,-16.327827,-62.31201,10.771753,1.2797861,[-0.879 -0.481 -0.479 -0.736  0.135],-63.339645,0.07092055,64,6400,-3.5476685e-06,1.0060503,-107.93991477572989,729.4901394844055,92.886246,35.31,29.152046,,1.0238978,100.0,100,225.81003,235058,0.0691965,0.2572888,1.0073116
1130.3431,0.5030805,-15.937408,-80.00189,11.720979,1.5612439,[-0.875 -0.477 -0.474 -0.739  0.137],-84.23999,0.07357102,65,6500,1.6784668e-06,1.0318311,-108.06688754819504,740.9062237739563,93.01789,36.13,37.074368,,1.0931268,100.0,100,226.23071,238671,0.17987059,0.2636362,1.0420455
1160.9209,0.5486992,-15.279793,-69.23619,11.140865,1.623676,[-0.876 -0.482 -0.481 -0.745  0.151],-74.449005,0.07551746,66,6600,2.0980835e-06,1.0287476,-108.74361477630958,752.4307799339294,93.118835,36.98,42.620148,,1.1441635,100.0,100,221.51997,242369,0.16499723,0.2672738,1.045089
1340.766,0.7699985,-16.870056,-75.39952,11.770324,2.1389544,[-0.906 -0.48  -0.494 -0.736  0.156],-78.243774,0.07380967,67,6700,-6.4849854e-07,1.0235088,-108.56458508005278,762.6998827457428,93.03491,36.4,32.045326,,1.0570921,100.0,100,222.70699,246009,0.1742251,0.26344013,1.0298088
2047.4417,0.5425241,-15.46241,-47.572723,11.255857,2.1214662,[-0.908 -0.473 -0.49  -0.729  0.169],-51.384705,0.06963646,68,6800,-6.6375733e-06,1.0379008,-107.68371337451386,772.8242185115814,92.67145,34.03,31.791477,,1.115544,100.0,100,242.2591,249412,0.22659959,0.25775063,1.0445373
1571.6299,0.5741352,-17.004562,-102.75752,10.916027,2.0909677,[-0.9   -0.454 -0.479 -0.722  0.162],-106.81006,0.07801129,69,6900,-3.8146973e-06,1.043257,-109.22074661470428,784.5919282436371,93.305984,38.36,29.967281,,1.0955014,100.0,100,212.3058,253248,0.2305442,0.27065635,1.0517908
597.42883,0.84121597,-15.311729,-86.82922,10.893137,1.5917788,[-0.916 -0.46  -0.478 -0.722  0.157],-88.0914,0.07399899,70,7000,8.010864e-06,1.007847,-108.80336852587502,796.1771237850189,93.08968,36.81,26.556034,,1.02398,100.0,100,216.42691,256929,0.097439416,0.26249042,1.0117922
1185.9878,0.6952663,-15.525169,-68.42218,11.63,1.6858139,[-0.91  -0.464 -0.476 -0.725  0.166],-72.30174,0.07381482,71,7100,2.2888185e-06,1.0228534,-108.76333689719436,807.0534987449646,92.9877,36.18,31.6974,,1.0777292,100.0,100,226.38007,260547,0.15072414,0.2643472,1.0370852
457.04468,0.6199161,-16.891998,-73.02872,10.68438,1.2324188,[-0.909 -0.452 -0.463 -0.725  0.165],-73.85739,0.0742685,72,7200,1.9836425e-06,1.00913,-108.41217222344332,818.8264729976654,93.165504,36.95,28.792946,,1.0194005,100.0,100,214.31128,264242,0.09614575,0.2629167,1.0087171
1778.3173,0.519073,-19.835373,-97.10986,11.1539345,1.9324008,[-0.91  -0.456 -0.462 -0.728  0.159],-99.62233,0.08116944,73,7300,-1.5640259e-06,1.0388538,-108.39224238445881,830.5744714736938,93.54372,39.73,22.687935,,1.0991471,100.0,100,200.32693,268215,0.24625528,0.27632317,1.0374227
503.52652,0.7561575,-14.723167,-110.64682,11.373897,1.3248796,[-0.908 -0.451 -0.458 -0.737  0.162],-112.97943,0.077473916,74,7400,-2.0217894e-06,1.0159097,-108.482260493174,842.8462603092194,93.35876,38.46,41.557323,,1.0396502,100.0,100,205.89813,272061,0.10782217,0.26839542,1.0235206
973.1086,0.62488014,-17.385193,-105.13829,12.814429,1.6753262,[-0.904 -0.456 -0.455 -0.735  0.162],-108.68106,0.079135686,75,7500,-7.93457e-06,1.0333551,-107.81518282569907,855.1438610553741,93.480934,39.07,30.948845,,1.0740939,100.0,100,203.44374,275968,0.17726281,0.2718303,1.039352
384.77045,0.71740973,-19.233406,-126.1483,12.73415,1.472764,[-0.911 -0.453 -0.449 -0.728  0.162],-127.23082,0.0835493,76,7600,6.5994263e-06,1.010495,-107.91350975559993,867.4668705463409,93.80688,41.56,39.565662,,1.0321709,100.0,100,184.19392,280124,0.10706412,0.27749616,1.0155476
273.80353,0.7625184,-17.57566,-115.38608,11.748985,1.3307112,[-0.914 -0.457 -0.452 -0.724  0.162],-116.54306,0.08096416,77,7700,4.5776366e-07,1.0070683,-108.75362835707014,880.1870601177216,93.60683,40.33,32.798462,,1.02098,100.0,100,192.68216,284157,0.08066281,0.27334765,1.0129933
679.9192,0.65074027,-21.612068,-133.03154,14.667206,1.4034506,[-0.906 -0.454 -0.449 -0.724  0.168],-135.475,0.08541013,78,7800,-2.0217894e-06,1.0170109,-106.29481233838753,893.7613627910614,93.962326,42.2,40.44956,,1.0507226,100.0,100,180.85335,288377,0.125847,0.28132758,1.0331228
340.8427,0.777147,-19.787483,-115.28731,11.325287,1.3377197,[-0.901 -0.46  -0.445 -0.731  0.163],-116.66574,0.078433186,79,7900,-1.14440915e-07,1.0099655,-107.72674059712973,905.7506294250488,93.47981,39.03,34.82633,,1.0324266,100.0,100,199.7477,292280,0.095199116,0.2695589,1.0182724
2049.7563,0.5859514,-18.933182,-97.460556,13.080915,1.9115577,[-0.895 -0.455 -0.444 -0.729  0.166],-105.15045,0.08146043,80,8000,-1.1444092e-06,1.0533491,-107.3005621339398,917.9115030765533,93.56431,39.48,46.558426,,1.1280067,100.0,100,207.45033,296228,0.24018562,0.2782891,1.0849776
1051.299,0.6578664,-18.26297,-99.34497,11.970124,1.5768895,[-0.876 -0.463 -0.44  -0.741  0.146],-102.66228,0.07754285,81,8100,3.6239624e-06,1.0322105,-108.0428042020504,929.6829559803009,93.346275,38.22,39.747704,,1.0707427,100.0,100,209.4412,300050,0.17886968,0.26955304,1.037815
1393.0851,0.64985675,-18.235481,-113.68759,13.79404,1.8606656,[-0.879 -0.467 -0.44  -0.734  0.146],-117.26816,0.08020853,82,8200,4.5776366e-07,1.020971,-106.68519956995148,942.0612373352051,93.59549,39.48,47.821304,,1.1201689,100.0,100,198.70651,303998,0.17983392,0.27399248,1.0358757
9185.375,0.42757434,-16.848526,-68.523895,12.64904,3.379307,[-0.858 -0.465 -0.43  -0.738  0.147],-76.78528,0.07514934,83,8300,-4.4250487e-06,1.1599828,-107.13857792239149,954.5975806713104,92.948685,35.41,46.03608,,1.3137833,100.0,100,241.66031,307539,0.5316078,0.2726299,1.1161395
223.2843,0.76411605,-20.466202,-133.17404,13.71709,1.166204,[-0.87  -0.478 -0.423 -0.736  0.145],-133.75272,0.085127406,84,8400,2.708435e-06,1.0032189,-106.13710905556289,967.6144700050354,94.001785,42.47,33.657097,,1.0109928,100.0,100,175.55841,311786,0.053676333,0.27939892,1.0069596
