MinD2w0t,ReturnStepMaxmin,EpThisIter,InitialReturnMin,MaxD2w0t,EpisodesSoFar,InitialReturnMax,InitialReturnStd,MinIW,EmpiricalD2,StdIW,MeanD2w0t,InitialBound,StdD2w0t,EpLenMean,Weights,TimestepsSoFar,MeanIW,J_sample_variance,ReturnStepMax,ReturnMeanIW,Iteration,EpRewMean,InitialReturnMean,TimeElapsed,MaxIW,Bound
,99.0,100,-29.809727,1.0194647,2300,-2.6462831,5.7436466,0.81459785,1.008183,0.085107215,0.09379311,-42.62241,0.29211053,46.73,[-0.96  -0.823 -0.464 -0.891  0.004],94388,0.9982158,33.02657,100.0,-9.260536,23,-105.22713402752153,-9.289074,255.79739689826965,1.2563816,-42.605423
,99.00001,100,-24.335033,1.5167403,2400,-3.5161138,4.949757,0.20147727,1.2578102,0.4900704,0.10454637,-42.449203,0.32750788,46.6,[-0.96  -0.825 -0.461 -0.89   0.003],99048,0.9933194,21.80855,100.0,-8.601354,24,-106.01498737666977,-9.1158695,266.71453309059143,2.9781947,-42.16852
,99.0,100,-20.986074,1.1107708,2500,-3.2632422,3.800636,0.46847978,1.053659,0.27133647,0.10584126,-41.026993,0.31240952,51.5,[-0.955 -0.836 -0.463 -0.878 -0.012],104198,1.0019139,12.655337,100.0,-7.4903164,25,-104.54993347182236,-7.693656,279.98291659355164,2.2206132,-40.88784
,99.00001,100,-23.990974,2.1148765,2600,-2.7682576,5.634426,0.14320816,1.3916087,0.5078137,0.106918685,-42.80348,0.3377146,46.23,[-0.963 -0.845 -0.464 -0.882 -0.029],108821,0.89837825,26.922203,100.0,-8.916462,26,-105.19080213333032,-9.470142,292.8934750556946,3.8869925,-42.55003
,99.00001,100,-24.646528,1.2072502,2700,-1.8743082,4.643848,0.23655753,1.1271605,0.3106003,0.095948994,-41.88595,0.3039378,45.39,[-0.944 -0.823 -0.467 -0.878 -0.046],113360,0.9695511,18.114157,100.0,-8.124845,27,-105.40495518511939,-8.552611,304.33160305023193,1.9809222,-41.602642
,99.0,100,-26.730625,2.624373,2800,-2.5788836,5.730601,0.0617715,1.7862232,0.5038051,0.119377054,-42.949394,0.38086623,46.54,[-0.952 -0.832 -0.464 -0.878 -0.067],118014,0.7166447,29.86649,100.0,-8.273085,28,-105.05235283135839,-9.616059,316.019127368927,3.3267639,-42.12056
,99.0,100,-24.629765,1.0609317,2900,-2.3624759,5.17746,0.5451263,1.0317351,0.15025422,0.097334124,-42.22345,0.2985881,48.03,[-0.97  -0.864 -0.466 -0.878 -0.088],122817,0.9836489,27.535568,100.0,-8.807027,29,-104.6394495100796,-8.890112,328.2285463809967,1.4535255,-42.18193
,99.0,100,-22.440699,1.1045194,3000,-2.2777755,4.808975,0.4811356,1.047581,0.21518765,0.09897335,-41.8077,0.3024387,48.38,[-0.971 -0.866 -0.462 -0.875 -0.088],127655,0.9722256,22.05111,100.0,-8.327537,30,-103.68996452449144,-8.474365,338.7900974750519,1.5755937,-41.71157
,99.00001,100,-22.342981,1.61423,3100,-2.0496354,4.0575285,0.2477675,1.2812976,0.53829944,0.10969498,-41.009476,0.33285922,49.4,[-0.979 -0.87  -0.459 -0.876 -0.095],132595,0.96071374,9.519212,100.0,-7.0441265,31,-104.90833174506336,-7.676141,350.20411133766174,3.582513,-40.553223
,99.0,100,-24.446959,1.0161678,3200,-3.0589416,4.6359115,0.76797366,1.0080233,0.08514172,0.100502245,-41.337116,0.30137053,50.04,[-1.018 -0.883 -0.463 -0.88  -0.115],137599,0.9982614,21.057926,100.0,-7.9754224,32,-103.53927057353107,-8.003779,364.34803080558777,1.2496041,-41.322617
,99.0,100,-23.775183,1.22159,3300,-1.7859323,4.3264437,0.3938579,1.1085426,0.4074308,0.10486188,-41.371178,0.31395203,50.24,[-1.015 -0.883 -0.461 -0.877 -0.113],142623,1.006929,16.205757,100.0,-7.8245525,33,-105.5542612759598,-8.037841,376.4273407459259,3.0862556,-41.262306
,99.00003,100,-24.099018,1.2986937,3400,-2.6330116,4.277775,0.36065996,1.1527736,0.33348078,0.10944357,-41.1974,0.32500303,51.07,[-1.015 -0.887 -0.456 -0.871 -0.113],147730,0.981438,14.499456,100.0,-7.5329375,34,-104.9831391143283,-7.8640633,387.6489305496216,2.0033584,-40.99709
,99.0,100,-21.354431,1.1881872,3500,-2.6978016,4.123013,0.4437752,1.0868434,0.23689094,0.10128052,-41.33678,0.30823854,48.77,[-1.022 -0.903 -0.452 -0.877 -0.116],152607,0.977122,16.977085,100.0,-7.825498,35,-104.34376035480459,-8.003444,399.4348225593567,1.9896566,-41.226646
,99.0,100,-27.285942,1.1105208,3600,-1.77626,4.1232424,0.53856486,1.0705289,0.30236542,0.10499992,-41.08917,0.31153703,51.03,[-1.02  -0.893 -0.45  -0.881 -0.115],157710,1.0297399,14.3971,100.0,-7.5734887,36,-105.57700916159334,-7.7558327,410.73949098587036,2.7978253,-40.95955
,99.00001,100,-25.48407,1.8964723,3700,-2.8624666,4.4916477,0.20796418,1.3870347,0.6714377,0.118853204,-41.378387,0.3507912,52.1,[-1.028 -0.904 -0.451 -0.883 -0.105],162920,0.9600497,10.256735,100.0,-7.182419,37,-104.59080762669824,-8.04505,424.165819644928,5.155981,-40.804436
,99.0,100,-29.672785,1.2390723,3800,-2.8157444,4.336262,0.47954768,1.1058174,0.31346527,0.108613096,-41.009403,0.32010862,51.69,[-1.034 -0.916 -0.448 -0.874 -0.103],168089,0.973305,11.379225,100.0,-7.316133,38,-104.23939049456547,-7.6760664,436.7623405456543,2.380275,-40.795933
,99.0,100,-27.225473,1.0431288,3900,-2.5082417,4.0909896,0.7029678,1.0215119,0.12536924,0.10752447,-41.12653,0.3113533,53.28,[-1.036 -0.923 -0.439 -0.875 -0.103],173417,0.96866727,17.51007,100.0,-7.747213,39,-105.21550914994705,-7.793193,449.4874393939972,1.3411747,-41.102726
,99.0,100,-21.774212,1.3126094,4000,-2.5933619,4.484968,0.35103768,1.15719,0.31021804,0.10939822,-41.404213,0.32453215,51.17,[-1.035 -0.921 -0.442 -0.877 -0.104],178534,0.9403279,15.780152,100.0,-7.7223563,40,-104.40585838605519,-8.070876,460.30552101135254,2.0958133,-41.190308
,99.0,100,-24.511225,1.323338,4100,-2.3419511,3.6390014,0.28525788,1.128278,0.34697923,0.11028501,-40.78384,0.32310265,52.29,[-1.036 -0.93  -0.441 -0.871 -0.1  ],183763,0.99247664,10.138098,100.0,-7.157442,41,-104.78844102392283,-7.4505053,472.3816180229187,2.5368757,-40.567245
,99.0,100,-20.81827,1.0,4200,-2.3171694,3.5750132,1.0,1.0,,0.11488,-40.60891,0.31886658,57.44,[-1.047 -0.949 -0.442 -0.876 -0.102],189507,1.0,12.909817,100.0,-7.275574,42,-104.5494831943311,-7.275574,485.75051283836365,1.0,-40.60891
,99.0,100,-20.91383,1.0,4300,-2.372919,3.2141314,1.0,1.0,,0.1075,-40.16702,0.30974865,53.75,[-1.047 -0.949 -0.442 -0.876 -0.102],194882,1.0,10.434988,100.0,-6.833682,43,-102.77401403338186,-6.833682,497.31859254837036,1.0,-40.16702
,99.0,100,-22.331934,1.0325035,4400,-2.586471,3.661804,0.67187846,1.0173491,0.12545004,0.10798762,-40.631374,0.31190374,53.52,[-1.047 -0.949 -0.442 -0.876 -0.102],200234,0.97622454,12.597973,100.0,-7.23494,44,-103.07539802812467,-7.2980375,508.65397238731384,1.3490108,-40.589207
,99.0,100,-20.060112,1.036212,4500,-1.9277496,3.440052,0.6427766,1.0174268,0.13093477,0.11927998,-40.374355,0.32557836,59.17,[-1.045 -0.951 -0.441 -0.874 -0.109],206151,0.994205,10.874431,100.0,-6.9910483,45,-104.14023050126947,-7.0410213,521.0858082771301,1.4194934,-40.335964
,99.0,100,-22.287485,1.288602,4600,-2.3664904,3.9071584,0.2704001,1.149263,0.3450543,0.11229883,-40.47967,0.32626843,53.09,[-1.048 -0.956 -0.443 -0.874 -0.108],211460,0.9346737,11.739493,100.0,-6.8456945,46,-104.03153470939675,-7.1463375,533.954482793808,2.2164412,-40.259457
,99.0,100,-22.578619,1.301947,4700,-2.1677392,3.307077,0.36122704,1.1585498,0.36209393,0.12799793,-40.168293,0.3479798,59.78,[-1.064 -0.971 -0.445 -0.876 -0.115],217438,1.0152158,7.662913,100.0,-6.5837035,47,-103.37702280156732,-6.834959,549.1365151405334,2.5096817,-39.998726
,99.0,100,-22.03605,1.2566669,4800,-2.406856,3.2612805,0.39918303,1.0865798,0.2908017,0.12297754,-40.147278,0.33708525,58.83,[-1.084 -0.986 -0.446 -0.882 -0.12 ],223321,1.0009654,8.623011,100.0,-6.641475,48,-104.4716062342898,-6.8139424,563.4754250049591,2.3802602,-40.04121
,99.0,100,-22.593235,1.2588055,4900,-2.3155932,3.3959255,0.4038772,1.1149899,0.3473738,0.13376622,-40.356125,0.35185057,63.25,[-1.085 -0.992 -0.448 -0.876 -0.123],229646,0.9606089,8.346435,100.0,-6.7355423,49,-103.32608566925063,-7.022788,577.509717464447,2.3727207,-40.168484
,99.0,100,-19.014128,1.4563937,5000,-2.1542058,3.0777798,0.18360355,1.2375847,0.41893563,0.12824877,-40.337868,0.3541653,58.33,[-1.091 -0.999 -0.442 -0.878 -0.123],235479,0.9198833,3.6304617,100.0,-6.5067124,50,-103.378969583649,-7.004532,591.1231350898743,2.7015576,-39.955612
,99.0,100,-18.938932,1.0584595,5100,-2.1078033,2.3990486,0.55197936,1.0333037,0.1776045,0.12653586,-39.69562,0.3358488,62.16,[-1.116 -1.014 -0.442 -0.883 -0.131],241695,0.98095167,4.9436164,100.0,-6.2424326,51,-103.69620541263659,-6.3622856,605.7993013858795,1.5716438,-39.621902
,99.0,100,-17.290285,1.1290734,5200,-2.3915055,2.2628062,0.5224034,1.0504383,0.19838196,0.14917186,-39.421204,0.36138973,72.82,[-1.113 -1.017 -0.438 -0.882 -0.14 ],248977,0.9600392,3.988,100.0,-6.000779,52,-103.17794581407196,-6.0878663,621.8806960582733,1.6398582,-39.370186
,99.0,100,-15.874697,1.0924793,5300,-2.3104718,2.2068515,0.61969674,1.0391766,0.18176836,0.138847,-39.551517,0.34918883,68.28,[-1.113 -1.02  -0.436 -0.879 -0.14 ],255805,0.9744657,3.823844,100.0,-6.1301847,53,-103.73964861806846,-6.2181826,636.2418608665466,1.730149,-39.479366
,99.0,100,-14.606884,1.0380324,5400,-2.5516574,2.0349803,0.7140156,1.0138671,0.10862577,0.1348234,-39.64553,0.34276098,67.0,[-1.124 -1.025 -0.437 -0.88  -0.139],262505,0.98678267,3.7755,100.0,-6.26454,54,-103.69414372009065,-6.3121943,650.4110350608826,1.4265199,-39.604122
,99.0,100,-17.432154,1.0342665,5500,-2.243142,2.3474483,0.69228375,1.0115156,0.10640149,0.13115847,-39.717945,0.3390449,65.09,[-1.13  -1.029 -0.437 -0.881 -0.136],269014,1.0008123,5.5855145,100.0,-6.352245,55,-104.51134290531184,-6.384609,665.2203319072723,1.4219903,-39.70144
,99.0,100,-12.32634,1.0958242,5600,-2.5811558,1.6975137,0.5667262,1.0289687,0.16898543,0.14358515,-39.49038,0.35476595,70.4,[-1.129 -1.031 -0.441 -0.88  -0.134],276054,0.99061733,2.8934894,100.0,-6.0941324,56,-104.75660562540524,-6.1570415,680.1697974205017,1.8765675,-39.458843
,99.0,100,-15.111873,1.0,5700,-2.1657925,1.9666642,1.0,1.0,,0.14276,-39.898922,0.34983382,71.38,[-1.129 -1.033 -0.446 -0.878 -0.134],283192,1.0,3.9068363,100.0,-6.565587,57,-104.7829431585342,-6.565587,694.6736106872559,1.0,-39.898922
,99.0,100,-18.369751,1.3755374,5800,-2.5806723,2.545598,0.4640894,1.0961491,0.28752202,0.15108822,-40.028595,0.37109378,71.32,[-1.129 -1.033 -0.446 -0.878 -0.134],290324,0.98551154,5.738973,100.0,-6.537881,58,-104.62188411978708,-6.6952577,709.3732657432556,3.589185,-39.928677
,99.0,100,-11.943603,1.1417917,5900,-2.22379,1.8538814,0.5505776,1.0507716,0.22172001,0.14786309,-39.566883,0.3599713,72.21,[-1.128 -1.042 -0.451 -0.875 -0.14 ],297545,0.9855208,2.9772859,100.0,-6.1527314,59,-102.34655010606403,-6.233548,723.6297254562378,2.3690634,-39.523685
,99.0,100,-13.7263155,1.0,6000,-2.444647,2.0758505,1.0,1.0,,0.1411,-39.934967,0.34811687,70.55,[-1.128 -1.044 -0.448 -0.871 -0.141],304600,1.0,4.3526816,100.0,-6.601632,60,-104.9375225152699,-6.601632,737.3160264492035,1.0,-39.934967
,99.0,100,-9.504266,1.035512,6100,-1.5289087,1.7420819,0.73492754,1.015087,0.10568974,0.14067017,-39.37387,0.34966654,69.65,[-1.128 -1.044 -0.448 -0.871 -0.141],311565,0.97488415,2.9767911,100.0,-6.006409,61,-103.79944631803527,-6.0405354,751.6172425746918,1.4394174,-39.356926
,99.0,100,-12.475494,1.0586588,6200,-2.419384,1.9254508,0.6857196,1.0254785,0.12142036,0.14272253,-39.514347,0.35252896,70.42,[-1.128 -1.045 -0.452 -0.869 -0.14 ],318607,0.97327125,3.7172792,100.0,-6.1282616,62,-104.32809417022614,-6.181012,765.278656244278,1.4816211,-39.489353
,99.0,100,-14.666478,1.0,6300,-2.0946949,2.117528,1.0,1.0,,0.14204,-39.525818,0.34909824,71.02,[-1.128 -1.046 -0.448 -0.869 -0.139],325709,1.0,4.529217,100.0,-6.192481,63,-102.51284507456637,-6.192481,779.6579563617706,1.0,-39.525818
,99.0,100,-19.112293,1.0801793,6400,-2.5331104,2.0810666,0.63620484,1.0337708,0.16990584,0.15098606,-39.597343,0.36166033,74.23,[-1.128 -1.046 -0.448 -0.869 -0.139],333132,0.9938073,3.637341,100.0,-6.210958,64,-103.5791917602662,-6.264009,794.9686503410339,1.6171467,-39.56962
,99.0,100,-12.743058,1.0493699,6500,-2.8350582,1.682481,0.71152794,1.0169958,0.11905255,0.15013,-39.41961,0.3592546,74.34,[-1.129 -1.048 -0.445 -0.867 -0.139],340566,1.0068173,2.88769,100.0,-6.0513353,65,-103.50736410563448,-6.086275,810.5852892398834,1.4730136,-39.4028
,99.0,100,-12.2556,1.0,6600,-2.2009063,1.8250608,1.0,1.0,,0.1516,-39.152843,0.35864386,75.8,[-1.129 -1.049 -0.441 -0.866 -0.14 ],348146,1.0,3.3644917,100.0,-5.819506,66,-102.10951064825576,-5.8195066,826.5218951702118,1.0,-39.152843
,99.0,100,-20.492168,1.4810733,6700,-2.3079474,2.674787,0.34506926,1.1401039,0.2936956,0.15469305,-39.84372,0.37935695,71.67,[-1.129 -1.049 -0.441 -0.866 -0.14 ],355313,0.9550119,4.944145,100.0,-6.287931,67,-103.69516116550669,-6.510384,841.2147777080536,2.0910459,-39.70421
,99.0,100,-9.91621,1.0,6800,-2.2942138,1.7213923,1.0,1.0,,0.1724,-39.080456,0.37773243,86.2,[-1.13  -1.055 -0.443 -0.86  -0.14 ],363933,1.0,2.9931223,100.0,-5.7471185,68,-103.68186990471642,-5.7471185,858.6447114944458,1.0,-39.080456
,99.0,100,-20.463596,1.0770152,6900,-2.056458,2.3914633,0.6525097,1.0306594,0.16829121,0.1523623,-39.328346,0.36260745,75.04,[-1.13  -1.055 -0.443 -0.86  -0.14 ],371437,0.9877964,4.66178,100.0,-5.9484353,69,-102.28459857812224,-5.9950104,875.5376341342926,1.6765565,-39.3026
,99.0,100,-12.243683,1.0673376,7000,-2.1996043,1.807033,0.6705888,1.024527,0.12815687,0.15958695,-39.532246,0.36897957,78.8,[-1.131 -1.058 -0.441 -0.857 -0.139],379317,0.97140086,3.0624158,100.0,-6.162616,70,-103.00377913270813,-6.1989098,891.1591911315918,1.5129871,-39.513355
,99.0,100,-8.781359,1.0,7100,-2.7898798,1.3810346,1.0,1.0,,0.17496,-39.422714,0.37994352,87.48,[-1.131 -1.06  -0.44  -0.855 -0.138],388065,1.0,1.9265215,100.0,-6.089378,71,-104.7397448228762,-6.089378,909.8641159534454,1.0,-39.422714
,99.0,100,-11.71537,1.0,7200,-1.9525895,1.5919206,1.0,1.0,,0.15266,-39.396057,0.3596652,76.33,[-1.131 -1.06  -0.44  -0.855 -0.138],395698,1.0,2.5598097,100.0,-6.062723,72,-103.97446271378054,-6.062723,925.2205114364624,1.0,-39.396057
,99.0,100,-22.269182,1.0629667,7300,-2.2840552,2.3247495,0.69573534,1.0321617,0.14264269,0.14842243,-39.625145,0.35862488,73.13,[-1.131 -1.06  -0.44  -0.855 -0.138],403011,0.99427694,4.436047,100.0,-6.2484174,73,-103.72399841873084,-6.291807,939.2552902698517,1.5439043,-39.601852
,99.0,100,-12.320892,1.0295925,7400,-2.426956,1.8474501,0.7789117,1.0128468,0.09479038,0.17228979,-39.646706,0.37926906,85.53,[-1.132 -1.062 -0.439 -0.852 -0.139],411564,0.9951805,3.219117,100.0,-6.28754,74,-104.09755952543372,-6.313368,957.2579793930054,1.3707716,-39.632496
,99.0,100,-14.079123,1.0,7500,-2.3898363,1.8390596,1.0,1.0,,0.17244,-39.476707,0.37775528,86.22,[-1.133 -1.063 -0.436 -0.852 -0.139],420186,1.0,3.4163032,100.0,-6.1433725,75,-103.68620768601845,-6.143373,976.4690084457397,1.0,-39.476707
,99.0,100,-21.028864,1.6012514,7600,-1.6676697,2.2934616,0.29922614,1.148038,0.3774806,0.18113387,-39.48137,0.40552902,83.68,[-1.133 -1.063 -0.436 -0.852 -0.139],428554,0.958715,3.7088857,100.0,-5.9092975,76,-101.99768058064386,-6.148035,993.4580678939819,2.8766675,-39.342678
,99.0,100,-11.475886,1.0,7700,-2.0219605,1.8383723,1.0,1.0,,0.19158,-39.415466,0.39353934,95.79,[-1.133 -1.067 -0.431 -0.848 -0.14 ],438133,1.0,3.4137502,100.0,-6.08213,77,-103.64768754103828,-6.08213,1013.0005614757538,1.0,-39.415466
,99.0,100,-11.21356,1.0,7800,-2.6900308,1.7391064,1.0,1.0,,0.1819,-39.381863,0.38575807,90.95,[-1.133 -1.067 -0.431 -0.848 -0.14 ],447228,1.0,3.0550413,100.0,-6.0485263,78,-103.00641729317857,-6.0485272,1030.250804901123,1.0,-39.381863
,99.0,100,-12.397183,1.0,7900,-2.0523868,1.864642,1.0,1.0,,0.18156,-39.282753,0.3854781,90.78,[-1.133 -1.067 -0.431 -0.848 -0.14 ],456306,1.0,3.51201,100.0,-5.949416,79,-102.40041949953374,-5.9494166,1047.9237413406372,1.0,-39.282753
,99.0,100,-12.480495,1.1627607,8000,-2.0296278,1.9433438,0.55463094,1.0531632,0.2508511,0.20254578,-39.511246,0.40933207,98.41,[-1.133 -1.067 -0.431 -0.848 -0.14 ],466147,1.0186207,3.4086468,100.0,-6.108309,80,-102.89790013300475,-6.1779094,1068.8211040496826,2.3597786,-39.459656
,99.0,100,-12.850445,1.1078316,8100,-1.9607253,1.8146192,0.66932464,1.0402774,0.18447442,0.1994234,-39.34311,0.40517414,97.54,[-1.14  -1.075 -0.431 -0.849 -0.142],475901,1.001994,3.1018448,100.0,-5.9379435,81,-102.46447247398488,-6.009774,1088.445071697235,1.7545674,-39.305515
,99.0,100,-9.115274,1.0,8200,-2.101617,1.5627862,1.0,1.0,,0.1992,-39.26516,0.3993947,99.6,[-1.14  -1.077 -0.427 -0.848 -0.141],485861,1.0,2.4669702,100.0,-5.931823,82,-103.74567015904097,-5.9318233,1108.6913268566132,1.0,-39.26516
,99.0,100,-13.2289095,1.05637,8300,-2.3625114,1.8017379,0.6246085,1.0208882,0.122858986,0.19204502,-39.311344,0.39669934,94.94,[-1.14  -1.077 -0.427 -0.848 -0.141],495355,0.9796686,3.3839047,100.0,-5.948351,83,-102.78566714791917,-5.97801,1127.1175718307495,1.3289902,-39.296295
,99.0,100,-8.987943,1.0,8400,-2.5335104,1.5680425,1.0,1.0,,0.19478,-39.50021,0.39603975,97.39,[-1.14  -1.076 -0.43  -0.849 -0.142],505094,1.0,2.4835927,100.0,-6.1668744,84,-103.34471642827928,-6.1668744,1147.1630494594574,1.0,-39.50021
,99.0,100,-12.396306,1.0769323,8500,-2.299459,1.8314264,0.6014667,1.027839,0.1443352,0.15543692,-39.804096,0.36536825,76.64,[-1.14  -1.076 -0.43  -0.849 -0.142],512758,0.98865515,3.223282,100.0,-6.4263268,85,-103.867603038643,-6.4707584,1161.4466171264648,1.5986601,-39.77282
