IterType,MinVanillaIw,Bound,BatchSize,ESSClassic,AvgVanillaIw,VanillaAvgRet,J,ESSRenyi,VarDiscRet,AvgNormIw,MaxNormIw,AvgDiscRet,MinNormIw,MaxVanillaIw,EpsThisIter,VarVanillaIw,Delta,eRenyi2,AvgEpLen,AvgRet,VarJ,VarNormIw,VarRet
2,1.0,3778.35,500,100.0,1.0,3778.350198648623,3778.35,500.0,624537.2091959582,0.009999998,0.01,3778.350198648623,0.01,1.0,100,,1.0,1.0,378.69,3778.350198648623,786.31537,3.5044917e-18,624537.2091959582
2,1.0,3844.002,500,200.00000010221265,1.0,3909.653388801511,3844.002,500.0,584998.706294493,0.0049999994,0.005,3909.653388801511,0.005,1.0,100,,1.0,1.0,391.76,3909.653388801511,776.55035,2.179301e-19,584998.706294493
2,1.0,3824.586,500,299.999969473632,1.0,3785.7540829306145,3824.586,500.0,1010669.9666259639,0.0033333336,0.0033333334,3785.7540829306145,0.0033333334,1.0,100,,1.0,1.0,379.39,3785.7540829306145,858.07654,5.4391416e-20,1010669.9666259639
2,1.0,3823.8772,500,400.0,1.0,3821.7506114067614,3823.8772,500.0,500572.8443287117,0.0024999997,0.0025,3821.7506114067614,0.0025,1.0,100,,1.0,1.0,383.05,3821.7506114067614,822.26196,5.434597e-20,500572.8443287117
1,0.999193,3806.0217,500,500.00002715685974,0.9999978,3734.5479637586686,3806.0217,499.996185331838,618869.8934503065,0.002,0.0020009973,3734.5479637586686,0.0019983903,1.0004965,100,1.6168025e-08,1.0,1.0000076,374.32,3734.5479637586686,815.3054,6.467372e-14,618869.8934503065
2,1.0,3700.643,500,100.0,1.0,3700.643243937817,3700.643,500.0,661534.3799490681,0.009999998,0.01,3700.643243937817,0.01,1.0,100,,1.0,1.0,370.91,3700.643243937817,809.2707,3.5044917e-18,661534.3799490681
2,1.0,3781.5974,500,200.00000010221265,1.0,3862.551498900948,3781.5974,500.0,510771.6687407324,0.0049999994,0.005,3862.551498900948,0.005,1.0,100,,1.0,1.0,387.1,3862.551498900948,766.0581,2.179301e-19,510771.6687407324
2,1.0,3798.1816,500,299.999969473632,1.0,3831.350639982733,3798.1816,500.0,539253.8981042348,0.0033333336,0.0033333334,3831.350639982733,0.0033333334,1.0,100,,1.0,1.0,383.95,3831.350639982733,754.8072,5.4391416e-20,539253.8981042348
2,1.0,3824.4998,500,400.0,1.0,3903.4536661044285,3824.4998,500.0,592924.2527022245,0.0024999997,0.0025,3903.4536661044285,0.0025,1.0,100,,1.0,1.0,391.12,3903.4536661044285,759.03033,5.434597e-20,592924.2527022245
1,0.9999933,3812.7903,500,499.9999948855544,1.0000002,3765.9490548911626,3812.7903,500.0,686491.4243870708,0.002,0.0020000166,3765.9490548911626,0.0019999861,1.0000086,100,3.4005806e-12,1.0,1.0,377.43,3765.9490548911626,772.90063,1.3768498e-17,686491.4243870708
2,1.0,3910.054,500,100.0,1.0,3910.0540873193004,3910.054,500.0,732289.8382122001,0.009999998,0.01,3910.0540873193004,0.01,1.0,100,,1.0,1.0,391.83,3910.0540873193004,851.4499,3.5044917e-18,732289.8382122001
2,1.0,3897.553,500,200.00000010221265,1.0,3885.051526430148,3897.553,500.0,577508.717537733,0.0049999994,0.005,3885.051526430148,0.005,1.0,100,,1.0,1.0,389.33,3885.051526430148,805.2991,2.179301e-19,577508.717537733
2,1.0,3885.618,500,299.999969473632,1.0,3861.7485975126315,3885.618,500.0,581641.5023352462,0.0033333336,0.0033333334,3861.7485975126315,0.0033333334,1.0,100,,1.0,1.0,387.01,3861.7485975126315,790.29376,5.4391416e-20,581641.5023352462
2,1.0,3900.1782,500,400.0,1.0,3943.8575244569756,3900.1782,500.0,516174.8814607553,0.0024999997,0.0025,3943.8575244569756,0.0025,1.0,100,,1.0,1.0,395.25,3943.8575244569756,772.5364,5.434597e-20,516174.8814607553
1,1.0,3860.111,500,500.00000664260017,1.0,3699.842474201256,3860.111,500.0,469609.14085311553,0.0020000003,0.002,3699.842474201256,0.002,1.0,100,,1.0,1.0,370.89,3699.842474201256,759.50916,5.431875e-20,469609.14085311553
2,1.0,3797.6467,500,100.0,1.0,3797.6469626930607,3797.6467,500.0,533839.824428613,0.009999998,0.01,3797.6469626930607,0.01,1.0,100,,1.0,1.0,380.63,3797.6469626930607,726.981,3.5044917e-18,533839.824428613
2,1.0,3884.2505,500,200.00000010221265,1.0,3970.854322747974,3884.2505,500.0,627062.6436965187,0.0049999994,0.005,3970.854322747974,0.005,1.0,100,,1.0,1.0,397.84,3970.854322747974,762.9855,2.179301e-19,627062.6436965187
2,1.0,3862.3186,500,299.999969473632,1.0,3818.4540184462244,3862.3186,500.0,813099.0720357934,0.0033333336,0.0033333334,3818.4540184462244,0.0033333334,1.0,100,,1.0,1.0,382.68,3818.4540184462244,810.7914,5.4391416e-20,813099.0720357934
2,1.0,3840.8003,500,400.0,1.0,3776.245187773174,3840.8003,500.0,547768.5422464091,0.0024999997,0.0025,3776.245187773174,0.0025,1.0,100,,1.0,1.0,378.49,3776.245187773174,793.7247,5.434597e-20,547768.5422464091
1,1.0,3843.8318,500,500.00000664260017,1.0,3855.956294106862,3843.8318,500.0,606480.194827858,0.0020000003,0.002,3855.956294106862,0.002,1.0,100,,1.0,1.0,386.47,3855.956294106862,790.012,5.431875e-20,606480.194827858
2,1.0,3945.859,500,100.0,1.0,3945.859194040698,3945.859,500.0,666875.3303366355,0.009999998,0.01,3945.859194040698,0.01,1.0,100,,1.0,1.0,395.4,3945.859194040698,812.53094,3.5044917e-18,666875.3303366355
2,1.0,3864.1533,500,200.00000010221265,1.0,3782.4472297496304,3864.1533,500.0,524382.3830909451,0.0049999994,0.005,3782.4472297496304,0.005,1.0,100,,1.0,1.0,379.09,3782.4472297496304,772.23596,2.179301e-19,524382.3830909451
2,1.0,3843.4524,500,299.999969473632,1.0,3802.050052416204,3843.4524,500.0,683410.3792015511,0.0033333336,0.0033333334,3802.050052416204,0.0033333334,1.0,100,,1.0,1.0,381.04,3802.050052416204,789.9039,5.4391416e-20,683410.3792015511
2,1.0,3823.7002,500,400.0,1.0,3764.4436748223065,3823.7002,500.0,527742.4440033345,0.0024999997,0.0025,3764.4436748223065,0.0025,1.0,100,,1.0,1.0,377.32,3764.4436748223065,774.43384,5.434597e-20,527742.4440033345
1,1.0,3822.43,500,500.00000664260017,1.0,3817.347220137269,3822.43,500.0,545096.3343304631,0.0020000003,0.002,3817.347220137269,0.002,1.0,100,,1.0,1.0,382.6,3817.347220137269,766.638,5.431875e-20,545096.3343304631
2,1.0,3766.1519,500,100.0,1.0,3766.1517647453725,3766.1519,500.0,597494.3262121603,0.009999998,0.01,3766.1517647453725,0.01,1.0,100,,1.0,1.0,377.49,3766.1517647453725,769.1029,3.5044917e-18,597494.3262121603
2,1.0,3780.252,500,200.00000010221265,1.0,3794.352721269552,3780.252,500.0,607623.4201432484,0.0049999994,0.005,3794.352721269552,0.005,1.0,100,,1.0,1.0,380.29,3794.352721269552,772.4843,2.179301e-19,607623.4201432484
2,1.0,3779.1526,500,299.999969473632,1.0,3776.9537057243933,3779.1526,500.0,1023626.4121228919,0.0033333336,0.0033333334,3776.9537057243933,0.0033333334,1.0,100,,1.0,1.0,378.48,3776.9537057243933,857.6832,5.4391416e-20,1023626.4121228919
2,1.0,3805.4282,500,400.0,1.0,3884.254602035622,3805.4282,500.0,704851.8775681333,0.0024999997,0.0025,3884.254602035622,0.0025,1.0,100,,1.0,1.0,389.25,3884.254602035622,853.3682,5.434597e-20,704851.8775681333
1,1.0,3825.9521,500,500.00000664260017,1.0,3908.046214826004,3825.9521,500.0,727278.7474609314,0.0020000003,0.002,3908.046214826004,0.002,1.0,100,,1.0,1.0,391.59,3908.046214826004,853.3909,5.431875e-20,727278.7474609314
2,1.0,3909.1545,500,100.0,1.0,3909.1545297235834,3909.1545,500.0,742778.4271468304,0.009999998,0.01,3909.1545297235834,0.01,1.0,100,,1.0,1.0,391.71,3909.1545297235834,857.5259,3.5044917e-18,742778.4271468304
2,1.0,3895.404,500,200.00000010221265,1.0,3881.6537170226165,3895.404,500.0,526696.9173619897,0.0049999994,0.005,3881.6537170226165,0.005,1.0,100,,1.0,1.0,388.99,3881.6537170226165,792.82996,2.179301e-19,526696.9173619897
2,1.0,3885.4211,500,299.999969473632,1.0,3865.454730617735,3885.4211,500.0,678153.8067949241,0.0033333336,0.0033333334,3865.454730617735,0.0033333334,1.0,100,,1.0,1.0,387.38,3865.454730617735,801.8996,5.4391416e-20,678153.8067949241
2,1.0,3894.9802,500,400.0,1.0,3923.6572782893795,3894.9802,500.0,486427.6908216654,0.0024999997,0.0025,3923.6572782893795,0.0025,1.0,100,,1.0,1.0,393.2,3923.6572782893795,776.49677,5.434597e-20,486427.6908216654
1,1.0,3862.054,500,500.00000664260017,1.0,3730.346854505271,3862.054,500.0,428268.1720602386,0.0020000003,0.002,3730.346854505271,0.002,1.0,100,,1.0,1.0,373.95,3730.346854505271,755.97064,5.431875e-20,428268.1720602386
2,1.0,3877.4507,500,100.0,1.0,3877.450749633106,3877.4507,500.0,572763.1268540461,0.009999998,0.01,3877.450749633106,0.01,1.0,100,,1.0,1.0,388.56,3877.450749633106,753.0176,3.5044917e-18,572763.1268540461
2,1.0,3838.6987,500,200.00000010221265,1.0,3799.9468490413674,3838.6987,500.0,720452.3452676986,0.0049999994,0.005,3799.9468490413674,0.005,1.0,100,,1.0,1.0,380.83,3799.9468490413674,801.0265,2.179301e-19,720452.3452676986
2,1.0,3818.5828,500,299.999969473632,1.0,3778.349817664988,3818.5828,500.0,689360.0677576236,0.0033333336,0.0033333334,3778.349817664988,0.0033333334,1.0,100,,1.0,1.0,378.63,3778.349817664988,809.9755,5.4391416e-20,689360.0677576236
2,1.0,3832.0244,500,400.0,1.0,3872.3508777874194,3832.0244,500.0,558082.7679405273,0.0024999997,0.0025,3872.3508777874194,0.0025,1.0,100,,1.0,1.0,388.09,3872.3508777874194,794.1743,5.434597e-20,558082.7679405273
1,1.0,3843.2104,500,500.00000664260017,1.0,3887.9515522833885,3843.2104,500.0,764950.1582831211,0.0020000003,0.002,3887.9515522833885,0.002,1.0,100,,1.0,1.0,389.59,3887.9515522833885,810.266,5.431875e-20,764950.1582831211
2,1.0,4077.662,500,100.0,1.0,4077.662433501965,4077.662,500.0,545160.5467435812,0.009999998,0.01,4077.662433501965,0.01,1.0,100,,1.0,1.0,408.55,4077.662433501965,734.6489,3.5044917e-18,545160.5467435812
2,1.0,3955.457,500,200.00000010221265,1.0,3833.251462207636,3955.457,500.0,713698.4787221118,0.0049999994,0.005,3833.251462207636,0.005,1.0,100,,1.0,1.0,384.14,3833.251462207636,798.7924,2.179301e-19,713698.4787221118
2,1.0,3919.556,500,299.999969473632,1.0,3847.7537505923287,3919.556,500.0,512540.5975880477,0.0033333336,0.0033333334,3847.7537505923287,0.0033333334,1.0,100,,1.0,1.0,385.58,3847.7537505923287,772.7197,5.4391416e-20,512540.5975880477
2,1.0,3885.9536,500,400.0,1.0,3785.1476278327737,3885.9536,500.0,524849.1002230343,0.0024999997,0.0025,3785.1476278327737,0.0025,1.0,100,,1.0,1.0,379.4,3785.1476278327737,762.30524,5.434597e-20,524849.1002230343
1,1.0,3873.2742,500,500.00000664260017,1.0,3822.5545765297957,3873.2742,500.0,629386.3944342878,0.0020000003,0.002,3822.5545765297957,0.002,1.0,100,,1.0,1.0,383.11,3822.5545765297957,768.2117,5.431875e-20,629386.3944342878
2,1.0,3821.9507,500,100.0,1.0,3821.950790511743,3821.9507,500.0,486824.4639946402,0.009999998,0.01,3821.950790511743,0.01,1.0,100,,1.0,1.0,383.07,3821.950790511743,694.23065,3.5044917e-18,486824.4639946402
2,1.0,3837.503,500,200.00000010221265,1.0,3853.0553316215514,3837.503,500.0,687426.2781325672,0.0049999994,0.005,3853.0553316215514,0.005,1.0,100,,1.0,1.0,386.1,3853.0553316215514,762.55884,2.179301e-19,687426.2781325672
2,1.0,3776.7498,500,299.999969473632,1.0,3655.242532721471,3776.7498,500.0,591695.4854869836,0.0033333336,0.0033333334,3655.242532721471,0.0033333334,1.0,100,,1.0,1.0,366.42,3655.242532721471,768.3134,5.4391416e-20,591695.4854869836
2,1.0,3797.5752,500,400.0,1.0,3860.0534721573913,3797.5752,500.0,678488.9762870319,0.0024999997,0.0025,3860.0534721573913,0.0025,1.0,100,,1.0,1.0,386.84,3860.0534721573913,782.27637,5.434597e-20,678488.9762870319
1,1.0,3791.5496,500,500.00000664260017,1.0,3767.443605735167,3791.5496,500.0,552319.7331492265,0.0020000003,0.002,3767.443605735167,0.002,1.0,100,,1.0,1.0,377.61,3767.443605735167,773.996,5.431875e-20,552319.7331492265
2,1.0,3890.9546,500,100.0,1.0,3890.9550306148226,3890.9546,500.0,496868.7088968378,0.009999998,0.01,3890.9550306148226,0.01,1.0,100,,1.0,1.0,389.94,3890.9550306148226,701.35583,3.5044917e-18,496868.7088968378
2,1.0,3846.5034,500,200.00000010221265,1.0,3802.0519468930643,3846.5034,500.0,878054.4582873402,0.0049999994,0.005,3802.0519468930643,0.005,1.0,100,,1.0,1.0,381.01,3802.0519468930643,826.17365,2.179301e-19,878054.4582873402
2,1.0,3834.5193,500,299.999969473632,1.0,3810.5509976866197,3834.5193,500.0,473387.500578712,0.0033333336,0.0033333334,3810.5509976866197,0.0033333334,1.0,100,,1.0,1.0,381.92,3810.5509976866197,782.0148,5.4391416e-20,473387.500578712
2,1.0,3821.827,500,400.0,1.0,3783.749698990477,3821.827,500.0,667751.7532499138,0.0024999997,0.0025,3783.749698990477,0.0025,1.0,100,,1.0,1.0,379.21,3783.749698990477,790.1975,5.434597e-20,667751.7532499138
1,1.0,3819.0715,500,500.00000664260017,1.0,3808.0477805670716,3819.0715,500.0,533078.7697229113,0.0020000003,0.002,3808.0477805670716,0.002,1.0,100,,1.0,1.0,381.67,3808.0477805670716,777.88794,5.431875e-20,533078.7697229113
2,1.0,3803.044,500,100.0,1.0,3803.0441171107796,3803.044,500.0,607789.6560625884,0.009999998,0.01,3803.0441171107796,0.01,1.0,100,,1.0,1.0,381.13,3803.0441171107796,775.7008,3.5044917e-18,607789.6560625884
2,1.0,3873.5005,500,200.00000010221265,1.0,3943.956919782835,3873.5005,500.0,726376.669271913,0.0049999994,0.005,3943.956919782835,0.005,1.0,100,,1.0,1.0,395.16,3943.956919782835,815.7061,2.179301e-19,726376.669271913
2,1.0,3852.3167,500,299.999969473632,1.0,3809.948876425774,3852.3167,500.0,736624.5404897059,0.0033333336,0.0033333334,3809.948876425774,0.0033333334,1.0,100,,1.0,1.0,381.82,3809.948876425774,829.19714,5.4391416e-20,736624.5404897059
2,1.0,3874.1516,500,400.0,1.0,3939.656334942226,3874.1516,500.0,541995.9389811354,0.0024999997,0.0025,3939.656334942226,0.0025,1.0,100,,1.0,1.0,394.75,3939.656334942226,807.00073,5.434597e-20,541995.9389811354
1,1.0,3888.8726,500,500.00000664260017,1.0,3947.75515855086,3888.8726,500.0,563421.0994210272,0.0020000003,0.002,3947.75515855086,0.002,1.0,100,,1.0,1.0,395.57,3947.75515855086,795.87964,5.431875e-20,563421.0994210272
2,1.0,3816.8452,500,100.0,1.0,3816.845261537886,3816.8452,500.0,604856.9902559913,0.009999998,0.01,3816.845261537886,0.01,1.0,100,,1.0,1.0,382.5,3816.845261537886,773.8271,3.5044917e-18,604856.9902559913
2,1.0,3829.6,500,200.00000010221265,1.0,3842.3550913179956,3829.6,500.0,623251.0084429246,0.0049999994,0.005,3842.3550913179956,0.005,1.0,100,,1.0,1.0,385.1,3842.3550913179956,779.7924,2.179301e-19,623251.0084429246
2,1.0,3846.0505,500,299.999969473632,1.0,3878.951862879946,3846.0505,500.0,542559.2235328602,0.0033333336,0.0033333334,3878.951862879946,0.0033333334,1.0,100,,1.0,1.0,388.77,3878.951862879946,764.83325,5.4391416e-20,542559.2235328602
2,1.0,3858.3025,500,400.0,1.0,3895.05773694664,3858.3025,500.0,677369.4599321239,0.0024999997,0.0025,3895.05773694664,0.0025,1.0,100,,1.0,1.0,390.31,3895.05773694664,778.9908,5.434597e-20,677369.4599321239
1,1.0,3860.9534,500,500.00000664260017,1.0,3871.5553153274354,3860.9534,500.0,449449.3820348706,0.0020000003,0.002,3871.5553153274354,0.002,1.0,100,,1.0,1.0,388.04,3871.5553153274354,757.94495,5.431875e-20,449449.3820348706
2,1.0,3911.6558,500,100.0,1.0,3911.6560245934033,3911.6558,500.0,502736.3005559738,0.009999998,0.01,3911.6560245934033,0.01,1.0,100,,1.0,1.0,392.04,3911.6560245934033,705.48486,3.5044917e-18,502736.3005559738
2,1.0,3924.5059,500,200.00000010221265,1.0,3937.3557470943856,3924.5059,500.0,538236.4301411876,0.0049999994,0.005,3937.3557470943856,0.005,1.0,100,,1.0,1.0,394.56,3937.3557470943856,717.94604,2.179301e-19,538236.4301411876
2,1.0,3927.522,500,299.999969473632,1.0,3933.554314335725,3927.522,500.0,559237.6242289162,0.0033333336,0.0033333334,3933.554314335725,0.0033333334,1.0,100,,1.0,1.0,394.19,3933.554314335725,726.77203,5.4391416e-20,559237.6242289162
2,1.0,3917.6301,500,400.0,1.0,3887.9531376523555,3917.6301,500.0,747482.9695590638,0.0024999997,0.0025,3887.9531376523555,0.0025,1.0,100,,1.0,1.0,389.56,3887.9531376523555,762.5247,5.434597e-20,747482.9695590638
1,1.0,3920.1553,500,500.00000664260017,1.0,3930.2558743044774,3920.1553,500.0,543551.1502219355,0.0020000003,0.002,3930.2558743044774,0.002,1.0,100,,1.0,1.0,393.84,3930.2558743044774,756.83795,5.431875e-20,543551.1502219355
2,1.0,3936.4556,500,100.0,1.0,3936.455578857594,3936.4556,500.0,534336.2738276105,0.009999998,0.01,3936.455578857594,0.01,1.0,100,,1.0,1.0,394.46,3936.455578857594,727.319,3.5044917e-18,534336.2738276105
2,1.0,3859.105,500,200.00000010221265,1.0,3781.754829917972,3859.105,500.0,783548.1109321036,0.0049999994,0.005,3781.754829917972,0.005,1.0,100,,1.0,1.0,379.03,3781.754829917972,811.37897,2.179301e-19,783548.1109321036
2,1.0,3859.8552,500,299.999969473632,1.0,3861.355627010665,3859.8552,500.0,663373.230782155,0.0033333336,0.0033333334,3861.355627010665,0.0033333334,1.0,100,,1.0,1.0,386.98,3861.355627010665,811.0517,5.4391416e-20,663373.230782155
2,1.0,3826.753,500,400.0,1.0,3727.446458668489,3826.753,500.0,439912.2401643562,0.0024999997,0.0025,3727.446458668489,0.0025,1.0,100,,1.0,1.0,373.66,3727.446458668489,778.1512,5.434597e-20,439912.2401643562
1,1.0,3840.5337,500,500.00000664260017,1.0,3895.6554419090726,3840.5337,500.0,514453.5211325211,0.0020000003,0.002,3895.6554419090726,0.002,1.0,100,,1.0,1.0,390.4,3895.6554419090726,766.1833,5.431875e-20,514453.5211325211
2,1.0,3835.5483,500,100.0,1.0,3835.548445907795,3835.5483,500.0,546307.916175822,0.009999998,0.01,3835.548445907795,0.01,1.0,100,,1.0,1.0,384.39,3835.548445907795,735.4215,3.5044917e-18,546307.916175822
2,1.0,3794.5981,500,200.00000010221265,1.0,3753.6479831035776,3794.5981,500.0,469074.098756413,0.0049999994,0.005,3753.6479831035776,0.005,1.0,100,,1.0,1.0,376.24,3753.6479831035776,710.1345,2.179301e-19,469074.098756413
2,1.0,3826.2163,500,299.999969473632,1.0,3889.4525312162427,3826.2163,500.0,543625.9934962514,0.0033333336,0.0033333334,3889.4525312162427,0.0033333334,1.0,100,,1.0,1.0,389.76,3889.4525312162427,719.4373,5.4391416e-20,543625.9934962514
2,1.0,3834.7256,500,400.0,1.0,3860.2534981735125,3834.7256,500.0,516161.2054564242,0.0024999997,0.0025,3860.2534981735125,0.0025,1.0,100,,1.0,1.0,386.86,3860.2534981735125,718.4425,5.434597e-20,516161.2054564242
1,1.0,3825.5503,500,500.00000664260017,1.0,3788.847365996409,3825.5503,500.0,519228.33202713553,0.0020000003,0.002,3788.847365996409,0.002,1.0,100,,1.0,1.0,379.74,3788.847365996409,718.3814,5.431875e-20,519228.33202713553
2,1.0,3829.9495,500,100.0,1.0,3829.9495794585882,3829.9495,500.0,715464.6108736888,0.009999998,0.01,3829.9495794585882,0.01,1.0,100,,1.0,1.0,383.83,3829.9495794585882,841.6115,3.5044917e-18,715464.6108736888
2,1.0,3862.6018,500,200.00000010221265,1.0,3895.2544888466205,3862.6018,500.0,510439.2825212211,0.0049999994,0.005,3895.2544888466205,0.005,1.0,100,,1.0,1.0,390.35,3895.2544888466205,779.67206,2.179301e-19,510439.2825212211
2,1.0,3854.451,500,299.999969473632,1.0,3838.148095395603,3854.451,500.0,578867.9593357951,0.0033333336,0.0033333334,3838.148095395603,0.0033333334,1.0,100,,1.0,1.0,384.65,3838.148095395603,772.28125,5.4391416e-20,578867.9593357951
2,1.0,3873.9766,500,400.0,1.0,3932.5534949746443,3873.9766,500.0,567680.7356972377,0.0024999997,0.0025,3932.5534949746443,0.0025,1.0,100,,1.0,1.0,394.06,3932.5534949746443,767.43634,5.434597e-20,567680.7356972377
1,1.0,3871.9119,500,500.00000664260017,1.0,3863.65050179866,3871.9119,500.0,584822.9962905697,0.0020000003,0.002,3863.65050179866,0.002,1.0,100,,1.0,1.0,387.19,3863.65050179866,766.1455,5.431875e-20,584822.9962905697
2,1.0,3975.6575,500,100.0,1.0,3975.6576636424647,3975.6575,500.0,599118.2321547196,0.009999998,0.01,3975.6576636424647,0.01,1.0,100,,1.0,1.0,398.3,3975.6576636424647,770.1474,3.5044917e-18,599118.2321547196
2,1.0,3870.8555,500,200.00000010221265,1.0,3766.053725699801,3870.8555,500.0,748948.6393010896,0.0049999994,0.005,3766.053725699801,0.005,1.0,100,,1.0,1.0,377.47,3766.053725699801,823.5755,2.179301e-19,748948.6393010896
2,1.0,3855.6533,500,299.999969473632,1.0,3825.2490895203305,3855.6533,500.0,546267.3593253988,0.0033333336,0.0033333334,3825.2490895203305,0.0033333334,1.0,100,,1.0,1.0,383.35,3825.2490895203305,795.55945,5.4391416e-20,546267.3593253988
2,1.0,3871.0278,500,400.0,1.0,3917.150176077247,3871.0278,500.0,651607.5342531509,0.0024999997,0.0025,3917.150176077247,0.0025,1.0,100,,1.0,1.0,392.48,3917.150176077247,797.9148,5.434597e-20,651607.5342531509
1,1.0,3890.4937,500,500.00000664260017,1.0,3968.355466175074,3890.4937,500.0,567038.440407279,0.0020000003,0.002,3968.355466175074,0.002,1.0,100,,1.0,1.0,397.65,3968.355466175074,789.3819,5.431875e-20,567038.440407279
2,1.0,3851.1519,500,100.0,1.0,3851.152027223818,3851.1519,500.0,527629.7316131615,0.009999998,0.01,3851.152027223818,0.01,1.0,100,,1.0,1.0,385.93,3851.152027223818,722.74023,3.5044917e-18,527629.7316131615
2,1.0,3881.9536,500,200.00000010221265,1.0,3912.755195106351,3881.9536,500.0,538919.1277701142,0.0049999994,0.005,3912.755195106351,0.005,1.0,100,,1.0,1.0,392.12,3912.755195106351,727.24854,2.179301e-19,538919.1277701142
2,1.0,3833.984,500,299.999969473632,1.0,3738.0438903439767,3833.984,500.0,504276.20384623006,0.0033333336,0.0033333334,3738.0438903439767,0.0033333334,1.0,100,,1.0,1.0,374.67,3738.0438903439767,723.60693,5.4391416e-20,504276.20384623006
2,1.0,3822.202,500,400.0,1.0,3786.8563859398214,3822.202,500.0,741104.1037324909,0.0024999997,0.0025,3786.8563859398214,0.0025,1.0,100,,1.0,1.0,379.59,3786.8563859398214,759.30554,5.434597e-20,741104.1037324909
1,1.0,3831.0725,500,500.00000664260017,1.0,3866.551728090136,3831.0725,500.0,531275.1882436434,0.0020000003,0.002,3866.551728090136,0.002,1.0,100,,1.0,1.0,387.49,3866.551728090136,752.8235,5.431875e-20,531275.1882436434
2,1.0,3855.0554,500,100.0,1.0,3855.0556162661883,3855.0554,500.0,656683.7755726672,0.009999998,0.01,3855.0556162661883,0.01,1.0,100,,1.0,1.0,386.32,3855.0556162661883,806.2983,3.5044917e-18,656683.7755726672
2,1.0,3873.9048,500,200.00000010221265,1.0,3892.754081077711,3873.9048,500.0,500630.772560522,0.0049999994,0.005,3892.754081077711,0.005,1.0,100,,1.0,1.0,390.12,3892.754081077711,757.1169,2.179301e-19,500630.772560522
2,1.0,3846.2212,500,299.999969473632,1.0,3790.8530381480186,3846.2212,500.0,605850.7015427807,0.0033333336,0.0033333334,3790.8530381480186,0.0033333334,1.0,100,,1.0,1.0,379.94,3790.8530381480186,763.9465,5.4391416e-20,605850.7015427807
2,1.0,3838.8784,500,400.0,1.0,3816.8512781181607,3838.8784,500.0,659002.4527069239,0.0024999997,0.0025,3816.8512781181607,0.0025,1.0,100,,1.0,1.0,382.53,3816.8512781181607,775.2261,5.434597e-20,659002.4527069239
1,0.9994485,3865.738,500,499.9999398504091,1.0000036,3973.16118613475,3865.738,500.0,482201.90004297165,0.002,0.0020005985,3973.16118613475,0.0019988897,1.0003028,100,6.623564e-09,1.0,1.0,398.14,3973.16118613475,761.0048,2.6492953e-14,482201.90004297165
2,1.0,3800.2473,500,100.0,1.0,3800.2473545460507,3800.2473,500.0,552141.143275109,0.009999998,0.01,3800.2473545460507,0.01,1.0,100,,1.0,1.0,380.85,3800.2473545460507,739.3374,3.5044917e-18,552141.143275109
2,1.0,3857.3499,500,200.00000010221265,1.0,3914.452837548314,3857.3499,500.0,560114.071408566,0.0049999994,0.005,3914.452837548314,0.005,1.0,100,,1.0,1.0,392.23,3914.452837548314,744.19556,2.179301e-19,560114.071408566
2,1.0,3846.0835,500,299.999969473632,1.0,3823.5498745324758,3846.0835,500.0,746333.8850266688,0.0033333336,0.0033333334,3823.5498745324758,0.0033333334,1.0,100,,1.0,1.0,383.12,3823.5498745324758,784.7051,5.4391416e-20,746333.8850266688
2,1.0,3861.6028,500,400.0,1.0,3908.1615444288645,3861.6028,500.0,798857.5912658992,0.0024999997,0.0025,3908.1615444288645,0.0025,1.0,100,,1.0,1.0,391.62,3908.1615444288645,812.5647,5.434597e-20,798857.5912658992
1,1.0,3833.4521,500,500.00000664260017,1.0,3720.849012649924,3833.4521,500.0,802387.7454258559,0.0020000003,0.002,3720.849012649924,0.002,1.0,100,,1.0,1.0,372.93,3720.849012649924,830.81396,5.431875e-20,802387.7454258559
2,1.0,3766.8499,500,100.0,1.0,3766.84998375816,3766.8499,500.0,633057.928650934,0.009999998,0.01,3766.84998375816,0.01,1.0,100,,1.0,1.0,377.54,3766.84998375816,791.66113,3.5044917e-18,633057.928650934
2,1.0,3767.15,500,200.00000010221265,1.0,3767.450333889142,3767.15,500.0,818097.5225651314,0.0049999994,0.005,3767.450333889142,0.005,1.0,100,,1.0,1.0,377.63,3767.450333889142,847.5388,2.179301e-19,818097.5225651314
2,1.0,3820.919,500,299.999969473632,1.0,3928.4570933621703,3820.919,500.0,513509.8131973505,0.0033333336,0.0033333334,3928.4570933621703,0.0033333334,1.0,100,,1.0,1.0,393.69,3928.4570933621703,808.77795,5.4391416e-20,513509.8131973505
2,1.0,3807.276,500,400.0,1.0,3766.3458561135044,3807.276,500.0,499454.87242472026,0.0024999997,0.0025,3766.3458561135044,0.0025,1.0,100,,1.0,1.0,377.55,3766.3458561135044,784.06946,5.434597e-20,499454.87242472026
1,0.9999809,3797.251,500,499.9999213433854,1.0,3757.1482869901265,3797.251,499.996185331838,682338.1810738016,0.0020000003,0.0020000476,3757.1482869901265,0.001999962,1.0000238,100,2.1460613e-11,1.0,1.0000076,376.56,3757.1482869901265,792.03436,8.597734e-17,682338.1810738016
2,1.0,3856.455,500,100.0,1.0,3856.4554189078717,3856.455,500.0,653495.5461351769,0.009999998,0.01,3856.4554189078717,0.01,1.0,100,,1.0,1.0,386.5,3856.4554189078717,804.3386,3.5044917e-18,653495.5461351769
