IterType,MinVanillaIw,Bound,BatchSize,ESSClassic,AvgVanillaIw,VanillaAvgRet,J,ESSRenyi,VarDiscRet,AvgNormIw,MaxNormIw,AvgDiscRet,MinNormIw,MaxVanillaIw,EpsThisIter,VarVanillaIw,Delta,eRenyi2,AvgEpLen,AvgRet,VarJ,VarNormIw,VarRet
2,1.0,3799.7825,500,299.999969473632,1.0,3773.348959027696,3799.7825,500.0,669726.9577252247,0.0033333336,0.0033333334,3773.348959027696,0.0033333334,1.0,100,,1.0,1.0,378.17,3773.348959027696,758.23193,5.4391416e-20,669726.9577252247
2,1.0,3797.5493,500,400.0,1.0,3790.851493875684,3797.5493,500.0,648434.7961153468,0.0024999997,0.0025,3790.851493875684,0.0025,1.0,100,,1.0,1.0,379.94,3790.851493875684,769.2134,5.434597e-20,648434.7961153468
1,1.0,3795.7493,500,500.00000664260017,1.0,3788.548133315525,3795.7493,500.0,509594.4940851714,0.0020000003,0.002,3788.548133315525,0.002,1.0,100,,1.0,1.0,379.71,3788.548133315525,757.8022,5.431875e-20,509594.4940851714
2,1.0,3958.7563,500,100.0,1.0,3958.756169850257,3958.7563,500.0,547421.6265844107,0.009999998,0.01,3958.756169850257,0.01,1.0,100,,1.0,1.0,396.69,3958.756169850257,736.1708,3.5044917e-18,547421.6265844107
2,1.0,3961.6597,500,200.00000010221265,1.0,3964.562886960437,3961.6597,500.0,847255.6366616245,0.0049999994,0.005,3964.562886960437,0.005,1.0,100,,1.0,1.0,397.25,3964.562886960437,830.88727,2.179301e-19,847255.6366616245
2,1.0,3890.656,500,299.999969473632,1.0,3748.649060449523,3890.656,500.0,645758.1693796582,0.0033333336,0.0033333334,3748.649060449523,0.0033333334,1.0,100,,1.0,1.0,375.72,3748.649060449523,826.6997,5.4391416e-20,645758.1693796582
2,1.0,3856.1533,500,400.0,1.0,3752.6452223114047,3856.1533,500.0,503884.16380067327,0.0024999997,0.0025,3752.6452223114047,0.0025,1.0,100,,1.0,1.0,376.13,3752.6452223114047,800.53534,5.434597e-20,503884.16380067327
1,1.0,3840.6526,500,500.00000664260017,1.0,3778.6477948877828,3840.6526,500.0,500225.10318692593,0.0020000003,0.002,3778.6477948877828,0.002,1.0,100,,1.0,1.0,378.75,3778.6477948877828,782.74603,5.431875e-20,500225.10318692593
2,1.0,3832.7463,500,100.0,1.0,3832.7465229406243,3832.7463,500.0,615856.960217622,0.009999998,0.01,3832.7465229406243,0.01,1.0,100,,1.0,1.0,384.08,3832.7465229406243,780.83185,3.5044917e-18,615856.960217622
2,1.0,3859.5002,500,200.00000010221265,1.0,3886.2539450698746,3859.5002,500.0,531488.1954129407,0.0049999994,0.005,3886.2539450698746,0.005,1.0,100,,1.0,1.0,389.45,3886.2539450698746,754.0899,2.179301e-19,531488.1954129407
2,1.0,3896.2537,500,299.999969473632,1.0,3969.7601319513174,3896.2537,500.0,673716.6955744132,0.0033333336,0.0033333334,3969.7601319513174,0.0033333334,1.0,100,,1.0,1.0,397.78,3969.7601319513174,777.2575,5.4391416e-20,673716.6955744132
2,1.0,3909.4802,500,400.0,1.0,3949.159032991466,3909.4802,500.0,510590.2543092228,0.0024999997,0.0025,3949.159032991466,0.0025,1.0,100,,1.0,1.0,395.73,3949.159032991466,761.57263,5.434597e-20,510590.2543092228
1,1.0,3884.5942,500,500.00000664260017,1.0,3785.0493699903395,3884.5942,500.0,901422.9274931618,0.0020000003,0.002,3785.0493699903395,0.002,1.0,100,,1.0,1.0,379.29,3785.0493699903395,803.08984,5.431875e-20,901422.9274931618
2,1.0,3818.5518,500,100.0,1.0,3818.551879036677,3818.5518,500.0,446793.79241996934,0.009999998,0.01,3818.551879036677,0.01,1.0,100,,1.0,1.0,382.75,3818.551879036677,665.0758,3.5044917e-18,446793.79241996934
2,1.0,3839.6528,500,200.00000010221265,1.0,3860.7542315223964,3839.6528,500.0,690997.2027294803,0.0049999994,0.005,3860.7542315223964,0.005,1.0,100,,1.0,1.0,386.89,3860.7542315223964,750.76746,2.179301e-19,690997.2027294803
2,1.0,3881.3535,500,299.999969473632,1.0,3964.7537198493596,3881.3535,500.0,594534.6922619346,0.0033333336,0.0033333334,3964.7537198493596,0.0033333334,1.0,100,,1.0,1.0,397.29,3964.7537198493596,758.57904,5.4391416e-20,594534.6922619346
2,1.0,3853.2524,500,400.0,1.0,3768.948825243223,3853.2524,500.0,681047.7305745282,0.0024999997,0.0025,3768.948825243223,0.0025,1.0,100,,1.0,1.0,377.74,3768.948825243223,776.2151,5.434597e-20,681047.7305745282
1,1.0,3860.1125,500,500.00000664260017,1.0,3887.554513377079,3860.1125,500.0,492715.40992660436,0.0020000003,0.002,3887.554513377079,0.002,1.0,100,,1.0,1.0,389.63,3887.554513377079,761.4157,5.431875e-20,492715.40992660436
2,1.0,3716.245,500,100.0,1.0,3716.2451077784763,3716.245,500.0,632738.8219796317,0.009999998,0.01,3716.2451077784763,0.01,1.0,100,,1.0,1.0,372.54,3716.2451077784763,791.4616,3.5044917e-18,632738.8219796317
2,1.0,3842.2,500,200.00000010221265,1.0,3968.154951995426,3842.2,500.0,590435.0754683636,0.0049999994,0.005,3968.154951995426,0.005,1.0,100,,1.0,1.0,397.63,3968.154951995426,788.24854,2.179301e-19,590435.0754683636
2,1.0,3815.4163,500,299.999969473632,1.0,3761.8482131814676,3815.4163,500.0,664189.5929665775,0.0033333336,0.0033333334,3761.8482131814676,0.0033333334,1.0,100,,1.0,1.0,377.04,3761.8482131814676,796.7692,5.4391416e-20,664189.5929665775
2,1.0,3811.2754,500,400.0,1.0,3798.8521101941446,3811.2754,500.0,656928.5559318449,0.0024999997,0.0025,3798.8521101941446,0.0025,1.0,100,,1.0,1.0,380.72,3798.8521101941446,799.23224,5.434597e-20,656928.5559318449
1,1.0,3839.492,500,500.00000664260017,1.0,3952.357164401484,3839.492,500.0,725252.0085973104,0.0020000003,0.002,3952.357164401484,0.002,1.0,100,,1.0,1.0,396.06,3952.357164401484,811.0502,5.431875e-20,725252.0085973104
2,1.0,3923.6565,500,100.0,1.0,3923.6566255332796,3923.6565,500.0,515763.4569533981,0.009999998,0.01,3923.6566255332796,0.01,1.0,100,,1.0,1.0,393.17,3923.6566255332796,714.5669,3.5044917e-18,515763.4569533981
2,1.0,3917.856,500,200.00000010221265,1.0,3912.0556483330724,3917.856,500.0,499243.81000925245,0.0049999994,0.005,3912.0556483330724,0.005,1.0,100,,1.0,1.0,392.04,3912.0556483330724,708.8457,2.179301e-19,499243.81000925245
2,1.0,3868.2893,500,299.999969473632,1.0,3769.1553804525834,3868.2893,500.0,939008.0705074269,0.0033333336,0.0033333334,3769.1553804525834,0.0033333334,1.0,100,,1.0,1.0,377.73,3769.1553804525834,806.0777,5.4391416e-20,939008.0705074269
2,1.0,3837.3794,500,400.0,1.0,3744.650217368133,3837.3794,500.0,827678.0288930174,0.0024999997,0.0025,3744.650217368133,0.0025,1.0,100,,1.0,1.0,375.31,3744.650217368133,833.689,5.434597e-20,827678.0288930174
1,1.0,3835.7942,500,500.00000664260017,1.0,3829.4498678639106,3835.7942,500.0,519500.5325042521,0.0020000003,0.002,3829.4498678639106,0.002,1.0,100,,1.0,1.0,383.78,3829.4498678639106,811.7273,5.431875e-20,519500.5325042521
2,1.0,3847.5537,500,100.0,1.0,3847.553583981779,3847.5537,500.0,667865.2308523592,0.009999998,0.01,3847.553583981779,0.01,1.0,100,,1.0,1.0,385.59,3847.553583981779,813.1338,3.5044917e-18,667865.2308523592
2,1.0,3842.6528,500,200.00000010221265,1.0,3837.7524763721262,3842.6528,500.0,695990.1179998276,0.0049999994,0.005,3837.7524763721262,0.005,1.0,100,,1.0,1.0,384.63,3837.7524763721262,821.6644,2.179301e-19,695990.1179998276
2,1.0,3838.6523,500,299.999969473632,1.0,3830.6503307150865,3838.6523,500.0,523447.8930975166,0.0033333336,0.0033333334,3830.6503307150865,0.0033333334,1.0,100,,1.0,1.0,383.94,3830.6503307150865,789.2136,5.4391416e-20,523447.8930975166
2,1.0,3876.5544,500,400.0,1.0,3990.2614148375596,3876.5544,500.0,484505.78664512595,0.0024999997,0.0025,3990.2614148375596,0.0025,1.0,100,,1.0,1.0,399.83,3990.2614148375596,769.0049,5.434597e-20,484505.78664512595
1,1.0,3869.8347,500,500.00000664260017,1.0,3842.955539750108,3869.8347,500.0,412207.8963442752,0.0020000003,0.002,3842.955539750108,0.002,1.0,100,,1.0,1.0,385.17,3842.955539750108,744.91113,5.431875e-20,412207.8963442752
2,1.0,3933.1565,500,100.0,1.0,3933.156576673378,3933.1565,500.0,468486.33926755836,0.009999998,0.01,3933.156576673378,0.01,1.0,100,,1.0,1.0,394.18,3933.156576673378,681.0297,3.5044917e-18,468486.33926755836
2,1.0,3958.9583,500,200.00000010221265,1.0,3984.7598350144194,3958.9583,500.0,511698.15786318475,0.0049999994,0.005,3984.7598350144194,0.005,1.0,100,,1.0,1.0,399.31,3984.7598350144194,697.0345,2.179301e-19,511698.15786318475
2,1.0,3883.089,500,299.999969473632,1.0,3731.350411011123,3883.089,500.0,557632.2964020591,0.0033333336,0.0033333334,3731.350411011123,0.0033333334,1.0,100,,1.0,1.0,374.03,3731.350411011123,720.7188,5.4391416e-20,557632.2964020591
2,1.0,3873.83,500,400.0,1.0,3846.0543661714155,3873.83,500.0,860665.390442619,0.0024999997,0.0025,3846.0543661714155,0.0025,1.0,100,,1.0,1.0,385.45,3846.0543661714155,776.4332,5.434597e-20,860665.390442619
1,1.0,3905.7761,500,500.00000664260017,1.0,4033.5579257170025,3905.7761,500.0,613441.2505378135,0.0020000003,0.002,4033.5579257170025,0.002,1.0,100,,1.0,1.0,404.09,4033.5579257170025,779.62964,5.431875e-20,613441.2505378135
2,1.0,3925.0532,500,100.0,1.0,3925.0533320207865,3925.0532,500.0,580536.1156758007,0.009999998,0.01,3925.0533320207865,0.01,1.0,100,,1.0,1.0,393.29,3925.0533320207865,758.11,3.5044917e-18,580536.1156758007
2,1.0,3893.3052,500,200.00000010221265,1.0,3861.5571995584214,3893.3052,500.0,821467.8331043462,0.0049999994,0.005,3861.5571995584214,0.005,1.0,100,,1.0,1.0,387.01,3861.5571995584214,833.6665,2.179301e-19,821467.8331043462
2,1.0,3882.3535,500,299.999969473632,1.0,3860.449816288335,3882.3535,500.0,541277.8447461592,0.0033333336,0.0033333334,3860.449816288335,0.0033333334,1.0,100,,1.0,1.0,386.86,3860.449816288335,801.3706,5.4391416e-20,541277.8447461592
2,1.0,3880.7285,500,400.0,1.0,3875.85436610241,3880.7285,500.0,492792.38149362523,0.0024999997,0.0025,3875.85436610241,0.0025,1.0,100,,1.0,1.0,388.46,3875.85436610241,776.92993,5.434597e-20,492792.38149362523
1,1.0,3863.413,500,500.00000664260017,1.0,3794.149338083551,3863.413,500.0,650883.9533098853,0.0020000003,0.002,3794.149338083551,0.002,1.0,100,,1.0,1.0,380.3,3794.149338083551,782.9244,5.431875e-20,650883.9533098853
2,1.0,3844.95,500,100.0,1.0,3844.949989024456,3844.95,500.0,560196.4949965347,0.009999998,0.01,3844.949989024456,0.01,1.0,100,,1.0,1.0,385.32,3844.949989024456,744.71106,3.5044917e-18,560196.4949965347
2,1.0,3809.0,500,200.00000010221265,1.0,3773.0502739717463,3809.0,500.0,857426.0175917837,0.0049999994,0.005,3773.0502739717463,0.005,1.0,100,,1.0,1.0,378.11,3773.0502739717463,838.4602,2.179301e-19,857426.0175917837
2,1.0,3854.5193,500,299.999969473632,1.0,3945.557811540483,3854.5193,500.0,518716.2124358084,0.0033333336,0.0033333334,3945.557811540483,0.0033333334,1.0,100,,1.0,1.0,395.38,3945.557811540483,802.49445,5.4391416e-20,518716.2124358084
2,1.0,3869.253,500,400.0,1.0,3913.4532334347223,3869.253,500.0,560673.4545941007,0.0024999997,0.0025,3913.4532334347223,0.0025,1.0,100,,1.0,1.0,392.14,3913.4532334347223,788.9334,5.434597e-20,560673.4545941007
1,1.0,3830.6516,500,500.00000664260017,1.0,3676.2440334348403,3830.6516,500.0,805373.4804884432,0.0020000003,0.002,3676.2440334348403,0.002,1.0,100,,1.0,1.0,368.5,3676.2440334348403,814.46747,5.431875e-20,805373.4804884432
2,1.0,3756.3523,500,100.0,1.0,3756.352432651432,3756.3523,500.0,755761.6955764135,0.009999998,0.01,3756.352432651432,0.01,1.0,100,,1.0,1.0,376.52,3756.352432651432,864.9879,3.5044917e-18,755761.6955764135
2,1.0,3832.1045,500,200.00000010221265,1.0,3907.856327842116,3832.1045,500.0,705219.935196573,0.0049999994,0.005,3907.856327842116,0.005,1.0,100,,1.0,1.0,391.61,3907.856327842116,853.77057,2.179301e-19,705219.935196573
2,1.0,3846.6877,500,299.999969473632,1.0,3875.854390135977,3846.6877,500.0,673713.8699747325,0.0033333336,0.0033333334,3875.854390135977,0.0033333334,1.0,100,,1.0,1.0,388.43,3875.854390135977,841.8435,5.4391416e-20,673713.8699747325
2,1.0,3837.6543,500,400.0,1.0,3810.5535308110684,3837.6543,500.0,637171.5098671251,0.0024999997,0.0025,3810.5535308110684,0.0025,1.0,100,,1.0,1.0,381.94,3810.5535308110684,830.3434,5.434597e-20,637171.5098671251
1,1.0,3846.9148,500,500.00000664260017,1.0,3883.954337758206,3846.9148,500.0,497860.143217721,0.0020000003,0.002,3883.954337758206,0.002,1.0,100,,1.0,1.0,389.25,3883.954337758206,806.53296,5.431875e-20,497860.143217721
2,1.0,3783.3484,500,100.0,1.0,3783.3484209263843,3783.3484,500.0,458677.4637088207,0.009999998,0.01,3783.3484209263843,0.01,1.0,100,,1.0,1.0,379.25,3783.3484209263843,673.8625,3.5044917e-18,458677.4637088207
2,1.0,3791.6992,500,200.00000010221265,1.0,3800.0506898912345,3791.6992,500.0,674705.3020971741,0.0049999994,0.005,3800.0506898912345,0.005,1.0,100,,1.0,1.0,380.85,3800.0506898912345,749.0622,2.179301e-19,674705.3020971741
2,1.0,3795.0508,500,299.999969473632,1.0,3801.7540757345514,3795.0508,500.0,598305.637326395,0.0033333336,0.0033333334,3801.7540757345514,0.0033333334,1.0,100,,1.0,1.0,381.08,3801.7540757345514,755.99347,5.4391416e-20,598305.637326395
2,1.0,3795.8274,500,400.0,1.0,3798.156420181809,3795.8274,500.0,962400.3573287874,0.0024999997,0.0025,3798.156420181809,0.0025,1.0,100,,1.0,1.0,380.66,3798.156420181809,816.603,5.434597e-20,962400.3573287874
1,1.0,3804.6318,500,500.00000664260017,1.0,3839.8495457201725,3804.6318,500.0,561951.0758322176,0.0020000003,0.002,3839.8495457201725,0.002,1.0,100,,1.0,1.0,384.8,3839.8495457201725,803.1493,5.431875e-20,561951.0758322176
2,1.0,3926.9592,500,100.0,1.0,3926.959217093903,3926.9592,500.0,493785.87752113264,0.009999998,0.01,3926.959217093903,0.01,1.0,100,,1.0,1.0,393.51,3926.959217093903,699.17664,3.5044917e-18,493785.87752113264
2,1.0,3870.754,500,200.00000010221265,1.0,3814.548538242959,3870.754,500.0,525005.0481885421,0.0049999994,0.005,3814.548538242959,0.005,1.0,100,,1.0,1.0,382.33,3814.548538242959,712.3626,2.179301e-19,525005.0481885421
2,1.0,3840.5852,500,299.999969473632,1.0,3780.2474841170056,3840.5852,500.0,484543.84834290197,0.0033333336,0.0033333334,3780.2474841170056,0.0033333334,1.0,100,,1.0,1.0,378.92,3780.2474841170056,707.12573,5.4391416e-20,484543.84834290197
2,1.0,3851.2273,500,400.0,1.0,3883.153679723957,3851.2273,500.0,706064.1115886974,0.0024999997,0.0025,3883.153679723957,0.0025,1.0,100,,1.0,1.0,389.16,3883.153679723957,741.6945,5.434597e-20,706064.1115886974
1,0.9999881,3847.7524,500,500.00001839965205,0.99999976,3833.8516999961644,3847.7524,499.996185331838,477271.1465142224,0.0019999999,0.0020000292,3833.8516999961644,0.0019999766,1.0000143,100,8.842968e-12,1.0,1.0000076,384.25,3833.8516999961644,731.1884,3.5480136e-17,477271.1465142224
2,1.0,3690.8428,500,100.0,1.0,3690.842891669024,3690.8428,500.0,680302.2509377028,0.009999998,0.01,3690.842891669024,0.01,1.0,100,,1.0,1.0,369.95,3690.842891669024,820.67,3.5044917e-18,680302.2509377028
2,1.0,3745.5967,500,200.00000010221265,1.0,3800.350480527662,3745.5967,500.0,888773.0480954673,0.0049999994,0.005,3800.350480527662,0.005,1.0,100,,1.0,1.0,380.84,3800.350480527662,883.00073,2.179301e-19,888773.0480954673
2,1.0,3773.6821,500,299.999969473632,1.0,3829.8524415815696,3773.6821,500.0,651054.8103738788,0.0033333336,0.0033333334,3829.8524415815696,0.0033333334,1.0,100,,1.0,1.0,383.86,3829.8524415815696,858.0321,5.4391416e-20,651054.8103738788
2,1.0,3829.9517,500,400.0,1.0,3998.760677255016,3829.9517,500.0,510254.0235933743,0.0024999997,0.0025,3998.760677255016,0.0025,1.0,100,,1.0,1.0,400.69,3998.760677255016,829.42816,5.434597e-20,510254.0235933743
1,1.0,3803.6313,500,500.00000664260017,1.0,3698.3469527982106,3803.6313,500.0,590340.9677818703,0.0020000003,0.002,3698.3469527982106,0.002,1.0,100,,1.0,1.0,370.73,3698.3469527982106,818.54724,5.431875e-20,590340.9677818703
