MinVanillaIw,AvgNormIw,MinNormIw,VarVanillaIw,AvgVanillaIw,AvgRet,EpsThisIter,VarDiscRet,AvgDiscRet,VarNormIw,ESSClassic,Delta,Bound,VarRet,AvgEpLen,IterType,MaxNormIw,ESSRenyi,eRenyi2,VanillaAvgRet,VarJ,BatchSize,MaxVanillaIw,J
1.0,0.01,0.01,,1.0,-566.218521189,100,2171.81456475,-566.218521189,3.50449e-18,100.0,0.8,-602.696,2171.81456475,500.0,2,0.01,200.0,1.0,-566.218521189,46.3691,200,1.0,-566.218
0.00491589,0.005,2.16718e-05,2.81591,1.13417,-564.686231702,100,2467.39162489,-564.686231702,5.47275e-05,62.929626702,0.8,-578.055,2467.39162489,500.0,1,0.0735062,78.4259625346,2.55018,-564.686231702,103.249,200,16.6737,-536.864
1.0,0.01,0.01,,1.0,-563.482898699,100,21729.3788979,-563.482898699,3.50449e-18,100.0,0.8,-661.545,21729.3788979,500.0,2,0.01,200.0,1.0,-563.482898699,146.67,200,1.0,-563.483
0.118096,0.005,0.000584812,0.133657,1.00969,-555.310440727,100,2112.1943415,-555.310440727,3.2776e-06,176.920941831,0.8,-624.129,2112.1943415,500.0,1,0.0108798,178.314695399,1.12161,-555.310440727,64.0884,200,2.19705,-550.694
1.0,0.01,0.01,,1.0,-550.748078233,100,3793.32673182,-550.748078233,3.50449e-18,100.0,0.8,-597.454,3793.32673182,500.0,2,0.01,200.0,1.0,-550.748078233,61.2813,200,1.0,-550.748
0.0370313,0.005,0.000187416,0.261632,0.98794,-551.458101581,100,1859.53656737,-551.458101581,6.70147e-06,157.888308189,0.8,-579.38,1859.53656737,500.0,1,0.0140714,160.748172168,1.24418,-551.458101581,52.0052,200,2.78034,-542.542
1.0,0.01,0.01,,1.0,-544.602385748,100,2751.16685813,-544.602385748,3.50449e-18,100.0,0.8,-583.609,2751.16685813,500.0,2,0.01,200.0,1.0,-544.602385748,52.1886,200,1.0,-544.602
0.00722111,0.005,3.55304e-05,1.37673,1.01619,-555.441078681,100,2957.75345769,-555.441078681,3.33305e-05,85.9639816465,0.8,-570.571,2957.75345769,500.0,1,0.0517737,103.579928633,1.93088,-555.441078681,82.9918,200,10.5224,-532.244
1.0,0.01,0.01,,1.0,-540.955520423,100,1885.64162007,-540.955520423,3.50449e-18,100.0,0.8,-574.635,1885.64162007,500.0,2,0.01,200.0,1.0,-540.955520423,43.2063,200,1.0,-540.956
3.64815e-06,0.005,1.9919e-08,2.99154,0.915744,-543.620989931,100,2194.03588468,-543.620989931,8.9184e-05,43.9606567692,0.8,-554.112,2194.03588468,500.0,1,0.0803447,59.1947862685,3.37868,-543.620989931,126.723,200,14.715,-510.337
1.0,0.01,0.01,,1.0,-517.93744783,100,1761.98311647,-517.93744783,3.50449e-18,100.0,0.8,-552.145,1761.98311647,500.0,2,0.01,200.0,1.0,-517.93744783,41.7656,200,1.0,-517.937
0.0151533,0.005,7.42117e-05,0.519975,1.02095,-518.228404745,100,2353.57182722,-518.228404745,1.24714e-05,133.657684362,0.8,-538.411,2353.57182722,500.0,1,0.0171533,133.69106009,1.49599,-518.228404745,52.8383,200,3.50254,-508.447
1.0,0.01,0.01,,1.0,-518.891294269,100,1874.29622182,-518.891294269,3.50449e-18,100.0,0.8,-550.846,1874.29622182,500.0,2,0.01,200.0,1.0,-518.891294269,43.0761,200,1.0,-518.891
0.075781,0.005,0.000380402,0.377651,0.996065,-517.291736562,100,1953.51305528,-517.291736562,9.51601e-06,145.060294944,0.8,-538.375,1953.51305528,500.0,1,0.0165292,147.807088024,1.35312,-517.291736562,51.5603,200,3.29284,-511.156
1.0,0.01,0.01,,1.0,-514.56512629,100,1480.66092441,-514.56512629,3.50449e-18,100.0,0.8,-545.481,1480.66092441,500.0,2,0.01,200.0,1.0,-514.56512629,38.2865,200,1.0,-514.565
0.019387,0.005,7.95203e-05,7.05964,1.219,-517.170853384,100,1521.21190215,-517.170853384,0.000118772,34.92144677,0.8,-532.388,1521.21190215,500.0,1,0.14285,78.3523584938,2.55257,-517.170853384,155.009,200,34.8268,-497.461
1.0,0.01,0.01,,1.0,-510.743667607,100,1551.030586,-510.743667607,3.50449e-18,100.0,0.8,-540.886,1551.030586,500.0,2,0.01,200.0,1.0,-510.743667607,39.1857,200,1.0,-510.744
0.19021,0.005,0.00094466,0.354102,1.00676,-510.4753173,100,2347.02719374,-510.4753173,8.73402e-06,148.41045533,0.8,-535.097,2347.02719374,500.0,1,0.0183314,152.486030171,1.3116,-510.4753173,48.7289,200,3.69107,-503.416
1.0,0.01,0.01,,1.0,-504.250705543,100,1608.90143526,-504.250705543,3.50449e-18,100.0,0.8,-534.803,1608.90143526,500.0,2,0.01,200.0,1.0,-504.250705543,39.9101,200,1.0,-504.251
0.00877236,0.005,3.87091e-05,2.93604,1.13312,-509.795423826,100,2248.1176739,-509.795423826,5.7168e-05,61.0633653551,0.8,-525.261,2248.1176739,500.0,1,0.0639753,82.8690366007,2.41345,-509.795423826,96.0145,200,14.4983,-486.443
1.0,0.01,0.01,,1.0,-515.356528996,100,3334.9436386,-515.356528996,3.50449e-18,100.0,0.8,-553.024,3334.9436386,500.0,2,0.01,200.0,1.0,-515.356528996,57.4595,200,1.0,-515.357
0.00383529,0.005,1.33629e-05,66.1155,1.43505,-503.070915395,100,1604.91409037,-503.070915395,0.000802622,6.07083749373,0.8,-516.214,1604.91409037,500.0,1,0.401042,60.1958130919,3.32249,-503.070915395,218.556,200,115.103,-467.665
1.0,0.01,0.01,,1.0,-499.604869174,100,3276.27353718,-499.604869174,3.50449e-18,100.0,0.8,-535.994,3276.27353718,500.0,2,0.01,200.0,1.0,-499.604869174,56.9518,200,1.0,-499.605
0.140284,0.005,0.000652847,4.09945,1.0744,-502.566827626,100,2218.59587263,-502.566827626,8.87836e-05,44.1151633298,0.8,-522.303,2218.59587263,500.0,1,0.133548,109.334107358,1.82926,-502.566827626,162.877,200,28.6968,-487.502
1.0,0.01,0.01,,1.0,-507.835224275,100,2249.45727761,-507.835224275,3.50449e-18,100.0,0.8,-542.08,2249.45727761,500.0,2,0.01,200.0,1.0,-507.835224275,47.1907,200,1.0,-507.835
0.0212512,0.005,9.79668e-05,0.627841,1.08461,-508.566329067,100,2832.43547001,-508.566329067,1.33426e-05,130.630663912,0.8,-530.711,2832.43547001,500.0,1,0.0299689,135.73158032,1.4735,-508.566329067,72.5878,200,6.50095,-500.055
1.0,0.01,0.01,,1.0,-500.873898557,100,2953.71723378,-500.873898557,3.50449e-18,100.0,0.8,-534.803,2953.71723378,500.0,2,0.01,200.0,1.0,-500.873898557,54.0757,200,1.0,-500.874
0.0107656,0.005,5.29292e-05,0.585754,1.01698,-498.993731118,100,2191.25295545,-498.993731118,1.41588e-05,127.916495006,0.8,-520.401,2191.25295545,500.0,1,0.0251704,140.693878482,1.42153,-498.993731118,50.8729,200,5.11959,-490.526
1.0,0.01,0.01,,1.0,-503.246236664,100,2985.52184031,-503.246236664,3.50449e-18,100.0,0.8,-538.939,2985.52184031,500.0,2,0.01,200.0,1.0,-503.246236664,54.366,200,1.0,-503.246
0.00637934,0.005,3.15705e-05,0.561895,1.01033,-498.356277613,100,2398.77012662,-498.356277613,1.37616e-05,129.223225514,0.8,-522.365,2398.77012662,500.0,1,0.0186298,131.777710822,1.51771,-498.356277613,62.6096,200,3.76445,-491.272
1.0,0.01,0.01,,1.0,-495.800958525,100,2795.12209463,-495.800958525,3.50449e-18,100.0,0.8,-530.145,2795.12209463,500.0,2,0.01,200.0,1.0,-495.800958525,52.6039,200,1.0,-495.801
0.00887437,0.005,4.24412e-05,1.12215,1.04549,-488.916968192,100,3062.00035965,-488.916968192,2.56657e-05,98.9366888943,0.8,-513.396,3062.00035965,500.0,1,0.0586186,124.892206766,1.60138,-488.916968192,97.9425,200,12.257,-481.64
1.0,0.01,0.01,,1.0,-505.725418593,100,2704.65194431,-505.725418593,3.50449e-18,100.0,0.8,-536.237,2704.65194431,500.0,2,0.01,200.0,1.0,-505.725418593,51.7456,200,1.0,-505.725
0.0158779,0.005,7.51602e-05,1.48278,1.05627,-500.454767142,100,2763.65677962,-500.454767142,3.32252e-05,86.11918028,0.8,-521.148,2763.65677962,500.0,1,0.064135,112.837549044,1.77246,-500.454767142,73.3399,200,13.5488,-488.973
1.0,0.01,0.01,,1.0,-492.359053971,100,2633.49131916,-492.359053971,3.50449e-18,100.0,0.8,-528.711,2633.49131916,500.0,2,0.01,200.0,1.0,-492.359053971,51.0603,200,1.0,-492.359
0.122341,0.005,0.000556271,1.21643,1.09965,-493.130111447,100,2766.98355109,-493.130111447,2.51489e-05,99.9536389315,0.8,-513.284,2766.98355109,500.0,1,0.0457076,137.671204662,1.45274,-493.130111447,55.2615,200,10.0525,-482.303
1.0,0.01,0.01,,1.0,-491.816252601,100,1901.39392335,-491.816252601,3.50449e-18,100.0,0.8,-522.316,1901.39392335,500.0,2,0.01,200.0,1.0,-491.816252601,43.3864,200,1.0,-491.816
0.0478762,0.005,0.000237832,0.24614,1.00651,-499.552271863,100,3723.78593575,-499.552271863,6.07413e-06,161.062947604,0.8,-518.888,3723.78593575,500.0,1,0.0137084,163.084285894,1.22636,-499.552271863,52.9503,200,2.75953,-489.265
1.0,0.01,0.01,,1.0,-491.952785011,100,2829.35960643,-491.952785011,3.50449e-18,100.0,0.8,-525.447,2829.35960643,500.0,2,0.01,200.0,1.0,-491.952785011,52.9251,200,1.0,-491.953
0.003602,0.005,1.75225e-05,0.933682,1.02782,-490.263482611,100,2381.37770595,-490.263482611,2.20956e-05,106.416630407,0.8,-509.767,2381.37770595,500.0,1,0.0285112,117.822293935,1.69747,-490.263482611,60.5383,200,5.86086,-478.708
1.0,0.01,0.01,,1.0,-483.580235679,100,2346.61020326,-483.580235679,3.50449e-18,100.0,0.8,-516.377,2346.61020326,500.0,2,0.01,200.0,1.0,-483.580235679,48.199,200,1.0,-483.58
,0.005,,0.621696,0.0871203,-498.179342043,100,4891.83034009,-498.179342043,0.00204776,2.42421862536,0.8,-505.237,4891.83034009,500.0,1,0.546317,157.937829384,1.26632,-498.179342043,370.565,200,9.51907,-472.646
1.0,0.01,0.01,,1.0,-524.357067767,100,12027.9288605,-524.357067767,3.50449e-18,100.0,0.8,-591.119,12027.9288605,500.0,2,0.01,200.0,1.0,-524.357067767,109.122,200,1.0,-524.357
0.105052,nan,nan,nan,inf,-498.179342043,100,5331.85790543,-523.929990639,nan,nan,0.8,nan,4891.83034009,500.0,,nan,nan,nan,-498.179342043,nan,300,inf,nan
0.145672,0.00333333,0.000492437,0.1707,0.986064,-485.347770635,100,2232.22280924,-485.347770635,1.95066e-06,255.324721942,0.8,-511.382,2232.22280924,500.0,1,0.0101071,257.32131606,1.16586,-485.347770635,56.9884,300,2.98989,-485.848
1.0,0.01,0.01,,1.0,-488.579486204,100,3628.17095061,-488.579486204,3.50449e-18,100.0,0.8,-526.047,3628.17095061,500.0,2,0.01,300.0,1.0,-488.579486204,59.9324,300,1.0,-488.579
1.0,0.005,0.005,,1.0,-494.265355263,100,3037.93718793,-494.265355263,2.1793e-19,200.000000102,0.8,-517.916,3037.93718793,500.0,2,0.005,300.0,1.0,-494.265355263,57.5135,300,1.0,-491.422
0.00143754,0.00333333,4.65921e-06,0.429799,1.02846,-491.873303791,100,4098.10390695,-491.873303791,4.51491e-06,213.524961815,0.8,-510.923,4098.10390695,500.0,1,0.0131738,202.055916873,1.48474,-491.873303791,67.7849,300,4.06461,-484.564
1.0,0.01,0.01,,1.0,-486.112741806,100,2820.924552,-486.112741806,3.50449e-18,100.0,0.8,-518.004,2820.924552,500.0,2,0.01,300.0,1.0,-486.112741806,52.8461,300,1.0,-486.113
1.0,0.005,0.005,,1.0,-490.212585902,100,3332.74587769,-490.212585902,2.1793e-19,200.000000102,0.8,-513.479,3332.74587769,500.0,2,0.005,300.0,1.0,-490.212585902,55.2292,300,1.0,-488.163
0.00327748,0.00333333,1.11701e-05,0.931386,0.978053,-491.328642172,100,3239.58991838,-491.328642172,1.08184e-05,152.252524027,0.8,-507.191,3239.58991838,500.0,1,0.0297122,171.640104073,1.74784,-491.328642172,69.0908,300,8.71802,-478.241
1.0,0.01,0.01,,1.0,-494.994766276,100,2787.09941139,-494.994766276,3.50449e-18,100.0,0.8,-528.168,2787.09941139,500.0,2,0.01,300.0,1.0,-494.994766276,52.5284,300,1.0,-494.995
1.0,0.005,0.005,,1.0,-493.522812286,100,3488.57912184,-493.522812286,2.1793e-19,200.000000102,0.8,-518.146,3488.57912184,500.0,2,0.005,300.0,1.0,-493.522812286,55.7405,300,1.0,-494.259
0.3663,0.00333333,0.00122344,0.327037,0.998001,-490.99007594,100,4181.13171819,-490.99007594,3.64831e-06,226.030618687,0.8,-510.5,4181.13171819,500.0,1,0.0204861,221.251687027,1.35592,-490.99007594,69.8368,300,6.13356,-486.426
1.0,0.01,0.01,,1.0,-498.302955691,100,3530.11169071,-498.302955691,3.50449e-18,100.0,0.8,-532.296,3530.11169071,500.0,2,0.01,300.0,1.0,-498.302955691,59.1169,300,1.0,-498.303
1.0,0.005,0.005,,1.0,-500.147802485,100,3981.05069103,-500.147802485,2.1793e-19,200.000000102,0.8,-523.817,3981.05069103,500.0,2,0.005,300.0,1.0,-500.147802485,60.9826,300,1.0,-499.225
0.000904184,0.00333333,2.85371e-06,0.782665,1.05615,-489.475904846,100,2434.68639324,-489.475904846,7.79617e-06,176.541486302,0.8,-510.318,2434.68639324,500.0,1,0.0135295,176.50861883,1.69963,-489.475904846,60.9274,300,4.28677,-484.141
1.0,0.01,0.01,,1.0,-486.369919801,100,2173.91289366,-486.369919801,3.50449e-18,100.0,0.8,-520.18,2173.91289366,500.0,2,0.01,300.0,1.0,-486.369919801,46.3915,300,1.0,-486.37
1.0,0.005,0.005,,1.0,-489.500616488,100,2902.11900834,-489.500616488,2.1793e-19,200.000000102,0.8,-514.666,2902.11900834,500.0,2,0.005,300.0,1.0,-489.500616488,50.1506,300,1.0,-487.935
1.19282e-05,0.00333333,3.94661e-08,1.36389,1.00746,-490.19403924,100,3686.96228479,-490.19403924,1.49306e-05,128.24461534,0.8,-505.505,3686.96228479,500.0,1,0.0247588,138.019453607,2.17361,-490.19403924,57.2808,300,7.48309,-472.865
1.0,0.01,0.01,,1.0,-486.793639649,100,2711.31516424,-486.793639649,3.50449e-18,100.0,0.8,-519.785,2711.31516424,500.0,2,0.01,300.0,1.0,-486.793639649,51.8093,300,1.0,-486.794
1.0,0.005,0.005,,1.0,-488.341879794,100,3300.48366834,-488.341879794,2.1793e-19,200.000000102,0.8,-510.993,3300.48366834,500.0,2,0.005,300.0,1.0,-488.341879794,54.5568,300,1.0,-487.568
0.00315814,0.00333333,9.60692e-06,0.66553,1.09579,-499.143470847,100,3271.9372356,-499.143470847,6.15849e-06,193.247039986,0.8,-506.644,3271.9372356,500.0,1,0.0119241,189.923967243,1.57958,-499.143470847,66.9219,300,3.91988,-481.422
1.0,0.01,0.01,,1.0,-481.619952449,100,3496.04039393,-481.619952449,3.50449e-18,100.0,0.8,-515.99,3496.04039393,500.0,2,0.01,300.0,1.0,-481.619952449,58.8309,300,1.0,-481.62
1.0,0.005,0.005,,1.0,-491.452907151,100,3463.4326115,-491.452907151,2.1793e-19,200.000000102,0.8,-511.024,3463.4326115,500.0,2,0.005,300.0,1.0,-491.452907151,58.8992,300,1.0,-486.536
1.79936e-05,0.00333333,6.10937e-08,0.9346,0.981746,-488.258750562,100,3484.61984183,-488.258750562,1.07742e-05,152.559460043,0.8,-501.68,3484.61984183,500.0,1,0.0269754,169.853510953,1.76623,-488.258750562,71.8048,300,7.9449,-475.108
1.0,0.01,0.01,,1.0,-483.187945301,100,3456.67830953,-483.187945301,3.50449e-18,100.0,0.8,-520.771,3456.67830953,500.0,2,0.01,300.0,1.0,-483.187945301,58.4988,300,1.0,-483.188
1.0,0.005,0.005,,1.0,-487.600412632,100,3017.15904215,-487.600412632,2.1793e-19,200.000000102,0.8,-511.969,3017.15904215,500.0,2,0.005,300.0,1.0,-487.600412632,56.6517,300,1.0,-485.394
0.226618,0.00333333,0.000749603,0.177016,1.00773,-489.580988314,100,3375.55917548,-489.580988314,1.9368e-06,255.595019863,0.8,-506.431,3375.55917548,500.0,1,0.00925713,256.292469169,1.17054,-489.580988314,55.2283,300,2.7986,-482.956
1.0,0.01,0.01,,1.0,-500.958179687,100,4199.18433177,-500.958179687,3.50449e-18,100.0,0.8,-538.527,4199.18433177,500.0,2,0.01,300.0,1.0,-500.958179687,64.4763,300,1.0,-500.958
1.0,0.005,0.005,,1.0,-490.482863088,100,4019.18349066,-490.482863088,2.1793e-19,200.000000102,0.8,-522.286,4019.18349066,500.0,2,0.005,300.0,1.0,-490.482863088,63.9963,300,1.0,-495.721
0.0722097,0.00333333,0.000230703,0.44704,1.04333,-484.721334216,100,3182.40273704,-484.721334216,4.56311e-06,212.869998427,0.8,-510.359,3182.40273704,500.0,1,0.0177368,220.706977646,1.35927,-484.721334216,67.31,300,5.55161,-485.07
1.0,0.01,0.01,,1.0,-479.035691303,100,1701.80220078,-479.035691303,3.50449e-18,100.0,0.8,-509.523,1701.80220078,500.0,2,0.01,300.0,1.0,-479.035691303,41.0461,300,1.0,-479.036
1.0,0.005,0.005,,1.0,-482.632159729,100,2660.45924857,-482.632159729,2.1793e-19,200.000000102,0.8,-504.126,2660.45924857,500.0,2,0.005,300.0,1.0,-482.632159729,46.5033,300,1.0,-480.834
0.0656301,0.00333333,0.00021663,0.566952,1.00987,-487.217259705,100,2262.86469284,-487.217259705,6.17699e-06,193.040717686,0.8,-498.576,2262.86469284,500.0,1,0.0210289,210.657735372,1.42411,-487.217259705,54.3644,300,6.3709,-475.881
1.0,0.01,0.01,,1.0,-479.942480985,100,3868.69287602,-479.942480985,3.50449e-18,100.0,0.8,-521.36,3868.69287602,500.0,2,0.01,300.0,1.0,-479.942480985,61.887,300,1.0,-479.942
1.0,0.005,0.005,,1.0,-493.714371311,100,3319.44620807,-493.714371311,2.1793e-19,200.000000102,0.8,-516.115,3319.44620807,500.0,2,0.005,300.0,1.0,-493.714371311,60.0462,300,1.0,-486.828
0.0933127,0.00333333,0.000165683,201.86,1.87734,-482.542164471,100,2443.21429294,-482.542164471,0.000636387,5.16494002738,0.8,-500.85,2443.21429294,500.0,1,0.437459,128.671064944,2.33153,-482.542164471,201.173,300,246.378,-464.338
1.0,0.01,0.01,,1.0,-490.470741627,100,2403.11637486,-490.470741627,3.50449e-18,100.0,0.8,-523.033,2403.11637486,500.0,2,0.01,300.0,1.0,-490.470741627,48.7759,300,1.0,-490.471
1.0,0.005,0.005,,1.0,-491.601745308,100,3099.81510171,-491.601745308,2.1793e-19,200.000000102,0.8,-515.771,3099.81510171,500.0,2,0.005,300.0,1.0,-491.601745308,52.1945,300,1.0,-491.036
0.0194658,0.00333333,6.45037e-05,0.340371,1.00593,-490.434034327,100,3154.97157745,-490.434034327,3.73747e-06,224.676995176,0.8,-508.317,3154.97157745,500.0,1,0.01257,225.135398875,1.33253,-490.434034327,53.7936,300,3.79336,-485.004
1.0,0.01,0.01,,1.0,-487.649069996,100,3188.222536,-487.649069996,3.50449e-18,100.0,0.8,-524.367,3188.222536,500.0,2,0.01,300.0,1.0,-487.649069996,56.1813,300,1.0,-487.649
1.0,0.005,0.005,,1.0,-491.943074222,100,2765.07362905,-491.943074222,2.1793e-19,200.000000102,0.8,-515.759,2765.07362905,500.0,2,0.005,300.0,1.0,-491.943074222,54.3276,300,1.0,-489.796
0.0625218,0.00333333,0.000202354,0.940589,1.02991,-487.721706295,100,3978.75387637,-487.721706295,9.85282e-06,159.252769373,0.8,-508.219,3978.75387637,500.0,1,0.0490236,213.996357632,1.40189,-487.721706295,83.2946,300,15.1469,-483.119
1.0,0.01,0.01,,1.0,-489.119453155,100,3264.15783456,-489.119453155,3.50449e-18,100.0,0.8,-523.404,3264.15783456,500.0,2,0.01,300.0,1.0,-489.119453155,56.8464,300,1.0,-489.119
1.0,0.005,0.005,,1.0,-484.068436363,100,2537.16277036,-484.068436363,2.1793e-19,200.000000102,0.8,-510.837,2537.16277036,500.0,2,0.005,300.0,1.0,-484.068436363,53.6473,300,1.0,-486.594
2.79264e-06,0.00333333,9.65094e-09,1.9815,0.964549,-490.348315119,100,3008.50493302,-490.348315119,2.36648e-05,96.0697680223,0.8,-499.213,3008.50493302,500.0,1,0.0472394,112.351762139,2.67019,-490.348315119,88.4241,300,13.6694,-466.868
1.0,0.01,0.01,,1.0,-491.058008855,100,4142.79436411,-491.058008855,3.50449e-18,100.0,0.8,-527.523,4142.79436411,500.0,2,0.01,300.0,1.0,-491.058008855,64.0419,300,1.0,-491.058
1.0,0.005,0.005,,1.0,-482.582104532,100,3415.60475441,-482.582104532,2.1793e-19,200.000000102,0.8,-512.605,3415.60475441,500.0,2,0.005,300.0,1.0,-482.582104532,61.3137,300,1.0,-486.82
0.000385137,0.00333333,1.01016e-06,45.6673,1.27088,-489.238837384,100,3363.83881986,-489.238837384,0.000314162,10.2808992738,0.8,-493.231,3363.83881986,500.0,1,0.306289,84.4994218703,3.55032,-489.238837384,355.992,300,116.777,-451.17
1.0,0.01,0.01,,1.0,-491.843680976,100,4198.82548621,-491.843680976,3.50449e-18,100.0,0.8,-528.427,4198.82548621,500.0,2,0.01,300.0,1.0,-491.843680976,64.4735,300,1.0,-491.844
1.0,0.005,0.005,,1.0,-484.569961918,100,3988.53963198,-484.569961918,2.1793e-19,200.000000102,0.8,-514.075,3988.53963198,500.0,2,0.005,300.0,1.0,-484.569961918,63.765,300,1.0,-488.207
0.175853,0.00333333,0.000549593,0.694427,1.06657,-490.666058251,100,3970.94136136,-490.666058251,6.78278e-06,186.518991713,0.8,-508.279,3970.94136136,500.0,1,0.0324582,230.837568504,1.29962,-490.666058251,74.2711,300,10.3857,-484.201
1.0,0.01,0.01,,1.0,-491.323970989,100,4108.53503178,-491.323970989,3.50449e-18,100.0,0.8,-528.984,4108.53503178,500.0,2,0.01,300.0,1.0,-491.323970989,63.7766,300,1.0,-491.324
1.0,0.005,0.005,,1.0,-484.433520915,100,4342.38257253,-484.433520915,2.1793e-19,200.000000102,0.8,-515.551,4342.38257253,500.0,2,0.005,300.0,1.0,-484.433520915,64.7694,300,1.0,-487.879
0.00802464,0.00333333,2.72948e-05,0.385891,0.979995,-482.020179136,100,3982.78515813,-482.020179136,4.46452e-06,214.214189476,0.8,-505.565,3982.78515813,500.0,1,0.011181,217.155564929,1.3815,-482.020179136,57.8561,300,3.2872,-479.009
