J,eRenyi2,ESSClassic,ESSRenyi,AvgEpLen,AvgRet,AvgVanillaIw,VarNormIw,Delta,Bound,EpsThisIter,VarRet,VarJ,VarVanillaIw,MinNormIw,VanillaAvgRet,BatchSize,MaxNormIw,IterType,VarDiscRet,MaxVanillaIw,AvgNormIw,MinVanillaIw,AvgDiscRet
1429.79,1.0,500.000006643,500.0,152.9,1406.38829619,1.0,5.43187e-20,0.3,1173.42,100,125864.76043,371.665,,0.002,1406.38829619,500,0.002,1,125864.76043,1.0,0.002,1.0,1406.38829619
1443.96,1.0,100.0,500.0,156.78,1443.96062001,1.0,3.50449e-18,0.3,966.233,100,162138.277447,400.646,,0.01,1443.96062001,500,0.01,2,162138.277447,1.0,0.01,1.0,1443.96062001
1412.29,1.0,200.000000102,500.0,150.02,1380.62233171,1.0,2.1793e-19,0.3,1074.49,100,69945.3836065,340.418,,0.005,1380.62233171,500,0.005,2,69945.3836065,1.0,0.005,1.0,1380.62233171
1404.3,1.0,299.999969474,500.0,150.9,1388.32853543,1.0,5.43914e-20,0.3,1128.49,100,74789.716028,319.475,,0.00333333,1388.32853543,500,0.00333333,2,74789.716028,1.0,0.00333333,1.0,1388.32853543
1424.88,1.0,400.0,500.0,161.11,1486.5894392,1.0,5.4346e-20,0.3,1186.01,100,203103.509684,357.891,,0.0025,1486.5894392,500,0.0025,2,203103.509684,1.0,0.0025,1.0,1486.5894392
1421.18,1.0,500.000006643,500.0,152.77,1406.39142765,1.0,5.43187e-20,0.3,1197.27,100,117429.913052,354.647,,0.002,1406.39142765,500,0.002,1,117429.913052,1.0,0.002,1.0,1406.39142765
1402.86,1.0,100.0,500.0,152.7,1402.8595257,1.0,3.50449e-18,0.3,952.237,100,135014.406295,365.601,,0.01,1402.8595257,500,0.01,2,135014.406295,1.0,0.01,1.0,1402.8595257
1384.84,1.0,200.000000102,500.0,148.62,1366.81127042,1.0,2.1793e-19,0.3,1018.56,100,99688.7854751,341.325,,0.005,1366.81127042,500,0.005,2,99688.7854751,1.0,0.005,1.0,1366.81127042
1385.7,1.0,299.999969474,500.0,150.76,1387.43868019,1.0,5.43914e-20,0.3,1086.64,100,65908.2621853,315.309,,0.00333333,1387.43868019,500,0.00333333,2,65908.2621853,1.0,0.00333333,1.0,1387.43868019
1396.28,1.0,400.0,500.0,154.88,1428.02709172,1.0,5.4346e-20,0.3,1137.29,100,92538.6850216,312.736,,0.0025,1428.02709172,500,0.0025,2,92538.6850216,1.0,0.0025,1.0,1428.02709172
1394.13,1.0,500.000006643,500.0,150.42,1385.49005149,1.0,5.43187e-20,0.3,1162.47,100,58494.469686,299.74,,0.002,1385.49005149,500,0.002,1,58494.469686,1.0,0.002,1.0,1385.49005149
1472.32,1.0,100.0,500.0,159.45,1472.32380378,1.0,3.50449e-18,0.3,868.671,100,187949.405892,431.358,,0.01,1472.32380378,500,0.01,2,187949.405892,1.0,0.01,1.0,1472.32380378
1452.36,1.0,200.000000102,500.0,155.37,1432.40455385,1.0,2.1793e-19,0.3,1025.52,100,100724.913383,378.54,,0.005,1432.40455385,500,0.005,2,100724.913383,1.0,0.005,1.0,1432.40455385
1447.93,1.0,299.999969474,500.0,156.22,1439.04889006,1.0,5.43914e-20,0.3,1063.06,100,223921.817974,411.657,,0.00333333,1439.04889006,500,0.00333333,2,223921.817974,1.0,0.00333333,1.0,1439.04889006
1438.21,1.0,400.0,500.0,152.85,1409.06581802,1.0,5.4346e-20,0.3,1104.91,100,88861.2499601,386.487,,0.0025,1409.06581802,500,0.0025,2,88861.2499601,1.0,0.0025,1.0,1409.06581802
1433.97,1.0,500.000006643,500.0,153.97,1417.00975408,1.0,5.43187e-20,0.3,1135.85,100,139717.267055,383.711,,0.002,1417.00975408,500,0.002,1,139717.267055,1.0,0.002,1.0,1417.00975408
1453.06,1.0,100.0,500.0,157.72,1453.05894681,1.0,3.50449e-18,0.3,910.924,100,156355.922367,393.437,,0.01,1453.05894681,500,0.01,2,156355.922367,1.0,0.01,1.0,1453.05894681
1416.64,1.0,200.000000102,500.0,150.08,1380.21638371,1.0,2.1793e-19,0.3,1033.29,100,87059.7156364,349.023,,0.005,1380.21638371,500,0.005,2,87059.7156364,1.0,0.005,1.0,1380.21638371
1405.44,1.0,299.999969474,500.0,150.4,1383.05944203,1.0,5.43914e-20,0.3,1092.44,100,84308.8441134,330.581,,0.00333333,1383.05944203,500,0.00333333,2,84308.8441134,1.0,0.00333333,1.0,1383.05944203
1417.55,1.0,400.0,500.0,157.64,1453.86616554,1.0,5.4346e-20,0.3,1146.48,100,120230.094424,334.902,,0.0025,1453.86616554,500,0.0025,2,120230.094424,1.0,0.0025,1.0,1453.86616554
1408.58,1.0,500.000006643,500.0,149.28,1372.68119827,1.0,5.43187e-20,0.3,1166.13,100,84056.2831519,326.639,,0.002,1372.68119827,500,0.002,1,84056.2831519,1.0,0.002,1.0,1372.68119827
1396.86,1.0,100.0,500.0,151.92,1396.86166686,1.0,3.50449e-18,0.3,915.408,100,114563.32783,336.775,,0.01,1396.86166686,500,0.01,2,114563.32783,1.0,0.01,1.0,1396.86166686
1426.48,1.0,200.000000102,500.0,157.85,1456.09597585,1.0,2.1793e-19,0.3,1068.58,100,147561.680577,361.426,,0.005,1456.09597585,500,0.005,2,147561.680577,1.0,0.005,1.0,1456.09597585
1421.16,1.0,299.999969474,500.0,153.35,1410.51647765,1.0,5.43914e-20,0.3,1128.94,100,118437.738684,355.285,,0.00333333,1410.51647765,500,0.00333333,2,118437.738684,1.0,0.00333333,1.0,1410.51647765
1436.38,1.0,400.0,500.0,160.42,1482.02934218,1.0,5.4346e-20,0.3,1183.3,100,146888.131796,362.932,,0.0025,1482.02934218,500,0.0025,2,146888.131796,1.0,0.0025,1.0,1482.02934218
1425.36,1.0,500.000006643,500.0,150.14,1381.28987207,1.0,5.43187e-20,0.3,1199.0,100,85600.9815636,350.443,,0.002,1381.28987207,500,0.002,1,85600.9815636,1.0,0.002,1.0,1381.28987207
1471.58,1.0,100.0,500.0,159.34,1471.57972046,1.0,3.50449e-18,0.3,970.009,100,149325.199471,384.489,,0.01,1471.57972046,500,0.01,2,149325.199471,1.0,0.01,1.0,1471.57972046
1440.05,1.0,200.000000102,500.0,152.88,1408.51199575,1.0,2.1793e-19,0.3,1085.38,100,100539.195013,353.097,,0.005,1408.51199575,500,0.005,2,100539.195013,1.0,0.005,1.0,1408.51199575
1448.77,1.0,299.999969474,500.0,159.06,1466.21856626,1.0,5.43914e-20,0.3,1159.19,100,151683.956049,365.138,,0.00333333,1466.21856626,500,0.00333333,2,151683.956049,1.0,0.00333333,1.0,1466.21856626
1435.11,1.0,400.0,500.0,151.62,1394.13871647,1.0,5.4346e-20,0.3,1184.33,100,126635.368811,363.175,,0.0025,1394.13871647,500,0.0025,2,126635.368811,1.0,0.0025,1.0,1394.13871647
1435.26,1.0,500.000006643,500.0,155.93,1435.83395097,1.0,5.43187e-20,0.3,1210.95,100,134024.166679,363.392,,0.002,1435.83395097,500,0.002,1,134024.166679,1.0,0.002,1.0,1435.83395097
1468.36,1.0,100.0,500.0,159.16,1468.35828649,1.0,3.50449e-18,0.3,1014.24,100,123893.46315,350.221,,0.01,1468.35828649,500,0.01,2,123893.46315,1.0,0.01,1.0,1468.35828649
1461.44,1.0,200.000000102,500.0,157.6,1454.52061519,1.0,2.1793e-19,0.3,1128.41,100,135813.25441,358.612,,0.005,1454.52061519,500,0.005,2,135813.25441,1.0,0.005,1.0,1454.52061519
1462.22,1.0,299.999969474,500.0,158.81,1463.77004,1.0,5.43914e-20,0.3,1169.59,100,176729.089466,379.548,,0.00333333,1463.77004,500,0.00333333,2,176729.089466,1.0,0.00333333,1.0,1463.77004
1458.35,1.0,400.0,500.0,157.09,1446.75864983,1.0,5.4346e-20,0.3,1204.42,100,153095.574007,382.072,,0.0025,1446.75864983,500,0.0025,2,153095.574007,1.0,0.0025,1.0,1446.75864983
1447.15,1.0,500.000006643,500.0,152.29,1402.32273817,1.0,5.43187e-20,0.3,1220.03,100,88550.0839807,367.176,,0.002,1402.32273817,500,0.002,1,88550.0839807,1.0,0.002,1.0,1402.32273817
1371.94,1.0,100.0,500.0,149.25,1371.94408311,1.0,3.50449e-18,0.3,966.05,100,71841.1690536,266.689,,0.01,1371.94408311,500,0.01,2,71841.1690536,1.0,0.01,1.0,1371.94408311
1393.04,1.0,200.000000102,500.0,153.67,1414.12701442,1.0,2.1793e-19,0.3,1030.86,100,148672.732471,331.058,,0.005,1414.12701442,500,0.005,2,148672.732471,1.0,0.005,1.0,1414.12701442
1396.7,1.0,299.999969474,500.0,152.6,1404.01904586,1.0,5.43914e-20,0.3,1100.98,100,133218.722128,342.133,,0.00333333,1404.01904586,500,0.00333333,2,133218.722128,1.0,0.00333333,1.0,1404.01904586
1406.99,1.0,400.0,500.0,156.14,1437.86592733,1.0,5.4346e-20,0.3,1150.89,100,125488.229348,345.206,,0.0025,1437.86592733,500,0.0025,2,125488.229348,1.0,0.0025,1.0,1437.86592733
1420.45,1.0,500.000006643,500.0,159.89,1474.30963388,1.0,5.43187e-20,0.3,1191.39,100,163803.310469,358.458,,0.002,1474.30963388,500,0.002,1,163803.310469,1.0,0.002,1.0,1474.30963388
1360.55,1.0,100.0,500.0,147.91,1360.54991023,1.0,3.50449e-18,0.3,883.197,100,68989.0731197,261.341,,0.01,1360.54991023,500,0.01,2,68989.0731197,1.0,0.01,1.0,1360.54991023
1390.6,1.0,200.000000102,500.0,154.39,1420.64153966,1.0,2.1793e-19,0.3,1053.06,100,112003.275277,300.822,,0.005,1420.64153966,500,0.005,2,112003.275277,1.0,0.005,1.0,1420.64153966
1390.29,1.0,299.999969474,500.0,151.03,1389.67094704,1.0,5.43914e-20,0.3,1114.69,100,84424.1236508,296.967,,0.00333333,1389.67094704,500,0.00333333,2,84424.1236508,1.0,0.00333333,1.0,1389.67094704
1403.63,1.0,400.0,500.0,156.7,1443.66829747,1.0,5.4346e-20,0.3,1120.58,100,157006.119494,324.862,,0.0025,1443.66829747,500,0.0025,2,157006.119494,1.0,0.0025,1.0,1443.66829747
1404.17,1.0,500.000006643,500.0,152.78,1406.31633241,1.0,5.43187e-20,0.3,1151.0,100,115474.17127,327.557,,0.002,1406.31633241,500,0.002,1,115474.17127,1.0,0.002,1.0,1406.31633241
1442.33,1.0,100.0,500.0,156.52,1442.32681895,1.0,3.50449e-18,0.3,985.541,100,137062.283497,368.363,,0.01,1442.32681895,500,0.01,2,137062.283497,1.0,0.01,1.0,1442.32681895
1440.87,1.0,200.000000102,500.0,156.26,1439.41255244,1.0,2.1793e-19,0.3,1023.08,100,176834.472482,394.184,,0.005,1439.41255244,500,0.005,2,176834.472482,1.0,0.005,1.0,1439.41255244
1453.32,1.0,299.999969474,500.0,160.21,1478.22804046,1.0,5.43914e-20,0.3,1112.2,100,180920.302433,404.476,,0.00333333,1478.22804046,500,0.00333333,2,180920.302433,1.0,0.00333333,1.0,1478.22804046
1444.38,1.0,400.0,500.0,153.76,1417.54505818,1.0,5.4346e-20,0.3,1148.96,100,112141.046678,388.196,,0.0025,1417.54505818,500,0.0025,2,112141.046678,1.0,0.0025,1.0,1417.54505818
1434.18,1.0,500.000006643,500.0,151.46,1393.36656862,1.0,5.43187e-20,0.3,1169.94,100,83085.4350552,370.707,,0.002,1393.36656862,500,0.002,1,83085.4350552,1.0,0.002,1.0,1393.36656862
1366.46,1.0,100.0,500.0,148.38,1366.45552703,1.0,3.50449e-18,0.3,1058.73,100,39001.7784296,196.499,,0.01,1366.45552703,500,0.01,2,39001.7784296,1.0,0.01,1.0,1366.45552703
1413.24,1.0,200.000000102,500.0,158.45,1460.01542635,1.0,2.1793e-19,0.3,1084.57,100,153070.407995,311.872,,0.005,1460.01542635,500,0.005,2,153070.407995,1.0,0.005,1.0,1460.01542635
1410.46,1.0,299.999969474,500.0,152.95,1404.8955661,1.0,5.43914e-20,0.3,1142.1,100,126694.485299,326.6,,0.00333333,1404.8955661,500,0.00333333,2,126694.485299,1.0,0.00333333,1.0,1404.8955661
1412.8,1.0,400.0,500.0,154.22,1419.84660592,1.0,5.4346e-20,0.3,1176.2,100,130654.503466,335.193,,0.0025,1419.84660592,500,0.0025,2,130654.503466,1.0,0.0025,1.0,1419.84660592
1408.61,1.0,500.000006643,500.0,151.27,1391.8222202,1.0,5.43187e-20,0.3,1169.89,100,127421.720391,339.386,,0.002,1391.8222202,500,0.002,1,127421.720391,1.0,0.002,1.0,1391.8222202
1452.71,1.0,100.0,500.0,157.84,1452.71246632,1.0,3.50449e-18,0.3,945.551,100,195988.499174,440.487,,0.01,1452.71246632,500,0.01,2,195988.499174,1.0,0.01,1.0,1452.71246632
1459.06,1.0,200.000000102,500.0,159.16,1465.40489508,1.0,2.1793e-19,0.3,1100.44,100,155710.868329,417.291,,0.005,1465.40489508,500,0.005,2,155710.868329,1.0,0.005,1.0,1465.40489508
1444.82,1.0,299.999969474,500.0,153.52,1416.33210812,1.0,5.43914e-20,0.3,1152.01,100,72532.1525891,374.738,,0.00333333,1416.33210812,500,0.00333333,2,72532.1525891,1.0,0.00333333,1.0,1416.33210812
1431.04,1.0,400.0,500.0,150.95,1389.70735518,1.0,5.4346e-20,0.3,1177.46,100,84800.6043396,356.201,,0.0025,1389.70735518,500,0.0025,2,84800.6043396,1.0,0.0025,1.0,1389.70735518
1436.47,1.0,500.000006643,500.0,158.25,1458.1768791,1.0,5.43187e-20,0.3,1206.87,100,184826.640996,371.775,,0.002,1458.1768791,500,0.002,1,184826.640996,1.0,0.002,1.0,1458.1768791
1453.45,1.0,100.0,500.0,157.96,1453.45263506,1.0,3.50449e-18,0.3,801.226,100,199227.383669,444.112,,0.01,1453.45263506,500,0.01,2,199227.383669,1.0,0.01,1.0,1453.45263506
1473.04,1.0,200.000000102,500.0,161.97,1492.61803754,1.0,2.1793e-19,0.3,1011.84,100,222387.56082,457.256,,0.005,1492.61803754,500,0.005,2,222387.56082,1.0,0.005,1.0,1492.61803754
1445.59,1.0,299.999969474,500.0,151.13,1390.71039307,1.0,5.43914e-20,0.3,1069.03,100,88450.1096486,412.411,,0.00333333,1390.71039307,500,0.00333333,2,88450.1096486,1.0,0.00333333,1.0,1390.71039307
1442.49,1.0,400.0,500.0,155.7,1433.19802905,1.0,5.4346e-20,0.3,1116.38,100,145818.472405,404.575,,0.0025,1433.19802905,500,0.0025,2,145818.472405,1.0,0.0025,1.0,1433.19802905
1432.59,1.0,500.000006643,500.0,151.44,1392.96388625,1.0,5.43187e-20,0.3,1140.9,100,105270.293592,390.104,,0.002,1392.96388625,500,0.002,1,105270.293592,1.0,0.002,1.0,1392.96388625
1467.0,1.0,100.0,500.0,159.1,1467.00460601,1.0,3.50449e-18,0.3,941.958,100,140818.065605,373.376,,0.01,1467.00460601,500,0.01,2,140818.065605,1.0,0.01,1.0,1467.00460601
1442.48,1.0,200.000000102,500.0,153.99,1417.95657467,1.0,2.1793e-19,0.3,1071.22,100,93515.4202547,341.462,,0.005,1417.95657467,500,0.005,2,93515.4202547,1.0,0.005,1.0,1417.95657467
1449.43,1.0,299.999969474,500.0,158.63,1463.33843105,1.0,5.43914e-20,0.3,1146.3,100,125722.202773,345.421,,0.00333333,1463.33843105,500,0.00333333,2,125722.202773,1.0,0.00333333,1.0,1463.33843105
1433.1,1.0,400.0,500.0,150.56,1384.10406127,1.0,5.4346e-20,0.3,1170.58,100,101242.451645,339.624,,0.0025,1384.10406127,500,0.0025,2,101242.451645,1.0,0.0025,1.0,1384.10406127
1448.8,1.0,500.000006643,500.0,164.13,1511.58543532,1.0,5.43187e-20,0.3,1213.99,100,253687.532911,378.803,,0.002,1511.58543532,500,0.002,1,253687.532911,1.0,0.002,1.0,1511.58543532
1422.39,1.0,100.0,500.0,154.49,1422.39452125,1.0,3.50449e-18,0.3,993.269,100,111774.570262,332.651,,0.01,1422.39452125,500,0.01,2,111774.570262,1.0,0.01,1.0,1422.39452125
1436.11,1.0,200.000000102,500.0,157.32,1449.82704237,1.0,2.1793e-19,0.3,971.005,100,195209.187021,390.058,,0.005,1449.82704237,500,0.005,2,195209.187021,1.0,0.005,1.0,1449.82704237
1419.45,1.0,299.999969474,500.0,150.77,1386.1245484,1.0,5.43914e-20,0.3,1039.69,100,76209.0750856,356.559,,0.00333333,1386.1245484,500,0.00333333,2,76209.0750856,1.0,0.00333333,1.0,1386.1245484
1402.41,1.0,400.0,500.0,147.33,1351.29365043,1.0,5.4346e-20,0.3,1073.53,100,87940.5449464,343.492,,0.0025,1351.29365043,500,0.0025,2,87940.5449464,1.0,0.0025,1.0,1351.29365043
1414.99,1.0,500.000006643,500.0,159.07,1465.32388731,1.0,5.43187e-20,0.3,1120.83,100,132658.838788,348.266,,0.002,1465.32388731,500,0.002,1,132658.838788,1.0,0.002,1.0,1465.32388731
1374.87,1.0,100.0,500.0,149.65,1374.86570403,1.0,3.50449e-18,0.3,947.173,100,94271.0832013,305.497,,0.01,1374.86570403,500,0.01,2,94271.0832013,1.0,0.01,1.0,1374.86570403
1391.01,1.0,200.000000102,500.0,152.9,1407.1538324,1.0,2.1793e-19,0.3,1088.59,100,109732.653436,318.186,,0.005,1407.1538324,500,0.005,2,109732.653436,1.0,0.005,1.0,1407.1538324
1388.16,1.0,299.999969474,500.0,150.23,1382.45391788,1.0,5.43914e-20,0.3,1129.46,100,81258.2933024,307.126,,0.00333333,1382.45391788,500,0.00333333,2,81258.2933024,1.0,0.00333333,1.0,1382.45391788
1387.32,1.0,400.0,500.0,150.51,1384.79010228,1.0,5.4346e-20,0.3,1150.93,100,84869.6235404,302.906,,0.0025,1384.79010228,500,0.0025,2,84869.6235404,1.0,0.0025,1.0,1384.79010228
1390.32,1.0,500.000006643,500.0,152.31,1402.31174997,1.0,5.43187e-20,0.3,1178.88,100,92867.8456844,303.027,,0.002,1402.31174997,500,0.002,1,92867.8456844,1.0,0.002,1.0,1402.31174997
1420.14,1.0,100.0,500.0,154.08,1420.14504392,1.0,3.50449e-18,0.3,888.915,100,120422.369963,345.28,,0.01,1420.14504392,500,0.01,2,120422.369963,1.0,0.01,1.0,1420.14504392
1424.93,1.0,200.000000102,500.0,155.19,1429.71847901,1.0,2.1793e-19,0.3,1049.3,100,145241.961022,362.666,,0.005,1429.71847901,500,0.005,2,145241.961022,1.0,0.005,1.0,1429.71847901
1436.49,1.0,299.999969474,500.0,158.38,1459.59388093,1.0,5.43914e-20,0.3,1114.45,100,192431.564746,389.171,,0.00333333,1459.59388093,500,0.00333333,2,192431.564746,1.0,0.00333333,1.0,1459.59388093
1433.22,1.0,400.0,500.0,154.61,1423.40436314,1.0,5.4346e-20,0.3,1154.33,100,100275.52153,372.076,,0.0025,1423.40436314,500,0.0025,2,100275.52153,1.0,0.0025,1.0,1423.40436314
1425.5,1.0,500.000006643,500.0,151.65,1394.63824155,1.0,5.43187e-20,0.3,1176.05,100,144270.821076,373.572,,0.002,1394.63824155,500,0.002,1,144270.821076,1.0,0.002,1.0,1394.63824155
1481.65,1.0,100.0,500.0,160.65,1481.64716453,1.0,3.50449e-18,0.3,1018.75,100,169628.295459,409.795,,0.01,1481.64716453,500,0.01,2,169628.295459,1.0,0.01,1.0,1481.64716453
1482.28,1.0,200.000000102,500.0,160.75,1482.9044691,1.0,2.1793e-19,0.3,1154.96,100,130455.807797,385.411,,0.005,1482.9044691,500,0.005,2,130455.807797,1.0,0.005,1.0,1482.9044691
1448.41,1.0,299.999969474,500.0,150.04,1380.68189838,1.0,5.43914e-20,0.3,1165.08,100,92704.3126208,363.2,,0.00333333,1380.68189838,500,0.00333333,2,92704.3126208,1.0,0.00333333,1.0,1380.68189838
1448.69,1.0,400.0,500.0,157.41,1449.54539764,1.0,5.4346e-20,0.3,1201.18,100,143592.378159,366.708,,0.0025,1449.54539764,500,0.0025,2,143592.378159,1.0,0.0025,1.0,1449.54539764
1450.02,1.0,500.000006643,500.0,158.09,1455.32492131,1.0,5.43187e-20,0.3,1203.18,100,161733.53627,373.645,,0.002,1455.32492131,500,0.002,1,161733.53627,1.0,0.002,1.0,1455.32492131
1425.52,1.0,100.0,500.0,154.65,1425.52436423,1.0,3.50449e-18,0.3,951.748,100,101694.324485,317.297,,0.01,1425.52436423,500,0.01,2,101694.324485,1.0,0.01,1.0,1425.52436423
1422.24,1.0,200.000000102,500.0,154.21,1418.96536502,1.0,2.1793e-19,0.3,1083.92,100,138137.219067,344.568,,0.005,1418.96536502,500,0.005,2,138137.219067,1.0,0.005,1.0,1418.96536502
1427.28,1.0,299.999969474,500.0,156.01,1437.35894672,1.0,5.43914e-20,0.3,1151.04,100,125295.557138,347.203,,0.00333333,1437.35894672,500,0.00333333,2,125295.557138,1.0,0.00333333,1.0,1437.35894672
1418.73,1.0,400.0,500.0,151.42,1393.08820039,1.0,5.4346e-20,0.3,1179.5,100,82570.1089451,333.268,,0.0025,1393.08820039,500,0.0025,2,82570.1089451,1.0,0.0025,1.0,1393.08820039
1417.71,1.0,500.000006643,500.0,153.24,1413.61978043,1.0,5.43187e-20,0.3,1203.74,100,62249.1098462,318.094,,0.002,1413.61978043,500,0.002,1,62249.1098462,1.0,0.002,1.0,1413.61978043
1470.93,1.0,100.0,500.0,159.65,1470.9336343,1.0,3.50449e-18,0.3,1033.12,100,155517.465072,392.38,,0.01,1470.9336343,500,0.01,2,155517.465072,1.0,0.01,1.0,1470.9336343
1437.09,1.0,200.000000102,500.0,152.44,1403.24527066,1.0,2.1793e-19,0.3,1085.78,100,83246.5604251,345.447,,0.005,1403.24527066,500,0.005,2,83246.5604251,1.0,0.005,1.0,1403.24527066
1444.63,1.0,299.999969474,500.0,158.6,1459.69847808,1.0,5.43914e-20,0.3,1157.78,100,174982.233491,370.693,,0.00333333,1459.69847808,500,0.00333333,2,174982.233491,1.0,0.00333333,1.0,1459.69847808
1429.32,1.0,400.0,500.0,150.58,1383.41392477,1.0,5.4346e-20,0.3,1180.91,100,101844.058492,359.123,,0.0025,1383.41392477,500,0.0025,2,101844.058492,1.0,0.0025,1.0,1383.41392477
1436.28,1.0,500.000006643,500.0,158.83,1464.12913327,1.0,5.43187e-20,0.3,1214.1,100,120318.69375,356.64,,0.002,1464.12913327,500,0.002,1,120318.69375,1.0,0.002,1.0,1464.12913327
1410.22,1.0,100.0,500.0,153.12,1410.21862662,1.0,3.50449e-18,0.3,955.465,100,87607.3145942,294.502,,0.01,1410.21862662,500,0.01,2,87607.3145942,1.0,0.01,1.0,1410.21862662
1420.14,1.0,200.000000102,500.0,155.31,1430.06092096,1.0,2.1793e-19,0.3,1013.99,100,159274.244257,349.721,,0.005,1430.06092096,500,0.005,2,159274.244257,1.0,0.005,1.0,1430.06092096
1401.65,1.0,299.999969474,500.0,148.38,1364.66944366,1.0,5.43914e-20,0.3,1070.03,100,57321.7413433,318.02,,0.00333333,1364.66944366,500,0.00333333,2,57321.7413433,1.0,0.00333333,1.0,1364.66944366
1405.58,1.0,400.0,500.0,153.88,1417.37365229,1.0,5.4346e-20,0.3,1118.39,100,103232.370012,318.51,,0.0025,1417.37365229,500,0.0025,2,103232.370012,1.0,0.0025,1.0,1417.37365229
1418.72,1.0,500.000006643,500.0,159.62,1471.27149967,1.0,5.43187e-20,0.3,1161.85,100,166418.129767,338.822,,0.002,1471.27149967,500,0.002,1,166418.129767,1.0,0.002,1.0,1471.27149967
1422.06,1.0,100.0,500.0,154.42,1422.06239417,1.0,3.50449e-18,0.3,976.038,100,105711.940379,323.504,,0.01,1422.06239417,500,0.01,2,105711.940379,1.0,0.01,1.0,1422.06239417
1398.03,1.0,200.000000102,500.0,149.5,1374.00707736,1.0,2.1793e-19,0.3,1061.59,100,97899.137831,318.378,,0.005,1374.00707736,500,0.005,2,97899.137831,1.0,0.005,1.0,1374.00707736
1423.31,1.0,299.999969474,500.0,160.09,1473.86835541,1.0,5.43914e-20,0.3,1140.45,100,195258.179174,365.089,,0.00333333,1473.86835541,500,0.00333333,2,195258.179174,1.0,0.00333333,1.0,1473.86835541
1432.16,1.0,400.0,500.0,158.43,1458.71091808,1.0,5.4346e-20,0.3,1187.2,100,180917.666401,380.762,,0.0025,1458.71091808,500,0.0025,2,180917.666401,1.0,0.0025,1.0,1458.71091808
1432.36,1.0,500.000006643,500.0,155.75,1433.14745087,1.0,5.43187e-20,0.3,1156.67,100,169629.275412,386.743,,0.002,1433.14745087,500,0.002,1,169629.275412,1.0,0.002,1.0,1433.14745087
1420.38,1.0,100.0,500.0,154.1,1420.3750561,1.0,3.50449e-18,0.3,898.322,100,121388.543867,346.662,,0.01,1420.3750561,500,0.01,2,121388.543867,1.0,0.01,1.0,1420.3750561
1439.19,1.0,200.000000102,500.0,158.31,1458.0053974,1.0,2.1793e-19,0.3,1070.04,100,158721.363216,372.838,,0.005,1458.0053974,500,0.005,2,158721.363216,1.0,0.005,1.0,1458.0053974
1442.04,1.0,299.999969474,500.0,157.09,1447.75461951,1.0,5.43914e-20,0.3,1140.64,100,146222.985995,375.423,,0.00333333,1447.75461951,500,0.00333333,2,146222.985995,1.0,0.00333333,1.0,1447.75461951
1435.32,1.0,400.0,500.0,153.75,1415.14466723,1.0,5.4346e-20,0.3,1174.29,100,87678.8612973,357.131,,0.0025,1415.14466723,500,0.0025,2,87678.8612973,1.0,0.0025,1.0,1415.14466723
1438.57,1.0,500.000006643,500.0,157.56,1451.57605328,1.0,5.43187e-20,0.3,1205.1,100,153263.843619,363.899,,0.002,1451.57605328,500,0.002,1,153263.843619,1.0,0.002,1.0,1451.57605328
1468.47,1.0,100.0,500.0,159.28,1468.47282426,1.0,3.50449e-18,0.3,986.354,100,170531.723079,410.885,,0.01,1468.47282426,500,0.01,2,170531.723079,1.0,0.01,1.0,1468.47282426
1455.07,1.0,200.000000102,500.0,156.74,1441.67703597,1.0,2.1793e-19,0.3,1114.17,100,175178.711056,413.892,,0.005,1441.67703597,500,0.005,2,175178.711056,1.0,0.005,1.0,1441.67703597
1450.02,1.0,299.999969474,500.0,156.34,1439.91324497,1.0,5.43914e-20,0.3,1169.07,100,161842.978441,409.467,,0.00333333,1439.91324497,500,0.00333333,2,161842.978441,1.0,0.00333333,1.0,1439.91324497
1441.87,1.0,400.0,500.0,153.8,1417.43241074,1.0,5.4346e-20,0.3,1198.57,100,89113.6232338,384.711,,0.0025,1417.43241074,500,0.0025,2,89113.6232338,1.0,0.0025,1.0,1417.43241074
1436.6,1.0,500.000006643,500.0,153.75,1415.5014272,1.0,5.43187e-20,0.3,1218.98,100,108076.021242,374.048,,0.002,1415.5014272,500,0.002,1,108076.021242,1.0,0.002,1.0,1415.5014272
1423.02,1.0,100.0,500.0,154.63,1423.017366,1.0,3.50449e-18,0.3,961.964,100,140764.861164,373.306,,0.01,1423.017366,500,0.01,2,140764.861164,1.0,0.01,1.0,1423.017366
1445.03,1.0,200.000000102,500.0,159.08,1467.04259239,1.0,2.1793e-19,0.3,1047.75,100,200303.121128,411.477,,0.005,1467.04259239,500,0.005,2,200303.121128,1.0,0.005,1.0,1467.04259239
1428.22,1.0,299.999969474,500.0,151.69,1394.60901792,1.0,5.43914e-20,0.3,1103.84,100,152870.107931,404.83,,0.00333333,1394.60901792,500,0.00333333,2,152870.107931,1.0,0.00333333,1.0,1394.60901792
1419.35,1.0,400.0,500.0,151.37,1392.72920669,1.0,5.4346e-20,0.3,1138.43,100,80001.7252007,378.09,,0.0025,1392.72920669,500,0.0025,2,80001.7252007,1.0,0.0025,1.0,1392.72920669
1420.29,1.0,500.000006643,500.0,154.74,1424.06374562,1.0,5.43187e-20,0.3,1169.03,100,143705.57115,377.914,,0.002,1424.06374562,500,0.002,1,143705.57115,1.0,0.002,1.0,1424.06374562
