ESSRenyi,MaxNormIw,MaxVanillaIw,AvgDiscRet,VarRet,ESSClassic,AvgEpLen,J,Bound,IterType,VarVanillaIw,AvgRet,VarDiscRet,VarJ,EpsThisIter,AvgNormIw,Delta,MinVanillaIw,VanillaAvgRet,eRenyi2,AvgVanillaIw,BatchSize,MinNormIw,VarNormIw
500.0,0.0025,1.0,-58.9379847448,71.7037713427,400.0,86.32,-59.3303,-59.3303,2,,-58.9379847448,71.7037713427,19.4318,100,0.0025,1.0,1.0,-58.9379847448,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-68.5994539526,3856.80767827,500.000006643,96.61,-61.1841,-61.1841,1,,-68.5994539526,3856.80767827,32.8553,100,0.002,1.0,1.0,-68.5994539526,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-59.2793937941,54.3294105418,100.0,86.79,-59.2794,-59.2794,2,,-59.2793937941,54.3294105418,7.3339,100,0.01,1.0,1.0,-59.2793937941,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-59.0038007392,66.7096332406,200.000000102,86.41,-59.1416,-59.1416,2,,-59.0038007392,66.7096332406,7.74166,100,0.005,1.0,1.0,-59.0038007392,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.6855321321,1335.66778121,299.999969474,90.41,-60.3229,-60.3229,2,,-62.6855321321,1335.66778121,21.989,100,0.00333333,1.0,1.0,-62.6855321321,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.4440719296,59.2720991729,400.0,85.4,-59.8532,-59.8532,2,,-58.4440719296,59.2720991729,19.4414,100,0.0025,1.0,1.0,-58.4440719296,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-65.8636716631,2605.0676737,500.000006643,94.39,-61.0553,-61.0553,1,,-65.8636716631,2605.0676737,28.7047,100,0.002,1.0,1.0,-65.8636716631,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.2403932673,49.9679388743,100.0,84.93,-58.2404,-58.2404,2,,-58.2403932673,49.9679388743,7.03337,100,0.01,1.0,1.0,-58.2403932673,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.3903426161,36.027046054,200.000000102,83.68,-57.8154,-57.8154,2,,-57.3903426161,36.027046054,6.53821,100,0.005,1.0,1.0,-57.3903426161,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-69.5904420514,3825.7423881,299.999969474,98.82,-61.7404,-61.7404,2,,-69.5904420514,3825.7423881,36.3566,100,0.00333333,1.0,1.0,-69.5904420514,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.5255315022,1333.6031111,400.0,88.53,-61.6867,-61.6867,2,,-61.5255315022,1333.6031111,36.3515,100,0.0025,1.0,1.0,-61.5255315022,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.4780759454,1339.40004998,500.000006643,90.39,-61.845,-61.845,1,,-62.4780759454,1339.40004998,36.3654,100,0.002,1.0,1.0,-62.4780759454,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.8283313794,53.7791172416,100.0,84.18,-57.8283,-57.8283,2,,-57.8283313794,53.7791172416,7.29667,100,0.01,1.0,1.0,-57.8283313794,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.6496085683,62.8708234029,200.000000102,85.91,-58.239,-58.239,2,,-58.6496085683,62.8708234029,7.60988,100,0.005,1.0,1.0,-58.6496085683,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.3065842976,1342.24346671,299.999969474,88.18,-59.2615,-59.2615,2,,-61.3065842976,1342.24346671,21.9918,100,0.00333333,1.0,1.0,-61.3065842976,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.8007118332,1327.37319895,400.0,89.08,-59.8963,-59.8963,2,,-61.8007118332,1327.37319895,26.3147,100,0.0025,1.0,1.0,-61.8007118332,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-59.8261925571,48.1598263228,500.000006643,87.18,-59.8823,-59.8823,1,,-59.8261925571,48.1598263228,23.7383,100,0.002,1.0,1.0,-59.8261925571,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.118206768,43.168949367,100.0,83.7,-57.1182,-57.1182,2,,-57.118206768,43.168949367,6.53737,100,0.01,1.0,1.0,-57.118206768,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.4916487609,50.250255487,200.000000102,85.33,-57.8049,-57.8049,2,,-58.4916487609,50.250255487,6.83477,100,0.005,1.0,1.0,-58.4916487609,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.397056486,1342.89652123,299.999969474,88.8,-59.0023,-59.0023,2,,-61.397056486,1342.89652123,21.8441,100,0.00333333,1.0,1.0,-61.397056486,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-65.0230600466,2612.86984307,400.0,92.9,-60.5075,-60.5075,2,,-65.0230600466,2612.86984307,31.8018,100,0.0025,1.0,1.0,-65.0230600466,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.4554323056,50.9486039556,500.000006643,84.06,-59.8971,-59.8971,1,,-57.4554323056,50.9486039556,28.6472,100,0.002,1.0,1.0,-57.4554323056,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.1048908462,57.2003845302,100.0,85.23,-58.1049,-58.1049,2,,-58.1048908462,57.2003845302,7.52518,100,0.01,1.0,1.0,-58.1048908462,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-65.6167011772,2596.64697169,200.000000102,93.37,-61.8608,-61.8608,2,,-65.6167011772,2596.64697169,36.4385,100,0.005,1.0,1.0,-65.6167011772,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.091908766,57.7861220312,299.999969474,84.57,-60.6045,-60.6045,2,,-58.091908766,57.7861220312,30.1231,100,0.00333333,1.0,1.0,-58.091908766,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-59.8077313127,63.4496140729,400.0,87.24,-60.4053,-60.4053,2,,-59.8077313127,63.4496140729,26.3889,100,0.0025,1.0,1.0,-59.8077313127,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-59.025393739,59.4156468893,500.000006643,85.98,-60.1293,-60.1293,1,,-59.025393739,59.4156468893,23.8572,100,0.002,1.0,1.0,-59.025393739,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-62.8902875449,1348.59740377,100.0,91.25,-62.8903,-62.8903,2,,-62.8902875449,1348.59740377,36.5392,100,0.01,1.0,1.0,-62.8902875449,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-64.618137856,2609.3570009,200.000000102,91.98,-63.7542,-63.7542,2,,-64.618137856,2609.3570009,44.2711,100,0.005,1.0,1.0,-64.618137856,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-69.8809991418,3828.9439578,299.999969474,98.85,-65.7965,-65.7965,2,,-69.8809991418,3828.9439578,50.7791,100,0.00333333,1.0,1.0,-69.8809991418,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-59.5466900693,58.0501283033,400.0,87.14,-64.234,-64.234,2,,-59.5466900693,58.0501283033,44.2219,100,0.0025,1.0,1.0,-59.5466900693,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.9640476815,53.8530104525,500.000006643,84.49,-62.98,-62.98,1,,-57.9640476815,53.8530104525,39.767,100,0.002,1.0,1.0,-57.9640476815,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-59.3096742904,55.4784558482,100.0,86.75,-59.3097,-59.3097,2,,-59.3096742904,55.4784558482,7.41105,100,0.01,1.0,1.0,-59.3096742904,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.7860038951,55.0751143378,200.000000102,84.01,-58.5478,-58.5478,2,,-57.7860038951,55.0751143378,7.43669,100,0.005,1.0,1.0,-57.7860038951,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.341548,47.0162430952,299.999969474,85.01,-58.4791,-58.4791,2,,-58.341548,47.0162430952,7.2384,100,0.00333333,1.0,1.0,-58.341548,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.7265712854,52.3487123865,400.0,85.51,-58.5409,-58.5409,2,,-58.7265712854,52.3487123865,7.22936,100,0.0025,1.0,1.0,-58.7265712854,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.0165857276,34.0254550006,500.000006643,84.81,-58.4361,-58.4361,1,,-58.0165857276,34.0254550006,6.97079,100,0.002,1.0,1.0,-58.0165857276,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.3408738889,48.6448215907,100.0,83.53,-57.3409,-57.3409,2,,-57.3408738889,48.6448215907,6.93962,100,0.01,1.0,1.0,-57.3408738889,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-60.7525182728,1339.16105197,200.000000102,87.39,-59.0467,-59.0467,2,,-60.7525182728,1339.16105197,26.2654,100,0.005,1.0,1.0,-60.7525182728,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.8086130884,1347.40345934,299.999969474,89.48,-59.9673,-59.9673,2,,-61.8086130884,1347.40345934,30.1041,100,0.00333333,1.0,1.0,-61.8086130884,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-62.4739815778,1331.8391904,400.0,90.2,-60.594,-60.594,2,,-62.4739815778,1331.8391904,31.7883,100,0.0025,1.0,1.0,-62.4739815778,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.82400819,46.893925395,500.000006643,84.43,-60.04,-60.04,1,,-57.82400819,46.893925395,28.6166,100,0.002,1.0,1.0,-57.82400819,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.4581088807,53.5534556975,100.0,86.08,-58.4581,-58.4581,2,,-58.4581088807,53.5534556975,7.28134,100,0.01,1.0,1.0,-58.4581088807,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-66.4856306191,2596.61771378,200.000000102,95.55,-62.4719,-62.4719,2,,-66.4856306191,2596.61771378,36.441,100,0.005,1.0,1.0,-66.4856306191,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.1841032815,42.347294034,299.999969474,85.06,-61.0426,-61.0426,2,,-58.1841032815,42.347294034,30.0559,100,0.00333333,1.0,1.0,-58.1841032815,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.3970786886,51.0961165179,400.0,85.48,-60.3812,-60.3812,2,,-58.3970786886,51.0961165179,26.2959,100,0.0025,1.0,1.0,-58.3970786886,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.8627980331,51.6707083008,500.000006643,85.11,-59.8776,-59.8776,1,,-57.8627980331,51.6707083008,23.7577,100,0.002,1.0,1.0,-57.8627980331,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-56.8894834712,33.9677038606,100.0,82.59,-56.8895,-56.8895,2,,-56.8894834712,33.9677038606,5.79897,100,0.01,1.0,1.0,-56.8894834712,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-65.2103815016,2605.00172651,200.000000102,92.92,-61.0499,-61.0499,2,,-65.2103815016,2605.00172651,36.3813,100,0.005,1.0,1.0,-65.2103815016,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.5846477632,68.0947032982,299.999969474,85.69,-60.2282,-60.2282,2,,-58.5846477632,68.0947032982,30.1035,100,0.00333333,1.0,1.0,-58.5846477632,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.60341249,1339.4460513,400.0,88.95,-60.572,-60.572,2,,-61.60341249,1339.4460513,31.8046,100,0.0025,1.0,1.0,-61.60341249,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-59.8111946483,73.753658974,500.000006643,87.89,-60.4198,-60.4198,1,,-59.8111946483,73.753658974,28.7041,100,0.002,1.0,1.0,-59.8111946483,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-62.848670364,1360.89654674,100.0,90.89,-62.8487,-62.8487,2,,-62.848670364,1360.89654674,36.7054,100,0.01,1.0,1.0,-62.848670364,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-59.2163327859,59.7250182908,200.000000102,86.81,-61.0325,-61.0325,2,,-59.2163327859,59.7250182908,26.5802,100,0.005,1.0,1.0,-59.2163327859,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.9117502581,1354.28721811,299.999969474,89.39,-61.3256,-61.3256,2,,-61.9117502581,1354.28721811,30.3,100,0.00333333,1.0,1.0,-61.9117502581,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.9528091499,51.5133738946,400.0,86.35,-60.7324,-60.7324,2,,-58.9528091499,51.5133738946,26.5023,100,0.0025,1.0,1.0,-58.9528091499,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.1860107887,54.0203381433,500.000006643,85.01,-60.2231,-60.2231,1,,-58.1860107887,54.0203381433,23.9506,100,0.002,1.0,1.0,-58.1860107887,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.8369158454,58.7769223792,100.0,86.38,-58.8369,-58.8369,2,,-58.8369158454,58.7769223792,7.62818,100,0.01,1.0,1.0,-58.8369158454,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.916884332,45.5408415881,200.000000102,84.97,-58.3769,-58.3769,2,,-57.916884332,45.5408415881,7.20062,100,0.005,1.0,1.0,-57.916884332,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-61.8772465858,1336.07177956,299.999969474,89.31,-59.5437,-59.5437,2,,-61.8772465858,1336.07177956,21.8676,100,0.00333333,1.0,1.0,-61.8772465858,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.8605663249,60.6005073961,400.0,84.85,-59.1229,-59.1229,2,,-57.8605663249,60.6005073961,19.3436,100,0.0025,1.0,1.0,-57.8605663249,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-65.4691503574,2614.71945711,500.000006643,93.18,-60.3922,-60.3922,1,,-65.4691503574,2614.71945711,28.6966,100,0.002,1.0,1.0,-65.4691503574,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.5508007096,48.3853443824,100.0,85.38,-58.5508,-58.5508,2,,-58.5508007096,48.3853443824,6.92109,100,0.01,1.0,1.0,-58.5508007096,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.162200193,36.5271434524,200.000000102,83.47,-57.8565,-57.8565,2,,-57.162200193,36.5271434524,6.52026,100,0.005,1.0,1.0,-57.162200193,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.6480318916,1340.5276348,299.999969474,91.11,-59.4537,-59.4537,2,,-62.6480318916,1340.5276348,21.8133,100,0.00333333,1.0,1.0,-62.6480318916,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.2654158752,1343.57432693,400.0,87.86,-59.9066,-59.9066,2,,-61.2654158752,1343.57432693,26.2681,100,0.0025,1.0,1.0,-61.2654158752,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.4259038676,1326.72233467,500.000006643,90.51,-60.4105,-60.4105,1,,-62.4259038676,1326.72233467,28.5608,100,0.002,1.0,1.0,-62.4259038676,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.9103843698,43.3324814922,100.0,86.11,-58.9104,-58.9104,2,,-58.9103843698,43.3324814922,6.54974,100,0.01,1.0,1.0,-58.9103843698,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.0975833821,41.4765854892,200.000000102,83.62,-58.004,-58.004,2,,-57.0975833821,41.4765854892,6.54233,100,0.005,1.0,1.0,-57.0975833821,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.9855962119,60.6063065685,299.999969474,86.25,-58.3312,-58.3312,2,,-58.9855962119,60.6063065685,6.98204,100,0.00333333,1.0,1.0,-58.9855962119,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.4163218617,1336.01108673,400.0,88.41,-59.1025,-59.1025,2,,-61.4163218617,1336.01108673,19.2096,100,0.0025,1.0,1.0,-61.4163218617,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-69.3914979279,3815.41848953,500.000006643,97.94,-61.1603,-61.1603,1,,-69.3914979279,3815.41848953,32.6741,100,0.002,1.0,1.0,-69.3914979279,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-60.8027043809,1340.06016224,100.0,87.56,-60.8027,-60.8027,2,,-60.8027043809,1340.06016224,36.4233,100,0.01,1.0,1.0,-60.8027043809,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-65.4697103614,2588.11271274,200.000000102,93.6,-63.1362,-63.1362,2,,-65.4697103614,2588.11271274,44.1576,100,0.005,1.0,1.0,-65.4697103614,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.3833356115,1333.73680053,299.999969474,89.87,-62.8853,-62.8853,2,,-62.3833356115,1333.73680053,41.7155,100,0.00333333,1.0,1.0,-62.3833356115,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-60.2131145576,1342.92007194,400.0,86.84,-62.2172,-62.2172,2,,-60.2131145576,1342.92007194,40.4827,100,0.0025,1.0,1.0,-60.2131145576,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-66.0811726597,2602.52234558,500.000006643,94.55,-62.99,-62.99,1,,-66.0811726597,2602.52234558,42.7641,100,0.002,1.0,1.0,-66.0811726597,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.717225049,58.7662693894,100.0,86.3,-58.7172,-58.7172,2,,-58.717225049,58.7662693894,7.62749,100,0.01,1.0,1.0,-58.717225049,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-65.886945352,2593.20259544,200.000000102,94.3,-62.3021,-62.3021,2,,-65.886945352,2593.20259544,36.4085,100,0.005,1.0,1.0,-65.886945352,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.7117226155,51.3622003499,299.999969474,83.86,-60.772,-60.772,2,,-57.7117226155,51.3622003499,30.089,100,0.00333333,1.0,1.0,-57.7117226155,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.140646372,49.8996125555,400.0,84.98,-60.1141,-60.1141,2,,-58.140646372,49.8996125555,26.3184,100,0.0025,1.0,1.0,-58.140646372,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.2970297551,1330.22255528,500.000006643,90.27,-60.5507,-60.5507,1,,-62.2970297551,1330.22255528,28.6055,100,0.002,1.0,1.0,-62.2970297551,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-59.0227612892,40.8750730057,100.0,86.42,-59.0228,-59.0228,2,,-59.0227612892,40.8750730057,6.36131,100,0.01,1.0,1.0,-59.0227612892,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.1664193621,48.5479033094,200.000000102,85.31,-58.5946,-58.5946,2,,-58.1664193621,48.5479033094,6.66691,100,0.005,1.0,1.0,-58.1664193621,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.3705853865,63.7974518531,299.999969474,85.38,-58.5199,-58.5199,2,,-58.3705853865,63.7974518531,7.12012,100,0.00333333,1.0,1.0,-58.3705853865,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.3735257874,1344.00670841,400.0,88.42,-59.2333,-59.2333,2,,-61.3735257874,1344.00670841,19.2922,100,0.0025,1.0,1.0,-61.3735257874,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-59.4869423053,73.1149899238,500.000006643,86.71,-59.284,-59.284,1,,-59.4869423053,73.1149899238,17.6703,100,0.002,1.0,1.0,-59.4869423053,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.4997650735,54.7626169354,100.0,85.18,-58.4998,-58.4998,2,,-58.4997650735,54.7626169354,7.36308,100,0.01,1.0,1.0,-58.4997650735,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-60.5087852059,1335.37267586,200.000000102,86.69,-59.5043,-59.5043,2,,-60.5087852059,1335.37267586,26.2512,100,0.005,1.0,1.0,-60.5087852059,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-66.4897564545,2583.95232377,299.999969474,95.25,-61.8328,-61.8328,2,,-66.4897564545,2583.95232377,36.3726,100,0.00333333,1.0,1.0,-66.4897564545,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.7192015067,60.1938502554,400.0,84.29,-60.8044,-60.8044,2,,-57.7192015067,60.1938502554,31.7851,100,0.0025,1.0,1.0,-57.7192015067,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.2870097379,43.0861548975,500.000006643,83.9,-60.1009,-60.1009,1,,-57.2870097379,43.0861548975,28.6137,100,0.002,1.0,1.0,-57.2870097379,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-59.9264144351,70.5222530316,100.0,88.01,-59.9264,-59.9264,2,,-59.9264144351,70.5222530316,8.35566,100,0.01,1.0,1.0,-59.9264144351,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.3569365031,59.5276809446,200.000000102,85.42,-59.1417,-59.1417,2,,-58.3569365031,59.5276809446,8.06167,100,0.005,1.0,1.0,-58.3569365031,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-60.3792801899,1335.48258397,299.999969474,86.97,-59.5542,-59.5542,2,,-60.3792801899,1335.48258397,22.0086,100,0.00333333,1.0,1.0,-60.3792801899,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.4811351405,1352.16931031,400.0,88.85,-60.0359,-60.0359,2,,-61.4811351405,1352.16931031,26.4318,100,0.0025,1.0,1.0,-61.4811351405,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-68.9345496152,3843.42743079,500.000006643,97.4,-61.8157,-61.8157,1,,-68.9345496152,3843.42743079,36.5045,100,0.002,1.0,1.0,-68.9345496152,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.1128275643,45.3475738485,100.0,83.22,-57.1128,-57.1128,2,,-57.1128275643,45.3475738485,6.70031,100,0.01,1.0,1.0,-57.1128275643,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.0412548237,57.0966565831,200.000000102,84.92,-57.577,-57.577,2,,-58.0412548237,57.0966565831,7.1362,100,0.005,1.0,1.0,-58.0412548237,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.2225491869,46.0799938589,299.999969474,85.32,-57.7922,-57.7922,2,,-58.2225491869,46.0799938589,7.01778,100,0.00333333,1.0,1.0,-58.2225491869,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.1603533059,1354.66866494,400.0,88.3,-58.6342,-58.6342,2,,-61.1603533059,1354.66866494,19.348,100,0.0025,1.0,1.0,-61.1603533059,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.1415058845,46.5454197505,500.000006643,85.05,-58.5357,-58.5357,1,,-58.1415058845,46.5454197505,17.5707,100,0.002,1.0,1.0,-58.1415058845,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-58.5755538858,64.4204025238,100.0,85.53,-58.5756,-58.5756,2,,-58.5755538858,64.4204025238,7.986,100,0.01,1.0,1.0,-58.5755538858,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.9222088119,51.0499790871,200.000000102,84.9,-58.2489,-58.2489,2,,-57.9222088119,51.0499790871,7.56733,100,0.005,1.0,1.0,-57.9222088119,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-59.1154402791,61.5371630997,299.999969474,86.61,-58.5377,-58.5377,2,,-59.1154402791,61.5371630997,7.65836,100,0.00333333,1.0,1.0,-59.1154402791,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.6297762799,57.3141687469,400.0,83.83,-58.3107,-58.3107,2,,-57.6297762799,57.3141687469,7.63726,100,0.0025,1.0,1.0,-57.6297762799,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-64.8830908741,2608.34680325,500.000006643,92.46,-59.6252,-59.6252,1,,-64.8830908741,2608.34680325,23.8752,100,0.002,1.0,1.0,-64.8830908741,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-66.5655907947,2579.64269018,100.0,95.59,-66.5656,-66.5656,2,,-66.5655907947,2579.64269018,50.5356,100,0.01,1.0,1.0,-66.5655907947,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-61.4904779485,1342.55076796,200.000000102,88.36,-64.028,-64.028,2,,-61.4904779485,1342.55076796,44.1353,100,0.005,1.0,1.0,-61.4904779485,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.7781889948,39.7076656291,299.999969474,84.3,-61.9448,-61.9448,2,,-57.7781889948,39.7076656291,36.3373,100,0.00333333,1.0,1.0,-57.7781889948,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-61.0832795377,1342.07325166,400.0,88.12,-61.7294,-61.7294,2,,-61.0832795377,1342.07325166,36.3676,100,0.0025,1.0,1.0,-61.0832795377,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-62.0124913341,1330.61596182,500.000006643,89.72,-61.786,-61.786,1,,-62.0124913341,1330.61596182,36.3532,100,0.002,1.0,1.0,-62.0124913341,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.3202112693,48.7533029318,100.0,83.96,-57.3202,-57.3202,2,,-57.3202112693,48.7533029318,6.94736,100,0.01,1.0,1.0,-57.3202112693,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-62.1198433343,1332.5072169,200.000000102,89.63,-59.72,-59.72,2,,-62.1198433343,1332.5072169,26.258,100,0.005,1.0,1.0,-62.1198433343,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.257571082,43.6629516598,299.999969474,84.82,-59.2325,-59.2325,2,,-58.257571082,43.6629516598,21.7839,100,0.00333333,1.0,1.0,-58.257571082,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.3579106241,33.8656088397,400.0,83.8,-58.7639,-58.7639,2,,-57.3579106241,33.8656088397,19.1035,100,0.0025,1.0,1.0,-57.3579106241,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.1639039268,48.2738908312,500.000006643,85.12,-58.6439,-58.6439,1,,-58.1639039268,48.2738908312,17.3658,100,0.002,1.0,1.0,-58.1639039268,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-66.450780496,2585.08307326,100.0,95.17,-66.4508,-66.4508,2,,-66.450780496,2585.08307326,50.5889,100,0.01,1.0,1.0,-66.450780496,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.3880879644,47.6246977584,200.000000102,85.54,-62.4194,-62.4194,2,,-58.3880879644,47.6246977584,36.3241,100,0.005,1.0,1.0,-58.3880879644,1.0,1.0,500,0.005,2.1793e-19
