ESSRenyi,MaxNormIw,MaxVanillaIw,AvgDiscRet,VarRet,ESSClassic,AvgEpLen,J,Bound,IterType,VarVanillaIw,AvgRet,VarDiscRet,VarJ,EpsThisIter,AvgNormIw,Delta,MinVanillaIw,VanillaAvgRet,eRenyi2,AvgVanillaIw,BatchSize,MinNormIw,VarNormIw
500.0,0.005,1.0,-61.2877902727,1340.79330328,200.000000102,88.31,-59.49,-59.49,2,,-61.2877902727,1340.79330328,26.3625,100,0.005,1.0,1.0,-61.2877902727,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-62.3684888448,1346.18614499,299.999969474,90.41,-60.4495,-60.4495,2,,-62.3684888448,1346.18614499,30.1563,100,0.00333333,1.0,1.0,-62.3684888448,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-57.806892893,46.9785733274,400.0,84.54,-59.7889,-59.7889,2,,-57.806892893,46.9785733274,26.3626,100,0.0025,1.0,1.0,-57.806892893,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-56.8610210985,46.807648239,500.000006643,82.75,-59.2033,-59.2033,1,,-56.8610210985,46.807648239,23.804,100,0.002,1.0,1.0,-56.8610210985,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-59.2883161376,59.9987248815,100.0,86.61,-59.2883,-59.2883,2,,-59.2883161376,59.9987248815,7.70706,100,0.01,1.0,1.0,-59.2883161376,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-59.3641442771,61.716427411,200.000000102,86.66,-59.3262,-59.3262,2,,-59.3641442771,61.716427411,7.76212,100,0.005,1.0,1.0,-59.3641442771,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-57.566033282,51.9879286314,299.999969474,83.91,-58.7395,-58.7395,2,,-57.566033282,51.9879286314,7.61653,100,0.00333333,1.0,1.0,-57.566033282,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-62.8313579135,1330.62290192,400.0,90.89,-59.7625,-59.7625,2,,-62.8313579135,1330.62290192,19.3901,100,0.0025,1.0,1.0,-62.8313579135,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.6608542925,1350.17104986,500.000006643,88.95,-60.1421,-60.1421,1,,-61.6608542925,1350.17104986,23.8473,100,0.002,1.0,1.0,-61.6608542925,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-62.3160574885,1342.86854386,100.0,90.0,-62.3161,-62.3161,2,,-62.3160574885,1342.86854386,36.4615,100,0.01,1.0,1.0,-62.3160574885,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-59.0101805809,61.8904629341,200.000000102,86.59,-60.6631,-60.6631,2,,-59.0101805809,61.8904629341,26.4214,100,0.005,1.0,1.0,-59.0101805809,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-60.7740388268,1351.52644998,299.999969474,87.6,-60.7001,-60.7001,2,,-60.7740388268,1351.52644998,30.1894,100,0.00333333,1.0,1.0,-60.7740388268,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-68.4016547208,3837.99944263,400.0,96.51,-62.6255,-62.6255,2,,-68.4016547208,3837.99944263,40.5534,100,0.0025,1.0,1.0,-68.4016547208,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.9762168749,1331.73818262,500.000006643,89.57,-62.4956,-62.4956,1,,-61.9762168749,1331.73818262,39.7418,100,0.002,1.0,1.0,-61.9762168749,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-63.0895299695,1345.36282829,100.0,91.29,-63.0895,-63.0895,2,,-63.0895299695,1345.36282829,36.4953,100,0.01,1.0,1.0,-63.0895299695,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-57.5739872791,63.5191800437,200.000000102,83.77,-60.3318,-60.3318,2,,-57.5739872791,63.5191800437,26.5519,100,0.005,1.0,1.0,-57.5739872791,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-65.4946240778,2595.52728544,299.999969474,93.44,-62.0527,-62.0527,2,,-65.4946240778,2595.52728544,36.5027,100,0.00333333,1.0,1.0,-65.4946240778,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-65.1563390221,2592.24999743,400.0,93.36,-62.8286,-62.8286,2,,-65.1563390221,2592.24999743,40.5305,100,0.0025,1.0,1.0,-65.1563390221,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-57.842849865,44.6673810648,500.000006643,84.74,-61.8315,-61.8315,1,,-57.842849865,44.6673810648,36.428,100,0.002,1.0,1.0,-57.842849865,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-61.1732819544,1346.27936112,100.0,88.18,-61.1733,-61.1733,2,,-61.1732819544,1346.27936112,36.5078,100,0.01,1.0,1.0,-61.1732819544,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-59.7081868845,53.2321345209,200.000000102,87.59,-60.4407,-60.4407,2,,-59.7081868845,53.2321345209,26.3305,100,0.005,1.0,1.0,-59.7081868845,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-60.197637601,73.0279606034,299.999969474,87.93,-60.3597,-60.3597,2,,-60.197637601,73.0279606034,22.0524,100,0.00333333,1.0,1.0,-60.197637601,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-58.8194834948,56.3580005406,400.0,85.44,-59.9746,-59.9746,2,,-58.8194834948,56.3580005406,19.4711,100,0.0025,1.0,1.0,-58.8194834948,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-58.1360184433,56.9941692985,500.000006643,84.72,-59.6069,-59.6069,1,,-58.1360184433,56.9941692985,17.7518,100,0.002,1.0,1.0,-58.1360184433,1.0,1.0,500,0.002,5.43187e-20
500.0,0.01,1.0,-57.5388887632,50.8712575907,100.0,83.9,-57.5389,-57.5389,2,,-57.5388887632,50.8712575907,7.09666,100,0.01,1.0,1.0,-57.5388887632,1.0,1.0,500,0.01,3.50449e-18
500.0,0.005,1.0,-58.871517477,40.4771683722,200.000000102,86.1,-58.2052,-58.2052,2,,-58.871517477,40.4771683722,6.75733,100,0.005,1.0,1.0,-58.871517477,1.0,1.0,500,0.005,2.1793e-19
500.0,0.00333333,1.0,-58.5706241754,41.7666181001,299.999969474,85.48,-58.327,-58.327,2,,-58.5706241754,41.7666181001,6.65234,100,0.00333333,1.0,1.0,-58.5706241754,1.0,1.0,500,0.00333333,5.43914e-20
500.0,0.0025,1.0,-67.1842491223,2576.15985841,400.0,96.22,-60.5413,-60.5413,2,,-67.1842491223,2576.15985841,26.182,100,0.0025,1.0,1.0,-67.1842491223,1.0,1.0,500,0.0025,5.4346e-20
500.0,0.002,1.0,-61.1513607357,1354.1315416,500.000006643,88.18,-60.6633,-60.6633,1,,-61.1513607357,1354.1315416,28.5758,100,0.002,1.0,1.0,-61.1513607357,1.0,1.0,500,0.002,5.43187e-20
