Weights,TimestepsSoFar,Bound,ReturnMeanIW,ESSRenyi,EpThisIter,StdIW,EpLenMean,InitialBound,TimeElapsed,EpRewMean,StdIWNorm,MaxIWNorm,InitialReturnMean,MaxIW,MeanIW,InitialReturnMin,ESSClassic,Itaration,EmpiricalD2,MinIWNorm,InitialReturnStd,MeanIWNorm,MinIW,InitialReturnMax,EpisodesSoFar
[ 0.089 -0.227  0.012 ...  0.135  0.432 -0.64 ],236758,119.006714,731.78815,27.427382,100,2.7221217,238.89,-320.92072,229.53897428512573,2378.579888053169,0.027221214,0.23201632,3.90625e-05,23.201633,1.20978,-2378.5798,16.493664,21,3.6459916,0.00035169235,1148.7429,0.0120978,0.035169236,2620.307,2100
[ 0.09  -0.227  0.013 ...  0.135  0.433 -0.67 ],261333,1792.0461,4046.642,1.9216172,100,15.512123,245.75,-312.53763,244.4509265422821,2447.337108202769,0.15512124,1.55876,-5.6152345e-05,155.876,2.2418962,-2447.3372,2.0460231,22,52.0395,1.3287241e-05,1037.4785,0.02241896,0.0013287241,2551.8582,2200
[ 0.089 -0.227  0.012 ...  0.134  0.428 -0.682],289425,4267.16,6810.9976,1.8036466,100,30.464529,280.92,-341.6371,259.63191318511963,2799.4365425734923,0.30464527,3.0655074,4.8828126e-05,306.55075,3.9229105,-2789.4556,1.6311194,23,55.443233,1.1349977e-06,1134.1754,0.039229106,0.00011349977,2200.0415,2300
[ 0.09  -0.227  0.014 ...  0.136  0.436 -0.729],317789,-148.38004,237.90552,47.464565,100,1.0650725,283.64,-266.1296,275.1891493797302,2826.021230962806,0.010650726,0.074684985,2.1972657e-05,7.4684987,0.98667455,-1316.2644,46.184547,24,2.106835,0.0010175508,764.21796,0.009866745,0.10175508,2172.9392,2400
[ 0.09  -0.227  0.013 ...  0.136  0.436 -0.727],346733,-225.1966,162.36673,73.036606,100,0.7648316,289.44,-331.21756,287.907479763031,2884.3034053235447,0.0076483157,0.058665883,-0.00029785157,5.8665886,1.0361571,-2704.3774,64.73101,25,1.3691764,0.002580435,992.45355,0.010361571,0.2580435,2114.9497,2500
[ 0.09  -0.226  0.013 ...  0.136  0.436 -0.727],376576,-253.4863,201.82498,63.994797,100,0.6521192,298.43,-364.2343,300.63344836235046,2973.9599185499515,0.0065211924,0.049176835,-8.789063e-05,4.9176836,0.9245109,-2973.96,66.776085,26,1.5626271,0.0020053918,916.00287,0.009245109,0.20053917,2025.2622,2600
[ 0.09  -0.226  0.012 ...  0.136  0.436 -0.727],408355,-210.32043,258.00027,68.64103,100,0.7545685,317.79,-388.00314,312.25361728668213,3168.032135003617,0.0075456845,0.03683901,-3.90625e-05,3.683901,1.107603,-3168.0322,68.30047,27,1.4568546,0.0023425259,1136.8987,0.011076029,0.2342526,1831.2573,2700
[ 0.09  -0.226  0.012 ...  0.136  0.438 -0.742],444332,-296.92737,304.95276,49.804234,100,1.5237447,359.77,-424.7593,326.9470522403717,3588.0651029979135,0.015237447,0.10213734,0.00022949219,10.213735,1.1251957,-3468.1472,35.287445,28,2.0078614,0.0009565154,1019.24756,0.011251957,0.09565154,1411.2778,2800
[ 0.09  -0.226  0.011 ...  0.136  0.438 -0.746],480793,-306.0033,278.35327,57.793518,100,1.5640047,364.61,-444.23987,340.43487191200256,3637.182883636751,0.015640046,0.11436797,4.6386718e-05,11.436797,1.2578213,-3627.2031,39.27572,29,1.7302978,0.00096709735,1077.4191,0.012578214,0.096709736,1362.2131,2900
[ 0.09  -0.226  0.011 ...  0.137  0.44  -0.752],518181,-278.0972,296.56454,62.862972,100,1.0010127,373.88,-455.62738,354.95539712905884,3730.16201973352,0.010010128,0.06992554,-7.080078e-05,6.9925537,0.98834276,-3720.1814,49.363136,30,1.5907615,0.0009879472,1086.6088,0.009883428,0.09879472,1269.2627,3000
[ 0.09  -0.226  0.011 ...  0.137  0.44  -0.758],556970,-249.31921,435.39093,47.697044,100,1.3439802,387.89,-472.8814,368.83600664138794,3871.0427291445403,0.013439801,0.087870084,0.000234375,8.787008,1.0779662,-3861.0625,39.14744,31,2.096566,0.0009011109,1096.659,0.010779661,0.09011109,1128.4268,3100
[ 0.09  -0.226  0.01  ...  0.137  0.441 -0.766],596823,-415.7467,116.76393,83.67146,100,0.3897385,398.53,-487.0987,382.9267268180847,3977.1441841957503,0.0038973847,0.02333033,-7.3242186e-06,2.333033,0.9988873,-3977.1443,86.78789,32,1.1951506,0.003867752,1198.2789,0.009988872,0.3867752,1022.2898,3200
[ 0.09  -0.226  0.01  ...  0.137  0.441 -0.769],636442,-403.99634,117.61072,86.205284,100,0.3861434,396.19,-484.2953,395.5857012271881,3954.256043768357,0.0038614336,0.025392553,0.00018554687,2.5392554,0.9571574,-3954.2559,86.00274,33,1.1600217,0.0023059817,1226.2317,0.009571573,0.23059818,1045.0762,3300
[ 0.09  -0.226  0.01  ...  0.137  0.442 -0.771],675299,-212.88428,587.46106,35.03329,100,2.4795916,388.57,-473.7158,409.04888677597046,3877.8530106042917,0.024795918,0.22826694,5.126953e-05,22.826694,1.3371136,-3867.8733,22.527937,34,2.8544278,0.00039107358,1318.259,0.013371134,0.03910736,1121.6006,3400
[ 0.09  -0.226  0.009 ...  0.136  0.442 -0.778],718465,-463.70123,88.89734,91.24669,100,0.27333555,431.66,-527.85974,423.80524039268494,4309.954223519036,0.0027333556,0.018309629,-0.0002783203,1.8309629,1.0264039,-4309.9546,93.37785,35,1.0959302,0.0040072342,1050.3348,0.010264039,0.40072343,689.5034,3500
[ 0.09  -0.226  0.009 ...  0.137  0.443 -0.779],763838,-107.747696,187.14186,66.40633,100,0.64877504,453.73,-240.3057,437.7412509918213,4531.502395015099,0.0064877504,0.0404981,1.953125e-05,4.04981,0.9598797,-1962.0879,68.6422,36,1.5058806,0.0011163352,666.18475,0.009598796,0.11163352,467.99902,3600
[ 0.089 -0.226  0.008 ...  0.137  0.443 -0.782],810192,-343.672,104.06084,82.518616,100,0.4930598,463.54,-406.71954,451.27295660972595,4630.593100011812,0.004930598,0.04310434,-0.00011474609,4.310434,1.0473688,-3320.85,81.85885,37,1.2118478,0.0032316085,639.1036,0.010473685,0.32316086,368.8921,3700
[ 0.089 -0.226  0.008 ...  0.137  0.443 -0.782],855200,-503.60687,78.66676,89.0233,100,0.3399422,450.08,-549.38794,464.36242413520813,4495.712135374714,0.003399422,0.019155452,-0.00021240234,1.9155452,1.006509,-4485.732,89.760895,38,1.1233014,0.003974524,1041.7362,0.01006509,0.3974524,503.80664,3800
[ 0.089 -0.226  0.008 ...  0.137  0.444 -0.783],901582,-544.2966,32.693466,96.78579,100,0.16759218,463.82,-567.6417,477.035284280777,4634.773170285143,0.0016759216,0.016453456,-0.00013671875,1.6453457,0.98983145,-4634.7734,97.21318,39,1.0332096,0.0050568962,931.267,0.009898314,0.5056896,364.7622,3900
[ 0.089 -0.226  0.008 ...  0.137  0.444 -0.783],950029,-124.008286,63.391617,74.65932,100,0.4795349,484.47,-161.92427,489.2325232028961,4841.540658683813,0.0047953487,0.025728928,-0.00023193359,2.572893,1.0509365,-1322.1042,82.76754,40,1.3394176,0.0031986171,342.69724,0.010509364,0.3198617,157.89648,4000
[ 0.089 -0.226  0.007 ...  0.137  0.445 -0.785],997212,-543.22095,54.381134,93.38196,100,0.27597338,471.83,-577.489,502.01081442832947,4715.176065665282,0.002759734,0.017053228,-0.00021240234,1.7053229,1.0285448,-4715.1763,93.28422,41,1.0708706,0.003688311,843.5107,0.010285446,0.3688311,284.292,4100
[ 0.089 -0.226  0.007 ...  0.137  0.444 -0.787],1044848,-542.5488,30.231377,96.78804,100,0.18425798,476.36,-563.50653,513.9759640693665,4760.863624608099,0.0018425799,0.0142238075,-6.347656e-05,1.4223808,0.9895752,-4601.0107,96.64916,42,1.0331855,0.0048368745,782.43256,0.009895752,0.48368746,238.66895,4200
[ 0.089 -0.226  0.007 ...  0.137  0.445 -0.79 ],1090709,-529.0116,43.747063,96.056175,100,0.21132427,458.61,-561.351,526.9749004840851,4583.409432659758,0.0021132429,0.016600283,-0.0002636719,1.6600283,0.99962676,-4583.4097,95.72206,43,1.0410575,0.0059219054,1215.9152,0.009996268,0.59219056,416.0669,4300
[ 0.089 -0.226  0.007 ...  0.137  0.445 -0.796],1138345,-567.757,22.828201,97.48606,100,0.1580538,476.36,-583.1144,541.1866743564606,4761.10994097951,0.0015805379,0.014463658,0.00014160156,1.4463658,1.0062927,-4761.11,97.59244,44,1.0257877,0.0063912007,832.85223,0.010062927,0.6391201,238.38574,4400
[ 0.089 -0.226  0.006 ...  0.137  0.446 -0.799],1185434,-558.463,26.576805,97.098495,100,0.174124,470.89,-576.4894,554.6382660865784,4707.019935075366,0.0017412399,0.014797396,0.00040039062,1.4797397,0.99353945,-4707.0195,97.02004,45,1.0298821,0.0053690933,1039.6726,0.009935395,0.53690934,292.4956,4500
[ 0.089 -0.226  0.006 ...  0.137  0.446 -0.801],1234070,-586.3502,13.145977,98.25303,100,0.12862268,486.36,-594.237,567.8969600200653,4861.902418154624,0.0012862268,0.01274226,-0.00028808592,1.274226,0.99379677,-4851.922,98.35251,46,1.0177803,0.006418067,704.08734,0.009937966,0.6418067,137.61914,4600
[ 0.089 -0.226  0.006 ...  0.137  0.447 -0.802],1282718,-590.63385,9.807636,98.388054,100,0.13564359,486.48,-595.58215,580.0895459651947,4862.9103208033885,0.0013564358,0.015266895,0.0003149414,1.5266895,0.99989885,-4862.91,98.19298,47,1.0163835,0.00653282,700.6344,0.009998987,0.653282,136.64893,4700
[ 0.089 -0.226  0.006 ...  0.137  0.446 -0.802],1329502,-553.29803,27.183495,96.94919,100,0.20004225,467.84,-571.55804,592.0060398578644,4676.732973786388,0.0020004222,0.01579665,0.00017578126,1.5796651,1.0107404,-4666.7534,96.230545,48,1.0314682,0.0055980817,1165.8304,0.010107403,0.5598082,322.76807,4800
[ 0.089 -0.226  0.006 ...  0.137  0.447 -0.806],1378033,-590.47595,5.936722,99.256165,100,0.087511644,485.31,-594.19055,605.1361560821533,4851.54357786006,0.00087511644,0.012012119,-0.00021484375,1.2012119,0.9966379,-4851.544,99.23491,49,1.0074941,0.0073120263,778.82007,0.009966379,0.73120266,147.98193,4900
[ 0.089 -0.226  0.005 ...  0.138  0.447 -0.809],1427104,-576.3877,9.239798,98.922615,100,0.10417973,490.71,-582.46436,617.3357219696045,4905.660907143229,0.0010417973,0.012685551,-9.2773436e-05,1.2685552,1.0082092,-4755.8003,98.94354,50,1.0108912,0.007108027,530.4501,0.010082092,0.71080273,93.90137,5000
[ 0.089 -0.226  0.005 ...  0.138  0.447 -0.81 ],1476081,-599.35736,0.54789734,99.929,100,0.02832662,489.77,-599.6923,629.322598695755,4896.466545410164,0.00028326624,0.010693052,-6.8359375e-05,1.0693052,1.0054809,-4896.467,99.9207,51,1.0007105,0.009398263,699.0706,0.010054808,0.9398263,103.058105,5100
[ 0.089 -0.226  0.005 ...  0.138  0.447 -0.81 ],1525515,-603.66345,0.77827644,99.87888,100,0.03178851,494.34,-604.0753,640.8637156486511,4942.236916886687,0.00031788513,0.010965792,0.00020996094,1.0965793,1.0111951,-4932.256,99.90127,52,1.0012126,0.009142929,497.85828,0.010111949,0.91429293,57.308105,5200
[ 0.089 -0.226  0.005 ...  0.138  0.447 -0.811],1575324,-176.93483,4.833565,98.16836,100,0.12722689,498.09,-180.09607,652.6176376342773,4979.867489346678,0.0012722688,0.0125842355,-9.765625e-06,1.2584236,1.0090343,-1470.478,98.43506,53,1.0186582,0.00722273,151.24055,0.010090343,0.72227305,19.661621,5300
[ 0.089 -0.226  0.005 ...  0.138  0.448 -0.812],1624566,-601.80884,1.5577698,99.865425,100,0.03794283,492.42,-602.96075,664.5467391014099,4923.150988030941,0.00037942827,0.011212945,-0.0002783203,1.1212945,1.0075707,-4923.1514,99.858376,54,1.0013475,0.009269652,536.00665,0.010075707,0.92696524,76.44141,5400
[ 0.089 -0.226  0.005 ...  0.138  0.448 -0.811],1673010,-588.0206,8.199551,98.96966,100,0.097876884,484.44,-593.141,676.2260842323303,4842.972792339257,0.0009787688,0.012556878,-0.00028808592,1.2556878,1.0066243,-4842.973,99.06344,55,1.0104107,0.007922821,834.44366,0.010066242,0.7922821,156.58594,5500
[ 0.089 -0.226  0.005 ...  0.138  0.449 -0.812],1721431,-591.5773,1.4884033,99.9303,100,0.024533466,484.21,-592.85895,688.3847937583923,4840.672704811856,0.00024533464,0.010437638,-9.765625e-06,1.0437638,0.9961889,-4840.673,99.93941,56,1.0006975,0.009274401,844.26373,0.009961887,0.9274401,158.85742,5600
[ 0.089 -0.226  0.005 ...  0.138  0.449 -0.813],1769775,-590.2089,2.1604671,99.84802,100,0.038129542,483.44,-591.91895,700.7382278442383,4832.999104362247,0.0003812954,0.010695898,0.00018310547,1.0695899,0.99897623,-4832.999,99.85454,57,1.0015221,0.009219023,850.14075,0.009989762,0.92190236,166.52979,5700
[ 0.089 -0.226  0.005 ...  0.138  0.449 -0.813],1818703,-597.38086,3.4310455,99.433075,100,0.07926562,489.28,-599.1059,713.2712860107422,4891.683545287405,0.0007926561,0.012317434,0.0005078125,1.2317435,1.0179818,-4891.683,99.39734,58,1.0057015,0.008271525,700.3657,0.010179818,0.8271525,107.86572,5800
[ 0.089 -0.226  0.005 ...  0.138  0.449 -0.815],1867325,-590.47644,8.501022,98.791504,100,0.11291021,486.22,-595.34705,725.0111317634583,4860.989241553589,0.0011291021,0.0123084085,0.00011962891,1.2308409,0.983903,-4860.9893,98.70018,59,1.0122328,0.00699659,742.7866,0.009839029,0.69965905,138.59668,5900
[ 0.089 -0.226  0.005 ...  0.138  0.449 -0.818],1916738,-604.2441,1.580204,99.74419,100,0.04960079,494.13,-605.04913,738.0190753936768,4940.203367217787,0.00049600797,0.011012326,-0.00017578126,1.1012326,1.0051159,-4940.2036,99.757095,60,1.0025647,0.008473519,499.60275,0.010051156,0.84735197,59.38916,6000
[ 0.089 -0.226  0.005 ...  0.138  0.449 -0.819],1965525,-593.1814,7.102913,99.022675,100,0.099278405,487.87,-597.3434,750.0831906795502,4877.291319592402,0.0009927839,0.012797168,0.00038085936,1.2797168,1.0063126,-4877.291,99.03609,61,1.0098697,0.0056193457,706.4128,0.010063126,0.5619346,122.25879,6100
[ 0.089 -0.226  0.005 ...  0.138  0.449 -0.82 ],2015247,-312.6279,6.7998695,98.749466,100,0.118576504,497.22,-317.42444,762.2952706813812,4971.308758366959,0.0011857649,0.01245178,-0.00021972656,1.245178,1.0001737,-2591.7578,98.613945,62,1.0126637,0.007172773,261.09723,0.010001736,0.71727735,28.280762,6200
[ 0.089 -0.226  0.004 ...  0.138  0.45  -0.821],2063825,-586.3138,13.005348,98.50235,100,0.11898913,485.78,-594.8143,774.0995452404022,4856.638682403942,0.0011898912,0.012823554,8.300781e-05,1.2823554,1.0191752,-4856.6387,98.655266,63,1.0152042,0.0071786866,750.60736,0.010191752,0.7178687,142.95068,6300
[ 0.089 -0.226  0.004 ...  0.139  0.451 -0.822],2112786,-594.93713,5.6747074,99.627754,100,0.06029376,489.61,-599.4927,786.3162984848022,4894.838954888719,0.00060293754,0.011508227,0.0002734375,1.1508228,1.0063331,-4894.839,99.6423,64,1.0037364,0.008513833,597.28314,0.0100633325,0.8513833,104.74365,6400
[ 0.089 -0.226  0.004 ...  0.139  0.451 -0.822],2162767,-23.476816,1.156993,97.144966,100,0.1800145,499.81,-24.279186,798.2081320285797,4997.32450453633,0.0018001448,0.013866137,0.0004248047,1.3866137,0.9810541,-198.24219,96.74279,65,1.0293894,0.0040485645,19.924614,0.009810541,0.40485644,2.2685547,6500
[ 0.089 -0.226  0.004 ...  0.139  0.452 -0.823],2212286,-583.4521,1.2052097,99.89607,100,0.036149297,495.19,-584.35364,807.2799398899078,4951.086089397386,0.00036149286,0.010821626,-0.00018066406,1.0821626,0.99817324,-4771.2256,99.869026,66,1.0010403,0.00867795,479.52625,0.009981732,0.867795,48.495605,6600
[ 0.089 -0.226  0.004 ...  0.139  0.452 -0.824],2261787,-606.06165,0.16715813,99.978264,100,0.015218055,495.01,-606.16296,819.4648489952087,4949.299717224572,0.00015218057,0.010495569,2.4414063e-05,1.0495569,1.0032463,-4949.3,99.977,67,1.0002174,0.009698737,497.42334,0.010032462,0.9698738,50.296387,6700
[ 0.089 -0.226  0.004 ...  0.139  0.451 -0.824],2311785,-3.5432975,0.15055943,96.87074,100,0.15951398,499.98,-3.635456,831.9066233634949,4998.994167601827,0.0015951396,0.0135308895,0.00014648438,1.353089,1.0177624,-29.68457,97.60245,68,1.0323035,0.005048506,2.9870472,0.010177625,0.5048506,0.6064453,6800
[ 0.089 -0.226  0.004 ...  0.139  0.451 -0.824],2361215,-603.74066,2.5239334,99.676834,100,0.06871082,494.3,-605.28375,839.5158121585846,4942.124843166862,0.00068710814,0.010819448,0.0004248047,1.0819448,0.99606735,-4942.1245,99.526405,69,1.0032421,0.0061374656,501.8412,0.009960673,0.6137466,57.45752,6900
[ 0.089 -0.225  0.004 ...  0.139  0.451 -0.824],2410218,-599.57513,0.9024277,99.85858,100,0.034742545,490.03,-600.053,848.8871326446533,4899.409890458951,0.00034742546,0.011406857,-0.00017578126,1.1406857,1.0064614,-4899.41,99.880974,70,1.0014162,0.009098664,699.2031,0.010064614,0.9098664,100.166016,7000
[ 0.089 -0.225  0.004 ...  0.139  0.451 -0.825],2459005,-592.3231,8.243442,98.946686,100,0.11753664,487.87,-597.3951,859.4089357852936,4877.712076451443,0.0011753663,0.0129410755,0.00017089843,1.2941076,1.0060123,-4877.712,98.653336,71,1.0106453,0.007516741,723.65204,0.010060122,0.7516741,121.87012,7100
[ 0.089 -0.225  0.003 ...  0.139  0.452 -0.828],2508490,-605.9161,0.046726227,99.99939,100,0.0037887162,494.85,-605.96094,871.5633957386017,4947.650324304306,3.7887152e-05,0.010094958,-3.4179688e-05,1.0094959,0.9999496,-4947.6504,99.99857,72,1.0000061,0.0098650195,497.5461,0.009999495,0.98650193,51.92285,7200
[ 0.089 -0.225  0.003 ...  0.139  0.452 -0.828],2556926,-589.21796,4.2026596,99.47666,100,0.0671599,484.36,-591.8661,879.8017394542694,4842.541968558988,0.00067159894,0.011812832,-0.00034667968,1.1812832,1.0077543,-4832.5635,99.55784,73,1.005261,0.008661815,845.5105,0.0100775445,0.8661815,157.03857,7300
[ 0.089 -0.225  0.004 ...  0.139  0.452 -0.83 ],2605967,-594.6007,5.8754883,99.60825,100,0.06486997,490.41,-599.29895,891.7933547496796,4903.236181357122,0.00064869976,0.011440871,-5.3710937e-05,1.1440872,0.9978678,-4893.255,99.57918,74,1.0039328,0.007922078,673.13086,0.009978678,0.7922078,96.322754,7400
[ 0.089 -0.225  0.003 ...  0.139  0.452 -0.831],2653454,-574.3925,12.333019,98.19964,100,0.22004439,474.87,-581.42,904.1696267127991,4747.27375985817,0.002200444,0.026778629,,2.677863,1.0367709,-4747.274,95.6896,75,1.0183337,0.0069641815,1080.8633,0.010367708,0.69641817,252.30957,7500
[ 0.089 -0.225  0.004 ...  0.139  0.452 -0.831],2701959,-593.1472,1.5800934,99.73809,100,0.05517772,485.05,-593.9482,916.7911334037781,4849.564135727593,0.00055177714,0.011370906,-0.00023925782,1.1370906,1.006806,-4849.5645,99.70052,76,1.002626,0.008713721,851.6899,0.010068062,0.8713721,150.0044,7600
[ 0.089 -0.225  0.004 ...  0.139  0.452 -0.832],2750870,-598.0791,1.4289131,99.80275,100,0.045011945,489.11,-598.91644,929.2967131137848,4890.1321588801375,0.00045011943,0.01138632,-2.4414063e-05,1.138632,1.0017492,-4890.1323,99.79849,77,1.0019764,0.008674204,703.9877,0.01001749,0.86742043,109.46631,7700
[ 0.089 -0.225  0.004 ...  0.139  0.452 -0.834],2800800,-83.8565,3.0734744,98.06358,100,0.12460925,499.3,-86.083954,941.3241491317749,4992.241821217107,0.0012460925,0.012377081,0.00024414062,1.2377082,0.99819213,-702.8745,98.46555,78,1.0197465,0.0056591574,70.641685,0.00998192,0.56591576,7.366699,7800
[ 0.089 -0.226  0.004 ...  0.139  0.452 -0.837],2850800,-0.042297125,-0.00013671862,100.0,100,,500.0,-0.042297125,954.2039520740509,4999.3497614631115,1.8626451e-09,0.01,-0.00013671875,1.0,1.0,-0.34423828,100.0,79,1.0,0.01,0.13013467,0.010000002,1.0,0.20166016,7900
[ 0.089 -0.226  0.004 ...  0.139  0.452 -0.837],2899305,-592.81726,2.2488956,99.62399,100,0.07647229,485.05,-593.9466,960.8180630207062,4849.551544032167,0.0007647229,0.013231091,-0.00015136719,1.3231091,1.0149484,-4849.552,99.43548,80,1.0037743,0.0087932795,851.68756,0.010149486,0.879328,150.00781,8000
