EpLenMean,MeanD2w0t,StdIW,Bound,InitialReturnMax,EpisodesSoFar,InitialReturnStd,Iteration,EpThisIter,MeanIW,Weights,MinD2w0t,EpRewMean,ReturnMeanIW,TimestepsSoFar,MaxIW,InitialBound,InitialReturnMean,J_sample_variance,InitialReturnMin,EmpiricalD2,TimeElapsed,ReturnStepMaxmin,MinIW,MaxD2w0t,ReturnStepMax,StdD2w0t
106.73,0.21346,,-29.726622,3.7643275,17100,1.7554493,171,100,1.0,[-1.162 -1.047 -0.3   -0.882  0.024],,-102.13380016573863,3.6067147,1310417,1.0,-29.726622,-3.7670137e-07,3.112729,-3.224101,1.0,2757.2586572170258,97.08612,1.0,1.0,100.0,0.4097628
93.5,0.187,2.0507088e-05,-28.614199,3.293367,17200,1.6365776,172,100,1.0000002,[-1.162 -1.047 -0.3   -0.882  0.024],,-102.07272946913223,4.7191377,1319767,1.0000478,-28.614199,-1.9788742e-07,2.7054477,-3.1574636,1.0,2776.383160829544,96.81662,0.99992526,1.0,100.0,0.38991335
99.16,0.19832,,-28.982494,4.000484,17300,1.62189,173,100,1.0,[-1.162 -1.047 -0.3   -0.882  0.024],,-102.90665549145211,4.350841,1329683,1.0,-28.982494,1.9550323e-07,2.6570973,-3.961863,1.0,2795.832373380661,96.92444,1.0,1.0,100.0,0.39872777
101.11,0.20222,,-29.189713,3.9603374,17400,1.6427894,174,100,1.0,[-1.162 -1.047 -0.3   -0.882  0.024],,-101.78031646467,4.1436243,1339794,1.0,-29.189713,6.67572e-08,2.726017,-3.1654973,1.0,2816.012101173401,96.98674,1.0,1.0,100.0,0.40165836
105.96,0.22067969,0.3580394,-29.87345,3.4660208,17500,1.4721646,175,100,1.0671687,[-1.162 -1.047 -0.3   -0.882  0.024],,-103.79872762448277,3.4914844,1350390,3.109613,-29.90395,-8.2969666e-07,2.3730512,-3.3306913,1.0726497,2836.4677169322968,97.04079,0.45449165,1.257642,100.0,0.42595693
100.35,0.2007,,-29.017828,4.3202915,17600,1.7015573,176,100,1.0,[-1.163 -1.05  -0.297 -0.878  0.023],,-104.54301574403875,4.315508,1360425,1.0,-29.017828,7.8678134e-08,2.924542,-3.1803389,1.0,2857.148083925247,96.91643,1.0,1.0,100.0,0.40052387
98.93,0.19786,,-28.875652,3.9289842,17700,1.8026102,177,100,1.0,[-1.163 -1.05  -0.297 -0.878  0.023],,-102.1053427142087,4.457684,1370318,1.0,-28.875652,3.3855437e-07,3.2822254,-3.2577105,1.0,2875.765685558319,96.93581,1.0,1.0,100.0,0.39837506
106.33,0.21847071,0.18590492,-29.707998,3.802125,17800,1.5742265,178,100,1.0290837,[-1.163 -1.05  -0.297 -0.878  0.023],,-101.42406938523241,3.6459668,1380951,1.9751729,-29.72886,2.7179718e-07,2.6386118,-3.4351206,1.0380042,2896.6760144233704,97.09227,0.6551634,1.1511331,100.0,0.4205419
92.21,0.1889395,0.18279454,-28.142973,3.7052915,17900,1.6424428,179,100,1.012977,[-1.161 -1.051 -0.299 -0.873  0.018],,-102.72646507902074,5.221457,1390172,2.1427984,-28.172092,-3.1471254e-07,2.921367,-3.495535,1.0399729,2916.4686727523804,96.7719,0.5184111,1.1591091,100.0,0.39746362
114.89,0.22978,,-30.534286,4.0800495,18000,1.6938567,180,100,1.0,[-1.162 -1.052 -0.293 -0.873  0.017],,-104.0820693574986,2.7990499,1401661,1.0,-30.534286,-3.4809113e-07,2.8981323,-3.629983,1.0,2938.20054769516,97.18814,1.0,1.0,100.0,0.42069522
118.21,0.23642,,-30.656885,3.3833156,18100,1.4655476,181,100,1.0,[-1.162 -1.052 -0.293 -0.873  0.017],,-103.08289187991026,2.6764505,1413482,1.0,-30.656885,-3.862381e-07,2.1695247,-3.3627887,1.0,2962.2017402648926,97.255936,1.0,1.0,100.0,0.42489368
104.16,0.20832,,-29.36065,4.2183776,18200,1.5792128,182,100,1.0,[-1.162 -1.052 -0.293 -0.873  0.017],,-102.99427924520614,3.9726875,1423898,1.0,-29.36065,-3.4570695e-07,2.519104,-3.075245,1.0,2981.949095726013,97.022385,1.0,1.0,100.0,0.40610895
114.22,0.22844,,-30.397137,3.5813553,18300,1.7074499,183,100,1.0,[-1.162 -1.052 -0.293 -0.873  0.017],,-103.34419050878589,2.9361997,1435320,1.0,-30.397137,-7.152558e-08,2.944833,-3.502077,1.0,3004.2070820331573,97.19043,1.0,1.0,100.0,0.4198205
95.25,0.19617803,0.17319477,-28.638332,3.4695835,18400,1.5428056,184,100,1.0215211,[-1.162 -1.052 -0.293 -0.873  0.017],,-103.92785079503206,4.731842,1444845,1.6177049,-28.67672,-1.4305114e-08,2.4731836,-2.8940468,1.0424733,3023.5815286636353,96.817795,0.66640717,1.1730124,100.0,0.40460578
101.93,0.20386,,-29.267515,4.031497,18500,1.697472,185,100,1.0,[-1.163 -1.053 -0.287 -0.875  0.015],,-103.2791641671299,4.0658207,1455038,1.0,-29.267515,-4.4107438e-07,2.9105158,-3.4267592,1.0,3044.450156211853,96.973526,1.0,1.0,100.0,0.4028732
110.79,0.22158,,-30.02487,4.377339,18600,1.7325029,186,100,1.0,[-1.163 -1.053 -0.287 -0.875  0.015],,-103.14953985401822,3.3084667,1466117,1.0,-30.02487,-2.7656554e-07,3.0318847,-3.4962273,1.0,3067.633505344391,97.137924,1.0,1.0,100.0,0.41530094
112.12,0.22825123,0.14704484,-30.280674,3.274042,18700,1.6617947,187,100,1.0210841,[-1.163 -1.053 -0.287 -0.875  0.015],,-102.15828067461909,3.0708508,1477329,1.5083238,-30.299301,-6.9856645e-07,2.9432113,-3.0870528,1.0234013,3088.8187172412872,97.177704,0.48990056,1.0808145,100.0,0.42461985
109.88,0.21976,,-30.258904,3.495019,18800,1.3714923,188,100,1.0,[-1.162 -1.051 -0.283 -0.877  0.011],,-104.10929733278222,3.0744333,1488317,1.0,-30.258904,-6.3419344e-07,1.8999908,-2.6023026,1.0,3109.3277163505554,97.10504,1.0,1.0,100.0,0.41408038
116.81,0.23362,4.4694752e-06,-30.524822,3.8200712,18900,1.6954572,189,100,1.0,[-1.162 -1.051 -0.283 -0.877  0.011],,-103.42320698912843,2.8085146,1499998,1.0000135,-30.524822,,2.903616,-3.423451,1.0,3132.610038757324,97.2292,0.9999903,1.0,100.0,0.42312396
102.98,0.21875899,0.24930066,-29.298847,4.0534234,19000,1.6697586,190,100,1.0425614,[-1.162 -1.051 -0.283 -0.877  0.011],,-102.88383698995362,4.0935144,1510296,2.3503566,-29.355,1.9550323e-07,3.2398942,-3.149292,1.0782673,3153.6922092437744,97.00186,0.34030214,1.362619,100.0,0.43051046
105.68,0.21805194,0.19899857,-29.663618,3.6390948,19100,1.6167234,191,100,1.0164948,[-1.16  -1.05  -0.291 -0.873  0.011],,-103.94310568915354,3.6956966,1520864,1.9728385,-29.691376,4.1007996e-07,2.7605414,-2.771709,1.0444744,3174.8040935993195,97.03287,0.58043593,1.1630868,100.0,0.42139867
116.57,0.23314,,-30.545633,3.8369794,19200,1.8915161,192,100,1.0,[-1.164 -1.061 -0.289 -0.879  0.005],,-103.66845905250264,2.7877028,1532521,1.0,-30.545633,5.4836274e-08,3.6139727,-3.2015142,1.0,3198.095965385437,97.22136,1.0,1.0,100.0,0.42283985
110.32,0.2232295,0.12753865,-30.207499,3.3714,19300,2.1520941,193,100,1.000689,[-1.164 -1.061 -0.289 -0.879  0.005],,-103.88495384738405,3.1370833,1543553,1.4257854,-30.221472,-7.6293944e-08,3.9571874,-13.676413,1.0194975,3219.77911567688,97.11667,0.63909566,1.0689598,100.0,0.4195617
105.49,0.21098,,-29.368076,3.2596548,19400,1.5711745,194,100,1.0,[-1.164 -1.063 -0.287 -0.878  0.004],,-103.10831110710541,3.9652593,1554102,1.0,-29.368076,3.9100647e-07,2.4935243,-3.5131025,1.0,3240.168924331665,97.04515,1.0,1.0,100.0,0.4080013
128.69,0.25738,,-31.422024,3.3924284,19500,1.600125,195,100,1.0,[-1.164 -1.063 -0.287 -0.878  0.004],,-103.45825651682213,1.9113111,1566971,1.0,-31.422024,-2.3365021e-07,2.586262,-3.1818419,1.0,3265.791592359543,97.392136,1.0,1.0,100.0,0.43719214
112.67,0.22534,,-30.450558,3.8722653,19600,1.6106791,196,100,1.0,[-1.164 -1.063 -0.287 -0.878  0.004],,-100.89771624632665,2.8827775,1578238,1.0,-30.450558,-1.9073487e-07,2.620492,-3.0973907,1.0,3286.6030411720276,97.20897,1.0,1.0,100.0,0.41780865
108.68,0.21736,,-29.951263,3.1765828,19700,1.7352874,197,100,1.0,[-1.164 -1.063 -0.287 -0.878  0.004],,-102.02863756405664,3.382072,1589106,1.0,-29.951263,-3.33786e-08,3.0416389,-3.5831046,1.0,3307.1045064926147,97.122406,1.0,1.0,100.0,0.4124489
125.24,0.25048,,-31.3125,3.9736595,19800,1.7378758,198,100,1.0,[-1.164 -1.063 -0.287 -0.878  0.004],,-104.58272547781475,2.0208368,1601630,1.0,-31.3125,-1.5735627e-07,3.050719,-3.2160735,1.0,3330.554610013962,97.32988,1.0,1.0,100.0,0.43328944
103.62,0.20724,,-29.391773,3.7887652,19900,1.7828832,199,100,1.0,[-1.164 -1.063 -0.287 -0.878  0.004],,-102.58530916608774,3.9415631,1611992,1.0,-29.391773,2.1457672e-07,3.21078,-3.2179313,1.0,3350.5894112586975,97.01997,1.0,1.0,100.0,0.4053386
117.0,0.234,,-30.336088,3.7404447,20000,1.6923884,200,100,1.0,[-1.164 -1.063 -0.287 -0.878  0.004],,-104.60408594924981,2.9972475,1623692,1.0,-30.336088,-3.3855437e-07,2.8931098,-2.9101214,1.0,3373.687439441681,97.2119,1.0,1.0,100.0,0.42336896
103.91,0.21695913,0.2423869,-29.58228,3.293723,20100,1.5183405,201,100,1.027063,[-1.164 -1.063 -0.287 -0.878  0.004],,-102.77933728921124,3.7965539,1634083,2.5817573,-29.623203,3.004074e-07,2.7267027,-3.1331792,1.0565624,3396.0176887512207,97.02176,0.48462912,1.2127872,100.0,0.42397487
123.57,0.24714,,-31.103888,3.6208017,20200,1.5998356,202,100,1.0,[-1.166 -1.064 -0.28  -0.882  0.003],,-103.35871898467347,2.229448,1646440,1.0,-31.103888,-2.5272368e-07,2.5853274,-3.0472317,1.0,3420.5313720703125,97.32712,1.0,1.0,100.0,0.4313456
108.76,0.23044586,0.32305807,-29.872227,4.126601,20300,1.8039304,203,100,1.0241888,[-1.166 -1.064 -0.28  -0.882  0.003],,-102.6236214206746,3.5218053,1657316,2.5633183,-29.92433,-1.5735627e-07,4.1700125,-3.2895303,1.1107179,3443.0372619628906,97.11284,0.1773166,1.3605926,100.0,0.43773055
101.2,0.2024,,-29.240082,3.7107718,20400,1.7623216,204,100,1.0,[-1.165 -1.061 -0.287 -0.886  0.003],,-102.80277394688643,4.093255,1667436,1.0,-29.240082,3.8146972e-08,3.1371489,-3.2343774,1.0,3464.313814640045,96.96832,1.0,1.0,100.0,0.40178198
89.64,0.17928,,-27.897882,4.7999725,20500,1.6382579,205,100,1.0,[-1.165 -1.061 -0.287 -0.886  0.003],,-103.14850855186089,5.435454,1676400,1.0,-27.897882,6.67572e-08,2.7109985,-3.541493,1.0,3482.9109582901,96.69861,1.0,1.0,100.0,0.3835975
109.73,0.21946,,-29.953796,4.090617,20600,1.6369715,206,100,1.0,[-1.165 -1.061 -0.287 -0.886  0.003],,-103.47059404485555,3.3795388,1687373,1.0,-29.953796,-3.2901764e-07,2.7067428,-3.0315084,1.0,3504.999807357788,97.11409,1.0,1.0,100.0,0.41388103
111.63,0.22326,,-30.123888,4.1666284,20700,1.6091135,207,100,1.0,[-1.165 -1.061 -0.287 -0.886  0.003],,-103.73301378208744,3.2094471,1698536,1.0,-30.123888,-1.66893e-08,2.6153996,-3.000342,1.0,3525.853818178177,97.14148,1.0,1.0,100.0,0.41643718
97.49,0.19498,,-28.847345,3.833601,20800,1.6606417,208,100,1.0,[-1.165 -1.061 -0.287 -0.886  0.003],,-102.972469487325,4.485991,1708285,1.0,-28.847345,-2.69413e-07,2.7855859,-3.603908,1.0,3544.952917098999,96.88753,1.0,1.0,100.0,0.39619273
102.33,0.2088924,0.17481603,-29.271502,3.4318378,20900,1.6728835,209,100,1.0019068,[-1.165 -1.061 -0.287 -0.886  0.003],,-103.46006871442484,4.0793133,1718518,1.3901787,-29.290314,-1.04904174e-07,3.1418152,-3.184906,1.0366025,3563.7155628204346,96.977905,0.5084081,1.1247633,100.0,0.41189447
98.53,0.20091644,0.16730832,-28.831018,3.485831,21000,1.6877232,210,100,1.0244888,[-1.166 -1.06  -0.289 -0.889  0.003],,-102.2222470152178,4.5218673,1728371,1.5546552,-28.851433,-3.6478042e-07,3.2993698,-3.6797752,1.0345947,3583.2500281333923,96.92505,0.6015176,1.1189419,100.0,0.40563232
110.36,0.22072,,-30.08841,2.9622226,21100,1.6493697,211,100,1.0,[-1.167 -1.058 -0.291 -0.893  0.003],,-103.54548710942684,3.2449274,1739407,1.0,-30.08841,-7.033348e-07,2.7478998,-3.0660524,1.0,3604.4999837875366,97.12349,1.0,1.0,100.0,0.41472673
98.59,0.19718,,-28.87865,3.2199252,21200,1.6266364,212,100,1.0,[-1.167 -1.058 -0.291 -0.893  0.003],,-102.1797170260501,4.4546843,1749266,1.0,-28.87865,-8.8214875e-07,2.6726725,-3.254561,1.0,3622.480790615082,96.927185,1.0,1.0,100.0,0.39787078
114.47,0.22894,,-30.684729,3.5913954,21300,1.6018498,213,100,1.0,[-1.167 -1.058 -0.291 -0.893  0.003],,-102.21022085072536,2.648608,1760713,1.0,-30.684729,-4.959106e-07,2.5918412,-3.2018032,1.0,3644.589548110962,97.2142,1.0,1.0,100.0,0.42015198
98.67,0.19734,,-28.859024,3.8178463,21400,1.7791384,214,100,1.0,[-1.167 -1.058 -0.291 -0.893  0.003],,-102.16499386837825,4.474312,1770580,1.0,-28.859024,-7.6293944e-08,3.1973066,-3.502657,1.0,3663.8314406871796,96.92915,1.0,1.0,100.0,0.3979908
105.24,0.21048,,-29.887802,2.8943605,21500,1.5060643,215,100,1.0,[-1.167 -1.058 -0.291 -0.893  0.003],,-102.74026308536799,3.4455342,1781104,1.0,-29.887802,6.198883e-08,2.291141,-4.87961,1.0,3683.7215082645416,97.0475,1.0,1.0,100.0,0.4076574
92.22,0.19097686,0.2754599,-28.020617,3.9093492,21600,1.7327542,216,100,1.0234561,[-1.167 -1.058 -0.291 -0.893  0.003],,-103.60197565724906,5.3435764,1790326,2.6473417,-28.050232,4.863739e-07,3.2049446,-3.1588793,1.0580144,3700.8881163597107,96.75316,0.55881816,1.1589767,100.0,0.4018257
105.83,0.24076132,0.5708767,-29.481632,4.6374936,21700,1.825434,217,100,1.0827338,[-1.165 -1.06  -0.292 -0.887  0.009],,-102.37977335349595,3.9863553,1800909,5.5252447,-29.6008,-1.4305114e-08,4.844999,-3.7762203,1.2489135,3720.5496230125427,97.0652,0.124221615,2.0928845,100.0,0.46869615
105.23,0.21046,,-29.578327,3.6197577,21800,2.0310645,218,100,1.0,[-1.164 -1.055 -0.301 -0.891  0.01 ],,-100.74426641082142,3.7550082,1811432,1.0,-29.578327,2.9563904e-07,4.1668916,-8.64661,1.0,3740.7095518112183,97.08525,1.0,1.0,100.0,0.40763834
95.31,0.19062,,-28.40906,3.5166855,21900,1.6650482,219,100,1.0,[-1.164 -1.055 -0.301 -0.891  0.01 ],,-102.88421416118567,4.924276,1820963,1.0,-28.40906,-2.1457672e-07,2.800389,-3.2648191,1.0,3759.5318653583527,96.841064,1.0,1.0,100.0,0.3927811
85.83,0.18625665,0.5590422,-26.963009,4.2441254,22000,1.5521162,220,100,1.1323457,[-1.164 -1.055 -0.301 -0.891  0.01 ],,-103.41769018115014,6.4825473,1829546,7.2751317,-27.170258,-1.1920929e-07,3.6469672,-3.3569956,1.1446462,3774.9853987693787,96.59018,0.38057676,1.6577363,100.0,0.41081235
92.95,0.19044758,0.1686647,-28.535301,3.350541,22100,1.6589215,221,100,0.99101174,[-1.168 -1.047 -0.295 -0.886  0.031],,-103.48267731076982,4.8285685,1838841,1.7280259,-28.56588,5.6743625e-07,2.8185112,-3.3417673,1.0478061,3794.9674537181854,96.77336,0.5912009,1.1281333,100.0,0.39863706
105.36,0.21845637,0.2308567,-29.94745,3.7617688,22200,1.7375801,222,100,1.006685,[-1.167 -1.047 -0.291 -0.881  0.028],,-101.97671963781373,3.4035897,1849377,2.403251,-30.003448,-6.8664554e-07,2.9066455,-5.763335,1.0557479,3817.160636663437,97.064224,0.49045405,1.275002,100.0,0.42323703
105.41,0.21082,1.438661e-06,-29.527653,4.1030664,22300,1.571673,223,100,1.0,[-1.176 -1.054 -0.291 -0.883  0.022],,-102.29725429954358,3.8056822,1859918,1.0000052,-29.527655,5.7220458e-08,2.495107,-3.2632165,1.0,3838.9019968509674,97.05907,0.99999624,1.0,100.0,0.40788183
103.86,0.21922174,0.27487433,-29.693274,3.1360314,22400,1.6678866,224,100,1.0157921,[-1.176 -1.054 -0.291 -0.883  0.022],,-101.65854541786852,3.6885173,1870304,2.2889743,-29.736563,2.3841858e-08,3.0433779,-2.899541,1.0848076,3857.835572242737,97.04239,0.34593666,1.3719261,100.0,0.42916137
103.59,0.20718,,-29.432762,4.3005342,22500,1.6394892,225,100,1.0,[-1.171 -1.063 -0.292 -0.892  0.034],,-102.70790917633023,3.900573,1880663,1.0,-29.432762,4.5537948e-07,2.7150753,-3.0747557,1.0,3877.7968871593475,97.01703,1.0,1.0,100.0,0.40527922
102.39,0.20478,3.2182103e-05,-29.291546,3.9420612,22600,1.6623733,226,100,1.0000019,[-1.171 -1.063 -0.292 -0.892  0.034],,-102.77991643952329,4.0417905,1890902,1.0000988,-29.291552,8.010864e-07,2.7914429,-3.282055,1.0,3895.9129934310913,96.992386,0.9998873,1.0,100.0,0.4035393
94.04,0.18808,2.0131016e-05,-28.666195,3.7962208,22700,1.6813965,227,100,1.0000012,[-1.171 -1.063 -0.292 -0.892  0.034],,-104.28356903605174,4.6671405,1900306,1.0000856,-28.666203,-1.8119812e-07,2.855649,-2.5395026,1.0,3913.900491952896,96.78215,0.9999622,1.0,100.0,0.39078993
107.89,0.21578,,-29.923841,4.103565,22800,1.7932006,228,100,1.0,[-1.171 -1.063 -0.292 -0.892  0.034],,-103.97536954137848,3.4094942,1911095,1.0,-29.923841,6.198883e-08,3.2480488,-4.050993,1.0,3935.529435157776,97.07257,1.0,1.0,100.0,0.41136453
104.91,0.20982,,-29.798225,3.2803798,22900,1.6286279,229,100,1.0,[-1.171 -1.063 -0.292 -0.892  0.034],,-101.28024766537693,3.535111,1921586,1.0,-29.798225,3.862381e-07,2.6792207,-3.2501316,1.0,3955.123639822006,97.0692,1.0,1.0,100.0,0.4071762
104.05,0.2081,,-29.647064,4.339114,23000,1.8626868,230,100,1.0,[-1.171 -1.063 -0.292 -0.892  0.034],,-102.7028965268275,3.6862717,1931991,1.0,-29.647064,2.8610229e-08,3.5046482,-5.5919557,1.0,3974.2713396549225,97.025894,1.0,1.0,100.0,0.40595707
100.09,0.20018,,-28.99162,3.6641455,23100,1.6870714,231,100,1.0,[-1.171 -1.063 -0.292 -0.892  0.034],,-101.34009676743769,4.3417172,1942000,1.0,-28.99162,2.5272368e-07,2.874959,-3.5446844,1.0,3994.865653038025,96.97502,1.0,1.0,100.0,0.40014648
105.36,0.21072,,-29.69729,3.6601963,23200,1.645882,232,100,1.0,[-1.171 -1.063 -0.292 -0.892  0.034],,-103.95071827270253,3.6360447,1952536,1.0,-29.69729,9.536743e-07,2.7362902,-2.7428637,1.0,4012.825445652008,97.02675,1.0,1.0,100.0,0.40780932
100.48,0.20096,,-29.039818,3.1874723,23300,1.575785,233,100,1.0,[-1.171 -1.063 -0.292 -0.892  0.034],,-102.68873753494161,4.2935176,1962584,1.0,-29.039818,1.9550323e-07,2.50818,-2.8807406,1.0,4031.285714149475,96.95604,1.0,1.0,100.0,0.400728
102.09,0.20713417,0.12824546,-29.306372,3.9069324,23400,1.8127682,234,100,1.008879,[-1.171 -1.063 -0.292 -0.892  0.034],,-103.30786037126377,4.0403876,1972793,1.6178939,-29.337854,6.67572e-08,3.12093,-9.824749,1.0248214,4049.6273012161255,96.97614,0.67939043,1.0729518,100.0,0.40897194
102.16,0.20432,,-29.226032,3.8607023,23500,1.5590627,235,100,1.0,[-1.173 -1.067 -0.29  -0.893  0.029],,-103.74986453757425,4.1073027,1983009,1.0,-29.226032,8.106232e-08,2.4552286,-3.0122776,1.0,4068.0750048160553,96.96887,1.0,1.0,100.0,0.40320715
107.79,0.21558,,-29.864124,4.164809,23600,1.8450574,236,100,1.0,[-1.173 -1.067 -0.29  -0.893  0.029],,-100.9613924319765,3.4692113,1993788,1.0,-29.864124,5.9604645e-08,3.4386225,-3.4266305,1.0,4087.2735900878906,97.12671,1.0,1.0,100.0,0.41121367
101.99,0.20781967,0.16813985,-29.132608,3.2740693,23700,1.4453156,237,100,1.008966,[-1.173 -1.067 -0.29  -0.893  0.029],,-104.93173111256587,4.219515,2003987,1.5265962,-29.151812,-2.193451e-07,2.286807,-2.7490244,1.0333872,4107.070163726807,96.94231,0.516048,1.0980885,100.0,0.4106188
101.25,0.2025,,-29.149685,3.9762278,23800,1.6827707,238,100,1.0,[-1.173 -1.065 -0.293 -0.896  0.029],,-103.90702696907174,4.1836514,2014112,1.0,-29.149685,-1.7166138e-07,2.8603208,-3.1517906,1.0,4125.380535840988,96.94751,1.0,1.0,100.0,0.40186763
104.55,0.2091,,-29.593773,4.1733346,23900,1.5082393,239,100,1.0,[-1.173 -1.065 -0.293 -0.896  0.029],,-104.37906309020529,3.7395623,2024567,1.0,-29.593773,-2.9087067e-07,2.297763,-2.9420643,1.0,4143.999139070511,97.003265,1.0,1.0,100.0,0.40666094
107.92,0.21584,,-29.729881,3.4464068,24000,1.5821363,240,100,1.0,[-1.173 -1.065 -0.293 -0.896  0.029],,-105.56154917114472,3.603455,2035359,1.0,-29.729881,-1.9550323e-07,2.5284393,-3.4520435,1.0,4163.445709228516,97.0437,1.0,1.0,100.0,0.41140285
110.45,0.2209,,-30.16284,3.3725538,24100,1.6662725,241,100,1.0,[-1.173 -1.065 -0.293 -0.896  0.029],,-100.99350097739503,3.1704965,2046404,1.0,-30.16284,-4.816055e-07,2.804509,-2.8957486,1.0,4182.533427476883,97.171234,1.0,1.0,100.0,0.41484165
103.87,0.21109226,0.15252776,-29.610806,3.5637243,24200,1.8612989,242,100,0.99988353,[-1.173 -1.065 -0.293 -0.896  0.029],,-102.1205978400015,3.7399206,2056791,1.6091435,-29.631437,-1.14440915e-07,3.4983003,-4.3418117,1.0290793,4200.770975112915,97.03369,0.6650698,1.0711995,100.0,0.41227522
109.18,0.21836,,-29.712305,3.5522954,24300,1.7687641,243,100,1.0,[-1.173 -1.066 -0.289 -0.894  0.029],,-103.92775408719984,3.6210315,2067709,1.0,-29.712305,1.3589859e-07,3.1601279,-3.4494324,1.0,4221.093326807022,97.09621,1.0,1.0,100.0,0.4131268
113.89,0.22778,,-30.26594,3.5074139,24400,1.5375699,244,100,1.0,[-1.173 -1.066 -0.289 -0.894  0.029],,-102.74832324984956,3.0673962,2079098,1.0,-30.26594,5.9604645e-07,2.388001,-3.4401245,1.0,4242.690170288086,97.19566,1.0,1.0,100.0,0.41939494
102.95,0.2059,,-29.301075,3.4611213,24500,1.7027179,245,100,1.0,[-1.173 -1.066 -0.289 -0.894  0.029],,-102.2205450511332,4.0322604,2089393,1.0,-29.301075,-7.152557e-09,2.9285324,-3.2593126,1.0,4262.597838640213,97.014175,1.0,1.0,100.0,0.404368
124.4,0.2488,,-31.069534,3.7150774,24600,1.6041182,246,100,1.0,[-1.173 -1.066 -0.289 -0.894  0.029],,-101.51169988493366,2.2638023,2101833,1.0,-31.069534,7.6293944e-08,2.5991871,-3.1744742,1.0,4284.5108959674835,97.36798,1.0,1.0,100.0,0.432315
101.0,0.202,7.801904e-06,-29.238655,3.8772883,24700,1.8500086,247,100,1.0000001,[-1.173 -1.066 -0.289 -0.894  0.029],,-103.11534050085373,4.09468,2111933,1.0000309,-29.23866,2.9087067e-07,3.4571073,-3.3190398,1.0,4302.703319072723,96.958115,0.9999961,1.0,100.0,0.40150222
96.67,0.19636816,0.122347586,-28.777283,3.596509,24800,1.7570513,248,100,1.0052159,[-1.173 -1.066 -0.289 -0.894  0.029],,-101.02952454789123,4.573479,2121600,1.485651,-28.795864,-1.3828277e-07,3.1399848,-3.2033038,1.0228937,4320.519653558731,96.909805,0.7251725,1.0908961,100.0,0.4011629
113.24,0.24701117,0.32453966,-30.22385,3.8111205,24900,1.7640252,249,100,1.060284,[-1.175 -1.067 -0.285 -0.896  0.027],,-102.5620358997308,3.1628487,2132924,2.2144065,-30.274824,-3.9100647e-07,4.0549903,-3.6161232,1.1410666,4341.460790872574,97.18858,0.36851633,1.6282791,100.0,0.45900667
94.47,0.19341992,0.16881968,-28.227697,3.5744739,25000,1.4755638,250,100,0.99825263,[-1.174 -1.063 -0.289 -0.901  0.024],,-102.64004947598134,5.1340117,2142371,1.7803302,-28.256332,4.6014785e-07,2.4453318,-3.5111432,1.0341095,4360.222238779068,96.827034,0.5494084,1.1256282,100.0,0.4008365
101.52,0.20304,,-29.306595,3.8731365,25100,1.929007,251,100,1.0,[-1.174 -1.063 -0.295 -0.898  0.022],,-103.7839197638138,4.0267415,2152523,1.0,-29.306595,-1.04904174e-07,3.758654,-5.200411,1.0,4379.247330904007,96.9554,1.0,1.0,100.0,0.40224612
104.23,0.20846,,-29.2384,3.7558317,25200,1.752925,252,100,1.0,[-1.174 -1.063 -0.295 -0.898  0.022],,-103.22229003705958,4.0949354,2162946,1.0,-29.2384,-4.816055e-07,3.1037831,-3.9494362,1.0,4397.321273803711,97.01933,1.0,1.0,100.0,0.4062071
96.02,0.19204,,-28.59771,3.509976,25300,1.6499543,253,100,1.0,[-1.174 -1.063 -0.295 -0.898  0.022],,-102.13802639596969,4.7356267,2172548,1.0,-28.59771,-6.9141386e-08,2.7498474,-2.7555623,1.0,4414.4711718559265,96.872574,1.0,1.0,100.0,0.39389068
99.71,0.19942,,-28.99636,2.9882448,25400,1.5306202,254,100,1.0,[-1.174 -1.063 -0.295 -0.898  0.022],,-102.15475486355167,4.3369746,2182519,1.0,-28.99636,8.583069e-08,2.3664627,-3.3367567,1.0,4433.182117700577,96.95096,1.0,1.0,100.0,0.39957702
100.1,0.2002,,-29.101131,3.7002907,25500,1.6820618,255,100,1.0,[-1.174 -1.063 -0.295 -0.898  0.022],,-103.7911488220326,4.232204,2192529,1.0,-29.101131,1.5258789e-07,2.8579104,-3.4206772,1.0,4450.495594739914,96.926254,1.0,1.0,100.0,0.40016076
101.23,0.20246,,-29.104002,3.4408367,25600,1.8021849,256,100,1.0,[-1.174 -1.063 -0.295 -0.898  0.022],,-103.41705139936882,4.2293334,2202652,1.0,-29.104002,2.3365021e-07,3.2806766,-3.3413844,1.0,4468.203160762787,96.95679,1.0,1.0,100.0,0.4018399
101.79,0.20722207,0.16871132,-29.591408,3.9210553,25700,1.7085139,257,100,0.9928133,[-1.174 -1.063 -0.295 -0.898  0.022],,-102.73645731288903,3.7619522,2212831,1.5932461,-29.612883,2.1696091e-07,2.9199505,-4.068753,1.0336161,4486.96417927742,96.9814,0.6473174,1.0948907,100.0,0.4099386
96.45,0.19498426,0.1290812,-28.73377,3.7488396,25800,1.7161361,258,100,1.0054038,[-1.174 -1.064 -0.291 -0.896  0.022],,-105.1435793418185,4.609583,2222476,1.4312401,-28.769129,3.6239624e-07,3.1578052,-3.0410233,1.0156145,4504.5991044044495,96.81973,0.6321336,1.0443184,100.0,0.39886326
