MinIW,StdIW,EpThisIter,Iteration,MeanIW,InitialReturnMean,TimeElapsed,EpisodesSoFar,InitialReturnMax,EpLenMean,InitialBound,Weights,Bound,J_sample_variance,MaxIW,ReturnMeanIW,EpRewMean,InitialReturnStd,InitialReturnMin,TimestepsSoFar,EmpiricalD2
0.8505506,0.05851471,100,295,1.0090069,-1.2588501e-06,2843.7814540863037,29500,27.422386,52.75,-404276180000000.0,[-0.443 -0.65  -0.444 -0.292  0.011],-404276180000000.0,175.53595,1.1915152,148.73018,-118.97568128338463,10.944506,-16.81002,1409035,1.003625
0.93446356,0.030585593,100,296,1.0086135,1.411438e-06,2854.944931268692,29600,30.106411,54.32,-309791560000000.0,[-0.443 -0.65  -0.443 -0.29   0.011],-309791560000000.0,126.75622,1.1231067,143.89005,-119.41253531061437,10.4047575,-19.520332,1414467,1.0009801
0.91660726,0.0305968,100,297,1.0078739,3.890991e-06,2864.963675260544,29700,34.427517,50.26,-434223540000000.0,[-0.444 -0.651 -0.443 -0.29   0.011],-434223540000000.0,83.2503,1.0993968,157.03581,-117.65389587714083,8.330373,-17.719475,1419493,1.0012445
0.9365428,0.029127367,100,298,1.0075217,-1.7929077e-06,2875.7912163734436,29800,40.055286,55.85,-239495280000000.0,[-0.443 -0.651 -0.444 -0.289  0.011],-239495280000000.0,147.97537,1.136057,141.66779,-122.48632410991351,10.492065,-19.483803,1425078,1.000718
0.8602257,0.047066897,100,299,1.0078332,3.852844e-06,2886.8549416065216,29900,18.942932,51.91,-425451140000000.0,[-0.443 -0.651 -0.443 -0.289  0.011],-425451140000000.0,101.39898,1.2184463,153.63637,-120.34046251980239,8.388515,-17.551079,1430269,1.002618
0.62135583,0.14697711,100,300,1.0075858,-3.852844e-06,2897.194173336029,30000,25.096313,52.78,-421130570000000.0,[-0.443 -0.651 -0.443 -0.287  0.01 ],-421130570000000.0,360.09668,1.367547,149.32544,-119.84242417042198,11.123947,-21.580505,1435547,1.0285617
0.8698539,0.037782367,100,301,1.0087308,-3.1280517e-06,2907.0779824256897,30100,29.416145,50.74,-421130570000000.0,[-0.442 -0.653 -0.443 -0.294  0.011],-421130570000000.0,96.78304,1.0995026,157.59851,-119.95341412438144,9.910036,-19.666893,1440621,1.0019364
0.8856746,0.041609935,100,302,1.0067906,-1.1100769e-05,2917.1698887348175,30200,40.995895,52.5,-388085860000000.0,[-0.442 -0.653 -0.444 -0.293  0.009],-388085860000000.0,164.96606,1.1697842,150.42326,-119.70465263539018,9.7864685,-19.911514,1445871,1.001981
0.841046,0.06729203,100,303,1.0079253,5.1116945e-06,2926.5600514411926,30300,44.401154,50.32,-285348370000000.0,[-0.442 -0.653 -0.443 -0.295  0.009],-285348370000000.0,149.06252,1.2066522,158.19142,-119.07723850058431,9.592546,-17.574425,1450903,1.0062689
0.8143871,0.09129867,100,304,1.0066724,-4.577637e-06,2936.495807170868,30400,37.55962,49.32,-361272750000000.0,[-0.441 -0.652 -0.444 -0.291  0.008],-361272750000000.0,224.66858,1.2681001,162.90582,-119.56497338042519,9.96129,-18.247643,1455835,1.0083916
0.902792,0.046623167,100,305,1.0082712,3.6621093e-06,2947.4782819747925,30500,42.981388,54.4,-319476440000000.0,[-0.442 -0.653 -0.444 -0.288  0.006],-319476440000000.0,163.6006,1.1358371,145.25912,-121.07166745111867,11.119594,-16.491798,1461275,1.0022854
0.81581247,0.085549034,100,306,1.0048611,-5.569458e-06,2957.4751167297363,30600,24.216476,52.82,-364988670000000.0,[-0.443 -0.654 -0.442 -0.288  0.006],-364988670000000.0,229.48769,1.2351477,149.23454,-119.69040587490097,9.482414,-19.248978,1466557,1.0109577
0.6161632,0.112297244,100,307,1.0100553,3.2043456e-06,2966.8288481235504,30700,40.18401,52.21,-312987450000000.0,[-0.446 -0.652 -0.439 -0.29   0.007],-312987450000000.0,210.30388,1.250093,151.61606,-119.8608337955099,10.6805105,-18.642624,1471778,1.0128125
0.7552755,0.09289181,100,308,1.0079479,-3.7384034e-06,2976.099975347519,30800,23.104042,52.73,-408426460000000.0,[-0.447 -0.651 -0.443 -0.292  0.006],-408426460000000.0,217.82333,1.3572029,149.53062,-119.65096743100317,9.754374,-20.489784,1477051,1.0092665
0.85082567,0.053424552,100,309,1.0059246,-7.095337e-06,2985.7279784679413,30900,28.873798,52.49,-361272750000000.0,[-0.446 -0.652 -0.442 -0.289  0.005],-361272750000000.0,164.85777,1.2168832,148.21225,-117.57056480273737,10.01233,-21.762741,1482300,1.0032631
0.7380077,0.06381756,100,310,1.0077329,3.7384034e-06,2996.1681497097015,31000,26.900131,50.79,-357594000000000.0,[-0.447 -0.652 -0.441 -0.291  0.006],-357594000000000.0,121.33789,1.1758739,155.49759,-118.24502195872806,10.07093,-20.766327,1487379,1.0045676
0.61758655,0.12833843,100,311,1.005458,2.708435e-06,3006.1844630241394,31100,30.696297,49.45,-364988670000000.0,[-0.446 -0.652 -0.444 -0.29   0.006],-364988670000000.0,271.6402,1.3429701,160.69185,-118.074035580954,9.992495,-18.370262,1492324,1.0178313
0.8330232,0.052636795,100,312,1.0090809,4.348755e-06,3015.5027372837067,31200,31.45813,51.4,-353952000000000.0,[-0.445 -0.654 -0.448 -0.294  0.005],-353952000000000.0,130.74622,1.1314288,154.93994,-119.83786593493375,9.811715,-19.771492,1497464,1.0028194
0.68972075,0.10174141,100,313,1.0039922,-1.3732911e-06,3025.8525598049164,31300,27.742527,49.17,-416853250000000.0,[-0.445 -0.653 -0.449 -0.295  0.004],-416853250000000.0,328.6848,1.3167467,161.25572,-117.66243753091669,10.436808,-21.456688,1502381,1.0109054
0.8710247,0.048075862,100,314,1.0090675,-7.6293944e-08,3035.483783721924,31400,33.77216,50.5,-421130570000000.0,[-0.445 -0.655 -0.446 -0.294  0.005],-421130570000000.0,124.55789,1.1336417,156.83266,-118.55303299179742,9.821352,-17.753769,1507431,1.0036396
0.87301,0.058461256,100,315,1.0071256,2.784729e-06,3045.1858785152435,31500,37.791992,52.8,-416853250000000.0,[-0.444 -0.655 -0.448 -0.292  0.004],-416853250000000.0,199.56357,1.1704406,149.11902,-119.42063217856477,11.447211,-18.432312,1512711,1.0038029
0.8960451,0.03999729,100,316,1.0077084,3.890991e-06,3055.3891723155975,31600,47.196774,51.53,-372533520000000.0,[-0.444 -0.656 -0.447 -0.29   0.004],-372533520000000.0,180.10034,1.0977398,154.43008,-119.92641532012318,11.058945,-19.709381,1517864,1.0015498
0.8499075,0.03584548,100,317,1.0079833,-4.005432e-06,3064.5439608097076,31700,36.705536,50.15,-319476440000000.0,[-0.445 -0.656 -0.445 -0.291  0.004],-319476440000000.0,119.00869,1.0966295,157.34476,-117.82999054715913,9.955615,-19.016396,1522879,1.001053
0.8785477,0.048237815,100,318,1.0067515,-6.027222e-06,3075.0995168685913,31800,22.11819,52.11,-361272750000000.0,[-0.445 -0.655 -0.446 -0.292  0.003],-361272750000000.0,151.66212,1.1579709,152.89653,-120.4975516419447,9.171201,-21.06009,1528090,1.0029012
0.8743575,0.052065164,100,319,1.0071886,3.7002565e-06,3085.8365631103516,31900,34.90455,54.85,-368742140000000.0,[-0.447 -0.654 -0.445 -0.294  0.005],-368742140000000.0,187.0569,1.1890247,142.78618,-120.36775305349278,10.917916,-20.497871,1533575,1.0030683
0.8296131,0.09022564,100,320,1.0076472,-2.7465821e-06,3096.3363888263702,32000,37.92649,52.38,-368742140000000.0,[-0.447 -0.655 -0.443 -0.294  0.004],-368742140000000.0,232.86435,1.2584538,150.84521,-119.52576017633977,9.7800665,-17.621681,1538813,1.0082896
0.86010593,0.060220633,100,321,1.0082921,-7.476807e-06,3105.9567489624023,32100,40.105988,54.37,-384138960000000.0,[-0.448 -0.656 -0.441 -0.292  0.005],-384138960000000.0,192.08107,1.2166688,145.50139,-121.35575598857783,11.7088,-16.971718,1544250,1.0040565
0.8064699,0.09337452,100,322,1.0089873,-4.959106e-07,3116.1463363170624,32200,36.78832,53.55,-350346460000000.0,[-0.449 -0.657 -0.44  -0.291  0.005],-350346460000000.0,195.78625,1.4874854,148.42514,-121.33662796561062,10.1581335,-17.509819,1549605,1.0081847
0.8094871,0.06487529,100,323,1.0079788,-2.2888183e-07,3127.155385017395,32300,30.163235,55.3,-408426460000000.0,[-0.449 -0.657 -0.437 -0.289  0.005],-408426460000000.0,189.91893,1.2328572,141.94902,-120.8756455874464,9.803861,-21.626755,1555135,1.0038927
0.85320497,0.048516944,100,324,1.0078197,-2.4795531e-06,3137.6396305561066,32400,29.979778,53.14,-336281200000000.0,[-0.45  -0.657 -0.436 -0.287  0.005],-336281200000000.0,107.79579,1.1242137,149.34267,-120.729012441105,9.513011,-20.389046,1560449,1.0029063
0.8599225,0.0556352,100,325,1.0071841,-3.1661987e-06,3148.4438195228577,32500,46.387993,54.16,-364988670000000.0,[-0.449 -0.657 -0.438 -0.287  0.002],-364988670000000.0,219.94136,1.1803569,144.9603,-120.14382409039678,10.847676,-20.505035,1565865,1.0037464
0.8755318,0.055467263,100,326,1.0059602,-6.2561035e-06,3158.3866238594055,32600,27.722466,54.29,-396099630000000.0,[-0.45  -0.657 -0.437 -0.289  0.001],-396099630000000.0,182.40425,1.174761,144.1944,-119.88279535809703,9.921603,-20.934464,1571294,1.0032852
0.83201617,0.06768934,100,327,1.0061872,-3.3950805e-06,3169.2085542678833,32700,26.841293,53.7,-364988670000000.0,[-0.451 -0.657 -0.435 -0.289  0.001],-364988670000000.0,236.08801,1.2629644,146.21135,-119.77648472879528,10.719849,-22.281395,1576664,1.0045182
0.7136452,0.09403656,100,328,1.0098183,-7.781982e-06,3181.391332626343,32800,27.347965,54.66,-326097200000000.0,[-0.453 -0.657 -0.434 -0.292  0.001],-326097200000000.0,171.10574,1.2424076,142.3263,-119.40965577817796,10.033237,-20.218376,1582130,1.0108097
0.81789005,0.048268057,100,329,1.0099833,2.2888185e-06,3192.815403699875,32900,22.22311,53.35,-392072600000000.0,[-0.452 -0.655 -0.434 -0.295 -0.001],-392072600000000.0,106.59859,1.1821961,147.23433,-119.57763549609787,9.897,-18.957954,1587465,1.002831
0.8591563,0.047124594,100,330,1.0097003,-4.196167e-07,3203.0439414978027,33000,27.4389,53.77,-388085860000000.0,[-0.452 -0.655 -0.436 -0.295 -0.001],-388085860000000.0,128.06816,1.201858,147.54994,-121.21534863747188,10.223659,-20.248306,1592842,1.0025522
0.9324096,0.035526842,100,331,1.0082046,-1.6784668e-06,3214.16149187088,33100,26.32302,55.22,-322770180000000.0,[-0.452 -0.654 -0.437 -0.293 -0.001],-322770180000000.0,141.91467,1.1230582,140.68465,-119.6223083526753,9.691608,-19.116798,1598364,1.0011276
0.82893044,0.07517335,100,332,1.0080488,1.1825562e-06,3224.9879517555237,33200,35.36104,52.8,-339744700000000.0,[-0.452 -0.654 -0.436 -0.293 -0.002],-339744700000000.0,260.3334,1.3119103,147.05334,-117.74214237094262,10.871807,-18.771317,1603644,1.0063211
0.836119,0.07895519,100,333,1.0102986,4.234314e-06,3235.2589151859283,33300,22.290604,52.9,-384138960000000.0,[-0.454 -0.654 -0.435 -0.296 -0.002],-384138960000000.0,173.46188,1.3173205,147.84578,-118.62681176221984,9.955386,-21.08603,1608934,1.0063977
0.81723505,0.07020899,100,334,1.0068941,2.0217894e-06,3245.626462697983,33400,25.74181,53.84,-364988670000000.0,[-0.454 -0.654 -0.435 -0.293 -0.001],-364988670000000.0,193.59348,1.2069244,144.46973,-118.60491748716373,10.697091,-21.520218,1614318,1.0049578
0.8822023,0.04356588,100,335,1.0086251,2.4414062e-06,3255.939561367035,33500,43.06285,53.55,-326097200000000.0,[-0.455 -0.654 -0.433 -0.295 -0.002],-326097200000000.0,132.08707,1.116496,146.69093,-119.69649326844943,10.155689,-18.733223,1619673,1.0021378
0.8618266,0.060705896,100,336,1.0067712,-5.1879883e-06,3266.476258993149,33600,31.291004,55.31,-372533520000000.0,[-0.455 -0.653 -0.434 -0.296 -0.002],-372533520000000.0,177.55698,1.2696182,141.38425,-120.37179370958717,10.163493,-18.234932,1625204,1.0038224
0.823566,0.07110624,100,337,1.0101627,-4.196167e-07,3277.7525753974915,33700,42.121014,53.57,-332852350000000.0,[-0.455 -0.654 -0.432 -0.297 -0.001],-332852350000000.0,138.13057,1.2400874,148.49806,-121.51476024144395,10.717021,-19.294655,1630561,1.0063785
0.6997775,0.1256903,100,338,1.0117227,-2.670288e-07,3288.0583593845367,33800,33.795357,54.0,-396099630000000.0,[-0.453 -0.655 -0.435 -0.296  0.002],-396099630000000.0,268.32434,1.4452374,145.42085,-119.81968016783803,10.33807,-19.390564,1635961,1.0132372
0.89781165,0.036428638,100,339,1.0104063,5.455017e-06,3299.106287956238,33900,32.880547,55.6,-247028420000000.0,[-0.454 -0.656 -0.438 -0.3    0.002],-247028420000000.0,132.303,1.1196402,139.44327,-119.45778681282444,11.25985,-19.16114,1641521,1.0014259
0.8694663,0.05228919,100,340,1.0093805,4.5776366e-07,3310.745522260666,34000,43.279675,54.73,-376363200000000.0,[-0.453 -0.656 -0.439 -0.299  0.002],-376363200000000.0,168.50209,1.1716983,143.11525,-120.19162289517247,10.800325,-19.190262,1646994,1.0029376
0.88171184,0.056686237,100,341,1.0073506,-1.9073487e-07,3320.9843204021454,34100,41.844563,55.02,-309791560000000.0,[-0.454 -0.657 -0.437 -0.298  0.001],-309791560000000.0,207.82451,1.2354695,141.26312,-119.52858150581244,10.925433,-19.329445,1652496,1.0025306
0.7885218,0.09505648,100,342,1.0034541,6.1035155e-07,3332.253884792328,34200,26.073944,54.97,-361272750000000.0,[-0.455 -0.657 -0.436 -0.298  0.002],-361272750000000.0,294.0834,1.3427639,142.76723,-120.64098186245839,10.214245,-21.11248,1657993,1.008837
0.8990145,0.055839665,100,343,1.0082978,2.2888183e-07,3343.4972960948944,34300,42.110485,55.83,-285348370000000.0,[-0.455 -0.659 -0.433 -0.299  0.002],-285348370000000.0,267.90298,1.2210848,137.28874,-118.36953603218815,12.668162,-18.72013,1663576,1.0031556
0.76621246,0.054649245,100,344,1.0084417,9.689331e-06,3353.950281858444,34400,25.903618,54.5,-252178180000000.0,[-4.566e-01 -6.587e-01 -4.312e-01 -2.999e-01  5.720e-04],-252178180000000.0,164.141,1.1507716,145.59178,-121.8111305971183,9.753581,-19.145828,1669026,1.0034186
0.8662706,0.06612028,100,345,1.0089669,5.683899e-06,3366.5631487369537,34500,36.538055,55.55,-326097200000000.0,[-0.456 -0.661 -0.43  -0.302 -0.002],-326097200000000.0,225.06104,1.282296,139.28062,-119.26840926365614,11.397902,-23.309898,1674581,1.0035028
0.89161575,0.043727074,100,346,1.0072871,-7.2479247e-07,3377.3342576026917,34600,36.853504,55.58,-316215660000000.0,[-0.457 -0.661 -0.429 -0.301 -0.002],-316215660000000.0,152.98837,1.1459868,142.41098,-122.30114063674428,11.12584,-18.320587,1680139,1.0022877
0.8928007,0.047209986,100,347,1.0096818,6.8664554e-07,3388.1233265399933,34700,42.3576,56.16,-252178180000000.0,[-0.457 -0.662 -0.428 -0.3   -0.002],-252178180000000.0,154.58415,1.1453304,139.88258,-121.68471928404712,11.137341,-19.708061,1685755,1.0020986
0.80706096,0.07309883,100,348,1.0092043,-3.5858154e-06,3399.2128937244415,34800,26.093422,55.15,-329457800000000.0,[-0.456 -0.662 -0.427 -0.299 -0.003],-329457800000000.0,146.80185,1.2363688,141.06996,-119.69530295834782,9.925973,-21.64032,1691270,1.0071205
0.87396944,0.0415238,100,349,1.007085,1.1444092e-06,3409.084110736847,34900,30.222538,56.11,-368742140000000.0,[-0.456 -0.661 -0.429 -0.299 -0.003],-368742140000000.0,158.24341,1.1248233,139.66039,-121.21096099013563,10.253806,-19.225883,1696881,1.0016471
0.85644984,0.06489745,100,350,1.004014,-9.536743e-07,3420.4471232891083,35000,25.433666,57.04,-336281200000000.0,[-0.456 -0.661 -0.428 -0.3   -0.003],-336281200000000.0,219.69203,1.2046077,136.99664,-121.68591377969467,11.002446,-19.852089,1702585,1.0053868
0.8295403,0.077756815,100,351,1.0069474,-2.1743774e-06,3432.3321435451508,35100,21.551353,53.71,-357594000000000.0,[-0.457 -0.662 -0.426 -0.3   -0.002],-357594000000000.0,185.74489,1.2435006,145.33582,-119.10109450217844,8.806669,-17.633133,1707956,1.0059065
0.74825984,0.12848116,100,352,1.0027733,-1.5640259e-06,3442.995261669159,35200,35.70792,55.87,-336281200000000.0,[-0.457 -0.662 -0.424 -0.303 -0.002],-336281200000000.0,377.25055,1.4982615,136.29759,-117.50647043967825,11.439709,-18.222092,1713543,1.0205733
0.7142198,0.11467809,100,353,1.0039092,-6.980896e-06,3454.7112584114075,35300,43.171036,57.8,-361272750000000.0,[-4.577e-01 -6.631e-01 -4.221e-01 -2.988e-01  1.997e-04],-361272750000000.0,343.332,1.5340595,133.29053,-120.3269949529764,12.149633,-23.587555,1719323,1.0156
0.76594484,0.09111736,100,354,1.0067381,-5.989075e-06,3465.9644100666046,35400,23.26218,57.23,-384138960000000.0,[-4.587e-01 -6.641e-01 -4.185e-01 -2.977e-01  7.419e-05],-384138960000000.0,199.1219,1.4107089,134.03937,-119.28906191011701,9.539472,-18.817589,1725046,1.0097171
0.67337424,0.098557346,100,355,1.013495,2.4032593e-06,3477.5634138584137,35500,40.76324,58.87,-273844280000000.0,[-0.462 -0.664 -0.417 -0.297  0.001],-273844280000000.0,188.71378,1.3321621,130.63141,-120.7960374225771,11.979732,-17.268372,1730933,1.01003
0.8338251,0.06024669,100,356,1.01065,3.5476685e-06,3488.6450748443604,35600,24.231808,56.34,-336281200000000.0,[-0.461 -0.665 -0.419 -0.3   -0.001],-336281200000000.0,114.00279,1.1778142,137.42993,-119.94332374273583,9.407596,-18.852943,1736567,1.0038826
0.8876258,0.057202052,100,357,1.0081762,5.722046e-07,3499.5183804035187,35700,35.60645,56.16,-249590350000000.0,[-0.461 -0.663 -0.42  -0.301 -0.001],-249590350000000.0,174.2944,1.1920793,137.19725,-119.21470440779538,11.261373,-22.794113,1742183,1.0042922
0.8494453,0.06943524,100,358,1.0043316,1.9073486e-06,3510.946277856827,35800,39.64478,59.29,-271039780000000.0,[-0.46  -0.664 -0.419 -0.298 -0.002],-271039780000000.0,209.97304,1.2949448,131.54369,-123.0510927956732,11.043591,-20.043427,1748112,1.0052638
0.74978757,0.092681296,100,359,1.0104579,-1.1444092e-06,3521.7810006141663,35900,27.133686,57.01,-329457800000000.0,[-0.461 -0.665 -0.418 -0.299 -0.001],-329457800000000.0,202.69759,1.3166519,136.87444,-121.51270206577219,9.300714,-18.316383,1753813,1.0094534
0.78161734,0.089372925,100,360,1.0078094,-3.3187866e-06,3533.238442182541,36000,23.291527,57.81,-322770180000000.0,[-0.462 -0.664 -0.417 -0.302 -0.002],-322770180000000.0,225.90337,1.3333137,134.35298,-121.33794684163064,10.957797,-22.132607,1759594,1.0076064
0.84199035,0.07415303,100,361,1.011392,-3.8146973e-06,3544.8722875118256,36100,37.28118,59.55,-300394300000000.0,[-0.462 -0.665 -0.415 -0.3   -0.001],-300394300000000.0,149.62935,1.233722,128.68065,-120.90457306065963,11.202422,-19.82534,1765549,1.0065227
0.7314289,0.11322099,100,362,1.0096978,1.7547608e-06,3556.5310933589935,36200,28.641464,58.27,-273844280000000.0,[-0.462 -0.665 -0.416 -0.297 -0.001],-273844280000000.0,269.13004,1.4137256,131.64362,-120.12149341095773,10.3218,-19.862381,1771376,1.0138562
0.8224335,0.082078144,100,363,1.0065758,-7.2479247e-07,3567.5579550266266,36300,29.6792,59.62,-326097200000000.0,[-0.46  -0.666 -0.414 -0.302 -0.004],-326097200000000.0,203.60527,1.3177645,127.38604,-119.57174099695696,10.275064,-18.990334,1777338,1.0063118
0.880082,0.058421046,100,364,1.0123454,-4.119873e-06,3581.7695796489716,36400,37.828613,63.81,-220482870000000.0,[-0.46  -0.668 -0.413 -0.302 -0.001],-220482870000000.0,232.70845,1.2286043,116.44012,-120.05161704302942,12.783924,-24.002205,1783719,1.0032583
0.8586499,0.066938974,100,365,1.0073115,6.866455e-06,3594.704208135605,36500,46.226997,63.89,-276677080000000.0,[-0.461 -0.668 -0.411 -0.301 -0.001],-276677080000000.0,253.55087,1.253617,118.37952,-122.34425452576828,12.867603,-25.32167,1790108,1.0052586
0.88330334,0.06140649,100,366,1.0096203,8.010864e-07,3606.6680505275726,36600,47.714165,65.15,-241981140000000.0,[-0.462 -0.669 -0.409 -0.301 -0.001],-241981140000000.0,227.35161,1.2287143,117.10632,-124.78908952320286,12.25044,-22.151405,1796623,1.0029163
0.70846653,0.12021965,100,367,1.010032,-4.653931e-06,3617.807608127594,36700,35.22518,58.01,-319476440000000.0,[-0.462 -0.67  -0.408 -0.3   -0.001],-319476440000000.0,177.82121,1.3875899,133.27063,-120.95209963242962,8.953151,-16.215614,1802424,1.0178282
0.7505195,0.1134044,100,368,1.0109985,-5.7983398e-06,3629.251406431198,36800,30.216728,61.75,-300394300000000.0,[-4.605e-01 -6.701e-01 -4.124e-01 -3.014e-01 -5.608e-04],-300394300000000.0,196.39009,1.4712563,122.88361,-121.02372986855752,9.8294935,-18.514572,1808599,1.0123837
0.82408917,0.05979511,100,369,1.0096118,-1.1444092e-06,3641.252467393875,36900,30.180393,60.81,-288297330000000.0,[-0.461 -0.672 -0.411 -0.299 -0.001],-288297330000000.0,173.09529,1.179571,123.94494,-119.60818518363088,11.361342,-22.907532,1814680,1.0041655
0.8710652,0.053233508,100,370,1.0106922,3.4713746e-06,3652.3964400291443,37000,28.532467,58.07,-368742140000000.0,[-0.461 -0.671 -0.41  -0.302 -0.002],-368742140000000.0,123.78997,1.1403906,133.00641,-120.96245959169228,10.562874,-20.450623,1820487,1.002993
0.86014825,0.09390836,100,371,1.0087947,-6.8664554e-07,3664.943936109543,37100,36.252277,61.0,-241981140000000.0,[-0.461 -0.671 -0.411 -0.303 -0.002],-241981140000000.0,238.19598,1.4868196,124.49098,-120.50150934047824,11.842309,-23.001495,1826587,1.0073806
0.7422321,0.092171535,100,372,1.0134776,4.577637e-06,3675.792275905609,37200,37.487103,62.14,-262793510000000.0,[-0.463 -0.671 -0.41  -0.302  0.002],-262793510000000.0,130.27306,1.2520282,123.915886,-123.66421084058443,10.491256,-18.785484,1832801,1.011016
0.80120206,0.084940396,100,373,1.0057428,-3.5476685e-06,3687.7063834667206,37300,43.80469,57.78,-241981140000000.0,[-0.462 -0.67  -0.413 -0.301  0.003],-241981140000000.0,272.0676,1.4340056,133.04698,-120.4057554179728,11.821364,-20.201042,1838579,1.0084581
0.77449584,0.10150859,100,374,1.0085526,5.607605e-06,3699.5113990306854,37400,26.948997,61.48,-282428800000000.0,[-4.632e-01 -6.675e-01 -4.109e-01 -3.041e-01  4.930e-04],-282428800000000.0,252.31735,1.3047858,124.65078,-122.03573675674454,10.614803,-18.76059,1844727,1.0083493
0.6888715,0.118070416,100,375,1.0129305,3.8146973e-07,3711.0297660827637,37500,32.357357,60.89,-209353350000000.0,[-0.466 -0.665 -0.412 -0.306  0.002],-209353350000000.0,168.96706,1.3253229,123.21321,-119.0522861799147,12.428025,-24.93946,1850816,1.0133289
0.66977423,0.10450967,100,376,1.0137196,3.1280517e-06,3722.668462753296,37600,38.519447,57.95,-225093620000000.0,[-4.655e-01 -6.627e-01 -4.147e-01 -3.073e-01  1.386e-04],-225093620000000.0,157.56898,1.3001964,132.66563,-120.41499989536885,12.869628,-23.39785,1856611,1.0105681
0.86532575,0.036414623,100,377,1.0102398,5.531311e-06,3733.268736600876,37700,30.52594,56.01,-350346460000000.0,[-4.649e-01 -6.618e-01 -4.170e-01 -3.094e-01  6.255e-04],-350346460000000.0,94.18016,1.1237689,138.641,-119.9730433669094,9.158205,-20.023857,1862212,1.001246
0.8286245,0.080670975,100,378,1.0074732,1.14440915e-07,3745.6634895801544,37800,29.588078,58.03,-329457800000000.0,[-0.464 -0.662 -0.418 -0.308  0.001],-329457800000000.0,220.59875,1.3301026,130.91116,-118.73650212381627,10.671228,-20.65232,1868015,1.0089492
0.7142379,0.102110036,100,379,1.012607,2.7465821e-06,3757.1973435878754,37900,28.59077,58.31,-300394300000000.0,[-0.466 -0.662 -0.416 -0.306  0.001],-300394300000000.0,190.01247,1.2513838,131.05443,-119.72883381885933,10.299856,-19.29515,1873846,1.0101001
0.8502512,0.08063401,100,380,1.0078622,3.7384034e-06,3769.269501209259,38000,43.961708,60.58,-273844280000000.0,[-0.466 -0.661 -0.419 -0.308  0.001],-273844280000000.0,281.5018,1.2924092,125.06876,-120.21488729320248,12.337515,-25.617233,1879904,1.0048988
0.60175085,0.170662,100,381,1.0067008,-4.272461e-06,3782.2003190517426,38100,41.743103,57.88,-282428800000000.0,[-0.467 -0.662 -0.417 -0.307  0.001],-282428800000000.0,427.7355,1.5680206,132.32437,-119.83988464182306,11.143866,-21.462563,1885692,1.0365728
0.8691846,0.06089454,100,382,1.0073434,-1.1444092e-06,3793.8188211917877,38200,42.011696,57.96,-209353350000000.0,[-4.680e-01 -6.596e-01 -4.180e-01 -2.988e-01 -2.577e-04],-209353350000000.0,244.56204,1.2298739,132.20625,-119.9091721040159,12.0567,-22.184624,1891488,1.0038699
0.805753,0.090426065,100,383,1.0072256,2.822876e-06,3805.152140378952,38300,52.02578,59.31,-205055800000000.0,[-4.686e-01 -6.606e-01 -4.163e-01 -2.988e-01  3.306e-04],-205055800000000.0,326.35812,1.3219142,129.99127,-121.71370613961948,12.872698,-22.667892,1897419,1.0076606
0.7970608,0.053547014,100,384,1.0093533,-9.155273e-07,3816.862806558609,38400,51.05406,58.78,-186750930000000.0,[-0.469 -0.66  -0.414 -0.301 -0.001],-186750930000000.0,177.11739,1.1285286,131.31323,-121.3718768968702,11.999197,-23.805298,1903297,1.0031419
0.88976634,0.04704552,100,385,1.0082632,-5.1498414e-06,3827.95001411438,38500,32.107567,61.66,-312987450000000.0,[-4.677e-01 -6.608e-01 -4.138e-01 -2.993e-01 -4.642e-04],-312987450000000.0,201.96625,1.1902975,123.18652,-121.15184393432789,11.488906,-23.282646,1909463,1.0023775
0.8133041,0.09015764,100,386,1.0067685,-4.577637e-06,3839.0952451229095,38600,21.159447,61.65,-303495270000000.0,[-0.468 -0.661 -0.412 -0.3   -0.001],-303495270000000.0,215.92317,1.3421218,122.901505,-120.97128409051278,10.334911,-23.171158,1915628,1.0078754
0.72195554,0.08932788,100,387,1.0142272,-2.5177003e-06,3850.844393014908,38700,35.192616,60.5,-316215660000000.0,[-0.469 -0.662 -0.411 -0.297 -0.002],-316215660000000.0,143.7352,1.2139874,126.90619,-122.01984832140118,10.735648,-21.457428,1921678,1.011203
0.8495163,0.057196572,100,388,1.0064636,-3.0517577e-07,3863.3529818058014,38800,30.51596,60.23,-291276130000000.0,[-0.468 -0.66  -0.414 -0.296 -0.004],-291276130000000.0,205.15953,1.2326139,127.06313,-121.48663233956577,12.148087,-23.49414,1927701,1.004965
0.8507153,0.06388572,100,389,1.0083095,3.0517577e-07,3875.5309908390045,38900,39.23015,60.1,-257432490000000.0,[-0.467 -0.661 -0.414 -0.294 -0.003],-257432490000000.0,201.80226,1.2742481,125.09439,-118.74209357998616,10.907564,-22.970352,1933711,1.0039128
0.8732601,0.05691815,100,390,1.0065117,1.8310546e-06,3888.705989599228,39000,46.597725,64.54,-207193790000000.0,[-0.468 -0.662 -0.412 -0.296 -0.005],-207193790000000.0,209.09329,1.1993991,115.537994,-120.89077389538156,11.852393,-25.407394,1940165,1.0032846
0.70170903,0.11241328,100,391,1.0149155,3.2043456e-06,3900.4368073940277,39100,54.639297,60.61,-225093620000000.0,[-0.468 -0.662 -0.41  -0.295 -0.005],-225093620000000.0,169.20247,1.2891957,122.50137,-117.96742644520378,13.173071,-19.487625,1946226,1.0140562
