EpisodesSoFar,TimestepsSoFar,InitialBound,EpLenMean,Weights,InitialReturnStd,StdIW,MeanIW,Bound,InitialReturnMax,InitialReturnMean,EpThisIter,EmpiricalD2,InitialReturnMin,ReturnMeanIW,J_sample_variance,MinIW,TimeElapsed,Iteration,MaxIW,EpRewMean
29000,1382962,-1235554000000000.0,51.81,[-0.44  -0.649 -0.454 -0.285  0.013],9.70736,0.0440431,1.0086584,-1235554000000000.0,30.261513,1.9073487e-07,100,1.0020785,-17.435966,154.35487,149.44722,0.9142776,3107.7626070976257,290,1.2150466,-120.83716065528098
29100,1388028,-1222979300000000.0,50.66,[-0.44  -0.649 -0.453 -0.287  0.012],11.178946,0.11553835,1.0039117,-1222979300000000.0,31.6064,4.7683716e-06,100,1.0107808,-19.339668,158.25925,442.15414,0.75549054,3118.8386800289154,291,1.4518094,-120.12358320644924
29200,1393307,-956174200000000.0,52.79,[-0.441 -0.649 -0.449 -0.287  0.012],10.10335,0.06722867,1.0070097,-956174200000000.0,26.058292,-6.4849854e-07,100,1.0051442,-19.352226,149.56747,189.65425,0.80761516,3130.4212188720703,292,1.2793345,-119.8076863660689
29300,1398702,-1070507600000000.0,53.95,[-0.442 -0.651 -0.447 -0.288  0.012],9.455319,0.042446703,1.0082232,-1070507600000000.0,33.322964,-8.7738035e-06,100,1.0016971,-18.712967,147.44725,141.48927,0.916995,3142.2473883628845,293,1.234626,-121.62642810430641
29400,1403760,-1327205000000000.0,50.58,[-0.442 -0.652 -0.446 -0.288  0.012],11.31414,0.09838924,1.0049171,-1327205000000000.0,42.429146,3.5476685e-06,100,1.0109144,-17.39302,156.80049,382.80878,0.7517846,3154.0011246204376,294,1.334043,-118.85275154027282
29500,1409035,-1340832400000000.0,52.75,[-0.443 -0.65  -0.444 -0.292  0.011],10.944506,0.05851471,1.0090069,-1340832400000000.0,27.422386,-1.2588501e-06,100,1.003625,-16.81002,148.73018,175.53595,0.8505506,3166.0333132743835,295,1.1915152,-118.97568128338463
29600,1414467,-1027462300000000.0,54.32,[-0.443 -0.65  -0.443 -0.29   0.011],10.4047575,0.030585593,1.0086135,-1027462300000000.0,30.106411,1.411438e-06,100,1.0009801,-19.520332,143.89005,126.75622,0.93446356,3177.9373137950897,296,1.1231067,-119.41253531061437
29700,1419493,-1440156600000000.0,50.26,[-0.444 -0.651 -0.443 -0.29   0.011],8.330373,0.0305968,1.0078739,-1440156600000000.0,34.427517,3.890991e-06,100,1.0012445,-17.719475,157.03581,83.2503,0.91660726,3189.607614517212,297,1.0993968,-117.65389587714083
29800,1425078,-794316000000000.0,55.85,[-0.443 -0.651 -0.444 -0.289  0.011],10.492065,0.029127367,1.0075217,-794316000000000.0,40.055286,-1.7929077e-06,100,1.000718,-19.483803,141.66779,147.97537,0.9365428,3202.0559363365173,298,1.136057,-122.48632410991351
29900,1430269,-1411061800000000.0,51.91,[-0.443 -0.651 -0.443 -0.289  0.011],8.388515,0.047066897,1.0078332,-1411061800000000.0,18.942932,3.852844e-06,100,1.002618,-17.551079,153.63637,101.39898,0.8602257,3213.4116089344025,299,1.2184463,-120.34046251980239
30000,1435547,-1396732200000000.0,52.78,[-0.443 -0.651 -0.443 -0.287  0.01 ],11.123947,0.14697711,1.0075858,-1396732200000000.0,25.096313,-3.852844e-06,100,1.0285617,-21.580505,149.32544,360.09668,0.62135583,3224.5037553310394,300,1.367547,-119.84242417042198
30100,1440621,-1396732200000000.0,50.74,[-0.442 -0.653 -0.443 -0.294  0.011],9.910036,0.037782367,1.0087308,-1396732200000000.0,29.416145,-3.1280517e-06,100,1.0019364,-19.666893,157.59851,96.78304,0.8698539,3236.3340113162994,301,1.0995026,-119.95341412438144
30200,1445871,-1287135300000000.0,52.5,[-0.442 -0.653 -0.444 -0.293  0.009],9.7864685,0.041609935,1.0067906,-1287135300000000.0,40.995895,-1.1100769e-05,100,1.001981,-19.911514,150.42326,164.96606,0.8856746,3247.5913410186768,302,1.1697842,-119.70465263539018
30300,1450903,-946393400000000.0,50.32,[-0.442 -0.653 -0.443 -0.295  0.009],9.592546,0.06729203,1.0079253,-946393400000000.0,44.401154,5.1116945e-06,100,1.0062689,-17.574425,158.19142,149.06252,0.841046,3259.0593688488007,303,1.2066522,-119.07723850058431
30400,1455835,-1198206200000000.0,49.32,[-0.441 -0.652 -0.444 -0.291  0.008],9.96129,0.09129867,1.0066724,-1198206200000000.0,37.55962,-4.577637e-06,100,1.0083916,-18.247643,162.90582,224.66858,0.8143871,3269.9887137413025,304,1.2681001,-119.56497338042519
30500,1461275,-1059583500000000.0,54.4,[-0.442 -0.653 -0.444 -0.288  0.006],11.119594,0.046623167,1.0082712,-1059583500000000.0,42.981388,3.6621093e-06,100,1.0022854,-16.491798,145.25912,163.6006,0.902792,3281.164937734604,305,1.1358371,-121.07166745111867
30600,1466557,-1210530500000000.0,52.82,[-0.443 -0.654 -0.442 -0.288  0.006],9.482414,0.085549034,1.0048611,-1210530500000000.0,24.216476,-5.569458e-06,100,1.0109577,-19.248978,149.23454,229.48769,0.81581247,3292.8663742542267,306,1.2351477,-119.69040587490097
30700,1471778,-1038062050000000.0,52.21,[-0.446 -0.652 -0.439 -0.29   0.007],10.6805105,0.112297244,1.0100553,-1038062050000000.0,40.18401,3.2043456e-06,100,1.0128125,-18.642624,151.61606,210.30388,0.6161632,3304.582119703293,307,1.250093,-119.8608337955099
30800,1477051,-1354597400000000.0,52.73,[-0.447 -0.651 -0.443 -0.292  0.006],9.754374,0.09289181,1.0079479,-1354597400000000.0,23.104042,-3.7384034e-06,100,1.0092665,-20.489784,149.53062,217.82333,0.7552755,3315.9291841983795,308,1.3572029,-119.65096743100317
30900,1482300,-1198206200000000.0,52.49,[-0.446 -0.652 -0.442 -0.289  0.005],10.01233,0.053424552,1.0059246,-1198206200000000.0,28.873798,-7.095337e-06,100,1.0032631,-21.762741,148.21225,164.85777,0.85082567,3327.672282934189,309,1.2168832,-117.57056480273737
31000,1487379,-1186005200000000.0,50.79,[-0.447 -0.652 -0.441 -0.291  0.006],10.07093,0.06381756,1.0077329,-1186005200000000.0,26.900131,3.7384034e-06,100,1.0045676,-20.766327,155.49759,121.33789,0.7380077,3339.138008594513,310,1.1758739,-118.24502195872806
31100,1492324,-1210530500000000.0,49.45,[-0.446 -0.652 -0.444 -0.29   0.006],9.992495,0.12833843,1.005458,-1210530500000000.0,30.696297,2.708435e-06,100,1.0178313,-18.370262,160.69185,271.6402,0.61758655,3350.5832118988037,311,1.3429701,-118.074035580954
31200,1497464,-1173926000000000.0,51.4,[-0.445 -0.654 -0.448 -0.294  0.005],9.811715,0.052636795,1.0090809,-1173926000000000.0,31.45813,4.348755e-06,100,1.0028194,-19.771492,154.93994,130.74622,0.8330232,3362.047216653824,312,1.1314288,-119.83786593493375
31300,1502381,-1382545800000000.0,49.17,[-0.445 -0.653 -0.449 -0.295  0.004],10.436808,0.10174141,1.0039922,-1382545800000000.0,27.742527,-1.3732911e-06,100,1.0109054,-21.456688,161.25572,328.6848,0.68972075,3373.0011785030365,313,1.3167467,-117.66243753091669
31400,1507431,-1396732200000000.0,50.5,[-0.445 -0.655 -0.446 -0.294  0.005],9.821352,0.048075862,1.0090675,-1396732200000000.0,33.77216,-7.6293944e-08,100,1.0036396,-17.753769,156.83266,124.55789,0.8710247,3384.0012731552124,314,1.1336417,-118.55303299179742
31500,1512711,-1382545800000000.0,52.8,[-0.444 -0.655 -0.448 -0.292  0.004],11.447211,0.058461256,1.0071256,-1382545800000000.0,37.791992,2.784729e-06,100,1.0038029,-18.432312,149.11902,199.56357,0.87301,3395.941905736923,315,1.1704406,-119.42063217856477
31600,1517864,-1235554000000000.0,51.53,[-0.444 -0.656 -0.447 -0.29   0.004],11.058945,0.03999729,1.0077084,-1235554000000000.0,47.196774,3.890991e-06,100,1.0015498,-19.709381,154.43008,180.10034,0.8960451,3407.295097351074,316,1.0977398,-119.92641532012318
31700,1522879,-1059583500000000.0,50.15,[-0.445 -0.656 -0.445 -0.291  0.004],9.955615,0.03584548,1.0079833,-1059583500000000.0,36.705536,-4.005432e-06,100,1.001053,-19.016396,157.34476,119.00869,0.8499075,3418.698419570923,317,1.0966295,-117.82999054715913
31800,1528090,-1198206200000000.0,52.11,[-0.445 -0.655 -0.446 -0.292  0.003],9.171201,0.048237815,1.0067515,-1198206200000000.0,22.11819,-6.027222e-06,100,1.0029012,-21.06009,152.89653,151.66212,0.8785477,3430.0998311042786,318,1.1579709,-120.4975516419447
31900,1533575,-1222979300000000.0,54.85,[-0.447 -0.654 -0.445 -0.294  0.005],10.917916,0.052065164,1.0071886,-1222979300000000.0,34.90455,3.7002565e-06,100,1.0030683,-20.497871,142.78618,187.0569,0.8743575,3442.047759771347,319,1.1890247,-120.36775305349278
32000,1538813,-1222979300000000.0,52.38,[-0.447 -0.655 -0.443 -0.294  0.004],9.7800665,0.09022564,1.0076472,-1222979300000000.0,37.92649,-2.7465821e-06,100,1.0082896,-17.621681,150.84521,232.86435,0.8296131,3453.6752047538757,320,1.2584538,-119.52576017633977
32100,1544250,-1274044700000000.0,54.37,[-0.448 -0.656 -0.441 -0.292  0.005],11.7088,0.060220633,1.0082921,-1274044700000000.0,40.105988,-7.476807e-06,100,1.0040565,-16.971718,145.50139,192.08107,0.86010593,3466.3497290611267,321,1.2166688,-121.35575598857783
32200,1549605,-1161967800000000.0,53.55,[-0.449 -0.657 -0.44  -0.291  0.005],10.1581335,0.09337452,1.0089873,-1161967800000000.0,36.78832,-4.959106e-07,100,1.0081847,-17.509819,148.42514,195.78625,0.8064699,3478.4777495861053,322,1.4874854,-121.33662796561062
32300,1555135,-1354597400000000.0,55.3,[-0.449 -0.657 -0.437 -0.289  0.005],9.803861,0.06487529,1.0079788,-1354597400000000.0,30.163235,-2.2888183e-07,100,1.0038927,-21.626755,141.94902,189.91893,0.8094871,3490.338017463684,323,1.2328572,-120.8756455874464
32400,1560449,-1115318700000000.0,53.14,[-0.45  -0.657 -0.436 -0.287  0.005],9.513011,0.048516944,1.0078197,-1115318700000000.0,29.979778,-2.4795531e-06,100,1.0029063,-20.389046,149.34267,107.79579,0.85320497,3502.3494029045105,324,1.1242137,-120.729012441105
32500,1565865,-1210530500000000.0,54.16,[-0.449 -0.657 -0.438 -0.287  0.002],10.847676,0.0556352,1.0071841,-1210530500000000.0,46.387993,-3.1661987e-06,100,1.0037464,-20.505035,144.9603,219.94136,0.8599225,3514.5265502929688,325,1.1803569,-120.14382409039678
32600,1571294,-1313714000000000.0,54.29,[-0.45  -0.657 -0.437 -0.289  0.001],9.921603,0.055467263,1.0059602,-1313714000000000.0,27.722466,-6.2561035e-06,100,1.0032852,-20.934464,144.1944,182.40425,0.8755318,3527.0443391799927,326,1.174761,-119.88279535809703
32700,1576664,-1210530500000000.0,53.7,[-0.451 -0.657 -0.435 -0.289  0.001],10.719849,0.06768934,1.0061872,-1210530500000000.0,26.841293,-3.3950805e-06,100,1.0045182,-22.281395,146.21135,236.08801,0.83201617,3539.282079219818,327,1.2629644,-119.77648472879528
32800,1582130,-1081542100000000.0,54.66,[-0.453 -0.657 -0.434 -0.292  0.001],10.033237,0.09403656,1.0098183,-1081542100000000.0,27.347965,-7.781982e-06,100,1.0108097,-20.218376,142.3263,171.10574,0.7136452,3552.20632147789,328,1.2424076,-119.40965577817796
32900,1587465,-1300357700000000.0,53.35,[-0.452 -0.655 -0.434 -0.295 -0.001],9.897,0.048268057,1.0099833,-1300357700000000.0,22.22311,2.2888185e-06,100,1.002831,-18.957954,147.23433,106.59859,0.81789005,3564.278076171875,329,1.1821961,-119.57763549609787
33000,1592842,-1287135300000000.0,53.77,[-0.452 -0.655 -0.436 -0.295 -0.001],10.223659,0.047124594,1.0097003,-1287135300000000.0,27.4389,-4.196167e-07,100,1.0025522,-20.248306,147.54994,128.06816,0.8591563,3576.895000219345,330,1.201858,-121.21534863747188
33100,1598364,-1070507600000000.0,55.22,[-0.452 -0.654 -0.437 -0.293 -0.001],9.691608,0.035526842,1.0082046,-1070507600000000.0,26.32302,-1.6784668e-06,100,1.0011276,-19.116798,140.68465,141.91467,0.9324096,3588.7184488773346,331,1.1230582,-119.6223083526753
33200,1603644,-1126805700000000.0,52.8,[-0.452 -0.654 -0.436 -0.293 -0.002],10.871807,0.07517335,1.0080488,-1126805700000000.0,35.36104,1.1825562e-06,100,1.0063211,-18.771317,147.05334,260.3334,0.82893044,3600.9108481407166,332,1.3119103,-117.74214237094262
33300,1608934,-1274044700000000.0,52.9,[-0.454 -0.654 -0.435 -0.296 -0.002],9.955386,0.07895519,1.0102986,-1274044700000000.0,22.290604,4.234314e-06,100,1.0063977,-21.08603,147.84578,173.46188,0.836119,3612.0477838516235,333,1.3173205,-118.62681176221984
33400,1614318,-1210530500000000.0,53.84,[-0.454 -0.654 -0.435 -0.293 -0.001],10.697091,0.07020899,1.0068941,-1210530500000000.0,25.74181,2.0217894e-06,100,1.0049578,-21.520218,144.46973,193.59348,0.81723505,3624.3259558677673,334,1.2069244,-118.60491748716373
33500,1619673,-1081542100000000.0,53.55,[-0.455 -0.654 -0.433 -0.295 -0.002],10.155689,0.04356588,1.0086251,-1081542100000000.0,43.06285,2.4414062e-06,100,1.0021378,-18.733223,146.69093,132.08707,0.8822023,3636.353605031967,335,1.116496,-119.69649326844943
33600,1625204,-1235554000000000.0,55.31,[-0.455 -0.653 -0.434 -0.296 -0.002],10.163493,0.060705896,1.0067712,-1235554000000000.0,31.291004,-5.1879883e-06,100,1.0038224,-18.234932,141.38425,177.55698,0.8618266,3648.985607147217,336,1.2696182,-120.37179370958717
33700,1630561,-1103946450000000.0,53.57,[-0.455 -0.654 -0.432 -0.297 -0.001],10.717021,0.07110624,1.0101627,-1103946450000000.0,42.121014,-4.196167e-07,100,1.0063785,-19.294655,148.49806,138.13057,0.823566,3660.60457777977,337,1.2400874,-121.51476024144395
33800,1635961,-1313714000000000.0,54.0,[-0.453 -0.655 -0.435 -0.296  0.002],10.33807,0.1256903,1.0117227,-1313714000000000.0,33.795357,-2.670288e-07,100,1.0132372,-19.390564,145.42085,268.32434,0.6997775,3672.7749996185303,338,1.4452374,-119.81968016783803
33900,1641521,-819300600000000.0,55.6,[-0.454 -0.656 -0.438 -0.3    0.002],11.25985,0.036428638,1.0104063,-819300600000000.0,32.880547,5.455017e-06,100,1.0014259,-19.16114,139.44327,132.303,0.89781165,3684.6870636940002,339,1.1196402,-119.45778681282444
34000,1646994,-1248255500000000.0,54.73,[-0.453 -0.656 -0.439 -0.299  0.002],10.800325,0.05228919,1.0093805,-1248255500000000.0,43.279675,4.5776366e-07,100,1.0029376,-19.190262,143.11525,168.50209,0.8694663,3696.863505601883,340,1.1716983,-120.19162289517247
34100,1652496,-1027462300000000.0,55.02,[-0.454 -0.657 -0.437 -0.298  0.001],10.925433,0.056686237,1.0073506,-1027462300000000.0,41.844563,-1.9073487e-07,100,1.0025306,-19.329445,141.26312,207.82451,0.88171184,3709.3633036613464,341,1.2354695,-119.52858150581244
34200,1657993,-1198206200000000.0,54.97,[-0.455 -0.657 -0.436 -0.298  0.002],10.214245,0.09505648,1.0034541,-1198206200000000.0,26.073944,6.1035155e-07,100,1.008837,-21.11248,142.76723,294.0834,0.7885218,3721.621678829193,342,1.3427639,-120.64098186245839
34300,1663576,-946393400000000.0,55.83,[-0.455 -0.659 -0.433 -0.299  0.002],12.668162,0.055839665,1.0082978,-946393400000000.0,42.110485,2.2888183e-07,100,1.0031556,-18.72013,137.28874,267.90298,0.8990145,3733.423080921173,343,1.2210848,-118.36953603218815
34400,1669026,-836380400000000.0,54.5,[-4.566e-01 -6.587e-01 -4.312e-01 -2.999e-01  5.720e-04],9.753581,0.054649245,1.0084417,-836380400000000.0,25.903618,9.689331e-06,100,1.0034186,-19.145828,145.59178,164.141,0.76621246,3745.3913028240204,344,1.1507716,-121.8111305971183
34500,1674581,-1081542100000000.0,55.55,[-0.456 -0.661 -0.43  -0.302 -0.002],11.397902,0.06612028,1.0089669,-1081542100000000.0,36.538055,5.683899e-06,100,1.0035028,-23.309898,139.28062,225.06104,0.8662706,3757.3392758369446,345,1.282296,-119.26840926365614
34600,1680139,-1048768740000000.0,55.58,[-0.457 -0.661 -0.429 -0.301 -0.002],11.12584,0.043727074,1.0072871,-1048768740000000.0,36.853504,-7.2479247e-07,100,1.0022877,-18.320587,142.41098,152.98837,0.89161575,3770.0961532592773,346,1.1459868,-122.30114063674428
34700,1685755,-836380400000000.0,56.16,[-0.457 -0.662 -0.428 -0.3   -0.002],11.137341,0.047209986,1.0096818,-836380400000000.0,42.3576,6.8664554e-07,100,1.0020986,-19.708061,139.88258,154.58415,0.8928007,3782.379094839096,347,1.1453304,-121.68471928404712
34800,1691270,-1092688000000000.0,55.15,[-0.456 -0.662 -0.427 -0.299 -0.003],9.925973,0.07309883,1.0092043,-1092688000000000.0,26.093422,-3.5858154e-06,100,1.0071205,-21.64032,141.06996,146.80185,0.80706096,3794.892964363098,348,1.2363688,-119.69530295834782
34900,1696881,-1222979300000000.0,56.11,[-0.456 -0.661 -0.429 -0.299 -0.003],10.253806,0.0415238,1.007085,-1222979300000000.0,30.222538,1.1444092e-06,100,1.0016471,-19.225883,139.66039,158.24341,0.87396944,3806.5431230068207,349,1.1248233,-121.21096099013563
35000,1702585,-1115318700000000.0,57.04,[-0.456 -0.661 -0.428 -0.3   -0.003],11.002446,0.06489745,1.004014,-1115318700000000.0,25.433666,-9.536743e-07,100,1.0053868,-19.852089,136.99664,219.69203,0.85644984,3818.9674718379974,350,1.2046077,-121.68591377969467
35100,1707956,-1186005200000000.0,53.71,[-0.457 -0.662 -0.426 -0.3   -0.002],8.806669,0.077756815,1.0069474,-1186005200000000.0,21.551353,-2.1743774e-06,100,1.0059065,-17.633133,145.33582,185.74489,0.8295403,3831.002059698105,351,1.2435006,-119.10109450217844
35200,1713543,-1115318700000000.0,55.87,[-0.457 -0.662 -0.424 -0.303 -0.002],11.439709,0.12848116,1.0027733,-1115318700000000.0,35.70792,-1.5640259e-06,100,1.0205733,-18.222092,136.29759,377.25055,0.74825984,3843.317330121994,352,1.4982615,-117.50647043967825
35300,1719323,-1198206200000000.0,57.8,[-4.577e-01 -6.631e-01 -4.221e-01 -2.988e-01  1.997e-04],12.149633,0.11467809,1.0039092,-1198206200000000.0,43.171036,-6.980896e-06,100,1.0156,-23.587555,133.29053,343.332,0.7142198,3855.8289449214935,353,1.5340595,-120.3269949529764
35400,1725046,-1274044700000000.0,57.23,[-4.587e-01 -6.641e-01 -4.185e-01 -2.977e-01  7.419e-05],9.539472,0.09111736,1.0067381,-1274044700000000.0,23.26218,-5.989075e-06,100,1.0097171,-18.817589,134.03937,199.1219,0.76594484,3869.095487356186,354,1.4107089,-119.28906191011701
35500,1730933,-908238750000000.0,58.87,[-0.462 -0.664 -0.417 -0.297  0.001],11.979732,0.098557346,1.013495,-908238750000000.0,40.76324,2.4032593e-06,100,1.01003,-17.268372,130.63141,188.71378,0.67337424,3882.1494574546814,355,1.3321621,-120.7960374225771
35600,1736567,-1115318700000000.0,56.34,[-0.461 -0.665 -0.419 -0.3   -0.001],9.407596,0.06024669,1.01065,-1115318700000000.0,24.231808,3.5476685e-06,100,1.0038826,-18.852943,137.42993,114.00279,0.8338251,3894.0415806770325,356,1.1778142,-119.94332374273583
35700,1742183,-827797600000000.0,56.16,[-0.461 -0.663 -0.42  -0.301 -0.001],11.261373,0.057202052,1.0081762,-827797600000000.0,35.60645,5.722046e-07,100,1.0042922,-22.794113,137.19725,174.2944,0.8876258,3905.944843530655,357,1.1920793,-119.21470440779538
35800,1748112,-898937260000000.0,59.29,[-0.46  -0.664 -0.419 -0.298 -0.002],11.043591,0.06943524,1.0043316,-898937260000000.0,39.64478,1.9073486e-06,100,1.0052638,-20.043427,131.54369,209.97304,0.8494453,3919.2719388008118,358,1.2949448,-123.0510927956732
35900,1753813,-1092688000000000.0,57.01,[-0.461 -0.665 -0.418 -0.299 -0.001],9.300714,0.092681296,1.0104579,-1092688000000000.0,27.133686,-1.1444092e-06,100,1.0094534,-18.316383,136.87444,202.69759,0.74978757,3932.2719519138336,359,1.3166519,-121.51270206577219
36000,1759594,-1070507600000000.0,57.81,[-0.462 -0.664 -0.417 -0.302 -0.002],10.957797,0.089372925,1.0078094,-1070507600000000.0,23.291527,-3.3187866e-06,100,1.0076064,-22.132607,134.35298,225.90337,0.78161734,3944.8961215019226,360,1.3333137,-121.33794684163064
36100,1765549,-996295240000000.0,59.55,[-0.462 -0.665 -0.415 -0.3   -0.001],11.202422,0.07415303,1.011392,-996295240000000.0,37.28118,-3.8146973e-06,100,1.0065227,-19.82534,128.68065,149.62935,0.84199035,3957.5960907936096,361,1.233722,-120.90457306065963
36200,1771376,-908238750000000.0,58.27,[-0.462 -0.665 -0.416 -0.297 -0.001],10.3218,0.11322099,1.0096978,-908238750000000.0,28.641464,1.7547608e-06,100,1.0138562,-19.862381,131.64362,269.13004,0.7314289,3970.9594538211823,362,1.4137256,-120.12149341095773
36300,1777338,-1081542100000000.0,59.62,[-0.46  -0.666 -0.414 -0.302 -0.004],10.275064,0.082078144,1.0065758,-1081542100000000.0,29.6792,-7.2479247e-07,100,1.0063118,-18.990334,127.38604,203.60527,0.8224335,3984.000434398651,363,1.3177645,-119.57174099695696
36400,1783719,-731259000000000.0,63.81,[-0.46  -0.668 -0.413 -0.302 -0.001],12.783924,0.058421046,1.0123454,-731259000000000.0,37.828613,-4.119873e-06,100,1.0032583,-24.002205,116.44012,232.70845,0.880082,3997.9031715393066,364,1.2286043,-120.05161704302942
36500,1790108,-917634000000000.0,63.89,[-0.461 -0.668 -0.411 -0.301 -0.001],12.867603,0.066938974,1.0073115,-917634000000000.0,46.226997,6.866455e-06,100,1.0052586,-25.32167,118.37952,253.55087,0.8586499,4012.720641851425,365,1.253617,-122.34425452576828
36600,1796623,-802560700000000.0,65.15,[-0.462 -0.669 -0.409 -0.301 -0.001],12.25044,0.06140649,1.0096203,-802560700000000.0,47.714165,8.010864e-07,100,1.0029163,-22.151405,117.10632,227.35161,0.88330334,4027.1573820114136,366,1.2287143,-124.78908952320286
36700,1802424,-1059583500000000.0,58.01,[-0.462 -0.67  -0.408 -0.3   -0.001],8.953151,0.12021965,1.010032,-1059583500000000.0,35.22518,-4.653931e-06,100,1.0178282,-16.215614,133.27063,177.82121,0.70846653,4040.2137701511383,367,1.3875899,-120.95209963242962
36800,1808599,-996295240000000.0,61.75,[-4.605e-01 -6.701e-01 -4.124e-01 -3.014e-01 -5.608e-04],9.8294935,0.1134044,1.0109985,-996295240000000.0,30.216728,-5.7983398e-06,100,1.0123837,-18.514572,122.88361,196.39009,0.7505195,4053.9193291664124,368,1.4712563,-121.02372986855752
36900,1814680,-956174200000000.0,60.81,[-0.461 -0.672 -0.411 -0.299 -0.001],11.361342,0.05979511,1.0096118,-956174200000000.0,30.180393,-1.1444092e-06,100,1.0041655,-22.907532,123.94494,173.09529,0.82408917,4067.7649977207184,369,1.179571,-119.60818518363088
37000,1820487,-1222979300000000.0,58.07,[-0.461 -0.671 -0.41  -0.302 -0.002],10.562874,0.053233508,1.0106922,-1222979300000000.0,28.532467,3.4713746e-06,100,1.002993,-20.450623,133.00641,123.78997,0.8710652,4081.2733025550842,370,1.1403906,-120.96245959169228
37100,1826587,-802560700000000.0,61.0,[-0.461 -0.671 -0.411 -0.303 -0.002],11.842309,0.09390836,1.0087947,-802560700000000.0,36.252277,-6.8664554e-07,100,1.0073806,-23.001495,124.49098,238.19598,0.86014825,4094.2468259334564,371,1.4868196,-120.50150934047824
37200,1832801,-871587500000000.0,62.14,[-0.463 -0.671 -0.41  -0.302  0.002],10.491256,0.092171535,1.0134776,-871587500000000.0,37.487103,4.577637e-06,100,1.011016,-18.785484,123.915886,130.27306,0.7422321,4107.461030721664,372,1.2520282,-123.66421084058443
37300,1838579,-802560700000000.0,57.78,[-0.462 -0.67  -0.413 -0.301  0.003],11.821364,0.084940396,1.0057428,-802560700000000.0,43.80469,-3.5476685e-06,100,1.0084581,-20.201042,133.04698,272.0676,0.80120206,4119.199880838394,373,1.4340056,-120.4057554179728
37400,1844727,-936710400000000.0,61.48,[-4.632e-01 -6.675e-01 -4.109e-01 -3.041e-01  4.930e-04],10.614803,0.10150859,1.0085526,-936710400000000.0,26.948997,5.607605e-06,100,1.0083493,-18.76059,124.65078,252.31735,0.77449584,4132.336595773697,374,1.3047858,-122.03573675674454
37500,1850816,-694346560000000.0,60.89,[-0.466 -0.665 -0.412 -0.306  0.002],12.428025,0.118070416,1.0129305,-694346560000000.0,32.357357,3.8146973e-07,100,1.0133289,-24.93946,123.21321,168.96706,0.6888715,4144.9073095321655,375,1.3253229,-119.0522861799147
37600,1856611,-746551150000000.0,57.95,[-4.655e-01 -6.627e-01 -4.147e-01 -3.073e-01  1.386e-04],12.869628,0.10450967,1.0137196,-746551150000000.0,38.519447,3.1280517e-06,100,1.0105681,-23.39785,132.66563,157.56898,0.66977423,4157.407011270523,376,1.3001964,-120.41499989536885
37700,1862212,-1161967800000000.0,56.01,[-4.649e-01 -6.618e-01 -4.170e-01 -3.094e-01  6.255e-04],9.158205,0.036414623,1.0102398,-1161967800000000.0,30.52594,5.531311e-06,100,1.001246,-20.023857,138.641,94.18016,0.86532575,4169.691852092743,377,1.1237689,-119.9730433669094
37800,1868015,-1092688000000000.0,58.03,[-0.464 -0.662 -0.418 -0.308  0.001],10.671228,0.080670975,1.0074732,-1092688000000000.0,29.588078,1.14440915e-07,100,1.0089492,-20.65232,130.91116,220.59875,0.8286245,4182.423879146576,378,1.3301026,-118.73650212381627
37900,1873846,-996295240000000.0,58.31,[-0.466 -0.662 -0.416 -0.306  0.001],10.299856,0.102110036,1.012607,-996295240000000.0,28.59077,2.7465821e-06,100,1.0101001,-19.29515,131.05443,190.01247,0.7142379,4194.976406574249,379,1.2513838,-119.72883381885933
38000,1879904,-908238750000000.0,60.58,[-0.466 -0.661 -0.419 -0.308  0.001],12.337515,0.08063401,1.0078622,-908238750000000.0,43.961708,3.7384034e-06,100,1.0048988,-25.617233,125.06876,281.5018,0.8502512,4208.039585113525,380,1.2924092,-120.21488729320248
38100,1885692,-936710400000000.0,57.88,[-0.467 -0.662 -0.417 -0.307  0.001],11.143866,0.170662,1.0067008,-936710400000000.0,41.743103,-4.272461e-06,100,1.0365728,-21.462563,132.32437,427.7355,0.60175085,4220.344528675079,381,1.5680206,-119.83988464182306
38200,1891488,-694346560000000.0,57.96,[-4.680e-01 -6.596e-01 -4.180e-01 -2.988e-01 -2.577e-04],12.0567,0.06089454,1.0073434,-694346560000000.0,42.011696,-1.1444092e-06,100,1.0038699,-22.184624,132.20625,244.56204,0.8691846,4232.568161487579,382,1.2298739,-119.9091721040159
38300,1897419,-680093200000000.0,59.31,[-4.686e-01 -6.606e-01 -4.163e-01 -2.988e-01  3.306e-04],12.872698,0.090426065,1.0072256,-680093200000000.0,52.02578,2.822876e-06,100,1.0076606,-22.667892,129.99127,326.35812,0.805753,4244.783378362656,383,1.3219142,-121.71370613961948
38400,1903297,-619382800000000.0,58.78,[-0.469 -0.66  -0.414 -0.301 -0.001],11.999197,0.053547014,1.0093533,-619382800000000.0,51.05406,-9.155273e-07,100,1.0031419,-23.805298,131.31323,177.11739,0.7970608,4256.208879709244,384,1.1285286,-121.3718768968702
38500,1909463,-1038062050000000.0,61.66,[-4.677e-01 -6.608e-01 -4.138e-01 -2.993e-01 -4.642e-04],11.488906,0.04704552,1.0082632,-1038062050000000.0,32.107567,-5.1498414e-06,100,1.0023775,-23.282646,123.18652,201.96625,0.88976634,4268.634375095367,385,1.1902975,-121.15184393432789
