MinD2w0t,Bound,StdD2w0t,TimestepsSoFar,J_sample_variance,InitialReturnMax,Iteration,ReturnStepMaxmin,InitialBound,MeanD2w0t,EpRewMean,MaxIW,ReturnMeanIW,MaxD2w0t,MinIW,InitialReturnMean,EpisodesSoFar,MeanIW,Weights,ReturnStepMax,InitialReturnMin,TimeElapsed,StdIW,EpLenMean,EmpiricalD2,InitialReturnStd,EpThisIter
,-18.418976,0.32165438,56501,4.417252,4.110803,11,94.56768,-18.524725,0.11225883,-120.39855592883268,1.8177898,14.989955,1.121166,0.56602895,-3.862381e-07,1100,1.0053785,[-0.462 -0.667 -0.441 -0.265 -0.092],100.0,-5.0479565,163.61161589622498,0.25187862,54.32,1.0603931,1.6773362,100
,-19.050926,0.37186155,62147,7.514354,4.1562123,12,94.73585,-19.375286,0.13095652,-120.62030585523819,3.3018665,14.466289,1.8681675,0.3045518,-2.861023e-07,1200,1.0383674,[-0.469 -0.665 -0.442 -0.271 -0.107],100.0,-10.391382,179.22165846824646,0.43950462,56.46,1.3119615,1.9182752,100
,-20.01159,0.41616055,68036,7.724627,4.0355787,13,94.98258,-20.314081,0.14861603,-118.29629370037097,14.876905,13.55964,2.886145,0.15483736,-2.9087067e-07,1300,1.2338717,[-0.509 -0.659 -0.447 -0.277 -0.12 ],100.0,-6.6799226,196.59475755691528,1.141724,58.89,1.4682631,1.7704613,100
,-20.934093,0.33789665,74170,6.0612035,4.26564,14,95.1642,-21.180119,0.126324,-118.00298562182819,1.9612924,12.475398,1.1314222,0.39701432,5.6743625e-07,1400,1.0456308,[-0.533 -0.671 -0.445 -0.292 -0.131],100.0,-17.57613,214.3677463531494,0.24085192,61.34,1.066991,2.7104208,100
,-20.018757,27.044426,80308,126.55586,3.313012,15,95.14978,-21.14492,2.0674584,-118.16365558778445,82.87604,15.208558,1084.6909,0.002746983,-2.3841858e-08,1500,1.567397,[-0.547 -0.689 -0.452 -0.292 -0.125],100.0,-3.1175103,231.27841067314148,4.727874,61.38,34.4366,1.5047779,100
,-22.804585,0.3981851,86986,7.172748,4.520302,16,95.5611,-23.007107,0.15506376,-114.82608893857505,4.4936843,10.727107,1.7486534,0.19895214,-5.2452087e-08,1600,1.078051,[-0.589 -0.652 -0.426 -0.32  -0.17 ],100.0,-6.007561,249.70717811584473,0.58894473,66.78,1.2822877,1.7517233,100
,-23.193687,0.35654268,93829,3.180063,3.928936,17,95.58187,-23.319357,0.14189713,-116.96651993555048,2.043405,10.183179,1.1768916,0.5974983,-2.9087067e-07,1700,1.0382397,[-0.597 -0.662 -0.43  -0.337 -0.169],100.0,-3.3872313,267.5331561565399,0.22867861,68.43,1.0716821,1.5879502,100
,-23.571539,0.3633707,100688,4.472447,3.9442782,18,95.62645,-23.749569,0.1447465,-115.69577666866124,2.802828,9.843649,1.2765822,0.376561,2.9087067e-07,1800,1.0028096,[-0.608 -0.668 -0.43  -0.34  -0.158],100.0,-10.126858,286.29995107650757,0.36871687,68.59,1.1182902,2.0693438,100
,-24.304874,0.41239792,108028,4.5618987,3.336828,19,95.88669,-24.512411,0.16947785,-114.25846267597397,4.534482,9.199128,2.1104057,0.23529236,-3.8385392e-07,1900,1.1143872,[-0.615 -0.674 -0.427 -0.339 -0.169],100.0,-4.168821,304.4139606952667,0.5946216,73.4,1.2597057,1.5674146,100
,-24.541588,0.35247967,115297,3.5670185,4.1672983,20,95.82763,-24.541588,0.14538,-115.30111598887312,1.0,8.791748,1.0,1.0,6.198883e-08,2000,1.0,[-0.625 -0.676 -0.43  -0.353 -0.178],100.0,-7.349378,322.85024881362915,,72.69,1.0,1.8791884,100
,-23.247032,0.44708446,122159,6.809937,4.79876,21,95.66608,-23.528559,0.17523688,-114.38689393949306,5.5766625,10.390934,2.027161,0.120435715,1.66893e-07,2100,1.2019924,[-0.625 -0.676 -0.43  -0.353 -0.178],100.0,-4.0349503,337.76769614219666,0.8225583,68.62,1.4495512,1.7144094,100
,-24.498817,0.36734557,129605,3.2326784,3.6333866,22,95.898544,-24.569693,0.1535932,-115.46714463082316,2.0484805,8.875119,1.169788,0.5389883,-2.193451e-07,2200,1.0332296,[-0.625 -0.666 -0.438 -0.334 -0.17 ],100.0,-3.2628913,355.389812707901,0.23343886,74.46,1.0685916,1.6834455,100
,-24.876295,0.37698436,137235,3.5895715,4.468758,23,95.95282,-24.929115,0.15980987,-116.25163736154946,1.816706,8.504332,1.270917,0.5010768,-5.2452087e-08,2300,1.0161196,[-0.629 -0.67  -0.438 -0.329 -0.167],100.0,-7.3551173,373.26233744621277,0.25816938,76.3,1.083613,1.8383595,100
,-25.702501,0.3673318,145159,3.5850525,3.769146,24,96.13817,-25.73812,0.15941007,-113.38553976595644,1.3196352,7.6370635,1.0264889,0.73799324,9.536743e-09,2400,1.0001785,[-0.628 -0.674 -0.438 -0.322 -0.168],100.0,-8.029553,390.8143358230591,0.08727925,79.24,1.0102919,1.9283696,100
,-24.599665,0.35904485,152626,2.783842,4.338538,25,95.870316,-24.612623,0.15043098,-116.84695953135517,1.4565921,8.746992,1.0298607,0.78469956,-5.7220458e-08,2500,0.9983428,[-0.632 -0.674 -0.438 -0.323 -0.173],100.0,-3.490858,407.84887742996216,0.11391167,74.67,1.0139731,1.703809,100
,-24.245182,0.36897495,159971,3.4875848,4.1948876,26,95.78261,-24.349766,0.15300143,-118.16087216337267,2.2808807,9.156036,1.2295063,0.53302056,1.6212464e-07,2600,1.0273926,[-0.632 -0.676 -0.435 -0.323 -0.172],100.0,-3.7712898,425.4365382194519,0.27749372,73.45,1.0792316,1.6405804,100
,-26.217272,0.39200526,168375,3.1715152,3.6959577,27,96.21669,-26.280148,0.17598166,-116.95481903216044,4.373963,7.1815896,1.3247482,0.50288314,3.194809e-07,2700,1.0401765,[-0.634 -0.681 -0.432 -0.321 -0.162],100.0,-5.6640606,446.1208550930023,0.4153063,84.04,1.0766174,1.7203733,100
,-26.955599,0.38641503,177371,3.2812843,4.01506,28,96.35419,-26.992044,0.18098855,-119.00905941857431,1.3836868,6.384745,1.0282887,0.8163227,-3.8146973e-07,2800,1.0122982,[-0.635 -0.684 -0.426 -0.321 -0.161],100.0,-2.9086661,465.24972009658813,0.09117417,89.96,1.0110905,1.786623,100
,-26.893112,0.38572136,186207,3.7171743,4.281419,29,96.37775,-26.911442,0.17870216,-115.85163520367261,1.2930686,6.4578857,1.0619966,0.66553605,3.2901764e-07,2900,1.0034744,[-0.638 -0.683 -0.426 -0.32  -0.156],100.0,-3.9978285,486.2510988712311,0.11445153,88.36,1.0203099,1.8853774,100
,-26.246254,0.38786253,194725,3.081518,3.6851387,30,96.25549,-26.296677,0.1756867,-116.8889163191334,1.7242868,7.1341443,1.147792,0.39418513,-6.2465665e-07,3000,1.0192233,[-0.638 -0.682 -0.429 -0.321 -0.155],100.0,-2.9987059,505.0106592178345,0.21591757,85.18,1.0488594,1.6720855,100
,-27.748423,0.39322338,204283,3.1792321,4.5090227,31,96.53431,-27.748423,0.19116,-117.83769149067206,1.0,5.5849133,1.0,1.0,-6.198883e-08,3100,1.0,[-0.641 -0.683 -0.429 -0.323 -0.171],100.0,-3.0872402,525.492837190628,,95.58,1.0,1.7741027,100
,-26.421,0.41114914,213052,3.5326977,4.2812805,32,96.346,-26.511938,0.18914852,-116.3685781559174,2.9958844,6.9808598,1.4383366,0.31474894,-1.4543534e-07,3200,1.0725029,[-0.641 -0.683 -0.429 -0.323 -0.171],100.0,-3.1819057,545.1660780906677,0.40888014,87.69,1.1229101,1.6740652,100
,-28.266106,0.40553594,222868,3.4290538,4.299385,33,96.62045,-28.291233,0.20039137,-116.7884313916783,2.1002152,5.088006,1.1086378,0.6978958,-8.583069e-08,3300,1.016349,[-0.645 -0.684 -0.425 -0.33  -0.169],100.0,-10.087417,567.7824358940125,0.17061873,98.16,1.032247,1.9691089,100
,-27.883642,0.39922035,232468,2.275486,3.234237,34,96.512024,-27.903227,0.19459836,-119.4225060801921,2.0378788,5.4683747,1.0649247,0.66348505,-3.0994414e-07,3400,0.99831456,[-0.646 -0.685 -0.421 -0.331 -0.169],100.0,-2.6718717,588.7386426925659,0.1613436,96.0,1.0238545,1.5099096,100
,-28.420591,0.40390703,242428,2.54422,3.2961962,35,96.66624,-28.435091,0.2014332,-116.22200041457486,1.4321806,4.925719,1.0514884,0.5700542,-1.2397766e-07,3500,1.0143231,[-0.647 -0.686 -0.418 -0.331 -0.17 ],100.0,-3.7250743,610.6793463230133,0.1309402,99.6,1.019275,1.5236292,100
,-26.783285,0.37910494,251128,3.4961555,4.6059666,36,96.345406,-26.783285,0.174,-115.47490883520366,1.0,6.5500507,1.0,1.0,-7.867813e-07,3600,1.0,[-0.647 -0.684 -0.419 -0.333 -0.17 ],100.0,-4.174465,629.9655508995056,,87.0,1.0,1.8604283,100
,-27.576246,0.38940883,260447,2.8977237,4.407485,37,96.51137,-27.576258,0.18638,-115.95789774129389,1.0001808,5.757089,1.0,0.9998715,-4.7683716e-07,3700,1.0000001,[-0.647 -0.684 -0.419 -0.333 -0.17 ],100.0,-5.467447,650.2822728157043,4.8570673e-05,93.19,1.0,1.6937615,100
,-26.95104,0.3875093,269181,4.8636255,3.8415215,38,96.38443,-26.99241,0.17821777,-114.2218933611593,1.793663,6.3918896,1.1804149,0.68532264,5.7220458e-08,3800,1.0084292,[-0.647 -0.684 -0.419 -0.333 -0.17 ],100.0,-13.001897,669.5687923431396,0.1660097,87.34,1.0293064,2.2263737,100
,-29.837889,0.42713246,280621,3.124831,3.9320717,39,96.97705,-29.857695,0.2326173,-115.71303525632695,1.3174326,3.5137117,1.0774758,0.4520435,-2.2411346e-07,3900,0.98660576,[-0.654 -0.684 -0.418 -0.335 -0.169],100.0,-3.8645024,693.3594863414764,0.12471881,114.4,1.0276791,1.7049075,100
,-27.334677,0.3846268,289647,2.988499,3.9817567,40,96.50244,-27.334677,0.18052,-112.71517639083727,1.0,5.998659,1.0,1.0,2.670288e-07,4000,1.0,[-0.654 -0.683 -0.42  -0.337 -0.169],100.0,-3.2625484,713.6917324066162,,90.26,1.0,1.7200619,100
,-27.36865,0.3863124,298776,3.5536845,4.292002,41,96.46919,-27.36865,0.18258,-115.51888102086951,1.0,5.964685,1.0,1.0,-1.4781952e-07,4100,1.0,[-0.654 -0.683 -0.42  -0.337 -0.169],100.0,-5.4931254,733.1548385620117,,91.29,1.0,1.8756727,100
,-26.963835,0.3769636,307352,2.5433416,4.658334,42,96.27544,-26.963898,0.17151994,-116.82935381439988,1.0012963,6.369497,1.0,0.99941206,-2.8610229e-08,4200,0.9999972,[-0.654 -0.683 -0.42  -0.337 -0.169],100.0,-2.9991803,750.3642475605011,0.00026587426,85.76,0.99999756,1.5868622,100
,-28.95089,0.40339342,317580,3.5217073,3.843696,43,96.75244,-28.95089,0.20456,-114.94042293016766,1.0,4.3824463,1.0,1.0,6.67572e-08,4300,1.0,[-0.654 -0.683 -0.42  -0.337 -0.169],100.0,-7.898882,771.461422920227,,102.28,1.0,1.8672143,100
,-28.05114,0.40105867,327217,2.701481,3.7363994,44,96.58104,-28.06887,0.19594428,-116.55846483950629,1.9762105,5.2998815,1.0990846,0.68061036,-6.008148e-07,4400,1.0158265,[-0.654 -0.683 -0.42  -0.337 -0.169],100.0,-3.094932,792.4372818470001,0.17240366,96.37,1.0267909,1.6251913,100
,-28.734398,0.40423146,337261,3.4409127,3.767949,45,96.732925,-28.765402,0.20266055,-113.85239868880163,1.4248688,4.6070404,1.053612,0.7756059,-6.198883e-08,4500,1.0071263,[-0.655 -0.683 -0.417 -0.338 -0.172],100.0,-9.170912,813.848769903183,0.11826683,100.44,1.0154653,1.9611193,100
,-28.621716,0.4157795,347650,3.7426133,4.463153,46,96.77954,-28.690031,0.21287803,-115.3416018233696,1.6354,4.7367783,1.1215038,0.38451493,3.194809e-07,4600,1.0347279,[-0.658 -0.688 -0.418 -0.337 -0.176],100.0,-3.2891145,835.9003081321716,0.18415196,103.89,1.0375761,1.8632032,100
,-28.60218,0.4059989,357543,2.9961083,3.1234908,47,96.656845,-28.628803,0.20160583,-115.90381615188049,1.9641356,4.7530627,1.1014754,0.72364926,1.4781952e-07,4700,1.0015092,[-0.657 -0.681 -0.417 -0.337 -0.185],100.0,-7.7659817,858.9901022911072,0.17908743,98.93,1.0317113,1.8154645,100
,-28.402155,0.40982205,367371,2.7081554,2.9848607,48,96.64458,-28.433289,0.20261389,-115.7456984505788,1.5771668,4.964113,1.1552352,0.56037,1.4781952e-07,4800,1.0051548,[-0.658 -0.682 -0.414 -0.336 -0.186],100.0,-2.6495419,880.0145945549011,0.19013044,98.28,1.056781,1.5306282,100
,-27.365162,0.38743767,376569,2.6388862,3.4210072,49,96.50951,-27.365162,0.18396,-114.5376042060568,1.0,5.968175,1.0,1.0,8.201599e-07,4900,1.0,[-0.658 -0.681 -0.416 -0.34  -0.184],100.0,-3.321024,899.0743832588196,,91.98,1.0,1.6163223,100
,-28.651066,0.40985772,386718,3.4035978,3.5227652,50,96.74894,-28.673437,0.20679747,-114.23016608745971,2.2129452,4.7024875,1.0914702,0.7360734,-4.4822693e-07,5000,1.0140426,[-0.658 -0.681 -0.416 -0.34  -0.184],100.0,-7.6461396,919.4445195198059,0.16796803,101.49,1.0287846,1.8653227,100
,-27.937298,0.3926695,396242,3.051381,3.987977,51,96.5648,-27.937298,0.19048,-115.96539482071825,1.0000055,5.3960376,1.0,0.9999951,-1.04904174e-07,5100,1.0,[-0.658 -0.682 -0.413 -0.34  -0.184],100.0,-3.4180279,940.0376417636871,1.5353808e-06,95.24,1.0,1.738064,100
,-29.279535,0.40942952,406893,2.6591375,3.7770972,52,96.814804,-29.279535,0.21302,-116.37306314729872,1.0,4.0538,1.0,1.0,9.536743e-09,5200,1.0,[-0.658 -0.682 -0.413 -0.34  -0.184],100.0,-3.3355942,963.678053855896,,106.51,1.0,1.6225123,100
,-27.913162,0.39253283,416408,2.4820902,4.2363315,53,96.51831,-27.913162,0.1903,-118.06661135339495,1.0,5.420173,1.0,1.0,-5.3167344e-07,5300,1.0,[-0.658 -0.682 -0.413 -0.34  -0.184],100.0,-2.4169178,985.0899949073792,,95.15,1.0,1.5675682,100
,-28.568716,0.39962128,426383,2.9086149,4.1260614,54,96.69815,-28.568716,0.1995,-114.80493644649277,1.0,4.76462,1.0,1.0,5.483627e-07,5400,1.0,[-0.658 -0.682 -0.413 -0.34  -0.184],100.0,-3.4077864,1005.9093554019928,,99.75,1.0,1.6969177,100
,-27.89291,0.39026168,435754,3.9078457,4.0030737,55,96.55415,-27.892912,0.18742,-114.60032352538222,1.0000072,5.440425,1.0,0.9999922,1.2397766e-07,5500,1.0,[-0.658 -0.682 -0.413 -0.34  -0.184],100.0,-8.499912,1024.5368294715881,2.332396e-06,93.71,1.0,1.9669197,100
,-27.874743,0.39411488,445369,2.4382627,4.1666017,56,96.57233,-27.874743,0.1923,-116.71005474035553,1.0,5.458594,1.0,1.0,-5.1498415e-07,5600,1.0,[-0.658 -0.682 -0.413 -0.34  -0.184],100.0,-3.226007,1043.8052597045898,,96.15,1.0,1.5536667,100
,-29.291285,0.42527926,456249,2.8507972,4.525282,57,96.85983,-29.327148,0.22417523,-116.42488418449364,1.7851579,4.075269,1.1846782,0.28429985,-2.9087067e-07,5700,1.0277376,[-0.658 -0.682 -0.413 -0.34  -0.184],100.0,-2.643867,1067.9791321754456,0.19363452,108.8,1.0478858,1.6444962,100
,-28.303581,0.40087333,465870,3.4285219,4.1043034,58,96.630974,-28.335945,0.19564621,-113.96259599736979,1.6535943,5.039901,1.1041019,0.6969129,6.7710874e-07,5800,1.0348803,[-0.658 -0.68  -0.417 -0.341 -0.185],100.0,-9.385096,1088.9819331169128,0.15160494,96.21,1.0243882,1.8420291,100
,-27.946287,0.41614076,475402,3.514602,3.5385163,59,96.57654,-28.055935,0.20157337,-115.50223998205097,3.6847303,5.4327717,1.4167411,0.381367,-3.0994414e-07,5900,1.0195533,[-0.661 -0.679 -0.415 -0.343 -0.19 ],100.0,-6.720383,1110.766128540039,0.3678256,95.32,1.1035061,1.9794163,100
,-29.979507,0.42091864,486908,3.7957056,4.4319243,60,96.9612,-29.979507,0.23012,-117.29251711413755,1.0,3.3538287,1.0,1.0,-3.3140182e-07,6000,1.0,[-0.667 -0.689 -0.417 -0.34  -0.192],100.0,-9.533036,1134.303389787674,,115.06,1.0,1.9384912,100
,-29.327534,0.41337293,497843,2.9827607,4.7778444,61,96.85866,-29.327534,0.2187,-117.07791746655779,1.0,4.0058026,1.0,1.0,6.151199e-07,6100,1.0,[-0.667 -0.689 -0.417 -0.34  -0.192],100.0,-3.033113,1156.5715358257294,,109.35,1.0,1.7184101,100
,-29.735344,0.4134972,508788,3.2288208,4.2154107,62,96.948074,-29.735344,0.2189,-112.2920117928394,1.0,3.5979915,1.0,1.0,1.8596648e-07,6200,1.0,[-0.667 -0.689 -0.417 -0.34  -0.192],100.0,-7.4219384,1179.3166987895966,,109.45,1.0,1.787885,100
,-29.380886,0.41517672,519857,2.9147284,3.4601686,63,96.88101,-29.380886,0.22138,-117.27498583375699,1.0,3.9524505,1.0,1.0,-6.389618e-07,6300,1.0,[-0.667 -0.689 -0.417 -0.34  -0.192],100.0,-3.2158885,1203.0301749706268,,110.69,1.0,1.6986998,100
,-28.320147,0.3938625,529456,2.7074125,4.6918497,64,96.59035,-28.320147,0.19198,-115.65242795712278,1.0,5.0131893,1.0,1.0,-1.0967255e-07,6400,1.0,[-0.667 -0.689 -0.417 -0.34  -0.192],100.0,-2.699191,1222.2489063739777,,95.99,1.0,1.6371741,100
,-29.134996,0.42206773,540274,2.625462,3.1424928,65,96.84761,-29.159664,0.2217216,-116.42278873861142,2.1426556,4.221773,1.1142244,0.63985324,-6.2465665e-07,6500,1.048696,[-0.667 -0.689 -0.417 -0.34  -0.192],100.0,-2.9418936,1245.1021616458893,0.21207085,108.18,1.046579,1.6095064,100
,-30.333569,0.42883492,552418,3.4355683,3.9172587,66,97.06714,-30.333569,0.24288,-117.36316079867176,1.0,2.999767,1.0,1.0,6.198883e-07,6600,1.0,[-0.668 -0.69  -0.414 -0.338 -0.192],100.0,-3.770279,1271.0021362304688,,121.44,1.0,1.8442378,100
,-29.90154,0.42349628,564127,3.4393303,4.5631657,67,97.00206,-29.90154,0.23418,-116.96981305216622,1.0,3.4317946,1.0,1.0,-2.8610229e-08,6700,1.0,[-0.668 -0.69  -0.414 -0.338 -0.192],100.0,-3.17483,1294.6929523944855,,117.09,1.0,1.8452473,100
,-29.398428,0.4148166,575169,2.9269273,3.4696865,68,96.90479,-29.398428,0.22084,-115.6792041935203,1.0,3.9349084,1.0,1.0,-2.2411346e-07,6800,1.0,[-0.668 -0.69  -0.414 -0.338 -0.192],100.0,-2.9845872,1318.3772706985474,,110.42,1.0,1.7022512,100
,-29.708971,0.41707075,586380,2.6151762,3.4854493,69,96.98831,-29.708971,0.22422,-112.76505790882348,1.0,3.6243649,1.0,1.0,2.670288e-07,6900,1.0,[-0.668 -0.69  -0.414 -0.338 -0.192],100.0,-3.3557806,1341.3575220108032,,112.11,1.0,1.6090446,100
,-29.868542,0.43568468,597869,2.2804167,3.6342075,70,96.96687,-29.900393,0.23778021,-116.79297483055247,2.0723677,3.4839752,1.2471255,0.61690927,4.6730042e-07,7000,1.0174598,[-0.668 -0.69  -0.414 -0.338 -0.192],100.0,-2.8875422,1364.8482384681702,0.23621684,114.89,1.0599521,1.4822127,100
,-30.561607,0.4324078,610317,2.3749146,4.2103214,71,97.14836,-30.561607,0.24896,-115.24609331392908,1.0,2.7717276,1.0,1.0,3.33786e-08,7100,1.0,[-0.675 -0.69  -0.413 -0.335 -0.199],100.0,-2.996542,1390.1023366451263,,124.48,1.0,1.5333512,100
,-29.217999,0.41254455,621192,2.5521452,4.301143,72,96.84969,-29.217999,0.2175,-116.92298010091835,1.0,4.115337,1.0,1.0,-1.4781952e-07,7200,1.0,[-0.675 -0.69  -0.413 -0.335 -0.199],100.0,-3.0396948,1412.888780117035,,108.75,1.0,1.5895358,100
,-30.707485,0.43158868,633570,2.4739234,3.4971619,73,97.145004,-30.707485,0.24756,-114.80577411324617,1.0,2.6258507,1.0,1.0,-3.0517577e-07,7300,1.0,[-0.675 -0.69  -0.413 -0.335 -0.199],100.0,-2.8841968,1438.431735277176,,123.78,1.0,1.564987,100
,-29.646332,0.41460007,644596,2.8513734,3.9613397,74,96.905106,-29.646332,0.22052,-115.49189497601654,1.0,3.6870031,1.0,1.0,-3.2424927e-07,7400,1.0,[-0.675 -0.69  -0.413 -0.335 -0.199],100.0,-3.5344524,1461.9977996349335,,110.26,1.0,1.6801368,100
,-29.94521,0.42489427,656417,3.014324,4.5271893,75,97.029655,-29.94521,0.23642,-116.45822581746596,1.0,3.3881273,1.0,1.0,3.7431718e-07,7500,1.0,[-0.675 -0.69  -0.413 -0.335 -0.199],100.0,-3.1237817,1485.9342968463898,,118.21,1.0,1.7274781,100
,-30.017237,0.42301893,668089,2.3815825,3.731148,76,96.96762,-30.017237,0.23344,-118.60958531996422,1.0,3.3160985,1.0,1.0,-6.67572e-08,7600,1.0,[-0.675 -0.69  -0.413 -0.335 -0.199],100.0,-2.685763,1510.9537796974182,,116.72,1.0,1.5355021,100
,-30.650204,0.43094325,680411,2.6106865,3.6790714,77,97.099625,-30.650204,0.24644,-117.08182068868416,1.0,2.6831322,1.0,1.0,-8.058548e-07,7700,1.0,[-0.675 -0.69  -0.413 -0.335 -0.199],100.0,-2.9949875,1536.8072180747986,,123.22,1.0,1.6076627,100
,-31.679226,0.4492572,694437,2.6907415,3.156341,78,97.365875,-31.679226,0.28052,-114.60127779857848,1.0,1.6541095,1.0,1.0,9.298325e-07,7800,1.0,[-0.675 -0.69  -0.413 -0.335 -0.199],100.0,-2.8168178,1564.9774613380432,,140.26,1.0,1.6321257,100
,-30.515444,0.43379912,707005,2.760806,3.4483788,79,97.09869,-30.515444,0.25136,-119.47902833227367,1.0,2.8178918,1.0,1.0,1.4781952e-07,7900,1.0,[-0.675 -0.69  -0.413 -0.335 -0.199],100.0,-2.9336772,1589.305269241333,,125.68,1.0,1.6532387,100
,-30.609879,0.4570731,719488,2.380819,3.7172344,80,97.1325,-30.641588,0.26319304,-116.56040308426529,2.2419739,2.7563403,1.3572562,0.26750603,9.775162e-08,8000,1.0678933,[-0.675 -0.69  -0.413 -0.335 -0.199],100.0,-2.9050865,1616.7378544807434,0.31152463,124.83,1.0825292,1.4836899,100
,-30.516073,0.42800307,731563,2.5473256,3.4339728,81,97.06671,-30.516073,0.2415,-116.72198835119283,1.0,2.8172624,1.0,1.0,-2.0742416e-07,8100,1.0,[-0.675 -0.688 -0.414 -0.339 -0.198],100.0,-2.5595598,1642.5167479515076,,120.75,1.0,1.5880342,100
,-28.619585,0.4127576,741822,3.1577103,3.760617,82,96.76951,-28.666855,0.20967117,-114.41314116065912,1.928345,4.738279,1.107415,0.5719495,-3.6239624e-07,8200,0.9981581,[-0.675 -0.688 -0.414 -0.339 -0.198],100.0,-5.35375,1663.2303359508514,0.18002857,102.59,1.0332761,1.7933618,100
,-30.484268,0.4275473,753860,3.2488732,4.7843323,83,97.0487,-30.484268,0.24076,-117.44904143528434,1.0,2.8490686,1.0,1.0,7.6293944e-08,8300,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-7.990133,1689.1205224990845,,120.38,1.0,1.7934283,100
,-30.725082,0.43530262,766560,2.8360114,3.8419213,84,97.15172,-30.725082,0.254,-117.36665361259332,1.0,2.6082535,1.0,1.0,3.8385392e-07,8400,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-2.8788629,1715.190337896347,,127.0,1.0,1.6756049,100
,-29.922338,0.42559206,778438,3.6054213,4.5538254,85,97.05321,-29.922338,0.23756,-115.62033272666773,1.0,3.410997,1.0,1.0,7.4386594e-07,8500,1.0,[-0.676 -0.69  -0.412 -0.34  -0.207],100.0,-3.444109,1740.4734041690826,,118.78,1.0,1.889277,100
