MaxIW,InitialReturnMax,InitialReturnMin,InitialBound,Weights,TimeElapsed,EpisodesSoFar,InitialReturnStd,ReturnMeanIW,MinIW,EpLenMean,J_sample_variance,EpRewMean,EpThisIter,EmpiricalD2,TimestepsSoFar,Iteration,InitialReturnMean,Bound,StdIW,MeanIW
56.560143,2.6947021,-1.592453,2226.314,[ 1.171  0.337  0.109  1.017 -0.597],257.9766061306,2200,0.7722382,4206.6113,4.5879924e-07,20.85,244526750.0,-116.38646889655796,100,1695.231,49601,22,1.0681152e-06,4206.6113,7.04655,1.8865212
182.2542,2.7627335,-1.2180405,2318.82,[ 1.1    0.354  0.027  1.003 -0.687],268.81573390960693,2300,0.74497706,5035.628,1.4569406e-06,20.06,1525857700.0,-115.65442412516445,100,142420310000.0,51607,23,5.4931643e-06,5035.628,17.250223,2.155685
38.963753,2.8803177,-1.5492096,2287.9817,[ 1.063  0.314  0.092  1.089 -0.63 ],279.1597008705139,2400,0.9023037,3100.8315,0.014537541,20.33,82055256.0,-115.98546301431645,100,98.13687,53640,24,1.2969971e-06,3100.8315,3.9806082,1.354481
45.741234,3.3552246,-2.0105515,2219.1902,[ 1.101  0.246  0.111  1.084 -0.509],289.89180850982666,2500,1.1427325,3160.4937,0.0013799386,20.92,100017080.0,-116.53249440064533,100,105.77954,55732,25,-6.4849855e-06,3160.4937,4.569527,1.4209287
3061.9722,2.9644775,-2.0277023,2265.5876,[ 1.118  0.241  0.181  1.079 -0.559],298.6683859825134,2600,0.94106454,52007.63,2.8092314e-12,20.51,268561220000.0,-116.10040109832664,100,289324530000.0,57783,26,9.155273e-07,52007.63,229.45421,22.88697
69.45366,2.9887543,-2.29113,2216.4785,[ 1.027  0.3    0.313  0.965 -0.658],310.16465497016907,2700,1.0658966,4986.71,5.004949e-05,20.91,314294080.0,-116.32032421301223,100,149.09865,59874,27,3.967285e-06,4986.71,8.05246,2.2461169
195.48108,3.2879791,-2.547432,2281.8296,[ 1.017  0.28   0.355  1.068 -0.763],320.19900465011597,2800,1.0298054,6511.32,0.0007346265,20.31,1833564200.0,-115.58715804938856,100,10046.815,61905,28,-8.544922e-06,6511.32,18.998947,2.840245
595.35095,3.3839417,-2.6811905,2206.8303,[ 1.     0.318  0.416  1.049 -0.74 ],330.1864652633667,2900,1.0508338,13366.819,1.3304998e-08,20.91,15485182000.0,-115.81549003670062,100,110611.87,63996,29,-4.196167e-06,13366.819,57.39157,6.01385
588.09265,3.2722855,-2.5144806,2126.189,[ 1.074  0.368  0.477  1.09  -0.8  ],341.47864842414856,3000,1.0313227,8962.967,7.1570266e-06,21.66,4847252500.0,-116.44597244267035,100,26152.266,66162,30,-5.7983398e-06,8962.967,33.25851,4.200798
106.654205,2.1044464,-2.9252853,2197.8125,[ 1.119  0.406  0.431  1.052 -0.825],351.3321342468262,3100,1.0038664,4549.9824,1.0278703e-07,21.0,531915840.0,-115.92582633040793,100,1853588.8,68262,31,3.2043456e-06,4549.9824,10.570214,2.0645642
710.1495,3.1926956,-3.0603333,2131.6367,[ 1.14   0.436  0.494  1.169 -0.909],362.39953565597534,3200,1.1478568,10213.938,1.0795537e-11,21.6,9895437000.0,-116.38759713651612,100,932212440000.0,70422,32,2.2888185e-06,10213.938,46.698795,4.7865515
396.2133,2.747902,-3.4379807,2194.514,[ 1.166  0.472  0.562  1.072 -0.964],373.1800627708435,3300,1.1525607,4781.51,4.7112474e-09,20.93,1779585000.0,-115.28330438717181,100,9402198000.0,72515,33,2.1362305e-06,4781.51,19.389471,2.1796434
116.33628,2.9968414,-2.589859,2313.615,[ 1.191  0.462  0.48   1.126 -0.989],381.68000388145447,3400,1.2086382,3836.787,3.7011924e-07,19.94,673784960.0,-114.62248869566884,100,8199.741,74509,34,1.0604858e-05,3836.787,11.291544,1.6527259
141.8671,2.6838913,-2.7013855,2367.9949,[ 1.166  0.467  0.42   1.166 -1.039],392.1197371482849,3500,1.0747728,4172.819,0.00012396609,19.54,584610560.0,-114.4373785004804,100,132.3774,76463,35,-9.07898e-06,4172.819,10.324381,1.7569371
19.631575,2.977913,-3.0347672,2241.5247,[ 1.149  0.468  0.466  1.173 -1.085],402.87729144096375,3600,1.0716311,2651.4656,0.003025476,20.57,21716508.0,-115.30105460516803,100,12.864108,78520,36,-5.0354006e-06,2651.4656,2.0941541,1.1809663
145.88249,2.8906326,-2.9166794,2344.129,[ 1.121  0.483  0.459  1.103 -1.08 ],411.504225730896,3700,1.09971,3739.035,1.3455641e-05,19.73,317343700.0,-114.62456694955989,100,3279410.5,80493,37,-2.0599366e-06,3739.035,7.706889,1.5913363
67.33118,2.5270538,-2.6669006,2370.5413,[ 1.095  0.537  0.412  1.091 -1.07 ],420.1464099884033,3800,1.1587296,4201.0464,0.0038709457,19.5,225807760.0,-114.28831282808189,100,18.518467,82443,38,-2.822876e-06,4201.0464,6.4932876,1.7652259
1190.4941,3.1294327,-2.737465,2374.6042,[ 1.068  0.541  0.444  1.108 -1.09 ],429.85712480545044,3900,1.1576623,28230.236,,19.48,76389710000.0,-114.35566389090636,100,inf,84391,39,6.790161e-06,28230.236,116.92233,11.860007
36.64197,2.3210068,-2.0794373,2446.978,[ 1.153  0.629  0.312  1.018 -1.139],441.05147194862366,4000,0.92694956,3155.3242,0.0011672851,18.94,84504824.0,-113.88962403119056,100,26.89078,86285,40,-5.4931643e-06,3155.3242,3.7692056,1.2893616
81.56323,2.9601364,-1.8812637,2415.896,[ 1.201  0.644  0.319  0.998 -1.138],449.91530203819275,4100,1.1077188,4961.5537,3.0913195e-06,19.18,494018400.0,-114.15223491233839,100,339898.38,88203,41,-7.6293946e-07,4961.5537,9.270975,2.0495534
1035.5905,1.5466232,-1.6368866,2434.8237,[ 1.164  0.626  0.29   1.049 -1.102],461.5998034477234,4200,0.74924755,25939.615,2.5473717e-08,19.03,60598215000.0,-113.96594397815517,100,43684123000.0,90106,42,1.4495849e-06,25939.615,101.56718,10.629005
1444.6466,2.8252869,-1.6801071,2519.7886,[ 1.18   0.653  0.232  0.973 -1.093],473.2584207057953,4300,0.89732224,25405.562,8.5953886e-08,18.38,61470036000.0,-113.14380133355058,100,755899.1,91944,43,-8.087158e-06,25405.562,99.198044,10.045808
45.138466,3.5575638,-1.4746399,2415.0881,[ 1.16   0.726  0.232  0.93  -1.108],484.0717885494232,4400,0.93354636,3442.5942,0.000513957,19.15,175030770.0,-113.89100970175366,100,901.5281,93859,44,-7.019043e-06,3442.5942,5.4989653,1.4243978
8.512965,2.7729645,-2.0958557,2606.021,[ 1.184  0.749  0.273  0.937 -1.076],493.60452032089233,4500,1.1044862,2763.2615,0.23804876,17.77,2908925.8,-112.4275090271961,100,1.4768847,95636,45,1.6784668e-06,2763.2615,0.6571903,1.0603365
30.766073,2.991188,-1.9173431,2494.7546,[ 1.18   0.758  0.283  0.965 -1.066],502.60387110710144,4600,1.0858152,3445.7131,0.00042160752,18.53,82656900.0,-113.1288839071906,100,51.314854,97489,46,3.6621093e-06,3445.7131,3.657275,1.380435
17.653574,2.5742722,-1.5301514,2456.4287,[ 1.186  0.729  0.25   0.966 -1.08 ],511.44696021080017,4700,0.915212,2936.391,0.0050080363,18.85,23674352.0,-113.69031902831279,100,9.259443,99374,47,8.31604e-06,2936.391,1.9911017,1.1947275
236.6701,3.5153732,-1.9909515,2452.6802,[ 1.178  0.711  0.225  0.966 -1.06 ],519.0171649456024,4800,1.0283967,6758.519,2.767159e-06,18.85,2437772300.0,-113.54026189481756,100,49898.99,101259,48,7.3242186e-06,6758.519,20.341347,2.7432005
22.914019,2.443512,-1.9111862,2431.3042,[ 1.162  0.714  0.283  0.965 -1.114],529.5771729946136,4900,1.0310597,3385.418,0.0011656887,19.0,57263964.0,-113.60339748824772,100,28.676699,103159,49,9.002685e-06,3385.418,3.13911,1.3905011
44.741634,2.1032715,-2.0448685,2479.6353,[ 1.151  0.675  0.279  0.962 -1.14 ],539.4106292724609,5000,0.96812934,3301.305,0.0010432225,18.65,75923464.0,-113.32918211945842,100,53.538414,105024,50,2.822876e-06,3301.305,3.5240529,1.3311088
19.386099,2.35643,-2.5710526,2458.7202,[ 1.152  0.669  0.316  0.954 -1.104],549.9839534759521,5100,1.1125762,2989.2683,0.001050478,18.79,40902480.0,-113.37549225431094,100,30.167925,106903,51,-6.408691e-06,2989.2683,2.6028347,1.2153748
40.352066,2.4436798,-2.3887482,2596.116,[ 1.151  0.671  0.285  0.989 -1.105],559.2995591163635,5200,1.063363,3240.0703,0.009201411,17.82,43305116.0,-112.37703145385463,100,45.664883,108685,52,6.3323973e-06,3240.0703,2.566935,1.2473954
649.09265,3.3332977,-1.9331207,2366.9434,[ 1.128  0.639  0.276  0.962 -1.104],569.524626493454,5300,1.0504978,22178.395,2.6062077e-17,19.55,23687963000.0,-114.46320600339389,100,1.4292671e+29,110640,53,1.5258789e-06,22178.395,65.427864,9.331735
953.7942,2.7272568,-2.160736,2327.9714,[ 1.221  0.563  0.346  1.127 -1.094],580.7681810855865,5400,0.94799006,10275.472,1.106967e-05,19.88,8614521000.0,-114.86862542000725,100,320490.75,112628,54,2.2888185e-06,10275.472,40.071552,4.4026914
2718.6477,3.1222687,-2.2495804,2309.4307,[ 1.206  0.607  0.386  1.094 -1.112],591.8319425582886,5500,1.0862955,38003.113,2.6996165e-13,20.03,138140980000.0,-114.99527419076992,100,2.1954405e+31,114631,55,-9.918213e-07,38003.113,162.07695,16.39793
197.73245,2.1670074,-1.945961,2330.755,[ 1.159  0.748  0.435  1.153 -0.992],604.555016040802,5600,1.0249392,9078.855,2.0704222e-06,19.77,2442961400.0,-114.25003112005007,100,6724.6123,116608,56,4.4250487e-06,9078.855,21.337969,3.8883357
34.577656,2.387085,-1.962738,2519.6582,[ 1.212  0.794  0.458  1.164 -0.994],614.7072112560272,5700,1.0076513,3027.8086,8.182336e-05,18.33,81632450.0,-112.778258903018,100,302.3532,118441,57,-2.5177003e-06,3027.8086,3.614394,1.2006676
300.88437,2.4659042,-2.5234528,2389.489,[ 1.257  0.766  0.43   1.212 -1.013],624.0746099948883,5800,1.0768445,6630.049,2.2683155e-13,19.31,3176292400.0,-113.89005024414725,100,9.3154985e+24,120372,58,-5.0354006e-06,6630.049,23.630821,2.7711241
16.572035,3.4343338,-2.2287216,2484.325,[ 1.262  0.819  0.358  1.08  -0.956],634.6324558258057,5900,1.0613477,3484.9817,0.0029091889,18.61,50545864.0,-113.23611520859191,100,29.933434,122233,59,-8.087158e-06,3484.9817,2.877272,1.4014326
2317.4558,2.8186188,-2.3404007,2500.6653,[ 1.219  0.839  0.368  1.013 -0.993],643.6986384391785,6000,1.1493863,57170.93,4.5091395e-17,18.45,319238340000.0,-112.84465939446041,100,inf,124078,60,-1.586914e-05,57170.93,227.1756,22.7991
81.1603,2.4742584,-2.8511353,2447.236,[ 1.167  0.741  0.43   0.888 -0.947],654.5789308547974,6100,1.1757362,3394.7393,2.0912616e-05,18.79,211996300.0,-112.85108095441389,100,602.18396,125957,61,1.5258789e-06,3394.7393,6.0001597,1.387434
147.51823,2.1244888,-3.0064774,2332.6611,[ 1.089  0.708  0.418  0.893 -0.97 ],664.1149327754974,6200,1.2234296,7321.0923,2.982343e-10,19.68,1819327400.0,-113.72518517625642,100,298402180.0,127925,62,4.8065185e-06,7321.0923,18.447138,3.1284242
9.50367,2.21212,-2.9057846,2411.6875,[ 1.072  0.622  0.461  0.889 -1.05 ],675.463109254837,6300,1.1159606,2675.678,0.13391685,19.05,5792951.5,-113.07591021331065,100,1.5121211,129830,63,-2.5939942e-06,2675.678,0.9989766,1.109045
548.44366,2.313446,-3.2899399,2350.7454,[ 1.119  0.6    0.454  0.893 -1.084],685.0960078239441,6400,1.1316804,13167.491,2.2682628e-10,19.54,15720537000.0,-113.63473578655689,100,11097490000.0,131784,64,9.231568e-06,13167.491,53.712044,5.5870686
68.31639,2.622467,-3.295929,2306.7214,[ 1.098  0.503  0.468  0.855 -1.11 ],694.9811205863953,6500,1.0408403,3553.1008,0.00021102552,19.87,215028980.0,-113.8377996963632,100,150.53014,133771,65,-7.6293944e-08,3553.1008,6.373756,1.5396389
64.09156,2.2470093,-3.3690948,2417.3643,[ 1.085  0.538  0.486  0.824 -1.166],705.1801574230194,6600,1.24613,3859.3477,0.0011664928,18.99,101269030.0,-112.91871567278329,100,58.831177,135670,66,-1.0757446e-05,3859.3477,4.2216773,1.5961612
165.75421,2.6005936,-3.5735168,2420.5352,[ 1.087  0.57   0.508  0.833 -1.176],715.1805274486542,6700,1.3748456,4424.338,5.1470306e-06,18.99,1068971200.0,-113.08947015261107,100,339625.38,137569,67,-4.272461e-06,4424.338,13.546211,1.8263006
4.4843135,3.508644,-2.9467087,2409.8257,[ 1.072  0.629  0.485  0.795 -1.194],724.422360420227,6800,1.4031876,2645.732,0.058268048,19.02,2384399.2,-112.80130216921236,100,1.7821835,139471,68,-9.765625e-06,2645.732,0.64403266,1.0976378
384.56238,3.951233,-3.5866623,2498.8433,[ 1.093  0.606  0.499  0.79  -1.213],733.6587972640991,6900,1.4564812,6845.5405,0.00032177026,18.35,2602947800.0,-112.05007021977218,100,975.80585,141306,69,2.2888185e-06,6845.5405,20.503819,2.7354238
23.04723,4.8239365,-3.664177,2388.1455,[ 1.021  0.661  0.522  0.804 -1.169],745.155686378479,7000,1.6426357,2959.2805,0.007583506,19.11,38274664.0,-112.4251964868554,100,10.106483,143217,70,1.5258789e-07,2959.2805,2.591099,1.2381445
184.13184,3.3668442,-3.5290833,2413.8848,[ 1.014  0.661  0.53   0.766 -1.177],753.8308751583099,7100,1.6317744,5396.8594,1.2791205e-06,18.89,1543535400.0,-112.08759879296413,100,15145.816,145106,71,9.155273e-07,5396.8594,16.383505,2.2303352
19.39233,4.3697586,-3.6438065,2570.9175,[ 1.002  0.661  0.472  0.78  -1.192],763.3223264217377,7200,1.4415647,2899.145,0.042289715,17.83,14523087.0,-111.40033693967197,100,4.672159,146889,72,5.645752e-06,2899.145,1.4835006,1.1278594
18.638575,2.831108,-3.882866,2288.1138,[ 0.94   0.685  0.445  0.793 -1.174],772.3386113643646,7300,1.3519765,3571.8599,0.00014187716,19.96,53560236.0,-113.50676134835608,100,18.960821,148885,73,9.155273e-07,3571.8599,3.2203345,1.5583575
1551.581,2.4493484,-3.5889664,2358.134,[ 0.936  0.687  0.468  0.85  -1.227],781.3294863700867,7400,1.2861859,23548.434,5.220775e-21,19.41,50071867000.0,-113.08356618404603,100,9.20702e+34,150826,74,5.645752e-06,23548.434,94.80991,9.963058
15.61504,3.2129517,-4.0366745,2487.6611,[ 0.927  0.651  0.565  0.824 -1.201],791.8036603927612,7500,1.4077859,3017.9019,0.007924578,18.38,10959840.0,-111.76429177374976,100,4.9614305,152664,75,7.858276e-06,3017.9019,1.3376904,1.212465
155.93681,4.4254227,-4.2071075,2436.5798,[ 0.922  0.659  0.58   0.807 -1.269],800.4425640106201,7600,1.6219147,5499.578,5.889911e-06,18.7,1387107000.0,-111.77746601876143,100,136.00893,154534,76,-3.3569336e-06,5499.578,15.347567,2.2561884
8.593428,4.1506042,-4.2227936,2276.9634,[ 0.938  0.656  0.605  0.873 -1.325],810.1813042163849,7700,1.5558165,2708.06,0.0029637567,20.05,10306139.0,-113.5783490385902,100,3.4760973,156539,77,-3.0517579e-06,2708.06,1.412073,1.1887634
4.484848,4.240265,-3.4957047,2338.5122,[ 0.935  0.653  0.611  0.904 -1.317],819.4631681442261,7800,1.5747979,2494.527,0.12443682,19.54,2677916.8,-113.1023223437669,100,1.5696946,158493,78,1.9073486e-06,2494.527,0.70554227,1.0663788
613.7918,3.2678757,-3.887642,2473.919,[ 0.953  0.658  0.61   0.916 -1.331],828.5095829963684,7900,1.2902095,7731.6143,1.9409438e-10,18.46,4135953400.0,-111.71806387510651,100,2.0225377e+20,160339,79,-2.3651123e-06,7731.6143,26.190584,3.11679
3142.058,4.339119,-3.1345444,2279.6833,[ 0.939  0.64   0.689  0.973 -1.283],840.0174782276154,8000,1.4652157,45429.91,9.308803e-08,19.96,201170830000.0,-113.10827419338074,100,34061336.0,162335,80,-4.196167e-06,45429.91,198.02785,19.8589
241.22916,4.309227,-2.6642227,2423.895,[ 0.94   0.677  0.718  0.946 -1.32 ],851.6515820026398,8100,1.5273687,7378.999,1.6594175e-06,18.8,3098315300.0,-111.91497654982963,100,316079000.0,164215,81,-9.460449e-06,7378.999,23.29425,3.030394
356.45544,4.078285,-3.282486,2457.4412,[ 0.995  0.672  0.75   0.894 -1.315],862.837559223175,8200,1.7417767,8237.256,7.90926e-13,18.45,5801178600.0,-110.94643639045711,100,2.6924487e+19,166060,82,-6.1035155e-07,8237.256,31.003222,3.3515494
356.6394,5.678337,-5.5235596,2473.945,[ 1.019  0.725  0.737  0.832 -1.292],873.4044945240021,8300,1.9449904,9669.876,2.2738736e-07,18.26,7255527400.0,-110.3233262865982,100,760518800000.0,167886,83,-5.7983398e-06,9669.876,34.741062,3.897315
200.72986,5.3789825,-4.2850113,2664.1538,[ 1.049  0.767  0.687  0.867 -1.307],883.1191492080688,8400,1.84884,9287.278,1.4257505e-11,17.13,2780263200.0,-110.0560638473278,100,5.028443e+26,169599,84,1.27410885e-05,9287.278,19.827341,3.4840505
62.292095,4.3082733,-3.2007675,2534.2388,[ 1.068  0.807  0.603  0.925 -1.286],892.9166233539581,8500,1.4319654,3141.726,6.562195e-05,18.02,258584210.0,-111.21123178702092,100,562.87976,171401,85,3.890991e-06,3141.726,6.3765545,1.2406377
46.780304,3.6123734,-3.5095444,2504.1653,[ 1.088  0.843  0.613  0.928 -1.293],902.1279733181,8600,1.6132045,3367.318,4.2751824e-05,18.27,112250150.0,-111.72147768999466,100,358.07336,173228,86,5.722046e-06,3367.318,4.260634,1.3432734
1210.8896,3.8018723,-3.6846542,2453.5996,[ 1.115  0.877  0.602  0.928 -1.301],911.0362918376923,8700,1.6337267,20724.014,6.4869976e-09,18.58,19689882000.0,-111.67194359143889,100,1684212600.0,175086,87,-4.8065185e-06,20724.014,57.84702,8.427083
237.13641,2.5045776,-3.4806747,2461.4849,[ 1.16   0.888  0.598  1.019 -1.306],921.7911546230316,8800,1.3375113,8196.079,7.242089e-08,18.6,3391613400.0,-112.14436115220293,100,1132557200.0,176946,88,-5.4931643e-06,8196.079,23.992304,3.3196304
122.520874,3.2010727,-3.6679153,2297.76,[ 1.201  0.898  0.661  1.081 -1.317],933.3535466194153,8900,1.493445,5009.9956,0.00012654258,19.83,776939840.0,-113.12005139993191,100,147.13133,178929,89,-2.9754638e-06,5009.9956,12.191144,2.178397
3.3478808,2.6060715,-3.9434967,2464.4937,[ 1.154  0.905  0.616  1.071 -1.34 ],943.5603258609772,9000,1.4019138,2620.1804,0.10148932,18.57,1234400.4,-112.07516371275439,100,1.3260776,180786,90,-6.6375733e-06,2620.1804,0.45328864,1.0631133
249.6911,2.714363,-3.6490936,2484.476,[ 1.165  0.901  0.605  1.064 -1.355],951.9479782581329,9100,1.2232662,8445.747,0.0014665015,18.43,3240446700.0,-111.96295941907414,100,361.49597,182629,91,5.340576e-06,8445.747,23.541887,3.373378
690.81323,2.8163605,-3.2605667,2318.9775,[ 1.124  0.921  0.57   1.081 -1.274],962.3827311992645,9200,1.3095806,13970.644,3.6788252e-22,19.7,17888178000.0,-113.2246136888792,100,inf,184599,92,4.043579e-06,13970.644,58.228146,6.01711
2392.3118,2.6521454,-2.887001,2559.491,[ 1.147  1.012  0.48   1.069 -1.197],971.1659896373749,9300,1.3092387,60412.703,8.373202e-26,17.98,362651100000.0,-111.9764426765856,100,inf,186397,93,-4.577637e-06,60412.703,235.60786,23.57879
800.91113,2.012497,-2.1812134,2599.1667,[ 1.107  0.939  0.359  1.075 -1.227],980.9659073352814,9400,1.0169991,21562.5,2.5829924e-10,17.75,40566030000.0,-111.99193480466037,100,7.86487e+24,188172,94,,21562.5,78.22741,8.270127
22.92374,3.030243,-1.802208,2486.6265,[ 0.851  1.073  0.301  1.189 -1.106],991.0694680213928,9500,0.9980559,3728.7986,0.0007886452,18.6,66282016.0,-113.26383921575953,100,21.089638,190032,95,9.155273e-07,3728.7986,3.298149,1.4979444
155.0524,2.8181686,-2.3813019,2443.5535,[ 0.809  1.064  0.318  1.211 -1.176],1000.6881754398346,9600,0.9778242,4181.41,7.1458144e-06,18.89,385451870.0,-113.39788615484595,100,47449.645,191921,96,1.9073486e-06,4181.41,8.095919,1.7083253
599.2372,1.9282684,-2.4363556,2516.072,[ 0.814  1.083  0.355  1.178 -1.127],1010.2800462245941,9700,0.97037816,9055.958,2.4440942e-08,18.36,6768714000.0,-112.83719810945207,100,434135070000.0,193757,97,4.7302246e-06,9055.958,32.80285,3.5963528
245.3724,2.6236954,-2.5227356,2552.3303,[ 0.763  1.145  0.415  1.157 -1.186],1021.0503659248352,9800,1.3427484,8283.16,2.652732e-05,18.07,2984318700.0,-112.33161158897384,100,8534.586,195564,98,9.307862e-06,8283.16,21.64943,3.2343206
272.13843,1.7356339,-2.5206528,2432.6257,[ 0.745  1.093  0.4    1.146 -1.19 ],1029.843614578247,9900,1.0439018,7400.487,2.8081765e-06,18.98,2048716400.0,-113.54700815652164,100,216596.45,197462,99,6.8664554e-07,7400.487,18.718887,3.0363307
640.6403,3.0565414,-3.0110474,2436.4988,[ 0.718  1.054  0.381  1.18  -1.188],1040.2069640159607,10000,1.1856347,11573.913,1.3797561e-08,18.93,11001660000.0,-113.37494836940725,100,6748690400.0,199355,100,9.384155e-06,11573.913,43.038,4.739076
132.67825,2.3391037,-2.6681747,2449.8782,[ 0.69   1.035  0.387  1.06  -1.212],1050.3531470298767,10100,1.1605378,4304.402,3.7949704e-07,18.78,994015550.0,-112.9006574573527,100,148289.1,201233,101,-6.5612794e-06,4304.402,12.997186,1.7527033
