InitialReturnStd,Weights,J_sample_variance,Iteration,ReturnMeanIW,TimestepsSoFar,MeanIW,MinIW,StdIW,TimeElapsed,MaxIW,EpisodesSoFar,InitialReturnMax,EpThisIter,EpRewMean,EpLenMean,InitialReturnMean,EmpiricalD2,InitialBound,Bound,InitialReturnMin
1.5179892,[-0.536 -0.777 -0.331 -0.465 -0.372],2.3275664,17,4.653685,153031,1.0,1.0,,326.27403569221497,1.0,1700,2.8209362,100,-112.08780646734891,100.44,-3.2424927e-07,1.0,-5.396748,-5.396748,-3.2924132
1.6833099,[-0.536 -0.777 -0.331 -0.465 -0.372],2.8621533,18,3.5121918,164418,1.0,1.0,,348.53135228157043,1.0,1800,4.261612,100,-116.18036213184169,113.87,-1.7642975e-07,1.0,-6.5382156,-6.5382156,-2.8372407
1.5439789,[-0.536 -0.777 -0.331 -0.465 -0.372],2.4079502,19,3.8248608,175415,1.0,1.0,,370.74146819114685,1.0,1900,3.7262151,100,-114.10694762902746,109.97,9.059906e-07,1.0,-6.265836,-6.265836,-3.0669546
1.5169779,[-0.536 -0.777 -0.331 -0.465 -0.372],2.324466,20,4.3155737,186006,1.0,1.0,,391.7037398815155,1.0,2000,2.8502345,100,-115.21266274771332,105.91,5.4359435e-07,1.0,-5.7353296,-5.7353296,-2.9286747
1.6683787,[-0.536 -0.777 -0.331 -0.465 -0.372],2.8116033,21,3.8112195,196956,1.0,1.0,,414.3413074016571,1.0,2100,3.381871,100,-112.72751835129311,109.5,-3.7670137e-07,1.0,-6.256546,-6.256546,-2.9213905
1.587531,[-0.536 -0.777 -0.331 -0.465 -0.372],2.545711,22,4.2212687,207521,1.0,1.0,,434.7615292072296,1.0,2200,3.7604852,100,-113.87068784357035,105.65,-5.197525e-07,1.0,-235.75096,-235.75096,-3.0831485
1.7072464,[-0.536 -0.777 -0.331 -0.465 -0.372],2.9441311,23,3.736771,218684,1.0,1.0,,457.3651192188263,1.0,2300,3.7596846,100,-114.33032411446973,111.63,-1.14440915e-07,1.0,-6.3136315,-6.3136315,-2.997003
1.8370627,[-0.536 -0.777 -0.331 -0.465 -0.372],3.4088874,24,4.999424,228878,1.0,1.0,,477.92395067214966,1.0,2400,3.8965664,100,-117.06404805611724,101.94,-6.175041e-07,1.0,-5.794821,-5.794821,-3.2125235
1.7935495,[-0.536 -0.777 -0.331 -0.465 -0.372],7.242133,25,4.8273773,239399,1.1070338,0.028218012,0.8911866,498.4885139465332,6.184388,2500,3.4303393,100,-113.35470454940786,105.21,-4.6730042e-07,2.3386028,-5.5447927,-5.374197,-3.593976
1.6689339,[-0.536 -0.77  -0.341 -0.473 -0.372],2.8134742,26,6.595048,248088,1.0,1.0,,516.1690487861633,1.0,2600,3.5396328,100,-111.49374116742814,86.89,2.0980835e-07,1.0,-6277.7866,-6277.7866,-3.0907397
1.7919091,[-0.536 -0.77  -0.341 -0.473 -0.372],3.2433724,27,6.4146748,256711,1.0,1.0,,534.2172605991364,1.0,2700,4.2667537,100,-112.16320135009941,86.23,1.2874604e-07,1.0,-12.05155,-12.05155,-7.645876
1.7184584,[-0.536 -0.77  -0.341 -0.473 -0.372],2.982928,28,5.869067,265768,1.0,1.0,,552.6200652122498,1.0,2800,3.5963926,100,-112.3641474154976,90.57,1.7642975e-07,1.0,-4.1815357,-4.1815357,-3.1215954
1.7577955,[-0.536 -0.77  -0.341 -0.473 -0.372],18582.852,29,19.41907,274220,0.2694419,6.020741e-18,9.924032,568.4425761699677,1072.35,2900,4.395777,100,-111.15110906419386,84.52,1.14440915e-07,985834900000.0,-472403.22,-472390.6,-3.4327927
1.8086042,[-0.518 -0.761 -0.302 -0.552 -0.548],3.3040895,30,8.200735,281615,1.0,1.0,,586.9688732624054,1.0,3000,3.4212453,100,-105.9957934811894,73.95,5.340576e-07,1.0,-20969528.0,-20969528.0,-3.414485
1.5985342,[-0.518 -0.761 -0.302 -0.552 -0.548],1419.2571,31,11.843966,289378,2.9385986,4.4780084e-14,21.964573,602.448531627655,521.65784,3100,3.2450657,100,-106.55102154203267,77.63,-8.583069e-08,88718160000000.0,-1097428.1,-1097423.9,-2.9590516
2.8397503,[-0.51  -0.726 -0.357 -0.577 -0.556],71.3655,32,14.038154,294623,0.86617416,0.0037901893,1.8265799,613.8385396003723,30.773777,3200,4.6764755,100,-106.07749096021165,52.45,8.583069e-08,56.709175,-7656111000.0,-7656111000.0,-11.10597
2.4247158,[-0.514 -0.748 -0.349 -0.552 -0.553],23.608728,33,12.825941,300161,0.67163515,0.0031342614,1.488398,625.7242612838745,13.995008,3300,5.3797317,100,-107.7999524796936,55.38,-2.813339e-07,35.37469,-101847660.0,-101847660.0,-12.3918085
2.0339139,[-0.517 -0.763 -0.344 -0.525 -0.556],34.515316,34,11.138551,306543,1.189716,0.004101057,3.1214056,637.9774789810181,31.278446,3400,4.3762436,100,-106.85346780165408,63.82,5.0544736e-07,48.10084,-91662900.0,-91662900.0,-9.374625
1.9207083,[-0.531 -0.794 -0.383 -0.506 -0.559],17.77551,35,9.907041,313429,1.2926201,0.008494136,3.0407407,652.7231657505035,59.450474,3500,3.7288537,100,-110.36677693314022,68.86,3.2424927e-07,9.858851,-6580452.0,-6580451.5,-7.985604
1.7758425,[-0.535 -0.802 -0.364 -0.495 -0.558],2848.199,36,15.291251,321363,0.3502163,5.254508e-11,5.413847,669.539479970932,257.51044,3600,4.445462,100,-111.5051135619016,79.34,1.2874604e-07,53117050000000.0,-1858508.8,-1858501.5,-3.479652
1.8804326,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.5717447,37,-2.1640766,350577,1.0,1.0,,725.5903210639954,1.0,3700,4.4980583,100,-123.20552848843363,292.14,1.7166138e-07,1.0,-12.214455,-12.214455,-3.4094925
1.7128711,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.963563,38,-2.2646334,379224,1.0,1.0,,778.9420623779297,1.0,3800,3.4680047,100,-119.26164524613688,286.47,-5.0544736e-07,1.0,-12.315013,-12.315013,-2.9977207
1.5564693,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.4470675,39,-2.4466393,407606,1.0,1.0,,833.4718663692474,1.0,3900,3.828216,100,-119.1839305162839,283.82,3.4332277e-07,1.0,-12.49704,-12.49704,-2.7729316
1.4586654,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.1491966,40,-2.4428625,438156,1.0,1.0,,893.303183555603,1.0,4000,2.8266072,100,-119.3333368983918,305.5,-3.2901764e-07,1.0,-12.493243,-12.493243,-2.8238697
1.6402296,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.7175283,41,-2.446119,467573,1.0,1.0,,950.3066906929016,1.0,4100,4.480269,100,-123.12128066031605,294.17,-2.0503998e-07,1.0,-12.496503,-12.496503,-2.8390498
1.6630721,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.7937458,42,-2.493449,497642,1.0,1.0,,1005.5698580741882,1.0,4200,4.2553835,100,-119.37924864126822,300.69,-3.3140182e-07,1.0,-12.543832,-12.543832,-2.7148724
1.6353347,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.7013328,43,-1.895497,524611,1.0,1.0,,1057.8487379550934,1.0,4300,3.8955712,100,-122.2603819359541,269.69,-4.053116e-07,1.0,-11.945875,-11.945875,-3.2524543
1.6771897,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.8413792,44,-2.817502,556721,1.0,1.0,,1116.5657110214233,1.0,4400,3.054903,100,-118.49282068550632,321.1,4.6730042e-07,1.0,-12.867881,-12.867881,-3.2028222
1.5449574,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.4110034,45,-2.2030454,584655,1.0,1.0,,1169.0641648769379,1.0,4500,3.4816918,100,-124.27153563943187,279.34,-3.33786e-07,1.0,-12.253426,-12.253426,-2.6233468
1.6333438,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.6947598,46,-2.331347,615585,1.0,1.0,,1227.2942686080933,1.0,4600,3.3048701,100,-117.74673394938871,309.3,1.9073486e-08,1.0,-12.381725,-12.381725,-3.464198
1.5427583,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.4041445,47,-2.6917992,646724,1.0,1.0,,1287.0541355609894,1.0,4700,3.740777,100,-118.75344532986108,311.39,-1.9550323e-07,1.0,-12.742177,-12.742177,-3.2992353
1.5718064,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.4955304,48,-2.4929063,676113,1.0,1.0,,1344.0380008220673,1.0,4800,3.932641,100,-119.04980659644971,293.89,3.9577483e-07,1.0,-12.543285,-12.543285,-3.1207561
1.5772016,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.512692,49,-2.4958894,705938,1.0,1.0,,1399.3230662345886,1.0,4900,3.8943887,100,-118.21089838283362,298.25,4.7683715e-09,1.0,-12.5462675,-12.5462675,-3.146481
1.7041477,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.9334538,50,-1.7921745,733737,1.0,1.0,,1451.3630695343018,1.0,5000,3.4362864,100,-126.23456805721271,277.99,-4.6730042e-07,1.0,-11.842552,-11.842552,-3.5324926
1.7057743,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.9390566,51,-2.057808,762493,1.0,1.0,,1504.570604801178,1.0,5100,3.9107223,100,-123.2687811328126,287.56,3.0994414e-07,1.0,-12.108186,-12.108186,-3.344355
1.6280885,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.677447,52,-2.6870694,791678,1.0,1.0,,1559.946798324585,1.0,5200,4.4177284,100,-118.41488305934823,291.85,1.2874604e-07,1.0,-12.737448,-12.737448,-2.7432504
1.6034981,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.5971775,53,-2.6400926,821112,1.0,1.0,,1617.3671295642853,1.0,5300,3.835191,100,-118.3935940464319,294.34,-4.9114226e-07,1.0,-12.690473,-12.690473,-3.0359874
1.6054094,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.6033733,54,-2.1360357,849565,1.0,1.0,,1672.1020119190216,1.0,5400,3.7844214,100,-120.77668530391242,284.53,-2.3841858e-08,1.0,-12.186417,-12.186417,-3.4226046
1.7587913,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.124592,55,-2.2465234,878731,1.0,1.0,,1727.46302485466,1.0,5500,3.3275132,100,-119.98624839298053,291.66,-2.2411346e-07,1.0,-12.2969055,-12.2969055,-3.3686728
1.6199311,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.6506834,56,-2.4586043,908247,1.0,1.0,,1785.6860542297363,1.0,5600,3.8616385,100,-120.59834412488257,295.16,-4.053116e-07,1.0,-12.5089855,-12.5089855,-3.100894
1.7653574,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.1479661,57,-2.4314313,937171,1.0,1.0,,1841.375290632248,1.0,5700,4.0693045,100,-118.85267217791584,289.24,1.2874604e-07,1.0,-12.48181,-12.48181,-3.0373154
1.4520767,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.1298246,58,-2.7496994,967018,1.0,1.0,,1898.2889540195465,1.0,5800,4.237923,100,-120.63800179336152,298.47,3.8146972e-08,1.0,-12.800077,-12.800077,-2.9043174
1.6118209,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.6242087,59,-2.7466812,997700,1.0,1.0,,1957.7574479579926,1.0,5900,3.8212914,100,-117.30042990804608,306.82,4.7683717e-08,1.0,-12.797062,-12.797062,-3.1585345
1.735282,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.0416195,60,-2.3374655,1026102,1.0,1.0,,2013.622612953186,1.0,6000,4.4152308,100,-122.0422335166316,284.02,6.198883e-08,1.0,-12.387843,-12.387843,-2.99969
1.5696737,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.488763,61,-2.5911908,1056011,1.0,1.0,,2070.673825740814,1.0,6100,3.1524997,100,-118.3004319075348,299.09,6.67572e-08,1.0,-12.641571,-12.641571,-3.1252475
1.5679251,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.4832215,62,-2.2757013,1085979,1.0,1.0,,2129.345994234085,1.0,6200,3.3791482,100,-118.47823748737216,299.68,8.869171e-07,1.0,-12.326118,-12.326118,-3.2507906
1.7189592,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.9846668,63,-2.4463894,1115679,1.0,1.0,,2185.2348713874817,1.0,6300,4.6715465,100,-120.72011837202535,297.0,2.670288e-07,1.0,-12.496769,-12.496769,-3.070755
1.6112682,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.6224093,64,-1.666716,1143871,1.0,1.0,,2239.85910654068,1.0,6400,4.043105,100,-127.69421435783593,281.92,9.536743e-08,1.0,-11.717094,-11.717094,-3.0681887
1.5500716,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.4269922,65,-1.9691606,1170806,1.0,1.0,,2294.7667438983917,1.0,6500,3.5989816,100,-121.19019819097173,269.35,-1.04904174e-07,1.0,-12.019539,-12.019539,-2.6989388
1.6804763,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.8525257,66,-1.9577584,1199094,1.0,1.0,,2350.0545938014984,1.0,6600,3.2342782,100,-118.83303399907707,282.88,1.9550323e-07,1.0,-12.008144,-12.008144,-3.2984314
1.5206357,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.3356898,67,-1.9637272,1227285,1.0,1.0,,2404.0818009376526,1.0,6700,3.509018,100,-120.29946465138312,281.91,-4.7683715e-09,1.0,-12.01413,-12.01413,-3.1859818
1.6264592,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.672091,68,-2.615072,1257954,1.0,1.0,,2464.203434944153,1.0,6800,3.3072138,100,-114.13949006316021,306.69,-5.7220458e-08,1.0,-12.665456,-12.665456,-3.1862164
1.6480125,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.7433789,69,-2.7410822,1289148,1.0,1.0,,2525.370794773102,1.0,6900,3.5877573,100,-119.7743497490393,311.94,-3.7193297e-07,1.0,-12.791461,-12.791461,-2.91146
1.7446772,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.0746448,70,-2.2311027,1317213,1.0,1.0,,2578.8342900276184,1.0,7000,4.4096904,100,-120.67426967179382,280.65,1.2397766e-07,1.0,-12.281481,-12.281481,-3.3223376
1.6794938,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.8491907,71,-2.3557842,1346848,1.0,1.0,,2635.9851071834564,1.0,7100,3.9660902,100,-123.06809553006015,296.35,1.4305115e-07,1.0,-12.406165,-12.406165,-2.8343935
1.5279872,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.3583283,72,-2.1412423,1374641,1.0,1.0,,2689.1138758659363,1.0,7200,4.007535,100,-121.36164975077665,277.93,-1.001358e-07,1.0,-12.191623,-12.191623,-3.237318
1.5678997,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.4831407,73,-2.4813242,1404249,1.0,1.0,,2746.5891165733337,1.0,7300,3.4056845,100,-118.16097085544894,296.08,-9.536743e-08,1.0,-12.531704,-12.531704,-3.2946115
1.6190745,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.6478806,74,-2.676319,1432539,1.0,1.0,,2802.145665884018,1.0,7400,4.1408668,100,-114.61007222111762,282.9,-3.7193297e-07,1.0,-12.726697,-12.726697,-2.513411
1.7464191,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.0807877,75,-2.4081447,1462326,1.0,1.0,,2861.411995410919,1.0,7500,4.2412286,100,-121.42038853581235,297.87,1.5258789e-07,1.0,-12.458523,-12.458523,-3.3466806
1.6023932,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.5936003,76,-2.5006871,1491970,1.0,1.0,,2920.004019021988,1.0,7600,4.021658,100,-117.69283969198037,296.44,1.6450882e-07,1.0,-12.551086,-12.551086,-2.9379249
1.683247,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.8619394,77,-2.138845,1520449,1.0,1.0,,2974.28195977211,1.0,7700,3.7418604,100,-119.84892501202263,284.79,-2.7656554e-07,1.0,-12.189232,-12.189232,-3.4726653
1.6494241,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.7480803,78,-2.0550075,1549103,1.0,1.0,,3030.2833654880524,1.0,7800,4.131698,100,-124.5129019396523,286.54,2.0980835e-07,1.0,-12.105389,-12.105389,-3.0323153
1.6472883,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.7409687,79,-2.224841,1578093,1.0,1.0,,3083.533527135849,1.0,7900,3.722362,100,-120.69460411417099,289.9,2.861023e-07,1.0,-12.275222,-12.275222,-2.9798622
1.6099505,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.6181219,80,-2.3454125,1606907,1.0,1.0,,3139.209970474243,1.0,8000,3.554906,100,-113.97937036169162,288.14,-2.7656554e-07,1.0,-12.395802,-12.395802,-3.2191935
1.6277058,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.6761878,81,-2.1279242,1635962,1.0,1.0,,3197.5286540985107,1.0,8100,4.308504,100,-132.4554062765062,290.55,-3.8146973e-07,1.0,-12.178302,-12.178302,-2.969421
1.7156489,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.9731832,82,-2.4210718,1667347,1.0,1.0,,3259.461397409439,1.0,8200,3.4244187,100,-118.39422682267895,313.85,5.531311e-07,1.0,-12.471451,-12.471451,-3.3716302
1.396741,[-0.555 -0.842 -0.305 -0.494 -0.55 ],1.9705915,83,-2.587321,1697482,1.0,1.0,,3319.712099313736,1.0,8300,3.1422756,100,-113.94144899101241,301.35,5.9604645e-07,1.0,-12.637699,-12.637699,-3.1227956
1.7673929,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.1552303,84,-2.4748843,1727867,1.0,1.0,,3379.7362031936646,1.0,8400,4.238808,100,-121.44529446468512,303.85,2.0980835e-07,1.0,-12.525263,-12.525263,-2.894229
1.8784333,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.564153,85,-1.7808658,1753579,1.0,1.0,,3431.0071008205414,1.0,8500,4.0615215,100,-118.84305354514305,257.12,5.722046e-07,1.0,-11.831244,-11.831244,-3.343985
1.9228172,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.7345722,86,-2.5347536,1784993,1.0,1.0,,3494.089044570923,1.0,8600,4.0608683,100,-121.55099542652064,314.14,-9.536743e-09,1.0,-12.585132,-12.585132,-3.2665014
1.5964768,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.5744827,87,-2.1407588,1814311,1.0,1.0,,3551.0518708229065,1.0,8700,4.007779,100,-124.0263254638043,293.18,4.4822693e-07,1.0,-12.191136,-12.191136,-3.0569887
1.6199181,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.6506412,88,-1.9551451,1842134,1.0,1.0,,3607.154607772827,1.0,8800,4.2544327,100,-125.58550648541964,278.23,4.196167e-07,1.0,-12.005523,-12.005523,-2.901607
1.7151804,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.9715595,89,-2.3551478,1873278,1.0,1.0,,3667.0106930732727,1.0,8900,3.9337454,100,-121.03680444243786,311.44,5.197525e-07,1.0,-12.405525,-12.405525,-2.931561
1.4914299,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.2468314,90,-2.0337987,1899017,1.0,1.0,,3716.44828081131,1.0,9000,3.5683625,100,-117.524562115888,257.39,2.5749208e-07,1.0,-12.084179,-12.084179,-3.0484905
1.5348479,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.3795533,91,-2.191047,1927753,1.0,1.0,,3773.066488265991,1.0,9100,4.117936,100,-118.304802784657,287.36,-8.201599e-07,1.0,-12.2414255,-12.2414255,-3.5364537
1.641411,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.721444,92,-2.5850995,1959427,1.0,1.0,,3837.1661245822906,1.0,9200,3.4664307,100,-112.140962875632,316.74,1.1920929e-08,1.0,-12.635512,-12.635512,-3.6319842
1.5940038,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.5665133,93,-2.647378,1989169,1.0,1.0,,3898.6675658226013,1.0,9300,3.5377007,100,-120.0904272167238,297.42,-5.1498415e-07,1.0,-12.697756,-12.697756,-3.1516342
1.4828489,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.2210515,94,-2.5786376,2019852,1.0,1.0,,3961.646854877472,1.0,9400,3.1139774,100,-118.96956808907649,306.83,-3.004074e-07,1.0,-12.629015,-12.629015,-3.0652833
1.5144261,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.316653,95,-2.8132672,2050377,1.0,1.0,,4025.422304391861,1.0,9500,4.268173,100,-121.8637972115263,305.25,2.002716e-07,1.0,-12.863646,-12.863646,-2.5594535
1.4349632,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.0799186,96,-2.3558578,2078061,1.0,1.0,,4082.4682750701904,1.0,9600,3.5763621,100,-120.80280819639906,276.84,2.5749208e-07,1.0,-12.406236,-12.406236,-2.9799352
1.6398921,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.7164106,97,-2.1752298,2106113,1.0,1.0,,4140.1055455207825,1.0,9700,3.6792593,100,-123.06619318174322,280.52,-3.5762787e-07,1.0,-12.225608,-12.225608,-3.1416693
1.4622765,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.1598513,98,-1.8812748,2134050,1.0,1.0,,4197.078033208847,1.0,9800,3.4672828,100,-120.23076238937794,279.37,4.2915343e-07,1.0,-11.931657,-11.931657,-2.5988455
1.6513821,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.7546089,99,-2.5578194,2164007,1.0,1.0,,4257.757883071899,1.0,9900,3.9399376,100,-121.87812474758812,299.57,-3.2901764e-07,1.0,-12.6082115,-12.6082115,-3.0691729
1.7800753,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.2006752,100,-3.1064792,2196976,1.0,1.0,,4325.012932300568,1.0,10000,3.658266,100,-115.2987338211058,329.69,-9.059906e-08,1.0,-13.15686,-13.15686,-3.1372714
1.4854295,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.228789,101,-2.4557397,2226082,1.0,1.0,,4385.337482452393,1.0,10100,4.0058975,100,-122.30215823361746,291.06,2.5749208e-07,1.0,-12.506118,-12.506118,-2.9726696
1.5893145,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.5514345,102,-1.9993188,2253858,1.0,1.0,,4442.735874176025,1.0,10200,3.8422532,100,-124.26639439855644,277.76,3.0994414e-07,1.0,-12.049697,-12.049697,-2.9873185
1.6723958,[-0.555 -0.842 -0.305 -0.494 -0.55 ],2.8251593,103,-2.45515,2284946,1.0,1.0,,4508.5685338974,1.0,10300,3.7050376,100,-124.56884258532234,310.88,1.2874604e-07,1.0,-12.505541,-12.505541,-3.102819
1.7616421,[-0.555 -0.842 -0.305 -0.494 -0.55 ],3.1347308,104,-2.167123,2314137,1.0,1.0,,4567.967413902283,1.0,10400,3.475995,100,-120.57149124395957,291.91,1.8119812e-07,1.0,-12.217502,-12.217502,-3.0784826
