EpRewMean,J_sample_variance,InitialBound,TimeElapsed,EmpiricalD2,InitialReturnMean,TimestepsSoFar,MaxIW,MeanIW,Iteration,Bound,EpLenMean,Weights,EpThisIter,InitialReturnMax,StdIW,ReturnMeanIW,MinIW,InitialReturnMin,InitialReturnStd,EpisodesSoFar
-104.05573311453743,485.2268,-5547596.0,136.75236916542053,455946040000000.0,-2.3841857e-09,61431,101.03,0.7523962,13,-5547592.5,81.33,[-0.666 -1.312 -0.384 -0.999 -0.047],100,4.1841087,5.2222276,10.207556,2.6007573e-08,-4.25661,1.6958985,1300
-115.17554438830732,2.4872143,-31.641333,166.38874769210815,1.0,4.4822693e-07,76530,1.0,1.0,14,-31.641333,150.99,[-0.668 -1.367 -0.385 -0.91  -0.021],100,4.0842824,,1.6920978,1.0,-3.398131,1.5691853,1400
-111.15019711772453,2.846249,-30.599796,190.91389441490173,1.0,6.723404e-07,89202,1.0,1.0,15,-30.599796,126.72,[-0.668 -1.367 -0.385 -0.91  -0.021],100,3.86776,,2.7342763,1.0,-4.5182424,1.6786265,1500
-114.24281110961451,2.9306903,-30.683094,214.9219262599945,1.1142216,9.4890595e-07,102216,2.0649476,1.0034422,16,-30.644527,130.14,[-0.668 -1.367 -0.385 -0.91  -0.021],100,3.4326665,0.27016476,2.730691,0.36443153,-3.1954808,1.6091598,1600
-112.84471519122445,3.034467,-31.32047,240.8808934688568,1.0,5.2928925e-07,116061,1.0,1.0,17,-31.32047,138.45,[-0.668 -1.364 -0.387 -0.916 -0.021],100,3.5060878,,2.014044,1.0,-4.1355953,1.7332404,1700
-111.77241154370627,2.3264668,-30.72174,264.7398338317871,1.0383583,-4.053116e-07,128696,2.1600487,1.0503534,18,-30.698141,126.35,[-0.668 -1.364 -0.387 -0.916 -0.021],100,3.5409398,0.20716086,2.6594186,0.61605674,-3.1733723,1.4724606,1800
-114.60885729198924,2.2744896,-32.058575,292.4029986858368,1.0,3.4332277e-07,143039,1.0,1.0,19,-32.058575,143.43,[-0.669 -1.364 -0.382 -0.917 -0.021],100,4.6529393,,1.2748591,1.0,-2.5939927,1.5005815,1900
-109.56851877370197,2.4682357,-30.829573,318.85045623779297,1.0,1.8596648e-07,155717,1.0,1.0,20,-30.829573,126.78,[-0.669 -1.364 -0.382 -0.917 -0.021],100,3.8042083,,2.5038583,1.0,-3.1168928,1.563187,2000
-114.69618119675567,2.3329444,-31.03386,344.82152032852173,1.0,5.197525e-07,168980,1.0,1.0,21,-31.03386,132.63,[-0.669 -1.364 -0.382 -0.917 -0.021],100,4.371576,,2.3571053,1.0,-2.9906936,1.5197418,2100
-113.29717190226151,2.3598814,-30.647491,369.1699974536896,1.0,-6.67572e-08,181852,1.0,1.0,22,-30.647491,128.72,[-0.669 -1.364 -0.382 -0.917 -0.021],100,3.7489362,,2.6860733,1.0,-3.3948836,1.5284904,2200
-115.84622706518262,3.2680998,-31.708975,395.6097526550293,1.0,6.6280364e-07,196237,1.0,1.0,23,-31.708975,143.85,[-0.669 -1.364 -0.382 -0.917 -0.021],100,3.8941956,,1.6247952,1.0,-3.1827164,1.798727,2300
-113.97049275457788,2.5847871,-31.18655,422.2920184135437,1.0,-2.5272368e-07,209699,1.0,1.0,24,-31.18655,134.62,[-0.669 -1.364 -0.382 -0.917 -0.021],100,4.126746,,2.1469197,1.0,-2.9550009,1.5996685,2400
-111.20067230386638,2.5976803,-31.216173,448.2449164390564,1.0,6.818771e-07,223248,1.0,1.0,25,-31.216173,135.49,[-0.669 -1.364 -0.382 -0.917 -0.021],100,3.2656534,,2.1174912,1.0,-3.098093,1.6036533,2500
-112.71241331298565,2.9064555,-31.014042,471.7203149795532,1.0,-1.0967255e-07,235998,1.0,1.0,26,-31.014042,127.5,[-0.669 -1.364 -0.382 -0.917 -0.021],100,3.5811021,,2.3194153,1.0,-4.4194813,1.6962874,2600
-112.44695763524669,2.2739565,-30.96318,496.5130593776703,1.0,2.5749208e-07,249045,1.0,1.0,27,-30.96318,130.47,[-0.669 -1.364 -0.382 -0.917 -0.021],100,4.2218533,,2.3703735,1.0,-3.088233,1.5004056,2700
-112.62888354854637,2.4248168,-31.113007,523.232568025589,1.0,1.3113022e-07,262898,1.0,1.0,28,-31.113007,138.53,[-0.669 -1.364 -0.382 -0.917 -0.021],100,3.3103366,,2.220605,1.0,-3.4653134,1.549377,2800
-113.03634447394755,2.5681703,-30.550917,547.459814786911,1.0653157,6.508827e-07,275754,2.1707194,1.0350927,29,-30.523201,128.56,[-0.669 -1.364 -0.382 -0.917 -0.021],100,3.2998495,0.25552428,2.838067,0.33915395,-3.284205,1.5401182,2900
-108.78209794366057,2.6439788,-31.003729,572.6982431411743,1.0,3.0517577e-07,288705,1.0,1.0,30,-31.003729,129.51,[-0.669 -1.362 -0.385 -0.921 -0.02 ],100,4.258221,,2.330888,1.0,-3.0417986,1.6178811,3000
-112.93758926580986,2.7184396,-30.311396,597.7219614982605,1.0250145,3.7193297e-07,301020,1.4985887,1.0234852,31,-30.295206,123.15,[-0.669 -1.362 -0.385 -0.921 -0.02 ],100,3.96489,0.14065295,3.0552502,0.68173873,-3.1458573,1.6169178,3100
-113.23961866116086,3.3486526,-38.470615,622.1637420654297,1.0,4.7683715e-09,313291,1.0,1.0,32,-38.470615,122.71,[-0.671 -1.364 -0.386 -0.92  -0.029],100,4.1073475,,2.94212,1.0,-3.2607226,1.8207599,3200
-111.30979251105751,2.3625708,-30.684656,646.1042373180389,1.0,-1.7642975e-07,326152,1.0,1.0,33,-30.684656,128.61,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.6763349,,2.649362,1.0,-3.3783655,1.5293611,3300
-113.4815016185101,2.9415252,-31.188242,673.3544638156891,1.0,1.0967255e-07,339588,1.0,1.0,34,-31.188242,134.36,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.6819015,,2.145251,1.0,-3.8118181,1.7064906,3400
-111.91638293597316,2.568882,-30.874388,699.5645878314972,1.0,4.2438506e-07,352738,1.0,1.0,35,-30.874388,131.5,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.8602686,,2.4590697,1.0,-3.5636654,1.5947393,3500
-108.90015713267383,3.2430842,-31.37612,726.6916332244873,1.0,4.1484833e-07,366579,1.0,1.0,36,-31.37612,138.41,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.6885915,,1.9572854,1.0,-3.8550673,1.7918298,3600
-113.92292256840476,2.810009,-31.467234,753.7413740158081,1.0,-3.6239624e-07,380890,1.0,1.0,37,-31.467234,143.11,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.2324286,,1.869863,1.0,-3.4145584,1.6679057,3700
-110.07014037280355,3.0490577,-29.938257,774.9413089752197,1.0,1.335144e-07,392554,1.0,1.0,38,-29.938257,116.64,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.4565773,,3.395158,1.0,-3.3042083,1.7374026,3800
-111.22468467093657,2.7546663,-30.902395,798.6192381381989,1.0,-2.813339e-07,405553,1.0,1.0,39,-30.902395,129.99,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.3795447,,2.4312499,1.0,-3.4958844,1.6513995,3900
-113.25936611367186,2.6879995,-30.544178,821.3388149738312,1.0,2.479553e-07,418131,1.0,1.0,40,-30.544178,125.78,[-0.671 -1.364 -0.386 -0.92  -0.029],100,4.5964813,,2.7891915,1.0,-3.2070622,1.6312939,4000
-111.50205765411148,2.801054,-30.606575,846.3435654640198,1.0,-1.8596648e-07,430645,1.0,1.0,41,-30.606575,125.14,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.8958213,,2.7273798,1.0,-3.065845,1.665246,4100
-111.07480790215281,2.8563662,-30.250683,870.604202747345,1.0,4.4345856e-07,442729,1.0,1.0,42,-30.250683,120.84,[-0.671 -1.364 -0.386 -0.92  -0.029],100,4.6920385,,3.0828824,1.0,-3.3834372,1.6816071,4200
-111.65131881081247,2.5961642,-31.519636,897.889505147934,1.0,-1.14440915e-07,456914,1.0,1.0,43,-31.519636,141.85,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.3505726,,1.8137225,1.0,-3.42655,1.6031852,4300
-112.06661680656366,2.4093432,-30.62637,921.1443426609039,1.0,-5.2928925e-07,469251,1.0,1.0,44,-30.62637,123.37,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.4284794,,2.707046,1.0,-3.2301664,1.5444254,4400
-112.4831733747006,3.0919104,-31.131105,946.0616316795349,1.0,1.8596648e-07,482098,1.0,1.0,45,-31.131105,128.47,[-0.671 -1.364 -0.386 -0.92  -0.029],100,4.371441,,2.4057174,1.0,-2.9250278,1.749569,4500
-110.5353426092152,2.8204904,-30.849913,968.8718585968018,1.0,-1.4305114e-08,494908,1.0000495,1.0000006,46,-30.84991,128.1,[-0.671 -1.364 -0.386 -0.92  -0.029],100,4.1490054,1.3502141e-05,2.4842381,0.9999702,-3.2601976,1.671011,4600
-111.54356519204013,2.919299,-30.927193,995.0328047275543,1.0,-2.670288e-07,508322,1.0,1.0,47,-30.927193,134.14,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.5685844,,2.4440377,1.0,-3.486301,1.7000312,4700
-113.3341034962966,3.2619534,-30.506552,1018.4988269805908,1.0,3.5762787e-07,520901,1.0,1.0,48,-30.506552,125.79,[-0.671 -1.364 -0.386 -0.92  -0.029],100,4.086213,,2.8268526,1.0,-3.1511908,1.7970347,4800
-111.569159506779,2.951571,-29.973974,1041.6477401256561,1.1159489,-2.861023e-07,533115,2.192545,1.0330187,49,-29.919163,122.14,[-0.671 -1.364 -0.386 -0.92  -0.029],100,3.6197155,0.29488078,3.4682307,0.28388798,-3.803461,1.5692399,4900
-108.48390760870852,2.1139712,-29.487911,1063.5089313983917,1.0,-4.172325e-07,543936,1.0,1.0,50,-29.487911,108.21,[-0.671 -1.361 -0.388 -0.926 -0.029],100,3.7926002,,3.9035373,1.0,-2.8772316,1.4466622,5000
-110.77473767489006,2.3018918,-31.004812,1086.9859993457794,1.0,-1.4305114e-08,556634,1.0,1.0,51,-31.004812,126.98,[-0.671 -1.361 -0.388 -0.926 -0.029],100,3.488286,,2.3285382,1.0,-2.8829799,1.5095937,5100
-111.50583153226384,2.7092726,-58.245014,1110.1014337539673,1.0,-4.1007996e-07,569044,1.0000083,1.0000001,52,-58.245014,124.1,[-0.671 -1.361 -0.388 -0.926 -0.029],100,3.7987063,3.029972e-06,2.9996037,1.0,-3.410718,1.6377358,5200
-108.93837402570836,2.4300032,-30.810852,1134.5616874694824,1.0,2.5272368e-07,581549,1.0,1.0,53,-30.810852,125.05,[-0.671 -1.361 -0.388 -0.926 -0.029],100,4.116341,,2.5226514,1.0,-3.3604674,1.551033,5300
-109.8275727610353,2.5461054,-29.888813,1157.710443496704,1.0,2.0980835e-07,593166,1.0,1.0,54,-29.888813,116.17,[-0.671 -1.361 -0.388 -0.926 -0.029],100,3.7246456,,3.4449728,1.0,-3.601973,1.5876538,5400
-110.04416899568945,2.4557397,-30.405493,1181.4375293254852,1.0,9.059906e-08,605178,1.0,1.0,55,-30.405493,120.12,[-0.671 -1.361 -0.388 -0.926 -0.029],100,4.318593,,2.9284728,1.0,-3.1863236,1.559225,5500
-109.77641968738584,2.7773957,-30.128416,1203.4563074111938,1.0,6.914139e-07,617105,1.0,1.0,56,-30.128416,119.27,[-0.671 -1.361 -0.388 -0.926 -0.029],100,3.908932,,3.2056634,1.0,-3.0726404,1.6581986,5600
-109.81747648190282,2.967705,-29.584625,1224.932835817337,1.0,1.2397766e-07,628175,1.0,1.0,57,-29.584625,110.7,[-0.671 -1.361 -0.388 -0.926 -0.029],100,3.664483,,3.8824313,1.0,-3.6991024,1.7140678,5700
-110.5770752087486,2.7610924,-30.755238,1248.3230392932892,1.0,6.437302e-07,640906,1.0,1.0,58,-30.755238,127.31,[-0.671 -1.361 -0.388 -0.926 -0.029],100,3.9872196,,2.5783117,1.0,-3.2157655,1.6533244,5800
-111.80142095593081,2.5570772,-30.094898,1270.0848999023438,1.0,,652519,1.0,1.0,59,-30.094898,116.13,[-0.671 -1.361 -0.388 -0.926 -0.029],100,3.6105886,,3.2384958,1.0,-2.7873807,1.5910709,5900
-107.7217470897751,2.9240663,-30.854158,1294.2195489406586,1.0,-2.9563904e-07,664739,1.0,1.0,60,-30.854158,122.2,[-0.671 -1.361 -0.388 -0.926 -0.029],100,4.376453,,2.4796774,1.0,-3.1471186,1.7014188,6000
-108.63656689354,2.979585,-30.705252,1319.1960518360138,1.0411743,-3.528595e-07,677593,1.5699167,1.0170814,61,-30.681417,128.54,[-0.671 -1.361 -0.388 -0.926 -0.029],100,4.0319557,0.18775478,2.675722,0.5312361,-3.7241983,1.6758593,6100
-112.06040053869832,3.3244662,-29.411991,1341.7204604148865,1.1245239,7.152558e-08,688909,2.4633145,1.0532347,62,-29.368744,113.16,[-0.67  -1.361 -0.393 -0.924 -0.03 ],100,4.2373686,0.30572632,4.012867,0.50930756,-2.8498182,1.7013385,6200
-115.0248077652043,2.8377635,-30.72693,1366.3869256973267,1.1318737,2.1457672e-07,701801,2.7241735,1.0552442,63,-30.683924,128.92,[-0.669 -1.363 -0.393 -0.916 -0.029],100,3.5987725,0.3470688,2.6937392,0.16342671,-3.0577068,1.5853302,6300
-108.14502543406552,3.1540139,-31.201475,1393.21386384964,1.0,5.483627e-07,715190,1.0,1.0,64,-31.201475,133.89,[-0.669 -1.359 -0.395 -0.922 -0.029],100,3.3126001,,2.3354137,1.0,-3.6495504,1.7670523,6400
-110.79924043663084,3.869272,-120.715675,1414.900147676468,1.6917995,3.0517577e-07,726859,11.043085,1.0601897,65,-120.63256,116.69,[-0.669 -1.359 -0.395 -0.922 -0.029],100,4.640356,1.0072472,3.3732378,0.1536232,-3.1998124,1.7763108,6500
-115.18749361732651,2.229757,-31.235611,1440.967325925827,1.0,2.7656554e-07,740218,1.0,1.0,66,-31.235611,133.59,[-0.673 -1.365 -0.381 -0.919 -0.024],100,3.666473,,2.098061,1.0,-3.4080715,1.4857521,6600
-112.4204222840538,3.277074,-31.93318,1467.8729259967804,1.2287787,-1.2397766e-07,754933,2.7417789,1.0282605,67,-31.883629,147.15,[-0.673 -1.365 -0.381 -0.919 -0.024],100,3.934708,0.36090767,1.5057142,0.19729161,-2.930068,1.6583167,6700
-109.78011229590312,2.599095,-31.21789,1492.1395514011383,1.0,2.9087067e-07,767830,1.0,1.0,68,-31.21789,128.97,[-0.673 -1.361 -0.381 -0.927 -0.024],100,3.7278109,,2.116076,1.0,-3.1288266,1.60409,6800
-110.0852225056678,2.4446867,-31.320868,1517.448914051056,1.0,-2.9087067e-07,781458,1.0,1.0,69,-31.320868,136.28,[-0.673 -1.361 -0.381 -0.927 -0.024],100,3.8019161,,2.012491,1.0,-3.226273,1.5557122,6900
-111.78832490319233,3.017823,-31.166456,1542.931939125061,1.0,-6.8664554e-07,794733,1.0,1.0,70,-31.166456,132.75,[-0.673 -1.361 -0.381 -0.927 -0.024],100,3.960056,,2.1671472,1.0,-3.1951857,1.7284806,7000
-109.37949848895661,2.9363298,-30.915514,1568.980595588684,1.0,3.4570695e-07,807559,1.0,1.0,71,-30.915514,128.26,[-0.673 -1.361 -0.381 -0.927 -0.024],100,4.0372777,,2.4181314,1.0,-3.3711739,1.704983,7100
-110.90084306226521,3.1237428,-30.65596,1593.6969637870789,1.0,2.6226044e-07,820188,1.0,1.0,72,-30.65596,126.29,[-0.673 -1.361 -0.381 -0.927 -0.024],100,4.1744375,,2.6775866,1.0,-3.3017187,1.7585521,7200
-108.72104896255796,2.4069223,-31.318356,1618.008338689804,1.0,5.0544736e-07,833307,1.0,1.0,73,-31.318356,131.19,[-0.673 -1.361 -0.381 -0.927 -0.024],100,3.450078,,2.015122,1.0,-3.1034203,1.5436493,7300
-108.54990578327234,3.1146638,-30.547298,1639.6735920906067,1.0,4.2915343e-07,845267,1.0,1.0,74,-30.547298,119.6,[-0.673 -1.361 -0.381 -0.927 -0.024],100,4.218822,,2.9202652,1.0,-3.2154078,1.7559948,7400
-111.37526473911268,2.700267,-30.782072,1662.3076140880585,1.0,-2.2888183e-07,857896,1.0,1.0,75,-30.782072,126.29,[-0.673 -1.361 -0.381 -0.927 -0.024],100,3.502043,,2.5515995,1.0,-2.993998,1.635012,7500
-110.36551097160729,2.6462557,-30.664516,1683.8198237419128,1.056891,1.1920929e-07,870009,1.6176122,1.0221196,76,-30.638708,121.13,[-0.673 -1.361 -0.381 -0.927 -0.024],100,4.3835196,0.21493343,2.7203543,0.40271276,-2.849361,1.5446522,7600
-111.54762917232983,2.6144555,-31.075933,1708.4816465377808,1.0,-2.0980835e-07,882688,1.0,1.0,77,-31.075933,126.79,[-0.673 -1.359 -0.383 -0.931 -0.026],100,3.4746861,,2.2574794,1.0,-2.9672155,1.6088228,7700
-109.06965060297566,3.0111716,-30.861137,1732.0016450881958,1.0,-2.3841858e-08,895137,1.0,1.0,78,-30.861137,124.49,[-0.673 -1.359 -0.383 -0.931 -0.026],100,3.374643,,2.580628,1.0,-3.0022225,1.7265748,7800
-110.0788422888111,2.3262494,-29.517916,1754.7012095451355,1.0,-3.6239624e-07,906249,1.0,1.0,79,-29.517916,111.12,[-0.673 -1.359 -0.383 -0.931 -0.026],100,3.6942353,,3.8868814,1.0,-3.0378704,1.5175595,7900
-112.74023504103272,2.6743615,-30.144258,1778.5035111904144,1.0,2.861023e-07,917939,1.0,1.0,80,-30.144258,116.9,[-0.673 -1.359 -0.383 -0.931 -0.026],100,3.8237023,,3.1892571,1.0,-3.148641,1.6271503,8000
-109.61964289397173,2.6095657,-30.606678,1801.19890999794,1.0,3.33786e-08,930042,1.0,1.0,81,-30.606678,121.03,[-0.673 -1.359 -0.383 -0.931 -0.026],100,3.9663289,,2.7272577,1.0,-3.270536,1.6073177,8100
-110.94830964561119,2.9270117,-29.824608,1823.9888253211975,1.0330768,-3.1709672e-07,941579,1.4484917,1.0049288,82,-29.805197,115.37,[-0.673 -1.359 -0.383 -0.931 -0.026],100,3.7829635,0.16325971,3.544595,0.47498572,-3.5488644,1.6638361,8200
-110.83845357368612,2.268284,-164.37375,1848.1482408046722,1.0,-6.8664554e-07,953554,1.0,1.0,83,-164.37375,119.75,[-0.674 -1.358 -0.385 -0.934 -0.027],100,3.4338837,,2.7095935,1.0,-3.310131,1.498533,8300
-109.77646667371432,2.8174472,-30.336243,1871.7221143245697,1.0559795,,965436,1.6120319,1.0323774,84,-30.306005,118.82,[-0.674 -1.358 -0.385 -0.934 -0.027],100,3.551196,0.1914321,3.0580547,0.47986737,-3.0576854,1.5813898,8400
-108.52539290792124,3.156484,-29.406403,1892.7881038188934,1.0637733,-4.7683715e-09,976228,1.6873841,1.0337774,85,-29.374073,107.92,[-0.673 -1.356 -0.389 -0.937 -0.027],100,4.127243,0.23154141,3.991818,0.2963097,-3.7040396,1.6607782,8500
-107.83934648252892,2.9365559,-29.191055,1912.6068396568298,1.0,-4.053116e-07,986750,1.0,1.0,86,-29.191055,105.22,[-0.673 -1.353 -0.391 -0.941 -0.027],100,4.0727167,,4.1428003,1.0,-3.7636013,1.7050486,8600
-108.09037629061811,4.658903,-466.14615,1933.132435798645,7.613331,-1.7166138e-07,997061,26.274454,1.1125453,87,-465.92096,103.11,[-0.673 -1.353 -0.391 -0.941 -0.027],100,3.6442046,2.0127196,4.884229,0.017568933,-3.3401008,1.544705,8700
-113.6306988931852,2.5942373,-31.764006,1962.1664538383484,1.0,3.8146972e-08,1011952,1.0,1.0,88,-31.764006,148.91,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.4067419,,1.5695394,1.0,-2.9102483,1.6025902,8800
-113.60948967982073,2.2470894,-31.382013,1990.066811323166,1.0,-6.198883e-08,1026264,1.0,1.0,89,-31.382013,143.12,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.302985,,1.9513373,1.0,-3.1592875,1.4915155,8900
-111.9394441484447,2.8639708,-31.311066,2015.362248659134,1.0,4.4345856e-07,1040221,1.0003579,1.0000147,90,-31.311039,139.57,[-0.673 -1.367 -0.38  -0.918 -0.027],100,4.0697966,0.00013079676,2.0223548,0.9995106,-3.4120598,1.6838084,9000
-113.70775857821134,2.1308088,-32.031567,2043.33545088768,1.0,-4.196167e-07,1055255,1.0,1.0,91,-32.031567,150.34,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.5790858,,1.3025185,1.0,-2.737681,1.4524122,9100
-112.76657446869744,2.2249622,-31.676914,2069.269690990448,1.0,6.198883e-08,1069519,1.0,1.0,92,-31.676914,142.64,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.2992296,,1.6570089,1.0,-2.7110462,1.4841539,9200
-111.44193803817842,2.7879915,-31.945759,2096.182698249817,0.9999995,-1.1920929e-08,1083905,1.0005226,1.0000205,93,-31.945715,143.86,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.6196365,0.00023084499,1.3878503,0.9992101,-2.7439713,1.6613134,9300
-112.42884427881367,2.8722842,-31.349165,2122.664205789566,1.0,2.2888183e-07,1097754,1.0,1.0,94,-31.349165,138.49,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.984334,,1.9842287,1.0,-3.293141,1.6862863,9400
-112.6443755206681,2.5178604,-31.049479,2149.7173619270325,1.0,-1.9073486e-08,1111027,1.0,1.0,95,-31.049479,132.73,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.7836103,,2.28401,1.0,-3.092482,1.5788231,9500
-110.65546155926066,2.6576538,-32.004776,2177.128706216812,1.0,-4.720688e-07,1126120,1.0,1.0,96,-32.004776,150.93,[-0.673 -1.367 -0.38  -0.918 -0.027],100,4.102169,,1.3285888,1.0,-3.4244237,1.6220597,9600
-113.89033394509177,2.6653824,-31.434065,2204.4297618865967,1.0,4.196167e-07,1139959,1.0,1.0,97,-31.434065,138.39,[-0.673 -1.367 -0.38  -0.918 -0.027],100,4.150402,,1.8994427,1.0,-3.3190837,1.6244164,9700
-114.24643525240407,2.8664649,-31.77062,2232.526825428009,1.0,3.671646e-07,1154952,1.0,1.0,98,-31.77062,149.93,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.5074453,,1.5635806,1.0,-3.4131207,1.6845772,9800
-109.94633214574755,2.5585134,-31.132767,2258.4771695137024,1.0,3.2424927e-07,1168325,1.0,1.0,99,-31.132767,133.73,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.1673446,,2.2006636,1.0,-2.8614864,1.5915178,9900
-112.99365492707119,2.9126542,-31.097155,2282.4442291259766,1.0,-6.4849854e-07,1181460,1.0,1.0,100,-31.097155,131.35,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.8708377,,2.2371197,1.0,-5.9669657,1.6980952,10000
-111.79963899224914,2.8225112,-31.435003,2308.0809712409973,1.0,6.198883e-07,1195411,1.0,1.0,101,-31.435003,139.51,[-0.673 -1.367 -0.38  -0.918 -0.027],100,4.0466914,,1.8983675,1.0,-2.9396482,1.6716119,10100
-112.8161311031987,2.951411,-31.250156,2338.377697467804,1.0,-3.4809113e-07,1209709,1.0,1.0,102,-31.250156,142.98,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.547038,,2.0843093,1.0,-3.604185,1.709356,10200
-111.23074986675056,2.3022902,-30.948137,2363.2558455467224,1.0,3.9100647e-07,1223017,1.0,1.0,103,-30.948137,133.08,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.499742,,2.3854244,1.0,-3.4956727,1.5097243,10300
-109.1361421537452,2.3716366,-31.076336,2387.7967960834503,1.0,-6.532669e-07,1236137,1.0,1.0,104,-31.076336,131.2,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.8687809,,2.257034,1.0,-3.3984222,1.5322926,10400
-113.25842035401136,2.6630287,-31.74763,2415.31818819046,1.0,-3.361702e-07,1250473,1.0,1.0,105,-31.74763,143.36,[-0.673 -1.367 -0.38  -0.918 -0.027],100,3.7445073,,1.5857937,1.0,-3.27874,1.623699,10500
-113.38243365626808,2.1760743,-31.376293,2441.5646340847015,1.0,3.194809e-07,1263822,1.0,1.0,106,-31.376293,133.49,[-0.673 -1.367 -0.38  -0.918 -0.027],100,4.797385,,1.9577637,1.0,-2.6280098,1.467758,10600
