InitialReturnMax,J_sample_variance,StdIW,ReturnMeanIW,Iteration,InitialReturnMean,MaxIW,MeanIW,MinIW,InitialReturnMin,EmpiricalD2,Weights,Bound,TimeElapsed,EpisodesSoFar,EpLenMean,TimestepsSoFar,EpRewMean,InitialReturnStd,InitialBound,EpThisIter
3.6655273,3067995.2,4.7255287,589.38086,11,1.0757446e-05,62.789516,1.4918188,0.0011237802,-2.704094,1185.463,[ 0.578  0.236 -0.229  0.6   -0.589],589.38086,112.54312896728516,1100,22.86,30045,-118.01561544535703,1.0399905,416.25827,100
2.8843384,131624490.0,29.678095,1402.4874,12,8.31604e-06,1127.2264,3.48015,1.7355173e-08,-3.0101776,14073638.0,[ 0.54   0.194 -0.267  0.681 -0.549],1402.4874,122.34799647331238,1200,22.07,32252,-117.06873158225831,0.9890843,430.5554,100
3.1194916,93612890.0,31.347898,1189.1965,13,4.7302246e-06,326.40482,3.4915519,3.565096e-07,-3.4322739,56168.105,[ 0.473  0.227 -0.351  0.631 -0.639],1189.1965,132.21358180046082,1300,22.69,34521,-116.98829146763435,1.1670284,416.35242,100
3.3321,59112444.0,21.985285,1254.5408,14,-1.5258789e-07,314.1709,3.385942,1.3804419e-10,-3.3305664,635636940000.0,[ 0.439  0.165 -0.319  0.661 -0.616],1254.5408,142.91510105133057,1400,23.46,36867,-118.22414165539877,1.2011374,404.35498,100
2.8763351,623219.6,2.4227507,432.4423,15,-3.2806397e-06,21.86972,1.196546,9.25612e-05,-2.5918884,10.363064,[ 0.412  0.053 -0.322  0.808 -0.594],432.4423,153.8230903148651,1500,25.68,39435,-120.82284359260703,0.9838996,370.76407,100
3.0773392,34249716.0,17.959616,1045.0359,16,2.0599366e-06,182.18756,2.9254694,4.790473e-08,-2.8403473,69003884000000.0,[ 0.443  0.083 -0.288  0.74  -0.626],1045.0359,162.50849175453186,1600,24.63,41898,-120.0110563502817,1.1458839,387.25058,100
2.3666306,14875930.0,9.850744,832.84204,17,-4.5776366e-07,188.25891,2.00418,3.6785426e-08,-2.242569,22398.215,[ 0.403  0.023 -0.36   0.637 -0.611],832.84204,172.1172435283661,1700,21.69,44067,-116.23420292921136,0.9423719,436.3457,100
2.97229,2452872.0,4.9322534,518.83563,18,2.3651123e-06,62.443764,1.4342288,0.0008890554,-2.3183823,105575.96,[ 0.399  0.016 -0.316  0.786 -0.66 ],518.83563,182.576993227005,1800,24.7,46537,-119.62728360806126,1.0540862,384.73184,100
3.5454865,1680292600000.0,4367.3696,129757.22,19,4.348755e-06,45035.105,429.72903,5.746722e-13,-2.752739,5436085.0,[ 0.45   0.017 -0.292  0.841 -0.556],129757.22,193.04339694976807,1900,26.1,49147,-121.43091038259612,1.0833975,365.4412,100
2.6211014,1210594.4,3.206291,509.4328,20,-3.0517577e-07,27.899452,1.312415,0.0025507659,-2.8538666,20.234318,[ 0.429  0.063 -0.296  0.584 -0.822],509.4328,205.10396361351013,2000,23.81,51528,-118.72997849868717,1.084106,398.98953,100
2.4968338,803154240.0,82.88431,3125.4973,21,-1.5258789e-07,852.8379,8.755634,3.063823e-07,-3.3143082,918499.2,[ 0.455  0.104 -0.276  0.564 -0.868],3125.4973,214.85298943519592,2100,22.65,53793,-117.42639820631328,1.1205398,418.76816,100
2.5979996,14828946.0,10.515638,847.55,22,-3.0517579e-06,99.1693,2.1744318,3.4510106e-10,-2.8238144,3334628.5,[ 0.44   0.062 -0.231  0.594 -0.885],847.55,225.14007091522217,2200,23.03,56096,-118.45035908203681,0.97365695,414.14514,100
3.2223282,21099946.0,16.822496,979.156,23,-5.340576e-06,176.77246,2.8827755,0.00042710445,-2.1965485,114.33907,[ 0.428  0.075 -0.156  0.611 -0.935],979.156,235.7081983089447,2300,22.96,58392,-118.88294848988131,1.137019,417.1676,100
3.2307663,284404.03,1.4581302,467.4544,24,-2.7465821e-06,10.534843,1.1547737,0.004287379,-2.0026703,13.3417845,[ 0.461  0.098 -0.13   0.547 -1.011],467.4544,246.92177557945251,2400,23.45,60737,-119.40484308596753,1.1441069,408.5964,100
3.3467865,42694710.0,20.644823,1007.45795,25,6.1035157e-06,896.59436,2.659122,4.7784877e-13,-2.1290054,20994123000000.0,[ 0.499  0.097 -0.11   0.495 -1.032],1007.45795,256.14910793304443,2500,23.97,63134,-119.74132658531657,1.2309777,399.1498,100
4.0441895,1944219800.0,106.477905,4992.1377,26,-1.335144e-05,1980.1165,11.693895,2.4335034e-11,-1.9513779,6160293300000.0,[ 0.528  0.127 -0.041  0.47  -1.048],4992.1377,265.78293108940125,2600,21.56,65290,-117.35811093792928,1.2886667,443.69183,100
3.3200684,147223.9,1.012054,494.74023,27,3.1280517e-06,8.04384,1.1634022,0.03401966,-2.2569046,2.3121722,[ 0.494  0.153 -0.115  0.401 -1.042],494.74023,277.15284872055054,2700,22.13,67503,-117.6691516085163,1.1451751,431.3333,100
3.682335,291013250.0,47.56721,1813.8256,28,6.1035155e-07,765.25507,4.8722396,5.0510138e-11,-1.9214401,6867925400000000.0,[ 0.479  0.143 -0.116  0.432 -1.065],1813.8256,286.63998079299927,2800,22.37,69740,-118.04321606892383,1.1594099,427.20767,100
2.7063217,5148198.5,6.252743,614.8694,29,-3.0517579e-06,55.79952,1.4883852,1.375508e-07,-1.6066513,8337.041,[ 0.478  0.139 -0.027  0.461 -1.055],614.8694,297.8498513698578,2900,22.47,71987,-118.62666930894778,0.9270767,427.0384,100
3.7396774,104969704.0,31.274767,1339.8411,30,-1.9836425e-06,324.25055,3.8190475,2.260477e-09,-1.4573135,11001422.0,[ 4.411e-01  1.232e-01 -3.888e-04  5.274e-01 -1.072e+00],1339.8411,307.00100660324097,3000,22.99,74286,-119.19932606601574,1.1800182,417.61404,100
4.0416718,62082772.0,27.637724,1084.4474,31,9.9182125e-06,290.49365,3.3978724,6.9703744e-16,-1.77491,866940400000.0,[ 0.45   0.116  0.062  0.554 -1.13 ],1084.4474,317.8898358345032,3100,23.68,76654,-119.98093844295202,1.0100559,405.78635,100
3.8762436,4714886.0,6.580535,622.12885,32,6.6375733e-06,101.830734,1.6974106,6.896338e-05,-1.8221054,1840.4148,[ 0.432  0.066  0.123  0.542 -1.265],622.12885,328.7464337348938,3200,25.93,79247,-122.15245880057986,1.0220143,370.485,100
4.0882034,477960700.0,54.445545,2339.6345,33,3.8146973e-07,1224.7251,5.7577,1.3448164e-14,-1.9342194,3.9452627e+26,[ 0.445  0.04   0.112  0.616 -1.242],2339.6345,338.7727782726288,3300,24.43,81690,-120.73127266367823,1.200565,393.40848,100
3.5657883,47089300.0,23.200274,929.26624,34,-8.239746e-06,238.71463,2.8965232,8.100674e-08,-2.308281,89855.11,[ 0.473 -0.026  0.195  0.667 -1.246],929.26624,350.2188732624054,3400,26.61,84351,-122.7571755708088,1.0915105,360.84076,100
3.5165024,9026986.0,8.7074175,760.2355,35,-4.5776366e-07,76.66572,2.0495355,7.961342e-07,-2.5607605,3526.212,[ 0.493  0.002  0.227  0.665 -1.258],760.2355,360.3476402759552,3500,24.17,86768,-119.88016621443715,1.1678225,395.70288,100
3.1074219,55644090.0,22.19016,937.7361,36,-1.5258789e-06,830.6345,2.4371748,9.034317e-12,-2.2760696,1.1307439e+17,[ 0.502  0.004  0.276  0.693 -1.328],937.7361,370.92528009414673,3600,24.94,89262,-120.37114393441624,0.91575116,382.65268,100
2.548874,402643400.0,57.657005,2130.184,37,5.9509275e-06,737.2579,5.903104,6.6162744e-18,-2.389885,2.932229e+26,[ 0.486 -0.025  0.238  0.775 -1.31 ],2130.184,381.7332444190979,3700,25.78,91840,-121.9523626952156,0.8600516,372.4615,100
4.178787,573065.25,2.3288236,491.90903,38,,32.75022,1.356553,0.019224234,-2.077835,11.124226,[ 0.489 -0.068  0.16   0.774 -1.324],491.90903,392.75237584114075,3800,25.93,94433,-122.25817312542658,1.320944,370.84277,100
3.540535,16247686000.0,428.72864,12814.782,39,1.3732911e-06,4410.287,42.22816,6.337239e-30,-1.891922,1.7271601e+27,[ 0.479 -0.034  0.162  0.769 -1.32 ],12814.782,403.25825357437134,3900,26.33,97066,-122.6140196248587,1.1698697,365.07788,100
3.7177582,1640974.2,4.355642,391.5099,40,-3.6621093e-06,50.79084,1.2284309,2.506278e-05,-1.5603638,113238.63,[ 0.428 -0.11   0.114  0.794 -1.367],391.5099,417.0442626476288,4000,30.62,100128,-127.51536407462203,1.2342182,315.63013,100
4.3006516,829182.7,3.7671022,444.82843,41,4.348755e-06,37.68548,1.443833,0.0004609252,-1.6699829,21.364729,[ 0.431 -0.112  0.079  0.771 -1.358],444.82843,428.61022758483887,4100,29.31,103059,-126.25826760015129,1.2918172,329.82382,100
4.414139,66260.35,0.8153561,388.58,42,3.890991e-06,5.2121563,1.0646642,0.057899214,-1.935852,2.0364022,[ 0.405 -0.104  0.091  0.836 -1.367],388.58,438.84542059898376,4200,26.34,105693,-123.02399966452076,1.2761456,366.15396,100
4.313675,870016450.0,385.96442,2959.0508,43,-3.5095215e-06,86199.85,1.8327408,,-1.505249,inf,[ 0.402 -0.12   0.094  0.848 -1.383],2959.0508,449.12215209007263,4300,31.35,108828,-128.45201463220786,1.2992691,308.77362,100
4.102989,415649700.0,90.42722,2263.5466,44,1.2359619e-05,936.235,9.474195,2.3101663e-09,-1.8005142,68993200.0,[ 0.351 -0.182 -0.039  0.911 -1.391],2263.5466,462.4669933319092,4400,33.15,112143,-130.11448347758054,1.5408802,291.8376,100
3.4523087,832148.06,3.3324106,371.3265,45,-2.822876e-06,49.68268,1.2094661,0.00023169017,-1.458046,1187.6417,[ 0.42  -0.163 -0.03   0.894 -1.384],371.3265,474.8106756210327,4500,30.58,115201,-127.72686373031007,1.2312047,316.65643,100
3.6237717,345318.03,1.8299828,380.40207,46,1.0681152e-06,46.250107,1.1219378,0.0049761315,-1.6641464,5.5173583,[ 0.424 -0.173 -0.005  0.893 -1.389],380.40207,485.85547852516174,4600,28.99,118100,-126.0518354660803,1.3756969,333.77454,100
4.012039,51247.46,0.83338696,365.2002,47,-1.0223389e-05,5.6488514,1.12816,0.010641087,-1.4923096,2.5860553,[ 0.426 -0.185 -0.019  0.915 -1.38 ],365.2002,497.36079931259155,4700,29.74,121074,-126.85939246735674,1.3555846,325.5241,100
3.9375381,10971378.0,15.881744,573.0409,48,2.2888185e-06,167.52487,2.2037263,8.454684e-06,-1.7185287,4928.8887,[ 0.404 -0.182 -0.01   0.932 -1.391],573.0409,508.66022968292236,4800,30.45,124119,-127.38368024947452,1.511588,317.53104,100
3.729622,196963.47,1.7125494,367.25992,49,3.8146973e-06,19.838327,1.2346798,0.00052763225,-1.5497818,19.920435,[ 3.860e-01 -2.169e-01 -1.583e-04  9.195e-01 -1.393e+00],367.25992,519.943413734436,4900,31.74,127293,-128.91377090362516,1.3183411,305.2044,100
4.609276,422833.97,2.7147067,371.62033,50,1.0070801e-05,24.421005,1.2766584,0.0026880158,-1.7151184,11.719814,[ 0.397 -0.214  0.016  0.936 -1.41 ],371.62033,530.8668043613434,5000,31.5,130443,-128.50222085832328,1.5325581,307.14032,100
4.6757126,156650.5,1.5798519,327.4529,51,-7.705688e-06,11.349752,1.1536599,0.020232506,-1.4611893,4.7799478,[ 0.375 -0.227  0.009  0.937 -1.434],327.4529,542.5637848377228,5100,33.67,133810,-130.91765516660254,1.4707909,287.92227,100
4.2539597,2420810000.0,177.07176,5248.958,52,7.5531007e-06,4613.4946,18.389942,4.0334745e-12,-1.7139053,1.1546632e+25,[ 0.389 -0.252  0.02   0.951 -1.44 ],5248.958,553.8125548362732,5200,30.95,136905,-128.03017887804685,1.4191878,312.7745,100
3.8687363,2762606.8,7.0432825,429.43512,53,-2.0599366e-06,72.37986,1.4892834,0.00013064928,-1.6450577,9801878.0,[ 0.231 -0.169  0.051  0.969 -1.464],429.43512,567.8196482658386,5300,32.04,140109,-129.2073326167829,1.3798103,302.36536,100
3.997551,240698.19,2.022171,339.60382,54,-4.577637e-06,18.343046,1.2012494,0.0035610967,-1.849762,14.277478,[ 0.19  -0.176  0.059  0.975 -1.445],339.60382,579.81170129776,5400,34.14,143523,-131.1146195727226,1.5764445,283.45493,100
3.7387009,3773782.0,8.554574,502.3205,55,9.613037e-06,112.97086,1.8744453,0.00018580769,-1.6619797,1316.6195,[ 0.2   -0.157  0.066  0.978 -1.447],502.3205,590.5318958759308,5500,32.39,146762,-129.55066381814763,1.337061,299.08615,100
4.1975327,29910658.0,18.583239,729.0057,56,4.196167e-06,498.23267,2.3442612,2.7897594e-11,-1.9100876,1.0702219e+18,[ 0.187 -0.176  0.05   1.002 -1.427],729.0057,602.6484460830688,5600,29.73,149735,-126.61017229863533,1.4811873,325.0955,100
4.784424,45483.95,1.048721,273.59622,57,-1.3732911e-06,6.577887,1.1533514,0.0027253055,-1.4375305,3.9593966,[ 0.081 -0.085  0.068  0.939 -1.429],273.59622,617.4202036857605,5700,40.64,153799,-137.93890019215817,1.4530143,238.77821,100
2.7943344,62424.066,0.9493099,313.17188,58,6.942749e-06,9.242466,1.0603486,0.015714258,-1.4486923,3.0062761,[ 0.091 -0.09   0.082  0.937 -1.458],313.17188,629.0611274242401,5800,33.42,157141,-130.699013787566,1.1963135,290.1263,100
3.6387405,127037336.0,54.65984,1228.8429,59,-6.1035157e-06,560.0851,5.7635174,2.4559165e-12,-1.3112564,236168190000000.0,[ 0.09  -0.089  0.071  0.952 -1.457],1228.8429,641.3140096664429,5900,40.39,161180,-137.81933859437035,1.1896653,240.43896,100
3.8461456,4608402.5,8.726915,547.8513,60,-1.6784668e-06,219.06209,1.9371675,2.8852777e-05,-1.7015762,848646.8,[ 0.089 -0.024  0.036  0.885 -1.431],547.8513,653.6508994102478,6000,32.04,164384,-129.18150703186234,1.4111601,302.30194,100
3.5427246,1495083.0,4.638562,417.94705,61,-2.8991699e-06,43.442017,1.4290234,0.00039186355,-1.6537857,193.62753,[ 0.108 -0.033  0.062  0.964 -1.412],417.94705,665.7762384414673,6100,31.83,167567,-128.80202704818694,1.399542,303.90115,100
3.6023254,239685.45,2.067752,361.37823,62,-3.967285e-06,31.86248,1.1984555,0.007910254,-1.9668655,9.194369,[ 0.132 -0.013  0.069  0.99  -1.398],361.37823,676.4519109725952,6200,31.06,170673,-127.86692781753771,1.5538796,311.03406,100
4.287781,2039184.1,4.6913857,486.399,63,8.468628e-06,33.68007,1.4529697,0.0001688895,-1.9057236,213.32664,[ 0.131 -0.013  0.051  0.999 -1.408],486.399,686.2873339653015,6300,28.0,173473,-124.92867790374198,1.4734764,345.19168,100
3.7954712,15530803000.0,421.99457,12731.462,64,-9.002685e-06,4305.8433,42.17426,1.4859714e-11,-1.8089142,3053529600000.0,[ 0.13   0.028  0.058  0.972 -1.42 ],12731.462,697.2715735435486,6400,28.61,176334,-125.58973014522711,1.2626492,337.9731,100
3.6879501,136844.75,1.1182339,392.72406,65,-2.670288e-06,16.640669,1.0802672,0.034969497,-1.9201126,2.5006683,[ 0.14   0.093  0.047  0.876 -1.417],392.72406,709.8087267875671,6500,26.34,178968,-123.0890569614112,1.4862108,366.33545,100
3.8060226,7056868.0,8.20753,721.447,66,-6.8664554e-07,76.03443,2.0209424,0.0002585016,-1.8937073,1908.0826,[ 0.128  0.113  0.054  0.885 -1.414],721.447,719.0017364025116,6600,25.28,181496,-122.01227767735685,1.2389942,381.5811,100
4.5325623,5384594.5,8.322427,580.7596,67,2.5177003e-06,74.27593,1.8753856,0.0011932458,-1.8548584,390.8103,[ 0.115  0.087  0.051  0.951 -1.401],580.7596,730.0993573665619,6700,28.19,184315,-125.13469996392641,1.3603921,342.8913,100
4.221634,1146200.9,3.338916,489.2779,68,6.027222e-06,36.45454,1.4013203,0.0012375223,-1.8857117,75.76323,[ 0.149  0.104  0.046  0.976 -1.367],489.2779,741.5929448604584,6800,27.31,187046,-124.11623864701306,1.4632223,353.51086,100
3.4718018,3372382.5,6.4658346,587.7778,69,8.392334e-07,117.25319,1.714125,0.0004906745,-1.9479294,2937.419,[ 0.131  0.138  0.036  1.005 -1.377],587.7778,751.6187334060669,6900,26.48,189694,-123.17128601348084,1.3966955,364.2348,100
3.6353455,465717980.0,79.99848,2270.8257,70,1.3656616e-05,830.7201,8.01977,9.160128e-09,-1.7603607,2440188.8,[ 0.092  0.131  0.018  1.018 -1.384],2270.8257,761.646187543869,7000,27.13,192407,-124.05562105500331,1.2466074,356.17468,100
3.6811523,807768800.0,104.14669,2890.2344,71,1.5258789e-06,1065.9742,10.386794,2.8217058e-31,-2.0668793,5.7686017e+35,[ 0.013  0.103  0.012  1.01  -1.415],2890.2344,774.3188526630402,7100,30.36,195443,-127.10692138195631,1.4909967,318.03967,100
3.9771957,51750350.0,23.55615,961.0261,72,-6.4849855e-06,240.58127,3.0088103,5.309095e-07,-2.0578842,600621.4,[-0.003  0.112  0.07   1.076 -1.443],961.0261,786.4659988880157,7200,27.88,198231,-124.56641337618599,1.4275731,346.00143,100
4.303688,45173244.0,23.051554,979.7046,73,-1.5258789e-06,228.32443,3.14581,1.1648924e-06,-1.7491226,28459028.0,[ 0.013  0.127  0.046  1.114 -1.478],979.7046,797.2190930843353,7300,29.19,201150,-126.26583232560695,1.2838982,331.50885,100
3.8300705,52757.66,0.77938247,375.6389,74,2.5939942e-06,7.5923533,1.0509249,0.1292832,-2.1887283,1.8311734,[ 0.032  0.172  0.041  1.116 -1.484],375.6389,807.5867676734924,7400,26.69,203819,-123.22257196882994,1.4631727,360.9428,100
3.7742767,1229602000.0,126.81784,3567.9163,75,-2.1362305e-06,1306.9802,12.487803,4.6984003e-15,-1.9073334,8.4908236e+20,[ 0.014  0.172  0.046  1.131 -1.491],3567.9163,817.4841361045837,7500,28.01,206620,-124.88490401654565,1.3493035,344.8987,100
3.1845474,2995267800.0,172.86961,5541.856,76,-1.9836425e-06,14754.062,14.81718,2.0900941e-38,-2.0995483,inf,[ 0.048  0.238  0.018  1.112 -1.515],5541.856,829.1998569965363,7600,25.4,209160,-121.9094934896996,1.2907815,379.10394,100
3.517479,541200000.0,58.709385,2391.2644,77,1.0681152e-06,839.79767,5.9649115,,-2.2231064,inf,[ 0.05   0.328 -0.047  1.025 -1.534],2391.2644,840.6163988113403,7700,22.04,211364,-118.255500397288,1.1660275,435.57867,100
3.498619,1999475.1,3.544666,550.76794,78,3.6621093e-06,31.830133,1.2590961,5.5201726e-06,-2.4810257,2697.2935,[ 0.095  0.35  -0.133  1.035 -1.51 ],550.76794,850.4525799751282,7800,21.6,213524,-117.53662357667436,1.2396142,443.3682,100
4.0011063,108153450000.0,960.3071,33628.246,79,-1.9836425e-06,12010.648,95.2822,,-2.2509918,inf,[ 0.082  0.377 -0.14   1.084 -1.526],33628.246,860.0813806056976,7900,23.59,215883,-119.44452682729231,1.0470208,405.80383,100
3.2391968,59816296.0,18.511938,1325.686,80,-1.2207031e-06,142.13585,3.0309243,8.636729e-17,-3.0411453,1.0536555e+19,[ 0.121  0.443 -0.24   1.078 -1.516],1325.686,872.4198479652405,8000,20.29,217912,-115.57539989275247,1.0920321,469.24597,100
3.4053268,14671215000.0,333.91177,12207.533,81,-2.9754638e-06,3786.2087,33.169662,2.9037002e-24,-2.962532,inf,[ 0.077  0.389 -0.272  1.066 -1.525],12207.533,882.9546217918396,8100,22.6,220172,-117.87645882595206,1.2861805,421.45215,100
2.986084,1413110.2,3.1420875,552.7087,82,-3.5858154e-06,33.95815,1.342526,0.0009578047,-2.6937714,271.31714,[ 0.103  0.357 -0.294  1.259 -1.442],552.7087,894.9748661518097,8200,23.03,222475,-118.2182803789313,0.9173327,413.28976,100
3.5997238,1544250.5,3.2904563,562.5598,83,3.1280517e-06,36.029686,1.4006442,0.0009895752,-2.7363968,241.50516,[ 0.105  0.346 -0.276  1.218 -1.436],562.5598,904.5893368721008,8300,23.05,224780,-118.30243001629582,1.0428779,413.16226,100
2.815773,80145930.0,24.564783,1160.0515,84,5.41687e-06,1555.545,2.9134774,3.1887868e-07,-2.5643692,9587677.0,[ 0.105  0.353 -0.247  1.178 -1.477],1160.0515,914.227032661438,8400,23.0,227080,-118.50656576219528,0.8847209,414.958,100
2.4477463,157933.72,1.397261,467.1789,85,2.2125244e-06,17.776083,1.1381873,0.12698033,-2.6825333,2.0284867,[ 0.089  0.37  -0.276  1.149 -1.491],467.1789,924.824987411499,8500,22.36,229316,-117.75784989196701,0.90572983,426.36768,100
2.4061432,537110680000.0,1915.6646,73459.08,86,6.408691e-06,19545.453,189.95752,,-2.8675156,inf,[ 0.075  0.389 -0.272  1.158 -1.491],73459.08,933.489471912384,8600,21.68,231484,-117.09202633035392,1.0060205,439.75253,100
1.9956436,385096450.0,51.297604,2176.7927,87,6.5612794e-06,664.1443,5.530188,1.9786337e-09,-2.428566,5299247600.0,[ 0.116  0.488 -0.34   1.123 -1.444],2176.7927,946.351176738739,8700,21.39,233623,-116.04241037634739,0.94709796,442.79898,100
2.3555145,45848930.0,17.521988,998.27936,88,2.8991699e-06,327.96948,2.412167,3.2436565e-10,-2.8984604,370299630000.0,[ 0.103  0.451 -0.387  1.126 -1.447],998.27936,957.0370659828186,8800,21.53,235776,-116.29119522486444,1.1664252,440.3369,100
2.4758606,590826.56,2.0663404,502.41098,89,-3.890991e-06,25.580727,1.2072959,0.0008056852,-3.3942108,36.454548,[ 0.06   0.412 -0.411  1.194 -1.436],502.41098,967.705169916153,8900,22.34,238010,-116.85265982222134,0.94946414,423.56723,100
2.686592,8945848.0,7.6210556,839.89746,90,1.083374e-05,70.0108,2.019674,0.0020385808,-3.1309204,146.43169,[ 0.049  0.394 -0.431  1.214 -1.447],839.89746,977.3006687164307,9000,21.48,240158,-116.07184762262405,1.0109437,440.75232,100
2.9562912,214403820.0,36.64841,1851.1174,91,-1.0147095e-05,584.30316,4.4661283,3.673134e-06,-2.7579727,9902627.0,[ 0.027  0.379 -0.417  1.201 -1.449],1851.1174,986.5164546966553,9100,21.07,242265,-115.73919682204054,1.0856402,449.54535,100
2.7742996,3607813.8,4.758356,647.2423,92,1.5029907e-05,55.077766,1.5281185,0.00021931884,-2.7182922,138.16461,[-0.005  0.413 -0.386  1.125 -1.44 ],647.2423,997.805837392807,9200,21.67,244432,-116.39969081237595,1.0681803,437.37973,100
2.3478546,22845986.0,14.478287,633.7048,93,-1.2969971e-06,223.69853,1.714165,8.3729507e-10,-2.9637375,115736840000000.0,[ 0.012  0.407 -0.417  1.133 -1.442],633.7048,1008.0225169658661,9300,23.84,246816,-118.16219719989422,1.0858223,396.40933,100
2.2649384,2155571.5,3.5583382,551.65344,94,-1.3809204e-05,54.938934,1.2674713,0.00023263603,-3.0864716,143.66406,[-2.596e-04  3.551e-01 -4.189e-01  1.092e+00 -1.365e+00],551.65344,1017.6585202217102,9400,21.79,248995,-116.54071745827609,1.1365598,435.0867,100
2.917656,5924092.0,6.6352654,633.45844,95,6.713867e-06,62.917194,1.6004328,1.0301218e-10,-2.8380203,15938706000000.0,[ 0.039  0.336 -0.441  1.047 -1.382],633.45844,1026.8123126029968,9500,23.15,251310,-117.42791571400375,1.0981528,408.0023,100
2.0686798,718753600.0,70.27127,2803.0479,96,-9.994506e-06,765.0552,7.2573986,6.501459e-26,-2.280487,inf,[ 0.092  0.358 -0.421  1.086 -1.377],2803.0479,1036.9456572532654,9600,22.71,253581,-117.08956438606323,0.9585972,416.19992,100
2.8856735,1512573.1,3.1641946,618.7719,97,1.7547608e-06,30.389969,1.4562466,0.001079346,-2.7799454,19.560232,[ 0.084  0.341 -0.468  1.29  -1.345],618.7719,1047.9434885978699,9700,22.05,255786,-116.65197286095417,1.0870332,429.43494,100
2.666954,1987383.1,3.5991735,676.74585,98,-3.967285e-06,37.567398,1.5100995,0.00031167033,-2.9244614,95.59918,[ 0.083  0.323 -0.468  1.241 -1.35 ],676.74585,1057.1863515377045,9800,20.16,257802,-114.96194830472416,1.0714343,470.28183,100
3.29747,3412682.0,5.744763,609.0789,99,-1.5258789e-06,54.00079,1.5605206,4.5632158e-05,-2.183258,87.63075,[ 0.059  0.303 -0.467  1.208 -1.351],609.0789,1067.0235590934753,9900,22.51,260053,-117.07737355764952,1.0274307,420.57434,100
2.673973,2725745.8,5.035689,605.9337,100,9.384155e-06,46.02554,1.5935153,0.0003093865,-3.076706,21302.357,[ 0.036  0.311 -0.434  1.193 -1.382],605.9337,1077.3013067245483,10000,23.2,262373,-117.86348279148258,1.1414045,408.49945,100
2.9336395,86318.0,0.75885296,462.1708,101,2.0599366e-06,5.973901,1.1077055,0.084966704,-3.1914444,1.7044333,[ 0.096  0.307 -0.415  1.166 -1.354],462.1708,1087.2366592884064,10100,22.53,264626,-117.35757361919694,1.1944003,421.14526,100
