InitialReturnMin,ReturnStepMaxmin,EpLenMean,InitialReturnMax,MinIW,ReturnStepMax,EpRewMean,InitialReturnMean,TimeElapsed,MaxD2w0t,EpisodesSoFar,InitialReturnStd,Weights,EmpiricalD2,MeanD2w0t,TimestepsSoFar,StdD2w0t,Bound,EpThisIter,J_sample_variance,ReturnMeanIW,Iteration,MeanIW,MaxIW,MinD2w0t,InitialBound,StdIW
-42.947933,99.380035,17.11,-9.514708,0.027464408,100.0,-108.36687517690547,-24.790867,90.39618039131165,3.6192498,1100,6.1175103,[-0.634  0.928 -0.652  0.332 -0.018],2.6564033,0.048816193,18572,0.2775249,-56.626884,100,232.0333,-20.888723,11,0.7834354,6.5973344,,-58.12056,0.6392299
-36.496975,99.39248,17.82,-7.3136525,0.75193954,100.0,-109.43405692463848,-23.869465,99.14393019676208,1.0323911,1200,5.5259657,[-0.595  0.981 -0.646  0.323 -0.015],1.0117676,0.035754398,20354,0.18599364,-57.11976,100,36.524914,-23.769299,12,0.99806476,1.5084984,,-57.200867,0.119266845
-39.795677,99.394455,17.14,-6.3742857,0.04685188,100.0,-108.79227403306554,-24.96339,104.7104504108429,3.2379158,1300,6.1152678,[-0.597  0.974 -0.645  0.32  -0.013],1.3332614,0.040261984,22068,0.21685044,-56.69597,100,109.604225,-21.975822,13,0.8507627,2.943486,,-58.291176,0.4455326
-39.602776,99.350365,16.72,-10.770134,0.2611487,100.0,-108.58584430844789,-25.473223,112.84426522254944,1.515284,1400,5.7360353,[-0.581  0.995 -0.635  0.343 -0.095],1.1520098,0.03614977,23740,0.19463962,-58.22014,100,95.787964,-24.132639,14,0.9273268,2.2311535,,-58.798096,0.32692865
-39.70749,99.37749,16.91,-9.847899,0.33404118,100.0,-108.75233816797623,-25.437351,120.96190428733826,2.2754943,1500,6.2991495,[-0.54   1.001 -0.617  0.326 -0.148],1.1529056,0.037142813,25431,0.19932468,-57.607353,100,70.65084,-23.35177,15,0.9124588,1.9613476,,-58.76024,0.30248347
-37.20377,99.40833,16.56,-11.476181,0.31555957,100.0,-108.7065857158213,-25.720793,127.19862198829651,1.8163595,1600,5.6842504,[-0.54   1.025 -0.592  0.305 -0.12 ],1.2113008,0.035167094,27087,0.19064571,-58.00861,100,105.19999,-24.256355,16,0.9470281,2.297844,,-58.997726,0.40306333
-41.192368,99.38374,17.27,-10.994629,0.021802533,100.0,-108.49979113066256,-24.683966,134.60946393013,4.343589,1700,6.60506,[-0.523  1.057 -0.581  0.324 -0.106],3.0442145,0.049223077,28814,0.28344867,-55.033623,100,293.65173,-19.343708,17,0.75826734,4.772896,,-57.960896,0.80912673
-36.332516,99.394226,17.32,-7.8124437,0.05062314,100.0,-108.79983887439533,-24.520292,141.65910983085632,3.5175214,1800,6.0123005,[-0.569  1.006 -0.58   0.313 -0.099],2.9669397,0.049641844,30546,0.2832248,-53.916573,100,195.49382,-18.164286,18,0.7074919,6.881903,,-57.837704,0.6159796
-39.47226,99.41012,16.9,-12.6844425,0.17924377,100.0,-108.70580460958925,-25.154854,150.16958951950073,3.233005,1900,5.627554,[-0.622  0.962 -0.578  0.313 -0.111],1.5816498,0.04047515,32236,0.22080414,-56.522797,100,100.741745,-21.725676,19,0.83926195,3.2264726,,-58.41854,0.43739775
-38.91458,99.35317,17.25,-10.773683,0.6450264,100.0,-108.81393267260063,-24.840881,157.3469045162201,1.051853,2000,6.363424,[-0.639  0.94  -0.567  0.264 -0.068],1.0174816,0.034744613,33961,0.18380453,-58.05245,100,47.98653,-24.670841,20,0.99037486,1.3524559,,-58.16736,0.1216528
-36.241913,99.36698,17.98,-7.5488873,0.07135166,100.0,-109.12104195372612,-23.887346,165.55474019050598,7.1963096,2100,6.537976,[-0.627  0.942 -0.567  0.272 -0.076],2.519593,0.048983607,35759,0.27241087,-54.69438,100,201.27951,-19.42056,21,0.79569983,5.3521185,,-57.219116,0.69009995
-38.76732,99.37968,17.44,-8.437709,0.085083246,100.0,-109.12083543003608,-24.628456,173.8747842311859,6.939845,2200,6.242266,[-0.679  0.895 -0.574  0.272 -0.06 ],1.8740578,0.042669013,37503,0.2347641,-57.02957,100,185.51025,-22.295193,22,0.90140843,3.9003608,,-57.95494,0.6407781
-38.47414,99.39476,16.73,-8.226025,0.4014099,100.0,-108.29742196573825,-25.363825,180.83191871643066,1.3706312,2300,6.0304284,[-0.679  0.847 -0.564  0.242 -0.094],1.1200457,0.03571145,39176,0.19233322,-57.899734,100,56.120296,-24.03299,23,0.9581378,2.112152,,-58.65148,0.3034583
-38.580975,99.38223,16.73,-10.559933,0.35276166,100.0,-108.31702641579132,-25.302553,188.9802849292755,1.2241619,2400,6.016666,[-0.706  0.842 -0.582  0.274 -0.095],1.1579671,0.035431728,40849,0.19064865,-57.772682,100,116.93123,-23.995047,24,0.93344545,2.4908469,,-58.59021,0.35661718
-37.52185,99.36628,17.19,-11.09688,0.5597229,100.0,-108.25154064236794,-24.526915,197.08238172531128,1.1687927,2500,5.7092905,[-0.693  0.844 -0.599  0.276 -0.085],1.039553,0.035137028,42568,0.18627627,-57.560707,100,41.985115,-24.042587,25,0.98323745,1.7755911,,-57.83598,0.18514998
-37.1551,99.38896,17.04,-12.91017,0.503762,100.0,-109.00019452153485,-24.850243,205.72657299041748,1.1449163,2600,5.475738,[-0.735  0.866 -0.587  0.287 -0.074],1.0686364,0.035005197,44272,0.18639936,-57.663868,100,58.275745,-24.137909,26,0.9667486,1.9171411,,-58.15361,0.25343215
-36.72751,99.41846,16.92,-9.425568,0.040002212,100.0,-108.6819230568831,-25.342693,213.29504871368408,2.2591581,2700,6.1615486,[-0.731  0.88  -0.585  0.293 -0.044],1.5536582,0.042644612,45964,0.23340173,-56.603996,100,114.25134,-21.3827,27,0.80255735,3.206529,,-58.64606,0.42787457
-36.70835,99.37212,17.02,-10.846712,0.053653844,100.0,-108.42139571529475,-24.753345,221.36334943771362,2.1292644,2800,5.5315576,[-0.709  0.885 -0.587  0.252 -0.104],1.7383361,0.0423208,47666,0.2303441,-56.28103,100,196.30313,-21.347631,28,0.83627087,3.5849128,,-58.076233,0.64787555
-39.913063,99.35122,16.98,-8.244436,0.057287134,100.0,-108.23938796600862,-25.246105,229.10795307159424,2.9474177,2900,6.810197,[-0.693  0.93  -0.576  0.242 -0.146],2.2964478,0.04600465,49364,0.25635117,-55.373978,100,265.8621,-19.693268,29,0.7754401,4.255866,,-58.57389,0.76351875
-39.64551,99.35284,17.75,-9.557785,0.038035337,100.0,-108.59182800635355,-23.890047,237.13540887832642,4.7622027,3000,6.3208914,[-0.716  0.904 -0.554  0.238 -0.165],2.7886605,0.049972277,51139,0.28064755,-55.38264,100,215.6782,-19.857082,30,0.77624345,3.6548188,,-57.219738,0.66964126
-35.20823,99.40852,17.45,-7.6233034,0.61045283,100.0,-108.91691616337364,-24.284256,244.32071828842163,1.2266293,3100,5.6909237,[-0.696  0.946 -0.567  0.25  -0.159],1.0574524,0.036060214,52884,0.18970354,-57.34176,100,41.59621,-23.736942,31,0.9775248,1.5241809,,-57.61464,0.17915066
-39.823387,99.36727,16.67,-6.1237164,0.54667795,100.0,-108.97214553424159,-25.774054,251.9913685321808,1.0940744,3200,6.0605354,[-0.675  0.929 -0.573  0.257 -0.133],1.0311384,0.033911783,54551,0.18262392,-58.805874,100,49.821655,-25.306774,32,0.97817343,1.4726589,,-59.10289,0.16429055
-39.605644,99.360695,17.13,-9.110289,0.29491243,100.0,-108.42670987836749,-24.54828,260.78982496261597,1.588444,3300,5.811771,[-0.703  0.941 -0.564  0.248 -0.135],1.159952,0.0365157,56264,0.19421639,-57.173462,100,90.83554,-23.306013,33,0.9590675,2.156936,,-57.84462,0.37250137
-38.94564,99.37466,16.76,-8.810156,0.35549068,100.0,-108.32106478854979,-25.38871,268.5031192302704,1.5447142,3400,6.0708365,[-0.693  0.928 -0.552  0.227 -0.174],1.2487489,0.03647836,57940,0.19669287,-57.612732,100,89.30678,-23.654837,34,0.9435843,2.7675328,,-58.711597,0.44752857
-39.98182,99.366486,16.99,-8.532347,0.03471396,100.0,-108.84512640161871,-25.437563,276.64096879959106,6.8101215,3500,6.292557,[-0.735  0.919 -0.558  0.245 -0.149],2.3126135,0.042902373,59639,0.24518271,-56.113,100,237.59099,-21.259758,35,0.84364545,5.1785893,,-58.766403,0.7294161
-38.159435,99.39676,16.45,-10.146935,0.31959805,100.0,-108.57328180295819,-26.306746,284.5931541919708,1.7679354,3600,6.1732855,[-0.673  0.958 -0.553  0.267 -0.144],1.1478068,0.03558669,61284,0.19363476,-58.931595,100,75.09071,-24.863815,36,0.9370871,2.0644095,,-59.62963,0.2869053
-39.702473,99.352356,17.03,-12.371958,0.21928214,100.0,-108.62243831103405,-25.019348,293.12436270713806,1.2496967,3700,5.9065742,[-0.642  0.973 -0.531  0.241 -0.133],1.1315141,0.036119908,62987,0.19252662,-57.474403,100,84.887,-23.64167,37,0.9402423,1.8944254,,-58.31568,0.3512154
-36.78858,99.35996,17.01,-8.558559,0.1542955,100.0,-108.60140706307195,-25.062218,301.0836889743805,1.4123216,3800,5.453184,[-0.634  0.972 -0.546  0.247 -0.174],1.1873611,0.037705723,64688,0.20151417,-57.178642,100,74.61852,-22.901842,38,0.91173476,2.3185632,,-58.39428,0.33866844
-39.443977,99.365364,17.15,-5.6735754,0.09269945,100.0,-108.60782904262123,-25.111225,308.26980996131897,5.075538,3900,6.283276,[-0.652  0.992 -0.531  0.224 -0.222],1.396396,0.040118188,66403,0.22350982,-56.56441,100,146.27834,-22.121944,39,0.86348236,2.8539708,,-58.444008,0.47820807
-38.083504,99.3613,17.49,-9.0992775,0.22571963,100.0,-108.89037246163858,-24.643093,316.428270816803,2.321017,4000,6.2715383,[-0.655  1.017 -0.537  0.264 -0.257],1.3522207,0.0378622,68152,0.2003696,-57.527718,100,130.87111,-23.702478,40,0.95479953,2.72653,,-57.975983,0.46956494
-38.538483,99.35368,16.86,-9.431541,0.2239342,100.0,-108.04800962851537,-25.184464,324.3707654476166,1.305576,4100,6.524545,[-0.611  1.031 -0.538  0.28  -0.25 ],1.0604442,0.034884825,69838,0.18690206,-57.927643,100,59.77253,-24.337376,41,0.97504365,1.728034,,-58.480797,0.24020426
-39.143166,99.373726,17.27,-8.778155,0.046218455,100.0,-108.89982008757838,-24.726618,330.63744592666626,4.004006,4200,5.8614674,[-0.619  1.018 -0.55   0.269 -0.257],1.5328574,0.039260585,71565,0.21203017,-56.34353,100,183.80383,-22.073975,42,0.85932136,3.0320182,,-58.0531,0.5340395
-43.299606,99.35689,16.82,-9.088249,0.09511557,100.0,-108.84135866102774,-25.493986,337.0433189868927,5.2668314,4300,5.7690825,[-0.596  1.037 -0.563  0.295 -0.28 ],1.9694562,0.04229126,73247,0.23596695,-57.04995,100,223.87529,-22.208887,43,0.8788016,4.7232,,-58.826294,0.7600416
-39.76181,99.40139,16.73,-11.482088,0.6665498,100.0,-108.51292581684325,-25.473919,345.1074159145355,1.090714,4400,6.0429487,[-0.59   1.081 -0.562  0.305 -0.291],1.016659,0.03368537,74920,0.18104954,-58.576202,100,52.94344,-25.229706,44,0.9823238,1.8123344,,-58.761574,0.13311253
-36.222267,99.34907,16.94,-9.136305,0.017631894,100.0,-108.54569449788107,-25.03312,352.75608944892883,18.608732,4500,5.811481,[-0.599  1.094 -0.558  0.313 -0.294],3.180109,0.049789064,76614,0.31555486,-55.191345,100,190.52861,-18.953691,45,0.6822909,3.7601902,,-58.33649,0.5704906
-43.16984,99.37136,17.06,-10.156834,0.21023268,100.0,-108.70433599905036,-25.36334,361.3098211288452,2.0809035,4600,6.640638,[-0.572  1.15  -0.551  0.338 -0.341],1.2498503,0.036970433,78320,0.1976424,-57.4276,100,130.52449,-23.510311,46,0.9378663,3.2214937,,-58.694283,0.4496833
-39.531395,99.3653,16.6,-12.992447,0.6296634,100.0,-108.79359783557955,-25.835197,368.45192861557007,1.0463929,4700,5.896273,[-0.569  1.116 -0.562  0.334 -0.346],1.0188204,0.033544417,79980,0.18102421,-58.750237,100,51.895985,-25.391254,47,0.9736025,1.3414127,,-59.098885,0.14742167
-43.47642,99.36448,16.48,-7.068671,0.27371442,100.0,-108.4570434261846,-25.687393,375.2111976146698,1.7305477,4800,5.3743305,[-0.584  1.122 -0.565  0.346 -0.36 ],1.2235428,0.03507384,81628,0.1907007,-58.214546,100,87.426926,-24.439053,48,0.9674978,3.439526,,-59.010277,0.46266615
-35.78519,99.37702,16.43,-7.2803216,0.30326906,100.0,-108.21770046472737,-25.700237,382.9590697288513,1.6204913,4900,5.019151,[-0.607  1.102 -0.574  0.345 -0.349],1.198005,0.03628602,83271,0.19769266,-57.87673,100,75.97686,-23.568752,49,0.8979872,2.1970549,,-59.023125,0.2953828
-38.90608,99.393906,16.51,-10.174483,0.23722222,100.0,-108.30402605100294,-25.750395,389.96495151519775,1.9983449,5000,5.728226,[-0.628  1.112 -0.557  0.323 -0.323],1.1880329,0.03513293,84922,0.19071773,-58.13978,100,97.93064,-24.281565,50,0.9310497,2.624676,,-59.04673,0.3621327
-39.697517,99.35263,16.37,-14.718456,0.24185304,100.0,-108.36598272269183,-25.890842,397.5973596572876,2.1836257,5100,5.777219,[-0.578  1.126 -0.539  0.319 -0.327],1.2585412,0.03521112,86559,0.19298393,-58.373825,100,138.115,-24.620844,51,0.9169289,2.4874663,,-59.11796,0.40455884
-36.53066,99.38297,16.69,-9.537912,0.32581007,100.0,-108.41155374716243,-25.459246,405.7559666633606,1.8053181,5200,5.8139186,[-0.561  1.153 -0.526  0.324 -0.327],1.2790825,0.038135104,88228,0.20646797,-57.274734,100,84.69322,-22.723562,52,0.8838351,2.6752415,,-58.776657,0.37183273
-39.621506,99.34856,16.66,-12.377255,0.7839282,100.0,-108.50546337929971,-25.537771,412.62327694892883,1.0517201,5300,5.6240234,[-0.572  1.154 -0.514  0.295 -0.284],1.0126522,0.033602484,89894,0.18099831,-58.703415,100,33.794598,-25.32557,53,0.98995936,1.6432711,,-58.834106,0.10433916
-36.786068,99.38435,16.71,-11.569996,0.011309417,100.0,-108.59575456537175,-25.26105,418.9114942550659,4.87887,5400,5.1701956,[-0.574  1.152 -0.519  0.303 -0.276],3.0046263,0.048315663,91565,0.2817456,-55.8344,100,227.15593,-19.91859,54,0.75941443,4.7450895,,-58.57846,0.69614077
-39.643074,99.383484,17.13,-10.270423,0.11076467,100.0,-108.95742401426564,-24.931114,426.59895515441895,2.4984891,5500,6.0464983,[-0.613  1.109 -0.519  0.297 -0.294],1.2695616,0.0375749,93278,0.20179994,-57.455444,100,85.596535,-23.404043,55,0.92962945,3.2815084,,-58.25155,0.32817227
-37.84917,99.37289,16.27,-7.914016,0.027019344,100.0,-108.19810846280258,-26.386866,434.48773288726807,14.08423,5600,6.2401834,[-0.626  1.082 -0.532  0.279 -0.277],3.5348754,0.04948551,94905,0.31728864,-56.19737,100,255.23615,-19.649532,56,0.68555546,5.657707,,-59.71465,0.62486464
-39.839306,99.38184,16.57,-10.284397,0.04658215,100.0,-108.27962779255357,-25.679087,442.3353886604309,5.086181,5700,5.8527207,[-0.666  1.036 -0.531  0.257 -0.287],2.4247203,0.043115675,96562,0.2496256,-57.055695,100,194.40408,-21.892351,57,0.86134475,6.7211547,,-58.956017,0.7970291
-37.580284,99.404106,17.17,-11.806721,0.20516047,100.0,-109.0797730161618,-24.750181,450.12075304985046,1.4762397,5800,5.396802,[-0.633  1.072 -0.536  0.285 -0.266],1.1762449,0.037488956,98279,0.19990471,-57.191265,100,71.498375,-23.2154,58,0.92951024,2.703298,,-58.063854,0.370551
-39.470886,99.36506,16.58,-9.041649,0.2721939,100.0,-108.28912371744863,-25.715958,457.23144817352295,1.0865089,5900,5.8211136,[-0.64   1.083 -0.533  0.262 -0.264],1.0366783,0.033696357,99937,0.18195952,-58.257393,100,49.860027,-24.782244,59,0.9597314,1.3994789,,-59.02963,0.19384143
-39.770657,99.383514,16.87,-11.335576,0.23505487,100.0,-108.26637933236483,-24.966324,464.06405997276306,2.015947,6000,5.728085,[-0.685  1.097 -0.531  0.266 -0.282],1.264729,0.036285505,101624,0.1951824,-57.50377,100,80.693344,-23.640486,60,0.9690602,3.0244136,,-58.24325,0.46792856
-38.584076,99.38405,16.67,-10.912275,0.18849558,100.0,-108.1920753126434,-25.254038,471.61109161376953,1.7777684,6100,5.3933735,[-0.656  1.117 -0.523  0.283 -0.258],1.3606588,0.038062252,103291,0.20698383,-57.50018,100,137.55183,-23.23151,61,0.9034359,4.144337,,-58.563103,0.50336456
-39.987682,99.374756,17.13,-11.876965,0.13290711,100.0,-108.60651875677553,-24.947266,480.12625527381897,1.71724,6200,6.19512,[-0.658  1.141 -0.522  0.272 -0.245],1.3743094,0.036977872,105004,0.19753237,-57.27192,100,160.62817,-23.46227,62,0.9442034,4.210005,,-58.256332,0.5642505
-39.782673,99.36822,17.53,-10.474746,0.15108663,100.0,-109.10200265082558,-24.298956,487.82428789138794,2.3320992,6300,6.193809,[-0.702  1.127 -0.519  0.261 -0.239],1.9099137,0.043061424,106757,0.23178251,-55.990707,100,141.24164,-21.22824,63,0.92759913,6.1656265,,-57.602325,0.85664064
-39.692474,99.394424,16.79,-8.991679,0.11895149,100.0,-108.81101156817722,-25.730955,495.1550188064575,3.0363436,6400,6.4123554,[-0.745  1.111 -0.508  0.256 -0.196],1.6746073,0.038642235,108436,0.21179244,-58.375015,100,192.08017,-24.134863,64,0.9373514,3.9815025,,-59.007885,0.615583
-39.104244,99.347145,17.15,-6.989797,0.58914876,100.0,-108.32035863772691,-24.92265,502.9569368362427,1.144285,6500,6.180408,[-0.765  1.075 -0.507  0.232 -0.184],1.0148494,0.03466795,110151,0.1839939,-58.094536,100,43.73404,-24.670668,65,0.9843692,1.4269979,,-58.255432,0.10468475
-35.564327,99.3654,17.12,-10.122352,0.09631407,100.0,-108.61012839010984,-24.61093,508.0961790084839,9.435659,6600,5.568019,[-0.773  1.068 -0.516  0.234 -0.18 ],2.7482252,0.046736866,111863,0.27286515,-55.49006,100,196.21558,-19.962515,66,0.738575,4.6152563,,-57.92,0.6006628
-37.698765,99.35744,17.26,-11.963085,0.3994506,100.0,-108.31483607740275,-24.395205,516.3497984409332,1.1528741,6700,5.746368,[-0.741  1.114 -0.519  0.257 -0.163],1.0743405,0.03592584,113589,0.19009046,-56.85682,100,53.75653,-23.191732,67,0.9527383,2.0107665,,-57.718086,0.27056712
-39.236603,99.36867,16.78,-10.667777,0.47711703,100.0,-107.88430326606445,-25.37383,523.3847150802612,1.1534548,6800,6.4492893,[-0.758  1.116 -0.524  0.275 -0.196],1.062816,0.03441259,115267,0.18474035,-58.005764,100,69.32703,-24.502514,68,0.9503988,2.024512,,-58.661484,0.22500193
-37.947582,99.39832,16.35,-14.230014,0.17975083,100.0,-108.48976668217054,-25.856823,530.8336763381958,3.6350317,6900,4.9774613,[-0.709  1.104 -0.523  0.257 -0.198],1.3905507,0.036507826,116902,0.20251717,-58.285065,100,87.75619,-24.125116,69,0.9429223,3.003275,,-59.133755,0.46132657
-39.431877,99.37211,16.37,-10.036083,0.13485543,100.0,-108.49010896953767,-26.218138,538.4450924396515,2.457582,7000,5.7672377,[-0.708  1.062 -0.532  0.22  -0.197],1.2015293,0.03558079,118539,0.19442919,-58.368393,100,96.64196,-24.2433,70,0.94126517,2.64823,,-59.53857,0.39840218
-38.623318,99.44298,16.68,-9.397982,0.13308312,100.0,-108.5759645971813,-25.997402,546.2033309936523,4.214045,7100,6.1892905,[-0.703  1.051 -0.516  0.185 -0.22 ],1.4368386,0.037946057,120207,0.20971021,-58.213192,100,179.44539,-23.953438,71,0.8842844,3.0410454,,-59.32971,0.50229424
-39.14171,99.36024,16.89,-10.352436,0.017591575,100.0,-108.45871815911285,-24.927786,553.4926602840424,5.6080356,7200,5.906043,[-0.737  1.018 -0.529  0.173 -0.252],1.894964,0.041894037,121896,0.23692334,-55.11917,100,140.63185,-20.180271,72,0.7848042,2.7662635,,-58.17511,0.51470786
-42.155014,99.37503,16.37,-14.2257805,0.6779365,100.0,-108.08608750117621,-25.899054,560.3512148857117,1.096229,7300,5.947923,[-0.764  1.073 -0.535  0.226 -0.27 ],1.0327622,0.03342669,123533,0.18170735,-58.69464,100,40.949516,-25.262165,73,0.98132306,2.113255,,-59.12617,0.19350322
-39.025185,99.36627,16.56,-11.588757,0.090074256,100.0,-108.56918632882368,-25.711546,567.6108515262604,3.7400432,7400,5.575778,[-0.765  1.079 -0.526  0.216 -0.25 ],2.082368,0.04146831,125189,0.23368125,-57.0119,100,234.21338,-22.08377,74,0.82976466,3.5540082,,-59.028957,0.6646639
-39.9688,99.362114,16.87,-5.88591,0.009022012,100.0,-107.92773870084862,-25.123863,575.5261118412018,10.38875,7500,6.295641,[-0.784  1.035 -0.528  0.197 -0.227],2.613225,0.048993856,126876,0.28892994,-55.653053,100,210.56075,-19.351406,75,0.71573424,4.899421,,-58.45034,0.67117125
-36.777645,99.38725,16.76,-12.945569,0.22259544,100.0,-108.88195391885202,-25.092016,583.2131803035736,3.2798133,7600,4.634134,[-0.694  1.063 -0.517  0.203 -0.315],1.3651335,0.03854273,128552,0.20934673,-56.62404,100,78.035484,-22.13449,76,0.8803042,2.6444578,,-58.33934,0.39796433
-36.25777,99.36344,17.0,-10.038726,0.3094721,100.0,-108.67610230175234,-25.055876,590.4171602725983,1.3660418,7700,5.8958025,[-0.682  1.095 -0.501  0.239 -0.298],1.0482208,0.0350731,130252,0.1871124,-57.888466,100,51.347954,-24.291216,77,0.96596783,2.0395944,,-58.35221,0.20675395
-39.189667,99.35903,16.47,-12.9898,0.18312877,100.0,-108.17308572617145,-25.758055,596.7035229206085,1.4987041,7800,5.677735,[-0.68   1.103 -0.488  0.226 -0.301],1.166203,0.035787143,131899,0.19437149,-58.140694,100,83.21985,-24.120686,78,0.92093486,2.5892584,,-59.034985,0.33413553
-36.578896,99.38133,17.58,-8.75861,0.17846313,100.0,-108.92464679014067,-24.289658,605.143167257309,2.6250055,7900,6.4721484,[-0.661  1.097 -0.497  0.251 -0.334],1.2996446,0.038315654,133657,0.20245792,-56.803795,100,132.87178,-22.872995,79,0.89992565,2.1812816,,-57.60707,0.39520425
-38.032673,99.360275,16.31,-12.26169,0.69401574,100.0,-108.173951401483,-25.94716,612.7454180717468,1.0430292,8000,5.2708783,[-0.646  1.071 -0.492  0.232 -0.315],1.014014,0.032894794,135288,0.17914551,-58.854877,100,34.11354,-25.455864,80,0.97372776,1.4834903,,-59.260834,0.092804566
-39.369835,99.36482,17.21,-9.742484,0.40654233,100.0,-108.68092689797122,-25.174055,619.0595419406891,2.5450253,8100,6.937645,[-0.679  1.084 -0.492  0.236 -0.304],1.1330233,0.036369327,137009,0.19450068,-57.62879,100,78.210014,-23.88856,81,0.9445945,2.2456784,,-58.49893,0.32058805
-38.010117,99.36133,17.34,-10.813469,0.14631376,100.0,-108.84788563472726,-24.51034,625.5293164253235,2.6604123,8200,6.0431895,[-0.74   1.087 -0.501  0.235 -0.305],1.2283033,0.038446434,138743,0.20564184,-56.544106,100,57.23512,-22.325186,82,0.90945876,2.7841039,,-57.813713,0.31086078
-40.269978,99.37861,17.56,-10.031638,0.13746172,100.0,-108.5729467729436,-24.255257,633.9726116657257,2.3536236,8300,6.208163,[-0.77   1.072 -0.522  0.246 -0.298],1.6751816,0.040697142,140499,0.21663457,-56.88144,100,203.65254,-22.615347,83,0.90633595,3.3276312,,-57.578144,0.67538935
-39.112507,99.35058,16.47,-12.12426,0.124421924,100.0,-108.63985685131551,-26.015398,641.3206653594971,1.8183022,8400,6.0265775,[-0.807  1.047 -0.522  0.241 -0.323],1.2081705,0.036766812,142146,0.20069177,-58.174736,100,73.46608,-23.941338,84,0.93919575,3.161078,,-59.292328,0.38737273
-39.421146,99.431885,17.04,-9.625584,0.42491528,100.0,-109.2437042195954,-25.08142,647.9786372184753,1.3229231,8500,5.3041825,[-0.792  1.052 -0.512  0.266 -0.356],1.0483384,0.03497152,143850,0.1862787,-58.00357,100,48.728714,-24.449055,85,0.9719611,2.18752,,-58.39883,0.23866595
