InitialBound,InitialReturnMin,EpLenMean,TimeElapsed,MaxIW,EmpiricalD2,TimestepsSoFar,MeanIW,EpThisIter,InitialReturnMax,EpRewMean,Iteration,InitialReturnStd,InitialReturnMean,J_sample_variance,EpisodesSoFar,Weights,Bound,StdIW,MinIW,ReturnMeanIW
211.19908,-12.072876,40.33,443.11552476882935,707.7814,105892754000000.0,113264,5.757103,100,21.626732,-120.11527554697048,27,6.5661488,3.2043456e-06,81902750.0,2700,[-0.294 -1.265 -0.842 -0.28  -0.368],983.9015,56.9829,8.368248e-12,983.9015
244.71098,-9.977821,36.18,459.42846846580505,75.62032,327.78964,116882,1.3326316,100,15.80352,-121.4728971268317,28,6.22415,-7.095337e-06,1101825.5,2800,[-0.155 -1.212 -0.806 -0.164 -0.362],327.45862,4.727605,0.002235618,327.45862
247.81673,-10.999283,35.26,472.4584324359894,713.2955,34074.766,120408,7.1716714,100,16.7211,-119.02148434539772,29,5.4586287,2.5177003e-06,159991250.0,2900,[-0.187 -1.195 -0.844 -0.22  -0.317],1417.9792,68.37168,6.8056063e-09,1417.9792
229.76357,-12.100533,37.4,489.14903020858765,7.4534607,2.1053162,124148,1.1018183,100,17.920746,-118.80769611826777,30,5.9460907,-8.010864e-06,32695.088,3000,[-0.202 -1.276 -0.85  -0.327 -0.369],247.73358,0.9489359,0.034321804,247.73358
231.01013,-12.10672,37.28,502.4300026893616,73.00067,44.77586,127876,1.1905106,100,17.450539,-118.97383660353424,31,6.5403495,6.866455e-06,461362.06,3100,[-0.216 -1.277 -0.866 -0.298 -0.385],270.93445,3.4388518,0.00030010514,270.93445
244.19388,-10.519722,35.8,516.8270609378815,47.793285,85.47624,131456,1.5578732,100,14.886932,-119.54609865214499,32,5.0974565,-1.8310546e-06,642387.25,3200,[-0.203 -1.306 -0.909 -0.247 -0.43 ],378.58008,3.727187,0.0006439083,378.58008
229.52954,-10.1612015,38.1,532.2814645767212,50.74238,16.073494,135266,1.3456484,100,15.2155,-121.58462162254946,33,6.185476,-9.918213e-07,345684.78,3300,[-0.196 -1.288 -0.829 -0.247 -0.404],306.69543,2.7484722,0.0036790082,306.69543
217.60797,-10.572517,40.44,547.6647307872772,1325.6405,217972290.0,139310,12.599808,100,14.759842,-124.39786154163015,34,5.8214545,-8.31604e-06,323552830.0,3400,[-0.169 -1.335 -0.796 -0.241 -0.368],1919.4673,126.16533,2.6534083e-12,1919.4673
207.21619,-9.255241,43.09,565.9106838703156,968.97687,13346.445,143619,10.102307,100,14.722755,-128.6119724316551,35,5.5320582,1.0681152e-06,157333760.0,3500,[-0.162 -1.476 -0.783 -0.157 -0.481],1510.3644,92.00456,1.2854194e-06,1510.3644
198.29454,-10.864334,44.16,584.2030346393585,25.450947,14.025268,148035,1.265194,100,14.380394,-126.92115788799777,36,6.0845513,-8.087158e-06,148964.4,3600,[-0.367 -1.351 -0.839 -0.127 -0.545],246.0836,2.342007,7.4616415e-05,246.0836
207.58684,-9.768509,42.82,601.079993724823,14815.594,156067380000.0,152317,116.46508,100,14.755104,-127.77789365499822,37,5.769046,-9.460449e-06,33991770000.0,3700,[-0.307 -1.384 -0.837 -0.098 -0.582],18541.285,1191.3756,1.7986046e-06,18541.285
193.87367,-10.677582,44.66,620.8831152915955,169.23923,1149.202,156783,2.064231,100,17.38678,-125.86543309124285,38,6.307238,-1.0681152e-06,2774054.2,3800,[-0.481 -1.284 -0.855 -0.151 -0.516],368.53546,10.833714,0.002522543,368.53546
195.26947,-11.879654,43.85,638.2996554374695,44626.848,1.0941507e+22,161168,5.157655,100,15.746262,-123.68317683798159,39,6.953782,4.7302246e-06,2016847200.0,3900,[-0.472 -1.136 -0.825 -0.147 -0.414],4513.5312,320.01932,2.7620366e-15,4513.5312
189.12283,-14.292465,43.88,656.2853035926819,106.46367,95.11956,165556,1.9684497,100,20.843353,-119.72258573650605,40,7.574596,-2.5558472e-06,1215879.9,4000,[-0.468 -1.019 -0.741 -0.306 -0.377],308.58032,9.478162,6.112947e-05,308.58032
181.0528,-16.728745,44.68,673.077100276947,26.163858,9.299435,170024,1.243522,100,20.310616,-117.18580499755949,41,8.392266,-1.0299683e-06,111930.86,4100,[-0.428 -1.062 -0.725 -0.376 -0.427],211.84773,2.7404354,0.00857809,211.84773
178.60452,-14.511482,45.41,689.1440706253052,958.8481,10724769.0,174565,11.100795,100,18.928837,-118.02304920730529,42,7.524064,-1.5258789e-06,133133480.0,4200,[-0.49  -1.055 -0.713 -0.383 -0.457],1481.8147,92.1834,1.5044817e-07,1481.8147
178.14621,-15.370674,44.26,706.2934000492096,2417.0342,159389.94,178991,4.7072754,100,29.67635,-113.92269110920712,43,9.832821,-2.2888185e-06,106351660.0,4300,[-0.604 -1.003 -0.768 -0.429 -0.455],1173.7416,44.588696,2.2980374e-05,1173.7416
182.14148,-16.406319,42.96,722.7198331356049,698.915,310432100.0,183287,7.106686,100,44.243557,-112.25695214873882,44,10.95699,-3.0517577e-07,61104916.0,4400,[-0.662 -0.976 -0.721 -0.479 -0.45 ],919.35223,67.00831,3.052223e-10,919.35223
193.72969,-16.98935,39.79,739.1785011291504,2747.5088,9675708.0,187266,1.476,100,37.34212,-108.41681710368805,45,13.833615,-3.013611e-06,14085545.0,4500,[-0.641 -0.893 -0.751 -0.507 -0.541],474.92892,19.663425,1.8045423e-08,474.92892
171.69783,-16.641426,44.46,755.4476897716522,61.873386,366.74243,191712,1.8311532,100,37.26041,-110.44359482423886,46,11.527607,4.119873e-06,703528.75,4600,[-0.643 -0.952 -0.717 -0.478 -0.594],308.93448,5.246053,4.120537e-05,308.93448
157.8559,-20.28199,47.27,772.7909474372864,58.850918,113.01666,196439,1.4871608,100,58.373737,-109.96439490363375,47,13.842846,1.8310546e-06,249454.55,4700,[-0.693 -0.908 -0.68  -0.495 -0.607],212.3776,4.4314117,0.00031483307,212.3776
174.85931,-15.429886,43.96,789.202269077301,238.52007,3256.6418,200835,3.1343927,100,26.85374,-110.80488999446384,48,10.357449,-1.7929077e-06,4000456.8,4800,[-0.657 -0.92  -0.684 -0.462 -0.554],374.74365,22.476252,1.7140006e-05,374.74365
187.04823,-14.841507,41.85,804.8451056480408,82637.82,1.0886151e+18,205020,12.970233,100,28.064068,-111.40456180154506,49,10.266665,7.6293944e-08,16481866000.0,4900,[-0.589 -0.928 -0.712 -0.492 -0.541],12887.044,771.7752,1.0713942e-10,12887.044
146.77905,-21.609253,50.93,825.9579977989197,582.3858,65439.855,210113,4.8060527,100,42.604733,-112.40677627608295,50,12.561587,-2.5558472e-06,18955246.0,5000,[-0.707 -0.922 -0.661 -0.421 -0.469],522.3939,44.23355,2.2858821e-05,522.3939
171.73964,-18.761528,45.0,842.3543832302094,31.387829,29.270205,214613,1.3494267,100,34.99007,-112.27781362031087,51,11.1210375,4.7302246e-06,117632.305,5100,[-0.751 -0.855 -0.727 -0.391 -0.447],213.19904,2.6994145,0.0011083102,213.19904
180.81999,-14.127335,43.31,857.4340167045593,192.26175,42971.5,218944,2.8516047,100,33.929195,-112.43703515033964,52,8.965901,1.4877319e-06,4670444.5,5200,[-0.675 -0.92  -0.728 -0.399 -0.404],390.5119,19.553082,1.5697226e-06,390.5119
166.57062,-23.980835,45.66,873.86838722229,64.38157,298.83102,223510,1.6575279,100,48.82905,-111.00321312960742,53,13.391525,-3.929138e-06,508468.56,5300,[-0.675 -0.949 -0.735 -0.492 -0.404],246.5638,5.7845244,0.0034200745,246.5638
167.98894,-20.207352,45.29,890.773017168045,32.90148,24.048334,228039,1.3942406,100,37.217514,-110.62748691545421,54,11.750629,2.2125244e-06,144525.11,5400,[-0.641 -1.012 -0.702 -0.525 -0.315],220.19568,2.9452868,0.0012006552,220.19568
175.14522,-18.245064,44.23,906.4226381778717,134.26169,32.852814,232462,1.6403775,100,42.32442,-111.9695019906741,55,11.985936,,822468.1,5500,[-0.589 -1.019 -0.731 -0.5   -0.378],306.11777,5.3833666,0.0022373754,306.11777
185.19357,-16.36605,43.15,922.433566570282,184.40439,2732.9,236777,2.6139302,100,24.758,-114.63857670951496,56,8.629214,-7.2860717e-06,5480719.5,5600,[-0.432 -0.957 -0.628 -0.478 -0.383],430.0623,18.10537,5.4201573e-05,430.0623
164.46352,-16.690903,47.24,940.7848579883575,17.397974,31.97371,241501,1.3535212,100,48.019363,-114.27594958727778,57,9.960578,3.013611e-06,97504.664,5700,[-0.462 -1.065 -0.614 -0.512 -0.389],202.0627,2.6168387,0.0014018974,202.0627
162.1645,-16.198372,48.65,957.0971307754517,24.962175,15.832166,246366,1.2011595,100,25.028301,-116.96920051586311,58,8.193546,-2.9754638e-06,114236.89,5800,[-0.466 -1.103 -0.651 -0.48  -0.413],179.26787,3.005889,0.017588362,179.26787
167.07053,-15.918625,47.43,972.8815667629242,949.8918,4625432000.0,251109,4.702343,100,42.12887,-116.65238595368895,59,8.681669,1.1825562e-06,25603026.0,5900,[-0.487 -1.103 -0.7   -0.487 -0.363],635.05444,42.775124,3.3570948e-09,635.05444
164.15045,-16.057442,49.12,991.226166009903,38.332264,41.111588,256021,1.2190132,100,19.40136,-120.05635278050296,60,7.5189233,-2.5177003e-06,250084.88,6000,[-0.438 -1.208 -0.673 -0.457 -0.392],191.59265,4.0127354,0.0011283169,191.59265
174.65318,-17.48288,46.39,1006.1661648750305,5.0764565,2.0199609,260660,1.1098965,100,19.479912,-118.61805690326803,61,7.866505,-2.2125244e-06,13185.984,6100,[-0.419 -1.163 -0.701 -0.433 -0.381],188.11615,0.8205208,0.09093124,188.11615
171.70357,-14.738312,46.78,1020.0081851482391,15415.582,24434407000.0,265338,143.93286,100,16.764042,-117.81748164526479,62,7.4406605,-1.8310546e-06,26933000000.0,6200,[-0.416 -1.185 -0.696 -0.46  -0.364],16493.951,1479.9587,2.7595728e-22,16493.951
216.036,-13.183556,38.26,1036.9626903533936,108.26488,290.2758,269164,1.9325212,100,22.635578,-114.81558041540582,63,6.5799446,3.7002565e-06,1447812.0,6300,[-0.268 -1.223 -0.765 -0.522 -0.593],386.85733,7.391541,2.201344e-06,386.85733
205.07658,-13.989365,40.19,1051.6551189422607,47.721508,27.662514,273183,1.5098734,100,20.632195,-115.98717303096988,64,7.3869257,1.1444092e-06,273128.94,6400,[-0.257 -1.247 -0.774 -0.472 -0.63 ],292.07166,3.2467332,0.016858118,292.07166
209.91379,-14.76001,39.32,1065.6824967861176,157.8356,291.77768,277115,2.2796843,100,16.681335,-115.48220420155893,65,6.58104,2.7465821e-06,5638216.5,6500,[-0.334 -1.196 -0.79  -0.466 -0.57 ],426.72604,13.807628,0.00016740203,426.72604
224.64153,-14.9698105,36.83,1079.8506391048431,25400.055,126517950000000.0,280798,54.6202,100,20.234238,-113.83844377702103,66,7.37189,3.0517579e-06,18181740000.0,6600,[-0.387 -1.147 -0.849 -0.44  -0.596],13515.863,579.6428,1.6925226e-08,13515.863
225.33385,-13.848839,36.27,1096.8665618896484,90.38513,170.06558,284425,1.9306344,100,13.852005,-111.95171791960291,67,6.419947,9.918213e-07,1887612.0,6700,[-0.43  -1.303 -1.047 -0.514 -0.551],378.84332,8.938464,1.7580454e-05,378.84332
266.3399,-13.029839,31.7,1110.8848972320557,7.8615146,2.452922,287595,1.1501274,100,21.428577,-112.00349932962997,68,6.5513577,4.9209593e-06,49836.46,6800,[-0.445 -1.314 -1.082 -0.456 -0.614],298.92245,1.0519621,0.053451985,298.92245
250.54329,-12.010506,33.31,1123.9674689769745,402.46405,10195.727,290926,4.4664545,100,24.555576,-112.005465197095,69,6.989999,6.1416627e-06,53023760.0,6900,[-0.416 -1.318 -1.095 -0.467 -0.634],922.6353,38.49685,8.941226e-06,922.6353
259.79123,-11.9615555,32.01,1138.9026725292206,430.456,2513244.2,294127,4.751212,100,23.8933,-110.63513781255985,70,7.8219366,4.0817263e-06,52070060.0,7000,[-0.442 -1.247 -1.1   -0.504 -0.658],943.18536,41.254025,1.0605243e-06,943.18536
283.45932,-11.297661,29.78,1153.7820854187012,3.962632,1.2490321,297105,1.057421,100,19.307823,-110.45377299914038,71,7.5627985,5.4931643e-06,10754.126,7100,[-0.303 -1.28  -1.118 -0.546 -0.697],296.54468,0.45427984,0.19784465,296.54468
292.98486,-10.543404,28.87,1164.9870715141296,1035.7664,433346870000000.0,299992,5.77377,100,23.137798,-109.98259056388616,72,7.8941073,3.3187866e-06,236911920.0,7200,[-0.331 -1.273 -1.116 -0.543 -0.715],1578.6919,57.28659,1.7800607e-10,1578.6919
265.6461,-12.860077,31.68,1181.1259951591492,152.69302,362.57474,303160,2.400986,100,17.29979,-111.62620846899439,73,6.054082,-2.7465821e-06,7329552.0,7300,[-0.226 -1.337 -1.025 -0.527 -0.662],551.66327,13.813825,1.9231222e-05,551.66327
254.42097,-11.731239,32.82,1194.0007500648499,649.954,610943100000000.0,306442,8.096148,100,18.732048,-111.68167971648704,74,6.8545866,-3.1280517e-06,158118530.0,7400,[-0.28  -1.276 -1.011 -0.56  -0.729],1680.7837,63.788437,5.4077077e-13,1680.7837
282.09814,-10.843117,30.08,1209.7012920379639,5254.4854,436201.47,309450,15.547772,100,19.27819,-111.28767171466794,75,6.275921,1.9073486e-06,982365100.0,7500,[-0.146 -1.271 -1.02  -0.505 -0.725],3420.8337,151.09467,4.3844025e-07,3420.8337
300.7309,-12.778229,28.15,1224.9456379413605,95.926926,274.25055,312265,1.8028384,100,21.808804,-109.38815870900179,76,7.306277,4.196167e-06,5935852.5,7600,[-0.14  -1.23  -1.013 -0.578 -0.707],511.89307,9.818716,0.00018613206,511.89307
264.56018,-12.3474655,31.47,1238.750150680542,32.15351,88.826965,315412,1.9367661,100,24.369553,-110.29442121584181,77,7.3414383,2.0217894e-06,1096616.9,7700,[-0.175 -1.269 -0.994 -0.57  -0.762],454.70346,5.3003416,0.0009394045,454.70346
277.15268,-13.497696,30.22,1252.3939850330353,125.11397,255.45529,318434,1.658305,100,22.750118,-109.95629967523497,78,7.2931376,-1.2207031e-06,5522447.0,7800,[-0.09  -1.194 -0.932 -0.573 -0.776],431.16248,10.267526,0.00012379065,431.16248
277.9055,-11.832558,30.12,1265.795630455017,367.52112,758274.0,321446,4.31339,100,31.197369,-109.81210293588254,79,8.210715,-3.3187866e-06,59851180.0,7900,[-0.121 -1.167 -0.878 -0.587 -0.787],996.07623,35.530983,1.4032334e-08,996.07623
249.06291,-13.915184,32.71,1281.0887746810913,261.49554,49347.816,324717,3.9029963,100,24.970982,-108.99085153126056,80,9.980958,-1.9073486e-06,19268380.0,8000,[-0.21  -1.122 -0.88  -0.622 -0.827],737.55676,27.17314,4.5019583e-08,737.55676
227.45795,-17.666702,34.98,1297.3353459835052,48.799454,86.428535,328215,1.302336,100,35.484406,-108.23549677298115,81,11.70751,-4.5013426e-06,579716.9,8100,[-0.129 -1.102 -0.888 -0.65  -0.848],270.84595,4.8773885,0.00047228296,270.84595
299.7322,-10.264313,28.27,1310.0956025123596,2475.6792,1.3152726e+22,331042,25.055635,100,21.12378,-109.63257874420933,82,7.785361,3.8146973e-06,3273188900.0,8200,[-0.157 -1.114 -0.882 -0.619 -0.834],6097.585,241.21594,1.2388598e-15,6097.585
229.82185,-17.732521,34.15,1327.7289679050446,151.92819,466.82266,334457,1.9671415,100,41.57294,-106.31712327275409,83,14.606001,-4.4631956e-06,3649602.5,8300,[-0.15  -1.014 -0.752 -0.696 -0.83 ],422.5586,10.056294,9.498715e-06,422.5586
215.55598,-18.771484,36.34,1342.7489032745361,69.42611,79.86268,338091,1.6018693,100,43.690563,-107.66914746085166,84,14.240146,4.196167e-06,883171.9,8400,[-0.131 -1.014 -0.7   -0.734 -0.875],340.96234,4.83678,0.00093924993,340.96234
241.69283,-14.816078,32.91,1357.513640165329,172.17279,2439593.2,341382,1.3639848,100,67.01052,-106.73787129503472,85,13.784132,1.2588501e-06,1661369.8,8500,[-0.176 -0.964 -0.721 -0.688 -0.865],354.47604,5.479716,1.5998883e-05,354.47604
219.55382,-17.607658,35.37,1372.2898898124695,55.399853,147655.44,344919,1.7620616,100,38.944008,-106.03388361110444,86,15.488426,5.7983398e-06,1154838.9,8600,[-0.225 -0.986 -0.746 -0.748 -0.896],333.23932,6.577829,1.6174403e-05,333.23932
228.15897,-16.43576,34.33,1386.4606125354767,10.848993,2.229144,348352,1.1062992,100,44.685913,-106.0739515415958,87,13.728118,1.6021728e-06,43958.184,8700,[-0.256 -0.964 -0.754 -0.784 -0.925],247.08716,1.0708257,0.069316745,247.08716
237.71777,-14.7738495,33.26,1399.4518234729767,112.35526,4735.978,351678,1.9098947,100,45.337658,-106.41093098177087,88,14.45139,4.196167e-06,4862225.0,8800,[-0.273 -0.928 -0.727 -0.763 -0.935],433.22815,11.305667,8.271057e-06,433.22815
210.15259,-17.289154,36.78,1414.2031047344208,98.421906,2716.1775,355356,1.4650264,100,30.264233,-106.40348741772915,89,12.609863,-3.2043456e-06,1257583.2,8900,[-0.308 -0.973 -0.72  -0.758 -0.936],306.31992,5.8305445,9.057512e-05,306.31992
204.33142,-19.089485,37.24,1429.196721792221,47.20027,12.560694,359080,1.2553122,100,51.363186,-105.32509793576429,90,15.97521,-2.9373168e-06,179841.25,9000,[-0.305 -1.025 -0.706 -0.772 -0.92 ],258.9379,2.3663635,0.023457805,258.9379
211.96658,-19.070183,36.44,1444.6052312850952,6.2686872,1.7485619,362724,1.1683272,100,39.700317,-106.20222342429885,91,14.982901,8.8119505e-06,22027.01,9100,[-0.344 -0.974 -0.679 -0.733 -0.899],243.31473,0.7986074,0.09467087,243.31473
193.34984,-18.31845,38.95,1458.550110578537,21.531036,53.010548,366619,1.4622228,100,62.537865,-105.50552182295793,92,17.163277,7.6293946e-07,260979.66,9200,[-0.351 -0.937 -0.672 -0.712 -0.914],257.57712,3.299401,0.0006654476,257.57712
207.63806,-19.745216,36.95,1473.7693111896515,4167.313,51369732.0,370314,1.718894,100,47.639572,-105.97030053967663,93,15.623648,6.8664554e-07,258433600.0,9300,[-0.329 -0.921 -0.681 -0.678 -0.945],1679.2124,58.503883,2.9887524e-08,1679.2124
167.52563,-21.695137,42.96,1491.3104872703552,234.70865,8654.226,374610,2.708849,100,36.251503,-103.54244919873565,94,17.847586,1.6403199e-06,6544690.0,9400,[-0.333 -0.984 -0.648 -0.699 -0.987],359.46933,22.235176,2.7342332e-07,359.46933
182.60555,-20.444122,40.98,1507.414291858673,47.630707,511.60464,378708,1.2725707,100,31.938702,-105.96867766309221,95,13.890052,6.4849854e-07,358134.9,9500,[-0.328 -0.995 -0.598 -0.714 -1.014],219.82164,4.513398,0.0001786079,219.82164
169.2426,-19.736176,43.31,1521.7949028015137,2277.7126,43251.977,383039,3.7653146,100,35.663586,-105.28821403342286,96,14.588732,-2.708435e-06,115202440.0,9600,[-0.322 -0.991 -0.608 -0.743 -1.011],1212.7074,40.91006,8.478026e-08,1212.7074
161.76813,-21.103676,44.82,1538.917674779892,117.22647,486.83194,387521,1.6321949,100,43.226902,-105.072586065345,97,14.836468,6.904602e-06,1320968.4,9700,[-0.341 -1.115 -0.659 -0.796 -1.021],286.93365,6.445605,1.2155891e-05,286.93365
182.5431,-20.625343,41.14,1554.4429104328156,33.284107,16.301353,391635,1.2074744,100,30.85965,-106.51078976245935,98,13.947443,-6.5231325e-06,199204.39,9800,[-0.346 -1.155 -0.718 -0.798 -1.041],212.88214,3.5572317,0.0034460193,212.88214
185.87155,-20.756111,40.48,1567.8309931755066,30.518799,30.137802,395683,1.4479834,100,34.410583,-106.20491168619381,99,14.377291,3.0517579e-06,195337.03,9900,[-0.322 -1.153 -0.695 -0.779 -1.039],251.38588,3.1892831,0.00074110203,251.38588
155.97276,-24.72174,45.25,1583.2764432430267,16.710085,8.65676,400208,1.1944891,100,47.087276,-102.81108374007016,100,17.519377,3.0517577e-07,43980.035,10000,[-0.376 -1.199 -0.735 -0.781 -1.027],177.62476,2.086431,0.0049507646,177.62476
169.63806,-21.167068,43.3,1596.580440044403,58.700977,29.19125,404538,1.2212582,100,49.81664,-105.72717262033322,101,16.286299,-1.5258789e-07,154115.36,10100,[-0.389 -1.2   -0.721 -0.772 -1.033],209.56384,3.019739,0.0029399523,209.56384
167.21432,-20.265724,43.83,1610.2464146614075,49.91633,110.71523,408921,1.4677162,100,46.573868,-105.9853835699832,102,16.82314,-3.7002565e-06,402195.28,10200,[-0.391 -1.189 -0.716 -0.793 -1.036],244.7236,4.0240674,2.7557913e-05,244.7236
