InitialReturnMin,ReturnMeanIW,MeanIW,EpisodesSoFar,InitialReturnMax,EpRewMean,EpThisIter,Bound,EmpiricalD2,EpLenMean,InitialReturnMean,J_sample_variance,Weights,TimeElapsed,InitialReturnStd,MaxIW,MinIW,InitialBound,Iteration,TimestepsSoFar,StdIW
-16.585648,233.05095,1.0053833,29600,38.903225,-106.93167263436563,100,-511128700000000.0,1.0006652,34.1,-1.6021728e-06,213.14238,[-0.836 -0.481 -0.469 -0.799  0.026],2439.87886762619,12.293748,1.1056399,0.9196888,-511128700000000.0,296,1077901,0.029790143
-16.03656,226.96234,1.0053167,29700,40.672363,-108.1810048392553,100,-384138960000000.0,1.0023743,35.11,-2.0599366e-06,204.7669,[-0.836 -0.48  -0.468 -0.801  0.026],2448.3019597530365,12.177123,1.146358,0.8533422,-384138960000000.0,297,1081412,0.04822834
-15.94899,230.02875,1.005505,29800,33.98877,-107.55500674223146,100,-505951340000000.0,1.0014321,34.61,-9.117127e-06,222.01329,[-0.836 -0.48  -0.47  -0.798  0.026],2455.973573923111,11.123849,1.1172453,0.90459704,-505951340000000.0,298,1084873,0.04038212
-13.826935,235.58005,1.0052125,29900,40.601963,-107.74537825646425,100,-404276180000000.0,1.0013256,33.99,3.6239624e-06,237.78146,[-0.837 -0.48  -0.469 -0.798  0.027],2463.3788454532623,11.627513,1.154576,0.90169287,-404276180000000.0,299,1088272,0.03895233
-15.91243,225.76622,1.0052118,30000,52.951294,-108.80405822747534,100,-466353820000000.0,1.0006126,35.44,-1.6784668e-06,170.86812,[-0.836 -0.481 -0.469 -0.796  0.027],2470.7745490074158,11.740017,1.1262087,0.9306811,-466353820000000.0,300,1091816,0.025487283
-14.978485,231.30269,1.005627,30100,36.034573,-106.25252737487497,100,-400167340000000.0,1.0053914,34.12,-4.310608e-06,299.36682,[-0.836 -0.481 -0.469 -0.797  0.028],2478.12752866745,12.280566,1.2024733,0.78842926,-400167340000000.0,301,1095228,0.07002576
-14.459991,231.29245,1.0054216,30200,47.51,-107.04349789939424,100,-388085860000000.0,1.0019867,34.31,-2.3651123e-06,255.7892,[-0.835 -0.479 -0.47  -0.798  0.028],2485.346787214279,12.594674,1.2502711,0.89624715,-388085860000000.0,302,1098659,0.04893572
-14.74942,239.30144,1.0050149,30300,53.590652,-107.41004922897768,100,-319476440000000.0,1.0017892,33.45,3.0517579e-06,170.80766,[-0.837 -0.478 -0.471 -0.799  0.031],2492.652538061142,12.541818,1.1451328,0.84815025,-319476440000000.0,303,1102004,0.042534053
-18.484222,207.96953,1.005471,30400,37.261646,-107.53517118431574,100,-392072600000000.0,1.0017612,37.51,-4.5776366e-07,257.5418,[-0.837 -0.477 -0.473 -0.798  0.03 ],2500.346295118332,13.259258,1.1264337,0.8934102,-392072600000000.0,304,1105755,0.043587692
-17.69931,196.20418,1.0054256,30500,38.14425,-107.89756542059747,100,-376363200000000.0,1.0006452,39.41,-3.6621093e-06,170.64534,[-0.836 -0.479 -0.472 -0.797  0.029],2509.875501871109,12.502204,1.0783491,0.924842,-376363200000000.0,305,1109696,0.024364026
-16.669167,215.99709,1.0045556,30600,59.15302,-107.16323852961187,100,-396099630000000.0,1.001772,36.25,-5.4931643e-06,256.54977,[-0.836 -0.478 -0.472 -0.798  0.029],2518.777713060379,14.22385,1.1243508,0.9077016,-396099630000000.0,306,1113321,0.036835868
-16.896889,214.7695,1.0053385,30700,57.077927,-107.17983722059984,100,-380231540000000.0,1.0028497,36.42,4.196167e-06,302.23624,[-0.836 -0.479 -0.471 -0.797  0.03 ],2527.458927631378,13.463329,1.2116803,0.8842359,-380231540000000.0,307,1116963,0.050389808
-16.006126,221.78816,1.0055361,30800,41.52515,-108.78237224118942,100,-490727960000000.0,1.0008326,35.96,-1.1444092e-06,147.24576,[-0.834 -0.478 -0.471 -0.794  0.032],2535.4685497283936,11.642021,1.0660019,0.92686045,-490727960000000.0,308,1120559,0.027266249
-15.6238785,232.32858,1.0048082,30900,40.36048,-107.66572476840156,100,-485754660000000.0,1.0004075,34.36,-1.411438e-06,177.84785,[-0.834 -0.477 -0.472 -0.795  0.032],2542.1426174640656,12.02693,1.0861846,0.9505844,-485754660000000.0,309,1123995,0.019772753
-14.291466,257.73807,1.0042971,31000,32.261456,-107.58365089387928,100,-452306460000000.0,1.0005506,31.57,1.2588501e-06,184.93709,[-0.834 -0.477 -0.473 -0.794  0.032],2549.535176515579,11.039829,1.0806848,0.9520372,-452306460000000.0,310,1127152,0.023927439
-14.208923,235.04788,1.004543,31100,25.814667,-108.4589018225449,100,-485754660000000.0,1.0010146,34.23,-4.53949e-06,144.25832,[-0.834 -0.477 -0.472 -0.795  0.032],2556.9716029167175,10.844253,1.1173706,0.9149338,-485754660000000.0,311,1130575,0.030828623
-16.723763,211.4135,1.0054486,31200,50.262695,-108.10898868569348,100,-471131140000000.0,1.0020322,37.16,-4.6920777e-06,288.07028,[-0.834 -0.477 -0.472 -0.796  0.033],2564.59978055954,13.155322,1.1939223,0.8849883,-471131140000000.0,312,1134291,0.04410854
-17.797775,231.06378,1.0030619,31300,43.260143,-105.01110122783791,100,-429815300000000.0,1.0043705,33.81,-7.2479247e-07,372.77982,[-0.835 -0.475 -0.47  -0.798  0.033],2572.9838778972626,14.828168,1.1944145,0.85566026,-429815300000000.0,313,1137672,0.058348
-15.678085,237.26576,1.0049949,31400,41.982834,-108.02683801623691,100,-505951340000000.0,1.0009731,33.86,-3.8146972e-08,200.60652,[-0.836 -0.479 -0.47  -0.798  0.032],2580.2052776813507,11.95963,1.1198876,0.9296883,-505951340000000.0,314,1141058,0.032160055
-16.214127,215.21007,1.0059556,31500,47.579433,-107.50152539271723,100,-425451140000000.0,1.0010773,36.49,2.670288e-07,163.96265,[-0.836 -0.479 -0.469 -0.797  0.032],2588.5905570983887,12.031813,1.1121004,0.93356633,-425451140000000.0,315,1144707,0.028560732
-15.401283,213.66078,1.0045625,31600,37.413425,-108.50788812996203,100,-400167340000000.0,1.0013275,36.95,1.5258789e-06,177.80884,[-0.836 -0.479 -0.47  -0.797  0.032],2597.2928338050842,11.733318,1.1179775,0.8776283,-400167340000000.0,316,1148402,0.031688057
-15.852882,232.4927,1.0055635,31700,41.29482,-107.6600650367366,100,-416853250000000.0,1.0016146,34.33,3.8146973e-06,218.17694,[-0.835 -0.479 -0.47  -0.795  0.032],2604.4069159030914,12.001334,1.1403067,0.89624006,-416853250000000.0,317,1151835,0.038584128
-15.244209,212.8568,1.0058321,31800,39.578064,-108.08108376127504,100,-388085860000000.0,1.0026835,36.96,-3.5095215e-06,228.46442,[-0.836 -0.481 -0.472 -0.794  0.033],2612.576648950577,12.408916,1.1760613,0.90350443,-388085860000000.0,318,1155531,0.051127438
-14.992126,216.8142,1.0055438,31900,35.033134,-108.46762362379782,100,-364988670000000.0,1.0014001,36.52,2.5558472e-06,156.24635,[-0.835 -0.48  -0.473 -0.794  0.034],2620.9278025627136,11.357744,1.1187515,0.89914453,-364988670000000.0,319,1159183,0.035090078
-14.9923935,234.30911,1.005434,32000,37.336746,-107.46562055032196,100,-434223540000000.0,1.0012399,34.07,-5.9509275e-06,182.14566,[-0.835 -0.479 -0.474 -0.794  0.034],2628.5649695396423,11.812943,1.1264732,0.89881283,-434223540000000.0,320,1162590,0.03436096
-14.296219,236.7639,1.0048022,32100,37.832806,-107.98059637271334,100,-396099630000000.0,1.0009007,33.89,4.3869018e-06,172.16432,[-0.833 -0.477 -0.472 -0.792  0.033],2635.887822151184,11.798002,1.1148311,0.93739665,-396099630000000.0,321,1165979,0.029845031
-17.281982,216.99799,1.0051554,32200,33.13929,-107.39478608344585,100,-443174150000000.0,1.0014455,36.2,4.196167e-06,252.02599,[-0.833 -0.477 -0.472 -0.791  0.033],2644.3348336219788,12.463567,1.1041195,0.85171586,-443174150000000.0,322,1169599,0.03649243
-17.801178,220.33795,1.0059055,32300,46.735096,-106.53202050284108,100,-372533520000000.0,1.0013132,35.54,-4.7302246e-06,220.45769,[-0.834 -0.477 -0.47  -0.792  0.032],2652.133194208145,13.60303,1.1004467,0.90934527,-372533520000000.0,323,1173153,0.035456847
-14.701004,240.84163,1.0054256,32400,39.368683,-108.25818940859472,100,-438676400000000.0,1.0004989,33.51,8.392334e-07,169.42438,[-0.834 -0.477 -0.471 -0.793  0.032],2659.455156326294,11.41233,1.0566001,0.94524705,-438676400000000.0,324,1176504,0.022997266
-16.7015,203.93956,1.0044472,32500,50.249878,-107.18770419741033,100,-376363200000000.0,1.0078224,37.98,-8.392334e-07,293.27673,[-0.834 -0.477 -0.471 -0.793  0.032],2667.4442975521088,13.963353,1.2399269,0.7665101,-376363200000000.0,325,1180302,0.09082052
-15.107979,221.81607,1.0059884,32600,25.771679,-107.50350633211566,100,-511128700000000.0,1.0011547,35.64,-3.3950805e-06,187.0175,[-0.834 -0.479 -0.471 -0.798  0.031],2674.3780376911163,11.928556,1.0986536,0.8806582,-511128700000000.0,326,1183866,0.034873396
-18.500023,203.03629,1.0060345,32700,32.578175,-107.95226294705598,100,-466353820000000.0,1.0048338,38.34,1.6021728e-06,279.08456,[-0.835 -0.48  -0.473 -0.797  0.033],2683.339374065399,12.000767,1.1980361,0.87403333,-466353820000000.0,327,1187700,0.057341557
-17.297318,206.3616,1.0053859,32800,38.5817,-106.90684641611452,100,-466353820000000.0,1.0011299,37.57,-4.196167e-06,224.21106,[-0.836 -0.482 -0.472 -0.797  0.033],2691.707218170166,13.642845,1.124302,0.92812014,-466353820000000.0,328,1191457,0.027206257
-14.217308,225.34898,1.0062337,32900,38.450554,-108.70391823615066,100,-380231540000000.0,1.0024508,35.45,-3.4332274e-06,209.24338,[-0.836 -0.482 -0.472 -0.795  0.033],2699.880657196045,11.321715,1.1335518,0.8930404,-380231540000000.0,329,1195002,0.043695737
-16.023178,219.855,1.0045406,33000,45.28752,-106.83552080007954,100,-336281200000000.0,1.0017877,35.66,1.1825562e-06,264.8694,[-0.837 -0.483 -0.47  -0.794  0.034],2708.307162284851,13.0452385,1.1512583,0.90275717,-336281200000000.0,330,1198568,0.04225635
-16.905533,207.50471,1.0056065,33100,37.91443,-107.89434917807063,100,-412618680000000.0,1.0027691,37.65,-1.7166137e-06,213.66997,[-0.837 -0.482 -0.468 -0.793  0.034],2715.9639201164246,12.375807,1.1159343,0.8557517,-412618680000000.0,331,1202333,0.04529289
-17.251068,217.7176,1.0052687,33200,38.149445,-107.36681276767744,100,-425451140000000.0,1.0011089,36.12,-2.670288e-06,165.63585,[-0.837 -0.482 -0.468 -0.791  0.033],2724.6878616809845,12.294647,1.0984689,0.9212632,-425451140000000.0,332,1205945,0.031076968
-16.003304,205.96053,1.0054417,33300,33.01311,-108.62140968808646,100,-380231540000000.0,1.0009786,38.11,3.3569336e-06,175.24669,[-0.837 -0.482 -0.468 -0.792  0.033],2732.3788166046143,11.46915,1.116903,0.9100211,-380231540000000.0,333,1209756,0.032961123
-15.931015,223.13957,1.0048068,33400,36.775703,-108.32344439221562,100,-452306460000000.0,1.000881,35.64,-7.3623655e-06,202.07402,[-0.837 -0.481 -0.468 -0.79   0.033],2739.753923892975,12.361462,1.1264558,0.9087701,-452306460000000.0,334,1213320,0.024461644
-14.031235,251.14664,1.0042044,33500,52.00021,-107.0680918002446,100,-471131140000000.0,1.0086818,32.11,4.577637e-06,524.93744,[-0.837 -0.481 -0.467 -0.792  0.033],2747.422815799713,11.692493,1.3600768,0.8035682,-471131140000000.0,335,1216531,0.091212526
-13.983551,233.2073,1.0044398,33600,40.720444,-106.68444397575111,100,-511128700000000.0,1.0005519,34.02,1.2588501e-06,207.6496,[-0.838 -0.483 -0.465 -0.791  0.034],2754.53174495697,12.69938,1.0724043,0.9399215,-511128700000000.0,336,1219933,0.01978742
-13.844269,238.94876,1.0052202,33700,47.27081,-108.77669674198596,100,-490727960000000.0,1.0019908,33.85,1.2207031e-06,232.09357,[-0.838 -0.484 -0.466 -0.79   0.034],2762.384063243866,10.868758,1.185387,0.89141095,-490727960000000.0,337,1223318,0.04152525
-15.949776,232.82077,1.0062317,33800,31.003468,-108.11131440055532,100,-480831120000000.0,1.0039165,34.42,1.5640259e-06,224.6145,[-0.838 -0.483 -0.466 -0.792  0.035],2770.3884179592133,11.254643,1.2363669,0.8328162,-480831120000000.0,338,1226760,0.06422424
-15.503769,233.55748,1.0050223,33900,41.303707,-106.56404431220513,100,-505951340000000.0,1.0036238,33.95,-1.9073486e-06,241.76447,[-0.837 -0.481 -0.467 -0.792  0.035],2778.1478803157806,12.232563,1.175122,0.8770525,-505951340000000.0,339,1230155,0.053498052
-15.677849,221.07704,1.0050725,34000,39.94906,-107.98457696907371,100,-416853250000000.0,1.0012593,35.82,6.1798096e-06,203.07188,[-0.836 -0.48  -0.469 -0.794  0.034],2786.866477251053,12.291869,1.0906986,0.9111287,-416853250000000.0,340,1233737,0.0315826
-17.295784,214.74771,1.005283,34100,26.856571,-108.15129195797942,100,-384138960000000.0,1.0005606,36.72,-2.861023e-06,187.01918,[-0.835 -0.479 -0.468 -0.792  0.034],2795.193357229233,12.110931,1.0826495,0.9451542,-384138960000000.0,341,1237409,0.02407362
-14.605858,231.86728,1.0050466,34200,39.973423,-107.88546547090897,100,-500825800000000.0,1.0012276,34.47,-2.4795531e-06,204.9986,[-0.835 -0.479 -0.469 -0.791  0.035],2803.1269052028656,11.7540865,1.1052847,0.88834244,-500825800000000.0,342,1240856,0.035887618
-17.616386,216.66068,1.0061167,34300,61.555992,-107.83315063521873,100,-400167340000000.0,1.0007074,36.37,5.531311e-06,198.75797,[-0.834 -0.479 -0.47  -0.789  0.034],2811.050038576126,12.747125,1.1138982,0.9290673,-400167340000000.0,343,1244493,0.028796045
-15.913681,227.8584,1.0051645,34400,37.575214,-107.48417510053791,100,-396099630000000.0,1.0008254,34.84,6.1035155e-07,228.3024,[-0.834 -0.479 -0.47  -0.791  0.035],2819.0075149536133,11.875056,1.1172551,0.9342785,-396099630000000.0,344,1247977,0.029235676
-15.413483,227.6206,1.0053916,34500,32.789974,-108.66026567844217,100,-495751530000000.0,1.0016767,35.18,3.4332277e-07,192.16121,[-0.835 -0.478 -0.469 -0.792  0.034],2827.178593635559,10.845803,1.1164562,0.9083347,-495751530000000.0,345,1251495,0.038585726
-14.703934,250.35059,1.0042292,34600,35.468616,-107.16455380000885,100,-404276180000000.0,1.0027393,32.22,-3.3187866e-06,257.15277,[-0.835 -0.479 -0.469 -0.79   0.034],2833.84784078598,11.540572,1.1800363,0.88261896,-404276180000000.0,346,1254717,0.04997344
-15.477386,226.92804,1.0049635,34700,29.855896,-107.22107339870627,100,-429815300000000.0,1.001841,34.91,1.0299683e-06,248.97427,[-0.837 -0.476 -0.466 -0.79   0.03 ],2841.7463166713715,11.572967,1.1331077,0.8724068,-429815300000000.0,347,1258208,0.041108817
-18.077461,220.36833,1.0056436,34800,38.89542,-106.64411851030147,100,-429815300000000.0,1.0040462,35.58,-1.7929077e-06,240.8222,[-0.836 -0.477 -0.465 -0.789  0.03 ],2849.793160200119,13.266819,1.1904825,0.8705379,-429815300000000.0,348,1261766,0.061721507
-15.577454,210.36491,1.0041327,34900,53.891163,-107.24683428562689,100,-249590350000000.0,1.0093613,37.06,6.027222e-06,461.4261,[-0.835 -0.476 -0.467 -0.789  0.031],2858.634516954422,12.899239,1.3834063,0.7697081,-249590350000000.0,349,1265472,0.099487774
-17.887352,202.46878,1.0061216,35000,51.983543,-108.3127547429654,100,-456941940000000.0,1.0007406,38.55,9.155273e-07,184.22334,[-0.835 -0.477 -0.464 -0.788  0.03 ],2866.887359857559,12.153023,1.0708086,0.9405921,-456941940000000.0,350,1269327,0.024427142
-14.428558,246.30637,1.005681,35100,37.33424,-106.6676251384834,100,-505951340000000.0,1.0031294,32.53,-3.2043456e-06,298.79102,[-0.835 -0.478 -0.464 -0.787  0.03 ],2873.869072675705,11.911363,1.1952302,0.82175994,-505951340000000.0,351,1272580,0.05658343
-14.767639,238.2239,1.0057377,35200,30.250343,-108.14142974740686,100,-516358300000000.0,1.0007724,33.79,-1.9454956e-06,183.99014,[-0.834 -0.478 -0.465 -0.784  0.03 ],2880.411047935486,11.172802,1.0776247,0.9498993,-516358300000000.0,352,1275959,0.027323382
-19.097076,203.59927,1.0077744,35300,63.16987,-107.14441590355491,100,-404276180000000.0,1.003447,38.01,-9.155273e-07,276.9483,[-0.835 -0.479 -0.464 -0.784  0.03 ],2889.298783302307,14.358443,1.1275278,0.8651975,-404276180000000.0,353,1279760,0.049783178
-16.907463,224.78801,1.0063902,35400,42.276573,-107.69671300516873,100,-475956730000000.0,1.0015182,35.27,7.133484e-06,206.04593,[-0.834 -0.477 -0.465 -0.785  0.03 ],2897.580112695694,13.104224,1.1010618,0.9031523,-475956730000000.0,354,1283287,0.03711623
-18.639252,202.65663,1.0054101,35500,46.156174,-106.95221708149137,100,-380231540000000.0,1.0022162,38.09,7.705688e-06,332.41864,[-0.834 -0.477 -0.466 -0.786  0.03 ],2905.4025888442993,13.807858,1.218696,0.87671804,-380231540000000.0,355,1287096,0.053492565
-19.249084,202.06078,1.0066538,35600,40.26292,-106.88282018719768,100,-485754660000000.0,1.0191593,38.29,-5.8746336e-06,708.80963,[-0.835 -0.478 -0.465 -0.788  0.03 ],2913.811480283737,13.243125,1.4531252,0.73306555,-485754660000000.0,356,1290925,0.1542224
-14.465073,244.13333,1.0050226,35700,31.722866,-108.1604532215522,100,-408426460000000.0,1.0012699,33.12,-3.7384034e-06,163.95122,[-0.836 -0.473 -0.469 -0.786  0.032],2920.8099937438965,11.257797,1.1012272,0.9162232,-408426460000000.0,357,1294237,0.031897355
-16.606491,217.84796,1.0053003,35800,58.291267,-107.02993931942447,100,-346776970000000.0,1.001797,35.98,-3.1661987e-06,272.8174,[-0.836 -0.472 -0.47  -0.786  0.032],2928.4092540740967,13.990827,1.1147338,0.8540626,-346776970000000.0,358,1297835,0.042232655
-15.716316,238.46938,1.0048501,35900,31.443195,-107.86876600872425,100,-490727960000000.0,1.0023991,33.69,-4.997253e-06,174.92715,[-0.836 -0.473 -0.47  -0.784  0.032],2937.492755651474,11.120775,1.1227608,0.89738053,-490727960000000.0,359,1301204,0.049159717
-17.06939,209.71361,1.0060604,36000,26.823982,-107.58983702980063,100,-452306460000000.0,1.0017797,37.31,2.3269654e-06,231.47792,[-0.836 -0.472 -0.471 -0.784  0.033],2945.4578642845154,11.94802,1.1679388,0.8922492,-452306460000000.0,360,1304935,0.042023405
-13.26413,242.43541,1.0038867,36100,44.57386,-107.9924090616588,100,-495751530000000.0,1.0023572,33.27,4.9591063e-06,214.25133,[-0.836 -0.472 -0.47  -0.783  0.033],2952.6351459026337,11.1901,1.1479678,0.89518225,-495751530000000.0,361,1308262,0.043150768
-15.11454,230.76382,1.0060037,36200,37.830143,-108.05299639636823,100,-376363200000000.0,1.0017693,34.6,-5.41687e-06,180.53854,[-0.835 -0.473 -0.469 -0.782  0.033],2959.9922890663147,12.545982,1.1408248,0.8916059,-376363200000000.0,362,1311722,0.04037079
-17.691368,214.28552,1.005246,36300,37.19064,-107.67188045103786,100,-438676400000000.0,1.0029824,36.66,1.0986329e-05,224.8251,[-0.835 -0.472 -0.47  -0.783  0.033],2968.095070838928,12.466521,1.1936793,0.8633549,-438676400000000.0,363,1315388,0.05040661
-18.653587,205.13617,1.0061955,36400,45.88219,-107.74667961667768,100,-322770180000000.0,1.0013751,37.98,-3.7765503e-06,198.98224,[-0.836 -0.473 -0.468 -0.783  0.033],2975.818517923355,12.579321,1.1244128,0.9069729,-322770180000000.0,364,1319186,0.03888343
-15.81366,223.2736,1.0052732,36500,31.697094,-109.30613019762806,100,-456941940000000.0,1.0004708,35.9,-3.4332274e-06,141.3041,[-0.835 -0.472 -0.469 -0.783  0.033],2983.4071485996246,10.763269,1.0631846,0.93565947,-456941940000000.0,365,1322776,0.01968788
-13.320274,244.18787,1.0053335,36600,35.08239,-107.19256350423042,100,-466353820000000.0,1.0031502,32.89,1.1825562e-06,275.1512,[-0.835 -0.473 -0.469 -0.782  0.032],2990.8291997909546,11.187193,1.1616145,0.8591736,-466353820000000.0,366,1326065,0.05770388
-16.401642,231.20027,1.0049688,36700,57.6035,-107.44513772495243,100,-408426460000000.0,1.0023501,34.43,-7.095337e-06,239.45245,[-0.836 -0.474 -0.468 -0.781  0.033],2998.6433041095734,12.842056,1.1470178,0.88725454,-408426460000000.0,367,1329508,0.048297513
-15.921577,215.82938,1.0061388,36800,25.642815,-107.60614885881634,100,-495751530000000.0,1.0027996,36.46,1.411438e-06,269.12146,[-0.837 -0.474 -0.466 -0.781  0.033],3007.1391830444336,11.04146,1.285604,0.8565408,-495751530000000.0,368,1333154,0.060284175
-17.602959,217.07834,1.0066253,36900,51.775734,-107.58980137239769,100,-425451140000000.0,1.001512,36.24,,224.5173,[-0.836 -0.472 -0.463 -0.781  0.037],3014.7545461654663,13.692983,1.1296251,0.91974926,-425451140000000.0,369,1336778,0.034033276
-15.037201,218.04677,1.0056946,37000,57.59846,-107.55898463992251,100,-306627600000000.0,1.001062,36.07,-7.133484e-06,169.629,[-0.836 -0.471 -0.463 -0.783  0.038],3023.44309091568,12.418931,1.0931174,0.940208,-306627600000000.0,370,1340385,0.029227324
-16.118546,230.54297,1.00524,37100,36.480934,-107.57819083638755,100,-416853250000000.0,1.0006089,34.53,-1.0681152e-06,198.22551,[-0.836 -0.472 -0.462 -0.782  0.038],3031.053496837616,12.717491,1.0983735,0.93790185,-416853250000000.0,371,1343838,0.025300482
-17.263672,216.47363,1.0044583,37200,46.77757,-107.30563025696243,100,-425451140000000.0,1.0010967,36.24,1.9073487e-07,250.43843,[-0.837 -0.471 -0.462 -0.783  0.038],3038.791352033615,13.450778,1.1160331,0.93551254,-425451140000000.0,372,1347462,0.030728327
-18.027145,207.57928,1.0054079,37300,27.858135,-107.8479891682052,100,-408426460000000.0,1.0005791,37.65,6.904602e-06,189.1044,[-0.837 -0.472 -0.461 -0.783  0.037],3046.377421617508,11.626381,1.1037751,0.933199,-408426460000000.0,373,1351227,0.02714964
-16.658615,207.87581,1.005464,37400,45.00073,-107.77919447755129,100,-429815300000000.0,1.0013157,37.56,3.0517577e-07,267.35117,[-0.837 -0.471 -0.46  -0.784  0.037],3054.9071667194366,13.733302,1.10989,0.9237424,-429815300000000.0,374,1354983,0.03380975
-18.419228,218.25502,1.0059327,37500,46.451244,-106.45471847725835,100,-485754660000000.0,1.0025253,35.8,-2.0599366e-06,241.41252,[-0.837 -0.472 -0.46  -0.783  0.037],3062.91845035553,13.844956,1.1407644,0.823846,-485754660000000.0,375,1358563,0.04884465
-17.64003,212.19853,1.0050988,37600,38.42046,-108.39684023204674,100,-412618680000000.0,1.0018288,37.12,-9.918213e-07,201.29189,[-0.835 -0.471 -0.461 -0.782  0.037],3070.7017753124237,11.990477,1.1120148,0.9167021,-412618680000000.0,376,1362275,0.037939664
-17.618103,217.50597,1.0054133,37700,39.704983,-106.93408199811542,100,-447717360000000.0,1.0004631,36.04,-2.2888183e-07,186.50278,[-0.835 -0.472 -0.461 -0.781  0.037],3078.1714997291565,12.500927,1.0568151,0.95107496,-447717360000000.0,377,1365879,0.020950463
-17.881493,211.89502,1.0052484,37800,50.363388,-106.89419227347112,100,-332852350000000.0,1.001459,36.75,1.5640259e-06,236.84341,[-0.835 -0.473 -0.46  -0.781  0.037],3086.843302965164,13.22542,1.0978904,0.90554523,-332852350000000.0,378,1369554,0.035176817
-18.272675,212.7757,1.0064465,37900,37.50487,-107.86025114560394,100,-475956730000000.0,1.0021846,36.93,1.9073487e-07,152.94524,[-0.836 -0.474 -0.459 -0.781  0.036],3095.4513478279114,12.292389,1.1303245,0.8827165,-475956730000000.0,379,1373247,0.04706699
-16.803383,204.08002,1.0059981,38000,41.000267,-109.23100799782625,100,-312987450000000.0,1.0005672,38.5,-3.1661987e-06,154.50694,[-0.835 -0.473 -0.46  -0.781  0.036],3103.986719608307,12.107272,1.0632033,0.93761104,-312987450000000.0,380,1377097,0.022949753
-17.88665,211.7821,1.0049765,38100,65.39426,-107.346170271733,100,-392072600000000.0,1.0012296,36.9,-2.2506713e-06,290.66116,[-0.835 -0.472 -0.461 -0.781  0.036],3112.114291906357,14.592656,1.1061037,0.9223452,-392072600000000.0,381,1380787,0.032241374
-16.91343,221.07988,1.0043812,38200,31.307999,-107.21186247173455,100,-434223540000000.0,1.0024072,35.63,3.3187866e-06,311.98154,[-0.836 -0.473 -0.46  -0.782  0.036],3120.087304830551,12.110843,1.2229879,0.8122244,-434223540000000.0,382,1384350,0.05597554
-19.651306,191.85846,1.0056405,38300,51.19287,-107.31281911294008,100,-384138960000000.0,1.0017033,39.92,2.7465821e-06,256.83408,[-0.836 -0.474 -0.458 -0.784  0.036],3128.0657229423523,14.091524,1.1280203,0.8970807,-384138960000000.0,383,1388342,0.041281886
-17.41671,212.90036,1.0060505,38400,42.36251,-107.47707028516645,100,-357594000000000.0,1.0013318,36.79,3.6239624e-06,181.25046,[-0.836 -0.475 -0.457 -0.784  0.036],3135.177622318268,12.721848,1.0988216,0.91834515,-357594000000000.0,384,1392021,0.034729224
-15.786751,228.55347,1.0045943,38500,33.70141,-108.06594440304849,100,-475956730000000.0,1.0018862,34.92,-5.0354006e-06,202.8276,[-0.837 -0.475 -0.458 -0.785  0.036],3143.3892674446106,11.272223,1.1602529,0.8912271,-475956730000000.0,385,1395513,0.04483797
-13.094376,257.11264,1.0043726,38600,30.354298,-106.99201585465404,100,-485754660000000.0,1.0016651,31.48,9.155273e-07,191.44064,[-0.837 -0.476 -0.457 -0.784  0.036],3151.0813007354736,11.498025,1.1307509,0.8626069,-485754660000000.0,386,1398661,0.034504775
-13.670265,247.16518,1.0042676,38700,30.82861,-106.12976391352339,100,-475956730000000.0,1.0001732,32.31,2.5939942e-06,171.00116,[-0.838 -0.477 -0.457 -0.787  0.035],3158.4555439949036,11.8279085,1.0485061,0.9692363,-475956730000000.0,387,1401892,0.013473361
-17.406845,222.02687,1.0054574,38800,33.75065,-107.64006140121136,100,-372533520000000.0,1.002303,35.61,1.8310546e-06,244.58687,[-0.838 -0.477 -0.456 -0.787  0.035],3166.751891374588,12.362743,1.1305207,0.8413633,-372533520000000.0,388,1405453,0.05182169
-17.412567,213.76288,1.0052024,38900,43.890064,-107.35387145880611,100,-490727960000000.0,1.0012946,36.65,4.959106e-07,246.21951,[-0.838 -0.475 -0.457 -0.788  0.035],3175.235670566559,13.287044,1.0957462,0.9099914,-490727960000000.0,389,1409118,0.0331814
-17.678047,206.45566,1.0068814,39000,50.4026,-107.45212676692802,100,-384138960000000.0,1.0015823,37.68,-3.967285e-06,207.38597,[-0.838 -0.476 -0.456 -0.787  0.035],3184.0833778381348,13.409197,1.1103317,0.903623,-384138960000000.0,390,1412886,0.03976769
-15.399635,226.1507,1.0047959,39100,49.140205,-107.74664901143818,100,-475956730000000.0,1.0024047,35.12,7.476807e-06,252.3533,[-0.838 -0.474 -0.456 -0.787  0.034],3191.9770877361298,12.674169,1.1304903,0.8957665,-475956730000000.0,391,1416398,0.046040855
-17.162857,215.61845,1.0055536,39200,41.753723,-106.67682044441526,100,-388085860000000.0,1.000483,36.19,-3.852844e-06,228.88193,[-0.838 -0.474 -0.455 -0.785  0.034],3200.183253765106,13.55804,1.0892171,0.94053465,-388085860000000.0,392,1420017,0.023855843
-18.015717,204.46263,1.0058814,39300,41.390274,-107.57334701837266,100,-495751530000000.0,1.0008159,38.06,4.348755e-06,167.56715,[-0.839 -0.474 -0.454 -0.787  0.034],3209.163028240204,12.2165785,1.1369034,0.93886447,-495751530000000.0,393,1423823,0.027244998
