EpisodesSoFar,TimestepsSoFar,ReturnMeanIW,EmpiricalD2,MeanIW,InitialReturnStd,Weights,EpRewMean,Bound,InitialBound,TimeElapsed,InitialReturnMin,J_sample_variance,InitialReturnMax,EpThisIter,MaxIW,EpLenMean,StdIW,InitialReturnMean,Iteration,MinIW
1300,51615,248.14037,24.691486,1.3453325,8.5744,[-0.69  -1.341 -0.948 -0.579 -0.24 ],-113.89696594115938,248.14037,190.21162,157.38713574409485,-17.247025,214031.61,22.631065,100,53.64972,42.05,2.923139,-3.8146973e-07,13,0.011352165
1400,56038,305.3056,11296.077,2.1674967,8.428554,[-0.683 -1.261 -0.886 -0.518 -0.171],-115.25381939822051,305.3056,180.53142,169.781094789505,-16.062294,1821430.1,22.392796,100,129.82521,44.23,12.613388,-2.0599366e-06,14,7.83489e-06
1500,60029,458.93033,187.1644,2.7628872,7.5067697,[-0.506 -1.277 -0.896 -0.532 -0.2  ],-114.25052630673827,458.93033,203.9286,181.9560968875885,-14.294861,9765935.0,18.915955,100,317.24432,39.91,21.900286,1.6784668e-06,15,1.0487302e-05
1600,64479,473.25323,255319.12,3.2033231,9.114054,[-0.496 -1.326 -0.827 -0.572 -0.286],-115.87045329485355,473.25323,179.94333,195.29822182655334,-16.077354,12722437.0,25.421856,100,329.94592,44.5,27.17807,7.095337e-06,16,9.851193e-10
1700,68755,255.75323,443.99442,1.4766207,6.927598,[-0.511 -1.334 -0.883 -0.471 -0.311],-118.19854998833758,255.75323,193.03738,207.8204391002655,-14.718422,1190510.9,16.826477,100,94.872925,42.76,7.7234855,4.9591063e-06,17,0.00035593004
1800,73049,259.70715,4.868138,1.3815498,8.266788,[-0.487 -1.35  -0.92  -0.409 -0.291],-119.01726683340188,259.70715,193.3183,219.6637899875641,-13.734467,292918.66,25.807255,100,27.651005,42.94,3.1953592,-4.196167e-07,18,0.0031545702
1900,77086,1957.2864,1261.3738,13.59432,6.78724,[-0.385 -1.275 -0.849 -0.391 -0.369],-118.09926700222827,1957.2864,207.55861,232.48557949066162,-11.500191,108121560.0,16.940659,100,869.49896,40.37,78.4329,-1.1444092e-06,19,1.6414226e-06
2000,81464,454.974,35201.562,2.754452,7.390237,[-0.452 -1.234 -0.845 -0.304 -0.469],-120.78057104180355,454.974,191.3073,246.84525108337402,-14.007774,12606297.0,20.883945,100,251.69662,43.78,24.284134,-8.010864e-07,20,2.0065639e-07
2100,85930,4819.115,4457141000.0,32.907074,8.013926,[-0.391 -1.296 -0.8   -0.395 -0.553],-120.92719369169532,4819.115,186.70166,260.5766189098358,-16.795135,2269848000.0,22.614555,100,4590.8345,44.66,333.44464,-8.468628e-06,21,3.2561586e-14
2200,90699,1187.1493,359062200.0,7.1753263,7.819054,[-0.517 -1.245 -0.757 -0.438 -0.729],-119.50157734784406,1187.1493,169.80844,275.6737561225891,-14.734917,59635468.0,21.47625,100,1101.5627,47.69,51.644672,-7.6293945e-06,22,0.00022425684
2300,95401,977.4106,8350160000.0,6.9815736,8.217884,[-0.558 -1.096 -0.732 -0.408 -0.552],-118.57439260570183,977.4106,171.55754,289.57648038864136,-13.605705,82878500.0,22.823898,100,2499.8477,47.02,70.06791,-4.997253e-06,23,1.1087506e-14
2400,100116,896.8457,361166.62,6.790956,7.2155714,[-0.481 -1.08  -0.673 -0.316 -0.597],-122.5921727339522,896.8457,176.39706,304.23345041275024,-15.288948,31902422.0,19.85278,100,534.8397,47.15,47.46606,4.7302246e-06,24,2.7249232e-06
2500,104876,14018.821,inf,112.91248,7.4291935,[-0.554 -1.037 -0.719 -0.238 -0.565],-122.21860307230392,14018.821,173.7548,318.4124336242676,-15.097824,19530584000.0,18.727554,100,19389.594,47.6,1156.1456,-1.2207031e-06,25,1.1893634e-11
2600,109231,2217.553,662277.2,16.172033,7.4108596,[-0.488 -1.16  -0.845 -0.266 -0.358],-119.7331308052583,2217.553,191.0245,333.44522976875305,-15.583282,405069950.0,18.741192,100,5903.8115,43.55,158.22632,-1.0795593e-05,26,4.731178e-08
2700,113264,983.9015,105892754000000.0,5.757103,6.5661488,[-0.294 -1.265 -0.842 -0.28  -0.368],-120.11527554697048,983.9015,211.19908,347.81456422805786,-12.072876,81902750.0,21.626732,100,707.7814,40.33,56.9829,3.2043456e-06,27,8.368248e-12
2800,116882,327.45862,327.78964,1.3326316,6.22415,[-0.155 -1.212 -0.806 -0.164 -0.362],-121.4728971268317,327.45862,244.71098,360.37855553627014,-9.977821,1101825.5,15.80352,100,75.62032,36.18,4.727605,-7.095337e-06,28,0.002235618
2900,120408,1417.9792,34074.766,7.1716714,5.4586287,[-0.187 -1.195 -0.844 -0.22  -0.317],-119.02148434539772,1417.9792,247.81673,371.04607129096985,-10.999283,159991250.0,16.7211,100,713.2955,35.26,68.37168,2.5177003e-06,29,6.8056063e-09
3000,124148,247.73358,2.1053162,1.1018183,5.9460907,[-0.202 -1.276 -0.85  -0.327 -0.369],-118.80769611826777,247.73358,229.76357,384.05676436424255,-12.100533,32695.088,17.920746,100,7.4534607,37.4,0.9489359,-8.010864e-06,30,0.034321804
3100,127876,270.93445,44.77586,1.1905106,6.5403495,[-0.216 -1.277 -0.866 -0.298 -0.385],-118.97383660353424,270.93445,231.01013,394.2793471813202,-12.10672,461362.06,17.450539,100,73.00067,37.28,3.4388518,6.866455e-06,31,0.00030010514
3200,131456,378.58008,85.47624,1.5578732,5.0974565,[-0.203 -1.306 -0.909 -0.247 -0.43 ],-119.54609865214499,378.58008,244.19388,405.02417182922363,-10.519722,642387.25,14.886932,100,47.793285,35.8,3.727187,-1.8310546e-06,32,0.0006439083
3300,135266,306.69543,16.073494,1.3456484,6.185476,[-0.196 -1.288 -0.829 -0.247 -0.404],-121.58462162254946,306.69543,229.52954,416.9464740753174,-10.1612015,345684.78,15.2155,100,50.74238,38.1,2.7484722,-9.918213e-07,33,0.0036790082
3400,139310,1919.4673,217972290.0,12.599808,5.8214545,[-0.169 -1.335 -0.796 -0.241 -0.368],-124.39786154163015,1919.4673,217.60797,428.79245924949646,-10.572517,323552830.0,14.759842,100,1325.6405,40.44,126.16533,-8.31604e-06,34,2.6534083e-12
3500,143619,1510.3644,13346.445,10.102307,5.5320582,[-0.162 -1.476 -0.783 -0.157 -0.481],-128.6119724316551,1510.3644,207.21619,443.26066303253174,-9.255241,157333760.0,14.722755,100,968.97687,43.09,92.00456,1.0681152e-06,35,1.2854194e-06
3600,148035,246.0836,14.025268,1.265194,6.0845513,[-0.367 -1.351 -0.839 -0.127 -0.545],-126.92115788799777,246.0836,198.29454,457.8277566432953,-10.864334,148964.4,14.380394,100,25.450947,44.16,2.342007,-8.087158e-06,36,7.4616415e-05
3700,152317,18541.285,156067380000.0,116.46508,5.769046,[-0.307 -1.384 -0.837 -0.098 -0.582],-127.77789365499822,18541.285,207.58684,471.28622126579285,-9.768509,33991770000.0,14.755104,100,14815.594,42.82,1191.3756,-9.460449e-06,37,1.7986046e-06
3800,156783,368.53546,1149.202,2.064231,6.307238,[-0.481 -1.284 -0.855 -0.151 -0.516],-125.86543309124285,368.53546,193.87367,486.39412212371826,-10.677582,2774054.2,17.38678,100,169.23923,44.66,10.833714,-1.0681152e-06,38,0.002522543
3900,161168,4513.5312,1.0941507e+22,5.157655,6.953782,[-0.472 -1.136 -0.825 -0.147 -0.414],-123.68317683798159,4513.5312,195.26947,500.09782242774963,-11.879654,2016847200.0,15.746262,100,44626.848,43.85,320.01932,4.7302246e-06,39,2.7620366e-15
4000,165556,308.58032,95.11956,1.9684497,7.574596,[-0.468 -1.019 -0.741 -0.306 -0.377],-119.72258573650605,308.58032,189.12283,512.4951455593109,-14.292465,1215879.9,20.843353,100,106.46367,43.88,9.478162,-2.5558472e-06,40,6.112947e-05
4100,170024,211.84773,9.299435,1.243522,8.392266,[-0.428 -1.062 -0.725 -0.376 -0.427],-117.18580499755949,211.84773,181.0528,527.0469090938568,-16.728745,111930.86,20.310616,100,26.163858,44.68,2.7404354,-1.0299683e-06,41,0.00857809
4200,174565,1481.8147,10724769.0,11.100795,7.524064,[-0.49  -1.055 -0.713 -0.383 -0.457],-118.02304920730529,1481.8147,178.60452,541.3512167930603,-14.511482,133133480.0,18.928837,100,958.8481,45.41,92.1834,-1.5258789e-06,42,1.5044817e-07
4300,178991,1173.7416,159389.94,4.7072754,9.832821,[-0.604 -1.003 -0.768 -0.429 -0.455],-113.92269110920712,1173.7416,178.14621,556.3269538879395,-15.370674,106351660.0,29.67635,100,2417.0342,44.26,44.588696,-2.2888185e-06,43,2.2980374e-05
4400,183287,919.35223,310432100.0,7.106686,10.95699,[-0.662 -0.976 -0.721 -0.479 -0.45 ],-112.25695214873882,919.35223,182.14148,570.2022390365601,-16.406319,61104916.0,44.243557,100,698.915,42.96,67.00831,-3.0517577e-07,44,3.052223e-10
4500,187266,474.92892,9675708.0,1.476,13.833615,[-0.641 -0.893 -0.751 -0.507 -0.541],-108.41681710368805,474.92892,193.72969,583.2154738903046,-16.98935,14085545.0,37.34212,100,2747.5088,39.79,19.663425,-3.013611e-06,45,1.8045423e-08
4600,191712,308.93448,366.74243,1.8311532,11.527607,[-0.643 -0.952 -0.717 -0.478 -0.594],-110.44359482423886,308.93448,171.69783,596.2787945270538,-16.641426,703528.75,37.26041,100,61.873386,44.46,5.246053,4.119873e-06,46,4.120537e-05
4700,196439,212.3776,113.01666,1.4871608,13.842846,[-0.693 -0.908 -0.68  -0.495 -0.607],-109.96439490363375,212.3776,157.8559,609.5521683692932,-20.28199,249454.55,58.373737,100,58.850918,47.27,4.4314117,1.8310546e-06,47,0.00031483307
4800,200835,374.74365,3256.6418,3.1343927,10.357449,[-0.657 -0.92  -0.684 -0.462 -0.554],-110.80488999446384,374.74365,174.85931,622.0321185588837,-15.429886,4000456.8,26.85374,100,238.52007,43.96,22.476252,-1.7929077e-06,48,1.7140006e-05
4900,205020,12887.044,1.0886151e+18,12.970233,10.266665,[-0.589 -0.928 -0.712 -0.492 -0.541],-111.40456180154506,12887.044,187.04823,635.0289256572723,-14.841507,16481866000.0,28.064068,100,82637.82,41.85,771.7752,7.6293944e-08,49,1.0713942e-10
5000,210113,522.3939,65439.855,4.8060527,12.561587,[-0.707 -0.922 -0.661 -0.421 -0.469],-112.40677627608295,522.3939,146.77905,651.3794455528259,-21.609253,18955246.0,42.604733,100,582.3858,50.93,44.23355,-2.5558472e-06,50,2.2858821e-05
5100,214613,213.19904,29.270205,1.3494267,11.1210375,[-0.751 -0.855 -0.727 -0.391 -0.447],-112.27781362031087,213.19904,171.73964,664.5403339862823,-18.761528,117632.305,34.99007,100,31.387829,45.0,2.6994145,4.7302246e-06,51,0.0011083102
5200,218944,390.5119,42971.5,2.8516047,8.965901,[-0.675 -0.92  -0.728 -0.399 -0.404],-112.43703515033964,390.5119,180.81999,677.0986111164093,-14.127335,4670444.5,33.929195,100,192.26175,43.31,19.553082,1.4877319e-06,52,1.5697226e-06
5300,223510,246.5638,298.83102,1.6575279,13.391525,[-0.675 -0.949 -0.735 -0.492 -0.404],-111.00321312960742,246.5638,166.57062,690.5397660732269,-23.980835,508468.56,48.82905,100,64.38157,45.66,5.7845244,-3.929138e-06,53,0.0034200745
5400,228039,220.19568,24.048334,1.3942406,11.750629,[-0.641 -1.012 -0.702 -0.525 -0.315],-110.62748691545421,220.19568,167.98894,703.462557554245,-20.207352,144525.11,37.217514,100,32.90148,45.29,2.9452868,2.2125244e-06,54,0.0012006552
5500,232462,306.11777,32.852814,1.6403775,11.985936,[-0.589 -1.019 -0.731 -0.5   -0.378],-111.9695019906741,306.11777,175.14522,716.3688657283783,-18.245064,822468.1,42.32442,100,134.26169,44.23,5.3833666,,55,0.0022373754
5600,236777,430.0623,2732.9,2.6139302,8.629214,[-0.432 -0.957 -0.628 -0.478 -0.383],-114.63857670951496,430.0623,185.19357,728.985372543335,-16.36605,5480719.5,24.758,100,184.40439,43.15,18.10537,-7.2860717e-06,56,5.4201573e-05
5700,241501,202.0627,31.97371,1.3535212,9.960578,[-0.462 -1.065 -0.614 -0.512 -0.389],-114.27594958727778,202.0627,164.46352,743.78954911232,-16.690903,97504.664,48.019363,100,17.397974,47.24,2.6168387,3.013611e-06,57,0.0014018974
5800,246366,179.26787,15.832166,1.2011595,8.193546,[-0.466 -1.103 -0.651 -0.48  -0.413],-116.96920051586311,179.26787,162.1645,758.469188451767,-16.198372,114236.89,25.028301,100,24.962175,48.65,3.005889,-2.9754638e-06,58,0.017588362
5900,251109,635.05444,4625432000.0,4.702343,8.681669,[-0.487 -1.103 -0.7   -0.487 -0.363],-116.65238595368895,635.05444,167.07053,771.3557696342468,-15.918625,25603026.0,42.12887,100,949.8918,47.43,42.775124,1.1825562e-06,59,3.3570948e-09
6000,256021,191.59265,41.111588,1.2190132,7.5189233,[-0.438 -1.208 -0.673 -0.457 -0.392],-120.05635278050296,191.59265,164.15045,786.6191544532776,-16.057442,250084.88,19.40136,100,38.332264,49.12,4.0127354,-2.5177003e-06,60,0.0011283169
6100,260660,188.11615,2.0199609,1.1098965,7.866505,[-0.419 -1.163 -0.701 -0.433 -0.381],-118.61805690326803,188.11615,174.65318,800.4821288585663,-17.48288,13185.984,19.479912,100,5.0764565,46.39,0.8205208,-2.2125244e-06,61,0.09093124
6200,265338,16493.951,24434407000.0,143.93286,7.4406605,[-0.416 -1.185 -0.696 -0.46  -0.364],-117.81748164526479,16493.951,171.70357,812.8159742355347,-14.738312,26933000000.0,16.764042,100,15415.582,46.78,1479.9587,-1.8310546e-06,62,2.7595728e-22
6300,269164,386.85733,290.2758,1.9325212,6.5799446,[-0.268 -1.223 -0.765 -0.522 -0.593],-114.81558041540582,386.85733,216.036,826.6842076778412,-13.183556,1447812.0,22.635578,100,108.26488,38.26,7.391541,3.7002565e-06,63,2.201344e-06
6400,273183,292.07166,27.662514,1.5098734,7.3869257,[-0.257 -1.247 -0.774 -0.472 -0.63 ],-115.98717303096988,292.07166,205.07658,839.1232104301453,-13.989365,273128.94,20.632195,100,47.721508,40.19,3.2467332,1.1444092e-06,64,0.016858118
6500,277115,426.72604,291.77768,2.2796843,6.58104,[-0.334 -1.196 -0.79  -0.466 -0.57 ],-115.48220420155893,426.72604,209.91379,852.2357785701752,-14.76001,5638216.5,16.681335,100,157.8356,39.32,13.807628,2.7465821e-06,65,0.00016740203
6600,280798,13515.863,126517950000000.0,54.6202,7.37189,[-0.387 -1.147 -0.849 -0.44  -0.596],-113.83844377702103,13515.863,224.64153,863.5658810138702,-14.9698105,18181740000.0,20.234238,100,25400.055,36.83,579.6428,3.0517579e-06,66,1.6925226e-08
6700,284425,378.84332,170.06558,1.9306344,6.419947,[-0.43  -1.303 -1.047 -0.514 -0.551],-111.95171791960291,378.84332,225.33385,877.4024949073792,-13.848839,1887612.0,13.852005,100,90.38513,36.27,8.938464,9.918213e-07,67,1.7580454e-05
6800,287595,298.92245,2.452922,1.1501274,6.5513577,[-0.445 -1.314 -1.082 -0.456 -0.614],-112.00349932962997,298.92245,266.3399,888.0810587406158,-13.029839,49836.46,21.428577,100,7.8615146,31.7,1.0519621,4.9209593e-06,68,0.053451985
6900,290926,922.6353,10195.727,4.4664545,6.989999,[-0.416 -1.318 -1.095 -0.467 -0.634],-112.005465197095,922.6353,250.54329,898.2433087825775,-12.010506,53023760.0,24.555576,100,402.46405,33.31,38.49685,6.1416627e-06,69,8.941226e-06
7000,294127,943.18536,2513244.2,4.751212,7.8219366,[-0.442 -1.247 -1.1   -0.504 -0.658],-110.63513781255985,943.18536,259.79123,909.0635132789612,-11.9615555,52070060.0,23.8933,100,430.456,32.01,41.254025,4.0817263e-06,70,1.0605243e-06
7100,297105,296.54468,1.2490321,1.057421,7.5627985,[-0.303 -1.28  -1.118 -0.546 -0.697],-110.45377299914038,296.54468,283.45932,920.4206278324127,-11.297661,10754.126,19.307823,100,3.962632,29.78,0.45427984,5.4931643e-06,71,0.19784465
7200,299992,1578.6919,433346870000000.0,5.77377,7.8941073,[-0.331 -1.273 -1.116 -0.543 -0.715],-109.98259056388616,1578.6919,292.98486,929.9018774032593,-10.543404,236911920.0,23.137798,100,1035.7664,28.87,57.28659,3.3187866e-06,72,1.7800607e-10
7300,303160,551.66327,362.57474,2.400986,6.054082,[-0.226 -1.337 -1.025 -0.527 -0.662],-111.62620846899439,551.66327,265.6461,941.321231842041,-12.860077,7329552.0,17.29979,100,152.69302,31.68,13.813825,-2.7465821e-06,73,1.9231222e-05
7400,306442,1680.7837,610943100000000.0,8.096148,6.8545866,[-0.28  -1.276 -1.011 -0.56  -0.729],-111.68167971648704,1680.7837,254.42097,951.955680847168,-11.731239,158118530.0,18.732048,100,649.954,32.82,63.788437,-3.1280517e-06,74,5.4077077e-13
7500,309450,3420.8337,436201.47,15.547772,6.275921,[-0.146 -1.271 -1.02  -0.505 -0.725],-111.28767171466794,3420.8337,282.09814,963.7724936008453,-10.843117,982365100.0,19.27819,100,5254.4854,30.08,151.09467,1.9073486e-06,75,4.3844025e-07
7600,312265,511.89307,274.25055,1.8028384,7.306277,[-0.14  -1.23  -1.013 -0.578 -0.707],-109.38815870900179,511.89307,300.7309,975.2348816394806,-12.778229,5935852.5,21.808804,100,95.926926,28.15,9.818716,4.196167e-06,76,0.00018613206
7700,315412,454.70346,88.826965,1.9367661,7.3414383,[-0.175 -1.269 -0.994 -0.57  -0.762],-110.29442121584181,454.70346,264.56018,986.1933052539825,-12.3474655,1096616.9,24.369553,100,32.15351,31.47,5.3003416,2.0217894e-06,77,0.0009394045
7800,318434,431.16248,255.45529,1.658305,7.2931376,[-0.09  -1.194 -0.932 -0.573 -0.776],-109.95629967523497,431.16248,277.15268,996.9554092884064,-13.497696,5522447.0,22.750118,100,125.11397,30.22,10.267526,-1.2207031e-06,78,0.00012379065
7900,321446,996.07623,758274.0,4.31339,8.210715,[-0.121 -1.167 -0.878 -0.587 -0.787],-109.81210293588254,996.07623,277.9055,1006.3847467899323,-11.832558,59851180.0,31.197369,100,367.52112,30.12,35.530983,-3.3187866e-06,79,1.4032334e-08
8000,324717,737.55676,49347.816,3.9029963,9.980958,[-0.21  -1.122 -0.88  -0.622 -0.827],-108.99085153126056,737.55676,249.06291,1017.9234194755554,-13.915184,19268380.0,24.970982,100,261.49554,32.71,27.17314,-1.9073486e-06,80,4.5019583e-08
8100,328215,270.84595,86.428535,1.302336,11.70751,[-0.129 -1.102 -0.888 -0.65  -0.848],-108.23549677298115,270.84595,227.45795,1029.57648229599,-17.666702,579716.9,35.484406,100,48.799454,34.98,4.8773885,-4.5013426e-06,81,0.00047228296
8200,331042,6097.585,1.3152726e+22,25.055635,7.785361,[-0.157 -1.114 -0.882 -0.619 -0.834],-109.63257874420933,6097.585,299.7322,1039.1981992721558,-10.264313,3273188900.0,21.12378,100,2475.6792,28.27,241.21594,3.8146973e-06,82,1.2388598e-15
8300,334457,422.5586,466.82266,1.9671415,14.606001,[-0.15  -1.014 -0.752 -0.696 -0.83 ],-106.31712327275409,422.5586,229.82185,1051.7871520519257,-17.732521,3649602.5,41.57294,100,151.92819,34.15,10.056294,-4.4631956e-06,83,9.498715e-06
8400,338091,340.96234,79.86268,1.6018693,14.240146,[-0.131 -1.014 -0.7   -0.734 -0.875],-107.66914746085166,340.96234,215.55598,1063.4595212936401,-18.771484,883171.9,43.690563,100,69.42611,36.34,4.83678,4.196167e-06,84,0.00093924993
8500,341382,354.47604,2439593.2,1.3639848,13.784132,[-0.176 -0.964 -0.721 -0.688 -0.865],-106.73787129503472,354.47604,241.69283,1074.3204526901245,-14.816078,1661369.8,67.01052,100,172.17279,32.91,5.479716,1.2588501e-06,85,1.5998883e-05
8600,344919,333.23932,147655.44,1.7620616,15.488426,[-0.225 -0.986 -0.746 -0.748 -0.896],-106.03388361110444,333.23932,219.55382,1086.3036236763,-17.607658,1154838.9,38.944008,100,55.399853,35.37,6.577829,5.7983398e-06,86,1.6174403e-05
8700,348352,247.08716,2.229144,1.1062992,13.728118,[-0.256 -0.964 -0.754 -0.784 -0.925],-106.0739515415958,247.08716,228.15897,1096.7445521354675,-16.43576,43958.184,44.685913,100,10.848993,34.33,1.0708257,1.6021728e-06,87,0.069316745
8800,351678,433.22815,4735.978,1.9098947,14.45139,[-0.273 -0.928 -0.727 -0.763 -0.935],-106.41093098177087,433.22815,237.71777,1106.4439115524292,-14.7738495,4862225.0,45.337658,100,112.35526,33.26,11.305667,4.196167e-06,88,8.271057e-06
8900,355356,306.31992,2716.1775,1.4650264,12.609863,[-0.308 -0.973 -0.72  -0.758 -0.936],-106.40348741772915,306.31992,210.15259,1118.2367737293243,-17.289154,1257583.2,30.264233,100,98.421906,36.78,5.8305445,-3.2043456e-06,89,9.057512e-05
9000,359080,258.9379,12.560694,1.2553122,15.97521,[-0.305 -1.025 -0.706 -0.772 -0.92 ],-105.32509793576429,258.9379,204.33142,1130.9465243816376,-19.089485,179841.25,51.363186,100,47.20027,37.24,2.3663635,-2.9373168e-06,90,0.023457805
9100,362724,243.31473,1.7485619,1.1683272,14.982901,[-0.344 -0.974 -0.679 -0.733 -0.899],-106.20222342429885,243.31473,211.96658,1142.362455368042,-19.070183,22027.01,39.700317,100,6.2686872,36.44,0.7986074,8.8119505e-06,91,0.09467087
9200,366619,257.57712,53.010548,1.4622228,17.163277,[-0.351 -0.937 -0.672 -0.712 -0.914],-105.50552182295793,257.57712,193.34984,1153.5117359161377,-18.31845,260979.66,62.537865,100,21.531036,38.95,3.299401,7.6293946e-07,92,0.0006654476
9300,370314,1679.2124,51369732.0,1.718894,15.623648,[-0.329 -0.921 -0.681 -0.678 -0.945],-105.97030053967663,1679.2124,207.63806,1164.5409183502197,-19.745216,258433600.0,47.639572,100,4167.313,36.95,58.503883,6.8664554e-07,93,2.9887524e-08
9400,374610,359.46933,8654.226,2.708849,17.847586,[-0.333 -0.984 -0.648 -0.699 -0.987],-103.54244919873565,359.46933,167.52563,1178.7217235565186,-21.695137,6544690.0,36.251503,100,234.70865,42.96,22.235176,1.6403199e-06,94,2.7342332e-07
9500,378708,219.82164,511.60464,1.2725707,13.890052,[-0.328 -0.995 -0.598 -0.714 -1.014],-105.96867766309221,219.82164,182.60555,1191.2018036842346,-20.444122,358134.9,31.938702,100,47.630707,40.98,4.513398,6.4849854e-07,95,0.0001786079
9600,383039,1212.7074,43251.977,3.7653146,14.588732,[-0.322 -0.991 -0.608 -0.743 -1.011],-105.28821403342286,1212.7074,169.2426,1203.4201035499573,-19.736176,115202440.0,35.663586,100,2277.7126,43.31,40.91006,-2.708435e-06,96,8.478026e-08
9700,387521,286.93365,486.83194,1.6321949,14.836468,[-0.341 -1.115 -0.659 -0.796 -1.021],-105.072586065345,286.93365,161.76813,1217.4769575595856,-21.103676,1320968.4,43.226902,100,117.22647,44.82,6.445605,6.904602e-06,97,1.2155891e-05
9800,391635,212.88214,16.301353,1.2074744,13.947443,[-0.346 -1.155 -0.718 -0.798 -1.041],-106.51078976245935,212.88214,182.5431,1229.3484103679657,-20.625343,199204.39,30.85965,100,33.284107,41.14,3.5572317,-6.5231325e-06,98,0.0034460193
9900,395683,251.38588,30.137802,1.4479834,14.377291,[-0.322 -1.153 -0.695 -0.779 -1.039],-106.20491168619381,251.38588,185.87155,1239.799082994461,-20.756111,195337.03,34.410583,100,30.518799,40.48,3.1892831,3.0517579e-06,99,0.00074110203
10000,400208,177.62476,8.65676,1.1944891,17.519377,[-0.376 -1.199 -0.735 -0.781 -1.027],-102.81108374007016,177.62476,155.97276,1252.4891805648804,-24.72174,43980.035,47.087276,100,16.710085,45.25,2.086431,3.0517577e-07,100,0.0049507646
10100,404538,209.56384,29.19125,1.2212582,16.286299,[-0.389 -1.2   -0.721 -0.772 -1.033],-105.72717262033322,209.56384,169.63806,1263.757129907608,-21.167068,154115.36,49.81664,100,58.700977,43.3,3.019739,-1.5258789e-07,101,0.0029399523
10200,408921,244.7236,110.71523,1.4677162,16.82314,[-0.391 -1.189 -0.716 -0.793 -1.036],-105.9853835699832,244.7236,167.21432,1275.5575091838837,-20.265724,402195.28,46.573868,100,49.91633,43.83,4.0240674,-3.7002565e-06,102,2.7557913e-05
