EpLenMean,EpRewMean,InitialReturnMax,Iteration,ReturnMeanIW,InitialBound,EmpiricalD2,J_sample_variance,InitialReturnMin,EpisodesSoFar,TimeElapsed,Bound,InitialReturnMean,MinIW,EpThisIter,MeanIW,TimestepsSoFar,StdIW,InitialReturnStd,MaxIW,Weights
72.1,-101.97019666417569,3.7859087,404,8.54354,-20969528.0,1.0,2.2831647,-3.1920853,40400,7316.845687389374,-20969528.0,-2.0980835e-07,1.0,100,1.0,3512964,,1.5034404,1.0,[-0.266 -1.408  0.196 -1.237 -0.956]
75.41,-101.94989279867151,3.6055162,405,8.9175415,-18872574.0,47.741173,32.28415,-2.970376,40500,7333.054085016251,-18872574.0,-9.083748e-07,0.0023119655,100,1.239047,3520505,2.7516778,1.4875797,27.483406,[-0.266 -1.408  0.196 -1.237 -0.956]
75.48,-100.79683352332405,3.338228,406,9.345038,-60140028.0,1405.8228,86.762,-3.2462788,40600,7349.137591838837,-60140028.0,1.2874604e-07,1.0643172e-05,100,0.78450936,3528053,2.0151088,1.6081426,34.44945,[-0.266 -1.401  0.207 -1.249 -0.956]
73.33,-101.85252009775618,3.960884,407,13.578956,-5922407.5,8386949600000000.0,1855.8838,-3.138349,40700,7364.858231544495,-5922402.0,4.529953e-07,6.4886985e-11,100,1.0994426,3535386,6.1811376,1.5793122,471.7305,[-0.262 -1.392  0.192 -1.262 -0.954]
61.73,-101.1879016424966,3.6625357,408,11.6461525,-82496610.0,9525.065,156.51,-2.5490875,40800,7378.683282852173,-82496610.0,-2.5272368e-07,5.4371094e-06,100,0.8296993,3541559,3.0623848,1.4612215,95.0251,[-0.259 -1.381  0.214 -1.304 -0.953]
67.09,-100.94271398461379,2.7739968,409,11.939122,-91662900.0,6738602400000.0,988.0507,-3.0898914,40900,7393.238210916519,-91662900.0,8.1777574e-07,3.5850181e-12,100,0.6139518,3548268,2.9758682,1.4653143,161.89345,[-0.261 -1.394  0.233 -1.292 -0.956]
70.82,-100.72480889051178,3.4026446,410,8.682263,-48713420.0,1.0,2.78318,-3.6536431,41000,7408.466457366943,-48713420.0,4.6730042e-07,1.0,100,1.0,3555350,,1.6599241,1.0,[-0.271 -1.411  0.195 -1.279 -0.952]
69.44,-101.01131579839851,3.3856382,411,9.261943,-25888302.0,1.2653288,4.042067,-4.0892406,41100,7423.2731873989105,-25888302.0,-1.7166138e-07,0.16749641,100,0.99685127,3562294,0.40543658,1.6653302,2.7746394,[-0.271 -1.411  0.195 -1.279 -0.952]
71.22,-100.50792178498459,3.2532363,412,11.895361,-35512084.0,26300016.0,1176.2208,-3.8590646,41200,7438.822498083115,-35512080.0,1.335144e-07,2.0792312e-08,100,0.95717347,3569416,3.8252397,1.5589156,316.7085,[-0.271 -1.414  0.196 -1.275 -0.952]
81.19,-102.21676597619846,3.0170298,413,8.866992,-1097428.5,14409144000.0,293.52823,-3.1039567,41300,7456.2002630233765,-1097426.6,-1.7166138e-07,8.690576e-11,100,0.41056705,3577535,2.72911,1.6171756,163.81203,[-0.275 -1.433  0.174 -1.258 -0.952]
75.83,-101.51223849317347,3.1319916,414,9.287888,-108064.47,33777390.0,126.985794,-2.6525054,41400,7472.509070158005,-108062.98,2.5749208e-07,1.8186026e-11,100,1.0284886,3585118,4.0930395,1.4271414,43.56372,[-0.27  -1.411  0.149 -1.272 -0.949]
71.1,-102.03778732451912,3.1561027,415,9.9297085,-1097426.9,157603890.0,110.6598,-3.5261064,41500,7488.048999071121,-1097425.6,6.3180926e-07,3.9467545e-07,100,0.48715737,3592228,1.3227795,1.6553017,37.512665,[-0.276 -1.398  0.159 -1.297 -0.953]
66.67,-101.33322116195879,2.9584694,416,9.470302,-9026688.0,1.0,2.2430253,-3.292397,41600,7502.380195140839,-9026688.0,-4.053116e-07,1.0,100,1.0,3598895,,1.4901661,1.0,[-0.241 -1.375  0.175 -1.254 -0.948]
70.44,-103.08501483505904,2.7366018,417,14.209843,-3147406.0,226979810000000.0,1350.1295,-3.0274053,41700,7517.390872955322,-3147400.5,1.001358e-07,2.52719e-09,100,2.677876,3605939,22.903875,1.527475,328.14423,[-0.241 -1.375  0.175 -1.254 -0.948]
71.34,-99.48166398045606,3.2081387,418,10.529747,-15286782.0,66770366000.0,217.16316,-3.88654,41800,7533.577362775803,-15286780.0,-1.2397766e-07,4.4801327e-06,100,2.501958,3613073,13.946845,1.50248,262.07675,[-0.243 -1.363  0.131 -1.254 -0.95 ]
70.67,-100.70269378093903,3.6265314,419,8.731597,-15286782.0,1.0,2.3708236,-5.574169,41900,7548.9884169101715,-15286782.0,6.437302e-07,0.9999463,100,1.0000006,3620140,1.630062e-05,1.5320282,1.0000389,[-0.25  -1.355  0.162 -1.276 -0.952]
64.61,-101.73395158069773,3.5840979,420,12.982054,-15286781.0,7624112700000.0,384.91702,-3.571279,42000,7562.836499214172,-15286778.0,-2.670288e-07,1.0033523e-09,100,0.2991578,3626601,4.822902,1.4522293,399.6092,[-0.25  -1.355  0.162 -1.276 -0.952]
73.15,-102.62079913510901,3.1237924,421,8.294578,-13758103.0,1.0,2.5415776,-3.248355,42100,7578.593027114868,-13758103.0,-1.04904174e-07,0.9999939,100,1.0,3633916,2.4228352e-06,1.5862412,1.00001,[-0.26  -1.377  0.173 -1.245 -0.946]
74.61,-99.74552930075724,3.0084372,422,10.350055,-2065010.8,148020700.0,217.09833,-3.2542825,42200,7594.133184432983,-2065008.4,2.3841858e-08,2.2769548e-09,100,0.5093112,3641377,1.5782944,1.6025853,54.716972,[-0.26  -1.377  0.173 -1.245 -0.946]
74.34,-103.11677256002609,3.506009,423,8.0367565,-66822256.0,1.0,1.9574399,-2.675891,42300,7610.234046459198,-66822256.0,-1.6212464e-07,1.0,100,1.0,3648811,,1.3920724,1.0,[-0.254 -1.387  0.183 -1.213 -0.943]
74.8,-100.05825117404089,2.6204891,424,8.057517,-11144062.0,1.0,2.1038365,-3.369759,42400,7626.353347539902,-11144062.0,-1.5258789e-07,1.0,100,1.0,3656291,,1.4431905,1.0,[-0.254 -1.387  0.183 -1.213 -0.943]
76.25,-102.79522334815336,3.0182967,425,9.430452,-9026689.0,74843460.0,238.55785,-2.8164377,42500,7643.200149059296,-9026688.0,-4.7683715e-09,2.9040048e-09,100,1.0969641,3663916,5.3497686,1.5608829,136.99022,[-0.254 -1.387  0.183 -1.213 -0.943]
81.35,-101.0935589631094,3.5591998,426,10.039015,-3885690.2,113661510000000.0,262.59406,-3.3189383,42600,7660.479509353638,-3885687.0,3.7670137e-07,3.6127843e-12,100,4.0365143,3672051,37.39661,1.6048805,1044.7091,[-0.255 -1.401  0.164 -1.189 -0.945]
90.18,-103.71814497848847,3.4903116,427,5.6425805,-108066.625,1.0,2.5555372,-3.2450647,42700,7680.215970516205,-108066.625,2.813339e-07,1.0,100,1.0,3681069,,1.5905919,1.0,[-0.257 -1.411  0.126 -1.174 -0.943]
82.77,-102.69376899147206,3.9418921,428,6.616755,-225945.64,1.0,2.5185122,-3.2597647,42800,7697.213297128677,-225945.64,-4.959106e-07,0.9999542,100,1.0000008,3689346,1.6045771e-05,1.5790256,1.0000737,[-0.257 -1.411  0.126 -1.174 -0.943]
90.49,-103.73285920974227,2.8591535,429,5.740191,-87532.79,1.0,2.00645,-3.3028278,42900,7716.817034006119,-87532.79,-1.0967255e-07,1.0,100,1.0,3698395,,1.409392,1.0,[-0.257 -1.411  0.126 -1.174 -0.943]
87.57,-102.63008797791312,3.1775756,430,6.8648624,-1505392.5,164772.05,16.114891,-3.0467434,43000,7734.79176235199,-1505391.8,4.7683717e-08,4.549261e-06,100,0.580295,3707152,1.1534417,1.5398055,18.79583,[-0.257 -1.411  0.126 -1.174 -0.943]
82.11,-102.09526939398256,3.5424886,431,7.1064367,-987685.1,7.043973,7.788943,-3.3020754,43100,7751.816796064377,-987684.9,-8.106232e-08,0.022667393,100,1.0753628,3715363,1.4474472,1.5162506,12.03627,[-0.209 -1.361  0.123 -1.149 -0.923]
76.91,-101.4711996237315,3.0484004,432,9.366323,-472402.5,61393390000.0,229.43689,-2.9918165,43200,7768.583814620972,-472400.62,1.66893e-07,7.688237e-12,100,0.9610425,3723054,3.5514166,1.6367505,66.5854,[-0.209 -1.354  0.116 -1.158 -0.923]
71.48,-100.55848706905518,3.309327,433,9.134059,-11144062.0,342379.9,47.095028,-3.361126,43300,7784.66336274147,-11144061.0,8.6784365e-07,3.5680212e-05,100,0.6643875,3730202,2.6067438,1.5541606,58.05611,[-0.165 -1.306  0.144 -1.14  -0.953]
81.23,-102.38338211466217,3.023666,434,7.0714164,-183014.25,1.0,2.4444497,-3.5218487,43400,7802.141359329224,-183014.25,-3.2901764e-07,1.0,100,1.0,3738325,,1.5556368,1.0,[-0.171 -1.328  0.14  -1.121 -0.952]
81.84,-101.84495779330865,3.1127315,435,6.8145294,-30515.984,1.0,2.309057,-2.953792,43500,7819.852820158005,-30515.984,6.67572e-08,0.9991173,100,1.0000293,3746509,0.00028560395,1.5118864,1.0008879,[-0.171 -1.328  0.14  -1.121 -0.952]
84.2,-102.140948317946,3.7283247,436,6.394534,-278947.0,1.0,2.6203241,-3.0303688,43600,7837.812627077103,-278947.0,-2.9087067e-07,1.0,100,1.0,3754929,,1.6106275,1.0,[-0.171 -1.328  0.14  -1.121 -0.952]
81.56,-102.40643686492439,3.5714428,437,7.3543067,-148240.52,31703.008,44.68094,-3.0785742,43700,7855.116630554199,-148239.92,4.3392183e-07,7.015021e-05,100,0.81130797,3763085,2.475475,1.542855,80.31729,[-0.171 -1.328  0.14  -1.121 -0.952]
81.49,-102.71691109958905,3.0549088,438,7.5124583,-6580454.5,24.85893,11.284373,-2.7901225,43800,7873.126899719238,-6580454.0,-1.4305115e-07,0.001970161,100,0.822387,3771234,1.1205877,1.5042824,14.208265,[-0.171 -1.329  0.145 -1.151 -0.951]
80.28,-102.11578425036097,3.5855665,439,10.844868,-1672658.1,1.2614963e+16,725.5181,-2.8539233,43900,7890.563759803772,-1672654.1,-2.1219253e-07,1.07493126e-10,100,1.295467,3779262,8.359625,1.5264891,261.9357,[-0.172 -1.338  0.147 -1.138 -0.951]
87.35,-101.6989707025543,3.5745382,440,15.320604,-648018.7,1215864300000000.0,9687.6455,-2.8384361,44000,7909.658227920532,-648009.75,-2.884865e-07,4.264842e-15,100,0.4482353,3787997,6.040174,1.4998088,647.4429,[-0.182 -1.369  0.144 -1.108 -0.951]
105.45,-98.51957933324346,3.5594144,441,3.3563929,-133419.19,1.0,2.3881721,-2.7988572,44100,7932.34063076973,-133419.19,1.5735627e-07,1.0,100,1.0,3798542,,1.5376251,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
112.6,-99.22714632598671,3.0215833,442,2.4507897,-37680.02,1.0,2.1928365,-3.3675008,44200,7955.687604188919,-37680.02,7.152558e-08,1.0,100,1.0,3809802,,1.4734001,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
108.6,-97.78544365093396,3.6157913,443,3.0952137,-38.13402,1.0,2.6220257,-3.4858704,44300,7978.526221990585,-38.13402,-8.34465e-08,1.0,100,1.0,3820662,,1.6111504,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
112.79,-100.61200863967258,3.9220257,444,2.7644427,-7.292019,1.0,1.8851411,-2.9578662,44400,8002.607811927795,-7.292019,3.8146973e-07,1.0,100,1.0,3831941,,1.3661221,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
117.28,-98.98252903792792,3.0291805,445,2.74858,-22248.375,1.0,2.1041014,-3.303722,44500,8026.918325185776,-22248.375,-5.364418e-07,1.0,100,1.0,3843669,,1.443281,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
114.68,-99.1116862289052,3.5570827,446,2.5701227,-403.59274,1.0,2.027339,-2.6357374,44600,8050.820462942123,-403.59274,-4.7683717e-08,1.0,100,1.0,3855137,,1.4167095,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
101.89,-98.56678714561666,3.5597136,447,3.6645792,-10638.981,1.0,2.0558813,-3.1409707,44700,8072.732994556427,-10638.981,-3.33786e-08,1.0,100,1.0,3865326,,1.4266473,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
108.6,-99.84505383897377,2.92553,448,3.4657152,-1434.2324,1.0,1.8675663,-3.0797877,44800,8095.45262336731,-1434.2324,-2.670288e-07,1.0,100,1.0,3876186,,1.3597393,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
111.05,-100.51802040245887,3.29596,449,2.9107199,-18.694221,1.0,1.9400399,-2.6971807,44900,8118.142254114151,-18.694221,-1.4543534e-07,1.0,100,1.0,3887291,,1.3858713,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
105.92,-101.30223618017693,3.5092213,450,3.7201202,-148243.56,1.0000026,2.2501647,-3.260601,45000,8141.2596645355225,-148243.56,-2.3841857e-09,0.9945559,100,1.0002836,3897883,0.0015699356,1.4924997,1.0050102,[-0.178 -1.363  0.162 -1.06  -0.954]
114.7,-99.0530059538422,3.275503,451,2.6290133,-2702.6067,1.0,1.9716953,-3.3162036,45100,8165.109331130981,-2702.6067,3.4332277e-07,1.0,100,1.0,3909353,,1.3971323,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
113.91,-98.75238717467118,3.0679374,452,2.6094637,-940.6948,1.0,2.1840007,-3.1927662,45200,8188.5859961509705,-940.6948,-2.3841858e-07,0.9999473,100,1.0000004,3920744,1.6813503e-05,1.4704255,1.0000418,[-0.178 -1.363  0.162 -1.06  -0.954]
113.4,-101.608934396752,3.5319886,453,3.0989394,-1594.336,1.0,2.137573,-3.3791347,45300,8212.683946847916,-1594.336,-5.6743625e-07,1.0,100,1.0,3932084,,1.4547156,1.0,[-0.178 -1.363  0.162 -1.06  -0.954]
109.77,-100.77082742342328,3.4693937,454,4.320113,-27467.225,19723716.0,37.24982,-2.9779692,45400,8235.349641799927,-27466.203,3.1471254e-07,2.0245084e-06,100,0.8327584,3943061,3.5240417,1.4495599,46.53856,[-0.178 -1.363  0.162 -1.06  -0.954]
101.19,-102.39835284676693,3.4810843,455,4.101057,-16216.969,1.0,2.162649,-2.7880025,45500,8256.623414993286,-16216.969,-2.1457672e-07,1.0,100,1.0,3953180,,1.4632233,1.0,[-0.174 -1.346  0.146 -1.079 -0.951]
97.7,-102.02547378370406,3.2683372,456,4.635689,-888918.25,1.0,2.2092922,-3.730732,45600,8277.063936948776,-888918.25,4.7683716e-07,1.0,100,1.0,3962950,,1.4789184,1.0,[-0.174 -1.346  0.146 -1.079 -0.951]
94.43,-101.0712964211355,4.2862988,457,6.3228416,-800025.6,816332400.0,108.56441,-3.39925,45700,8297.279418945312,-800024.2,2.2411346e-07,5.221322e-10,100,0.9259641,3972393,3.1849015,1.6859095,45.57968,[-0.174 -1.346  0.146 -1.079 -0.951]
88.5,-101.73335077662198,3.6336763,458,6.354719,-2294459.8,197131.02,43.903873,-3.7709265,45800,8316.599520921707,-2294459.0,-1.335144e-07,3.033998e-06,100,0.45765215,3981243,1.5334077,1.5953505,53.005066,[-0.156 -1.331  0.122 -1.095 -0.956]
82.86,-103.10115025114973,3.6344652,459,6.5711985,-22244.553,1.0,2.2170556,-2.9959693,45900,8334.075132846832,-22244.553,-2.2172928e-07,1.0,100,1.0,3989529,,1.4815146,1.0,[-0.155 -1.316  0.121 -1.118 -0.961]
81.26,-102.78405823253541,3.7047484,460,6.9274383,-108065.336,1.0,2.631725,-3.2076125,46000,8351.086463928223,-108065.336,-3.7670137e-07,1.0,100,1.0,3997655,,1.6141276,1.0,[-0.155 -1.316  0.121 -1.118 -0.961]
82.48,-102.30009320492206,3.29981,461,7.2567105,-251051.16,283.50623,17.39105,-2.8790445,46100,8368.715256690979,-251050.81,-6.3180926e-07,0.000241612,100,1.1450158,4005903,1.9351199,1.4662758,28.660784,[-0.155 -1.316  0.121 -1.118 -0.961]
77.17,-101.00228815414634,3.5982068,462,8.29966,-4797149.0,2563.8494,37.443233,-3.2265482,46200,8384.72428035736,-4797148.0,-6.437302e-07,3.9400795e-05,100,0.6298921,4013620,1.2839086,1.6232407,32.436157,[-0.156 -1.312  0.136 -1.131 -0.956]
77.03,-100.37537092885935,3.7602568,463,7.246792,-1354851.5,1.0,2.838186,-3.2834992,46300,8401.252361536026,-1354851.5,1.14440915e-07,1.0,100,1.0,4021323,,1.6762472,1.0,[-0.165 -1.318  0.156 -1.122 -0.955]
83.46,-102.6058988915481,3.496473,464,8.645612,-5330167.5,23101618000.0,554.6146,-3.6794882,46400,8419.013241767883,-5330165.5,-6.9141386e-08,6.467166e-10,100,0.6278943,4029669,3.4783669,1.5323238,147.87918,[-0.165 -1.318  0.156 -1.122 -0.955]
82.26,-101.80977367227577,3.7623038,465,6.591009,-15286784.0,1.0,2.7173202,-3.4671931,46500,8437.223128318787,-15286784.0,1.4305114e-08,1.0,100,1.0,4037895,,1.6401669,1.0,[-0.165 -1.328  0.188 -1.107 -0.954]
84.83,-103.34805685110916,3.3068836,466,6.2532835,-1097429.2,1.0010228,2.3148072,-2.992197,46600,8454.988847732544,-1097429.2,3.8146973e-07,0.89298165,100,1.0020974,4046378,0.031607047,1.5114886,1.0986094,[-0.165 -1.328  0.188 -1.107 -0.954]
82.57,-102.03799360466765,3.6155672,467,7.1996007,-23299476.0,167577.48,18.543692,-3.1889696,46700,8472.20580482483,-23299474.0,1.502037e-07,8.9374106e-07,100,1.8525702,4054635,9.839385,1.5809078,109.61088,[-0.165 -1.328  0.188 -1.107 -0.954]
85.84,-100.12349040522156,3.192764,468,7.701454,-4797150.5,12120691.0,122.004906,-3.9055376,46800,8490.25590467453,-4797149.0,8.583069e-08,2.5470598e-07,100,1.056988,4063219,6.0245547,1.5959448,211.9301,[-0.171 -1.338  0.163 -1.099 -0.951]
85.09,-102.31316181390868,3.0655866,469,6.328778,-12382294.0,1.0,2.4878345,-3.0707564,46900,8508.085753917694,-12382294.0,5.5789945e-07,1.0,100,1.0,4071728,,1.5693809,1.0,[-0.17  -1.32   0.162 -1.124 -0.953]
77.17,-103.10897263223308,3.6335511,470,7.4732404,-4317433.5,1.0,2.4951108,-3.3445673,47000,8525.115266084671,-4317433.5,9.059906e-08,1.0,100,1.0,4079445,,1.5716743,1.0,[-0.17  -1.32   0.162 -1.124 -0.953]
82.51,-103.62666838319096,3.3703437,471,6.7526464,-3497120.5,1.6668086,4.4632564,-3.4298806,47100,8542.739339351654,-3497120.2,-7.6293946e-07,0.06340845,100,1.0274432,4087696,0.62709343,1.5291901,6.663548,[-0.17  -1.32   0.162 -1.124 -0.953]
80.62,-101.24345234787707,3.1673596,472,8.284646,-987684.8,7462614.5,93.69984,-3.2170014,47200,8559.735627651215,-987683.7,9.536743e-09,2.5255468e-07,100,0.8059974,4095758,3.0303218,1.5292256,78.40412,[-0.169 -1.318  0.17  -1.127 -0.955]
76.07,-102.02332015676038,3.1873534,473,8.012783,-5922407.5,7.8941913,10.642326,-3.6351824,47300,8576.1967523098,-5922407.5,-3.3140182e-07,0.0033208665,100,1.19341,4103365,1.67798,1.5337158,33.87902,[-0.164 -1.287  0.165 -1.139 -0.958]
76.12,-100.88161262767062,3.18031,474,9.04164,-3885689.5,59335610.0,86.65427,-3.2999587,47400,8592.640211105347,-3885688.0,-2.1219253e-07,1.2343451e-08,100,0.6515773,4110977,3.583044,1.5048188,98.12163,[-0.162 -1.28   0.16  -1.149 -0.96 ]
73.66,-101.59449819244831,3.1251943,475,28.581228,-10029655.0,13085940000000.0,24350.86,-3.4956198,47500,8608.405808210373,-10029634.0,1.14440915e-07,3.2649902e-10,100,0.5608181,4118343,9.78558,1.4804252,510.53995,[-0.164 -1.285  0.189 -1.135 -0.962]
69.67,-100.86670552345211,3.2164118,476,9.399206,-35512084.0,10537184.0,67.7496,-3.2356496,47600,8624.194377422333,-35512084.0,-2.193451e-07,2.6599328e-06,100,0.90455365,4125310,5.8063927,1.6375722,68.57785,[-0.161 -1.265  0.162 -1.16  -0.957]
71.69,-100.7788006317152,3.418293,477,8.396568,-60140028.0,1.0000601,2.6461675,-3.597927,47700,8639.268017292023,-60140028.0,2.6226044e-07,0.96913683,100,1.0013022,4132479,0.008152008,1.6148853,1.0214084,[-0.165 -1.283  0.168 -1.134 -0.958]
73.06,-101.94191114660265,3.2785492,478,8.577562,-720019.2,7.3618145,9.568581,-3.0845003,47800,8654.728162765503,-720018.94,-2.9563904e-07,0.020099126,100,1.5047331,4139785,4.048556,1.5045104,38.608112,[-0.165 -1.283  0.168 -1.134 -0.958]
74.68,-102.27231124344438,3.2498076,479,14.086584,-25888304.0,2684050700000.0,5431.203,-2.9577546,47900,8670.683514118195,-25888298.0,3.3855437e-07,1.4738507e-11,100,0.4714175,4147253,4.705446,1.4470669,343.87793,[-0.165 -1.291  0.168 -1.123 -0.958]
68.96,-101.10262457068112,3.4111261,480,18.397657,-16985316.0,477181800.0,6865.588,-3.305132,48000,8686.179597377777,-16985306.0,5.1498415e-07,1.1563992e-08,100,0.6519067,4154149,6.171516,1.7252913,521.2364,[-0.149 -1.258  0.148 -1.142 -0.957]
65.91,-98.99886131419453,3.2833376,481,11.77242,-54126024.0,124453880000.0,1588.1982,-3.1989746,48100,8700.682534456253,-54126020.0,4.1484833e-07,1.2139584e-10,100,0.4767028,4160740,11.619964,1.6393354,888.07336,[-0.145 -1.239  0.132 -1.165 -0.956]
73.03,-102.26776823313024,3.1623316,482,8.541865,-13758102.0,1.0011204,2.5857024,-3.6237469,48200,8716.96720957756,-13758102.0,-1.8596648e-07,0.8940377,100,1.0031725,4168043,0.030334884,1.5861597,1.0930688,[-0.168 -1.286  0.128 -1.155 -0.966]
74.08,-101.49628733218748,3.405863,483,7.8113647,-18872574.0,76538264.0,52.494164,-3.2994866,48300,8732.82841181755,-18872574.0,1.5735627e-07,6.094955e-10,100,1.1851621,4175451,9.501736,1.6141113,104.46024,[-0.168 -1.286  0.128 -1.155 -0.966]
68.5,-99.95232797943649,3.0268798,484,15.082102,-25888304.0,6.1476637e+16,3491.6274,-3.31455,48400,8747.447642803192,-25888298.0,3.862381e-07,7.572895e-09,100,2.185336,4182301,16.679022,1.5348161,331.7608,[-0.167 -1.272  0.113 -1.18  -0.967]
76.29,-101.42402646161634,3.8906069,485,8.240757,-2294457.8,83.48361,18.202225,-3.195991,48500,8764.340071201324,-2294457.0,1.8119812e-07,0.00017051614,100,0.8445614,4189930,1.5957959,1.5988727,28.465366,[-0.17  -1.287  0.073 -1.159 -0.971]
71.89,-99.26765710089207,3.1235278,486,14.877473,-15286783.0,1.1428079e+16,6759.681,-3.4077992,48600,8780.170385360718,-15286776.0,-1.3828277e-07,5.175119e-10,100,0.14084627,4197119,2.3272376,1.5798978,216.4962,[-0.16  -1.284  0.057 -1.166 -0.973]
67.67,-99.69874057575161,3.4822278,487,9.970449,-16985314.0,1196375.0,168.75905,-3.5481915,48700,8795.60336112976,-16985314.0,3.528595e-07,2.9446997e-07,100,0.40939784,4203886,0.9609484,1.520383,42.217007,[-0.159 -1.26   0.063 -1.206 -0.973]
65.51,-97.75318183943875,3.6913757,488,10.258299,-5922406.5,61922.81,91.850624,-12.610392,48800,8809.35584282875,-5922405.0,-2.0503998e-07,5.486698e-06,100,0.64292413,4210437,1.7907478,2.08974,53.91114,[-0.177 -1.252  0.068 -1.238 -0.978]
67.82,-97.68967956837088,3.1116433,489,8.902548,-11144061.0,2.5509815,9.495845,-6.5376678,48900,8824.454091072083,-11144061.0,4.1007996e-07,0.026599357,100,1.1461269,4217219,1.1301944,1.6002574,6.692049,[-0.173 -1.269  0.039 -1.231 -0.982]
65.4,-99.48118965442221,3.3645592,490,21.721699,-3885687.8,957700930000000.0,9389.325,-4.055233,49000,8838.469101428986,-3885675.5,8.583069e-08,1.0209337e-15,100,0.96991336,4223759,11.4125595,1.4528598,1049.8602,[-0.181 -1.271  0.033 -1.22  -0.982]
65.02,-99.54221113970151,3.5886323,491,9.47185,-25888302.0,1.0,2.7030954,-3.9165678,49100,8853.506670236588,-25888302.0,-1.2397766e-07,1.0,100,1.0,4230261,,1.6358681,1.0,[-0.177 -1.256  0.085 -1.22  -0.981]
65.41,-99.19056790229057,3.171152,492,9.291473,-35512084.0,220323.02,50.764763,-3.2592611,49200,8867.412247419357,-35512084.0,7.390976e-07,2.9720127e-07,100,0.51952136,4236802,1.6872637,1.6141554,39.521057,[-0.177 -1.256  0.085 -1.22  -0.981]
66.87,-97.29873295710006,3.1640596,493,10.018239,-101847670.0,14343.764,106.117195,-6.5104475,49300,8881.440018892288,-101847670.0,9.536743e-08,8.835144e-08,100,0.4865251,4243489,1.057719,1.6884074,22.38557,[-0.173 -1.252  0.051 -1.216 -0.983]
65.0,-96.81683999139419,3.569462,494,10.1265135,-12382291.0,177276830.0,221.63719,-8.781061,49400,8895.616210699081,-12382290.0,2.0980835e-07,3.6821017e-08,100,0.781569,4249989,3.0635858,1.9651343,92.98723,[-0.172 -1.242  0.043 -1.239 -0.986]
64.38,-97.12789907045659,3.8238583,495,10.655216,-1219364.0,66931094000.0,495.4782,-9.731466,49500,8909.80825304985,-1219362.2,-2.813339e-07,1.9621008e-10,100,0.6516059,4256427,1.9505705,2.2000685,118.00412,[-0.152 -1.225  0.012 -1.24  -0.994]
56.35,-95.01201052412091,3.3824835,496,11.984431,-292096300.0,6525.495,91.089874,-4.918104,49600,8922.552394866943,-292096300.0,-3.5762787e-07,4.3630134e-05,100,1.0740625,4262062,3.2446415,1.6351081,60.26101,[-0.188 -1.231 -0.029 -1.249 -0.996]
55.57,-98.3862740641477,4.380804,497,13.6537285,-91662900.0,47679.426,407.88263,-15.467864,49700,8934.638691663742,-91662890.0,-2.3841858e-07,0.000160155,100,1.2304822,4267619,3.8451943,2.717631,67.07459,[-0.183 -1.227 -0.053 -1.256 -0.997]
64.41,-96.42332147066048,3.9977539,498,10.008376,-101847670.0,84.33862,50.138992,-3.5180516,49800,8948.27095746994,-101847670.0,-2.0980835e-07,0.0008835086,100,1.1151191,4274060,2.4520524,1.5378606,35.348034,[-0.184 -1.234 -0.026 -1.249 -0.995]
65.43,-99.17837019538437,4.0066967,499,8.41406,-113164080.0,105647370.0,217.04358,-7.2112174,49900,8962.624194383621,-113164080.0,4.6730042e-07,1.9649818e-07,100,3.371355,4280603,32.970768,1.7779255,348.78177,[-0.184 -1.246 -0.031 -1.234 -0.997]
