EpLenMean,EpisodesSoFar,EmpiricalD2,MinIW,J_sample_variance,EpRewMean,InitialReturnMax,InitialReturnMean,TimestepsSoFar,EpThisIter,TimeElapsed,StdIW,Bound,Iteration,InitialBound,MaxIW,ReturnMeanIW,InitialReturnMin,InitialReturnStd,Weights,MeanIW
16.21,30500,125.543945,0.000101441554,8385756.5,-108.0778230477168,6.96846,-2.822876e-06,615687,100,3283.3393063545227,5.7500086,726.39355,305,568.82074,58.050655,726.39355,-3.9857788,2.4885304,[-0.167 -0.962 -2.866 -0.281 -2.017],1.3108512
16.26,30600,3894.9888,4.2136453e-05,118220936.0,-108.01926663700351,6.3243484,9.536743e-06,617313,100,3293.181826353073,22.395658,1903.9387,306,566.50854,205.90787,1903.9387,-4.079422,2.615856,[-0.161 -0.951 -2.86  -0.297 -2.016],3.7020807
16.49,30700,141.9908,2.8987646e-05,8637492.0,-108.0926751473482,7.2358475,5.264282e-06,618962,100,3304.1387708187103,5.44178,939.7054,307,557.8924,151.29922,939.7054,-4.1035004,2.8660202,[-0.155 -0.939 -2.871 -0.297 -2.022],1.6936803
16.3,30800,10612.423,3.457153e-05,33193552.0,-107.89159781422461,7.4068756,1.5258789e-06,620592,100,3315.0892720222473,11.769991,993.10956,308,564.272,119.931076,993.10956,-4.2948074,2.6626208,[-0.152 -0.948 -2.894 -0.289 -2.019],1.8890529
16.58,30900,9.863449,0.0007831025,2101952.8,-108.38184604915257,7.5785675,-5.340576e-07,622250,100,3326.3786265850067,2.7544825,669.0919,309,555.89935,29.449772,669.0919,-3.897911,2.5980422,[-0.146 -0.961 -2.911 -0.259 -2.022],1.2219003
16.5,31000,1340763800000000.0,7.1230505e-13,8111987700.0,-107.79789856071031,6.588539,-7.6293946e-07,623900,100,3336.6366522312164,164.83168,9282.258,310,555.9713,2600.474,9282.258,-4.572502,2.7978983,[-0.142 -0.981 -2.934 -0.263 -2.03 ],16.947687
16.17,31100,1.105439,0.45632392,26647.025,-108.07236391088358,5.915512,2.3651123e-06,625517,100,3347.9530260562897,0.30642214,576.58405,311,570.4004,2.9722886,576.58405,-3.7658386,2.3826087,[-0.178 -1.009 -2.986 -0.218 -2.026],1.0104455
16.02,31200,10.675052,0.0060069673,1134044.2,-107.64953580911957,7.377449,-6.1035157e-06,627119,100,3356.4586486816406,1.9526027,726.7439,312,574.2391,33.791306,726.7439,-4.333145,2.4306614,[-0.179 -1.006 -2.984 -0.221 -2.023],1.2789029
16.28,31300,40.59043,5.7065554e-05,1428444.1,-107.73415103868165,7.982712,-6.4849855e-06,628747,100,3366.2707674503326,2.2865818,696.65094,313,564.2461,14.249768,696.65094,-4.2535553,2.7219582,[-0.176 -0.998 -2.976 -0.236 -2.024],1.2560898
16.29,31400,762.41455,5.6997676e-05,11397786.0,-108.21673652721854,7.3828354,-7.2479247e-06,630376,100,3376.072952270508,6.6722393,727.40204,314,566.37305,49.121292,727.40204,-3.764801,2.659478,[-0.156 -0.99  -2.957 -0.229 -2.04 ],1.3150046
16.39,31500,8032.0215,1.9123108e-06,19286816.0,-108.53551251092553,8.035904,9.613037e-06,632015,100,3385.8376274108887,8.637915,937.45905,315,564.06244,173.04077,937.45905,-3.908821,2.5349023,[-0.155 -0.997 -2.982 -0.229 -2.042],1.7059234
16.05,31600,17600.645,0.00015433981,3519665.5,-108.2296443332361,7.2571106,-4.272461e-06,633620,100,3396.390766143799,3.4328873,701.81586,316,576.0851,28.907068,701.81586,-3.70195,2.5436327,[-0.149 -0.976 -2.983 -0.21  -2.047],1.2211103
15.99,31700,24481.068,6.798433e-05,13562630.0,-107.88770011933579,8.712036,4.272461e-06,635219,100,3406.5331206321716,6.8007264,860.30505,317,576.7309,113.078865,860.30505,-4.036232,2.9647472,[-0.153 -0.985 -3.004 -0.183 -2.041],1.5055978
16.61,31800,2.0733182,0.12693787,220192.83,-108.86361474830268,8.924301,5.264282e-06,636880,100,3417.396539211273,0.943724,601.811,318,557.2019,4.9169745,601.811,-3.3882294,2.4999661,[-0.164 -0.996 -3.026 -0.156 -2.038],1.0880224
16.74,31900,1.0089673,0.7613857,1821.7462,-108.13862551669709,8.87764,1.0910034e-05,638554,100,3426.9824678897858,0.08249276,549.34766,319,548.6011,1.2171844,549.34766,-4.5083313,3.062691,[-0.177 -1.    -3.026 -0.158 -2.034],1.0018439
15.68,32000,2.765282,0.024648067,406651.56,-107.7401970437124,7.2970886,-3.8146973e-07,640122,100,3434.9729413986206,1.1478202,658.68195,320,588.9248,7.6659665,658.68195,-3.5646439,2.4585385,[-0.176 -1.    -3.027 -0.158 -2.034],1.1256727
16.16,32100,3.9451044,0.013955653,693006.06,-108.24939598564912,8.889778,2.4414062e-06,641738,100,3443.544026851654,1.5545394,603.5652,321,571.7271,12.9922,603.5652,-3.6012344,2.7017806,[-0.179 -0.995 -3.021 -0.169 -2.034],1.0592053
16.49,32200,1.3936459,0.16856457,85247.14,-107.87582803947565,7.0624084,6.1035157e-06,643387,100,3452.2847304344177,0.55804116,584.3136,322,556.7677,2.9033756,584.3136,-4.053787,2.6860278,[-0.164 -1.005 -3.023 -0.161 -2.038],1.0540318
16.44,32300,2062.22,0.00040613167,7318097.5,-108.28115556287709,7.734146,-1.15966795e-05,645031,100,3462.7848172187805,5.144002,788.89795,323,560.7914,51.187088,788.89795,-4.065422,2.784845,[-0.172 -1.005 -3.029 -0.153 -2.042],1.4243641
16.55,32400,25697.5,1.3739591e-06,83126990.0,-107.87163262675158,7.335373,-7.6293946e-07,646686,100,3472.7606608867645,18.74633,1524.2676,324,554.4365,175.61589,1524.2676,-4.474388,2.8588314,[-0.16  -1.    -3.004 -0.17  -2.047],2.965552
16.43,32500,3.9459415e+26,9.181784e-20,5510906000.0,-107.8922570738977,6.7643814,-7.858276e-06,648329,100,3484.265026330948,150.69601,7471.7993,325,559.1744,1535.4553,7471.7993,-4.0712357,2.446749,[-0.151 -0.996 -2.973 -0.185 -2.049],14.970396
16.54,32600,36.070953,0.0005748182,1091075.0,-107.9530799768612,8.247932,5.41687e-06,649983,100,3498.206836938858,2.0283723,673.6274,326,555.23706,24.081448,673.6274,-4.6673355,2.6979127,[-0.164 -1.028 -2.967 -0.162 -2.048],1.219485
16.75,32700,1.4043908,0.16015922,68991.26,-108.02155944866075,7.8798904,-3.2043456e-06,651658,100,3508.1678698062897,0.5372318,567.6871,327,547.6307,3.2506742,567.6871,-4.140854,2.9372168,[-0.165 -1.045 -2.973 -0.182 -2.05 ],1.0414456
16.29,32800,460.97382,8.643992e-05,16501261.0,-108.25632355753032,7.5170517,-5.264282e-06,653287,100,3517.171144962311,8.19452,739.74255,328,566.5545,83.63206,739.74255,-4.0810013,2.6587436,[-0.16  -1.041 -2.974 -0.177 -2.049],1.3661344
16.32,32900,4.2412038e+29,4.732648e-16,867559300.0,-107.52023083285992,8.45993,-6.1035155e-07,654919,100,3527.833810567856,58.041523,3355.6306,329,561.5516,587.2626,3355.6306,-4.52108,2.6777267,[-0.171 -1.059 -2.984 -0.165 -2.054],6.453141
16.55,33000,998469400000.0,3.774145e-09,309604060.0,-108.00525763437567,9.202431,6.8664554e-07,656574,100,3540.85205745697,36.09305,2189.9236,330,555.1308,367.11597,2189.9236,-4.432686,2.8302023,[-0.149 -1.058 -3.024 -0.112 -2.058],4.303194
16.47,33100,384.7306,0.00019786484,77350960.0,-108.3734550049435,7.0596237,-1.5258789e-06,658221,100,3553.774920463562,18.518581,1456.9398,331,560.1059,189.49991,1456.9398,-3.8850098,2.6731355,[-0.157 -1.062 -3.005 -0.151 -2.062],2.8721948
16.41,33200,5.8804064,0.002366871,2581062.0,-108.15892434705962,7.585243,6.4849855e-06,659862,100,3565.4381532669067,2.9380047,741.95404,332,561.32153,48.16255,741.95404,-4.1212845,2.4470992,[-0.135 -1.049 -2.99  -0.134 -2.057],1.3267814
16.42,33300,30.337183,0.0067668734,4329052.0,-107.78704086077354,7.7484818,-3.1280517e-06,661504,100,3575.9254081249237,4.245632,758.78503,333,559.03534,39.2595,758.78503,-4.6796646,3.0722876,[-0.143 -1.052 -3.007 -0.127 -2.059],1.4069247
16.24,33400,2.965489,0.034619562,332854.28,-107.91426951872441,7.696213,-6.4849855e-06,663128,100,3585.971359014511,1.1455615,605.1579,334,566.76465,7.390545,605.1579,-4.3161697,2.6883874,[-0.141 -1.055 -3.024 -0.122 -2.059],1.0780728
16.84,33500,1941.1558,4.1170842e-05,7400853.5,-108.4640098203665,6.549858,-6.866455e-06,664812,100,3596.033314704895,5.2438626,723.6336,335,546.4963,227.15486,723.6336,-4.502907,2.728969,[-0.148 -1.059 -3.022 -0.133 -2.062],1.3199352
16.23,33600,50.638145,0.00050004857,2342979.5,-107.87535838591707,7.3592606,-3.5858154e-06,666435,100,3606.5059776306152,2.9432933,729.2373,336,566.96484,36.711044,729.2373,-3.8120651,2.5185418,[-0.144 -1.068 -3.022 -0.115 -2.059],1.2959664
15.96,33700,2.0616822,0.03322258,196664.58,-107.88504552150914,8.104973,-3.0517577e-07,668031,100,3616.7840609550476,0.8522386,614.08356,337,577.95416,6.8861966,614.08356,-3.9824753,2.5822852,[-0.148 -1.059 -3.018 -0.13  -2.061],1.0652316
16.43,33800,1.6704532,0.12943125,161560.7,-107.73560807119664,7.322983,4.577637e-06,669674,100,3625.489326953888,0.79044473,604.1628,338,558.35596,5.540283,604.1628,-4.650757,2.930187,[-0.149 -1.052 -3.021 -0.126 -2.062],1.0906631
15.94,33900,209.2311,3.5443387e-05,17927118.0,-107.55690202742691,7.655075,9.613037e-06,671268,100,3634.7927889823914,8.408647,1055.479,339,577.0251,76.512405,1055.479,-3.9565506,2.420438,[-0.143 -1.05  -3.018 -0.132 -2.06 ],1.9430803
16.36,34000,1.5606291,0.13909519,158658.81,-107.96744144882845,8.11644,-1.0375977e-05,672904,100,3645.4887597560883,0.75582284,581.5648,340,562.2847,5.8978596,581.5648,-4.3403854,2.6393988,[-0.138 -1.018 -3.003 -0.129 -2.065],1.0384755
16.34,34100,97034.18,1.2792668e-06,378166980.0,-108.59746454834249,6.1971207,-6.027222e-06,674538,100,3654.7261786460876,36.354267,2766.0068,341,566.36176,428.94406,2766.0068,-3.56073,2.2548187,[-0.135 -1.023 -3.009 -0.121 -2.066],5.1176763
16.02,34200,6.800177,0.01291805,873302.9,-107.68268080931563,8.42939,-2.4414062e-06,676140,100,3667.0223701000214,1.7905062,627.29895,342,574.4095,17.012177,627.29895,-4.1976013,2.5569546,[-0.139 -0.999 -2.975 -0.129 -2.066],1.0923194
15.84,34300,549.4304,0.00032007624,71627820.0,-107.87772650301811,8.776947,4.9591063e-06,677724,100,3676.393457174301,16.844221,1287.2487,343,582.91376,168.93439,1287.2487,-4.0395126,2.6192055,[-0.138 -1.006 -2.969 -0.132 -2.062],2.4081073
16.25,34400,117558.67,1.1273799e-05,18249250.0,-107.84668450251021,8.608574,-2.5177003e-06,679349,100,3687.4484605789185,8.035067,1042.4341,344,566.0294,71.78277,1042.4341,-4.114708,2.7452586,[-0.167 -1.031 -2.991 -0.124 -2.064],1.9135913
16.33,34500,42202.47,1.0458741e-06,192152060.0,-107.6865040427581,6.4388046,4.348755e-06,680982,100,3697.805258989334,27.49561,1588.0525,345,562.0248,279.6589,1588.0525,-4.588539,2.674601,[-0.155 -1.067 -3.027 -0.117 -2.066],3.0429819
15.86,34600,15.780989,0.0010249886,1624866.9,-108.09608943678221,8.206093,-8.163453e-06,682568,100,3708.863407611847,2.4196641,687.2328,346,583.2416,20.762758,687.2328,-3.7590332,2.3005433,[-0.172 -1.085 -3.024 -0.115 -2.07 ],1.1899232
16.44,34700,45405.73,1.6213831e-05,127784744.0,-108.4500356326876,7.130043,-3.890991e-06,684212,100,3717.946012735367,21.723793,1564.7891,347,561.6611,325.84903,1564.7891,-3.7819061,2.5992732,[-0.18  -1.091 -3.018 -0.116 -2.071],2.9074354
16.16,34800,120406.88,5.9330555e-06,70580310.0,-107.85908257413101,7.9468765,-2.822876e-06,685828,100,3729.7138454914093,16.49533,1377.6305,348,569.6723,159.12556,1377.6305,-3.8631058,2.6700673,[-0.197 -1.091 -3.015 -0.146 -2.068],2.5800014
16.53,34900,7.761906,0.007429395,913226.7,-107.86920553312738,7.816826,-7.6293946e-07,687481,100,3740.62247133255,1.9564031,616.28125,349,555.2164,23.318014,616.28125,-4.021385,2.801307,[-0.199 -1.086 -3.03  -0.157 -2.071],1.1320256
16.15,35000,2592495.5,1.0292219e-07,4561004500.0,-107.86133503565964,7.1235657,5.41687e-06,689096,100,3750.5484170913696,138.30736,7856.2476,350,570.08435,1552.304,7856.2476,-4.2512436,2.3225605,[-0.208 -1.097 -3.032 -0.17  -2.066],15.442725
16.61,35100,3117.885,2.8527485e-05,96947140.0,-108.17459639790148,6.445244,-6.790161e-06,690757,100,3763.778525352478,19.544273,1472.8492,351,553.7117,362.02496,1472.8492,-3.975357,2.7486293,[-0.213 -1.117 -3.029 -0.162 -2.067],2.8198113
16.28,35200,2.2882242,0.078167126,225337.38,-107.80026249288068,9.440697,3.0517577e-07,692385,100,3775.3519294261932,0.89096004,635.46545,352,564.57935,7.3073077,635.46545,-4.2514496,2.8387494,[-0.204 -1.11  -3.026 -0.135 -2.067],1.1273297
16.41,35300,1727491100.0,1.6795035e-06,90124536.0,-107.74328709671056,6.6414948,9.918213e-07,694026,100,3785.0058012008667,19.128317,1287.0638,353,559.1844,193.08945,1287.0638,-4.273361,2.7985303,[-0.203 -1.108 -3.018 -0.132 -2.069],2.4781456
15.75,35400,2643625.0,8.035021e-06,116061896.0,-107.89842924318151,7.8803253,-3.2043456e-06,695601,100,3796.086809396744,20.099045,1432.368,354,586.81226,352.12326,1432.368,-3.6253967,2.5938387,[-0.213 -1.113 -3.003 -0.17  -2.07 ],2.562945
16.04,35500,165.94809,0.00012715119,82481390.0,-107.7341732299931,8.848732,-4.348755e-06,697205,100,3806.54283618927,18.477203,1473.1348,355,573.8756,373.11725,1473.1348,-3.9214249,2.8564062,[-0.205 -1.104 -3.013 -0.136 -2.067],2.8083737
16.51,35600,6045390.5,4.3403577e-07,18870450.0,-108.37960709252164,7.7464294,4.8828124e-06,698856,100,3819.0320134162903,8.277486,1027.0687,356,558.58685,93.72064,1027.0687,-4.064537,2.89071,[-0.189 -1.077 -2.996 -0.126 -2.068],1.8716027
16.16,35700,5.2072716,0.034257855,2029964.5,-108.22378266453985,7.3660736,1.0223389e-05,700472,100,3830.7843103408813,2.7135122,845.86615,357,571.6163,19.340487,845.86615,-4.014328,2.3842638,[-0.186 -1.05  -2.959 -0.138 -2.076],1.5202626
16.22,35800,2.5299191,0.06936164,270875.94,-108.15299814924369,6.9022903,9.918213e-07,702094,100,3842.7457723617554,1.016011,623.1741,358,568.81726,6.9113398,623.1741,-3.925621,2.672788,[-0.194 -1.069 -2.977 -0.136 -2.078],1.1018573
15.78,35900,1367.6556,0.00014332426,38074140.0,-107.81453565987586,7.8463135,3.7384034e-06,703672,100,3851.9151418209076,11.644378,997.5673,359,585.08344,118.62278,997.5673,-3.520584,2.4959905,[-0.188 -1.056 -2.97  -0.131 -2.083],1.7800719
16.12,36000,1879449900000000.0,7.603506e-09,8425582000.0,-107.97341268353186,8.798561,2.9754638e-06,705284,100,3862.973347425461,178.32191,9361.083,360,571.8845,1812.3159,9361.083,-4.2311935,2.6189325,[-0.201 -1.048 -2.966 -0.152 -2.08 ],17.98942
16.18,36100,4.5797228e+21,8.2570464e-11,282894530.0,-107.45771571350672,7.8050995,-3.6621093e-06,706902,100,3875.9997482299805,33.268116,1862.1676,361,566.7692,339.14328,1862.1676,-4.503227,2.946913,[-0.179 -1.022 -2.962 -0.108 -2.087],3.59334
16.01,36200,1.3536148,0.1318257,55438.55,-108.0945010914048,8.647629,3.8146973e-07,708503,100,3887.2186229228973,0.44602978,613.6913,362,577.0199,3.1407661,613.6913,-4.097229,2.540681,[-0.192 -1.043 -3.015 -0.083 -2.081],1.0677782
16.04,36300,1.7379766,0.10505289,132146.6,-107.47513719281669,7.4036484,6.866455e-06,710107,100,3896.129242658615,0.7109979,619.6986,363,572.49396,3.7533674,619.6986,-4.0979843,2.5235746,[-0.189 -1.048 -3.016 -0.08  -2.083],1.0897303
16.12,36400,5322.259,1.5320752e-06,53272588.0,-108.00942591664896,9.151772,9.460449e-06,711719,100,3905.8740015029907,13.504254,1338.3295,364,572.0739,202.39171,1338.3295,-4.1403656,2.8539462,[-0.179 -1.047 -3.019 -0.078 -2.083],2.4202645
16.08,36500,3534555600.0,2.4926182e-08,6429044700.0,-107.91931224146718,9.018524,-1.8692017e-05,713327,100,3917.7106907367706,166.65256,8424.629,365,573.2308,1707.6957,8424.629,-3.795082,2.7511308,[-0.185 -1.049 -3.029 -0.096 -2.084],17.12013
16.25,36600,296679.3,5.7471643e-06,108277240.0,-108.34392530967119,8.234398,5.8746336e-06,714952,100,3930.5633590221405,21.141918,1540.4674,366,568.6017,211.3472,1540.4674,-3.9202347,2.5622222,[-0.179 -1.039 -3.053 -0.078 -2.083],2.9391553
16.43,36700,6.1766626e+17,9.09679e-12,6942935000.0,-108.4183269154014,7.5965195,4.9591063e-06,716595,100,3941.726708650589,173.79404,8514.15,367,561.9084,1777.033,8514.15,-3.997406,2.6844578,[-0.184 -1.054 -3.047 -0.069 -2.085],17.434166
15.8,36800,68169640.0,1.441575e-07,284093980.0,-107.3469947813131,7.5686417,3.8146973e-06,718175,100,3955.0300974845886,32.99987,1784.5737,368,581.7307,336.35968,1784.5737,-3.7693253,2.7250752,[-0.168 -1.037 -3.066 -0.034 -2.089],3.337623
16.19,36900,3687398800000.0,2.1990283e-07,18949000.0,-107.89255853782147,7.847847,-2.9754638e-06,719794,100,3966.2052733898163,8.194939,766.0687,369,568.64764,142.72427,766.0687,-4.1257935,2.8235266,[-0.16  -1.03  -3.091 -0.028 -2.089],1.3722638
15.9,37000,88488.28,6.574108e-07,75828590.0,-107.38493376945318,6.9198685,5.340576e-06,721384,100,3975.3604214191437,17.270662,1192.0024,370,577.7444,200.33017,1192.0024,-4.1178207,2.440042,[-0.116 -1.097 -3.125 -0.02  -1.998],2.218688
16.48,37100,172152440000000.0,1.6184729e-12,24154432.0,-107.86028188477042,9.169868,5.8746336e-06,723032,100,3986.5021290779114,10.165752,909.62683,371,557.06274,86.47077,909.62683,-4.347992,2.788908,[-0.111 -1.081 -3.116 -0.041 -2.002],1.75438
15.77,37200,17.665443,0.0023612594,1351516.9,-107.21836542365406,7.9056625,-1.0223389e-05,724609,100,3997.9641184806824,2.2101305,698.13007,372,582.28253,14.567117,698.13007,-4.11145,2.8150787,[-0.072 -1.073 -3.135 -0.012 -2.004],1.2109236
16.43,37300,11.740745,0.0033296396,2161073.2,-108.23208258472167,7.651039,-1.0223389e-05,726252,100,4009.2265355587006,3.0056357,773.59875,373,560.92755,19.588781,773.59875,-4.1911087,2.5909517,[-6.892e-02 -1.058e+00 -3.135e+00  3.006e-03 -2.003e+00],1.4320375
16.11,37400,3.1878757,0.017296536,699887.44,-107.7855374251507,8.700813,-1.487732e-05,727863,100,4020.417963027954,1.5805979,707.87836,374,571.3026,12.891794,707.87836,-3.8786926,2.6252155,[-0.057 -1.038 -3.124  0.013 -2.006],1.2518823
16.29,37500,1.1348194,0.11269237,32301.293,-107.95829792829794,9.6633,-1.2130738e-05,729492,100,4031.17614030838,0.33865303,586.51556,375,565.01215,2.4782493,586.51556,-4.106369,2.926838,[-0.066 -1.057 -3.139  0.007 -2.005],1.0398046
16.23,37600,820.22595,0.0005031532,13813282.0,-107.7648280482671,8.976624,-3.2806397e-06,731115,100,4040.260847568512,7.40547,876.146,376,566.3926,91.16325,876.146,-4.273079,2.7931392,[-0.077 -1.048 -3.136  0.007 -2.012],1.6150336
16.03,37700,828.77625,1.0849607e-06,30583728.0,-108.1362736635841,5.7487717,1.4038086e-05,732718,100,4051.450145483017,10.91727,1096.164,377,576.4147,107.46375,1096.164,-3.4364624,2.191491,[-0.078 -1.051 -3.132  0.025 -2.016],2.022196
15.9,37800,365.90466,1.0728274e-05,20920288.0,-107.87176553753872,7.043144,,734308,100,4062.2897169589996,8.199041,938.34827,378,580.37695,231.8153,938.34827,-3.816925,2.5174417,[-0.062 -1.049 -3.148  0.033 -2.019],1.632524
16.14,37900,36.074127,0.0002956334,8441208.0,-108.05144740383302,7.6476974,9.536743e-06,735922,100,4072.514251470566,5.8241034,735.591,379,571.49915,81.243355,735.591,-3.7695084,2.7163193,[-0.056 -1.057 -3.157  0.056 -2.023],1.3232211
16.37,38000,441045.2,6.105247e-08,1174898700.0,-108.15018905428646,8.7257,8.468628e-06,737559,100,4082.8124866485596,67.94867,4284.9595,380,562.8387,735.81506,4284.9595,-4.105713,2.71632,[-0.06  -1.057 -3.174  0.058 -2.019],8.341123
16.52,38100,7.502431,0.02485584,908624.6,-107.62417932071813,6.9596634,-2.670288e-06,739211,100,4095.70152926445,1.8187448,646.35547,381,554.3243,19.842184,646.35547,-4.74292,2.9723365,[-0.056 -1.094 -3.194  0.026 -2.035],1.1590357
16.04,38200,844107.7,8.216906e-07,1886540700.0,-108.16299374760676,7.169014,3.1280517e-06,740815,100,4106.621371984482,87.514404,4867.962,382,576.159,894.5339,4867.962,-3.8952026,2.694341,[-0.059 -1.085 -3.193  0.044 -2.036],9.569528
16.03,38300,1.1961627,0.2837302,34461.08,-107.6684838501812,8.480667,-7.019043e-06,742418,100,4119.250200033188,0.35724273,591.67285,383,573.93915,3.1333423,591.67285,-4.235939,2.8200312,[-0.059 -1.051 -3.191  0.055 -2.035],1.032897
16.44,38400,38.307327,0.0009848893,4972213.0,-108.37032936682992,7.931549,-1.2512207e-05,744062,100,4128.023319005966,4.467761,820.75903,384,561.24384,80.36345,820.75903,-3.983307,2.7405784,[-0.063 -1.051 -3.19   0.05  -2.036],1.5234776
16.01,38500,7.0291643,0.010948701,1783739.2,-107.64497629016856,8.157532,-1.4495849e-06,745663,100,4138.7356016635895,2.5695288,656.571,385,574.62933,23.971367,656.571,-4.144043,2.794039,[-0.046 -1.028 -3.175  0.055 -2.037],1.1610622
16.62,38600,894.6191,0.0005375055,172414780.0,-107.89054816152027,8.806068,2.822876e-06,747325,100,4148.899247169495,26.848347,1729.9119,386,551.8658,452.6296,1729.9119,-4.8698654,2.8222744,[-0.038 -1.027 -3.175  0.043 -2.039],3.4268577
15.78,38700,675.419,0.00020644718,86227610.0,-107.69715237248496,9.527061,-3.0517577e-07,748903,100,4160.834129810333,17.471937,1575.1809,387,584.446,181.02827,1575.1809,-3.998169,2.3884227,[-0.047 -1.029 -3.188  0.03  -2.042],2.8417857
16.06,38800,73.54425,0.00044863668,4738769.5,-107.79963135028385,7.4789352,-5.264282e-06,750509,100,4173.179522275925,3.8159525,823.6874,388,573.3995,73.856674,823.6874,-3.95813,2.489087,[-0.041 -1.022 -3.163  0.034 -2.04 ],1.4292953
15.96,38900,6.244134e+16,1.5235833e-10,471938600.0,-107.70178472259704,6.8745575,5.340576e-07,752105,100,4182.670453071594,43.642082,2385.8481,389,576.98285,446.7049,2385.8481,-3.717392,2.3910115,[-0.038 -1.03  -3.178  0.054 -2.042],4.633001
16.25,39000,11.109176,0.0077228327,1735586.9,-107.727606315187,9.307121,-1.9073486e-06,753730,100,4194.750097036362,2.5189803,667.81506,390,565.3966,24.063072,667.81506,-4.365631,2.8339252,[-0.048 -1.036 -3.15   0.012 -2.042],1.1971039
15.82,39100,8287717.0,6.1762295e-10,15124053.0,-108.04726583972189,7.387314,4.9591063e-06,755312,100,4204.937774419785,6.9974146,1080.2681,391,584.65533,106.25583,1080.2681,-3.4803162,2.3643422,[-0.044 -1.045 -3.15   0.019 -2.042],1.8483629
16.17,39200,323.90637,0.00026218657,18804626.0,-108.3088824632199,7.0829926,-7.400513e-06,756929,100,4216.415112733841,8.806548,877.1871,392,571.63354,87.785675,877.1871,-3.7222748,2.4969556,[-0.044 -1.024 -3.116 -0.01  -2.051],1.6236051
16.24,39300,3.286339,0.025260713,562955.5,-108.14950789661216,8.055405,-1.2207031e-06,758553,100,4227.065018892288,1.461527,629.2889,393,567.9812,10.878607,629.2889,-4.1429214,2.560745,[-0.044 -1.029 -3.1   -0.011 -2.052],1.117427
16.51,39400,6.8554773,0.015521624,871330.25,-108.17439583116546,8.34523,-9.613037e-06,760204,100,4237.49716925621,1.9036078,629.68524,394,557.52313,13.332891,629.68524,-4.215477,2.752847,[-0.057 -1.038 -3.108 -0.02  -2.059],1.1418085
16.47,39500,2.0090396,0.104780585,376817.9,-108.0765587383134,8.865196,-7.781982e-06,761851,100,4247.87327170372,1.1747336,618.19763,395,558.5807,7.929958,618.19763,-3.772255,2.7223744,[-0.065 -1.05  -3.109 -0.025 -2.061],1.1127789
15.93,39600,20096.48,2.174933e-05,82162260.0,-108.14188033232581,10.303833,-1.6174316e-05,763444,100,4257.920794248581,17.275782,1942.4026,396,580.558,164.51042,1942.4026,-3.7650452,2.847882,[-0.062 -1.039 -3.101 -0.017 -2.059],3.548457
15.98,39700,67455.05,5.4309585e-06,92617064.0,-107.93833847997067,7.015892,4.348755e-06,765042,100,4268.456536054611,18.16017,1487.2168,397,577.4333,334.27502,1487.2168,-3.9075546,2.666135,[-0.068 -1.049 -3.088 -0.015 -2.057],2.7099185
16.56,39800,8071.272,1.7564927e-06,949936900.0,-107.89102886945172,7.851555,-5.8746336e-06,766698,100,4281.2036390304565,62.228172,4025.0442,398,554.1451,720.70557,4025.0442,-4.709366,2.7105904,[-0.081 -1.036 -3.106  0.004 -2.058],7.9628
16.47,39900,1.1113127,0.44056207,35543.35,-108.22239284583496,9.03083,6.408691e-06,768345,100,4293.248985528946,0.3666556,569.31915,399,559.32367,3.262372,569.31915,-4.096092,2.5330203,[-9.434e-02 -1.052e+00 -3.138e+00 -2.463e-03 -2.057e+00],1.0186803
16.27,40000,1182.0837,3.4531793e-05,10252819.0,-107.826988742641,6.870186,2.2888185e-06,769972,100,4302.10188627243,6.079278,830.49097,400,565.13684,107.44817,830.49097,-4.4640884,2.7041929,[-0.096 -1.057 -3.141 -0.005 -2.059],1.4977586
16.38,40100,47.9699,0.003758754,6653546.5,-107.52092331515527,7.4636765,1.5258789e-07,771610,100,4313.123010635376,4.9899364,767.5185,401,559.2053,50.97526,767.5185,-4.6251984,2.819144,[-0.096 -1.061 -3.127 -0.024 -2.061],1.4188572
16.57,40200,260441100.0,5.723194e-09,4599098000.0,-108.2004098942063,8.505959,-8.621216e-06,773267,100,4323.935606479645,134.35643,7377.1353,402,555.3559,3093.5486,7377.1353,-4.133583,2.6868818,[-0.088 -1.051 -3.106 -0.04  -2.056],14.415825
16.2,40300,206.2161,0.00012869995,8888184.0,-108.28078883942715,7.495598,4.5776366e-07,774887,100,4336.718587636948,5.8934894,812.5206,403,570.29254,50.571877,812.5206,-3.7517853,2.5355952,[-0.084 -1.081 -3.131 -0.012 -2.059],1.4758172
16.01,40400,32.72112,0.0013909062,2170172.0,-107.92520400388482,7.805702,1.9073486e-06,776488,100,4348.613390922546,2.7925906,859.48755,404,576.10596,16.293825,859.48755,-4.1266403,2.8839178,[-0.099 -1.093 -3.128 -0.015 -2.055],1.5351682
16.08,40500,46186550.0,3.402185e-09,5074945000.0,-108.21382375403246,8.549042,-1.0681152e-05,778096,100,4360.097939252853,140.10658,7230.2173,405,574.77234,1427.2598,7230.2173,-3.583786,2.59587,[-0.115 -1.109 -3.142 -0.03  -2.058],14.01003
16.1,40600,12.882336,0.0043710014,1341683.6,-108.27819803175504,7.4876175,2.1362305e-06,779706,100,4372.27047252655,2.1274338,719.9155,406,574.31525,18.471891,719.9155,-3.7812424,2.4882734,[-0.108 -1.077 -3.145 -0.024 -2.06 ],1.2707155
