TimestepsSoFar,Weights,InitialReturnMean,EmpiricalD2,InitialReturnMin,MeanIW,StdIWNorm,InitialReturnMax,InitialReturnStd,ReturnMeanIW,MaxIW,StdIW,EpisodesSoFar,InitialBound,MeanIWNorm,MaxIWNorm,MinIW,EpRewMean,ESSClassic,ESSRenyi,TimeElapsed,EpThisIter,EpLenMean,MinIWNorm,Itaration,Bound
117488,[ 0.104 -0.237  0.087 ...  0.16   0.491 -0.704],0.00010925293,473202.03,-1207.0442,42.285492,4.196505,1022.6245,321.33087,21598.967,4217.755,419.65054,1400,-12.131143,0.42285487,42.177547,3.3399942e-07,1217.0259884048119,1.0051247,0.00021132623,162.47145223617554,100,122.73,3.339994e-09,14,13253.919
128838,[ 0.104 -0.239  0.093 ...  0.161  0.495 -0.696],4.6386718e-05,253.76543,-1124.7225,1.5558139,0.09338892,1164.9354,298.78043,1042.7703,91.68814,9.338893,1500,-11.707995,0.015558138,0.9168814,1.4376835e-06,1124.7225854757453,2.700445,0.39406472,175.0172860622406,100,113.5,1.4376835e-08,15,856.261
140127,[ 0.105 -0.238  0.101 ...  0.166  0.507 -0.744],0.00011352539,1.3187425,-348.97705,0.9911362,0.0054359017,1090.9391,252.6017,17.36036,3.005355,0.5435902,1600,-10.964233,0.009911361,0.030053549,0.27206632,1118.6266923473422,76.87582,75.82981,188.66441011428833,100,112.89,0.002720663,16,4.7692804
151292,[ 0.105 -0.237  0.103 ...  0.166  0.506 -0.734],8.605957e-05,3.4583042,-356.56323,1.050064,0.013186014,1163.4315,251.24629,59.420963,7.542429,1.3186014,1700,-11.692839,0.010500639,0.07542429,0.012627893,1106.2309190978713,38.806786,28.915907,197.90190386772156,100,111.65,0.00012627893,17,37.676193
162356,[ 0.106 -0.238  0.106 ...  0.168  0.513 -0.745],-0.00010925293,22.380615,-1096.1226,1.1811173,0.037159882,943.46545,264.7742,142.88812,35.781796,3.7159884,1800,-11.016562,0.011811174,0.35781795,0.0018756,1096.1224553898548,9.175708,4.4681525,208.71754002571106,100,110.64,1.8756e-05,18,90.77135
173724,[ 0.105 -0.238  0.105 ...  0.168  0.515 -0.727],,4.479357,-1126.5294,0.9462969,0.014808903,1153.1666,328.45746,85.646515,9.432304,1.4808905,1900,-11.58976,0.009462968,0.09432304,0.024617968,1126.5294289141625,28.993795,22.324635,220.41806721687317,100,113.68,0.00024617967,19,61.11738
185084,[ 0.105 -0.237  0.103 ...  0.168  0.514 -0.727],-6.0424805e-05,3.6744108,-495.89514,1.1153721,0.01635926,663.90625,217.05632,41.93783,8.877867,1.635926,2000,-6.6725698,0.011153722,0.08877867,0.017939316,1125.7321257318397,31.733591,27.215248,229.5611855983734,100,113.6,0.00017939316,20,29.147465
196787,[ 0.106 -0.24   0.105 ...  0.169  0.52  -0.736],9.765625e-06,9.392546,-1160.0386,1.1924137,0.024739185,969.61084,300.692,100.40133,14.856769,2.4739187,2100,-11.658822,0.011924138,0.14856768,0.025730867,1160.0385899989312,18.852121,10.646741,241.25141978263855,100,117.03,0.00025730865,21,64.67022
208662,[ 0.106 -0.24   0.104 ...  0.17   0.522 -0.724],-8.4838866e-05,10.836194,-1167.2556,1.3101339,0.028146934,952.4564,299.10498,145.7655,17.049334,2.8146935,2200,-11.731447,0.013101339,0.17049333,0.0024962141,1177.2358702629426,17.807446,9.2283325,251.46221327781677,100,118.75,2.496214e-05,22,107.14777
220255,[ 0.106 -0.241  0.102 ...  0.17   0.525 -0.722],1.2207031e-06,15.818495,-1149.0388,0.81195223,0.023147754,640.6708,258.10394,117.011154,18.478292,2.3147757,2300,-11.548271,0.008119523,0.18478292,0.0032760089,1149.0388363191332,10.955906,6.321714,262.8351471424103,100,115.93,3.2760086e-05,23,71.08081
232020,[ 0.105 -0.241  0.102 ...  0.171  0.527 -0.754],,3.0817018,-1166.2517,0.8840253,0.00894776,713.5161,299.3438,45.683563,4.9051237,0.894776,2400,-11.721276,0.008840254,0.049051236,0.03476924,1166.2517122095003,49.395638,32.449604,274.71769189834595,100,117.65,0.0003476924,24,25.107134
243628,[ 0.106 -0.241  0.104 ...  0.172  0.529 -0.76 ],-7.324219e-05,71.3121,-1150.5525,3.7601366,0.23995335,819.15955,323.61917,152.12552,237.13641,23.99534,2500,-11.56356,0.037601363,2.371364,0.003438741,1150.5524118918381,2.3967235,1.4022865,284.56926012039185,100,116.08,3.438741e-05,25,54.47592
254867,[ 0.106 -0.242  0.107 ...  0.172  0.53  -0.742],-7.324219e-05,2.8763235,-1113.6494,1.0888067,0.01967656,676.052,310.70392,111.90465,17.784946,1.9676564,2600,-11.192664,0.010888067,0.17784946,0.07705517,1113.6493292142507,23.441963,34.766605,295.93813586235046,100,112.39,0.0007705517,26,92.92231
266727,[ 0.106 -0.242  0.108 ...  0.173  0.531 -0.719],4.3945314e-05,1.1588178,-395.98492,1.0948329,0.004423959,873.93567,254.86742,20.541862,2.599988,0.44239593,2700,-8.78334,0.010948327,0.02599988,0.27144575,1175.7382063563036,85.96401,86.294846,307.77235221862793,100,118.6,0.0027144575,27,11.086691
278147,[ 0.106 -0.242  0.109 ...  0.174  0.536 -0.722],-2.1362304e-05,1.4257301,-1131.7471,1.1289275,0.0061338213,807.9166,287.24893,20.569542,3.383636,0.6133821,2800,-11.374509,0.011289273,0.03383636,0.054975327,1131.747045253007,77.20761,70.1395,317.22324776649475,100,114.2,0.00054975325,28,6.987958
289907,[ 0.106 -0.242  0.111 ...  0.175  0.538 -0.742],-1.953125e-05,1.779594,-1165.7468,1.1273485,0.009823883,623.9624,292.79626,23.89861,5.7716284,0.9823884,2900,-11.716211,0.011273486,0.057716284,0.12343618,1165.7468088679782,56.83872,56.192593,327.37770915031433,100,117.6,0.0012343618,29,8.269037
302028,[ 0.106 -0.242  0.112 ...  0.175  0.538 -0.72 ],5.3710937e-05,1.3448225,-392.04663,1.0625771,0.00687458,967.85767,281.3733,28.70748,6.212907,0.687458,3000,-9.72728,0.01062577,0.062129065,0.3097757,1201.832570129574,70.493355,74.35925,337.7874586582184,100,121.21,0.003097757,30,17.42703
314055,[ 0.106 -0.242  0.113 ...  0.176  0.539 -0.711],-4.2114258e-05,311.3693,-342.70795,2.054655,0.15602762,987.2081,238.4435,1443.3651,155.9917,15.602761,3100,-9.921858,0.020546557,1.559917,4.2395834e-05,1192.43049671178,1.7045445,0.32116205,348.7490041255951,100,120.27,4.2395834e-07,31,1268.2881
325064,[ 0.107 -0.242  0.116 ...  0.175  0.536 -0.727],-1.8920899e-05,9.42844,-1090.6414,1.0867827,0.013873952,1189.019,309.72296,93.15086,8.963286,1.3873953,3200,-11.95011,0.010867827,0.08963286,0.013823537,1090.6413342053513,38.02675,10.606209,363.5710287094116,100,110.09,0.00013823537,32,56.457195
336917,[ 0.107 -0.241  0.115 ...  0.176  0.538 -0.726],-5.126953e-05,5.0143785,-1175.0364,1.1999791,0.021204537,884.57837,286.38467,57.45587,17.3001,2.1204536,3300,-11.8096075,0.011999791,0.173001,0.037137102,1175.0363302328822,24.256798,19.94265,374.61574840545654,100,118.53,0.00037137102,33,31.010948
348790,[ 0.107 -0.239  0.114 ...  0.175  0.537 -0.693],-4.8828124e-06,1.609133,-1167.0425,1.0374423,0.008057495,832.5967,291.9281,16.183285,4.1450467,0.8057494,3400,-11.729218,0.010374424,0.041450467,0.22738706,1177.0222162693397,62.37466,62.145267,384.7420160770416,100,118.73,0.0022738704,34,1.3045835
360902,[ 0.107 -0.239  0.113 ...  0.175  0.537 -0.676],9.033203e-05,13.840894,-1200.9237,0.9426826,0.023189945,1518.6935,324.79153,172.6672,16.69671,2.3189945,3500,-15.263359,0.009426827,0.16696711,0.0018062411,1200.9238035807614,14.18123,7.224967,394.1838958263397,100,121.12,1.806241e-05,35,115.88208
373265,[ 0.107 -0.238  0.113 ...  0.177  0.544 -0.687],-7.3242186e-06,2.7108676,-1226.0372,0.827155,0.008710632,1023.59436,298.02338,42.845425,5.055541,0.87106323,3600,-12.322145,0.00827155,0.050555408,0.039875776,1226.0372217963936,47.416176,36.888557,406.6866788864136,100,123.63,0.00039875775,36,22.557379
386059,[ 0.107 -0.238  0.112 ...  0.177  0.543 -0.703],1.7089844e-05,64.98133,-1269.1313,1.6347445,0.08683395,1740.419,374.8918,1344.5751,84.613205,8.683395,3700,-17.491852,0.016347446,0.84613204,0.0038164968,1269.1313737580476,3.4229054,1.5389036,416.86369800567627,100,127.94,3.8164966e-05,37,1203.5714
399018,[ 0.107 -0.238  0.11  ...  0.178  0.546 -0.677],-5.065918e-05,34.062645,-1285.6366,1.5382727,0.08530096,994.03845,306.43787,141.5529,85.23191,8.530096,3800,-12.921192,0.015382728,0.85231906,0.0017116664,1285.636552567658,3.149634,2.9357674,431.8225185871124,100,129.59,1.7116663e-05,38,66.141014
412400,[ 0.107 -0.238  0.11  ...  0.178  0.544 -0.689],-0.00010253906,378.20575,-1327.9272,3.4969757,0.28795913,2621.5728,468.10318,1861.9235,289.63376,28.795916,3900,-26.347904,0.034969755,2.8963375,9.0078e-05,1327.9271314923349,1.453334,0.26440635,443.48497462272644,100,133.82,9.0078e-07,39,1349.5244
425561,[ 0.107 -0.237  0.109 ...  0.178  0.543 -0.706],1.4648437e-05,6.810482,-1305.835,1.1771895,0.021165462,803.7544,399.77716,123.233,17.853024,2.1165462,4000,-13.1241255,0.011771895,0.17853023,0.014439576,1305.8349882728362,23.62569,14.6832485,458.2070138454437,100,131.61,0.00014439576,40,88.98308
439607,[ 0.107 -0.237  0.109 ...  0.178  0.544 -0.722],-8.300781e-05,100.03539,-1394.2892,2.485613,0.16202363,1305.3099,355.25925,816.5904,162.13889,16.202364,4100,-14.013213,0.024856132,1.6213888,0.00024595548,1394.2891110288156,2.2993639,0.9996462,470.46979570388794,100,140.46,2.4595547e-06,41,676.43427
452566,[ 0.107 -0.238  0.112 ...  0.179  0.547 -0.744],7.8125e-05,7.7169323,-1285.6031,1.4691135,0.04239264,1663.8119,487.01257,245.01315,36.305344,4.239264,4200,-16.721848,0.014691133,0.36305344,0.009448741,1285.6032441588252,10.721964,12.958517,483.5191659927368,100,129.59,9.4487405e-05,42,198.56067
466297,[ 0.108 -0.238  0.111 ...  0.181  0.552 -0.735],5.126953e-05,8.06912,-1362.8041,1.1282915,0.022548662,1206.6549,416.32153,94.818565,14.911286,2.2548664,4300,-13.696635,0.011282913,0.14911287,0.011692756,1362.8041419599635,20.024364,12.392924,496.46804642677307,100,137.31,0.00011692756,43,55.91146
480327,[ 0.107 -0.237  0.109 ...  0.18   0.551 -0.747],9.1552734e-05,4.3659396,-1382.7268,1.2575691,0.02069516,1546.7828,447.22647,122.51669,14.261777,2.069516,4400,-15.545656,0.012575691,0.14261776,0.02457711,1392.707731204677,26.967575,22.904577,507.8631925582886,100,140.3,0.00024577108,44,90.0341
494043,[ 0.107 -0.237  0.108 ...  0.18   0.551 -0.772],-9.2773436e-05,3224.0532,-1361.3378,4.3672175,0.38409224,858.3395,452.5527,2093.2883,386.2625,38.40922,4500,-13.682049,0.04367217,3.8626251,2.24501e-06,1361.3376753215741,1.276321,0.031016858,519.9006536006927,100,137.16,2.2450099e-08,45,1316.4165
507633,[ 0.107 -0.237  0.109 ...  0.18   0.551 -0.789],-1.586914e-05,110.31363,-1348.755,2.1430836,0.1273442,1110.9459,392.49152,362.06595,124.81329,12.734421,4600,-13.555507,0.021430835,1.248133,0.00094750663,1348.7549803766763,2.754171,0.9065063,534.3426060676575,100,135.9,9.475066e-06,46,219.69215
521917,[ 0.107 -0.237  0.108 ...  0.18   0.551 -0.798],0.00012329101,1.3863401,-1418.1403,1.1667657,0.008033185,1181.391,396.62457,36.90484,4.479235,0.8033185,4700,-14.25272,0.011667657,0.04479235,0.22472554,1418.1403701252393,67.84111,72.13237,547.0156610012054,100,142.84,0.0022472553,47,20.12312
536071,[ 0.108 -0.236  0.108 ...  0.179  0.55  -0.802],-6.1035156e-05,15.242939,-1405.1343,1.2071403,0.03253803,1264.4622,380.81143,168.7952,24.268963,3.2538033,4800,-14.122193,0.012071405,0.24268962,0.002207004,1405.1342209648822,12.098446,6.560415,557.9969961643219,100,141.54,2.207004e-05,48,113.65929
551237,[ 0.108 -0.236  0.108 ...  0.18   0.551 -0.809],0.0001171875,1.5043476,-1506.328,1.0838542,0.0074059963,1043.3378,386.3963,40.69133,3.314342,0.74059963,4900,-15.139047,0.010838542,0.03314342,0.10395566,1506.328131984119,68.1709,66.474,569.9943053722382,100,151.66,0.0010395566,49,22.122864
566217,[ 0.108 -0.236  0.109 ...  0.181  0.555 -0.827],-8.4228515e-05,19.392473,-1487.7247,1.5490822,0.05792911,1161.8973,343.21463,132.75098,55.61851,5.7929106,5000,-14.952279,0.015490822,0.5561851,0.003795986,1487.7246325046322,6.6735945,5.15664,580.8940825462341,100,149.8,3.795986e-05,50,66.906166
581128,[ 0.108 -0.236  0.107 ...  0.181  0.555 -0.826],-2.8076172e-05,130.87569,-1470.8647,3.4799955,0.30143028,978.7893,367.34207,380.62994,303.2503,30.14303,5100,-14.782771,0.03479995,3.032503,0.0012505818,1480.845935932805,1.3153256,0.76408386,591.630589723587,100,149.11,1.2505818e-05,51,211.51398
595875,[ 0.108 -0.236  0.105 ...  0.181  0.552 -0.82 ],-2.3193359e-05,1.3784387,-1464.4113,1.0138625,0.005638876,1795.0297,508.4943,50.45889,2.7939506,0.56388754,5200,-18.040756,0.010138625,0.027939506,0.24181825,1464.4112543666558,76.37474,72.545845,604.5958740711212,100,147.47,0.0024181823,52,29.277828
609956,[ 0.107 -0.236  0.105 ...  0.182  0.556 -0.828],0.00010253906,78.7167,-1397.8243,1.0314083,0.065278195,1271.827,558.72003,583.1056,65.601715,6.5278206,5300,-14.048574,0.010314083,0.6560171,0.00012444369,1397.824436912699,2.435656,1.2703785,615.879890203476,100,140.81,1.2444368e-06,53,458.46243
624326,[ 0.107 -0.235  0.103 ...  0.182  0.558 -0.84 ],9.765625e-05,3.5059168,-1426.7379,1.1263345,0.018800465,1372.9865,603.9472,51.24823,13.287734,1.8800467,5400,-14.339177,0.011263345,0.13287733,0.014304686,1426.7379893409086,26.41215,28.523209,628.9934830665588,100,143.7,0.00014304685,54,24.399273
640411,[ 0.107 -0.235  0.102 ...  0.182  0.559 -0.857],-5.3710937e-05,11.621415,-1428.4062,1.2000544,0.021160703,921.4602,323.75708,100.546936,12.573143,2.1160707,5500,-14.356078,0.012000544,0.12573142,0.0038070944,1598.2416459022143,24.335224,8.604804,639.777429819107,100,160.85,3.8070943e-05,55,51.606968
656458,[ 0.108 -0.235  0.102 ...  0.182  0.559 -0.858],0.00020385742,109.37643,-1584.4858,1.7815155,0.09198653,1625.0787,432.08084,602.84076,90.11651,9.198653,5600,-16.33245,0.017815154,0.90116507,0.0022502393,1594.4651733533817,3.6152558,0.9142738,650.4417650699615,100,160.47,2.2502392e-05,56,432.02863
671404,[ 0.108 -0.234  0.101 ...  0.182  0.56  -0.828],3.6621093e-06,1.4556459,-1484.3712,1.0545157,0.0062206644,1645.3146,387.77866,17.715508,3.6606255,0.6220664,5700,-16.536034,0.010545157,0.036606252,0.14036942,1484.3712081753472,74.18451,68.69803,663.039882183075,100,149.46,0.0014036942,57,-2.2352428
687706,[ 0.108 -0.234  0.101 ...  0.182  0.56  -0.825],-2.0751953e-05,775.59845,-1609.9907,3.8729446,0.25343555,1089.6807,369.94492,1418.4297,252.27109,25.34356,5800,-16.18104,0.038729448,2.5227108,0.00029692636,1619.9721621137405,2.2820325,0.1289327,672.7800536155701,100,163.02,2.9692635e-06,58,967.7954
703662,[ 0.108 -0.233  0.1   ...  0.182  0.56  -0.825],9.765625e-06,4.145481,-1585.3666,0.85376143,0.011262952,1724.2775,547.60535,91.96491,7.02018,1.1262953,5900,-17.32964,0.008537615,0.0702018,0.024745539,1585.3665879729813,36.491962,24.122652,685.4505040645599,100,159.56,0.00024745538,59,56.680977
718622,[ 0.108 -0.233  0.099 ...  0.182  0.562 -0.818],7.5683594e-05,1.3570261,-1485.7837,1.1823152,0.0075573116,2053.8787,497.57993,23.768059,5.655805,0.75573117,6000,-20.642168,0.011823151,0.05655805,0.17336482,1485.7837532796789,70.993904,73.69055,697.3075416088104,100,149.6,0.0017336481,60,-0.27840805
734523,[ 0.107 -0.234  0.099 ...  0.183  0.563 -0.822],-4.8828126e-05,8.534341,-1569.8844,1.068865,0.020113023,1239.837,473.9421,126.926895,15.319743,2.0113022,6100,-15.777996,0.010688649,0.15319742,0.008440003,1579.8650668984258,22.02225,11.717366,707.6946964263916,100,159.01,8.4400024e-05,61,80.83389
751108,[ 0.107 -0.233  0.097 ...  0.183  0.562 -0.836],-7.8125e-05,6.3997674,-1638.303,0.930769,0.020087892,1441.4218,476.7246,136.2583,19.018337,2.008789,6200,-16.465645,0.00930769,0.19018337,0.027304618,1648.282754824824,17.674583,15.625567,719.6351583003998,100,165.85,0.00027304617,62,94.60411
767470,[ 0.107 -0.233  0.097 ...  0.183  0.564 -0.816],6.8359375e-05,3.028026,-1625.9812,0.9672611,0.011131198,1463.6838,476.48917,70.49887,5.6082253,1.1131197,6300,-16.341654,0.00967261,0.056082252,0.052259266,1625.9812615221633,43.023144,33.024815,731.937370300293,100,163.62,0.0005225926,63,42.06227
784342,[ 0.107 -0.233  0.097 ...  0.183  0.565 -0.823],-9.765625e-06,1.1049953,-1676.977,1.0833333,0.0035354542,3042.5933,575.8704,36.997974,2.2706344,0.35354543,6400,-30.579222,0.010833332,0.022706343,0.39664087,1676.9770404838719,90.374725,90.49812,743.1816573143005,100,168.72,0.003966409,64,4.853485
800836,[ 0.107 -0.233  0.097 ...  0.184  0.566 -0.833],-7.8125e-05,7.577704,-1639.1858,1.3046887,0.03198023,1230.5222,481.65714,144.29878,28.958162,3.198023,6500,-16.47451,0.013046888,0.28958163,0.022736067,1639.1857255556322,14.268858,13.1966095,754.2518343925476,100,164.94,0.00022736067,65,98.94856
816819,[ 0.108 -0.232  0.098 ...  0.185  0.569 -0.782],5.859375e-05,19.314468,-1588.0763,1.1231811,0.035158154,1231.5941,395.71414,125.10243,31.43453,3.5158155,6600,-15.960704,0.011231811,0.3143453,0.007877901,1588.0763491438893,9.260682,5.177466,766.2132935523987,100,159.83,7.877901e-05,66,54.957687
833416,[ 0.108 -0.231  0.097 ...  0.185  0.571 -0.783],3.173828e-05,2.0559092,-1649.48,0.82951784,0.00630859,1350.1741,411.1933,37.340782,3.6638434,0.630859,6700,-16.577866,0.0082951775,0.036638435,0.08367489,1649.4800069665625,63.356106,48.64028,777.9507246017456,100,165.97,0.0008367489,67,13.570662
850548,[ 0.108 -0.231  0.097 ...  0.186  0.572 -0.784],-0.00010498047,1.4632254,-1692.9899,1.0528847,0.0076108724,2026.6792,466.88907,26.548965,3.538877,0.76108724,6800,-20.368996,0.010528847,0.035388768,0.14852948,1702.9698531028293,65.68035,68.34217,788.5750494003296,100,171.32,0.0014852948,68,1.9099693
867122,[ 0.108 -0.232  0.097 ...  0.186  0.572 -0.791],-0.00013061524,1.31619,-1637.2009,1.0935199,0.0065391585,1652.4872,460.38144,53.245834,4.5724564,0.6539159,6900,-16.608253,0.0109352,0.045724563,0.27450654,1647.1806330863753,73.65971,75.976875,799.4270257949829,100,165.74,0.0027450654,69,34.192116
883217,[ 0.108 -0.231  0.097 ...  0.186  0.572 -0.805],0.00012451172,6.272794,-1599.2863,0.90682405,0.021614294,1760.3651,494.40704,126.62314,20.351109,2.1614294,7000,-17.692215,0.00906824,0.20351107,0.032203168,1599.2863739339023,14.967487,15.94186,811.8975672721863,100,160.95,0.00032203167,70,82.31172
898920,[ 0.108 -0.232  0.098 ...  0.186  0.571 -0.802],3.0517578e-05,71.32501,-1560.0869,1.5589569,0.067251675,2039.551,547.2999,1269.6128,64.187225,6.7251678,7100,-20.49823,0.015589569,0.6418722,0.0012423038,1560.0869656591956,5.0995326,1.4020327,820.9856069087982,100,157.03,1.2423037e-05,71,1096.4966
914485,[ 0.108 -0.232  0.099 ...  0.186  0.573 -0.786],5.493164e-05,1.3069801,-1536.3016,0.9511353,0.005465434,1593.4034,382.06702,16.539978,3.195175,0.54654336,7200,-16.01425,0.009511352,0.031951748,0.2772416,1546.2819059171172,75.17721,76.51226,835.8375980854034,100,155.65,0.0027724158,72,-1.768095
929985,[ 0.108 -0.231  0.1   ...  0.186  0.573 -0.793],-8.789063e-05,5.4080935,-1539.7969,1.1115599,0.019119816,769.95703,441.68356,41.593533,14.56652,1.9119815,7300,-15.475624,0.0111155985,0.1456652,0.015133715,1539.796793649556,25.26079,18.490805,846.2834451198578,100,155.0,0.00015133715,73,5.6046867
945321,[ 0.108 -0.231  0.101 ...  0.186  0.572 -0.796],7.5683594e-05,77.752846,-1513.41,2.5167286,0.1710129,1076.3337,365.58713,741.3899,165.03496,17.10129,7400,-15.21027,0.025167286,1.6503495,1.8467079e-05,1523.389493266611,2.1198719,1.2861266,855.9572768211365,100,153.36,1.8467078e-07,74,607.2688
960255,[ 0.108 -0.232  0.101 ...  0.186  0.575 -0.921],-0.00013793945,74.98771,-1483.2144,1.743568,0.07674733,1346.5093,382.9142,397.66846,58.955036,7.6747327,7500,-14.907005,0.01743568,0.5895504,0.00074345723,1483.214227872214,4.9079,1.3335519,867.1431758403778,100,149.34,7.434572e-06,75,268.5818
976893,[ 0.108 -0.232  0.099 ...  0.186  0.575 -0.921],-0.00015014649,39.573746,-1653.6069,1.1423694,0.054503527,876.12305,362.33252,425.54465,54.735367,5.4503527,7600,-16.61953,0.011423694,0.5473537,0.0029285743,1653.6067922274817,4.2081614,2.526928,879.3685474395752,100,166.38,2.9285742e-05,76,320.99603
992960,[ 0.108 -0.232  0.097 ...  0.186  0.575 -0.9  ],5.859375e-05,5.143501,-1596.5057,0.91586745,0.014560312,1263.2579,453.62643,119.90075,9.499529,1.4560311,7700,-16.045425,0.009158676,0.09499529,0.017091291,1596.5058110212624,28.349392,19.44201,892.4249541759491,100,160.67,0.0001709129,77,83.51073
1009026,[ 0.108 -0.232  0.097 ...  0.186  0.574 -0.918],7.5683594e-05,1.2173488,-1586.4316,0.9740446,0.0044780807,1153.3646,360.12317,11.189564,2.2934623,0.44780812,7800,-15.94416,0.009740446,0.022934623,0.29018235,1596.4123012921063,82.55172,82.14572,904.9344718456268,100,160.66,0.0029018235,78,-6.402277
1024931,[ 0.108 -0.232  0.097 ...  0.186  0.574 -0.923],5.0048828e-05,1.0768461,-1580.3125,1.0122573,0.0029113872,879.4778,459.45328,7.4854794,1.8205905,0.2911387,7900,-15.882681,0.010122573,0.018205905,0.45860404,1580.3125566464919,92.35986,92.86378,914.1111953258514,100,159.05,0.00458604,79,-8.996227
1041429,[ 0.108 -0.231  0.098 ...  0.186  0.574 -0.92 ],-4.0283205e-05,53.25039,-509.84863,1.5435382,0.06700262,1240.1143,348.53635,452.3075,61.755306,6.7002616,8000,-12.463656,0.01543538,0.61755306,0.00023598783,1639.6059288466595,5.039574,1.8779205,923.8522772789001,100,164.98,2.3598782e-06,80,361.35693
