Bound,TimeElapsed,EpThisIter,InitialReturnMean,InitialReturnStd,TimestepsSoFar,InitialReturnMin,Iteration,EpLenMean,J_sample_variance,StdIW,InitialReturnMax,ReturnMeanIW,MinIW,InitialBound,MeanIW,MaxIW,EpRewMean,Weights,EpisodesSoFar,EmpiricalD2
-11.539838,10528.494361400604,100,1.8119812e-07,1.6866152,5901774,-3.5391345,430,197.28,2.873405,,4.1604066,-1.4891511,1.0,-11.539838,1.0,1.0,-90.2666143819441,[-1.164 -0.92  -0.414 -0.689 -0.341],43000,1.0
-10.460285,10556.077978134155,100,6.3419344e-07,1.7131846,5919195,-3.670012,431,174.21,2.964648,,3.34377,-0.40968567,1.0,-10.460285,1.0,1.0,-92.79803826249426,[-1.164 -0.92  -0.414 -0.689 -0.341],43100,1.0
-10.373583,10582.714189291,100,-2.6226044e-07,1.548855,5936506,-2.8572083,432,173.11,2.4231834,,4.1849394,-0.32289985,1.0,-10.373583,1.0,1.0,-95.74721249276908,[-1.164 -0.92  -0.414 -0.689 -0.341],43200,1.0
-11.042456,10614.703297615051,100,2.670288e-07,1.6693016,5955569,-3.8785229,433,190.63,2.8147151,,3.733984,-0.99185383,1.0,-11.042456,1.0,1.0,-92.34557277750751,[-1.164 -0.92  -0.414 -0.689 -0.341],43300,1.0
-10.942567,10644.089990854263,100,-3.33786e-08,1.676216,5974838,-4.765442,434,192.69,2.8380811,,3.7566464,-0.8918427,1.0,-10.942567,1.0,1.0,-94.06982575833167,[-1.164 -0.92  -0.414 -0.689 -0.341],43400,1.0
-10.333635,10669.459815979004,100,3.9100647e-07,1.5641376,5992435,-3.5657716,435,175.97,2.4712389,,3.5219903,-0.28309417,1.0,-10.333635,1.0,1.0,-96.872949969964,[-1.164 -0.92  -0.414 -0.689 -0.341],43500,1.0
-10.951262,10697.11605143547,100,8.34465e-08,1.6809833,6010912,-3.4587927,436,184.77,2.8542473,,3.9062557,-0.90054196,1.0,-10.951262,1.0,1.0,-96.0435905986686,[-1.164 -0.92  -0.414 -0.689 -0.341],43600,1.0
-11.098879,10725.759582996368,100,1.7166138e-07,1.5394794,6030357,-3.305235,437,194.45,2.393936,,3.3029556,-1.0483376,1.0,-11.098879,1.0,1.0,-92.03331281704004,[-1.164 -0.92  -0.414 -0.689 -0.341],43700,1.0
-10.754307,10752.236942052841,100,-3.33786e-08,1.5866361,6048684,-3.5373044,438,183.27,2.5428421,,3.7470343,-0.70372677,1.0,-10.754307,1.0,1.0,-93.30631098582698,[-1.164 -0.92  -0.414 -0.689 -0.341],43800,1.0
-11.366818,10782.993446350098,100,,1.6766629,6068415,-6.0297637,439,197.31,2.8395944,,4.0220866,-1.3158972,1.0,-11.366818,1.0,1.0,-92.0015239542185,[-1.164 -0.92  -0.414 -0.689 -0.341],43900,1.0
-11.016762,10812.904333353043,100,-5.102158e-07,1.4830605,6088008,-3.2107205,440,195.93,2.2216852,,3.6806757,-0.966276,1.0,-11.016762,1.0,1.0,-93.7711158917547,[-1.164 -0.92  -0.414 -0.689 -0.341],44000,1.0
-11.2987995,10842.862411499023,100,-2.1457673e-08,1.4800005,6107423,-3.0179033,441,194.15,2.2125268,,3.8585105,-1.2483659,1.0,-11.2987995,1.0,1.0,-92.73155263786923,[-1.164 -0.92  -0.414 -0.689 -0.341],44100,1.0
-10.10589,10867.40076637268,100,2.7656554e-07,1.439911,6123650,-3.4431915,442,162.27,2.0942867,,2.7456174,-0.05510475,1.0,-10.10589,1.0,1.0,-95.72797784389914,[-1.164 -0.92  -0.414 -0.689 -0.341],44200,1.0
-10.296268,10894.365800857544,100,4.887581e-07,1.4690597,6140399,-3.3279138,443,167.49,2.1799355,,3.259607,-0.2456832,1.0,-10.296268,1.0,1.0,-94.23818246078669,[-1.164 -0.92  -0.414 -0.689 -0.341],44300,1.0
-10.197051,10920.753592967987,100,1.2397766e-07,1.6062192,6157266,-2.9632797,444,168.67,2.6060002,,3.3904395,-0.14630274,1.0,-10.197051,1.0,1.0,-95.20741105979091,[-1.164 -0.92  -0.414 -0.689 -0.341],44400,1.0
-11.0281725,10946.374668121338,100,1.2397766e-07,1.6227055,6175513,-3.0152965,445,182.47,2.659771,,3.9586086,-0.97774464,1.0,-11.0281725,1.0,1.0,-91.28222082971955,[-1.164 -0.92  -0.414 -0.689 -0.341],44500,1.0
-11.205456,10977.569418907166,100,3.1232832e-07,1.7756805,6194485,-7.91579,446,189.72,3.1848903,,3.9877405,-1.1545291,1.0,-11.205456,1.0,1.0,-93.37454886334307,[-1.164 -0.92  -0.414 -0.689 -0.341],44600,1.0
-10.62703,11004.690677165985,100,-3.33786e-08,1.4510291,6212404,-3.091568,447,179.19,2.1267533,,3.1779346,-0.57641584,1.0,-10.62703,1.0,1.0,-96.85286121349195,[-1.164 -0.92  -0.414 -0.689 -0.341],44700,1.0
-10.826832,11033.444828271866,100,2.2649765e-07,1.6277016,6230861,-3.3178492,448,184.57,2.6761742,,4.3282356,-0.77638006,1.0,-10.826832,1.0,1.0,-95.36432608491026,[-1.164 -0.92  -0.414 -0.689 -0.341],44800,1.0
-10.526352,11061.348015785217,100,3.33786e-07,1.4970062,6248183,-3.4785442,449,173.22,2.2636642,,3.4541566,-0.47582826,1.0,-10.526352,1.0,1.0,-97.64599049823475,[-1.164 -0.92  -0.414 -0.689 -0.341],44900,1.0
-11.513851,11091.54580450058,100,8.8214875e-08,1.5571637,6268925,-3.1821876,450,207.42,2.4492517,,3.0646486,-1.4632945,1.0,-11.513851,1.0,1.0,-92.74095669071727,[-1.164 -0.92  -0.414 -0.689 -0.341],45000,1.0
-9.984416,11115.561139822006,100,-7.6293944e-08,1.4462626,6285621,-3.1903052,451,166.96,2.1128037,,3.4149141,0.06605876,1.0,-9.984416,1.0,1.0,-97.04434039911817,[-1.164 -0.92  -0.414 -0.689 -0.341],45100,1.0
-11.479237,11145.018214941025,100,1.7166138e-07,1.5671031,6305246,-3.9263062,452,196.25,2.480619,,4.010394,-1.4285716,1.0,-11.479237,1.0,1.0,-91.44125568947737,[-1.164 -0.92  -0.414 -0.689 -0.341],45200,1.0
-11.052888,11174.452250957489,100,-2.0980835e-07,1.4528891,6323578,-2.5314937,453,183.32,2.1322088,,4.6254573,-1.0024637,1.0,-11.052888,1.0,1.0,-92.78748383310051,[-1.164 -0.92  -0.414 -0.689 -0.341],45300,1.0
-11.373789,11206.184879302979,100,-2.2411346e-07,1.5340489,6344012,-3.259293,454,204.34,2.377077,,4.009196,-1.3233476,1.0,-11.373789,1.0,1.0,-92.39437581277174,[-1.164 -0.92  -0.414 -0.689 -0.341],45400,1.0
-11.331399,11236.675338029861,100,1.4305115e-07,1.5944282,6362632,-3.9247794,455,186.2,2.5678797,,3.7623832,-1.2806615,1.0,-11.331399,1.0,1.0,-91.45413643833211,[-1.164 -0.92  -0.414 -0.689 -0.341],45500,1.0
-11.395677,11270.453864812851,100,1.14440915e-07,1.6400775,6383060,-3.4834933,456,204.28,2.7170243,,4.405222,-1.3452629,1.0,-11.395677,1.0,1.0,-93.02329554699523,[-1.164 -0.92  -0.414 -0.689 -0.341],45600,1.0
-10.6744375,11300.214641094208,100,-3.8146972e-08,1.6626505,6400819,-3.476749,457,177.59,2.79233,,4.298181,-0.6237812,1.0,-10.6744375,1.0,1.0,-97.6117678802263,[-1.164 -0.92  -0.414 -0.689 -0.341],45700,1.0
-11.923219,11336.114711523056,100,4.2676925e-07,1.5048302,6422182,-2.7205305,458,213.63,2.287388,,3.3144684,-1.8727707,1.0,-11.923219,1.0,1.0,-89.56022531950146,[-1.164 -0.92  -0.414 -0.689 -0.341],45800,1.0
-11.492235,11370.690827131271,100,-3.9815902e-07,1.6864197,6442941,-3.4419012,459,207.59,2.8727386,,3.4833589,-1.4418032,1.0,-11.492235,1.0,1.0,-90.87056780149479,[-1.164 -0.92  -0.414 -0.689 -0.341],45900,1.0
-11.226468,11404.322582244873,100,1.8835068e-07,1.4344264,6462687,-3.2227144,460,197.46,2.078363,,3.2533011,-1.1759481,1.0,-11.226468,1.0,1.0,-93.03694592398085,[-1.164 -0.92  -0.414 -0.689 -0.341],46000,1.0
-11.103641,11436.174517154694,100,-2.479553e-07,1.3825276,6481311,-2.7588573,461,186.24,1.9306897,,3.1430333,-1.0529792,1.0,-11.103641,1.0,1.0,-95.64348220085343,[-1.164 -0.92  -0.414 -0.689 -0.341],46100,1.0
-11.3235235,11468.943307638168,100,1.0967255e-07,1.5811925,6500625,-3.2239418,462,193.14,2.5254238,,3.656417,-1.2730409,1.0,-11.3235235,1.0,1.0,-94.1942684683,[-1.164 -0.92  -0.414 -0.689 -0.341],46200,1.0
-11.150939,11501.897956371307,100,1.9550323e-07,1.6565013,6519679,-3.3344412,463,190.54,2.7717135,,3.916552,-1.1002971,1.0,-11.150939,1.0,1.0,-91.84127690194637,[-1.164 -0.92  -0.414 -0.689 -0.341],46300,1.0
-11.0212145,11533.795843362808,100,-2.3841858e-08,1.4332918,6539100,-2.972845,464,194.21,2.075076,,3.5010173,-0.9707435,1.0,-11.0212145,1.0,1.0,-95.89811991571074,[-1.164 -0.92  -0.414 -0.689 -0.341],46400,1.0
-11.173738,11566.674360275269,100,-2.0503998e-07,1.5710468,6558591,-3.241447,465,194.91,2.4931195,,3.35433,-1.1232417,1.0,-11.173738,1.0,1.0,-94.69252759839281,[-1.164 -0.92  -0.414 -0.689 -0.341],46500,1.0
-11.582234,11602.61922955513,100,-3.4570695e-07,1.6579857,6579431,-3.5698628,466,208.4,2.7766836,,3.7961845,-1.5316464,1.0,-11.582234,1.0,1.0,-87.72597991704961,[-1.164 -0.92  -0.414 -0.689 -0.341],46600,1.0
-10.836634,11634.343054294586,100,2.9802322e-07,1.6576179,6597991,-3.5678663,467,185.6,2.775452,,4.094395,-0.78595334,1.0,-10.836634,1.0,1.0,-96.3742408669748,[-1.164 -0.92  -0.414 -0.689 -0.341],46700,1.0
-11.268071,11668.205558538437,100,1.3828277e-07,1.6114354,6617867,-3.5851564,468,198.76,2.622954,,4.109209,-1.2175152,1.0,-11.268071,1.0,1.0,-93.62738259188785,[-1.164 -0.92  -0.414 -0.689 -0.341],46800,1.0
-11.019367,11698.268952131271,100,-3.33786e-08,1.5360428,6635544,-2.9094334,469,176.77,2.3832598,,3.4842267,-0.9687679,1.0,-11.019367,1.0,1.0,-95.27268737625673,[-1.164 -0.92  -0.414 -0.689 -0.341],46900,1.0
-11.412978,11731.952300071716,100,1.6212464e-07,1.5697094,6655581,-3.2752843,470,200.37,2.4888766,,3.7146468,-1.3625828,1.0,-11.412978,1.0,1.0,-96.2397886185356,[-1.164 -0.92  -0.414 -0.689 -0.341],47000,1.0
-10.481976,11762.070113897324,100,6.67572e-08,1.5494747,6672898,-2.9039702,471,173.17,2.4251232,,4.351827,-0.43137953,1.0,-10.481976,1.0,1.0,-96.87898751287969,[-1.164 -0.92  -0.414 -0.689 -0.341],47100,1.0
-10.531648,11791.730750799179,100,1.0061264e-06,1.5175614,6690479,-3.150257,472,175.81,2.3262553,,3.6181087,-0.48095146,1.0,-10.531648,1.0,1.0,-98.0713617347724,[-1.164 -0.92  -0.414 -0.689 -0.341],47200,1.0
-11.097815,11824.00701212883,100,1.4305114e-08,1.5248291,6708638,-3.2758079,473,181.59,2.3485897,,3.4129448,-1.0470607,1.0,-11.097815,1.0,1.0,-96.50401647081942,[-1.164 -0.92  -0.414 -0.689 -0.341],47300,1.0
-11.840471,11861.620702266693,100,3.3855437e-07,1.4280553,6731062,-2.6967387,474,224.24,2.0599413,,3.6327486,-1.790059,1.0,-11.840471,1.0,1.0,-91.17336186853346,[-1.164 -0.92  -0.414 -0.689 -0.341],47400,1.0
-10.4759035,11891.594396591187,100,1.4305115e-07,1.7498953,6748417,-3.2191882,475,173.55,3.093064,,3.5756235,-0.4252769,1.0,-10.4759035,1.0,1.0,-94.37739889017466,[-1.164 -0.92  -0.414 -0.689 -0.341],47500,1.0
-11.175459,11924.908304214478,100,-2.193451e-07,1.6709683,6767852,-3.2565823,476,194.35,2.8203385,,3.4932973,-1.1249915,1.0,-11.175459,1.0,1.0,-94.63668482272438,[-1.164 -0.92  -0.414 -0.689 -0.341],47600,1.0
-11.203066,11958.631175756454,100,1.5974045e-07,1.593069,6788013,-3.084289,477,201.61,2.563504,,3.9846969,-1.1525683,1.0,-11.203066,1.0,1.0,-94.16129511774096,[-1.164 -0.92  -0.414 -0.689 -0.341],47700,1.0
-10.8132925,11989.120076179504,100,2.3841857e-09,1.6129829,6806210,-3.1762247,478,181.97,2.6279938,,3.9633908,-0.76261723,1.0,-10.8132925,1.0,1.0,-95.91601784746888,[-1.164 -0.92  -0.414 -0.689 -0.341],47800,1.0
-11.948826,12027.085277080536,100,-1.9550323e-07,1.60151,6828451,-3.5830455,479,222.41,2.5907416,,3.1218476,-1.8984038,1.0,-11.948826,1.0,1.0,-87.57078075619285,[-1.164 -0.92  -0.414 -0.689 -0.341],47900,1.0
-11.8996105,12062.253231287003,100,-1.502037e-07,1.4337223,6848759,-3.1569915,480,203.08,2.076323,,3.672338,-1.8490896,1.0,-11.8996105,1.0,1.0,-88.25842481509095,[-1.164 -0.92  -0.414 -0.689 -0.341],48000,1.0
-11.145687,12094.504252910614,100,-2.5272368e-07,1.6538112,6867697,-3.5279932,481,189.38,2.7627192,,3.5965679,-1.0951426,1.0,-11.145687,1.0,1.0,-93.3588402479796,[-1.164 -0.92  -0.414 -0.689 -0.341],48100,1.0
-11.803512,12129.033882856369,100,5.6743625e-07,1.6173769,6887972,-3.4340868,482,202.75,2.6423311,,3.9946306,-1.7526101,1.0,-11.803512,1.0,1.0,-92.91838974396862,[-1.164 -0.92  -0.414 -0.689 -0.341],48200,1.0
-10.796274,12160.186826229095,100,-2.2411346e-07,1.6568599,6906096,-3.3226142,483,181.24,2.7729137,,3.9928966,-0.74575704,1.0,-10.796274,1.0,1.0,-96.17973208868405,[-1.164 -0.92  -0.414 -0.689 -0.341],48300,1.0
-10.9152355,12193.204913377762,100,3.6239624e-07,1.5937551,6925625,-3.1408072,484,195.29,2.5657125,,3.5483313,-0.86482877,1.0,-10.9152355,1.0,1.0,-94.8096147434919,[-1.164 -0.92  -0.414 -0.689 -0.341],48400,1.0
-10.875237,12223.67131972313,100,1.3828277e-07,1.7854229,6943718,-3.267784,485,180.93,3.2199342,,3.7101023,-0.8247335,1.0,-10.875237,1.0,1.0,-96.84576898545818,[-1.164 -0.92  -0.414 -0.689 -0.341],48500,1.0
-11.231795,12256.254291057587,100,-4.1007996e-07,1.555833,6962852,-3.0230722,486,191.34,2.4450672,,3.4736836,-1.1811765,1.0,-11.231795,1.0,1.0,-94.61537323291321,[-1.164 -0.92  -0.414 -0.689 -0.341],48600,1.0
-11.220184,12288.597024440765,100,-6.580353e-07,1.5514361,6981741,-3.2213402,487,188.89,2.4312665,,3.7438488,-1.1696758,1.0,-11.220184,1.0,1.0,-93.86779983551162,[-1.164 -0.92  -0.414 -0.689 -0.341],48700,1.0
-11.480558,12324.955524921417,100,-3.5762787e-07,1.5233511,7002810,-3.3666759,488,210.69,2.344039,,3.4016538,-1.4301,1.0,-11.480558,1.0,1.0,-92.97611444509701,[-1.164 -0.92  -0.414 -0.689 -0.341],48800,1.0
-10.539501,12356.821280479431,100,-1.2159347e-07,1.5406201,7021500,-3.425084,489,186.9,2.3974855,,3.1536887,-0.48894015,1.0,-10.539501,1.0,1.0,-94.23349388986897,[-1.164 -0.92  -0.414 -0.689 -0.341],48900,1.0
-11.0497265,12388.865233182907,100,-2.193451e-07,1.7695242,7040520,-3.5309796,490,190.2,3.1628447,,3.75106,-0.999247,1.0,-11.0497265,1.0,1.0,-94.41868333517348,[-1.164 -0.92  -0.414 -0.689 -0.341],49000,1.0
-11.815484,12423.834270238876,100,5.9604645e-07,1.6128017,7060614,-3.0782413,491,200.94,2.6274033,,3.9066997,-1.7648258,1.0,-11.815484,1.0,1.0,-87.13988450664456,[-1.164 -0.92  -0.414 -0.689 -0.341],49100,1.0
-10.844201,12453.585027217865,100,5.078316e-07,1.7202511,7078473,-3.5316849,492,178.59,2.9891555,,4.056069,-0.7935775,1.0,-10.844201,1.0,1.0,-96.02817774240717,[-1.164 -0.92  -0.414 -0.689 -0.341],49200,1.0
-11.585595,12488.620172739029,100,-6.67572e-07,1.7103989,7098184,-3.24302,493,197.11,2.9550147,,3.424694,-1.5350169,1.0,-11.585595,1.0,1.0,-86.12841610931564,[-1.164 -0.92  -0.414 -0.689 -0.341],49300,1.0
-10.762635,12517.81431555748,100,-2.0980835e-07,1.5767258,7115764,-3.000214,494,175.8,2.511176,,4.3663974,-0.7121569,1.0,-10.762635,1.0,1.0,-93.32472820784525,[-1.164 -0.92  -0.414 -0.689 -0.341],49400,1.0
-11.057819,12551.464120388031,100,-1.4305114e-08,1.6363219,7135423,-3.2551742,495,196.59,2.7045958,,3.2899156,-1.0073508,1.0,-11.057819,1.0,1.0,-96.8088750031905,[-1.164 -0.92  -0.414 -0.689 -0.341],49500,1.0
-11.159922,12584.047565937042,100,-6.580353e-07,1.6096002,7154365,-3.2132688,496,189.42,2.6169827,,3.66165,-1.1093186,1.0,-11.159922,1.0,1.0,-93.84235032479083,[-1.164 -0.92  -0.414 -0.689 -0.341],49600,1.0
-10.242757,12612.598609924316,100,2.1457672e-07,1.6065364,7171420,-3.2960534,497,170.55,2.6070292,,3.570778,-0.19222273,1.0,-10.242757,1.0,1.0,-99.36600874031657,[-1.164 -0.92  -0.414 -0.689 -0.341],49700,1.0
-11.331183,12644.404025316238,100,-1.7166138e-07,1.6890854,7190252,-3.6319914,498,188.32,2.8818276,,3.4099894,-1.280735,1.0,-11.331183,1.0,1.0,-89.91557066221648,[-1.164 -0.92  -0.414 -0.689 -0.341],49800,1.0
-11.444342,12679.283027410507,100,3.004074e-07,1.6036435,7209962,-3.4482303,499,197.1,2.5976489,,3.9020236,-1.3938822,1.0,-11.444342,1.0,1.0,-91.00385122374661,[-1.164 -0.92  -0.414 -0.689 -0.341],49900,1.0
