VarJ,MaxNormIw,BatchSize,VarNormIw,Delta,AvgRet,ESSRenyi,AvgEpLen,MinVanillaIw,MaxVanillaIw,AvgNormIw,EpsThisIter,AvgDiscRet,VarDiscRet,VarVanillaIw,MinNormIw,VarRet,VanillaAvgRet,eRenyi2,IterType,AvgVanillaIw,Bound,J,ESSClassic
73.303,0.0190391,100,3.52779e-06,0.4,-90.6092412685,97.316868624,125.14,0.692552,1.92732,0.01,100,-90.6092412685,6012.6106172,0.0361509,0.00684139,6012.6106172,-90.6092412685,1.02757,1,1.0123,-141.053,-89.2637,96.6253405608
37.1153,0.0200774,100,9.26091e-06,0.4,-76.1113648562,93.7761539427,107.74,0.26626,1.99425,0.01,100,-76.1113648562,2632.33168484,0.0913688,0.00268061,2632.33168484,-76.1113648562,1.06637,1,0.993281,-124.506,-71.7484,91.6016869344
71.269,0.0160093,100,3.05354e-06,0.4,-86.020806454,95.9842518514,118.84,0.535944,1.62732,0.01,100,-86.020806454,6016.0711041,0.0315505,0.00527252,6016.0711041,-86.020806454,1.04184,1,1.01648,-136.208,-84.0636,97.0657193634
93.0414,0.0190636,100,2.01769e-05,0.4,-100.465280583,84.2693623407,134.56,0.129197,1.85256,0.01,100,-100.465280583,11384.8559274,0.190543,0.00132948,11384.8559274,-100.465280583,1.18667,1,0.971782,-146.091,-90.4372,83.3506038131
83.752,0.0145726,100,2.21513e-06,0.4,-91.8522625357,96.5692095943,125.2,0.532597,1.48516,0.01,100,-91.8522625357,8202.99451267,0.0230076,0.00522592,8202.99451267,-91.8522625357,1.03553,1,1.01914,-141.815,-89.8263,97.8540888953
44.4578,0.0165961,100,5.74231e-06,0.4,-77.3867085052,93.9566444139,109.05,0.495773,1.67904,0.01,100,-77.3867085052,3741.073563,0.0587751,0.00490038,3741.073563,-77.3867085052,1.06432,1,1.0117,-126.592,-73.8857,94.6208974087
49.2799,0.0148022,100,7.32294e-06,0.4,-82.0608636075,91.8603180471,114.03,0.206988,1.53819,0.01,100,-82.0608636075,4924.34910762,0.0790778,0.00199187,4924.34910762,-82.0608636075,1.08861,1,1.03916,-131.155,-77.8516,93.2403719577
85.28,0.0155309,100,1.46063e-06,0.4,-92.7474142516,97.7201222694,126.41,0.868949,1.52579,0.01,100,-92.7474142516,8122.5490437,0.0140974,0.00884495,8122.5490437,-92.7474142516,1.02333,1,0.982424,-143.074,-91.3951,98.5745740175
73.6228,0.015518,100,6.5059e-06,0.4,-87.9574436267,93.7544691644,120.93,0.432726,1.54787,0.01,100,-87.9574436267,7133.03102676,0.0647293,0.00433827,7133.03102676,-87.9574436267,1.06662,1,0.997462,-136.907,-84.1436,93.9489000045
71.7285,0.0193947,100,1.82557e-05,0.4,-93.8481264633,85.5267917625,128.39,0.156859,1.8924,0.01,100,-93.8481264633,8100.00673421,0.173802,0.00160761,8100.00673421,-93.8481264633,1.16922,1,0.975729,-140.961,-85.7207,84.6932794227
48.2789,0.0135267,100,4.20498e-06,0.4,-77.1750734155,94.8281054293,108.62,0.391616,1.33207,0.01,100,-77.1750734155,3793.1692359,0.040779,0.00397671,3793.1692359,-77.1750734155,1.05454,1,0.984773,-126.806,-74.3424,96.003460875
69.6464,0.016807,100,1.31976e-05,0.4,-90.9725093734,88.3987476698,124.85,0.069688,1.71808,0.01,100,-90.9725093734,8227.50948879,0.137912,0.000681715,8227.50948879,-90.9725093734,1.13124,1,1.02224,-137.053,-82.7148,88.4442420891
86.127,0.012437,100,4.5273e-06,0.4,-91.3281506522,95.7906333874,124.77,0.35293,1.24589,0.01,100,-91.3281506522,8192.97593696,0.0454326,0.00352309,8192.97593696,-91.3281506522,1.04394,1,1.00176,-141.207,-89.0079,95.7102489957
45.3412,0.0129384,100,1.50911e-06,0.4,-75.2174436335,98.5139308778,106.56,0.599619,1.31002,0.01,100,-75.2174436335,2559.16765934,0.0154709,0.00592213,2559.16765934,-75.2174436335,1.01508,1,1.0125,-125.894,-74.4251,98.527963398
55.4076,0.0198249,100,8.3886e-06,0.4,-80.2974452591,93.1888218845,111.96,0.330743,1.91964,0.01,100,-80.2974452591,4938.43562592,0.0786513,0.00341572,4938.43562592,-80.2974452591,1.07309,1,0.968297,-129.797,-76.8738,92.3320933479
94.4141,0.0192144,100,1.30795e-05,0.4,-103.620041723,88.2003656033,139.63,0.0939863,1.88458,0.01,100,-103.620041723,11181.5074264,0.125825,0.000958248,11181.5074264,-103.620041723,1.13378,1,0.980814,-151.032,-96.6327,88.5357389955
102.437,0.0137938,100,7.70374e-06,0.4,-103.691968718,94.0285546758,139.57,0.103011,1.34187,0.01,100,-103.691968718,11135.8348277,0.0729047,0.00105891,11135.8348277,-103.691968718,1.06351,1,0.972808,-153.761,-101.071,92.9137674288
80.9808,0.0146665,100,1.43626e-06,0.4,-89.2165647927,98.514625038,123.07,0.809424,1.46302,0.01,100,-89.2165647927,7076.16205859,0.0142916,0.00811433,7076.16205859,-89.2165647927,1.01508,1,0.997524,-139.913,-88.4403,98.5980209063
34.8068,0.0133667,100,4.63983e-07,0.4,-68.0518858266,99.522084222,97.18,0.930314,1.33593,0.01,100,-68.0518858266,1371.16518291,0.00463469,0.0093083,1371.16518291,-68.0518858266,1.0048,1,0.999446,-119.005,-67.7961,99.5427703473
85.6815,0.0146606,100,1.56295e-06,0.4,-90.9218447113,97.4936147938,125.6,0.855899,1.45427,0.01,100,-90.9218447113,8182.61242645,0.0153791,0.00862839,8182.61242645,-90.9218447113,1.02571,1,0.991956,-141.188,-89.4467,98.476288392
63.0225,0.0163503,100,2.70505e-06,0.4,-80.5382175471,97.4799177221,112.78,0.854144,1.66649,0.01,100,-80.5382175471,4901.38273791,0.0281011,0.00838024,4901.38273791,-80.5382175471,1.02585,1,1.01924,-130.823,-79.0804,97.3918745147
58.3399,0.0191783,100,7.36444e-06,0.4,-80.1210145037,94.2013967029,111.95,0.38138,1.95505,0.01,100,-80.1210145037,4897.10390541,0.0765302,0.0037412,4897.10390541,-80.1210145037,1.06156,1,1.0194,-128.944,-76.3066,93.204628282
54.6393,0.0130549,100,6.04187e-06,0.4,-81.3053922495,93.8057259615,113.51,0.157703,1.34144,0.01,100,-81.3053922495,4894.92097439,0.0637923,0.00153477,4894.92097439,-81.3053922495,1.06603,1,1.02754,-130.709,-77.9596,94.356150238
65.3737,0.0234082,100,1.1414e-05,0.4,-82.6744221239,92.9254701574,114.5,0.171159,2.29434,0.01,100,-82.6744221239,6077.0184923,0.109652,0.00174626,6077.0184923,-82.6744221239,1.07613,1,0.980143,-131.312,-78.3148,89.8473335652
71.0253,0.0173864,100,2.85968e-05,0.4,-94.8629961462,77.2034426485,129.03,0.014809,1.73664,0.01,100,-94.8629961462,9224.17871259,0.285311,0.000148261,9224.17871259,-94.8629961462,1.29528,1,0.998852,-141.039,-82.8938,77.9357873416
36.7171,0.0130344,100,4.77141e-06,0.4,-73.0761398242,96.1417825765,103.6,0.120462,1.30634,0.01,100,-73.0761398242,2597.82965148,0.0479271,0.00120194,2597.82965148,-73.0761398242,1.04013,1,1.00223,-122.217,-70.1125,95.4893737875
88.4494,0.0194323,100,9.8214e-06,0.4,-96.2844786569,90.8663907004,130.15,0.230798,1.96671,0.01,100,-96.2844786569,10394.4557736,0.100601,0.00228043,10394.4557736,-96.2844786569,1.10052,1,1.01208,-143.708,-90.1126,91.1384310342
35.8046,0.0144775,100,4.83777e-07,0.4,-70.0090324576,99.4539204151,100.5,0.943638,1.44779,0.01,100,-70.0090324576,1414.89008958,0.00483801,0.00943615,1414.89008958,-70.0090324576,1.00549,1,1.00002,-120.927,-69.7137,99.5233250314
65.8125,0.0136423,100,1.22524e-06,0.4,-78.7810821542,98.3053401783,110.3,0.691808,1.35661,0.01,100,-78.7810821542,4945.88036831,0.0121159,0.00695694,4945.88036831,-78.7810821542,1.01724,1,0.994413,-129.341,-77.8133,98.8015525855
71.3141,0.0164145,100,2.41725e-06,0.4,-83.5177164562,97.5434279821,115.73,0.599856,1.63867,0.01,100,-83.5177164562,6044.9146262,0.0240906,0.00600875,6044.9146262,-83.5177164562,1.02518,1,0.998305,-133.888,-82.159,97.662844606
82.804,0.0329874,100,1.23779e-05,0.4,-97.103300412,90.658515917,131.48,0.723586,3.24936,0.01,100,-97.103300412,10337.7826545,0.120101,0.00734582,10337.7826545,-97.103300412,1.10304,1,0.98503,-144.405,-90.7437,89.0836373124
69.5444,0.0842515,100,7.00818e-05,0.4,-83.4150990094,90.0939301842,115.95,0.767539,9.01884,0.01,100,-83.4150990094,6055.93234033,0.803067,0.00717014,6055.93234033,-83.4150990094,1.10995,1,1.07047,-132.664,-78.8396,59.0384671632
71.0237,0.0183568,100,1.97339e-05,0.4,-91.2584625675,83.1663748255,124.7,0.10934,1.78131,0.01,100,-91.2584625675,8262.30180765,0.185823,0.00112677,8262.30180765,-91.2584625675,1.20241,1,0.970384,-137.512,-81.4899,83.6564168478
28.0393,0.0151997,100,1.26119e-05,0.4,-74.8705067767,90.0668451983,104.83,0.120493,1.52879,0.01,100,-74.8705067767,3779.16004521,0.127586,0.00119798,3779.16004521,-74.8705067767,1.11029,1,1.0058,-122.544,-68.7113,88.9001397024
82.984,0.0293092,100,1.50982e-05,0.4,-93.9632014807,89.8402805281,127.85,0.168675,2.98585,0.01,100,-93.9632014807,9378.58657401,0.156694,0.00165572,9378.58657401,-93.9632014807,1.11309,1,1.01874,-143.312,-89.4128,86.9964863103
52.2409,0.0184496,100,8.42534e-06,0.4,-79.5210025881,93.0762626353,110.75,0.146602,1.87863,0.01,100,-79.5210025881,4907.94013547,0.0873568,0.00143974,4907.94013547,-79.5210025881,1.07439,1,1.01825,-127.343,-74.3974,92.3011113277
53.656,0.0154281,100,2.50747e-06,0.4,-76.9969814669,97.5413183356,108.38,0.768697,1.5592,0.01,100,-76.9969814669,3755.0070965,0.0256102,0.00760618,3755.0070965,-76.9969814669,1.02521,1,1.01062,-127.379,-75.6509,97.5777539685
66.7233,0.0121371,100,7.03405e-07,0.4,-81.5415819557,99.0906364364,113.93,0.807844,1.19379,0.01,100,-81.5415819557,4893.94239819,0.00680508,0.00821323,4893.94239819,-81.5415819557,1.00918,1,0.98359,-132.383,-81.0595,99.3084112769
65.4521,0.0183362,100,3.27991e-06,0.4,-79.2131284608,97.0972818088,110.27,0.460422,1.84306,0.01,100,-79.2131284608,4965.44059156,0.0331377,0.00458064,4965.44059156,-79.2131284608,1.02989,1,1.00515,-129.356,-77.5091,96.8550312408
69.233,0.0195088,100,4.27083e-06,0.4,-82.6608187915,96.2694394112,114.74,0.615692,1.96365,0.01,100,-82.6608187915,6071.5119804,0.0432695,0.00611687,6071.5119804,-82.6608187915,1.03875,1,1.00655,-132.679,-80.6101,95.9434339456
66.4168,0.0129768,100,1.30805e-06,0.4,-81.0421612275,98.8013606463,112.71,0.604435,1.30017,0.01,100,-81.0421612275,4902.19742737,0.0131308,0.00603276,4902.19742737,-81.0421612275,1.01213,1,1.00192,-131.854,-80.4566,98.7215801145
69.861,0.0243584,100,2.99261e-05,0.4,-93.7605452079,80.088759563,127.57,0.00485319,2.45157,0.01,100,-93.7605452079,9278.34149084,0.30314,4.82205e-05,9278.34149084,-93.7605452079,1.24861,1,1.00646,-138.468,-81.3796,77.1445057838
75.2591,0.0216899,100,1.3704e-05,0.4,-89.6696924379,88.539559897,122.98,0.289505,2.07006,0.01,100,-89.6696924379,8292.83928858,0.124824,0.0030334,8292.83928858,-89.6696924379,1.12944,1,0.954392,-137.381,-83.0894,88.0538220401
95.4101,0.0155497,100,2.40302e-06,0.4,-97.6028095828,95.781588135,131.99,0.841119,1.50941,0.01,100,-97.6028095828,10349.8449987,0.0226425,0.0086651,10349.8449987,-97.6028095828,1.04404,1,0.970698,-147.258,-95.0563,97.6763236314
52.9681,0.0389153,100,1.38991e-05,0.4,-78.7470830844,94.4854161945,110.93,0.559813,4.03354,0.01,100,-78.7470830844,3739.53812668,0.14932,0.00540104,3739.53812668,-78.7470830844,1.05836,1,1.03649,-128.469,-75.9112,87.9042708463
41.4873,0.0181278,100,1.3829e-05,0.4,-79.9284992844,86.7584887204,111.42,0.0473209,1.8514,0.01,100,-79.9284992844,4928.23236823,0.144245,0.000463338,4928.23236823,-79.9284992844,1.15262,1,1.02131,-127.046,-72.1966,87.9579667829
79.0838,0.0124573,100,2.8708e-06,0.4,-86.8622177573,97.2131807718,119.13,0.553446,1.23686,0.01,100,-86.8622177573,7164.43324929,0.0283006,0.00557415,7164.43324929,-86.8622177573,1.02867,1,0.992879,-137.243,-85.4268,97.2364162838
46.7255,0.0135388,100,1.00015e-06,0.4,-70.1006441449,98.6720815536,99.67,0.846878,1.32361,0.01,100,-70.1006441449,2606.12659239,0.00955925,0.00866248,2606.12659239,-70.1006441449,1.01346,1,0.97764,-120.796,-69.3759,99.019554164
83.3094,0.0286266,100,8.41224e-06,0.4,-90.092812864,95.1646735492,123.86,0.811317,2.94814,0.01,100,-90.092812864,8234.87230451,0.0892212,0.00787794,8234.87230451,-90.092812864,1.05081,1,1.02986,-139.862,-87.4911,92.3121055057
79.7379,0.0128524,100,4.58655e-06,0.4,-86.0186007994,95.6549592099,118.11,0.259541,1.27398,0.01,100,-86.0186007994,7179.48317975,0.0450653,0.00261835,7179.48317975,-86.0186007994,1.04542,1,0.991237,-135.378,-83.1418,95.6565131861
71.0903,0.0141457,100,2.89449e-06,0.4,-84.5489698,96.7770881506,117.53,0.745058,1.43857,0.01,100,-84.5489698,6019.68474015,0.0299358,0.00732623,6019.68474015,-84.5489698,1.0333,1,1.01697,-134.717,-82.7843,97.214242944
55.6188,0.0253286,100,9.13276e-06,0.4,-79.1626183648,94.6154535043,110.19,0.762062,2.70832,0.01,100,-79.1626183648,4943.28647824,0.104419,0.00712691,4943.28647824,-79.1626183648,1.05691,1,1.06928,-128.377,-75.8539,91.70826922
82.9472,0.0192399,100,1.00505e-05,0.4,-93.3909921344,91.2474497599,127.01,0.362186,1.89418,0.01,100,-93.3909921344,9312.24547744,0.0974153,0.00367885,9312.24547744,-93.3909921344,1.09592,1,0.984508,-142.153,-88.6696,90.9504146286
88.5005,0.0163778,100,1.74902e-05,0.4,-95.3829456207,86.2167515804,128.84,0.145542,1.63717,0.01,100,-95.3829456207,10452.4049052,0.17477,0.00145597,10452.4049052,-95.3829456207,1.15987,1,0.999622,-143.556,-88.5343,85.2403749392
72.3547,0.0141647,100,1.84694e-06,0.4,-82.0995028791,97.5136405162,113.35,0.853859,1.41913,0.01,100,-82.0995028791,6125.04353158,0.0185389,0.00852258,6125.04353158,-82.0995028791,1.0255,1,1.00188,-132.44,-80.7033,98.2043752963
70.7819,0.0180015,100,1.02921e-05,0.4,-86.7475494382,91.2975612432,119.24,0.218791,1.76545,0.01,100,-86.7475494382,7149.95674516,0.0989916,0.00223092,7149.95674516,-86.7475494382,1.09532,1,0.980722,-135.819,-82.3496,90.7529634116
64.1728,0.0268658,100,6.90368e-06,0.4,-83.2949891058,94.1634139913,115.19,0.8058,2.72654,0.01,100,-83.2949891058,6070.07573324,0.0711057,0.00793991,6070.07573324,-83.2949891058,1.06198,1,1.01487,-132.048,-79.3995,93.6026208077
60.0535,0.0151656,100,4.78928e-06,0.4,-80.7699166694,96.5107029607,112.68,0.277627,1.46462,0.01,100,-80.7699166694,4912.02204874,0.0446684,0.00287473,4912.02204874,-80.7699166694,1.03615,1,0.965751,-131.224,-79.2191,95.4732269581
53.4881,0.0149185,100,2.38136e-06,0.4,-79.1029345204,97.3727626521,111.45,0.527465,1.51507,0.01,100,-79.1029345204,3754.35624077,0.0245609,0.00519379,3754.35624077,-79.1029345204,1.02698,1,1.01557,-129.407,-77.6336,97.6967713962
55.5016,0.015097,100,2.2815e-06,0.4,-75.7629463522,97.742689696,106.83,0.772214,1.50334,0.01,100,-75.7629463522,3794.11246603,0.0226233,0.00775479,3794.11246603,-75.7629463522,1.02309,1,0.99579,-126.158,-74.4823,97.7912190119
66.7272,0.0275956,100,1.41274e-05,0.4,-88.6209144427,90.0433621609,122.05,0.329186,2.65684,0.01,100,-88.6209144427,7091.57437024,0.130952,0.00341914,7091.57437024,-88.6209144427,1.11058,1,0.962775,-137.227,-83.3866,87.729953478
68.3703,0.0140071,100,7.90443e-06,0.4,-87.536283038,89.7827026488,120.39,0.221207,1.48105,0.01,100,-87.536283038,7161.1042858,0.0883719,0.00209207,7161.1042858,-87.536283038,1.1138,1,1.05736,-134.554,-80.6363,92.7425007394
55.0332,0.0142806,100,3.14033e-06,0.4,-75.200355784,97.4641295143,105.62,0.584202,1.41901,0.01,100,-75.200355784,3762.7473978,0.0310064,0.00587929,3762.7473978,-75.200355784,1.02602,1,0.99366,-125.629,-73.8796,96.9847880482
78.8307,0.0157249,100,7.68622e-06,0.4,-89.6852001293,91.7757372735,122.81,0.167374,1.60266,0.01,100,-89.6852001293,8266.5860426,0.0798393,0.00164224,8266.5860426,-89.6852001293,1.08961,1,1.01918,-138.939,-85.6102,92.9287282148
88.2653,0.0209268,100,1.4989e-05,0.4,-94.0323097976,88.0467188968,127.81,0.11814,2.00313,0.01,100,-94.0323097976,9343.86934432,0.137337,0.00123421,9343.86934432,-94.0323097976,1.13576,1,0.957209,-143.152,-88.7051,87.0783070399
74.123,0.0156763,100,1.97705e-06,0.4,-81.3084375274,98.1235064095,112.83,0.869941,1.57153,0.01,100,-81.3084375274,6107.5470266,0.0198689,0.00867785,6107.5470266,-81.3084375274,1.01912,1,1.00248,-131.866,-80.2907,98.0803220707
73.7156,0.0180115,100,1.31968e-05,0.4,-89.594597524,88.6557879906,122.5,0.231926,1.94707,0.01,100,-89.594597524,8266.5493667,0.154216,0.00214545,8266.5493667,-89.594597524,1.12796,1,1.08101,-137.199,-82.9399,88.4448116607
47.1253,0.0142758,100,1.32085e-06,0.4,-71.6860392965,98.7935180227,102.08,0.901529,1.44291,0.01,100,-71.6860392965,2595.87121449,0.0134938,0.0089195,2595.87121449,-71.6860392965,1.01221,1,1.01074,-122.399,-71.0019,98.7092460972
48.1922,0.0133433,100,4.28422e-07,0.4,-72.0431016886,99.221754721,102.32,0.923336,1.3124,0.01,100,-72.0431016886,2595.67113862,0.00414459,0.00938761,2595.67113862,-72.0431016886,1.00784,1,0.98357,-122.894,-71.6109,99.5776367197
74.1565,0.0220213,100,8.69639e-06,0.4,-85.7177670528,93.7054769272,118.08,0.273888,2.23015,0.01,100,-85.7177670528,7220.32087532,0.0891911,0.00270447,7220.32087532,-85.7177670528,1.06717,1,1.01272,-134.444,-81.6671,92.072986497
74.3482,0.0207212,100,3.37669e-06,0.4,-81.362255161,97.792472787,112.59,0.669179,2.1007,0.01,100,-81.362255161,6092.2593021,0.0347048,0.00660074,6092.2593021,-81.362255161,1.02257,1,1.01379,-132.033,-80.3728,96.7652417141
48.0673,0.022304,100,7.68346e-06,0.4,-73.4255772121,95.1976234549,103.03,0.479555,2.32223,0.01,100,-73.4255772121,3778.40579825,0.0832922,0.0046059,3778.40579825,-73.4255772121,1.05045,1,1.04117,-123.082,-70.72,92.9310812379
79.1544,0.0157707,100,1.88807e-06,0.4,-86.0839297737,97.4109244681,118.31,0.860499,1.5655,0.01,100,-86.0839297737,7189.18386707,0.0186046,0.00866862,7189.18386707,-86.0839297737,1.02658,1,0.99266,-136.294,-84.5302,98.1651098944
77.9258,0.0138879,100,4.03856e-06,0.4,-84.4744426607,95.5804645321,116.18,0.600087,1.42516,0.01,100,-84.4744426607,7239.45543289,0.0425285,0.00584773,7239.45543289,-84.4744426607,1.04624,1,1.02619,-134.34,-82.0828,96.1555772798
12.2433,0.0203592,100,8.18042e-06,0.4,-63.1344924706,92.6178296494,91.16,0.227535,2.03929,0.01,100,-63.1344924706,142.8812913,0.0820746,0.0022716,142.8812913,-63.1344924706,1.07971,1,1.00165,-74.1764,-62.058,92.5080908779
87.4548,0.0397339,200,1.86266e-05,0.4,-63.1344924706,183.383486145,91.16,0.490368,4.39492,0.01,100,-96.9150672351,10396.4520223,0.227884,0.00443335,142.8812913,-63.1344924706,1.09061,,1.10609,-145.065,-91.7113,84.4306916319
50.204,0.0143693,200,1.22691e-06,0.4,-83.0974626127,194.472043656,114.79,0.85804,2.92493,0.005,100,-83.0974626127,6088.24252951,0.050836,0.0042153,6088.24252951,-83.0974626127,1.02843,1,1.01777,-108.659,-72.0233,190.688448302
37.1596,0.01,200,3.50449e-18,0.4,-69.1781232512,200.0,99.13,1.0,1.0,0.01,100,-69.1781232512,1394.78304258,,0.01,1394.78304258,-69.1781232512,1.0,2,1.0,-120.24,-69.1781,100.0
59.2917,0.00603679,200,1.05969e-07,0.4,-84.1262057137,198.622599544,117.42,0.794767,1.21495,0.005,100,-84.1262057137,5991.14671544,0.00429223,0.00394901,5991.14671544,-84.1262057137,1.00693,1,1.00629,-112.656,-76.4055,199.159933825
61.2981,0.01,200,3.50449e-18,0.4,-73.3311771601,200.0,102.65,1.0,1.0,0.01,100,-73.3311771601,3795.41175017,,0.01,3795.41175017,-73.3311771601,1.0,2,1.0,-124.42,-73.3312,100.0
72.0372,0.0101536,200,6.37304e-07,0.4,-86.9239957583,195.746851488,120.13,0.515583,1.99878,0.005,100,-86.9239957583,7161.11584634,0.0246964,0.00261912,7161.11584634,-86.9239957583,1.02173,1,0.984267,-115.794,-79.2761,195.052579282
84.0694,0.01,200,3.50449e-18,0.4,-87.9200390945,200.0,120.68,1.0,1.0,0.01,100,-87.9200390945,7139.06245099,,0.01,7139.06245099,-87.9200390945,1.0,2,1.0,-139.009,-87.92,100.0
48.0439,0.0105877,200,7.61708e-06,0.4,-80.6960993612,160.168787489,112.08,0.0127606,2.02434,0.005,100,-80.6960993612,6122.69959203,0.278453,6.67407e-05,6122.69959203,-80.6960993612,1.24868,1,0.955987,-114.558,-74.1892,153.473131999
96.1675,0.01,200,3.50449e-18,0.4,-92.9300843264,200.0,126.06,1.0,1.0,0.01,100,-92.9300843264,9341.60223868,,0.01,9341.60223868,-92.9300843264,1.0,2,1.0,-144.019,-92.9301,100.0
83.5354,0.00970977,200,6.61474e-06,0.4,-84.6743675466,169.701994107,116.61,0.0288492,1.74853,0.005,100,-84.6743675466,7211.71380522,0.214506,0.000160203,7211.71380522,-84.6743675466,1.17854,1,0.900395,-123.267,-84.0489,158.319684177
77.6256,0.01,200,3.50449e-18,0.4,-83.2415831122,200.0,115.48,1.0,1.0,0.01,100,-83.2415831122,6086.59904212,,0.01,6086.59904212,-83.2415831122,1.0,2,1.0,-134.331,-83.2416,100.0
71.0476,0.00905517,200,3.27193e-06,0.4,-87.1849011657,176.397318568,119.63,0.0869627,1.84046,0.005,100,-87.1849011657,7141.21960497,0.135164,0.000427862,7141.21960497,-87.1849011657,1.1338,1,1.01625,-120.149,-81.6826,176.956296345
77.7264,0.01,200,3.50449e-18,0.4,-82.2682524844,200.0,114.05,1.0,1.0,0.01,100,-82.2682524844,6102.42383112,,0.01,6102.42383112,-82.2682524844,1.0,2,1.0,-133.358,-82.2682,100.0
58.6403,0.0114429,200,2.84208e-06,0.4,-79.4032016413,179.408410069,110.52,0.248031,2.4124,0.005,100,-79.4032016413,4948.36863964,0.126317,0.00117651,4948.36863964,-79.4032016413,1.11477,1,1.0541,-114.316,-76.1734,179.676030373
61.1622,0.01,200,3.50449e-18,0.4,-74.9366001622,200.0,105.17,1.0,1.0,0.01,100,-74.9366001622,3778.59769208,,0.01,3778.59769208,-74.9366001622,1.0,2,1.0,-126.025,-74.9366,100.0
51.5782,0.00824499,200,2.23081e-06,0.4,-79.6084312347,183.763961478,110.96,0.307955,1.6432,0.005,100,-79.6084312347,4908.29365149,0.0886063,0.00154521,4908.29365149,-79.6084312347,1.08835,1,0.996486,-112.128,-74.4407,183.690826842
84.5047,0.01,200,3.50449e-18,0.4,-85.8553782983,200.0,118.8,1.0,1.0,0.01,100,-85.8553782983,7213.18270606,,0.01,7213.18270606,-85.8553782983,1.0,2,1.0,-136.945,-85.8554,100.0
78.3085,0.00767716,200,3.51184e-06,0.4,-88.9544625966,173.976041245,121.58,0.0754488,1.53665,0.005,100,-88.9544625966,8282.67476265,0.140698,0.000376943,8282.67476265,-88.9544625966,1.14958,1,1.0008,-121.079,-82.3456,175.473784719
50.3453,0.01,200,3.50449e-18,0.4,-72.6689614144,200.0,103.16,1.0,1.0,0.01,100,-72.6689614144,2560.25220783,,0.01,2560.25220783,-72.6689614144,1.0,2,1.0,-123.758,-72.669,100.0
58.4626,0.00684982,200,2.11727e-06,0.4,-84.0844500369,187.954739979,116.83,0.261306,1.32039,0.005,100,-84.0844500369,6026.88197769,0.0786726,0.00135558,6026.88197769,-84.0844500369,1.06409,1,0.963815,-113.952,-76.6866,184.456398122
