delta,BatchSize,MinNormIw,MaxVanillaIw,MinVanillaIw,ESSRenyi,AvgDiscRet,AvgNormIw,EpsThisIter,VarJ,AvgVanillaIw,SamplesThisIter,VarDiscRet,VarRet,VarNormIw,Bound,renyi2,IterType,VarVanillaIw,AvgEpLen,AvgRet,VanillaAvgRet,ESSClassic,MaxNormIw,J
0.7,100,9.343e-20,3.80179,2.21587e-15,nan,4543.83155799,5.05051e-05,110,2745.87,1.19782,50000,1396896.5197,1396896.5197,1.81894e-09,4653.86,nan,1,1.02314,454.545454545,4543.83155799,4543.83155799,2.44057211832,0.000160299,895011.0
0.7,100,5.94324e-26,41.2879,2.60221e-21,nan,3673.18747842,4.08497e-05,136,5570.82,1.78858,50000,3521507.11108,3521507.11108,3.72735e-09,4649.78,nan,1,7.14559,367.647058824,3673.18747842,3673.18747842,5.14463384476,0.000942984,885927.0
0.7,100,,10.9553,,nan,4028.68724584,4.48029e-05,124,2871.24,1.89718,50000,1791477.7702,1791477.7702,4.22342e-09,4622.91,nan,1,7.573,403.225806452,4028.68724584,4028.68724584,2.87759417509,0.000258715,892286.0
0.7,100,1.22478e-22,6.43876,4.06052e-18,nan,4095.90609495,4.55373e-05,122,4672.27,1.5097,50000,3231168.27509,3231168.27509,2.49923e-09,4652.66,nan,1,2.74697,409.836065574,4095.90609495,4095.90609495,3.0116958376,0.000194213,890780.0
0.7,100,,544.743,,nan,3728.1862818,4.14594e-05,134,nan,1.9891,50000,3513083.2002,3513083.2002,5.56626e-08,nan,nan,1,128.124,373.134328358,3728.1862818,3728.1862818,9.90743496061,0.0113542,nan
0.7,100,1.24266e-34,16.3981,6.37701e-30,nan,3728.1740789,4.14594e-05,134,4908.19,2.12759,50000,3078136.06792,3078136.06792,3.85135e-09,4628.01,nan,1,10.1425,373.134328358,3728.1740789,3728.1740789,3.39443380723,0.000319542,886726.0
0.7,100,,53.9819,,nan,3517.65164235,3.91236e-05,142,6400.44,2.30934,50000,4654727.26206,4654727.26206,3.92897e-09,4650.8,nan,1,13.6892,352.112676056,3517.65164235,3517.65164235,3.74704743643,0.000914532,884564.0
0.7,100,2.75683e-25,11.3695,9.53688e-21,nan,4095.99860247,4.55373e-05,122,4828.22,1.5753,50000,2738475.52334,2738475.52334,2.62763e-09,4652.62,nan,1,3.14453,409.836065574,4095.99860247,4095.99860247,3.02457843043,0.000328659,889164.0
0.7,100,5.25589e-39,20.4195,2.86495e-34,nan,3784.92061079,4.20875e-05,132,5808.88,2.29416,50000,3223570.87477,3223570.87477,3.93034e-09,4627.71,nan,1,11.678,378.787878788,3784.92061079,3784.92061079,3.08120880805,0.000374606,883498.0
0.7,100,,94.2781,,nan,3420.99150364,3.80518e-05,146,5525.74,2.10094,50000,4966634.28962,4966634.28962,4.4085e-09,4647.56,nan,1,13.4391,342.465753425,3420.99150364,3420.99150364,5.74264714075,0.00170754,887008.0
0.7,100,1.23988e-11,6.207,2.63045e-07,nan,4462.51823251,4.96032e-05,112,4098.45,1.05235,50000,2400483.57249,2400483.57249,1.1505e-09,4669.19,nan,1,0.517831,446.428571429,4462.51823251,4462.51823251,3.6109382554,0.00029257,894041.0
0.7,100,5.53242e-05,1.0046,0.995843,,4999.22255442,5.55556e-05,100,0.842553,1.00001,50000,0.00398306011354,0.00398306011354,5.49956e-16,4671.94,inf,1,1.78189e-07,500.0,4999.22255442,4999.22255442,0.556095267947,5.58109e-05,899860.0
0.7,100,1.5485e-11,3.48937,3.28744e-07,nan,4542.87088089,5.0505e-05,110,2979.83,1.07221,50000,1690825.45454,1690825.45454,1.47785e-09,4637.82,nan,1,0.666077,454.545454545,4542.87088089,4542.87088089,1.59261016497,0.000164362,891897.0
0.7,100,1.35945e-32,13.6702,6.24183e-28,nan,3784.84291116,4.20875e-05,132,6010.28,1.93243,50000,3437892.70485,3437892.70485,3.13914e-09,4651.25,nan,1,6.61775,378.787878788,3784.84291116,3784.84291116,3.62035274996,0.000297732,884465.0
0.7,100,,14.2368,,nan,4163.55980948,4.62963e-05,120,4562.3,1.61865,50000,2541911.14671,2541911.14671,2.91619e-09,4633.9,nan,1,3.56474,416.666666667,4163.55980948,4163.55980948,2.89130529067,0.000407199,889026.0
0.7,100,5.49922e-05,1.008,0.989859,,4999.32008425,5.55556e-05,100,0.750685,0.999999,50000,0.00315989812529,0.00315989812529,1.33663e-15,4672.04,inf,1,4.33067e-07,500.0,4999.32008425,4999.32008425,0.556051197495,5.59999e-05,899878.0
0.7,100,2.42614e-24,10.1104,8.07432e-20,nan,4029.78504332,4.48029e-05,124,6463.4,1.49106,50000,2926651.0415,2926651.0415,2.78087e-09,4649.89,nan,1,3.08007,403.225806452,4029.78504332,4029.78504332,4.02307219765,0.000303793,883460.0
0.7,100,1.21213e-24,6.193,3.09408e-20,nan,4462.59555581,4.96032e-05,112,3141.82,1.26617,50000,1068192.07134,1068192.07134,2.06525e-09,4650.15,nan,1,1.34567,446.428571429,4462.59555581,4462.59555581,3.03926391375,0.000242616,893052.0
0.7,100,5.55258e-05,1.00033,0.999466,,4999.31296276,5.55556e-05,100,0.338961,1.0,50000,0.000648651444674,0.000648651444674,3.51593e-18,4672.03,inf,1,1.13915e-09,500.0,4999.31296276,4999.31296276,0.555601476013,5.55737e-05,899876.0
0.7,100,3.89619e-16,4.22815,9.38942e-12,nan,4462.60557898,4.96032e-05,112,3729.16,1.19538,50000,1439578.19032,1439578.19032,1.99591e-09,4650.05,nan,1,1.15914,446.428571429,4462.60557898,4462.60557898,2.61737843804,0.00017545,892238.0
0.7,100,4.18163e-19,6.53165,1.12528e-14,nan,4543.01968113,5.05051e-05,110,2724.85,1.3591,50000,827056.109829,827056.109829,2.36091e-09,4633.13,nan,1,1.70966,454.545454545,4543.01968113,4543.01968113,3.25479037043,0.000242721,892547.0
0.7,100,5.91241e-14,4.95855,1.24804e-09,nan,4543.90965373,5.0505e-05,110,4609.63,1.0661,50000,2074543.15839,2074543.15839,9.7905e-10,4669.67,nan,1,0.436249,454.545454545,4543.90965373,4543.90965373,2.3565282688,0.000234903,893366.0
0.7,100,2.66946e-15,8.91766,6.48532e-11,nan,4462.58605062,4.96032e-05,112,3516.41,1.20508,50000,1116701.55222,1116701.55222,2.27378e-09,4650.16,nan,1,1.34204,446.428571429,4462.58605062,4462.58605062,3.50755233692,0.000367065,891795.0
0.7,100,8.05943e-18,7.7716,2.76217e-13,nan,4028.77504864,4.48029e-05,124,4700.57,1.53551,50000,2613759.0094,2613759.0094,3.05636e-09,4626.82,nan,1,3.59003,403.225806452,4028.77504864,4028.77504864,2.93098354637,0.000226759,885936.0
0.7,100,3.8825e-20,7.87922,9.90754e-16,nan,4462.5675202,4.96032e-05,112,2750.56,1.2658,50000,1073266.2046,1073266.2046,2.11575e-09,4649.98,nan,1,1.37776,446.428571429,4462.5675202,4462.5675202,1.88815934726,0.000308765,894164.0
0.7,100,5.52697e-05,1.00618,0.994856,,4999.29107161,5.55556e-05,100,0.867241,1.0,50000,0.00421754453421,0.00421754453421,7.6716e-16,4672.01,inf,1,2.48559e-07,500.0,4999.29107161,4999.29107161,0.555822500434,5.58991e-05,899872.0
0.7,100,5.50046e-12,4.03082,1.14084e-07,nan,4462.59737108,4.96032e-05,112,5125.35,1.02881,50000,2357960.71021,2357960.71021,1.01466e-09,4665.3,nan,1,0.436485,446.428571429,4462.59737108,4462.59737108,2.55565031448,0.000194343,891257.0
0.7,100,5.55475e-05,1.00009,0.999855,,4999.32121738,5.55556e-05,100,0.561785,1.0,50000,0.00176384031638,0.00176384031638,6.33449e-20,4672.04,inf,1,2.05161e-11,500.0,4999.32121738,4999.32121738,0.555559631954,5.55606e-05,899878.0
0.7,100,2.25093e-15,4.07161,5.54561e-11,nan,4462.5522401,4.96032e-05,112,3649.99,1.22207,50000,1220041.96577,1220041.96577,1.89578e-09,4650.01,nan,1,1.1507,446.428571429,4462.5522401,4462.5522401,2.41358516395,0.000165264,891715.0
0.7,100,5.53365e-05,1.00368,0.996056,,4999.33155532,5.55555e-05,100,0.374206,0.999999,50000,0.000784042052171,0.000784042052171,1.38567e-16,4672.05,inf,1,4.48955e-08,500.0,4999.33155532,4999.33155532,0.555593913886,5.57603e-05,899880.0
0.7,100,5.55445e-05,1.00021,0.999802,,4999.32124864,5.55556e-05,100,0.21573,1.0,50000,0.000261595610678,0.000261595610678,1.92449e-18,4672.04,inf,1,6.23493e-10,500.0,4999.32124864,4999.32124864,0.555594903664,5.55674e-05,899878.0
0.7,100,5.55218e-05,1.00081,0.999394,,4999.34945101,5.55556e-05,100,0.254007,1.0,50000,0.000362091706648,0.000362091706648,7.92996e-18,4672.07,inf,1,2.5695e-09,500.0,4999.34945101,4999.34945101,0.555610203128,5.56005e-05,899883.0
0.7,100,1.44904e-28,55.5085,6.49433e-24,nan,3673.25131322,4.08497e-05,136,7324.24,1.8308,50000,3695106.58724,3695106.58724,3.66469e-09,4649.82,nan,1,7.36109,367.647058824,3673.25131322,3673.25131322,4.64722048273,0.00123853,878414.0
0.7,100,5.55526e-05,1.00004,0.999947,,4999.31666387,5.55555e-05,100,0.691028,1.0,50000,0.00267191098533,0.00267191098533,1.99727e-20,4672.03,inf,1,6.45955e-12,500.0,4999.31666387,4999.31666387,0.555555562936,5.55578e-05,899877.0
0.7,100,5.51682e-05,1.00686,0.993028,,4999.32010705,5.55555e-05,100,0.404811,1.0,50000,0.000915739935034,0.000915739935034,8.30168e-16,4672.04,inf,1,2.68974e-07,500.0,4999.32010705,4999.32010705,0.555810031622,5.59366e-05,899878.0
0.7,100,9.97361e-12,3.9757,2.14218e-07,nan,4462.60534553,4.96032e-05,112,5299.27,1.0654,50000,2379202.46453,2379202.46453,1.04072e-09,4667.23,nan,1,0.480114,446.428571429,4462.60534553,4462.60534553,2.91702247145,0.000185101,891342.0
0.7,100,5.20715e-20,7.74709,1.67954e-15,nan,4095.96112445,4.55373e-05,122,6536.74,1.46879,50000,3273759.26788,3273759.26788,2.34144e-09,4652.52,nan,1,2.43593,409.836065574,4095.96112445,4095.96112445,4.84951147552,0.000240186,884234.0
0.7,100,1.58696e-19,12.9993,4.41094e-15,nan,4096.01136275,4.55373e-05,122,7302.06,1.2657,50000,3721526.40759,3721526.40759,1.8566e-09,4669.45,nan,1,1.43432,409.836065574,4096.01136275,4096.01136275,5.00570420758,0.000467687,884839.0
0.7,100,5.50316e-05,1.00671,0.990584,,4999.28614046,5.55556e-05,100,1.83815,1.00001,50000,0.0189712930157,0.0189712930157,2.29093e-15,4672.01,inf,1,7.4228e-07,500.0,4999.28614046,4999.28614046,0.556302314132,5.59273e-05,899872.0
0.7,100,5.52286e-05,1.00721,0.99412,,4999.31180623,5.55556e-05,100,0.524174,1.0,50000,0.00153626038825,0.00153626038825,7.70156e-16,4672.03,inf,1,2.49532e-07,500.0,4999.31180623,4999.31180623,0.555834017691,5.5956e-05,899876.0
0.7,100,2.89238e-19,6.26217,8.00506e-15,nan,4461.52018436,4.96032e-05,112,3583.53,1.37284,50000,1119515.22652,1119515.22652,2.82333e-09,4623.53,nan,1,2.16262,446.428571429,4461.52018436,4461.52018436,2.82312073935,0.000226264,889800.0
0.7,100,3.06352e-09,3.7033,6.5406e-05,nan,4543.91950142,5.05051e-05,110,4868.94,1.07828,50000,2083671.01812,2083671.01812,8.80406e-10,4670.7,nan,1,0.401307,454.545454545,4543.91950142,4543.91950142,1.88229758579,0.000173457,892900.0
0.7,100,,11.7614,,nan,3843.3354709,4.2735e-05,130,6386.75,1.7616,50000,4149853.31535,4149853.31535,2.78158e-09,4653.81,nan,1,4.7265,384.615384615,3843.3354709,3843.3354709,3.5674340885,0.000285321,885144.0
0.7,100,2.49361e-12,3.72379,5.34619e-08,nan,4462.63253497,4.96032e-05,112,6284.15,1.06347,50000,2411349.99658,2411349.99658,9.99004e-10,4670.55,nan,1,0.459197,446.428571429,4462.63253497,4462.63253497,2.66061570325,0.000173688,889263.0
0.7,100,5.55556e-05,1.0,1.0,,4999.33060603,5.55555e-05,100,0.288673,1.0,50000,0.000466532296654,0.000466532296654,5.29425e-23,4672.05,inf,1,,500.0,4999.33060603,4999.33060603,0.555555562936,5.55556e-05,899880.0
0.7,100,1.32574e-14,4.87025,3.28479e-10,nan,4462.57343493,4.96032e-05,112,3736.47,1.22902,50000,1246748.79393,1246748.79393,1.86912e-09,4650.07,nan,1,1.14746,446.428571429,4462.57343493,4462.57343493,3.46564218781,0.000196562,891318.0
0.7,100,5.55259e-05,1.00066,0.999466,,4999.30887622,5.55556e-05,100,0.371579,0.999999,50000,0.000777267587488,0.000777267587488,1.4151e-17,4672.03,inf,1,4.58521e-09,500.0,4999.30887622,4999.30887622,0.555608754138,5.5592e-05,899876.0
0.7,100,5.55522e-05,1.00031,0.999939,,4999.29121352,5.55556e-05,100,0.819012,1.0,50000,0.00376153686919,0.00376153686919,2.13462e-19,4672.01,inf,1,6.91718e-11,500.0,4999.29121352,4999.29121352,0.555599646322,5.55729e-05,899872.0
0.7,100,6.23731e-22,6.16964,2.12767e-17,nan,4095.95119042,4.55373e-05,122,7543.0,1.55337,50000,2951648.84774,2951648.84774,2.35348e-09,4651.13,nan,1,2.73858,409.836065574,4095.95119042,4095.95119042,2.63774947554,0.000180864,879253.0
0.7,100,1.96848e-14,3.62988,4.10662e-10,nan,4462.58610676,4.96032e-05,112,5142.07,1.03482,50000,2400556.20096,2400556.20096,1.00674e-09,4669.42,nan,1,0.438151,446.428571429,4462.58610676,4462.58610676,2.37917676874,0.000173996,892318.0
0.7,100,8.58521e-12,2.81228,1.73562e-07,nan,4543.88940482,5.05051e-05,110,5916.48,1.02103,50000,2083643.60788,2083643.60788,9.78773e-10,4670.63,nan,1,0.400026,454.545454545,4543.88940482,4543.88940482,2.80575010931,0.000139109,890579.0
0.7,100,7.4943e-30,18.6005,3.27659e-25,nan,3673.32174656,4.08497e-05,136,9338.86,1.786,50000,4400025.54214,4400025.54214,2.73525e-09,4649.7,nan,1,5.22854,367.647058824,3673.32174656,3673.32174656,3.17716033768,0.000425434,870592.0
0.7,100,7.89304e-11,3.96226,2.00279e-06,nan,4542.9987136,5.05051e-05,110,4872.49,1.28152,50000,1461447.47759,1461447.47759,1.62404e-09,4638.66,nan,1,1.04563,454.545454545,4542.9987136,4542.9987136,2.051155962,0.000156154,888042.0
0.7,100,5.32264e-11,4.6077,1.13578e-06,nan,4462.60548345,4.96032e-05,112,6166.03,1.05846,50000,2400577.19362,2400577.19362,9.15922e-10,4669.38,nan,1,0.417053,446.428571429,4462.60548345,4462.60548345,1.95138400104,0.000215932,889701.0
0.7,100,,10.9237,,nan,4095.96217319,4.55373e-05,122,6285.06,1.61302,50000,2710402.95554,2710402.95554,2.40863e-09,4652.4,nan,1,3.02215,409.836065574,4095.96217319,4095.96217319,3.64820649785,0.000308388,883475.0
0.7,100,5.52577e-05,1.00431,0.994643,,4999.32962169,5.55556e-05,100,0.466184,1.0,50000,0.00122231707818,0.00122231707818,3.9234e-16,4672.05,inf,1,1.2712e-07,500.0,4999.32962169,4999.32962169,0.555881203127,5.57949e-05,899879.0
0.7,100,2.96474e-19,4.20707,7.58627e-15,nan,4543.92435928,5.0505e-05,110,3651.84,1.29234,50000,983192.001983,983192.001983,1.69412e-09,4653.94,nan,1,1.10925,454.545454545,4543.92435928,4543.92435928,2.67328302172,0.000164414,891347.0
0.7,100,5.52404e-05,1.0039,0.994325,,4999.32919097,5.55555e-05,100,0.409902,0.999997,50000,0.000939655712584,0.000939655712584,1.83289e-16,4672.05,inf,1,5.93852e-08,500.0,4999.32919097,4999.32919097,0.555649514648,5.57723e-05,899879.0
0.7,100,5.53329e-05,1.00702,0.995995,,4999.30359454,5.55556e-05,100,0.771498,1.0,50000,0.0033312044307,0.0033312044307,6.19191e-16,4672.03,inf,1,2.00618e-07,500.0,4999.30359454,4999.30359454,0.555783976372,5.59455e-05,899875.0
0.7,100,1.10314e-11,4.2632,2.26903e-07,nan,4543.93677541,5.05051e-05,110,5916.97,1.03883,50000,2083686.92276,2083686.92276,8.46461e-10,4670.75,nan,1,0.358118,454.545454545,4543.93677541,4543.93677541,1.64146421254,0.000207265,890538.0
0.7,100,1.11276e-18,13.2982,3.24325e-14,nan,4164.43835415,4.62963e-05,120,9045.63,1.34935,50000,3497686.74944,3497686.74944,1.74659e-09,4669.69,nan,1,1.4837,416.666666667,4164.43835415,4164.43835415,3.51045165168,0.000456265,878135.0
0.7,100,1.81138e-16,8.30706,5.33816e-12,nan,4095.99404667,4.55373e-05,122,7886.32,1.34199,50000,3721494.7905,3721494.7905,1.7421e-09,4669.54,nan,1,1.51298,409.836065574,4095.99404667,4095.99404667,4.14791477003,0.000281881,882338.0
0.7,100,5.52966e-05,1.00433,0.995342,,4999.33295471,5.55556e-05,100,0.283669,1.0,50000,0.000442117978849,0.000442117978849,1.89413e-16,4672.05,inf,1,6.13699e-08,500.0,4999.33295471,4999.33295471,0.555601144737,5.57958e-05,899880.0
0.7,100,5.52732e-05,1.01072,0.994909,,4999.29099215,5.55556e-05,100,1.12187,0.999991,50000,0.00704981994342,0.00704981994342,8.99305e-16,4672.01,inf,1,2.9137e-07,500.0,4999.29099215,4999.29099215,0.55570204155,5.61518e-05,899872.0
0.7,100,5.52067e-05,1.00365,0.993718,,4999.3329827,5.55556e-05,100,0.3691,0.999998,50000,0.000759699176831,0.000759699176831,2.10506e-16,4672.05,inf,1,6.82034e-08,500.0,4999.3329827,4999.3329827,0.555620613363,5.57586e-05,899880.0
0.7,100,5.54224e-05,1.00921,0.997607,,4999.3262814,5.55556e-05,100,0.297563,1.0,50000,0.000495104965815,0.000495104965815,2.52591e-16,4672.04,inf,1,8.18406e-08,500.0,4999.3262814,4999.3262814,0.556301910152,5.60671e-05,899879.0
0.7,100,5.55352e-05,1.00023,0.999634,,4999.35346507,5.55556e-05,100,0.290686,1.0,50000,0.000475618446921,0.000475618446921,2.46667e-18,4672.07,inf,1,7.9905e-10,500.0,4999.35346507,4999.35346507,0.555590533895,5.55683e-05,899884.0
0.7,100,7.82077e-10,2.81749,1.6371e-05,nan,4543.91980833,5.05051e-05,110,6116.22,1.05721,50000,2083671.33843,2083671.33843,9.45272e-10,4670.68,nan,1,0.4142,454.545454545,4543.91980833,4543.91980833,1.96121286151,0.000134597,889764.0
0.7,100,6.33957e-19,11.9985,1.76195e-14,nan,4095.98861913,4.55373e-05,122,8325.13,1.26562,50000,3711629.05668,3711629.05668,1.71597e-09,4668.18,nan,1,1.32549,409.836065574,4095.98861913,4095.98861913,2.86643775262,0.000431711,880062.0
0.7,100,1.57284e-23,9.233,4.47746e-19,nan,4029.77387248,4.48029e-05,124,9339.25,1.27542,50000,3871468.95971,3871468.95971,1.5426e-09,4662.85,nan,1,1.25011,403.225806452,4029.77387248,4029.77387248,2.83008751759,0.000324337,874409.0
0.7,100,1.36346e-21,4.56004,3.54061e-17,nan,4462.59880632,4.96032e-05,112,6082.95,1.28809,50000,1568479.20849,1568479.20849,1.6772e-09,4650.09,nan,1,1.13098,446.428571429,4462.59880632,4462.59880632,2.53399185186,0.000175604,884103.0
0.7,100,5.5416e-05,1.00491,0.997493,,4999.33819691,5.55556e-05,100,0.260727,1.0,50000,0.000370858995764,0.000370858995764,1.602e-16,4672.06,inf,1,5.19049e-08,500.0,4999.33819691,4999.33819691,0.555681105266,5.58281e-05,899880.0
0.7,100,6.25854e-14,4.72036,1.59386e-09,nan,4462.61832592,4.96032e-05,112,4687.71,1.26324,50000,1292858.04601,1292858.04601,1.88477e-09,4650.16,nan,1,1.2224,446.428571429,4462.61832592,4462.61832592,2.02950572416,0.000185352,887966.0
0.7,100,5.51562e-05,1.0078,0.992816,,4999.33436092,5.55556e-05,100,0.34753,1.0,50000,0.000671932890899,0.000671932890899,3.97656e-16,4672.05,inf,1,1.2884e-07,500.0,4999.33436092,4999.33436092,0.555758467628,5.59889e-05,899880.0
0.7,100,5.51026e-05,1.00321,0.99184,,4999.30612671,5.55556e-05,100,0.604205,0.999993,50000,0.00204267238924,0.00204267238924,4.26289e-16,4672.03,inf,1,1.38117e-07,500.0,4999.30612671,4999.30612671,0.555691584029,5.57342e-05,899875.0
0.7,100,4.09346e-12,3.50456,8.85906e-08,nan,4462.60025134,4.96032e-05,112,7285.19,1.07351,50000,2411315.12808,2411315.12808,9.91282e-10,4670.61,nan,1,0.464292,446.428571429,4462.60025134,4462.60025134,2.17402635388,0.000161933,886394.0
0.7,100,5.53143e-05,1.01039,0.995653,,4999.32176118,5.55556e-05,100,0.466711,0.999996,50000,0.0012237495873,0.0012237495873,4.49183e-16,4672.04,inf,1,1.45535e-07,500.0,4999.32176118,4999.32176118,0.555824591456,5.61331e-05,899878.0
0.7,100,5.54675e-05,1.00147,0.998422,,4999.32391007,5.55556e-05,100,0.420155,1.00001,50000,0.000987869100426,0.000987869100426,7.05523e-17,4672.04,inf,1,2.28578e-08,500.0,4999.32391007,4999.32391007,0.555709059954,5.5637e-05,899878.0
0.7,100,5.50732e-05,1.00289,0.99131,,4999.30101273,5.55555e-05,100,0.71217,0.999992,50000,0.00284097898713,0.00284097898713,3.74898e-16,4672.02,inf,1,1.21466e-07,500.0,4999.30101273,4999.30101273,0.555763426101,5.57165e-05,899875.0
0.7,100,5.55369e-05,1.00041,0.999664,,4999.30992612,5.55556e-05,100,0.3624,1.0,50000,0.000737816227222,0.000737816227222,5.07718e-18,4672.03,inf,1,1.6447e-09,500.0,4999.30992612,4999.30992612,0.555586167275,5.55782e-05,899876.0
0.7,100,3.58239e-10,4.09009,8.02444e-06,nan,4543.93664635,5.05051e-05,110,6954.67,1.1313,50000,2083686.87849,2083686.87849,7.93764e-10,4670.73,nan,1,0.398267,454.545454545,4543.93664635,4543.93664635,1.76340937117,0.000182596,887937.0
0.7,100,5.5303e-05,1.00807,0.995463,,4999.29564697,5.55555e-05,100,0.623393,1.00001,50000,0.00217654240921,0.00217654240921,8.31626e-16,4672.02,inf,1,2.69451e-07,500.0,4999.29564697,4999.29564697,0.556094345191,5.60036e-05,899873.0
