delta,BatchSize,MinNormIw,MaxVanillaIw,MinVanillaIw,ESSRenyi,AvgDiscRet,AvgNormIw,EpsThisIter,VarJ,AvgVanillaIw,SamplesThisIter,VarDiscRet,VarRet,VarNormIw,Bound,renyi2,IterType,VarVanillaIw,AvgEpLen,AvgRet,VanillaAvgRet,ESSClassic,MaxNormIw,J
0.7,100,5.84694e-14,4.58629,1.28791e-09,nan,4462.61020721,4.96032e-05,112,10398.8,1.09262,50000,2400582.11277,2400582.11277,7.08284e-10,4669.45,nan,1,0.343657,446.428571429,4462.61020721,4462.61020721,1.75238849536,0.000208211,873467.0
0.7,100,5.50552e-05,1.00466,0.990992,nan,4999.29399255,5.55556e-05,100,0.678207,1.0,50000,0.0025851138417,0.0025851138417,1.06926e-15,4672.01,nan,1,3.46441e-07,500.0,4999.29399255,4999.29399255,0.55577111195,5.58147e-05,899873.0
0.7,100,5.5365e-05,1.00703,0.996573,nan,4999.30685205,5.55556e-05,100,0.395624,1.0,50000,0.00086899005903,0.00086899005903,1.95647e-16,4672.03,nan,1,6.33897e-08,500.0,4999.30685205,4999.30685205,0.555934319108,5.59459e-05,899876.0
0.7,100,1.13553e-11,4.79998,2.52702e-07,nan,4462.60048045,4.96032e-05,112,9770.88,1.10387,50000,2400571.6103,2400571.6103,7.6642e-10,4669.52,nan,1,0.379565,446.428571429,4462.60048045,4462.60048045,1.5907103763,0.00021569,876397.0
0.7,100,,29.2425,,nan,3420.99715487,3.80518e-05,146,13958.0,2.42199,50000,4225246.87136,4225246.87136,3.02118e-09,4648.3,nan,1,12.2397,342.465753425,3420.99715487,3420.99715487,4.1548848984,0.000459427,828063.0
0.7,100,4.1557e-11,4.46987,9.33261e-07,nan,4462.61957318,4.96032e-05,112,9393.71,1.11396,50000,2400591.55897,2400591.55897,7.4307e-10,4669.41,nan,1,0.374755,446.428571429,4462.61957318,4462.61957318,1.64846087716,0.000199038,878197.0
0.7,100,5.50551e-05,1.00316,0.990992,nan,4999.33197127,5.55556e-05,100,0.431888,1.0,50000,0.00103963154801,0.00103963154801,3.1272e-16,4672.05,nan,1,1.01322e-07,500.0,4999.33197127,4999.33197127,0.555738686561,5.57313e-05,899880.0
0.7,100,1.50322e-29,7.1971,5.55031e-25,nan,4095.98183438,4.55373e-05,122,11287.5,1.68137,50000,2719937.27928,2719937.27928,2.01665e-09,4652.21,nan,1,2.74929,409.836065574,4095.98183438,4095.98183438,3.09185753783,0.000194923,854327.0
0.7,100,2.35204e-21,24.8707,9.10757e-17,nan,3784.93286384,4.20875e-05,132,13869.2,1.62971,50000,4619255.42532,4619255.42532,1.86034e-09,4668.26,nan,1,2.78938,378.787878788,3784.93286384,3784.93286384,2.94188155775,0.000642289,845560.0
0.7,100,5.54263e-05,1.00288,0.997676,nan,4999.33164885,5.55556e-05,100,0.274566,1.0,50000,0.000420235882659,0.000420235882659,4.31599e-17,4672.05,nan,1,1.39838e-08,500.0,4999.33164885,4999.33164885,0.555628522507,5.57155e-05,899880.0
0.7,100,4.30472e-11,4.53945,9.90844e-07,nan,4462.59784339,4.96032e-05,112,10113.9,1.14175,50000,2400569.12926,2400569.12926,7.31954e-10,4669.51,nan,1,0.387797,446.428571429,4462.59784339,4462.59784339,2.44274364072,0.000197216,874842.0
0.7,100,5.50957e-05,1.00705,0.991734,nan,4999.31462482,5.55556e-05,100,0.425473,1.00001,50000,0.00100643722531,0.00100643722531,9.65539e-16,4672.03,nan,1,3.12841e-07,500.0,4999.31462482,4999.31462482,0.55626688044,5.59467e-05,899876.0
0.7,100,2.9793e-41,33.8759,1.4882e-36,nan,3784.91890603,4.20875e-05,132,11087.2,2.10236,50000,3731640.11772,3731640.11772,2.98874e-09,4650.98,nan,1,7.45753,378.787878788,3784.91890603,3784.91890603,4.57167609974,0.000678169,856873.0
0.7,100,4.82481e-17,5.164,1.31687e-12,nan,4543.93486999,5.05051e-05,110,7113.72,1.37847,50000,1119789.96007,1119789.96007,1.37644e-09,4654.05,nan,1,1.02537,454.545454545,4543.93486999,4543.93486999,2.56220125847,0.000189202,876768.0
0.7,100,5.53338e-05,1.00146,0.99601,nan,4999.3246702,5.55556e-05,100,0.330514,1.0,50000,0.000609184862888,0.000609184862888,1.78206e-16,4672.04,nan,1,5.77391e-08,500.0,4999.3246702,4999.3246702,0.555658613908,5.56365e-05,899878.0
0.7,100,5.52483e-05,1.00699,0.994476,nan,4999.310602,5.55556e-05,100,0.619267,1.00001,50000,0.00214647024517,0.00214647024517,4.62395e-16,4672.03,nan,1,1.49818e-07,500.0,4999.310602,4999.310602,0.556014997428,5.59434e-05,899876.0
0.7,100,5.55323e-05,1.00017,0.99958,nan,4999.29465946,5.55555e-05,100,0.777542,1.0,50000,0.00339484959764,0.00339484959764,1.04835e-18,4672.01,nan,1,3.39639e-10,500.0,4999.29465946,4999.29465946,0.555555815675,5.55651e-05,899873.0
0.7,100,7.21988e-10,5.09347,1.65675e-05,nan,4462.61513509,4.96032e-05,112,10468.0,1.13825,50000,2400586.38164,2400586.38164,7.44915e-10,4669.47,nan,1,0.392249,446.428571429,4462.61513509,4462.61513509,1.84275395312,0.000221966,873202.0
0.7,100,1.59303e-24,16.228,4.85547e-20,nan,4029.76206894,4.48029e-05,124,13500.9,1.36557,50000,3760571.637,3760571.637,1.63552e-09,4654.19,nan,1,1.51939,403.225806452,4029.76206894,4029.76206894,3.43966910136,0.000532426,848545.0
0.7,100,2.58424e-27,3.19121,5.70529e-23,nan,4462.61161412,4.96032e-05,112,10850.9,1.0951,50000,2411327.50203,2411327.50203,6.97882e-10,4670.68,nan,1,0.340152,446.428571429,4462.61161412,4462.61161412,1.90090617089,0.000144547,871920.0
0.7,100,,2747.61,,nan,22.0145585708,3.55806e-07,15614,810.462,1.85432,50000,102.627031207,102.627031207,4.22968e-11,36.7882,nan,1,1148.82,3.20225438709,22.0145585708,22.0145585708,74.1638379733,0.00052721,6098.73
0.7,100,,4857.32,,nan,22.1530935771,3.57271e-07,15550,829.595,1.95392,50000,97.95361517,97.95361517,4.73642e-11,36.8651,nan,1,1416.68,3.2154340836,22.1530935771,22.1530935771,57.1041007848,0.000888151,5995.16
0.7,100,,2308.89,,nan,22.2817985562,3.58701e-07,15488,730.482,1.52295,50000,101.775872754,101.775872754,3.47642e-11,36.5019,nan,1,626.673,3.22830578512,22.2817985562,22.2817985562,44.7998740701,0.000543812,5816.15
0.7,100,,6415.23,,nan,22.3943175091,3.59956e-07,15434,744.284,2.22764,50000,98.9849070005,98.9849070005,5.85167e-11,37.1853,nan,1,2241.16,3.23960088117,22.3943175091,22.3943175091,50.6555926169,0.00103661,6112.22
0.7,100,,35188.9,,nan,22.4489065261,3.60563e-07,15408,812.158,1.93172,50000,101.561001401,101.561001401,2.66668e-10,37.0617,nan,1,7654.19,3.2450674974,22.4489065261,22.4489065261,51.7268702413,0.00656814,6069.15
0.7,100,,7.47392e+09,,nan,22.4508616575,3.60657e-07,15404,713.902,32348.2,50000,98.9420422284,98.9420422284,3.00508e-08,36.8112,nan,1,2.41752e+14,3.24591015321,22.4508616575,22.4508616575,11.9999989569,0.0833282,5968.58
0.7,100,,494937.0,,nan,22.4239549415,3.60283e-07,15420,764.89,4.56326,50000,96.8303512206,96.8303512206,6.69202e-09,36.8722,nan,1,1.07355e+06,3.24254215305,22.4239549415,22.4239549415,11.9994634434,0.0390768,6011.33
0.7,100,,3803.54,,nan,22.4702406775,3.60797e-07,15398,695.711,1.87297,50000,102.084177225,102.084177225,3.55897e-11,37.452,nan,1,959.086,3.24717495779,22.4702406775,22.4702406775,60.1402220213,0.000732691,5990.42
0.7,100,,35234.7,,nan,22.319248336,3.59118e-07,15470,736.259,2.40318,50000,99.0507769227,99.0507769227,3.1071e-10,36.9374,nan,1,13914.1,3.23206205559,22.319248336,22.319248336,55.7733568169,0.00526528,5945.1
0.7,100,,3.08831e+06,,nan,22.1925496237,3.57869e-07,15524,743.392,21.7309,50000,95.9687579471,95.9687579471,1.18969e-08,36.8513,nan,1,4.38677e+07,3.22081937645,22.1925496237,22.1925496237,23.4377050645,0.0508588,5838.12
0.7,100,,1.47441e+08,,nan,22.5850472627,3.62162e-07,15340,808.814,1642.58,50000,98.2455670111,98.2455670111,1.0088e-08,37.213,nan,1,2.07517e+11,3.25945241199,22.5850472627,22.5850472627,35.8109740737,0.0325083,5936.91
0.7,100,,5286.84,,nan,21.8925048642,3.54534e-07,15670,771.794,2.05632,50000,96.1021055562,96.1021055562,4.49641e-11,36.6181,nan,1,1512.63,3.19081046586,21.8925048642,21.8925048642,34.903745802,0.000911514,5826.34
0.7,100,,4057.12,,nan,22.6930174972,3.63346e-07,15290,732.313,1.93031,50000,97.9085180145,97.9085180145,4.0499e-11,37.0317,nan,1,1143.03,3.27011118378,22.6930174972,22.6930174972,60.4695784511,0.000763678,5934.81
0.7,100,,1.06677e+14,,nan,22.8584979365,3.65113e-07,15216,635.517,4.6739e+08,50000,101.490078899,101.490078899,3.04258e-08,37.3223,nan,1,4.98594e+22,3.28601472135,22.8584979365,22.8584979365,12.0000018275,0.0833333,5873.76
0.7,100,,221133.0,,nan,22.17109305,3.57546e-07,15538,822.645,6.0945,50000,97.7084121268,97.7084121268,2.46868e-09,37.1515,nan,1,717258.0,3.21791736388,22.17109305,22.17109305,67.1407428677,0.0129732,5760.63
0.7,100,,31332.9,,nan,22.3879212794,3.59956e-07,15434,713.467,2.74951,50000,102.788834783,102.788834783,2.46065e-10,37.3177,nan,1,14357.0,3.23960088117,22.3879212794,22.3879212794,79.2583021732,0.00410197,5730.63
0.7,100,,4.55468e+06,,nan,22.1074980007,3.56766e-07,15572,780.197,38.1534,50000,97.1408586962,97.1408586962,8.90369e-09,36.9055,nan,1,1.01829e+08,3.21089134344,22.1074980007,22.1074980007,25.9424316017,0.04259,5750.04
0.7,100,,303473.0,,nan,21.7606564053,3.52913e-07,15742,721.491,3.75129,50000,99.3672986692,99.3672986692,3.37e-09,36.9813,nan,1,380764.0,3.17621649092,21.7606564053,21.7606564053,28.9842954376,0.0285501,5678.5
0.7,100,,65956.7,,nan,22.2822048969,3.58793e-07,15484,714.493,3.62103,50000,100.07078785,100.07078785,6.33307e-10,37.3487,nan,1,64504.5,3.22913975717,22.2822048969,22.2822048969,66.3312780614,0.00653539,5750.04
0.7,100,,2.80428e+08,,nan,22.0597876379,3.56308e-07,15592,712.496,1819.28,50000,95.4566176304,95.4566176304,1.6878e-08,35.4316,nan,1,4.40015e+11,3.20677270395,22.0597876379,22.0597876379,20.8481043027,0.0549221,5220.4
0.7,100,,1.83043e+10,,nan,22.319026036,3.59118e-07,15470,699.696,78957.0,50000,98.5334281745,98.5334281745,2.98686e-08,37.2857,nan,1,1.44385e+15,3.23206205559,22.319026036,22.319026036,12.0000028175,0.0832529,5772.2
0.7,100,,2.4317e+10,,nan,22.7538197834,3.64108e-07,15258,718.79,151409.0,50000,95.2609234464,95.2609234464,1.81801e-08,37.1923,nan,1,3.14369e+15,3.27696945864,22.7538197834,22.7538197834,12.0000018617,0.0584773,5785.84
0.7,100,,9907.3,,nan,22.1322775882,3.57041e-07,15560,674.344,1.84022,50000,99.6337128257,99.6337128257,5.3108e-11,36.8058,nan,1,1410.8,3.21336760925,22.1322775882,22.1322775882,26.8908143236,0.00192222,5664.96
0.7,100,,7.03118e+07,,nan,22.2798264819,3.5884e-07,15482,671.738,417.444,50000,99.0092998545,99.0092998545,1.7841e-08,36.9901,nan,1,2.41443e+10,3.22955690479,22.2798264819,22.2798264819,19.9034609148,0.0604409,5698.22
0.7,100,,154716.0,,nan,22.525107602,3.61407e-07,15372,608.094,6.52544,50000,97.9157647519,97.9157647519,1.38751e-09,36.7552,nan,1,452337.0,3.25266718709,22.525107602,22.525107602,97.0391646024,0.00856887,5672.75
0.7,100,,18406.9,,nan,22.8765562819,3.65401e-07,15204,703.791,1.63317,50000,96.6616421734,96.6616421734,1.17899e-10,37.3898,nan,1,2355.24,3.28860826098,22.8765562819,22.8765562819,22.1627155954,0.00411829,5760.06
0.7,100,,51629.7,,nan,22.4701545324,3.60797e-07,15398,684.218,3.07745,50000,95.3850102692,95.3850102692,5.5475e-10,37.2589,nan,1,40360.1,3.24717495779,22.4701545324,22.4701545324,51.4289228692,0.00605302,5698.87
0.7,100,,2.27174e+10,,nan,22.3146144519,3.59071e-07,15472,656.717,97889.9,50000,100.773650912,100.773650912,2.99202e-08,37.3606,nan,1,2.22371e+15,3.2316442606,22.3146144519,22.3146144519,12.0000016667,0.0833301,5653.85
0.7,100,,2361.32,,nan,22.3778596071,3.59769e-07,15442,580.956,2.48992,50000,96.1171176272,96.1171176272,2.27704e-11,37.3372,nan,1,1090.67,3.23792254889,22.3778596071,22.3778596071,2671.22333171,0.000341188,5551.22
0.7,100,,2.92885e+12,,nan,22.9540311596,3.66172e-07,15172,579.448,1.28695e+07,50000,99.6741422068,99.6741422068,3.05141e-08,37.225,nan,1,3.76928e+19,3.29554442394,22.9540311596,22.9540311596,11.9999992766,0.0833333,5687.7
0.7,100,,2.1287e+09,,nan,22.3568147293,3.59536e-07,15452,608.854,7691.24,50000,99.1404272699,99.1404272699,3.56011e-08,36.97,nan,1,1.62919e+13,3.2358270774,22.3568147293,22.3568147293,10.0000013662,0.0995084,5579.67
0.7,100,,1.14171e+10,,nan,22.2625024135,3.58562e-07,15494,571.026,49128.2,50000,99.9666034236,99.9666034236,2.98761e-08,36.7048,nan,1,5.60865e+14,3.22705563444,22.2625024135,22.2625024135,12.0000004996,0.0833279,5574.33
0.7,100,,8784.21,,nan,22.4913249034,3.61031e-07,15388,594.727,1.96355,50000,99.1748255284,99.1748255284,5.10609e-11,37.4774,nan,1,1510.36,3.24928515727,22.4913249034,22.4913249034,66.0031048886,0.00161513,5620.19
0.7,100,,8021.12,,nan,21.8844552171,3.54444e-07,15674,739.775,1.88413,50000,101.486259726,101.486259726,4.11947e-11,37.0888,nan,1,1164.04,3.189996172,21.8844552171,21.8844552171,80.9072066526,0.00150894,5611.18
0.7,100,,187626.0,,nan,22.7064622318,3.63583e-07,15280,640.372,6.2519,50000,104.405448391,104.405448391,2.07624e-09,37.0866,nan,1,613893.0,3.2722513089,22.7064622318,22.7064622318,74.0796509561,0.0109115,5628.17
0.7,100,,7.0556e+06,,nan,22.1201921116,3.56995e-07,15562,549.502,65.3318,50000,98.0877917774,98.0877917774,7.58438e-09,37.1556,nan,1,2.54007e+08,3.21295463308,22.1201921116,22.1201921116,43.2551818645,0.0385542,5480.8
0.7,100,,151965.0,,nan,22.3741557895,3.59816e-07,15440,601.588,7.51587,50000,98.5134757823,98.5134757823,5.73414e-10,37.1136,nan,1,250188.0,3.23834196891,22.3741557895,22.3741557895,41.2895712371,0.00727521,5592.96
0.7,100,,5.1973e+11,,nan,22.6483503157,3.62776e-07,15314,566.06,2.27468e+06,50000,101.676284154,101.676284154,2.99095e-08,37.3667,nan,1,1.17591e+18,3.26498628706,22.6483503157,22.6483503157,12.0000009863,0.0828888,5606.91
0.7,100,,6507.2,,nan,22.2672898818,3.587e-07,15488,570.32,2.09198,50000,101.077179223,101.077179223,6.11624e-11,37.1998,nan,1,2080.34,3.22830578512,22.2672898818,22.2672898818,116.833221702,0.00111576,5525.9
0.7,100,,3.79207e+10,,nan,22.3031546291,3.59025e-07,15474,574.462,163377.0,50000,98.2208213662,98.2208213662,2.99173e-08,37.0285,nan,1,6.19521e+15,3.23122657361,22.3031546291,22.3031546291,12.0000032921,0.0833316,5496.91
0.7,100,,4767.68,,nan,22.2480970794,3.58331e-07,15504,548.197,2.0642,50000,100.712714223,100.712714223,4.05722e-11,37.428,nan,1,1346.37,3.22497420021,22.2480970794,22.2480970794,253.422655137,0.000827638,5462.38
0.7,100,,7129.97,,nan,22.273905634,3.58701e-07,15488,584.74,2.28458,50000,99.074915875,99.074915875,3.35357e-11,37.1498,nan,1,1360.36,3.22830578512,22.273905634,22.273905634,892.393602459,0.00111947,5530.46
0.7,100,,2.44679e+06,,nan,22.2234687039,3.58053e-07,15516,563.708,16.5713,50000,102.413716065,102.413716065,1.3549e-08,36.8995,nan,1,2.90219e+07,3.22248002062,22.2234687039,22.2234687039,20.2190408432,0.0528674,5529.27
0.7,100,,2.91695e+12,,nan,22.5634188595,3.61831e-07,15354,592.569,1.26653e+07,50000,97.6262880447,97.6262880447,3.01524e-08,37.0958,nan,1,3.6944e+19,3.25648039599,22.5634188595,22.5634188595,12.0000000285,0.0833333,5533.57
0.7,100,,298524.0,,nan,22.502495457,3.61313e-07,15376,513.439,4.8162,50000,103.213541655,103.213541655,2.97026e-09,37.3874,nan,1,527759.0,3.25182101977,22.502495457,22.502495457,44.4539504574,0.0223954,5513.97
0.7,100,,4.27474e+06,,nan,22.2606226193,3.58469e-07,15498,708.474,41.3971,50000,104.027119567,104.027119567,1.10503e-08,37.1966,nan,1,1.47371e+08,3.22622273842,22.2606226193,22.2606226193,22.0000114455,0.0370162,5567.84
0.7,100,,7745.12,,nan,21.9438697038,3.55033e-07,15648,662.495,2.1785,50000,96.0660848894,96.0660848894,3.16746e-11,37.0845,nan,1,1192.58,3.19529652352,21.9438697038,21.9438697038,569.124379122,0.00126223,5444.01
0.7,100,,6056.28,,nan,22.4344567008,3.6047e-07,15412,589.889,1.92452,50000,100.608353565,100.608353565,3.87187e-11,36.767,nan,1,1103.65,3.244225279,22.4344567008,22.4344567008,190.576919594,0.00113436,5502.29
0.7,100,,19479.2,,nan,22.0498820191,3.56125e-07,15600,575.261,2.20501,50000,97.302675106,97.302675106,1.1504e-10,37.362,nan,1,4410.24,3.20512820513,22.0498820191,22.0498820191,70.9687320581,0.00314604,5470.33
0.7,100,,4.56721e+11,,nan,22.0743549345,3.56399e-07,15588,514.313,2.14869e+06,50000,101.148957674,101.148957674,2.46985e-08,37.378,nan,1,8.97727e+17,3.20759558635,22.0743549345,22.0743549345,12.6199014698,0.0757554,5491.16
0.7,100,,13089.5,,nan,22.8287347992,3.64777e-07,15230,532.613,2.33024,50000,96.7746105956,96.7746105956,6.54949e-11,36.995,nan,1,2672.71,3.28299409061,22.8287347992,22.8287347992,36.5865486488,0.00204905,5554.07
0.7,100,,3.07594e+12,,nan,22.6629084152,3.63014e-07,15304,531.216,1.31388e+07,50000,97.7550943125,97.7550943125,2.69004e-08,36.935,nan,1,3.52389e+19,3.26711970727,22.6629084152,22.6629084152,9.99999858259,0.0849859,5537.61
0.7,100,,370729.0,,nan,22.3317375459,3.59257e-07,15464,517.858,3.8008,50000,93.3386395362,93.3386395362,5.3059e-09,36.8893,nan,1,593877.0,3.23331608898,22.3317375459,22.3317375459,12.0330501302,0.0350419,5416.88
