EmpiricalD2,EpThisIter,EpRewMean,InitialReturnMax,TimeElapsed,Iteration,Bound,Weights,InitialReturnMean,InitialBound,InitialReturnStd,TimestepsSoFar,EpisodesSoFar,ReturnMeanIW,InitialReturnMin,EpLenMean,J_sample_variance
1.0264406,100,-199.12940827133724,9.967056,2110.648595094681,363,-99.392746,[ 0.22  -0.714  0.091  0.26  -0.043],1.4495849e-06,-99.76597,2.7495189,2399748,36300,0.677238,-3.1449127,104.9,36.429203
1.004341,100,-202.15590633345337,9.166008,2119.2094192504883,364,-99.633224,[ 0.213 -0.714  0.088  0.261 -0.047],-1.9836425e-06,-99.843445,2.8516192,2410660,36400,0.32365516,-3.3300552,109.12,10.439184
1.0400231,100,-202.28365041350574,11.6936035,2126.9691717624664,365,-99.28271,[ 0.21  -0.708  0.089  0.259 -0.046],-4.272461e-06,-99.82579,3.0845308,2421529,36500,1.1355706,-3.3945847,108.69,67.908676
1.0079508,100,-212.84469334208282,7.5987473,2134.4965512752533,366,-99.60482,[ 0.203 -0.71   0.087  0.257 -0.037],-8.392334e-07,-99.82097,2.7394657,2433447,36600,0.38654417,-3.4454575,119.18,12.650218
1.0325747,100,-205.7406981788887,7.5760117,2142.1524107456207,367,-99.09672,[ 0.207 -0.709  0.086  0.256 -0.04 ],5.1116945e-06,-99.84342,2.9199429,2444777,36700,1.4811177,-3.539688,113.3,51.796387
1.1012037,100,-184.26156011594793,7.4792404,2149.499849796295,368,-98.487816,[ 0.207 -0.712  0.089  0.256 -0.051],-2.3651123e-06,-99.79537,2.6024048,2453767,36800,3.2712948,-3.3984375,89.9,331.87622
1.0095687,100,-198.01617962352512,7.774231,2156.3668282032013,369,-99.57835,[ 0.227 -0.708  0.085  0.254 -0.045],2.2125244e-06,-99.80389,2.956515,2464188,36900,0.43828246,-3.6375885,104.21,23.116127
1.0700212,100,-203.82851445911285,8.839478,2164.632626771927,370,-98.97591,[ 0.225 -0.704  0.083  0.253 -0.051],-1.1291504e-05,-99.838356,2.4107323,2475109,37000,1.5272051,-2.8707047,109.21,108.27546
1.0099262,100,-196.14873777852713,7.8050156,2172.2012372016907,371,-99.70012,[ 0.208 -0.696  0.08   0.256 -0.052],7.858276e-06,-99.8345,2.6934826,2485301,37100,0.27483144,-3.2967453,101.92,14.946631
8.322722,100,-200.75529326431956,7.176735,2179.8237266540527,372,-81.47037,[ 0.211 -0.693  0.081  0.255 -0.051],-1.4038086e-05,-99.84204,2.5928926,2495997,37200,76.76004,-3.388031,106.96,489210.53
1.026952,100,-227.81517799441593,7.8212585,2188.785799264908,373,-99.48125,[ 0.214 -0.701  0.049  0.241 -0.061],2.9754638e-06,-99.83449,2.8160665,2509470,37300,0.5726661,-3.680397,134.73,46.80347
1.203953,100,-212.08105714571485,8.070442,2197.5510573387146,374,-97.84325,[ 0.207 -0.702  0.047  0.244 -0.059],1.0604858e-05,-99.8406,2.6536355,2521266,37400,4.4687147,-3.0069351,117.96,524.42426
1.0173709,100,-197.65236544350796,9.593567,2205.5014028549194,375,-99.55184,[ 0.23  -0.702  0.043  0.242 -0.05 ],-7.6293945e-06,-99.842865,3.2541103,2531706,37500,0.5095866,-3.9293747,104.4,24.416758
44.903698,100,-208.28770332922767,12.474411,2214.0411219596863,376,35.211395,[ 0.225 -0.708  0.043  0.243 -0.053],-1.121521e-05,-99.81574,2.8158543,2543159,37600,340.96817,-3.4068222,114.53,11932225.0
1.1171988,100,-223.17006030069126,7.761238,2223.8607556819916,377,-98.62671,[ 0.222 -0.71  -0.001  0.239 -0.083],1.4495849e-06,-99.84335,2.799117,2556142,37700,2.225316,-3.4403763,129.83,286.7028
1.026415,100,-227.99588012153748,8.690262,2232.6960747241974,378,-99.57621,[ 2.058e-01 -7.114e-01 -6.181e-05  2.412e-01 -8.930e-02],3.1280517e-06,-99.82428,3.2167697,2569670,37800,0.4716842,-3.9835434,135.28,60.53344
1.0220001,100,-246.40238758754745,9.164131,2242.8088533878326,379,-99.51795,[ 0.199 -0.713 -0.001  0.242 -0.089],6.1798096e-06,-99.8428,2.7207878,2585011,37900,0.55456555,-3.2547607,153.41,35.538662
1.148141,100,-252.3299516001999,7.2338257,2252.431380033493,380,-98.62999,[ 0.195 -0.723 -0.001  0.245 -0.091],8.31604e-06,-99.842316,2.8358862,2600963,38000,2.4553041,-3.6377106,159.52,236.96425
1.060131,100,-240.03702351694804,8.317558,2261.6689319610596,381,-98.76685,[ 0.182 -0.736 -0.002  0.252 -0.097],-4.653931e-06,-99.83975,2.939202,2615691,38100,2.1447272,-3.7026749,147.28,75.73115
1.1545192,100,-243.80488683165927,7.3929214,2270.8016159534454,382,-98.41379,[ 1.798e-01 -7.357e-01 -4.549e-04  2.600e-01 -8.560e-02],-9.765625e-06,-99.8434,3.0455534,2631027,38200,2.740143,-4.0168533,153.36,180.7381
1.0247494,100,-228.9654910390605,8.642395,2280.2138409614563,383,-99.50113,[ 0.197 -0.738 -0.005  0.262 -0.084],-3.8146973e-07,-99.84052,3.2816048,2644718,38300,0.6947082,-4.4839783,136.91,55.107796
1.2657185,100,-238.28772317074524,8.959915,2288.795708656311,384,-97.45618,[ 0.193 -0.738 -0.006  0.261 -0.091],2.2888183e-07,-99.843376,3.089864,2659301,38400,4.7481422,-3.8447723,145.83,401.18018
1.1683542,100,-237.75206031319573,8.465202,2297.4270780086517,385,-98.66405,[ 0.214 -0.738 -0.01   0.266 -0.079],1.1901855e-05,-99.842964,2.8467941,2673790,38500,3.367349,-3.6988144,144.89,521.9683
1.0478258,100,-236.51063030564532,11.517029,2307.7117455005646,386,-99.11204,[ 0.2   -0.728 -0.004  0.258 -0.089],6.408691e-06,-99.84339,3.2166538,2688270,38600,1.3247011,-3.7723007,144.8,94.15153
37720.562,100,-233.37905244232294,8.438118,2316.8578555583954,387,3358.8638,[ 0.191 -0.726 -0.006  0.253 -0.093],7.6293946e-07,-99.84308,2.8773284,2702334,38700,5319.772,-3.7241745,140.64,2842511400.0
1.5763365,100,-345.9275698402395,6.71315,2333.0838615894318,388,-96.25657,[ 0.088 -0.734  0.014  0.268 -0.057],2.822876e-06,-99.84343,2.5700932,2729077,38800,6.230001,-4.1363525,267.43,1303.9158
7.184898,100,-368.11682335429026,10.131744,2348.8136069774628,389,-92.75599,[ 0.068 -0.752  0.018  0.271 -0.051],7.6293946e-07,-99.843414,3.1568341,2759098,38900,14.169531,-3.9253387,300.21,4957.3096
1.0381098,100,-323.1239664603672,6.940399,2361.9871649742126,390,-99.41812,[ 0.104 -0.759  0.01   0.279 -0.043],7.3242186e-06,-99.84342,2.625961,2782766,39000,0.78567594,-4.139534,236.68,53.79977
1.1065785,100,-291.6049065212157,9.946487,2373.4052274227142,391,-99.077675,[ 0.109 -0.768  0.013  0.277 -0.045],2.7465821e-06,-99.84347,3.262847,2803085,39100,1.6021267,-4.148041,203.19,180.25319
2.4422,100,-324.12230936360777,8.249596,2386.123916387558,392,-93.56343,[ 0.124 -0.779  0.011  0.282 -0.041],-1.0299683e-05,-99.84343,2.8770337,2827505,39200,11.404211,-3.5241241,244.2,3097.5046
1.3530916,100,-350.3936582505341,11.072968,2400.6117663383484,393,-97.49772,[ 0.084 -0.77   0.012  0.286 -0.035],-7.019043e-06,-99.84343,3.4619153,2854396,39300,4.4312844,-4.3840637,268.91,660.5419
1.0463663,100,-329.24139837877783,8.778694,2411.8917367458344,394,-98.77137,[ 0.102 -0.777  0.005  0.282 -0.038],-9.155273e-07,-99.84339,3.2562084,2878915,39400,1.5662274,-4.0286636,245.19,57.77915
1.4635104,100,-322.2169673375967,10.094383,2424.0121579170227,395,-96.38976,[ 0.101 -0.762  0.007  0.281 -0.031],7.095337e-06,-99.843445,3.5167115,2902662,39500,6.194518,-4.6662903,237.47,1057.3962
1.1142035,100,-372.51176608056113,8.091255,2438.435999393463,396,-99.12921,[ 0.083 -0.765  0.003  0.295 -0.031],-8.544922e-06,-99.84344,2.9928513,2932114,39600,1.4779943,-3.584076,294.52,197.19603
1.3118563,100,-375.073361891965,13.837936,2454.456084251404,397,-98.7956,[ 7.563e-02 -7.690e-01 -2.984e-04  2.916e-01 -3.755e-02],9.384155e-06,-99.84342,3.1344733,2963154,39700,2.3668091,-4.163086,310.4,461.99835
1.3788266,100,-401.14766531251837,8.229912,2470.2357914447784,398,-98.34928,[ 0.059 -0.777 -0.004  0.293 -0.039],6.5612794e-06,-99.84341,2.8621275,2997566,39800,3.7463436,-4.225418,344.12,665.84595
42.80427,100,-382.58477116265385,9.410515,2483.3375527858734,399,-83.54506,[ 0.063 -0.774  0.005  0.295 -0.044],2.5177003e-06,-99.8434,3.7107677,3029512,39900,49.229004,-5.506981,319.46,141836.23
1.2166281,100,-350.42063504721307,10.106171,2496.067839860916,400,-97.73021,[ 0.051 -0.734  0.032  0.289 -0.051],-7.171631e-06,-99.84337,2.9113379,3057134,40000,3.8869743,-3.974228,276.22,306.2309
1.0626607,100,-376.7966969960221,7.9637527,2509.511703014374,401,-99.21105,[ 0.048 -0.748  0.033  0.294 -0.069],1.0375977e-05,-99.843445,2.9668725,3087040,40100,1.1092787,-4.0096817,299.06,72.61833
1.0499797,100,-352.9681299539979,10.513313,2522.993250131607,402,-99.56623,[ 0.056 -0.752  0.032  0.285 -0.07 ],6.5612794e-06,-99.843414,3.2105405,3115048,40200,0.4867009,-4.2895126,280.08,98.91008
1.0681325,100,-356.05452443786527,10.691345,2538.18635058403,403,-99.035194,[ 0.047 -0.75   0.032  0.284 -0.07 ],3.5095215e-06,-99.84339,3.6573951,3143309,40300,1.2249049,-4.4465485,282.61,83.65706
779.0105,100,-340.7624039789369,11.014938,2551.7467613220215,404,41.79706,[ 0.053 -0.759  0.035  0.284 -0.073],-2.3651123e-06,-99.8434,3.3015232,3169674,40400,274.52942,-4.0668945,263.65,8797335.0
168.94826,100,-462.3757991860424,10.786911,2570.613669872284,405,-86.15416,[ 0.021 -0.752  0.009  0.266 -0.033],-1.9073486e-06,-99.843475,3.2582626,3214201,40500,33.613262,-4.694031,445.27,41828.703
1.3244606,100,-412.5022252246235,11.557205,2586.0826466083527,406,-98.310555,[ 0.058 -0.771 -0.006  0.286 -0.044],-2.5939942e-06,-99.84344,3.463674,3249131,40600,3.5405877,-4.2395554,349.3,617.95996
