InitialReturnMax,InitialReturnMin,EpThisIter,EpLenMean,InitialReturnStd,ReturnMeanIW,Bound,EmpiricalD2,J_sample_variance,TimestepsSoFar,EpRewMean,Weights,Iteration,InitialBound,EpisodesSoFar,TimeElapsed,InitialReturnMean
8.231697,-2.0419235,100,47.88,1.905748,-96.34599,-420.70123,1.0099876,49.97319,115044,-144.0485997689639,[ 0.572 -0.579  0.23   0.403 -0.002],26,-421.32043,2600,97.36092519760132,1.7547608e-06
6.089119,-2.2415924,100,41.2,1.9411238,-96.471405,-421.21704,1.0070838,40.97595,119164,-137.2400237723523,[ 0.58  -0.578  0.232  0.4   -0.001],27,-421.72208,2700,101.02455687522888,-2.5939942e-06
4.261444,-2.2353058,100,46.19,1.7414597,-97.20738,-418.5655,1.0005879,7.648358,123783,-142.2076595227685,[ 5.869e-01 -5.776e-01  2.337e-01  3.996e-01  1.189e-04],28,-418.64923,2800,104.70902585983276,-4.653931e-06
6.011406,-2.13871,100,45.03,1.6413025,-96.984245,-422.95795,1.0041378,24.605276,128286,-141.31526566500247,[ 5.867e-01 -5.790e-01  2.345e-01  4.019e-01  4.224e-05],29,-423.27795,2900,108.20025038719177,-4.9591063e-06
6.0383224,-2.0252914,100,41.5,1.746895,-95.296425,-420.87213,1.0238583,126.67345,132436,-137.9059083391421,[ 0.584 -0.582  0.234  0.403  0.003],30,-422.06998,3000,111.19090795516968,-4.4250487e-06
6.159889,-2.1193695,100,43.63,1.8688816,-95.729645,-422.08633,1.0140328,84.65764,136799,-139.5474212374849,[ 0.579 -0.589  0.233  0.401  0.007],31,-422.9291,3100,114.88636326789856,-1.5258789e-07
5.525505,-2.0450668,100,42.71,1.5520763,-96.85683,-425.91913,1.0024205,15.15766,141070,-139.07852324769073,[ 0.569 -0.59   0.231  0.399  0.006],32,-426.35947,3200,118.58494114875793,-2.0599366e-06
5.4793396,-2.0677948,100,47.17,1.8583657,-96.64476,-424.88446,1.0079226,39.555344,145787,-143.32565348112334,[ 0.571 -0.592  0.232  0.403  0.009],33,-425.34912,3300,122.61842322349548,-1.8310546e-06
4.6475143,-1.5262146,100,45.52,1.2919452,-96.873405,-413.2444,1.0117911,58.267902,150339,-142.2610222207329,[ 0.566 -0.593  0.23   0.4    0.011],34,-413.81104,3400,126.48140025138855,-2.2888185e-06
6.89328,-1.9048004,100,46.62,1.7571598,-96.74021,-424.0358,1.008458,36.871365,155001,-142.96186442553676,[ 0.571 -0.587  0.23   0.4    0.009],35,-424.5586,3500,129.83713579177856,-6.1035155e-07
5.0047226,-2.18145,100,45.83,1.7678002,-95.43194,-421.6135,1.0045664,24.178923,159584,-141.95200107008392,[ 0.565 -0.591  0.23   0.401  0.009],36,-422.98984,3600,133.5999412536621,1.2435913e-05
4.6818237,-1.8774567,100,44.11,1.6576009,-96.59927,-416.84372,1.0043228,27.314503,163995,-140.47136073239116,[ 0.551 -0.576  0.227  0.402  0.009],37,-417.37036,3700,137.35580468177795,-1.8310546e-06
6.0098495,-1.9643478,100,45.34,1.7742531,-96.13607,-420.6803,1.0079725,43.851322,168529,-141.73010895919765,[ 0.551 -0.579  0.226  0.406  0.012],38,-421.4772,3800,141.10720086097717,4.5776366e-07
5.8896713,-2.1595688,100,43.96,1.7430238,-97.082565,-417.2328,1.0028868,18.866045,172925,-140.1486450808169,[ 0.555 -0.575  0.226  0.404  0.007],39,-417.47742,3900,144.6122648715973,6.4849855e-06
6.000931,-2.2261963,100,43.28,1.8711792,-96.64449,-419.8436,1.0073584,29.376404,177253,-139.33148000460463,[ 0.55  -0.576  0.226  0.405  0.008],40,-420.16327,4000,148.41635966300964,9.155273e-07
5.10614,-2.0685577,100,40.14,1.6304457,-96.28239,-414.26352,1.007827,53.013695,181267,-136.45712633728016,[ 0.551 -0.569  0.226  0.406  0.009],41,-414.90488,4100,151.79629588127136,5.340576e-07
5.7872314,-2.2058792,100,47.75,1.8549532,-97.30626,-422.54315,1.0005738,7.0052238,186042,-143.80984002215146,[ 0.545 -0.57   0.225  0.401  0.004],42,-422.61502,4200,155.6317479610443,6.4849855e-06
4.362053,-1.8900375,100,45.48,1.6302004,-97.18882,-425.73746,1.0032549,23.311193,190590,-141.89672066449654,[ 0.544 -0.57   0.224  0.399  0.004],43,-426.00635,4300,159.03569841384888,2.9754638e-06
6.335289,-2.0041199,100,43.05,1.672443,-96.61034,-421.03717,1.0056813,33.576225,194895,-139.33226687683864,[ 0.542 -0.572  0.223  0.396  0.004],44,-421.53333,4400,162.5198278427124,-3.8146973e-06
7.9691772,-1.8075027,100,47.23,1.7697474,-97.41782,-426.7023,1.0032791,19.198927,199618,-143.85610756061084,[ 0.541 -0.577  0.223  0.4    0.007],45,-426.96402,4500,166.2026126384735,-4.8065185e-06
7.0695343,-2.4156494,100,40.81,1.8033738,-96.12385,-424.43097,1.0061002,39.68032,203699,-136.7488411713156,[ 0.541 -0.575  0.225  0.401  0.007],46,-425.01248,4600,169.63877058029175,-3.5858154e-06
5.2076874,-2.2569351,100,43.72,1.7655323,-95.92081,-424.54813,1.0049434,35.755676,208071,-139.83021166615845,[ 0.539 -0.577  0.223  0.4    0.012],47,-425.34943,4700,173.2717742919922,2.8991699e-06
6.8347473,-2.164589,100,40.73,1.7827352,-96.85304,-426.31787,1.00196,14.152197,212144,-136.94246341926046,[ 0.539 -0.582  0.225  0.407  0.014],48,-426.66812,4800,176.99170851707458,-7.6293946e-07
6.9316635,-2.1886368,100,46.51,1.8324286,-96.256004,-424.42682,1.0089465,46.00978,216795,-142.67934161043408,[ 0.535 -0.58   0.224  0.404  0.01 ],49,-425.08185,4900,181.0063943862915,1.0070801e-05
6.4281387,-2.217102,100,49.98,1.8383633,-96.90599,-422.59784,1.0017978,20.501583,221793,-146.05436678407463,[ 0.526 -0.575  0.219  0.4    0.009],50,-422.8853,5000,185.00328922271729,8.31604e-06
5.6352158,-2.145584,100,51.05,1.9645499,-96.69481,-418.52777,1.0028033,31.733345,226898,-147.08858408461438,[ 0.527 -0.574  0.219  0.405  0.009],51,-418.94385,5100,188.95520639419556,4.653931e-06
5.462372,-2.443344,100,56.34,2.0454705,-96.022514,-419.32352,1.0106767,57.88074,232532,-152.04153547285395,[ 0.526 -0.575  0.219  0.41   0.006],52,-419.94293,5200,192.75869250297546,-5.340576e-07
6.458679,-2.2038498,100,45.69,1.9966658,-94.26804,-417.9814,1.0323828,175.09865,237101,-141.8256922051957,[ 0.526 -0.568  0.22   0.41   0.004],53,-419.73572,5300,196.57004165649414,7.6293944e-08
5.0817413,-1.8955765,100,42.76,1.5380846,-96.92123,-420.08646,1.0084475,44.876198,241377,-139.21656384065412,[ 0.534 -0.56   0.222  0.41   0.005],54,-420.51358,5400,200.20442247390747,5.9509275e-06
5.4793015,-1.9540939,100,42.17,1.7668768,-96.23999,-422.95303,1.0025042,20.619833,245594,-138.45847551312218,[ 0.54  -0.558  0.224  0.41   0.005],55,-423.8679,5500,203.88236546516418,-6.1035155e-07
5.4524,-2.087143,100,48.48,1.7894326,-95.145615,-423.36035,1.0074105,42.684963,250442,-144.71820306210776,[ 0.548 -0.567  0.227  0.411  0.005],56,-424.63748,5600,207.79096937179565,3.1280517e-06
5.67157,-2.1255798,100,48.43,1.8077137,-96.95238,-425.42792,1.0030617,19.85733,255285,-144.6488427081113,[ 0.552 -0.571  0.23   0.419  0.009],57,-425.73602,5700,211.76208662986755,-1.9073486e-06
5.2129593,-2.1273956,100,46.37,1.7263979,-96.43644,-420.81552,1.0019096,16.491934,259922,-142.49632870857522,[ 0.551 -0.573  0.229  0.422  0.012],58,-421.53232,5800,215.80618834495544,-8.392334e-07
5.2178726,-1.9397049,100,45.67,1.5122446,-97.20209,-420.91895,1.0032829,24.434916,264489,-142.06190753052948,[ 0.556 -0.581  0.231  0.422  0.01 ],59,-421.17776,5900,219.6699779033661,1.04522705e-05
4.974907,-2.2540207,100,45.28,1.8032632,-96.97473,-418.42752,1.0012093,7.3715997,269017,-141.3361824495738,[ 0.559 -0.579  0.232  0.425  0.012],60,-418.67526,6000,223.04349899291992,6.2561035e-06
6.7179413,-2.399292,100,43.91,1.9340581,-96.93768,-418.75137,1.0024312,19.112925,273408,-139.8014014317252,[ 0.557 -0.577  0.231  0.422  0.014],61,-418.90283,6100,226.7286536693573,-1.8310546e-06
5.161232,-2.4130554,100,49.36,1.8937836,-94.175255,-419.77423,1.0122952,65.939514,278344,-145.17290741052753,[ 0.555 -0.581  0.231  0.421  0.014],62,-421.46738,6200,230.28898692131042,-6.6375733e-06
5.258148,-2.2097855,100,40.51,1.7895089,-96.54528,-410.29843,1.0036356,30.118525,282395,-136.57162079787412,[ 0.558 -0.592  0.234  0.43   0.015],63,-410.7305,6300,233.89300537109375,7.095337e-06
5.9499817,-2.0751266,100,46.87,1.7135628,-96.06224,-419.78076,1.0152298,72.60536,287082,-143.0822174222992,[ 0.552 -0.586  0.231  0.425  0.015],64,-420.5281,6400,237.7300670146942,5.1879883e-06
6.7632294,-2.2358246,100,47.86,1.8807217,-96.24965,-420.24432,1.0040131,32.18558,291868,-143.91650538406566,[ 0.547 -0.591  0.229  0.424  0.019],65,-420.8774,6500,241.7068874835968,2.5177003e-06
5.527603,-2.1910248,100,43.31,1.8566085,-97.398445,-421.80576,1.0002038,5.0013294,296199,-139.46639295844466,[ 0.548 -0.586  0.227  0.423  0.016],66,-421.84174,6600,245.4644010066986,5.1879883e-06
6.166237,-2.2539291,100,43.47,1.9504548,-96.47291,-415.0669,1.0065392,35.765263,300546,-139.5018176601906,[ 0.548 -0.586  0.227  0.422  0.017],67,-415.52307,6700,248.3602409362793,-9.002685e-06
6.049286,-2.002182,100,45.48,1.8407239,-94.57289,-414.268,1.0166703,102.20768,305094,-141.79243055366794,[ 0.554 -0.586  0.229  0.426  0.015],68,-416.09186,6800,252.08457159996033,-4.119873e-06
5.4852753,-2.1262894,100,47.35,1.8225337,-94.43957,-412.25223,1.0337414,181.14323,309829,-143.38039339884227,[ 0.563 -0.588  0.233  0.429  0.008],69,-413.81903,6900,255.74914622306824,8.163453e-06
6.1245956,-1.8679962,100,43.31,1.5866259,-96.901344,-419.5037,1.0059605,47.146927,314160,-139.77431294529845,[ 0.576 -0.585  0.235  0.433  0.008],70,-419.99158,7000,259.28304052352905,3.2043456e-06
5.5561447,-1.839531,100,44.99,1.6503366,-94.588104,-410.7219,1.0233314,106.701584,318659,-141.3973920078098,[ 0.576 -0.59   0.235  0.431  0.009],71,-412.51465,7100,263.0314939022064,4.8065185e-06
5.432991,-1.9453888,100,40.48,1.5618979,-96.40311,-408.78415,1.0039924,28.013018,322707,-136.83944420700928,[ 0.587 -0.593  0.241  0.436  0.012],72,-409.42755,7200,266.7937994003296,-2.8991699e-06
6.111618,-2.0295868,100,40.01,1.8584417,-96.8047,-417.93567,1.0036361,37.271446,326708,-136.2097329925609,[ 0.589 -0.594  0.242  0.43   0.016],73,-418.32285,7300,270.4164412021637,-1.6326905e-05
5.503845,-1.9731598,100,42.78,1.683819,-96.844635,-424.07965,1.0027751,16.98944,330986,-139.2628398065067,[ 0.592 -0.594  0.244  0.434  0.016],74,-424.53683,7400,274.140016078949,-1.9836425e-06
6.0359344,-2.3038254,100,44.9,1.8697553,-96.381714,-422.87354,1.0038707,26.496672,335476,-140.7553903836642,[ 0.593 -0.594  0.244  0.435  0.021],75,-423.3127,7500,277.57407331466675,1.7547608e-06
4.6413116,-2.1219711,100,43.49,1.7056146,-96.88781,-420.109,1.0059419,28.039476,339825,-139.59806638104024,[ 0.591 -0.597  0.244  0.436  0.017],76,-420.41568,7600,281.3009579181671,1.9073486e-06
5.2208786,-2.2737808,100,46.23,1.8411428,-95.70132,-420.60483,1.0115434,65.54331,344448,-142.23510129584506,[ 0.585 -0.599  0.243  0.436  0.017],77,-421.4446,7700,285.17818665504456,-1.2969971e-06
5.189293,-2.3640442,100,42.55,1.9393853,-96.14381,-424.0174,1.0092404,54.68252,348703,-138.46941063255812,[ 0.591 -0.596  0.244  0.44   0.021],78,-424.5594,7800,289.09495067596436,-9.918213e-07
5.1952972,-1.8677597,100,38.9,1.6754541,-96.68302,-406.7844,1.0081224,66.783005,352593,-135.43821989804763,[ 0.589 -0.6    0.242  0.439  0.02 ],79,-407.42126,7900,292.1714177131653,-1.6021728e-06
4.6853714,-1.8986969,100,50.54,1.7252928,-95.55701,-420.65756,1.0233188,120.97425,357647,-146.99889943896122,[ 0.588 -0.607  0.242  0.441  0.019],80,-421.8863,8000,296.23693919181824,-5.7983398e-06
4.948601,-2.2300339,100,48.0,1.795256,-96.26663,-424.1558,1.0113257,58.04915,362447,-144.11436519575798,[ 0.595 -0.602  0.243  0.443  0.016],81,-424.77155,8100,299.93053436279297,3.7384034e-06
5.9537125,-2.0237122,100,43.3,1.6016719,-96.993935,-417.25623,1.0018843,12.730936,366777,-139.69068792540887,[ 0.592 -0.607  0.242  0.445  0.014],82,-417.63467,8200,303.57479214668274,7.3242186e-06
5.2090683,-2.0861816,100,42.76,1.7207422,-96.65489,-425.72784,1.0028167,21.56933,371053,-139.01300681643446,[ 0.588 -0.605  0.243  0.446  0.018],83,-426.17856,8300,307.47219133377075,-3.6621093e-06
6.7297134,-1.6962814,100,41.99,1.5030183,-96.37447,-418.66525,1.0084058,53.269424,375252,-138.69498584045465,[ 0.589 -0.607  0.241  0.441  0.017],84,-419.42776,8400,311.6085846424103,-1.3732911e-06
6.1969223,-1.9598312,100,45.73,1.613458,-94.94275,-416.6622,1.0262783,130.7226,379825,-142.13728573185867,[ 0.595 -0.609  0.244  0.446  0.011],85,-418.33783,8500,314.9557828903198,9.918213e-07
5.658783,-1.9506531,100,40.3,1.6639986,-96.866974,-420.1137,1.0043306,21.746735,383855,-136.7909001287193,[ 0.608 -0.606  0.247  0.446  0.011],86,-420.53357,8600,317.59066891670227,5.1116945e-06
6.4660645,-2.104103,100,47.79,1.5871148,-96.946335,-420.42767,1.0027237,20.186047,388634,-144.07270358878287,[ 0.607 -0.611  0.247  0.447  0.016],87,-420.9447,8700,320.50893568992615,2.5177003e-06
5.469429,-2.2860718,100,42.14,1.784756,-96.50223,-419.88278,1.0076886,52.10619,392848,-138.29486377854823,[ 0.613 -0.614  0.249  0.449  0.014],88,-420.43005,8800,323.5005259513855,1.2207031e-06
5.9060287,-1.997406,100,42.49,1.644695,-96.25622,-420.49707,1.0080942,50.135098,397097,-138.93736528031397,[ 0.612 -0.62   0.249  0.447  0.014],89,-421.3476,8900,326.3894474506378,-3.8146973e-07
4.4893265,-2.0355225,100,42.74,1.6043307,-96.61811,-408.39178,1.0027739,21.005009,401371,-139.06074704067282,[ 0.605 -0.621  0.248  0.444  0.01 ],90,-408.98914,9000,329.21004581451416,-7.6293946e-07
6.9302216,-2.14563,100,44.63,1.8727332,-97.17693,-425.94382,1.0013759,10.2004175,405834,-140.8939028868817,[ 0.607 -0.627  0.25   0.446  0.014],91,-426.1518,9100,332.0419645309448,-1.1062622e-05
5.0492554,-2.0517578,100,39.95,1.717576,-96.10022,-407.8456,1.0141505,57.098316,409829,-136.22103071144994,[ 0.611 -0.63   0.252  0.449  0.012],92,-408.5103,9200,334.8006727695465,-8.468628e-06
5.9500885,-1.8947067,100,46.18,1.625561,-96.75793,-417.8699,1.0038769,23.544998,414447,-142.6105515490955,[ 0.605 -0.634  0.251  0.452  0.01 ],93,-418.36777,9300,337.65817618370056,1.3732911e-06
5.5735245,-2.2426376,100,40.98,1.8026296,-96.71476,-416.72736,1.0023685,15.054146,418545,-136.97348809741587,[ 0.608 -0.633  0.251  0.448  0.014],94,-417.01578,9400,339.9821879863739,-1.5258789e-06
6.0998764,-1.8109512,100,40.53,1.6977466,-96.312355,-421.35266,1.0075502,54.82508,422598,-136.9874668651155,[ 0.604 -0.634  0.251  0.452  0.015],95,-422.0955,9500,342.5625150203705,-1.2359619e-05
3.9188156,-1.9947739,100,44.92,1.5571778,-97.24864,-419.49384,1.0011657,8.683239,427090,-141.21387595190424,[ 0.598 -0.636  0.25   0.456  0.012],96,-419.6701,9600,345.5316467285156,6.027222e-06
7.304184,-2.0074081,100,44.68,1.8098952,-96.774765,-417.48596,1.0045121,25.849028,431558,-140.74311440622623,[ 0.602 -0.637  0.25   0.459  0.012],97,-417.81726,9700,348.48471236228943,-8.926391e-06
7.6700745,-2.3149567,100,45.94,2.1504707,-96.520485,-420.70316,1.0033543,28.453276,436152,-141.88659406862055,[ 0.602 -0.632  0.25   0.46   0.01 ],98,-421.12158,9800,351.57715487480164,6.3323973e-06
4.191597,-2.2479477,100,43.9,1.6836497,-97.09443,-413.68015,1.0011318,10.22335,440542,-140.00734192131952,[ 0.596 -0.628  0.247  0.461  0.007],99,-413.8445,9900,354.43061208724976,7.476807e-06
6.802475,-2.2942429,100,49.42,1.9908979,-94.6331,-423.15643,1.0274912,125.82465,445484,-145.50275855057413,[ 0.596 -0.626  0.247  0.462  0.004],100,-424.49625,10000,357.3462166786194,4.272461e-06
4.9497223,-2.1096191,100,44.28,1.5707033,-97.31314,-426.37195,1.0011051,9.3079,449912,-140.4295818428194,[ 0.605 -0.624  0.252  0.461  0.001],101,-426.46344,10100,360.27369356155396,2.1362305e-06
6.4733124,-1.7383347,100,45.58,1.4255749,-96.68369,-425.1728,1.0058459,33.798347,454470,-142.11474203652855,[ 0.606 -0.623  0.252  0.46   0.001],102,-425.8189,10200,362.77135610580444,1.0986329e-05
5.541298,-1.834137,100,45.37,1.535638,-97.3538,-421.36282,1.0021336,14.205378,459007,-141.9309239889754,[ 0.605 -0.629  0.254  0.461  0.004],103,-421.61975,10300,366.00991702079773,4.043579e-06
5.5661163,-2.0361328,100,47.71,1.6973324,-96.5257,-419.49313,1.0091287,69.404945,463778,-144.0736193574439,[ 0.602 -0.629  0.253  0.457  0.006],104,-420.0983,10400,369.407687664032,-5.1879883e-06
5.591156,-2.3205414,100,46.16,1.9453555,-96.21608,-421.13245,1.0073036,50.09357,468394,-142.14237900225388,[ 0.599 -0.634  0.252  0.455  0.002],105,-421.70786,10500,372.7253141403198,3.0517577e-07
4.735565,-1.774353,100,41.75,1.523146,-94.62622,-411.671,1.0148704,87.98101,472569,-138.43509350133158,[ 5.960e-01 -6.347e-01  2.498e-01  4.527e-01 -5.534e-04],106,-413.39423,10600,375.5742733478546,-2.5939942e-06
6.0214996,-2.0311127,100,44.23,1.7403003,-96.87339,-413.34213,1.0035329,27.805824,476992,-140.5559400779656,[ 0.594 -0.636  0.247  0.443 -0.006],107,-413.7522,10700,379.00467443466187,-9.155274e-06
4.993927,-1.8000488,100,46.1,1.5409966,-96.212906,-424.11224,1.0048851,24.36344,481602,-142.6399490058541,[ 0.592 -0.637  0.245  0.439 -0.004],108,-424.97964,10800,382.81420278549194,-9.155273e-07
4.234291,-1.6278,100,43.31,1.3951567,-96.832726,-418.2337,1.0060238,35.818657,485933,-140.01635983481202,[ 0.592 -0.641  0.247  0.442  0.002],109,-418.81195,10900,386.4172623157501,-6.1798096e-06
7.044342,-2.104828,100,48.11,1.8580629,-97.267235,-426.96558,1.0003413,5.8974066,490744,-144.18114944454067,[ 0.597 -0.64   0.247  0.436  0.003],110,-427.0748,11000,390.3376815319061,-2.9754638e-06
7.187065,-2.279152,100,49.22,1.8369884,-94.69138,-423.55865,1.0305786,168.76888,495666,-145.11203082795296,[ 0.6   -0.642  0.248  0.437  0.001],111,-424.8991,11100,394.3853235244751,-3.3569336e-06
5.8717957,-2.0018234,100,42.9,1.9907186,-97.02921,-415.9283,1.0014467,14.9093275,499956,-139.1274821741311,[ 0.608 -0.635  0.25   0.437  0.003],112,-416.22858,11200,398.2241461277008,-4.4250487e-06
4.524025,-2.288414,100,43.43,1.965172,-97.1201,-421.71155,1.0005124,7.0923467,504299,-139.49278672606977,[ 6.113e-01 -6.376e-01  2.516e-01  4.367e-01 -1.757e-04],113,-421.88556,11300,401.81967282295227,7.019043e-06
5.697418,-1.8082657,100,42.79,1.6877717,-95.41013,-421.30725,1.0257334,139.91518,508578,-139.258545093538,[ 0.607 -0.634  0.25   0.436  0.001],114,-422.52777,11400,405.5688817501068,-3.5095215e-06
6.257103,-2.3997803,100,42.76,1.952276,-94.486435,-424.20203,1.0277686,130.13666,512854,-138.86790886498704,[ 0.616 -0.627  0.252  0.436  0.002],115,-425.88745,11500,408.86516284942627,-3.1280517e-06
6.21492,-2.3077774,100,45.38,2.1083357,-96.691895,-413.65573,1.0020452,15.107119,517392,-141.29985629933083,[ 0.605 -0.632  0.249  0.436 -0.001],116,-413.99905,11600,412.50063133239746,-2.2125244e-06
4.607094,-2.3111343,100,47.24,1.8175682,-96.46248,-421.1056,1.0053082,28.46279,522116,-143.36500837567957,[ 0.609 -0.634  0.25   0.435 -0.004],117,-421.68073,11700,416.23556089401245,-2.5177003e-06
5.1204376,-2.5019684,100,40.41,1.7734905,-96.07365,-421.0884,1.0053589,42.23772,526157,-136.4728912043323,[ 0.609 -0.627  0.25   0.431 -0.004],118,-421.8635,11800,419.9132125377655,-7.3242186e-06
5.888092,-1.7472076,100,45.39,1.5994687,-97.516914,-424.5356,1.0031939,19.934986,530696,-141.9000900527887,[ 0.608 -0.619  0.248  0.429 -0.004],119,-424.68753,11900,423.81909918785095,-7.6293946e-07
5.0864105,-1.9214935,100,44.14,1.6854429,-96.45935,-414.84058,1.0109364,46.860577,535110,-140.38770435998103,[ 0.604 -0.62   0.247  0.428 -0.003],120,-415.45337,12000,427.4661748409271,-3.8146973e-07
5.105194,-2.0348053,100,42.66,1.7617184,-97.40662,-419.44724,1.0007195,8.954889,539376,-139.13020815105781,[ 0.613 -0.619  0.249  0.427 -0.004],121,-419.6157,12100,431.2210476398468,-5.0354006e-06
5.7959595,-2.079605,100,44.58,1.9227377,-96.14563,-421.40027,1.008805,56.636364,543834,-140.66972884160705,[ 0.613 -0.622  0.251  0.426 -0.004],122,-422.0741,12200,435.10867977142334,-1.0223389e-05
