InitialReturnMax,InitialReturnMin,EpThisIter,EpLenMean,InitialReturnStd,ReturnMeanIW,Bound,EmpiricalD2,J_sample_variance,TimestepsSoFar,EpRewMean,Weights,Iteration,InitialBound,EpisodesSoFar,TimeElapsed,InitialReturnMean
6.6345215,-2.2802353,100,51.04,2.0442834,-96.330505,-423.1131,1.0051876,28.960255,1126740,-147.0654501997781,[ 0.479 -0.623  0.215  0.417 -0.022],246,-423.6849,24600,907.2749965190887,9.155274e-06
6.878845,-2.4130478,100,48.53,2.182217,-95.931206,-419.5816,1.0048581,28.663656,1131593,-144.4619252194624,[ 0.484 -0.624  0.217  0.413 -0.019],247,-420.2409,24700,911.1766695976257,-1.8310546e-06
8.260284,-2.3490143,100,53.05,2.0928004,-95.04806,-423.04272,1.0210477,85.873695,1136898,-149.0038912246564,[ 0.484 -0.622  0.217  0.418 -0.015],248,-424.14337,24800,915.2397947311401,-5.722046e-06
6.109337,-2.2271042,100,52.26,1.8587022,-94.26294,-423.41946,1.0301816,164.8352,1142124,-148.4171716476167,[ 0.486 -0.611  0.217  0.422 -0.014],249,-425.28717,24900,919.3029131889343,-7.858276e-06
6.309311,-2.2134552,100,50.12,1.8582442,-97.069496,-424.95792,1.0027941,17.386911,1147136,-146.28533074348016,[ 0.477 -0.616  0.215  0.419 -0.01 ],250,-425.22614,25000,923.4256966114044,6.5612794e-06
7.832802,-2.0717773,100,47.45,2.041571,-97.263824,-423.72806,1.0012938,10.134489,1151881,-143.6728070607668,[ 0.477 -0.621  0.215  0.418 -0.009],251,-423.8884,25100,927.43408370018,-5.1116945e-06
5.5226746,-2.0487823,100,49.7,1.7291254,-96.368065,-425.25027,1.0145004,75.44663,1156851,-146.14480530561127,[ 0.475 -0.622  0.216  0.416 -0.01 ],252,-426.0118,25200,931.6582403182983,-9.918213e-07
4.8583755,-1.6289444,100,45.21,1.4272348,-96.85033,-414.9569,1.0075533,33.915,1161372,-141.95920376023182,[ 0.482 -0.619  0.217  0.418 -0.011],253,-415.63275,25300,935.2440001964569,6.1035157e-06
6.730316,-2.0995483,100,50.11,1.8138574,-96.578865,-426.8872,1.0027376,20.709467,1166383,-146.3282210217716,[ 0.491 -0.622  0.22   0.415 -0.01 ],254,-427.40863,25400,939.6772108078003,1.3732911e-06
6.356537,-2.0735016,100,48.43,1.9297471,-97.451805,-424.31863,1.0008696,7.6232386,1171226,-144.7359498146023,[ 0.493 -0.622  0.219  0.411 -0.013],255,-424.407,25500,943.5220873355865,3.7384034e-06
6.2693787,-2.1665268,100,49.61,1.8105458,-94.74735,-423.11044,1.0286297,104.955215,1176187,-145.7925991226034,[ 0.494 -0.62   0.219  0.411 -0.013],256,-424.5135,25600,947.474880695343,-8.544922e-06
5.3897934,-2.230339,100,53.5,1.9472435,-96.69013,-424.57303,1.001914,23.442915,1181537,-149.53087493735785,[ 0.501 -0.612  0.22   0.407 -0.015],257,-424.9737,25700,951.8086156845093,9.994506e-06
6.8506775,-2.3091965,100,45.24,2.093193,-96.089966,-419.27838,1.0095726,61.78119,1186061,-141.184673195596,[ 0.505 -0.619  0.222  0.406 -0.015],258,-419.89954,25800,955.5031080245972,2.2125244e-06
6.560875,-2.3175888,100,49.37,1.9916749,-95.9697,-418.5296,1.0104934,55.835068,1190998,-145.39675068780764,[ 0.514 -0.621  0.225  0.406 -0.014],259,-419.28098,25900,959.3916873931885,-6.8664554e-07
5.090126,-2.057106,100,47.26,1.6227227,-96.68818,-423.84683,1.0044475,25.119009,1195724,-143.56439581213553,[ 0.504 -0.619  0.223  0.404 -0.018],260,-424.31665,26000,963.2056758403778,-1.8310546e-06
4.6311417,-1.9356079,100,48.9,1.4228758,-97.69805,-419.20142,1.0001904,4.1320176,1200614,-145.36783890627598,[ 0.5   -0.62   0.223  0.401 -0.014],261,-419.26602,26100,967.1444885730743,9.918213e-07
5.202606,-2.3811417,100,48.42,1.9148263,-96.40231,-425.11383,1.0069708,43.03218,1205456,-144.19478464531068,[ 0.499 -0.618  0.223  0.401 -0.013],262,-425.50076,26200,971.136025428772,2.7465821e-06
5.9911118,-2.4943695,100,49.13,1.956206,-95.60764,-418.95547,1.0151116,92.244995,1210369,-144.86941301130767,[ 0.493 -0.62   0.222  0.4   -0.014],263,-419.76218,26300,975.2567095756531,4.577637e-06
6.0094223,-2.4631424,100,51.0,2.2088294,-95.1353,-419.20654,1.0132129,69.79093,1215469,-146.6645132430518,[ 0.486 -0.623  0.219  0.402 -0.015],264,-420.2483,26400,979.381959438324,8.926391e-06
5.6655426,-2.2146988,100,47.3,1.8438734,-95.29071,-419.74377,1.0182048,71.92091,1220199,-143.52844293271323,[ 0.482 -0.624  0.217  0.398 -0.02 ],265,-421.023,26500,983.0720210075378,9.07898e-06
7.3878403,-2.2413712,100,49.35,1.7515187,-95.87139,-424.73328,1.0153644,81.07074,1225134,-145.34109982365194,[ 0.468 -0.618  0.212  0.397 -0.021],266,-425.49622,26600,986.8119053840637,3.6621093e-06
7.8551254,-2.3991013,100,49.62,2.2731352,-96.40277,-418.83643,1.0075784,42.60483,1230096,-145.40224781069685,[ 0.477 -0.618  0.214  0.401 -0.021],267,-419.2573,26700,990.7338619232178,-3.2806397e-06
5.1552887,-1.9434738,100,48.16,1.7347207,-97.39307,-422.84958,1.0013169,11.505472,1234912,-144.57360150639752,[ 0.47  -0.619  0.213  0.402 -0.023],268,-423.02924,26800,994.6413290500641,1.2283325e-05
7.7273407,-2.106697,100,47.24,1.8876393,-96.882065,-422.0904,1.0037116,24.445751,1239636,-143.40645670198978,[ 0.471 -0.62   0.212  0.4   -0.024],269,-422.4221,26900,997.9799447059631,8.850097e-06
7.093727,-1.9505234,100,50.33,1.8594823,-96.656456,-424.08853,1.0035518,30.046417,1244669,-146.6329492073071,[ 0.474 -0.619  0.213  0.399 -0.027],270,-424.6053,27000,1002.0400855541229,7.705688e-06
7.506752,-2.2517853,100,47.57,2.0712907,-95.75591,-420.74796,1.0160643,60.088585,1249426,-143.57857657213924,[ 0.472 -0.622  0.214  0.404 -0.026],271,-421.6054,27100,1005.8435525894165,
6.4188004,-2.2790756,100,44.73,2.1137881,-96.51953,-423.60855,1.0072715,37.497578,1253899,-140.9150784173251,[ 0.465 -0.624  0.212  0.405 -0.024],272,-424.07724,27200,1009.9362142086029,5.340576e-07
6.25708,-2.0533676,100,47.83,1.7755361,-97.1845,-425.90958,1.003145,24.25502,1258682,-144.1680544766961,[ 0.462 -0.627  0.211  0.401 -0.022],273,-426.17642,27300,1013.7372558116913,3.7384034e-06
6.7068634,-2.0229874,100,49.11,1.793458,-95.758865,-415.93713,1.0080004,53.489357,1263593,-145.47703801389147,[ 0.461 -0.631  0.211  0.402 -0.021],274,-416.92056,27400,1017.5693163871765,-6.027222e-06
8.302422,-2.150154,100,48.85,2.0374358,-94.83689,-424.40958,1.0250988,118.655,1268478,-145.00927238927036,[ 0.464 -0.628  0.211  0.409 -0.024],275,-425.72858,27500,1020.7218763828278,-9.155273e-07
5.3179016,-2.4916916,100,53.71,1.8934072,-96.47477,-421.07077,1.002175,15.425105,1273849,-149.50348415103667,[ 0.459 -0.635  0.209  0.405 -0.028],276,-421.44888,27600,1024.785207748413,8.7738035e-06
8.284454,-1.7954941,100,46.04,1.6873088,-94.17687,-422.28015,1.0353867,159.79034,1278453,-142.70180293741328,[ 0.46  -0.634  0.207  0.402 -0.028],277,-424.2467,27700,1028.120088815689,-4.043579e-06
7.717163,-2.0644302,100,50.4,1.9339218,-96.84697,-425.39612,1.004992,29.46754,1283493,-146.81808539209314,[ 0.452 -0.641  0.205  0.397 -0.028],278,-425.88266,27800,1032.11452293396,-4.043579e-06
7.270233,-2.2801895,100,53.16,2.019647,-95.21754,-424.76913,1.0112162,59.792645,1288809,-149.13110468005638,[ 0.449 -0.644  0.205  0.397 -0.024],279,-425.90973,27900,1035.5863695144653,-4.272461e-06
6.7026825,-2.2130203,100,51.09,1.9466157,-97.36558,-424.4015,1.0008339,13.3155,1293918,-147.21623600252758,[ 0.442 -0.641  0.203  0.389 -0.023],280,-424.49277,28000,1039.7164227962494,1.2207031e-06
8.361923,-2.0798187,100,49.12,1.86896,-95.96692,-425.21967,1.0138774,67.06651,1298830,-145.5809442758001,[ 0.443 -0.64   0.203  0.39  -0.023],281,-426.20038,28100,1042.7750597000122,4.653931e-06
7.6510544,-2.1385727,100,53.82,1.9192609,-97.036446,-422.4579,1.0027735,15.662997,1304212,-149.93711652210308,[ 0.449 -0.639  0.205  0.395 -0.021],282,-422.68085,28200,1047.0222351551056,-1.0681152e-06
7.653839,-1.7161102,100,50.66,1.8205727,-97.352646,-426.79028,1.002017,13.759779,1309278,-147.27225511354126,[ 0.45  -0.642  0.204  0.394 -0.022],283,-427.1031,28300,1051.0422263145447,6.866455e-06
6.0748444,-2.0650253,100,51.56,1.9469012,-96.605995,-424.274,1.0060493,32.56471,1314434,-147.8715672869785,[ 0.45  -0.644  0.204  0.395 -0.018],284,-424.8296,28400,1055.2007036209106,7.705688e-06
7.1587677,-2.3163528,100,48.64,2.0363,-94.96122,-422.61932,1.0174259,99.08621,1319298,-144.61413289866834,[ 0.454 -0.641  0.204  0.389 -0.018],285,-423.8553,28500,1058.6053085327148,2.670288e-06
6.1248093,-2.2332,100,53.08,2.0155892,-94.00373,-423.2778,1.0361075,142.18651,1324606,-149.17058534559817,[ 0.45  -0.644  0.201  0.383 -0.018],286,-425.0217,28600,1062.9370300769806,1.9836425e-06
6.4039917,-1.9726791,100,52.64,1.7581601,-97.13757,-424.52063,1.0067959,31.53105,1329870,-149.03225409516915,[ 0.443 -0.65   0.197  0.381 -0.021],287,-424.81818,28700,1066.9285097122192,7.171631e-06
6.9386215,-2.2517853,100,51.91,1.9575483,-94.05619,-426.4808,1.0336909,185.41534,1335061,-148.03567671690593,[ 0.44  -0.654  0.197  0.379 -0.022],288,-428.47968,28800,1070.4825148582458,3.967285e-06
7.703064,-2.3246155,100,50.51,2.0533738,-97.16969,-425.18976,1.000699,5.6114984,1340112,-146.57579258129442,[ 0.43  -0.658  0.194  0.378 -0.02 ],289,-425.32977,28900,1074.4950187206268,6.6375733e-06
6.704323,-2.1044846,100,47.32,1.7598938,-96.298065,-416.51907,1.0057864,28.391191,1344844,-143.63172941282494,[ 0.432 -0.657  0.193  0.376 -0.022],290,-417.37256,29000,1078.082679271698,-8.392334e-07
5.9576187,-1.932869,100,54.16,1.9394476,-97.531944,-422.44058,1.0013423,13.034209,1350260,-150.63090166351904,[ 0.422 -0.651  0.192  0.38  -0.024],291,-422.59808,29100,1082.3425641059875,-1.1444092e-06
5.2526245,-2.662407,100,63.9,2.0761373,-94.840675,-426.63373,1.0256902,92.76577,1356650,-159.4437029484956,[ 0.42  -0.65   0.19   0.381 -0.026],292,-427.73096,29200,1086.9993073940277,2.2888183e-07
5.2333984,-1.9160233,100,45.38,1.5256153,-97.606,-418.78497,1.000751,8.1194,1361188,-141.9678258797257,[ 0.428 -0.645  0.192  0.377 -0.027],293,-418.91653,29300,1090.7899479866028,4.5013426e-06
9.448715,-2.5956879,100,60.63,2.199917,-96.78892,-425.72604,1.0011966,11.72984,1367251,-156.29202167162947,[ 0.428 -0.645  0.191  0.377 -0.026],294,-425.9665,29400,1094.3649337291718,6.1035155e-07
5.49881,-2.569069,100,50.9,2.0505693,-96.44756,-426.64725,1.0025736,20.73924,1372341,-146.56755425039458,[ 0.426 -0.641  0.19   0.378 -0.029],295,-427.04843,29500,1098.436787366867,-6.8664554e-07
7.9903107,-2.2636337,100,54.92,1.9381386,-96.688286,-426.11777,1.0050524,27.260632,1377833,-151.09875942130998,[ 0.43  -0.645  0.192  0.381 -0.029],296,-426.5742,29600,1102.7402033805847,4.5013426e-06
7.570915,-2.426529,100,49.53,2.184024,-95.803535,-418.50146,1.0159354,68.29293,1382786,-145.57843077573622,[ 0.435 -0.643  0.192  0.38  -0.027],297,-419.28394,29700,1106.7329604625702,2.2125244e-06
7.8094025,-2.106285,100,54.6,1.9322525,-95.971054,-422.78113,1.0118976,59.69886,1388246,-150.80310952870778,[ 0.432 -0.648  0.19   0.379 -0.025],298,-423.57996,29800,1110.7184138298035,-6.1798096e-06
7.060791,-2.5108414,100,53.99,2.0873878,-96.79319,-419.95303,1.0018005,14.005389,1393645,-149.83692106824617,[ 0.431 -0.654  0.188  0.378 -0.028],299,-420.22415,29900,1114.9783432483673,3.890991e-06
6.2669144,-2.1937408,100,54.06,2.0990515,-96.64068,-422.60468,1.0069503,38.06737,1399051,-150.19260079598848,[ 0.429 -0.652  0.187  0.377 -0.031],300,-423.07883,30000,1119.1202178001404,-9.155273e-07
6.0602417,-2.240097,100,54.34,2.0067284,-97.079605,-425.16986,1.0012072,11.10133,1404485,-150.24495062971607,[ 0.423 -0.653  0.187  0.376 -0.034],301,-425.30933,30100,1123.4017775058746,-6.4849855e-06
6.8105774,-2.8065186,100,55.49,2.2450953,-93.00395,-425.31934,1.0341363,139.57167,1410034,-150.9931023102975,[ 0.421 -0.654  0.187  0.374 -0.033],302,-427.43732,30200,1127.255602836609,-1.0604858e-05
9.2595215,-2.3118744,100,54.72,2.013258,-95.76827,-424.01703,1.0152303,73.012054,1415506,-150.68690661191124,[ 0.412 -0.661  0.185  0.38  -0.036],303,-424.9322,30300,1131.648978471756,8.544922e-06
9.071426,-2.395584,100,54.35,2.1820345,-96.0233,-422.63892,1.0044633,33.738705,1420941,-150.20699962092843,[ 0.42  -0.659  0.187  0.381 -0.034],304,-423.28897,30400,1135.7914967536926,-1.5258789e-06
5.437149,-2.1191483,100,59.32,2.0315742,-96.70993,-421.65268,1.003842,30.681454,1426873,-155.57439182563053,[ 0.424 -0.666  0.189  0.387 -0.038],305,-422.18948,30500,1140.0704553127289,3.1280517e-06
6.596115,-2.6448822,100,60.36,2.4054534,-95.73693,-422.57568,1.0072309,37.142616,1432909,-155.96284861771178,[ 0.428 -0.676  0.19   0.385 -0.037],306,-423.33997,30600,1144.656345129013,-6.027222e-06
4.998657,-2.066101,100,48.13,1.803727,-96.45951,-414.6301,1.0098252,46.04514,1437722,-144.4119864061379,[ 0.428 -0.67   0.19   0.38  -0.033],307,-415.22205,30700,1148.4622740745544,7.858276e-06
7.488945,-2.430313,100,55.04,2.2581227,-96.90298,-427.77448,1.002707,16.613527,1443226,-150.85291375131894,[ 0.434 -0.667  0.19   0.38  -0.03 ],308,-427.96616,30800,1152.7455945014954,8.926391e-06
6.2736664,-2.1717758,100,64.07,1.8449514,-96.97871,-426.96375,1.0025295,18.093218,1449633,-160.15001320973278,[ 0.432 -0.669  0.19   0.381 -0.028],309,-427.26987,30900,1157.5201513767242,6.2561035e-06
7.3028336,-2.3600845,100,52.55,2.0529885,-96.365074,-420.90836,1.0051999,34.668274,1454888,-148.47472389757846,[ 0.432 -0.668  0.192  0.379 -0.027],310,-421.4355,31000,1160.8552963733673,1.0223389e-05
7.6432724,-2.1349564,100,50.7,1.7562894,-94.553345,-412.73608,1.02021,102.94407,1459958,-146.90181979009668,[ 0.437 -0.667  0.192  0.383 -0.026],311,-414.33096,31100,1164.863718509674,-1.0681152e-06
5.5725174,-2.229782,100,56.8,1.8180634,-94.94805,-420.87045,1.029329,99.31798,1465638,-152.8769731637035,[ 0.431 -0.668  0.188  0.384 -0.033],312,-422.14764,31200,1169.3850238323212,3.890991e-06
6.4626846,-2.4065018,100,57.14,2.1529264,-96.87945,-424.29773,1.0039091,25.443228,1471352,-153.13323743173672,[ 0.437 -0.66   0.19   0.385 -0.03 ],313,-424.57288,31300,1173.5367381572723,-8.163453e-06
6.1977234,-2.113533,100,55.28,1.8793032,-96.156525,-424.27814,1.0104587,60.14016,1476880,-151.4686626663663,[ 0.438 -0.657  0.191  0.383 -0.031],314,-425.05603,31400,1178.1288442611694,-5.7983398e-06
6.220375,-2.2239609,100,53.66,2.0449305,-97.22574,-424.2671,1.0031778,22.5015,1482246,-149.85132605910124,[ 0.437 -0.662  0.19   0.381 -0.035],315,-424.4585,31500,1182.2439980506897,1.0147095e-05
6.9057693,-2.2214203,100,56.86,2.054787,-96.73662,-427.5595,1.0063982,30.835981,1487932,-152.7243221910695,[ 0.439 -0.661  0.191  0.381 -0.036],316,-427.86865,31600,1186.796468257904,1.4648437e-05
6.4751205,-2.0611725,100,53.13,1.9127654,-93.15475,-423.17422,1.0316848,141.89421,1493245,-149.41721044620692,[ 0.437 -0.664  0.189  0.379 -0.037],317,-425.41455,31700,1190.8357791900635,-4.7302246e-06
7.491066,-2.135025,100,57.17,1.9044902,-95.21814,-423.6716,1.0177293,98.08512,1498962,-153.370096194465,[ 0.428 -0.668  0.188  0.373 -0.044],318,-424.91943,31800,1195.2950539588928,8.850097e-06
4.038681,-2.108818,100,56.6,1.6748079,-96.97282,-424.42313,1.0028633,18.154564,1504622,-152.78102548110658,[ 0.43  -0.657  0.187  0.375 -0.04 ],319,-424.734,31900,1199.4981133937836,7.6293946e-07
5.6743164,-2.4491425,100,61.53,2.1533349,-96.95147,-423.51068,1.0015601,12.120832,1510775,-157.3207901900758,[ 0.436 -0.661  0.188  0.375 -0.037],320,-423.66464,32000,1204.0283088684082,9.231568e-06
6.400215,-2.3727417,100,56.31,2.1576674,-97.05074,-423.8942,1.0024132,19.203396,1516406,-152.21876038582593,[ 0.436 -0.662  0.187  0.375 -0.035],321,-424.0475,32100,1207.873007774353,-7.2479247e-06
5.090912,-2.1331406,100,57.42,1.7145388,-97.24002,-424.1366,1.0031888,18.699238,1522148,-153.7144917566323,[ 0.439 -0.66   0.187  0.374 -0.036],322,-424.3548,32200,1211.3766376972198,3.2043456e-06
6.9093246,-2.6110306,100,61.4,2.1261988,-96.21897,-425.25616,1.0057232,40.96909,1528288,-156.99642209477267,[ 0.436 -0.662  0.187  0.377 -0.036],323,-425.71533,32300,1216.285344362259,-2.670288e-06
4.931778,-2.276451,100,54.07,1.9373409,-97.107544,-423.57962,1.0019882,11.794278,1533695,-150.1050590777901,[ 0.439 -0.661  0.188  0.382 -0.038],324,-423.7375,32400,1220.5560250282288,5.264282e-06
4.923813,-2.1738815,100,55.45,1.7553571,-97.13331,-418.83255,1.0026767,21.210253,1539240,-151.66261033857356,[ 0.439 -0.657  0.188  0.38  -0.036],325,-419.0739,32500,1224.4346549510956,-5.0354006e-06
7.5253906,-2.5204468,100,56.87,2.2618783,-96.2606,-426.1189,1.0030044,24.800545,1544927,-152.6698381210098,[ 0.44  -0.657  0.189  0.383 -0.036],326,-426.66895,32600,1228.9206619262695,4.9591063e-06
6.5047455,-2.0655594,100,55.06,1.7750602,-96.57554,-420.21396,1.0045185,32.863243,1550433,-151.36574205845866,[ 0.444 -0.66   0.19   0.38  -0.033],327,-420.81104,32700,1233.1109955310822,2.7465821e-06
5.2713623,-2.4349747,100,50.93,1.9927868,-96.10363,-423.84128,1.0026257,16.840387,1555526,-146.8784623015116,[ 0.445 -0.663  0.19   0.382 -0.038],328,-424.46072,32800,1237.0939683914185,3.6621093e-06
6.011406,-2.142067,100,54.39,1.9850297,-96.23874,-424.07883,1.0044887,37.972668,1560965,-150.62410264472402,[ 0.447 -0.661  0.187  0.379 -0.039],329,-424.85812,32900,1241.4164562225342,6.408691e-06
5.8672028,-2.351715,100,54.59,1.8525969,-91.483116,-422.26968,1.057676,205.514,1566424,-150.50637702151184,[ 0.45  -0.669  0.188  0.375 -0.036],330,-425.6905,33000,1245.4814019203186,4.8828124e-06
4.739052,-2.2281952,100,56.85,1.8630928,-96.562645,-428.01025,1.0093673,52.916557,1572109,-152.8895486910949,[ 0.434 -0.669  0.184  0.378 -0.037],331,-428.5239,33100,1249.9479956626892,-4.653931e-06
5.468933,-2.253357,100,60.14,1.9493397,-97.015594,-423.69928,1.0015397,12.694623,1578123,-156.08026389819858,[ 0.437 -0.664  0.184  0.378 -0.038],332,-423.91214,33200,1254.3986475467682,3.0517579e-06
7.2025604,-2.0055542,100,52.36,1.9559639,-97.1543,-410.74637,1.0045562,26.49256,1583359,-148.62435989272882,[ 0.434 -0.661  0.184  0.379 -0.035],333,-410.9957,33300,1258.3466770648956,5.7983398e-06
5.72892,-2.2629776,100,55.89,1.8958023,-94.10492,-425.62686,1.0177845,83.78273,1588948,-151.96452214939802,[ 0.437 -0.659  0.184  0.378 -0.037],334,-427.31204,33400,1262.6670999526978,-6.027222e-06
5.868553,-2.3958817,100,53.22,2.1685286,-96.072716,-424.18448,1.0134826,48.51714,1594270,-149.11189766343338,[ 0.443 -0.659  0.186  0.388 -0.034],335,-424.7725,33500,1266.7111728191376,-6.713867e-06
6.0346375,-2.4922028,100,55.31,2.1652076,-96.38417,-426.88953,1.0064807,40.915524,1599801,-151.15140932999486,[ 0.438 -0.663  0.185  0.385 -0.034],336,-427.35696,33600,1270.700123310089,1.2969971e-06
6.392784,-2.3660812,100,59.6,2.1507778,-96.87242,-424.24268,1.0024941,18.30315,1605761,-155.50919548884477,[ 0.442 -0.661  0.186  0.387 -0.031],337,-424.4879,33700,1274.5406243801117,9.994506e-06
6.114624,-2.257187,100,53.8,1.9324703,-96.67547,-421.44675,1.0028958,24.753796,1611141,-149.8804827329571,[ 0.439 -0.663  0.186  0.389 -0.033],338,-422.02106,33800,1279.0328707695007,4.196167e-06
7.850891,-2.4259949,100,63.75,2.2256777,-94.81939,-423.64774,1.0130357,95.889206,1617516,-159.54437277966025,[ 0.437 -0.655  0.185  0.389 -0.034],339,-425.00635,33900,1283.8824467658997,2.4414062e-06
7.6504135,-2.3289413,100,58.3,2.029112,-95.59225,-425.71396,1.017872,79.85679,1623346,-154.26921191129077,[ 0.436 -0.664  0.186  0.386 -0.039],340,-426.60773,34000,1288.13796043396,-1.2207031e-06
6.747902,-2.1445923,100,57.45,1.9770349,-97.15396,-427.6157,1.0011543,8.348897,1629091,-153.53736999740943,[ 0.428 -0.667  0.185  0.388 -0.044],341,-427.81967,34100,1292.412338733673,-2.0599366e-06
5.420639,-2.270523,100,51.95,1.8519014,-96.61026,-422.58713,1.0032943,21.297506,1634286,-148.05480003448042,[ 0.426 -0.666  0.185  0.389 -0.041],342,-423.12033,34200,1296.891639471054,8.468628e-06
8.45163,-2.3721924,100,58.03,2.1702034,-96.998726,-426.03406,1.0017134,13.049423,1640089,-154.02456748176073,[ 0.433 -0.671  0.187  0.387 -0.044],343,-426.26556,34300,1301.052449464798,-7.171631e-06
8.137505,-2.152153,100,56.47,2.0448127,-97.087875,-425.28497,1.0052122,26.780851,1645736,-152.73096457918055,[ 0.437 -0.675  0.188  0.388 -0.041],344,-425.5731,34400,1305.3488783836365,-3.0517579e-06
9.344254,-2.2198257,100,58.34,2.0615666,-95.34495,-423.9097,1.0154748,88.8004,1651570,-154.53987129657153,[ 0.436 -0.679  0.187  0.387 -0.039],345,-425.03867,34500,1309.67151761055,1.4495849e-06
5.43911,-2.369217,100,61.11,2.0219438,-96.66114,-427.16653,1.0075644,38.34232,1657681,-157.09658166844685,[ 0.432 -0.683  0.186  0.379 -0.038],346,-427.56024,34600,1313.653419971466,7.3242186e-06
5.233017,-2.382042,100,56.83,1.8687075,-96.83173,-419.1432,1.0015442,16.755917,1663364,-152.76555629440188,[ 0.434 -0.677  0.186  0.378 -0.039],347,-419.41626,34700,1317.9399087429047,4.272461e-06
8.7258,-2.6500473,100,59.62,2.1838307,-96.652916,-427.02542,1.0054494,35.688477,1669326,-155.31895596581012,[ 0.433 -0.677  0.187  0.375 -0.04 ],348,-427.3139,34800,1321.9562284946442,3.7384034e-06
6.6807175,-2.2232666,100,56.88,2.0342622,-96.4188,-426.0774,1.0117966,46.637444,1675014,-153.0977447459532,[ 0.438 -0.676  0.188  0.375 -0.04 ],349,-426.65637,34900,1326.2167837619781,7.6293944e-08
5.351677,-2.4889297,100,58.31,2.1975951,-95.73124,-423.82404,1.0112678,52.244694,1680845,-154.03628074997079,[ 0.433 -0.678  0.186  0.372 -0.039],350,-424.60852,35000,1330.558443069458,-7.858276e-06
5.4014053,-2.0617828,100,51.63,1.6914163,-96.81439,-427.91852,1.0027685,20.312712,1686008,-147.9800494659147,[ 0.425 -0.676  0.185  0.367 -0.039],351,-428.37384,35100,1334.6078152656555,-9.460449e-06
6.57946,-2.8549347,100,60.88,2.1174872,-93.54538,-424.37534,1.03706,170.38551,1692096,-156.27780203337872,[ 0.423 -0.675  0.185  0.372 -0.036],352,-426.1908,35200,1338.3498125076294,-1.9836425e-06
5.322815,-2.0960388,100,58.85,1.7459654,-96.5487,-427.78876,1.0041397,21.025316,1697981,-155.13430343850075,[ 0.432 -0.669  0.187  0.375 -0.036],353,-428.46732,35300,1342.2381463050842,6.027222e-06
5.5276184,-2.189621,100,55.2,1.8465283,-95.583534,-416.508,1.0082405,53.738514,1703501,-151.41361091254828,[ 0.437 -0.671  0.188  0.372 -0.032],354,-417.54547,35400,1346.390873670578,-3.5858154e-06
7.735077,-2.3247833,100,62.13,2.3625572,-96.852234,-424.40356,1.0058948,31.30474,1709714,-157.9830603464872,[ 0.442 -0.674  0.188  0.366 -0.038],355,-424.64148,35500,1350.6651856899261,3.0517579e-06
6.7163544,-2.363144,100,59.76,2.1742504,-91.85924,-421.14026,1.0567768,262.70004,1715690,-155.59231842042328,[ 0.447 -0.673  0.189  0.366 -0.037],356,-424.01178,35600,1354.9679100513458,-1.0299683e-05
6.2673798,-2.4229126,100,56.62,1.9591242,-96.38233,-425.89258,1.0029595,22.13624,1721352,-152.3796022006588,[ 0.453 -0.66   0.192  0.364 -0.039],357,-426.31885,35700,1359.1916716098785,-5.0354006e-06
4.667694,-2.1926422,100,52.39,1.8062595,-97.241745,-424.40515,1.0008494,7.420202,1726591,-148.5296792440253,[ 0.458 -0.666  0.194  0.363 -0.042],358,-424.57855,35800,1363.2274134159088,6.8664554e-07
6.026024,-2.270218,100,52.53,1.8943785,-96.98805,-419.7732,1.0011661,13.692832,1731844,-148.5030560800698,[ 0.455 -0.665  0.194  0.361 -0.041],359,-419.99878,35900,1367.3305487632751,-1.0681152e-05
7.7989044,-2.6143494,100,55.8,2.1791017,-96.17715,-423.64777,1.0033551,25.181133,1737424,-151.34475607698073,[ 0.452 -0.663  0.195  0.362 -0.044],360,-424.1075,36000,1371.6328959465027,-9.918213e-07
6.936699,-2.621643,100,51.95,2.1312296,-95.62428,-412.7849,1.0113385,73.23496,1742619,-147.67559006017007,[ 0.451 -0.665  0.195  0.367 -0.042],361,-413.58533,36100,1375.9236686229706,7.2479247e-06
6.8484726,-2.4642258,100,50.57,2.1693976,-95.6037,-421.12012,1.0096974,62.096745,1747676,-146.44482190425512,[ 0.451 -0.656  0.195  0.365 -0.044],362,-421.9361,36200,1379.8105385303497,-2.2125244e-06
6.20739,-2.4201431,100,53.15,1.9475394,-95.29695,-418.74634,1.0160936,99.12857,1752991,-149.1206905988475,[ 0.447 -0.656  0.193  0.36  -0.048],363,-420.00446,36300,1383.9103503227234,-6.4849855e-06
3.9547272,-1.9477386,100,52.71,1.4790041,-96.37661,-422.90018,1.0114372,60.38379,1758262,-149.27088675876183,[ 0.436 -0.654  0.191  0.357 -0.048],364,-423.66675,36400,1388.019944190979,5.722046e-06
5.9133835,-2.348549,100,56.0,2.0696938,-96.774796,-421.62085,1.0017892,17.002201,1763862,-152.02236955929948,[ 0.433 -0.659  0.19   0.351 -0.047],365,-421.97415,36500,1392.055332183838,-6.1035155e-07
7.0111847,-2.2328796,100,58.74,2.1551485,-95.68825,-425.14594,1.0054235,43.352554,1769736,-154.6611365507073,[ 0.432 -0.656  0.189  0.354 -0.048],366,-426.16913,36600,1396.5587046146393,5.340576e-07
6.136162,-2.0234451,100,50.08,1.7750263,-96.85142,-423.07993,1.002151,15.95757,1774744,-146.23660142343672,[ 0.435 -0.66   0.191  0.359 -0.052],367,-423.4378,36700,1400.6399459838867,-4.348755e-06
