EmpiricalD2,MeanIW,MaxIW,ReturnMeanIW,J_sample_variance,InitialBound,StdIWNorm,MinIWNorm,MinIW,ESSClassic,TimeElapsed,InitialReturnMin,StdIW,EpLenMean,MaxIWNorm,EpRewMean,Iteration,InitialReturnMean,Weights,MeanIWNorm,EpisodesSoFar,ESSRenyi,Bound,EpThisIter,InitialReturnMax,TimestepsSoFar,InitialReturnStd
24.180244,0.6932123,21.194054,3.8944435,982.1313,-4.5895576e-06,0.022432184,0.00017342072,0.017342072,8.717223,46.15701723098755,-19.926727,2.2432184,135.02,0.21194053,-187.84601675729078,11,-4.653931e-06,[ 0.172 -0.963 -0.096 -0.177  0.28 ],0.0069321226,1100,4.1356077,3.8944435,100,36.902206,103183,10.526578
31177.15,1.9458498,157.67326,29.072742,75119.44,2.9802322e-07,0.15666766,6.7720634e-06,0.0006772064,1.5191879,53.758540868759155,-19.875992,15.666768,217.55,1.5767326,-242.6760537227441,12,1.9073487e-07,[ 0.12  -0.919 -0.053 -0.156  0.3  ],0.019458497,1200,0.0032074773,29.072742,100,18.580975,124938,9.449965
2.2542427e+18,21.025623,2096.167,383.49176,14657842.0,-3.2037497e-06,2.0855978,1.0242989e-12,1.024299e-10,1.0061088,63.78198456764221,-20.310524,208.55978,276.46,20.96167,-248.93385448119392,13,-3.0899048e-06,[ 0.083 -0.971 -0.038 -0.223  0.327],0.21025619,1300,4.4360796e-17,383.49176,100,26.971443,152584,11.262617
133.40596,1.0803516,26.381031,15.249856,8756.655,-3.2186508e-06,0.03294922,3.804557e-06,0.00038045572,9.70718,83.04135847091675,-25.343925,3.294922,489.93,0.2638103,-253.4179287026414,14,-3.2424928e-06,[-0.154 -0.882 -0.05  -0.223  0.36 ],0.010803516,1400,0.7495917,15.249856,100,33.882156,201577,11.09874
4117.241,2.4766145,227.48796,23.808538,51285.137,3.5762787e-06,0.22624505,1.6766893e-07,1.6766893e-05,1.1840919,101.73867964744568,-24.042706,22.624508,482.26,2.2748795,-216.22766200866405,15,3.7002565e-06,[-0.196 -0.864 -0.063 -0.258  0.367],0.024766142,1500,0.024288109,23.808538,100,27.467115,249803,10.808896
2208.0918,1.4517463,125.923584,16.834532,27788.705,-2.9206276e-06,0.12517343,4.494955e-09,4.494955e-07,1.3272549,120.73736786842346,-35.365517,12.517344,484.26,1.2592359,-173.3502718779072,16,-3.2043456e-06,[-0.256 -0.844 -0.089 -0.3    0.341],0.014517464,1600,0.04528797,16.834532,100,21.959127,298229,11.615049
121.30413,2.633457,150.37299,27.361385,49042.934,2.8312206e-06,0.15152259,5.275477e-07,5.2754767e-05,2.9320643,137.8862864971161,-50.840633,15.152259,417.46,1.5037298,-149.89128553302703,17,2.9182434e-06,[-0.289 -0.777 -0.125 -0.309  0.298],0.026334574,1700,0.82437426,27.361385,100,30.740908,339975,14.790651
18244282.0,3.2072308,311.17947,49.41078,246214.77,2.1457672e-06,0.30957648,1.1512418e-12,1.15124174e-10,1.0619109,155.60055804252625,-35.689545,30.957645,435.57,3.1117947,-137.67791465906393,18,2.0599366e-06,[-0.307 -0.725 -0.13  -0.3    0.228],0.032072302,1800,5.4811694e-06,49.41078,100,24.903866,383532,12.658777
21.52967,1.0483942,17.298092,3.5074003,743.1002,-2.115965e-06,0.025004553,4.792886e-06,0.00047928863,14.951294,173.33322310447693,-42.39316,2.5004551,430.27,0.17298092,-106.87314433732985,19,-1.9454956e-06,[-0.366 -0.746 -0.134 -0.361  0.184],0.010483941,1900,4.644753,3.5074003,100,23.048729,426559,12.128452
84.16728,1.2018665,48.16022,4.839334,3031.043,-1.9520521e-06,0.050142728,1.3371143e-06,0.00013371144,5.432957,191.3885941505432,-34.30221,5.014273,427.82,0.4816022,-111.91736239841613,20,-1.9454956e-06,[-0.385 -0.758 -0.132 -0.383  0.145],0.012018665,2000,1.1881101,4.839334,100,27.550184,469341,10.8990345
4322.429,1.7630479,101.4465,8.150298,14481.432,-1.1920929e-07,0.10292302,3.694369e-07,3.694369e-05,2.8506446,207.96637058258057,-33.809635,10.292302,403.76,1.014465,-97.84617103898714,21,-1.5258789e-07,[-0.383 -0.78  -0.13  -0.422  0.128],0.017630478,2100,0.023135139,8.150298,100,29.954912,509717,12.268094
21.982307,0.994742,22.382181,3.3422024,353.37158,5.811453e-07,0.023988785,3.8882758e-05,0.003888276,14.672188,223.75776362419128,-25.810581,2.3988788,439.19,0.2238218,-109.64739487053656,22,5.531311e-07,[-0.409 -0.814 -0.146 -0.392  0.144],0.00994742,2200,4.549113,3.3422024,100,29.35782,553636,11.341879
35669.312,3.702193,331.63287,110.82904,1241219.1,-1.9073486e-06,0.32972178,4.6365813e-08,4.6365813e-06,1.2450358,240.2167751789093,-34.786983,32.97218,445.17,3.3163288,-112.61874828917944,23,-1.8882752e-06,[-0.416 -0.829 -0.131 -0.414  0.162],0.03702193,2300,0.0028035303,110.82904,100,33.591164,598153,11.283878
87256.26,4.6827726,392.9058,22.355227,32162.139,-1.6093254e-06,0.3928448,9.019266e-09,9.019266e-07,1.4009955,255.34745621681213,-26.269629,39.28448,387.35,3.9290578,-92.01476908827694,24,-1.9073486e-06,[-0.414 -0.779 -0.116 -0.439  0.182],0.046827726,2400,0.0011460496,22.355227,100,30.656124,636888,11.508206
29.112446,1.6155106,47.152267,5.8916893,4220.674,1.4007092e-06,0.059396863,1.7777553e-06,0.00017777554,6.8880734,270.3214683532715,-39.28591,5.9396873,398.69,0.47152266,-99.29311054630652,25,1.2207031e-06,[-0.466 -0.787 -0.177 -0.413  0.146],0.016155105,2500,3.434957,5.8916893,100,26.147251,676757,10.72706
126.80009,0.9926715,18.855183,6.0239797,2062.9907,-1.1771917e-06,0.02470087,8.50222e-06,0.000850222,13.904819,285.96600461006165,-38.466766,2.4700873,404.04,0.18855183,-86.20394726558553,26,-1.0871887e-06,[-0.498 -0.733 -0.177 -0.379  0.098],0.009926716,2600,0.788643,6.0239797,100,31.532066,717161,13.944411
3.8198671,1.2121052,10.223913,1.5520502,290.52045,1.0281801e-06,0.015616113,0.00028475586,0.028475586,37.59629,302.56770968437195,-31.982115,1.5616114,439.63,0.10223913,-95.33201364114011,27,1.1253356e-06,[-0.512 -0.751 -0.154 -0.377  0.082],0.0121210525,2700,26.17892,1.5520502,100,28.270926,761124,11.116411
3896.8416,1.4858403,118.07735,10.370058,8852.933,-6.92904e-07,0.117637955,3.5231107e-09,3.5231108e-07,1.5702747,319.22873735427856,-24.057438,11.763795,458.64,1.1807735,-115.38569157091773,28,-7.4386594e-07,[-0.524 -0.755 -0.142 -0.374  0.086],0.014858402,2800,0.025661808,10.370058,100,21.13728,806988,9.378858
329842.7,4.6543903,395.07474,79.77901,691287.6,-4.0233135e-07,0.39301604,1.9508748e-09,1.950875e-07,1.3831091,334.8742325305939,-38.371315,39.301605,442.49,3.9507473,-93.91256142318885,29,-2.0980835e-07,[-0.503 -0.751 -0.167 -0.382  0.03 ],0.046543907,2900,0.00030317483,79.77901,100,27.313269,851237,12.037456
5111.9746,2.0863795,156.4925,40.57318,145427.0,-5.5134296e-07,0.15625843,1.2691875e-07,1.2691875e-05,1.7515612,349.59856510162354,-48.517265,15.625845,384.68,1.5649248,-90.08322899109876,30,-5.531311e-07,[-0.488 -0.772 -0.194 -0.427  0.015],0.02086379,3000,0.019561913,40.57318,100,24.348938,889705,13.15602
16258.979,2.158926,167.19656,20.418627,43441.832,1.1622906e-06,0.16725752,8.216319e-07,8.216319e-05,1.6388074,364.13406324386597,-36.874584,16.725754,378.31,1.6719656,-94.2873540941868,31,1.0681152e-06,[-0.483 -0.82  -0.165 -0.456  0.044],0.02158926,3100,0.0061504478,20.418627,100,24.396824,927536,12.105266
110644.64,7.729226,743.22986,64.11213,420912.7,5.2154064e-08,0.7393541,3.5957342e-09,3.5957342e-07,1.0810516,380.1718201637268,-36.268917,73.93541,439.29,7.432298,-101.78193333092032,32,9.536743e-08,[-0.499 -0.817 -0.139 -0.434  0.085],0.07729226,3200,0.00090379437,64.11213,100,25.149767,971465,10.884285
1.3825771,1.1498322,3.8563824,0.60613674,255.6186,-3.1292439e-07,0.0070543084,0.0025079548,0.25079548,72.65374,394.1048393249512,-43.526634,0.7054308,378.11,0.03856382,-93.3870990202387,33,-2.861023e-07,[-0.523 -0.792 -0.157 -0.46   0.02 ],0.011498323,3300,72.3287,0.60613674,100,27.477467,1009276,13.188343
283184.8,19.43328,1909.4695,297.56342,8907361.0,-3.97861e-06,1.8995864,5.972171e-09,5.9721714e-07,1.0357441,408.6239607334137,-34.96408,189.95866,400.23,19.094694,-85.92220243967515,34,-3.7574769e-06,[-0.501 -0.78  -0.145 -0.452  0.013],0.1943328,3400,0.0003531263,297.56342,100,22.686441,1049299,10.74404
371.99875,0.9342455,47.906708,8.8883505,11922.095,1.1324883e-06,0.047679186,4.8388206e-06,0.00048388206,3.697448,420.89906215667725,-35.59928,4.7679186,289.41,0.47906706,-83.27000893579847,35,1.3542175e-06,[-0.548 -0.728 -0.173 -0.463 -0.006],0.009342454,3500,0.2688181,8.8883505,100,33.67183,1078240,17.559797
29.77002,1.3371593,29.965874,2.9822555,786.35785,-6.7055225e-07,0.036982562,6.363103e-05,0.006363103,11.561487,434.78593039512634,-38.768547,3.6982563,358.15,0.29965872,-90.19116565530196,36,-7.6293946e-07,[-0.542 -0.756 -0.169 -0.448  0.017],0.013371592,3600,3.3590841,2.9822555,100,30.16797,1114055,12.439969
8155.848,2.5530212,224.18353,13.650639,27459.508,-2.0861626e-06,0.22290175,2.4255277e-08,2.4255278e-06,1.2948565,448.80147671699524,-40.71136,22.290174,366.69,2.2418354,-87.00561619727074,37,-1.7929077e-06,[-0.56  -0.744 -0.164 -0.429  0.064],0.02553021,3700,0.01226114,13.650639,100,29.851355,1150724,14.758222
12.367804,0.90330184,10.746529,3.1066601,505.5599,-2.078712e-06,0.015118339,1.0698777e-05,0.0010698778,26.307566,462.8408348560333,-44.317516,1.5118338,388.37,0.10746528,-90.10658741019904,38,-2.0694733e-06,[-0.586 -0.747 -0.136 -0.447  0.029],0.009033019,3800,8.08551,3.1066601,100,24.039864,1189561,12.139114
280074700.0,8.549193,835.8131,221.29439,4990018.0,4.7683716e-07,0.83145386,3.9626284e-09,3.9626286e-07,1.04618,475.95262145996094,-42.914932,83.145386,371.18,8.35813,-86.19441641276435,39,3.8146973e-07,[-0.604 -0.766 -0.14  -0.471  0.061],0.085491925,3900,3.570476e-07,221.29439,100,29.000633,1226679,13.275803
51844.387,3.1364782,225.69676,50.15712,253739.4,-8.940697e-07,0.22569157,1.6626619e-06,0.0001662662,1.8947258,486.9448444843292,-38.58923,22.569155,258.86,2.2569675,-94.63294384466477,40,-7.6293946e-07,[-0.582 -0.788 -0.169 -0.523  0.093],0.031364784,4000,0.0019288491,50.15712,100,39.31827,1252565,15.639804
6821605.0,9.548777,894.91406,195.08359,4110381.5,-4.4703484e-08,0.8899611,2.7641266e-11,2.7641267e-09,1.1381049,498.8885135650635,-42.806824,88.99612,282.92,8.949141,-93.4351640563574,41,-2.9563904e-07,[-0.565 -0.8   -0.2   -0.495  0.11 ],0.09548776,4100,1.46593065e-05,195.08359,100,26.435917,1280857,16.20955
33360.047,4.109514,361.28204,104.980385,1152514.9,1.4901161e-07,0.35938326,5.1321052e-08,5.1321053e-06,1.2906942,508.1663749217987,-35.135414,35.938324,177.85,3.6128204,-100.69632847191426,42,3.6239624e-07,[-0.585 -0.699 -0.18  -0.494  0.074],0.04109515,4200,0.0029975977,104.980385,100,34.549786,1298642,19.118313
445.41193,1.9727464,120.09755,21.48244,41687.348,-1.7285347e-06,0.12048329,1.4136979e-05,0.001413698,2.6109526,519.0944547653198,-37.205757,12.048329,242.58,1.2009754,-93.0230540596812,43,-1.5258789e-06,[-0.565 -0.731 -0.188 -0.489 -0.04 ],0.019727463,4300,0.22451128,21.48244,100,36.219353,1322900,18.365917
212232.98,5.8802204,515.38885,85.290054,875866.0,3.1292439e-07,0.5127994,1.2572819e-08,1.257282e-06,1.2978331,530.567449092865,-33.085907,51.27994,264.96,5.153888,-93.08821197459383,44,1.8119812e-07,[-0.559 -0.714 -0.193 -0.454  0.003],0.05880219,4400,0.0004711803,85.290054,100,29.327904,1349396,15.723478
444.5748,2.6506443,130.84682,13.440373,21877.7,4.172325e-07,0.13959098,2.3650251e-05,0.0023650252,3.4802017,539.058534860611,-36.438026,13.9591,165.44,1.3084681,-103.1280436963284,45,1.9073487e-07,[-0.543 -0.676 -0.204 -0.468 -0.074],0.026506439,4500,0.22493403,13.440373,100,35.659496,1365940,19.295755
66.95792,1.7562755,62.234585,24.867165,48704.426,1.4305115e-06,0.06680295,2.2906625e-06,0.00022906625,6.464993,548.030327796936,-49.603558,6.6802955,197.99,0.6223458,-100.52115972164633,46,1.1444092e-06,[-0.56  -0.679 -0.188 -0.466 -0.005],0.017562754,4600,1.4934754,24.867165,100,34.320286,1385739,19.877668
12.579957,1.4159977,21.093582,13.375263,2317.52,-1.0430813e-06,0.026981104,0.0001335431,0.013354311,21.59485,558.2548637390137,-36.223007,2.69811,213.02,0.21093582,-95.02225747544588,47,-1.1444092e-06,[-0.521 -0.688 -0.156 -0.481 -0.075],0.014159977,4700,7.949153,13.375263,100,46.377625,1407041,18.578503
2461.3044,2.0458665,148.45244,23.671486,62549.312,-7.4505806e-07,0.14823669,1.0497744e-06,0.00010497744,1.869169,569.7924511432648,-36.940662,14.82367,256.15,1.4845244,-91.25757293508876,48,-6.389618e-07,[-0.537 -0.699 -0.153 -0.466 -0.052],0.020458661,4800,0.04062886,23.671486,100,34.566742,1432656,17.533607
1297950.5,17.839031,1716.444,71.30446,470761.94,-2.0302832e-07,1.7078941,7.48414e-11,7.4841395e-09,1.0792159,584.1555621623993,-43.912605,170.78938,340.14,17.16444,-80.53284788215282,49,-1.9073486e-08,[-0.57  -0.702 -0.169 -0.429 -0.09 ],0.17839032,4900,7.704454e-05,71.30446,100,28.002172,1466670,14.133807
11.73983,0.9181447,11.454953,2.6683068,597.41345,-1.0356307e-06,0.01512462,0.00011954281,0.0119542815,26.92801,601.7763862609863,-30.363012,1.5124619,442.64,0.11454953,-85.6949916232266,50,-1.1062622e-06,[-0.575 -0.704 -0.152 -0.39  -0.138],0.009181447,5000,8.518011,2.6683068,100,28.33728,1510934,11.098273
2564.4692,6.104118,329.94528,65.95673,445078.53,1.385808e-06,0.3506799,1.2128517e-07,1.21285175e-05,2.9407694,619.1174809932709,-44.144814,35.06799,409.64,3.2994528,-90.07545955286434,51,1.2969971e-06,[-0.541 -0.704 -0.141 -0.407 -0.111],0.061041173,5100,0.038994424,65.95673,100,20.746769,1551898,12.13588
314.42606,2.0545754,153.33319,17.614752,47127.27,1.0430813e-07,0.15250152,7.9990144e-07,7.9990146e-05,1.7827224,636.5104284286499,-37.921154,15.250153,416.16,1.5333319,-89.27994623535618,52,-1.9073487e-07,[-0.54  -0.687 -0.129 -0.398 -0.205],0.020545755,5200,0.3180398,17.614752,100,23.424664,1593514,11.554566
2344207.2,51.35759,5131.414,694.8032,48407816.0,-1.8924475e-06,5.105649,7.420645e-11,7.420645e-09,1.0016938,652.7360763549805,-37.628616,510.565,386.97,51.31414,-81.1743955392647,53,-1.964569e-06,[-0.526 -0.642 -0.127 -0.395 -0.242],0.51357585,5300,4.2658343e-05,694.8032,100,22.48196,1632211,13.701039
3216.6384,0.8088757,44.52242,4.007554,2640.4011,2.4437904e-06,0.045046158,1.0226535e-06,0.00010226535,3.123673,671.6818475723267,-26.727877,4.5046163,468.7,0.44522417,-100.13213084685444,54,2.3269654e-06,[-0.525 -0.66  -0.108 -0.372 -0.266],0.008088755,5400,0.031088356,4.007554,100,19.459305,1679081,8.674933
