TimeElapsed,EpThisIter,EpLenMean,Iteration,EpisodesSoFar,InitialReturnMin,TimestepsSoFar,J_sample_variance,EpRewMean,ReturnMeanIW,EmpiricalD2,InitialBound,InitialReturnMean,InitialReturnStd,Bound,InitialReturnMax,Weights
400.6227753162384,100,56.86,127,12700,-8.445328,693008,70.355156,-142.12445356670068,-90.152885,nan,-90.84494,-7.019043e-06,6.733301,-90.152885,23.114738,[-2.007 -0.197 -1.425 -1.657 87.365]
403.7792387008667,100,63.25,128,12800,-8.504822,699333,88.34199,-147.11953649892487,-89.82419,nan,-90.00583,-4.7683716e-06,8.355871,-89.82419,42.319473,[-2.007 -0.197 -1.425 -1.657 87.373]
406.63260412216187,100,47.56,129,12900,-7.1573486,704089,28.185633,-135.93019235604024,-92.155014,nan,-92.155014,-6.8664554e-07,5.2824087,-92.155014,13.762306,[-2.007 -0.197 -1.425 -1.657 87.38 ]
409.1164481639862,100,59.13,130,13000,-8.47776,710002,47.42317,-143.54672074406514,-90.45689,nan,-90.45689,3.5858154e-06,6.8519287,-90.45689,24.341347,[-2.007 -0.197 -1.425 -1.657 87.38 ]
411.30170154571533,100,50.3,131,13100,-8.048424,715032,83.950935,-137.02790761567144,-91.20526,nan,-91.384285,1.2207031e-06,7.8727264,-91.20526,32.35337,[-2.007 -0.197 -1.425 -1.657 87.38 ]
414.3225951194763,100,56.58,132,13200,-8.908287,720690,nan,-141.0764780603013,nan,nan,nan,-1.6021728e-06,7.055372,nan,26.697342,[-2.007 -0.197 -1.425 -1.657 87.389]
416.4189701080322,100,51.71,133,13300,-7.66465,725861,56.30017,-137.3001995841938,-90.8369,nan,-90.8369,-4.5013426e-06,7.4657755,-90.8369,29.238365,[-2.007 -0.197 -1.425 -1.657 87.389]
418.8747570514679,100,50.2,134,13400,-8.473633,730881,nan,-136.42877392113982,nan,nan,nan,-8.163453e-06,7.0556297,nan,30.282837,[-2.007 -0.197 -1.425 -1.657 87.389]
421.0992293357849,100,59.72,135,13500,-8.304604,736853,nan,-143.6524511556826,nan,nan,nan,-1.1863708e-05,7.721895,nan,34.52643,[-2.007 -0.197 -1.425 -1.657 87.389]
423.2600703239441,100,58.77,136,13600,-9.701622,742730,nan,-142.39455996021687,nan,nan,nan,1.6784668e-06,7.8305764,nan,22.360588,[-2.007 -0.197 -1.425 -1.657 87.389]
425.3381223678589,100,53.38,137,13700,-7.813759,748068,85.66075,-138.9166499140575,-90.68234,nan,-90.89795,1.411438e-06,8.086093,-90.68234,30.382988,[-2.007 -0.197 -1.425 -1.657 87.389]
428.0614881515503,100,49.54,138,13800,-7.6351013,753022,96.53984,-136.21759618784844,-90.64283,nan,-91.38954,2.1362305e-06,7.553058,-90.64283,29.568321,[-2.007 -0.197 -1.425 -1.657 87.398]
431.0957250595093,100,61.94,139,13900,-9.429306,759216,nan,-146.00161144015786,nan,nan,nan,1.9454956e-06,7.6374235,nan,30.520176,[-2.007 -0.197 -1.425 -1.657 87.406]
433.08521723747253,100,52.37,140,14000,-8.496635,764453,nan,-136.9479420655868,nan,nan,nan,3.1280517e-06,7.4601817,nan,31.917446,[-2.007 -0.197 -1.425 -1.657 87.406]
435.3001232147217,100,58.96,141,14100,-8.712814,770349,nan,-142.6067139279639,nan,nan,nan,-4.119873e-06,7.249892,nan,31.825699,[-2.007 -0.197 -1.425 -1.657 87.406]
437.537739276886,100,53.26,142,14200,-7.816231,775675,nan,-139.9059828210553,nan,nan,nan,3.4332274e-06,6.7603536,nan,30.44471,[-2.007 -0.197 -1.425 -1.657 87.406]
439.74907422065735,100,53.59,143,14300,-8.584305,781034,nan,-139.31997725727118,nan,nan,nan,-5.455017e-06,8.122075,nan,31.180447,[-2.007 -0.197 -1.425 -1.657 87.406]
