ESSRenyi,ReturnMeanIW,StdIW,MeanIW,InitialReturnStd,MinIW,InitialReturnMin,InitialReturnMean,Iteration,MeanIWNorm,EpisodesSoFar,Weights,MinIWNorm,EmpiricalD2,StdIWNorm,Bound,TimestepsSoFar,MaxIWNorm,InitialBound,EpRewMean,EpLenMean,TimeElapsed,ESSClassic,EpThisIter,MaxIW,J_sample_variance,InitialReturnMax
0.00025720362,41.7825,78.302795,8.874493,2.7340367,0.002214837,-4.1910934,-7.5531007e-06,14,0.08874492,1400,[-0.605  1.011 -0.648  0.104 -0.538],2.2148368e-05,388797.0,0.7830279,41.7825,23308,7.8657227,-7.5772405e-06,-107.9302405794392,16.73,27.276413440704346,1.2682053,100,786.57227,164540.08,7.6462555
100.0,4.4479966e-06,,1.0,2.8680089,1.0,-3.7703247,4.4250487e-06,15,0.009999999,1500,[-0.717  1.059 -0.574  0.051 -0.356],0.01,1.0,9.313226e-10,4.4479966e-06,24985,0.01,4.4479966e-06,-108.62514190440359,16.77,29.977678537368774,100.0,100,1.0,8.308559,12.661446
10.744629,5.8562517,4.10717,1.1705296,2.9977722,6.3563098e-06,-4.0881195,9.613037e-06,16,0.011705296,1600,[-0.717  1.059 -0.574  0.051 -0.356],6.35631e-08,9.306975,0.0410717,5.8562517,26618,0.4002135,9.575859e-06,-108.11235755911201,16.33,31.08792233467102,7.5121493,100,40.02135,3076.6013,13.820053
3.7430118e-07,147.86353,298.89795,32.095203,2.9737885,1.17183245e-05,-5.140297,3.4332274e-06,17,0.32095203,1700,[-0.72   1.024 -0.655  0.075 -0.502],1.1718324e-07,267164530.0,2.988979,147.86353,28256,30.020409,3.406778e-06,-107.99973386182143,16.38,33.23803663253784,1.1398709,100,3002.041,1934764.0,8.558472
88.9633,0.091239996,0.34292176,1.0230387,3.0670884,0.1710841,-4.4144363,1.5411377e-05,18,0.010230387,1800,[-0.655  1.015 -0.601  0.166 -0.377],0.001710841,1.124059,0.0034292177,0.091239996,29928,0.024562247,1.5417114e-05,-107.99156744962973,16.72,35.95679759979248,89.899086,100,2.4562247,15.106735,12.487999
0.00033648656,23.418133,42.10458,4.9018226,2.5172803,1.5915208e-06,-3.9621277,-1.2207031e-05,19,0.049018227,1900,[-0.669  1.    -0.603  0.15  -0.381],1.5915207e-08,297188.7,0.42104578,23.418133,31587,4.230882,-1.2204051e-05,-108.53697257168072,16.59,37.18464469909668,1.3372412,100,423.08823,60094.684,5.991585
48.27229,0.1581567,0.6599804,0.95411074,3.1897366,0.08453718,-5.0758743,9.918213e-07,20,0.009541106,2000,[-0.687  0.916 -0.632  0.251 -0.39 ],0.00084537175,2.0715818,0.006599804,0.1581567,33322,0.032807764,1.0095537e-06,-108.27940779171234,17.35,39.83335995674133,67.636986,100,3.2807763,12.256753,10.30777
0.0005339002,19.627155,52.92035,5.6317525,3.0340233,2.144471e-24,-4.3012924,9.918213e-07,21,0.056317516,2100,[-0.684  0.932 -0.647  0.239 -0.39 ],2.1444709e-26,187300.92,0.5292034,19.627155,35031,5.321229,1.013279e-06,-108.72068000209127,17.09,41.17572546005249,1.1198272,100,532.1229,38552.04,10.536613
2.2843253e-15,1.2423148,2.4337344,0.44927394,3.0713203,3.6748997e-06,-4.3258514,1.6021728e-06,22,0.004492739,2200,[-0.681  0.833 -0.779  0.233 -0.788],3.6748997e-08,4.3776604e+16,0.024337344,1.2423148,36694,0.24193494,1.6093254e-06,-108.05718820590097,16.63,43.62538003921509,3.2955108,100,24.193495,168.44246,11.534332
1.7458693e-05,4.1229305,6.9235024,1.1575643,2.6338186,1.0060945e-09,-3.9563522,-2.5177003e-06,23,0.011575644,2300,[-0.853  0.717 -0.925  0.281 -0.62 ],1.0060945e-11,5727805.5,0.06923503,4.1229305,38345,0.6878621,-2.514571e-06,-108.15374529854333,16.51,45.68281626701355,2.7193506,100,68.78621,1506.2048,7.973137
100.0,2.3767352e-06,,1.0,2.3218627,1.0,-3.420288,2.3651123e-06,24,0.009999999,2400,[-0.814  0.766 -0.984  0.37  -0.655],0.01,1.0,9.313226e-10,2.3767352e-06,39924,0.01,2.3767352e-06,-107.67377799460508,15.79,47.78555917739868,100.0,100,1.0,5.4455013,8.05191
8.306235,0.6104404,2.3405511,1.0706325,2.665458,0.0005228518,-3.558113,-1.1672973e-05,25,0.010706323,2500,[-0.814  0.766 -0.984  0.37  -0.655],5.228518e-06,12.039148,0.023405513,0.6104404,41535,0.21195483,-1.1686236e-05,-107.78053110920945,16.11,49.15026140213013,17.303423,100,21.195484,21.23084,7.518532
100.0,4.9844384e-06,,1.0,2.7999332,1.0,-4.638504,4.9591063e-06,26,0.009999999,2600,[-0.789  0.812 -0.896  0.354 -0.663],0.01,1.0,9.313226e-10,4.9844384e-06,43159,0.01,4.9844384e-06,-107.71533007024142,16.24,51.521342754364014,100.0,100,1.0,7.918813,8.460121
4.5764294,1.1985923,3.7058516,1.4914035,2.764304,0.0042048343,-4.179039,5.9509275e-06,27,0.014914033,2700,[-0.789  0.812 -0.896  0.354 -0.663],4.204834e-05,21.851097,0.037058514,1.1985923,44833,0.2441176,5.9716403e-06,-108.16787735646739,16.74,52.852802753448486,13.938699,100,24.41176,237.70952,7.241791
100.0,2.5182962e-06,,1.0,2.30592,1.0,-3.6031952,2.5177003e-06,28,0.009999999,2800,[-0.77   0.799 -0.883  0.401 -0.685],0.01,1.0,9.313226e-10,2.5182962e-06,46397,0.01,2.5182962e-06,-107.91062312743534,15.64,55.185468673706055,100.0,100,1.0,5.3709764,8.050575
1.8360339,4.3499284,9.935569,2.05625,2.89768,1.8675626e-05,-4.4417114,-5.264282e-06,29,0.020562498,2900,[-0.77   0.799 -0.883  0.401 -0.685],1.8675625e-07,54.465225,0.09935568,4.3499284,48041,0.8567626,-5.222857e-06,-108.13283824482505,16.44,56.472113847732544,4.107259,100,85.67626,931.71045,9.030487
100.0,1.2360513e-05,,1.0,2.704583,1.0,-3.7855453,1.2359619e-05,30,0.009999999,3000,[-0.737  0.813 -0.797  0.387 -0.832],0.01,1.0,9.313226e-10,1.2360513e-05,49652,0.01,1.2360513e-05,-107.9751112623719,16.11,58.640907764434814,100.0,100,1.0,7.3886557,8.575287
48.464916,0.27066016,1.100457,1.0196185,3.1074708,0.05752852,-4.1461945,-7.5531007e-06,31,0.010196184,3100,[-0.737  0.813 -0.797  0.387 -0.832],0.0005752852,2.0633483,0.011004569,0.27066016,51322,0.075688176,-7.5250864e-06,-107.93490509982604,16.7,59.83125329017639,46.192543,100,7.5688176,23.588371,10.014374
7.09767e-07,5.77246,7.170374,1.4283146,2.6657143,9.441041e-10,-4.1560593,-5.264282e-06,32,0.014283145,3200,[-0.716  0.824 -0.806  0.413 -0.824],9.441041e-12,140891310.0,0.07170374,5.77246,52947,0.6826611,-5.2126125e-06,-108.04238729124484,16.25,61.77338624000549,3.816495,100,68.26611,1730.195,7.122162
0.3260915,1.0484898,2.1893945,0.89109975,2.7701216,0.0010620982,-4.17955,3.2043456e-06,33,0.008910997,3300,[-0.692  0.849 -0.875  0.501 -0.838],1.0620982e-05,306.66238,0.021893946,1.0484898,54582,0.15452714,3.2130629e-06,-107.80744384974957,16.35,63.90026259422302,14.211321,100,15.452714,211.5698,8.857918
0.072330415,1.2728342,3.1280262,0.9663929,2.4210427,4.6148e-05,-3.9994888,8.010864e-06,34,0.009663928,3400,[-0.673  0.832 -0.942  0.545 -0.812],4.6148e-07,1382.5442,0.03128026,1.2728342,56208,0.2834588,8.0075115e-06,-108.13796904041008,16.26,66.23602628707886,8.713145,100,28.34588,45.37256,7.767227
4.2693158e-11,6.8780384,59.00089,6.3865604,2.5883977,7.1635094e-11,-3.5686798,-3.5095215e-06,35,0.0638656,3500,[-0.699  0.763 -0.945  0.489 -0.798],7.163509e-13,2342295700000.0,0.59000885,6.8780384,57812,5.931648,-3.5241246e-06,-108.28566684013805,16.04,68.73115253448486,1.1581317,100,593.1648,4979.4976,10.102211
1.1492052,1.2527325,2.4629345,0.8013945,3.056231,0.00063351355,-4.422966,-1.3732911e-06,36,0.008013944,3600,[-0.716  0.654 -1.102  0.608 -0.891],6.3351354e-06,87.01666,0.024629345,1.2527325,59475,0.20139438,-1.3634562e-06,-107.93659350977238,16.63,70.82623934745789,9.573739,100,20.139439,196.26509,9.847153
0.0048049367,7.0004196,11.391096,2.1028247,2.822983,2.9275438e-05,-4.089012,-5.264282e-06,37,0.021028245,3700,[-0.692  0.702 -1.106  0.615 -0.893],2.9275438e-07,20811.93,0.11391095,7.0004196,61114,1.136549,-5.217269e-06,-108.12347429187365,16.39,73.24152755737305,3.2955039,100,113.65491,5825.1313,7.7487946
3.3520707e-16,10.1235285,30.53753,3.3648384,2.5754173,8.948124e-16,-3.763092,6.027222e-06,38,0.033648383,3800,[-0.702  0.768 -1.03   0.531 -0.875],8.948124e-18,2.9832307e+17,0.3053753,10.1235285,62737,3.0692384,6.020069e-06,-108.29550958505611,16.23,75.5118191242218,1.1995529,100,306.92386,10055.941,8.822029
0.00025389722,7.816452,62.98344,7.0785356,2.8391328,1.4803406e-07,-3.6549988,8.850097e-06,39,0.07078536,3900,[-0.614  0.7   -1.168  0.658 -0.89 ],1.4803406e-09,393860.16,0.6298344,7.816452,64381,6.334384,8.85129e-06,-108.14422908642511,16.44,77.62367558479309,1.2473344,100,633.4384,8123.787,7.8567734
100.0,-1.2628734e-06,,1.0,2.5462236,1.0,-3.8497238,-1.2969971e-06,40,0.009999999,4000,[-0.672  0.695 -1.187  0.571 -0.915],0.01,1.0,9.313226e-10,-1.2628734e-06,65977,0.01,-1.2628734e-06,-107.71515203348352,15.96,79.95684003829956,100.0,100,1.0,6.548742,6.234482
0.04310035,13.559335,14.830116,1.8833061,2.846362,3.0463607e-06,-4.1745224,3.5858154e-06,41,0.01883306,4100,[-0.672  0.695 -1.187  0.571 -0.915],3.0463607e-08,2320.1667,0.14830114,13.559335,67619,1.4922276,3.5762787e-06,-107.84154382892892,16.42,81.05834174156189,1.5871017,100,149.22276,18068.234,9.003471
0.5529467,0.21310411,1.0412842,0.3941452,2.7365615,0.00047756944,-4.276718,-1.9073486e-06,42,0.003941452,4200,[-0.678  0.703 -1.22   0.533 -0.924],4.7756944e-06,180.84926,0.010412842,0.21310411,69254,0.07360265,-1.9595027e-06,-108.18051462937132,16.35,83.13682794570923,12.532069,100,7.360265,3.6247082,7.7730637
0.7278921,1.8149214,6.5452724,1.5089693,2.7903478,0.0004532174,-4.272331,-3.1280517e-06,43,0.015089692,4300,[-0.678  0.686 -1.175  0.507 -0.923],4.532174e-06,137.383,0.065452725,1.8149214,70871,0.6303019,-3.1013042e-06,-107.92307088962616,16.17,84.43088340759277,5.046788,100,63.03019,274.2778,7.991913
55.162323,0.5091052,0.808715,1.0011954,2.7582726,0.11961612,-3.5746918,-1.6098022e-05,44,0.010011955,4400,[-0.73   0.661 -1.191  0.443 -0.942],0.0011961611,1.8128315,0.00808715,0.5091052,72489,0.043965552,-1.6110018e-05,-108.61926919457088,16.18,86.8219633102417,60.515865,100,4.3965554,26.395168,8.939461
57.401367,0.14684753,0.6899526,1.0138683,2.5035841,0.11268356,-4.005913,2.9754638e-06,45,0.010138682,4500,[-0.738  0.635 -1.21   0.459 -0.97 ],0.0011268356,1.7421188,0.006899526,0.14684753,74077,0.0457903,2.9699877e-06,-107.8684188018514,15.88,89.20304894447327,68.348,100,4.57903,10.960554,6.8770447
0.001231835,1.9302869,5.8701897,1.3282695,2.7063406,8.1229155e-06,-4.1504745,1.1825561e-05,46,0.013282696,4600,[-0.74   0.641 -1.215  0.446 -0.971],8.122915e-08,81179.7,0.058701903,1.9302869,75717,0.5269978,1.1824071e-05,-108.04489852505257,16.4,90.68510866165161,4.8706036,100,52.69978,250.95601,9.3318405
4.6915927,0.69323593,1.2235916,0.8156411,2.7308147,0.004703825,-4.161377,-1.0681152e-06,47,0.008156411,4700,[-0.754  0.631 -1.16   0.395 -0.949],4.7038247e-05,21.314724,0.012235915,0.69323593,77297,0.08137098,-1.0281801e-06,-107.65058497162292,15.8,92.8182954788208,30.764708,100,8.137098,18.538298,6.5970993
1.5586815,0.6569344,2.727463,1.4048581,2.6335306,0.0027672462,-3.7696533,3.4332274e-06,48,0.01404858,4800,[-0.771  0.596 -1.151  0.354 -0.96 ],2.7672462e-05,64.15679,0.027274633,0.6569344,78912,0.14818601,3.4198165e-06,-107.90830629397404,16.15,95.11336493492126,20.967737,100,14.818602,35.025654,9.144188
