InitialReturnMax,EpRewMean,InitialReturnMean,Weights,EmpiricalD2,InitialReturnMin,EpLenMean,Iteration,ReturnMeanIW,TimestepsSoFar,EpThisIter,J_sample_variance,InitialBound,Bound,TimeElapsed,InitialReturnStd,EpisodesSoFar
-91.90223,-141.58154092090288,-97.30159,[ 0.608 -0.61   0.235  0.295  0.014],1.3583182,-99.56376,45.71,27,-87.257256,119540,100,1278.4789,-194.73128,-189.82294,137.50021147727966,1.8935633,2700
-89.72217,-138.577628601303,-97.31727,[ 0.587 -0.633  0.227  0.274  0.009],1.0468478,-99.7235,42.67,28,-95.34586,123807,100,266.99246,-193.92352,-192.83984,143.2670500278473,2.1168325,2800
-90.116295,-137.1005509737504,-97.81483,[ 0.572 -0.639  0.227  0.275  0.015],1.0942594,-99.67119,40.6,29,-92.579605,127867,100,462.79028,-191.17374,-188.07619,148.37180757522583,1.6761537,2900
-92.17438,-138.68342778762698,-97.45331,[ 0.595 -0.648  0.239  0.276  0.024],1.3056512,-99.617805,42.62,30,-87.68786,132129,100,1214.0045,-193.77623,-188.0043,153.39703345298767,1.772864,3000
-89.63185,-139.92190037368536,-97.422775,[ 0.561 -0.658  0.23   0.266  0.034],1.032394,-99.60553,43.89,31,-95.825066,136518,100,191.15813,-194.16199,-193.24014,158.64992952346802,2.0395048,3100
-90.624466,-141.2739561974028,-97.476715,[ 0.56  -0.669  0.228  0.265  0.042],1.1615863,-99.86198,45.2,32,-90.35972,141038,100,729.4658,-195.10059,-191.371,163.6813611984253,2.0715735,3200
-89.88434,-142.4521745549196,-97.02407,[ 0.553 -0.687  0.223  0.242  0.04 ],1.0894234,-99.73787,46.95,33,-94.620834,145733,100,368.0346,-194.7391,-193.63144,168.98109364509583,2.2990777,3300
-92.061554,-140.9618731940411,-97.28006,[ 0.576 -0.684  0.227  0.249  0.039],1.0150814,-99.66051,45.1,34,-96.25354,150243,100,88.7247,-193.3742,-192.89523,173.8869616985321,1.9993783,3400
-90.044754,-140.71915328071935,-96.98548,[ 0.577 -0.689  0.225  0.239  0.035],1.0417998,-99.76999,45.2,35,-94.42903,154763,100,204.71426,-191.46776,-190.10242,179.2919638156891,2.318192,3500
-87.16234,-148.72025839067987,-97.208206,[ 0.563 -0.688  0.223  0.229  0.047],1.0212193,-99.64911,53.09,36,-96.20698,160072,100,109.4546,-196.8789,-196.34035,184.92770838737488,2.3804166,3600
-88.76253,-141.77343988790443,-96.83314,[ 0.559 -0.698  0.224  0.223  0.048],1.0330238,-99.6342,46.45,37,-95.23344,164717,100,169.62589,-195.12317,-194.2558,190.22352075576782,2.2799168,3700
-91.84102,-142.6173254731092,-97.322014,[ 0.558 -0.68   0.223  0.228  0.043],1.1374872,-99.72928,46.74,38,-90.981514,169391,100,602.22974,-194.25049,-191.05298,195.66153192520142,1.9863315,3800
-88.1812,-138.6777154976314,-97.154785,[ 0.583 -0.683  0.23   0.234  0.021],1.0053022,-99.61861,42.97,39,-96.34085,173688,100,54.217457,-194.08325,-193.60199,200.87906765937805,2.2868965,3900
-91.10184,-146.1751123754427,-97.34707,[ 0.581 -0.676  0.227  0.241  0.022],1.0437104,-99.645645,50.37,40,-93.63488,178725,100,243.2554,-195.19193,-193.23578,206.33129358291626,1.959127,4000
-90.00956,-142.44613253741755,-97.142975,[ 0.589 -0.683  0.232  0.259  0.012],1.0372344,-99.620514,46.79,41,-95.50868,183404,100,203.23819,-192.73352,-191.79543,211.23114895820618,2.153797,4100
-88.81036,-145.02635510609798,-97.23353,[ 0.59  -0.703  0.234  0.257  0.017],1.0864534,-99.648506,49.28,42,-94.998055,188332,100,413.31912,-196.53871,-195.38179,216.30734848976135,2.1381054,4200
-88.78524,-140.34640775935975,-97.105896,[ 0.603 -0.691  0.237  0.257  0.021],1.0154976,-99.674164,44.68,43,-95.69061,192800,100,89.629745,-194.82094,-193.92868,221.3470106124878,2.297207,4300
-83.491646,-140.31275836872612,-97.18966,[ 0.587 -0.682  0.234  0.263  0.027],1.0511937,-99.608734,44.58,44,-94.332436,197258,100,267.7516,-193.36168,-191.59021,226.03108406066895,2.3334644,4400
-91.74551,-138.01579652958537,-97.49607,[ 0.607 -0.69   0.243  0.261  0.022],1.0720292,-99.73,41.87,45,-92.663315,201445,100,287.7948,-188.78854,-186.44241,230.7076814174652,1.7471025,4500
-89.10956,-140.97675576787162,-97.34968,[ 0.603 -0.696  0.247  0.28   0.043],1.0556258,-99.58388,45.04,46,-94.80363,205949,100,276.812,-195.93454,-194.19284,235.5152530670166,1.9051688,4600
-89.78867,-145.50201781125514,-97.123055,[ 0.579 -0.687  0.239  0.281  0.042],1.0372578,-99.69304,49.91,47,-95.988075,210940,100,179.05232,-196.52293,-195.978,240.7369282245636,2.3194556,4700
-90.74991,-141.37066773597988,-97.5025,[ 0.583 -0.677  0.242  0.288  0.041],1.0272542,-99.78447,45.31,48,-94.95402,215471,100,163.98308,-193.00272,-191.62071,246.02480244636536,1.8584306,4800
-86.05018,-139.50799189040083,-97.051346,[ 0.588 -0.686  0.243  0.298  0.055],1.2556086,-99.45653,43.92,49,-88.78625,219863,100,931.2427,-195.27469,-190.78421,250.87424540519714,2.22517,4900
-90.508606,-141.7887019964938,-96.988,[ 0.559 -0.7    0.237  0.306  0.045],1.070729,-99.56136,46.31,50,-92.80623,224494,100,315.9042,-193.79164,-191.72795,256.2334156036377,2.18091,5000
-88.453575,-144.55507383039813,-97.31414,[ 0.554 -0.713  0.236  0.314  0.026],1.1728145,-99.72377,48.71,51,-92.14046,229365,100,734.08746,-194.42029,-191.93118,261.97125792503357,2.440645,5100
-87.08858,-147.1309276586813,-97.232376,[ 0.575 -0.697  0.238  0.323  0.017],1.119846,-99.62085,51.4,52,-92.02752,234505,100,542.9416,-195.2763,-192.43716,268.24174094200134,2.293674,5200
-90.784744,-139.00682943062978,-97.44288,[ 0.585 -0.686  0.246  0.315  0.022],1.0114368,-99.70043,42.93,53,-96.27417,238798,100,40.772644,-190.93771,-190.38242,272.7233829498291,1.9108534,5300
-91.430374,-142.72169763828438,-97.31438,[ 0.597 -0.686  0.243  0.312  0.024],1.0396897,-99.699814,46.83,54,-93.91092,243481,100,212.58553,-193.48639,-191.71265,278.35433292388916,2.001521,5400
-91.013405,-140.99662510881967,-97.541916,[ 0.594 -0.685  0.25   0.319  0.036],1.0298244,-99.72335,44.83,55,-94.066505,247964,100,149.6736,-194.28113,-192.34464,283.7468616962433,1.7574512,5500
-90.75538,-142.03907473171594,-97.27175,[ 0.591 -0.699  0.257  0.332  0.037],1.0159442,-99.77173,46.18,56,-95.700165,252582,100,94.76545,-196.15875,-195.2256,288.88702726364136,2.1016266,5600
-91.935455,-144.97737142846267,-97.47663,[ 0.582 -0.692  0.253  0.329  0.047],1.0282243,-99.579956,48.91,57,-95.822105,257473,100,151.52155,-194.4051,-193.5444,294.3097417354584,1.6097292,5700
-90.749016,-140.8942308788605,-97.38763,[ 0.578 -0.704  0.254  0.34   0.043],1.1448085,-99.65898,44.89,58,-91.93077,261962,100,628.8558,-196.3335,-193.52116,299.931786775589,1.9221398,5800
-89.88838,-145.03384953745447,-97.06313,[ 0.556 -0.706  0.247  0.323  0.05 ],1.0320715,-99.62944,49.48,59,-95.19073,266910,100,147.51102,-194.28168,-193.26718,305.3643901348114,2.3189535,5900
-91.03735,-148.5111370176142,-97.48629,[ 0.554 -0.687  0.244  0.312  0.047],1.0146216,-99.5182,52.5,60,-95.87289,272160,100,86.06385,-196.53946,-195.54768,311.2957692146301,1.9028796,6000
-88.76512,-143.26227904901734,-97.23351,[ 0.569 -0.705  0.251  0.312  0.052],1.022041,-99.639206,47.51,61,-95.161934,276911,100,163.94176,-196.67879,-195.42192,316.50848174095154,2.3085682,6100
-91.62597,-146.04034069234234,-97.51909,[ 0.572 -0.722  0.255  0.321  0.053],1.1446862,-99.653656,49.97,62,-92.815834,281908,100,762.11096,-195.84145,-192.9277,321.6814479827881,1.7991531,6200
-89.386444,-145.35147138077025,-96.97272,[ 0.55  -0.731  0.249  0.312  0.057],1.0426049,-99.64465,49.9,63,-94.42934,286898,100,191.20715,-193.29562,-191.98724,327.9609184265137,2.557226,6300
-87.49262,-145.29875128928904,-97.21402,[ 0.551 -0.744  0.247  0.323  0.051],1.3610383,-99.56575,49.54,64,-88.25432,291852,100,833.0092,-194.92906,-191.19562,333.10292768478394,2.4172356,6400
-90.93497,-144.83323569487092,-97.43875,[ 0.52  -0.769  0.244  0.335  0.039],1.1059247,-99.69908,48.8,65,-93.948784,296732,100,407.26135,-195.2836,-193.77014,339.02269673347473,1.8739059,6500
-89.349014,-146.06105181869057,-97.55312,[ 0.508 -0.776  0.237  0.336  0.029],1.0523629,-99.894005,49.9,66,-96.05787,301722,100,232.67448,-193.23213,-192.50433,345.23009061813354,2.221177,6600
-87.60595,-148.23551566376912,-96.93342,[ 0.524 -0.767  0.236  0.337  0.028],1.0638216,-99.732124,52.84,67,-94.37111,307006,100,276.98917,-193.67264,-192.3468,350.96981477737427,2.4089975,6700
-87.30046,-146.7699416959647,-96.92499,[ 0.537 -0.761  0.239  0.342  0.04 ],1.0415542,-99.53389,51.39,68,-94.854355,312145,100,264.0919,-195.83203,-194.51428,356.35124826431274,2.4943414,6800
-92.00964,-148.45515130723922,-97.36041,[ 0.517 -0.757  0.235  0.341  0.033],1.1897321,-99.73859,52.58,69,-89.034805,317403,100,901.4259,-195.28741,-189.85904,361.28178548812866,1.9399745,6900
-89.847305,-147.5212565220572,-97.00286,[ 0.541 -0.756  0.245  0.354  0.028],1.0132632,-99.65567,52.04,70,-95.2026,322607,100,74.267654,-194.7179,-193.46585,366.87362694740295,2.2019267,7000
-90.88977,-143.19939397479382,-97.3214,[ 0.531 -0.741  0.24   0.352  0.036],1.1965212,-99.734634,47.31,71,-90.93531,327338,100,638.4152,-195.93251,-192.8996,371.7437598705292,2.1854248,7100
-89.82797,-140.31494561873035,-97.47332,[ 0.549 -0.731  0.25   0.352  0.048],1.1140292,-99.720566,44.2,72,-94.28163,331758,100,428.2423,-195.35968,-193.91183,377.2928099632263,1.8860176,7200
-89.94061,-143.91181984978942,-97.24959,[ 0.567 -0.721  0.255  0.348  0.057],1.1725191,-99.77827,48.13,73,-92.56006,336571,100,609.65375,-192.16534,-189.88528,382.6313090324402,2.1825192,7300
-90.428085,-150.46681990639064,-97.0799,[ 0.539 -0.737  0.255  0.358  0.054],1.0113186,-99.694244,54.92,74,-95.63593,342063,100,60.181046,-196.75061,-195.9447,388.35293912887573,2.4199886,7400
-90.61652,-143.5384654933497,-97.58638,[ 0.543 -0.747  0.261  0.359  0.047],1.0628482,-99.69998,47.34,75,-94.71716,346797,100,333.2096,-196.868,-195.40196,393.77423191070557,2.1565819,7500
-91.89999,-143.07896426378286,-97.32735,[ 0.535 -0.752  0.253  0.36   0.039],1.1108847,-99.67233,47.16,76,-94.56456,351513,100,411.3402,-195.04239,-193.70139,399.3320617675781,1.8751698,7600
-90.22904,-147.44572607891192,-97.36587,[ 0.508 -0.752  0.246  0.362  0.04 ],1.0442834,-99.67334,51.55,77,-94.02534,356668,100,206.02673,-196.7752,-195.107,404.6199617385864,2.1986995,7700
-89.43996,-147.78343184846284,-97.20903,[ 0.515 -0.744  0.246  0.347  0.031],1.0331169,-99.73555,52.06,78,-95.711845,361874,100,179.31279,-196.96532,-196.0287,410.45091462135315,2.2858353,7800
-89.944664,-142.99386966186432,-97.24062,[ 0.532 -0.751  0.252  0.351  0.035],1.0663304,-99.599304,47.16,79,-92.784744,366590,100,364.4108,-194.10733,-191.5946,416.7960295677185,1.9650861,7900
-91.204285,-142.41643652136278,-97.17534,[ 0.528 -0.729  0.251  0.365  0.045],1.0941446,-99.562546,46.66,80,-94.04723,371256,100,498.4562,-194.39389,-192.50255,423.0131936073303,2.1143768,8000
-91.355,-138.65724565182825,-97.49012,[ 0.506 -0.733  0.245  0.363  0.044],1.0135349,-99.61808,42.51,81,-96.612465,375507,100,95.12954,-194.70866,-194.2276,428.27804732322693,1.9631298,8100
-86.59688,-147.07081435439616,-97.618484,[ 0.513 -0.724  0.242  0.366  0.042],1.164955,-99.626205,50.87,82,-89.65347,380594,100,619.55206,-193.86676,-189.07355,433.48706245422363,2.0893993,8200
-90.01761,-144.07822225006902,-97.40959,[ 0.545 -0.729  0.25   0.356  0.024],1.0197431,-99.73789,48.06,83,-95.398964,385400,100,96.23578,-196.46274,-195.31635,438.00252509117126,1.9019691,8300
-91.29898,-141.5508541641132,-97.62908,[ 0.548 -0.74   0.251  0.365  0.033],1.0092887,-99.5287,45.25,84,-96.821655,389925,100,90.43614,-196.07419,-195.57742,443.03106331825256,1.737706,8400
-91.30774,-147.68269349069556,-97.387596,[ 0.545 -0.741  0.249  0.356  0.034],1.0235915,-99.67578,51.72,85,-94.833954,395097,100,138.6504,-196.3523,-194.9701,448.8220682144165,1.9078637,8500
-89.587265,-144.99044765278722,-97.332634,[ 0.543 -0.741  0.256  0.361  0.035],1.0283842,-99.70369,49.07,86,-95.66698,400004,100,141.56203,-194.26111,-193.28223,453.11150097846985,2.2481186,8600
-89.652885,-143.16153037224095,-97.23824,[ 0.525 -0.734  0.253  0.368  0.028],1.226244,-99.7333,47.35,87,-89.44834,404739,100,939.6139,-195.68335,-191.70364,458.8792221546173,2.235289,8700
-88.081985,-143.4504911153705,-97.36042,[ 0.532 -0.706  0.257  0.377  0.015],1.2033632,-99.58802,47.52,88,-90.49987,409491,100,658.9949,-193.60869,-190.48135,464.519593000412,2.361852,8800
-90.940216,-141.10371979430613,-97.67089,[ 0.551 -0.692  0.263  0.363  0.003],1.0111012,-99.82071,44.79,89,-96.55943,413970,100,74.728745,-194.59937,-194.02695,470.3412139415741,1.6389837,8900
-90.779396,-138.6423614502822,-97.261955,[ 0.549 -0.694  0.264  0.352  0.002],1.0355369,-99.6607,42.76,90,-94.76392,418246,100,276.96597,-192.66988,-191.1925,474.1743378639221,1.9837818,9000
-88.721375,-140.6790208267717,-97.46258,[ 0.547 -0.701  0.261  0.339  0.007],1.0402222,-99.608315,44.61,91,-94.73884,422707,100,230.1314,-193.47717,-191.98846,479.0071487426758,2.1100464,9100
-88.81434,-141.24865135197138,-97.31497,[ 0.543 -0.712  0.262  0.354  0.005],1.0522144,-99.6373,45.33,92,-94.9698,427240,100,317.42334,-193.40912,-192.07776,483.87712931632996,2.2947624,9200
-89.90625,-144.20570725986397,-97.34866,[ 0.539 -0.725  0.26   0.355  0.014],1.088915,-99.664894,48.33,93,-94.271515,432073,100,344.96124,-196.73888,-195.18695,489.3508868217468,2.094454,9300
-88.91911,-145.79346694570694,-96.90555,[ 0.541 -0.703  0.261  0.36   0.008],1.0095115,-99.72761,50.36,94,-95.710304,437109,100,80.38057,-193.95372,-193.25362,494.8440706729889,2.5095072,9400
-92.07097,-139.11014139272686,-97.16658,[ 0.542 -0.71   0.264  0.354  0.006],1.0475127,-99.64113,43.36,95,-94.580154,441445,100,304.97357,-191.64886,-190.25313,500.45037722587585,1.798652,9500
-88.89766,-141.28760470425811,-97.65687,[ 0.545 -0.7    0.266  0.358 -0.009],1.0051976,-99.74815,44.98,96,-97.23038,445943,100,35.98296,-195.08655,-194.84772,505.5710265636444,1.9335363,9600
-86.11273,-141.94983579888648,-97.12364,[ 0.542 -0.701  0.265  0.361 -0.004],1.0031072,-99.64718,46.28,97,-96.70241,450571,100,35.45401,-192.53157,-192.2692,509.95234966278076,2.4406197,9700
-90.9047,-138.87986627130292,-97.37902,[ 0.537 -0.697  0.265  0.364 -0.007],1.0130752,-99.75136,42.87,98,-95.81822,454858,100,110.687096,-196.3057,-195.40675,514.768087387085,1.7393469,9800
-90.69812,-146.54829039487686,-97.724495,[ 0.536 -0.697  0.268  0.373 -0.013],1.0127337,-99.744156,50.21,99,-96.35944,459879,100,67.99592,-197.2544,-196.48215,519.3149590492249,1.9830091,9900
-91.08319,-142.04205635157308,-97.26729,[ 0.528 -0.685  0.265  0.371 -0.003],1.0024192,-99.75524,46.16,100,-97.079315,464495,100,17.376902,-194.79608,-194.70874,524.0507209300995,2.0567205,10000
-91.36655,-141.89191694054279,-97.628235,[ 0.527 -0.685  0.264  0.367 -0.002],1.0237453,-99.713264,45.64,101,-94.02418,469059,100,125.41699,-193.12845,-190.37825,528.2841579914093,1.823647,10100
-91.30161,-142.72523023389414,-97.39153,[ 0.494 -0.652  0.255  0.365 -0.002],1.1560129,-99.55968,46.72,102,-89.909096,473731,100,812.1143,-195.15076,-191.22176,533.2905266284943,1.8406589,10200
-91.350876,-139.380602059971,-97.60645,[ 0.506 -0.638  0.257  0.384 -0.018],1.0448679,-99.75167,43.1,103,-94.99123,478041,100,241.85767,-192.7254,-191.2991,538.3214786052704,1.7727547,10300
-89.97824,-142.2090232851351,-97.49965,[ 0.503 -0.65   0.257  0.396 -0.012],1.0937653,-99.67144,46.08,104,-93.72198,482649,100,477.10483,-194.82597,-192.64978,543.8636889457703,2.186055,10400
-90.47296,-142.56874977278545,-97.52695,[ 0.484 -0.651  0.249  0.401 -0.017],1.0135652,-99.732124,46.4,105,-96.937614,487289,100,83.838455,-193.54153,-193.19585,549.1823201179504,1.8006264,10500
-90.51267,-143.6728411058819,-97.69221,[ 0.491 -0.652  0.254  0.404 -0.018],1.1252383,-99.872345,47.32,106,-92.9702,492021,100,578.4588,-193.86423,-190.94336,555.1532316207886,1.801897,10600
-90.4084,-138.82579006984463,-97.5393,[ 0.518 -0.65   0.259  0.409 -0.015],1.0816102,-99.72403,42.64,107,-94.45185,496285,100,427.3028,-195.25433,-193.59866,560.3491485118866,1.8893031,10700
-92.53714,-138.1258409450395,-97.94281,[ 0.525 -0.638  0.264  0.408 -0.017],1.2016306,-99.6189,41.48,108,-91.73833,500433,100,875.7256,-192.4251,-189.29753,565.680187702179,1.5526544,10800
-89.10837,-138.91424282817457,-97.23243,[ 0.543 -0.618  0.266  0.402 -0.028],1.0296805,-99.55568,43.07,109,-95.29667,504740,100,220.61243,-191.71472,-190.62808,570.4597842693329,1.8476784,10900
-91.50016,-141.492808060025,-97.45163,[ 0.535 -0.595  0.261  0.405 -0.03 ],1.0771108,-99.67389,45.41,110,-95.353386,509281,100,374.89105,-195.33798,-194.22565,575.8386626243591,1.7294958,11000
-92.43114,-139.6157121054464,-97.20197,[ 0.526 -0.607  0.259  0.403 -0.032],1.007639,-99.501495,43.79,111,-96.3598,513660,100,56.428604,-193.73962,-193.26619,580.7886736392975,1.8542317,11100
-91.26738,-140.38668734047474,-97.38716,[ 0.529 -0.611  0.259  0.41  -0.026],1.0179313,-99.67382,44.38,112,-95.81065,518098,100,114.3442,-194.25386,-193.43536,585.4663646221161,2.1197617,11200
-90.07156,-140.2204256213907,-97.46576,[ 0.528 -0.613  0.254  0.414 -0.029],1.0741369,-99.67849,44.11,113,-94.555336,522509,100,359.41986,-193.48035,-192.14359,589.5893540382385,1.7126759,11300
-90.41933,-141.83787056670127,-97.45978,[ 0.516 -0.616  0.249  0.402 -0.019],1.0133071,-99.765594,45.73,114,-96.41588,527082,100,83.09957,-196.38644,-195.80435,595.203204870224,1.8819888,11400
-90.412994,-142.01461664215867,-97.4436,[ 0.502 -0.607  0.245  0.398 -0.026],1.0114306,-99.64553,45.93,115,-96.81373,531675,100,68.70867,-193.83961,-193.50403,600.279764175415,1.9874712,11500
-91.482285,-141.8624033624052,-97.32094,[ 0.5   -0.598  0.245  0.394 -0.029],1.0318643,-99.62692,45.92,116,-96.31819,536267,100,165.65324,-196.35715,-195.83151,606.224406003952,1.9293114,11600
-92.66112,-135.37961434936497,-97.46431,[ 0.495 -0.605  0.242  0.393 -0.027],1.0814588,-99.5675,39.21,117,-94.05901,540188,100,330.58032,-187.99164,-186.07251,610.990216255188,1.6589793,11700
-93.0836,-139.81949649532595,-97.55063,[ 0.464 -0.596  0.235  0.395 -0.019],1.0613214,-99.79902,43.6,118,-94.535545,544548,100,357.7852,-196.02486,-194.27982,615.9613945484161,1.6388928,11800
-90.807526,-142.27048016237586,-97.730255,[ 0.445 -0.593  0.229  0.391 -0.031],1.185672,-99.70298,45.86,119,-90.637314,549134,100,633.2541,-194.5339,-190.80844,620.9902672767639,1.681625,11900
-91.978195,-139.70806861437498,-97.36119,[ 0.465 -0.586  0.236  0.396 -0.013],1.4252456,-99.71909,43.67,120,-83.72435,553501,100,1185.1343,-191.11913,-183.7499,625.6711254119873,1.8404974,12000
-91.56115,-138.25842596347135,-97.29237,[ 0.489 -0.553  0.238  0.38  -0.014],1.1724068,-99.758835,42.32,121,-89.427734,557733,100,889.035,-191.30225,-187.0282,630.5063972473145,1.8674747,12100
-91.3297,-139.80434078731778,-97.245636,[ 0.47  -0.568  0.236  0.378 -0.037],1.0093231,-99.75522,43.9,122,-96.6376,562123,100,62.500538,-194.67532,-194.31497,636.3462235927582,1.7949407,12200
-92.013794,-143.68000956703173,-97.48894,[ 0.477 -0.568  0.237  0.381 -0.032],1.0283799,-99.719086,47.56,123,-96.35908,566879,100,123.181366,-196.86928,-196.29123,641.7960724830627,1.93963,12300
-91.79144,-141.07040221411123,-97.51052,[ 0.474 -0.58   0.239  0.384 -0.032],1.012546,-99.67401,44.89,124,-96.01712,571368,100,74.052155,-196.76756,-195.93958,648.1555643081665,1.8411708,12400
-92.19586,-137.58689323189904,-97.79436,[ 0.477 -0.584  0.24   0.376 -0.023],1.0226034,-99.68687,41.06,125,-95.951805,575474,100,109.79456,-192.6052,-191.77455,653.0163707733154,1.4753997,12500
-92.67992,-136.84169949719146,-97.39098,[ 0.478 -0.585  0.239  0.358 -0.028],1.1335629,-99.659225,40.77,126,-93.32298,579551,100,659.8375,-194.31946,-192.16472,658.5656049251556,1.7588956,12600
-91.13638,-137.0570765894903,-97.5595,[ 0.459 -0.592  0.232  0.356 -0.023],1.0352826,-99.54649,40.8,127,-95.9152,583631,100,194.6993,-191.44476,-190.60101,663.6697907447815,1.68665,12700
