AvgNormIw,VarRet,Delta,ESSClassic,VarDiscRet,VarJ,AvgEpLen,MaxNormIw,J,AvgVanillaIw,MinVanillaIw,EpsThisIter,VanillaAvgRet,AvgRet,MinNormIw,Bound,ESSRenyi,IterType,BatchSize,AvgDiscRet,VarNormIw,eRenyi2,MaxVanillaIw,VarVanillaIw
0.0033333336,0.05720463912683712,0.85,299.999969473632,0.05720463912683712,0.23708786,500.0,0.0033333334,4999.769,1.0,1.0,100,4999.749028312699,4999.749028312699,0.0033333334,4878.5015,500.0,2,500,4999.749028312699,5.4391416e-20,1.0,1.0,
0.0024999997,0.06770244106788925,0.85,400.0,0.06770244106788925,0.2427238,500.0,0.0025,4999.7686,1.0,1.0,100,4999.769228818388,4999.769228818388,0.0025,4894.7476,500.0,2,500,4999.769228818388,5.434597e-20,1.0,1.0,
0.002,0.06378527591010298,0.85,499.9987138857587,0.06378527591010298,0.24422814,500.0,0.002008491,4999.768,0.99993694,0.9942481,100,4999.763120827204,4999.763120827204,0.0019886217,4905.8345,499.9988675143143,1,500,4999.763120827204,1.0236566e-11,1.0000023,1.0041822,2.558809e-06
0.009999998,0.08701065794112098,0.85,100.0,0.08701065794112098,0.29352152,500.0,0.01,4999.7666,1.0,1.0,100,4999.766187445943,4999.766187445943,0.01,4789.7246,500.0,2,500,4999.766187445943,3.5044917e-18,1.0,1.0,
0.0049999994,0.07009739698304626,0.85,200.00000010221265,0.07009739698304626,0.27895948,500.0,0.005,4999.7603,1.0,1.0,100,4999.754274987796,4999.754274987796,0.005,4851.2383,500.0,2,500,4999.754274987796,2.179301e-19,1.0,1.0,
0.0033333336,0.03727466887931313,0.85,299.999969473632,0.03727466887931313,0.25409356,500.0,0.0033333334,4999.774,1.0,1.0,100,4999.801848108439,4999.801848108439,0.0033333334,4878.5063,500.0,2,500,4999.801848108439,5.4391416e-20,1.0,1.0,
0.0024999997,0.0634761486118017,0.85,400.0,0.0634761486118017,0.2534349,500.0,0.0025,4999.7686,1.0,1.0,100,4999.751519753618,4999.751519753618,0.0025,4894.7476,500.0,2,500,4999.751519753618,5.434597e-20,1.0,1.0,
0.002,0.07112323541067339,0.85,500.0000113848665,0.07112323541067339,0.25597817,500.0,0.0020004103,4999.765,1.0000097,0.99962443,100,4999.747723842492,4999.747723842492,0.0019992297,4905.8315,500.0,1,500,4999.747723842492,3.6812126e-14,1.0,1.0002148,9.203639e-09
0.009999998,0.06959324473259393,0.85,100.0,0.06959324473259393,0.26249737,500.0,0.01,4999.7466,1.0,1.0,100,4999.746743494707,4999.746743494707,0.01,4789.7046,500.0,2,500,4999.746743494707,3.5044917e-18,1.0,1.0,
0.0049999994,0.11275201785234366,0.85,200.00000010221265,0.11275201785234366,0.30082908,500.0,0.005,4999.7314,1.0,1.0,100,4999.715935382453,4999.715935382453,0.005,4851.2095,500.0,2,500,4999.715935382453,2.179301e-19,1.0,1.0,
0.0033333336,0.09285412213935616,0.85,299.999969473632,0.09285412213935616,0.301732,500.0,0.0033333334,4999.7256,1.0,1.0,100,4999.714200198284,4999.714200198284,0.0033333334,4878.458,500.0,2,500,4999.714200198284,5.4391416e-20,1.0,1.0,
0.0024999997,4.013532670776978,0.85,400.0,4.013532670776978,1.0333791,499.99,0.0025,4999.6797,1.0,1.0,100,4999.543377295536,4999.543377295536,0.0025,4894.6587,500.0,2,500,4999.543377295536,5.434597e-20,1.0,1.0,
0.002,0.07141752918259778,0.85,499.9909858884751,0.07141752918259778,0.9082692,500.0,0.0020112975,4999.698,0.99963194,0.97114277,100,4999.759388242545,4999.759388242545,0.0019430006,4905.764,499.9940396065759,1,500,4999.759388242545,7.2273444e-11,1.0000119,1.0052786,1.8055056e-05
0.009999998,0.054585645982769465,0.85,100.0,0.054585645982769465,0.23245202,500.0,0.01,4999.7783,1.0,1.0,100,4999.778138420331,4999.778138420331,0.01,4789.7363,500.0,2,500,4999.778138420331,3.5044917e-18,1.0,1.0,
0.0049999994,0.0883525439169519,0.85,200.00000010221265,0.0883525439169519,0.266999,500.0,0.005,4999.755,1.0,1.0,100,4999.731709344446,4999.731709344446,0.005,4851.233,500.0,2,500,4999.731709344446,2.179301e-19,1.0,1.0,
0.0033333336,0.06178870752753228,0.85,299.999969473632,0.06178870752753228,0.2608601,500.0,0.0033333334,4999.7466,1.0,1.0,100,4999.730530471949,4999.730530471949,0.0033333334,4878.479,500.0,2,500,4999.730530471949,5.4391416e-20,1.0,1.0,
0.0024999997,0.10770545564803709,0.85,400.0,0.10770545564803709,0.2789861,500.0,0.0025,4999.7397,1.0,1.0,100,4999.7193067879225,4999.7193067879225,0.0025,4894.7188,500.0,2,500,4999.7193067879225,5.434597e-20,1.0,1.0,
0.0020000003,0.05343297624129387,0.85,500.00000664260017,0.05343297624129387,0.26995447,500.0,0.002,4999.7427,1.0,1.0,100,4999.753089233446,4999.753089233446,0.002,4905.809,500.0,1,500,4999.753089233446,5.431875e-20,1.0,1.0,
0.009999998,149832.8102513391,0.85,100.0,149832.8102513391,385.14218,496.14,0.01,4961.0464,1.0,1.0,100,4961.0471450498535,4961.0471450498535,0.01,4751.0044,500.0,2,500,4961.0471450498535,3.5044917e-18,1.0,1.0,
0.0049999994,0.07856417041302811,0.85,200.00000010221265,0.07856417041302811,273.02298,500.0,0.005,4980.393,1.0,1.0,100,4999.739204196194,4999.739204196194,0.005,4831.871,500.0,2,500,4999.739204196194,2.179301e-19,1.0,1.0,
0.0033333336,0.08922761175841364,0.85,299.999969473632,0.08922761175841364,223.10907,500.0,0.0033333334,4986.8457,1.0,1.0,100,4999.749141370806,4999.749141370806,0.0033333334,4865.578,500.0,2,500,4999.749141370806,5.4391416e-20,1.0,1.0,
0.0024999997,0.07412015946879047,0.85,400.0,0.07412015946879047,193.29884,500.0,0.0025,4990.069,1.0,1.0,100,4999.740705857956,4999.740705857956,0.0025,4885.048,500.0,2,500,4999.740705857956,5.434597e-20,1.0,1.0,
0.002,0.07814527641665354,0.85,481.7207639874222,0.07814527641665354,42.441597,500.0,0.0026518214,4997.869,0.98471767,0.24128751,100,4999.754402461248,4999.754402461248,0.0004900644,4902.2954,482.98543974686675,1,500,4999.754402461248,1.5208705e-07,1.0352279,1.3056476,0.036868513
0.009999998,0.06189513353453607,0.85,100.0,0.06189513353453607,0.24752848,500.0,0.01,4999.7705,1.0,1.0,100,4999.770202730272,4999.770202730272,0.01,4789.7285,500.0,2,500,4999.770202730272,3.5044917e-18,1.0,1.0,
0.0049999994,0.06331198476962442,0.85,200.00000010221265,0.06331198476962442,0.24916206,500.0,0.005,4999.7803,1.0,1.0,100,4999.791080636246,4999.791080636246,0.005,4851.2583,500.0,2,500,4999.791080636246,2.179301e-19,1.0,1.0,
0.0033333336,0.07927359457081914,0.85,299.999969473632,0.07927359457081914,0.26168966,500.0,0.0033333334,4999.7593,1.0,1.0,100,4999.715933505541,4999.715933505541,0.0033333334,4878.4917,500.0,2,500,4999.715933505541,5.4391416e-20,1.0,1.0,
0.0024999997,0.03996504208271969,0.85,400.0,0.03996504208271969,0.24788234,500.0,0.0025,4999.7666,1.0,1.0,100,4999.79128285072,4999.79128285072,0.0025,4894.7456,500.0,2,500,4999.79128285072,5.434597e-20,1.0,1.0,
0.0020000003,0.036282541247828225,0.85,500.00000664260017,0.036282541247828225,0.23832507,500.0,0.002,4999.7783,1.0,1.0,100,4999.820637213269,4999.820637213269,0.002,4905.8447,500.0,1,500,4999.820637213269,5.431875e-20,1.0,1.0,
0.009999998,0.04178269854087093,0.85,100.0,0.04178269854087093,0.20337753,500.0,0.01,4999.7573,1.0,1.0,100,4999.757035309425,4999.757035309425,0.01,4789.7153,500.0,2,500,4999.757035309425,3.5044917e-18,1.0,1.0,
0.0049999994,0.04621602811803502,0.85,200.00000010221265,0.04621602811803502,0.2088861,500.0,0.005,4999.7656,1.0,1.0,100,4999.774395025496,4999.774395025496,0.005,4851.2437,500.0,2,500,4999.774395025496,2.179301e-19,1.0,1.0,
0.0033333336,0.07607600374280671,0.85,299.999969473632,0.07607600374280671,0.23281853,500.0,0.0033333334,4999.764,1.0,1.0,100,4999.759116238138,4999.759116238138,0.0033333334,4878.4966,500.0,2,500,4999.759116238138,5.4391416e-20,1.0,1.0,
0.0024999997,0.0381685338475145,0.85,400.0,0.0381685338475145,0.22440447,500.0,0.0025,4999.773,1.0,1.0,100,4999.800449477236,4999.800449477236,0.0025,4894.752,500.0,2,500,4999.800449477236,5.434597e-20,1.0,1.0,
0.0019999999,0.03935063187806426,0.85,499.9998015232742,0.03935063187806426,0.21922107,500.0,0.0020036106,4999.7754,1.0000012,0.9973799,100,4999.783906214523,4999.783906214523,0.0019947574,4905.842,499.9998211861296,1,500,4999.783906214523,1.7165289e-12,1.0000004,1.0018065,4.291337e-07
0.009999998,65020.202349392035,0.85,100.0,65020.202349392035,253.71243,497.46,0.01,4974.283,1.0,1.0,100,4974.283340535271,4974.283340535271,0.01,4764.241,500.0,2,500,4974.283340535271,3.5044917e-18,1.0,1.0,
0.0049999994,0.053478686467112894,0.85,200.00000010221265,0.053478686467112894,179.8536,500.0,0.005,4987.0225,1.0,1.0,100,4999.761800080729,4999.761800080729,0.005,4838.5005,500.0,2,500,4999.761800080729,2.179301e-19,1.0,1.0,
0.0033333336,0.04855054170353183,0.85,299.999969473632,0.04855054170353183,146.97275,500.0,0.0033333334,4991.2705,1.0,1.0,100,4999.766918962633,4999.766918962633,0.0033333334,4870.003,500.0,2,500,4999.766918962633,5.4391416e-20,1.0,1.0,
0.0024999997,0.05805699341967703,0.85,400.0,0.05805699341967703,127.3355,500.0,0.0025,4993.3984,1.0,1.0,100,4999.781356920553,4999.781356920553,0.0025,4888.3774,500.0,2,500,4999.781356920553,5.434597e-20,1.0,1.0,
0.002,0.057671538107989334,0.85,489.6749505859665,0.057671538107989334,17.492659,500.0,0.0023546712,4998.9897,0.9938423,0.1523317,100,4999.776734093531,4999.776734093531,0.00030655105,4904.206,491.0708619858384,1,500,4999.776734093531,8.451109e-08,1.018183,1.1700859,0.020868378
0.009999998,0.05692120610578314,0.85,100.0,0.05692120610578314,0.23738469,500.0,0.01,4999.747,1.0,1.0,100,4999.746831570947,4999.746831570947,0.01,4789.705,500.0,2,500,4999.746831570947,3.5044917e-18,1.0,1.0,
