VarNormIw,ESSClassic,AvgRet,MinVanillaIw,VarJ,eRenyi2,BatchSize,AvgDiscRet,AvgEpLen,AvgNormIw,VanillaAvgRet,VarRet,VarDiscRet,Bound,J,MaxVanillaIw,MaxNormIw,ESSRenyi,MinNormIw,VarVanillaIw,AvgVanillaIw
3.5044917e-18,100.0,-3.375077994860476e-16,1.0,7.533223,1.0,100,-3.375077994860476e-16,200.0,0.009999998,-8.62932267507059,57.32268309916757,57.32268309916757,-0.63675845,8.940697e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.0391687510491465e-15,1.0,7.599177,1.0,100,-1.0391687510491465e-15,200.0,0.009999998,-7.912873891809393,58.33080168922352,58.33080168922352,-0.64233327,1.1920929e-07,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,6.927791673660977e-16,1.0,7.1111126,1.0,100,6.927791673660977e-16,200.0,0.009999998,-8.233486510310078,51.078709772746784,51.078709772746784,-0.601079,-3.7252903e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,2.842170943040401e-16,1.0,7.2082562,1.0,100,2.842170943040401e-16,200.0,0.009999998,-7.901848549012795,52.48379818816196,52.48379818816196,-0.60929,3.3527613e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.1457501614131616e-15,1.0,7.187353,1.0,100,1.1457501614131616e-15,200.0,0.009999998,-7.917098138442326,52.179844428223234,52.179844428223234,-0.6075232,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-8.881784197001252e-16,1.0,7.1627545,1.0,100,-8.881784197001252e-16,200.0,0.009999998,-7.6733470557468095,51.823283959990285,51.823283959990285,-0.60544395,4.4703484e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-3.552713678800501e-17,1.0,6.705613,1.0,100,-3.552713678800501e-17,200.0,0.009999998,-8.106869231558017,45.41944299347967,45.41944299347967,-0.5668034,-2.2351742e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,2.2382096176443156e-15,1.0,7.2250943,1.0,100,2.2382096176443156e-15,200.0,0.009999998,-8.002603013002457,52.72928501940094,52.72928501940094,-0.61071336,8.940697e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.2434497875801752e-15,1.0,7.0653667,1.0,100,1.2434497875801752e-15,200.0,0.009999998,-8.369219380728675,50.42364798186231,50.42364798186231,-0.5972122,-1.4901161e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.0125233984581427e-15,1.0,7.1791916,1.0,100,1.0125233984581427e-15,200.0,0.009999998,-6.937266912488337,52.061406189715946,52.061406189715946,-0.60683334,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.7408297026122454e-15,1.0,7.239437,1.0,100,1.7408297026122454e-15,200.0,0.009999998,-8.873656610496255,52.9388429673439,52.9388429673439,-0.6119257,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.4210854715202004e-16,1.0,7.030086,1.0,100,1.4210854715202004e-16,200.0,0.009999998,-8.892028382132404,49.92132602898709,49.92132602898709,-0.59422994,5.2154064e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-3.8191672047105384e-16,1.0,6.253623,1.0,100,-3.8191672047105384e-16,200.0,0.009999998,-6.514743731777279,39.50282916087805,39.50282916087805,-0.5285982,-2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.509903313490213e-16,1.0,7.185548,1.0,100,1.509903313490213e-16,200.0,0.009999998,-7.869296459195227,52.153634844090696,52.153634844090696,-0.6073706,7.4505806e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,3.641531520770513e-16,1.0,6.5495625,1.0,100,3.641531520770513e-16,200.0,0.009999998,-7.782951555968904,43.33007267485762,43.33007267485762,-0.5536128,5.9604645e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.0658141036401502e-16,1.0,6.489698,1.0,100,1.0658141036401502e-16,200.0,0.009999998,-6.391842687603113,42.541593130330384,42.541593130330384,-0.54855275,-1.4901161e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.6697754290362353e-15,1.0,6.991285,1.0,100,1.6697754290362353e-15,200.0,0.009999998,-8.033363794755457,49.37178164173486,49.37178164173486,-0.59095025,-7.450581e-09,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,7.194245199571015e-16,1.0,6.9942966,1.0,100,7.194245199571015e-16,200.0,0.009999998,-7.51644165218759,49.414332810168595,49.414332810168595,-0.59120476,4.4703484e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-6.217248937900876e-16,1.0,6.6173577,1.0,100,-6.217248937900876e-16,200.0,0.009999998,-7.912842153979715,44.23174319020903,44.23174319020903,-0.5593435,-5.9604645e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.021405182655144e-15,1.0,6.4636645,1.0,100,-1.021405182655144e-15,200.0,0.009999998,-7.219825327295854,42.200969351743275,42.200969351743275,-0.54635227,,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-8.704148513061227e-16,1.0,7.488865,1.0,100,-8.704148513061227e-16,200.0,0.009999998,-8.894853468858816,56.64959201625996,56.64959201625996,-0.6330092,-8.940697e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,8.881784197001252e-16,1.0,7.383458,1.0,100,8.881784197001252e-16,200.0,0.009999998,-9.125624571308489,55.06612099625964,55.06612099625964,-0.6240995,-4.4703484e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-3.641531520770513e-16,1.0,7.0751324,1.0,100,-3.641531520770513e-16,200.0,0.009999998,-7.435534191844291,50.56313322094189,50.56313322094189,-0.5980377,-1.13621354e-07,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,7.815970093361102e-16,1.0,6.824325,1.0,100,7.815970093361102e-16,200.0,0.009999998,-8.503821016884057,47.041829583261546,47.041829583261546,-0.5768378,-8.568168e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-9.85878045867139e-16,1.0,7.091768,1.0,100,-9.85878045867139e-16,200.0,0.009999998,-7.678272052468284,50.80118397503999,50.80118397503999,-0.59944385,-4.8428774e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,5.329070518200751e-17,1.0,6.634773,1.0,100,5.329070518200751e-17,200.0,0.009999998,-7.797009321823719,44.46486105825917,44.46486105825917,-0.5608155,1.8626451e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-2.1316282072803005e-16,1.0,7.0558076,1.0,100,-2.1316282072803005e-16,200.0,0.009999998,-7.513223165614043,50.287295628833135,50.287295628833135,-0.5964041,5.9604645e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-6.217248937900876e-16,1.0,6.8978186,1.0,100,-6.217248937900876e-16,200.0,0.009999998,-8.03054803035933,48.06050275216397,48.06050275216397,-0.58304983,1.6763806e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.2434497875801752e-15,1.0,7.0853667,1.0,100,1.2434497875801752e-15,200.0,0.009999998,-7.942809633134186,50.70952265997664,50.70952265997664,-0.5989027,,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.438849039914203e-15,1.0,5.9349027,1.0,100,1.438849039914203e-15,200.0,0.009999998,-6.236092565093269,35.57885648074676,35.57885648074676,-0.5016577,-1.1175871e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.580957587066223e-15,1.0,6.6835113,1.0,100,1.580957587066223e-15,200.0,0.009999998,-7.704877514480645,45.12052847748717,45.12052847748717,-0.5649351,3.7252903e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.0480505352461477e-15,1.0,6.041634,1.0,100,1.0480505352461477e-15,200.0,0.009999998,-7.337644518924225,36.870044793099545,36.870044793099545,-0.5106794,-1.1175871e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-3.730349362740526e-16,1.0,6.457265,1.0,100,-3.730349362740526e-16,200.0,0.009999998,-6.498357425832628,42.11744564250424,42.11744564250424,-0.54581124,7.8231096e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.900701818158268e-15,1.0,6.6546526,1.0,100,1.900701818158268e-15,200.0,0.009999998,-8.012087694769408,44.731718388592064,44.731718388592064,-0.5624958,7.450581e-09,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,2.184918912462308e-15,1.0,7.341843,1.0,100,2.184918912462308e-15,200.0,0.009999998,-7.797316262075429,54.44713158256463,54.44713158256463,-0.62058175,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.723066134218243e-15,1.0,7.1967096,1.0,100,1.723066134218243e-15,200.0,0.009999998,-7.066923132280631,52.315782671342994,52.315782671342994,-0.6083141,6.7055225e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,6.750155989720952e-16,1.0,6.7357955,1.0,100,6.750155989720952e-16,200.0,0.009999998,-7.67343049846906,45.82923379615402,45.82923379615402,-0.56935453,4.4703484e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.2256862191861727e-15,1.0,6.577011,1.0,100,-1.2256862191861727e-15,200.0,0.009999998,-6.977319426037597,43.694011925471166,43.694011925471166,-0.5559331,-5.9604645e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.403321903126198e-15,1.0,7.1820254,1.0,100,-1.403321903126198e-15,200.0,0.009999998,-7.726007603724969,52.102515156082774,52.102515156082774,-0.60707283,9.313226e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,7.105427357601002e-17,1.0,7.733255,1.0,100,7.105427357601002e-17,200.0,0.009999998,-9.018587813431372,60.407304563721105,60.407304563721105,-0.6536665,7.450581e-09,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.687538997430238e-16,1.0,6.466728,1.0,100,-1.687538997430238e-16,200.0,0.009999998,-7.130965563896878,42.24098693418059,42.24098693418059,-0.54661125,-4.4703484e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.9184653865522706e-15,1.0,7.3618608,1.0,100,1.9184653865522706e-15,200.0,0.009999998,-8.2856761781748,54.744432973709046,54.744432973709046,-0.62227374,4.284084e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.3855583347321954e-15,1.0,6.1075373,1.0,100,1.3855583347321954e-15,200.0,0.009999998,-7.396782305720269,37.67880002573947,37.67880002573947,-0.51625,-3.9115548e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.2256862191861727e-15,1.0,7.284143,1.0,100,1.2256862191861727e-15,200.0,0.009999998,-9.247888122721882,53.59468803328231,53.59468803328231,-0.6157046,-1.4901161e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-2.3092638912203257e-16,1.0,7.531332,1.0,100,-2.3092638912203257e-16,200.0,0.009999998,-8.60753236446959,57.29389830062807,57.29389830062807,-0.63659865,1.4901161e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-3.019806626980426e-16,1.0,6.9170923,1.0,100,-3.019806626980426e-16,200.0,0.009999998,-7.4069410702877665,48.32946452213064,48.32946452213064,-0.58467907,3.7252903e-09,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-2.3980817331903383e-16,1.0,6.4674063,1.0,100,-2.3980817331903383e-16,200.0,0.009999998,-7.4460037994235515,42.24984314278879,42.24984314278879,-0.54666847,1.1175871e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,2.1316282072803005e-16,1.0,6.727846,1.0,100,2.1316282072803005e-16,200.0,0.009999998,-7.35655836193811,45.721126835534996,45.721126835534996,-0.56868255,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.0835776720341528e-15,1.0,7.0328555,1.0,100,-1.0835776720341528e-15,200.0,0.009999998,-8.290212627825625,49.960661522510854,49.960661522510854,-0.59446406,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,9.769962616701378e-16,1.0,6.846282,1.0,100,9.769962616701378e-16,200.0,0.009999998,-8.16000038119184,47.345021037359274,47.345021037359274,-0.5786936,-2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-6.394884621840901e-16,1.0,6.8863535,1.0,100,-6.394884621840901e-16,200.0,0.009999998,-7.5465610393572,47.90087751057102,47.90087751057102,-0.58208084,-2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-7.371880883511039e-16,1.0,6.6867337,1.0,100,-7.371880883511039e-16,200.0,0.009999998,-8.296859009846147,45.164047690413874,45.164047690413874,-0.56520754,,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-6.838973831690964e-16,1.0,6.8932285,1.0,100,-6.838973831690964e-16,200.0,0.009999998,-8.338583110302938,47.996569210280754,47.996569210280754,-0.58266175,1.0896474e-07,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-8.171241461241152e-16,1.0,7.1005645,1.0,100,-8.171241461241152e-16,200.0,0.009999998,-8.55103317262475,50.92729390768299,50.92729390768299,-0.60018724,7.4505806e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-5.284661597215745e-16,1.0,6.3036556,1.0,100,-5.284661597215745e-16,200.0,0.009999998,-6.426188610460235,40.137449463933024,40.137449463933024,-0.5328272,,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.0480505352461477e-15,1.0,6.929971,1.0,100,1.0480505352461477e-15,200.0,0.009999998,-8.378318457239876,48.50959477406118,48.50959477406118,-0.5857677,-8.195639e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.803002191991254e-15,1.0,6.9320145,1.0,100,-1.803002191991254e-15,200.0,0.009999998,-7.9213518771180675,48.538203129670826,48.538203129670826,-0.58594024,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-3.019806626980426e-16,1.0,6.9686894,1.0,100,-3.019806626980426e-16,200.0,0.009999998,-8.108226685364722,49.05316382199965,49.05316382199965,-0.58904034,-1.4901161e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,6.394884621840901e-16,1.0,6.8885674,1.0,100,6.394884621840901e-16,200.0,0.009999998,-7.021963721955078,47.93168258737714,47.93168258737714,-0.5822678,5.9604645e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.1901590823981679e-15,1.0,6.0937,1.0,100,1.1901590823981679e-15,200.0,0.009999998,-6.360984023127079,37.508264282981116,37.508264282981116,-0.5150803,1.3411045e-07,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,2.575717417130363e-16,1.0,7.197098,1.0,100,2.575717417130363e-16,200.0,0.009999998,-8.46962398473384,52.321429989525136,52.321429989525136,-0.608347,-4.4703484e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,7.993605777301127e-17,1.0,6.8354135,1.0,100,7.993605777301127e-17,200.0,0.009999998,-7.245117235286205,47.194825430764084,47.194825430764084,-0.5777749,3.8184226e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,9.85878045867139e-16,1.0,6.325702,1.0,100,9.85878045867139e-16,200.0,0.009999998,-7.013303047052698,40.41869604401921,40.41869604401921,-0.5346908,-3.0733645e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.4210854715202004e-16,1.0,7.101046,1.0,100,-1.4210854715202004e-16,200.0,0.009999998,-8.332025218689093,50.93419971649426,50.93419971649426,-0.60022795,3.3527613e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-4.4408920985006264e-17,1.0,6.7374754,1.0,100,-4.4408920985006264e-17,200.0,0.009999998,-7.502232850895395,45.85209735270508,45.85209735270508,-0.5694966,,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.0835776720341528e-15,1.0,7.2385635,1.0,100,1.0835776720341528e-15,200.0,0.009999998,-6.797014120573541,52.92606697047193,52.92606697047193,-0.6118518,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-8.881784197001253e-18,1.0,6.9005194,1.0,100,-8.881784197001253e-18,200.0,0.009999998,-7.147423627114773,48.098150183123906,48.098150183123906,-0.5832782,-4.4703484e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-7.993605777301127e-17,1.0,6.9083834,1.0,100,-7.993605777301127e-17,200.0,0.009999998,-7.373465024840549,48.2078449702632,48.2078449702632,-0.5839429,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-9.237055564881303e-16,1.0,7.0119953,1.0,100,-9.237055564881303e-16,200.0,0.009999998,-7.7471964422750474,49.66472917799024,49.66472917799024,-0.5927009,,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,2.220446049250313e-16,1.0,6.645243,1.0,100,2.220446049250313e-16,200.0,0.009999998,-7.497212582259707,44.60531507909711,44.60531507909711,-0.5617005,1.4901161e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-7.105427357601002e-17,1.0,6.930255,1.0,100,-7.105427357601002e-17,200.0,0.009999998,-7.418041286905114,48.5135718443009,48.5135718443009,-0.5857915,1.4528632e-07,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,9.414691248821328e-16,1.0,6.643016,1.0,100,9.414691248821328e-16,200.0,0.009999998,-7.882551350976329,44.57541597506587,44.57541597506587,-0.5615121,5.9604645e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,8.526512829121202e-16,1.0,6.511108,1.0,100,8.526512829121202e-16,200.0,0.009999998,-8.37577406417415,42.8227526807821,42.8227526807821,-0.55036235,4.4703484e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-5.329070518200751e-16,1.0,6.4968953,1.0,100,-5.329070518200751e-16,200.0,0.009999998,-7.033120199326334,42.63601315708501,42.63601315708501,-0.5491611,5.2154064e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.0835776720341528e-15,1.0,7.1281743,1.0,100,1.0835776720341528e-15,200.0,0.009999998,-8.094553136146628,51.324112509259066,51.324112509259066,-0.602521,5.9604645e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-9.947598300641404e-16,1.0,7.0385313,1.0,100,-9.947598300641404e-16,200.0,0.009999998,-8.892010489845415,50.04133681338329,50.04133681338329,-0.59494376,8.940697e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-7.105427357601002e-17,1.0,7.311956,1.0,100,-7.105427357601002e-17,200.0,0.009999998,-8.111112247092345,54.00475295698854,54.00475295698854,-0.61805546,8.940697e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-3.552713678800501e-17,1.0,6.6136575,1.0,100,-3.552713678800501e-17,200.0,0.009999998,-7.828652855075874,44.18228470696964,44.18228470696964,-0.55903053,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.092459456231154e-15,1.0,6.7572646,1.0,100,-1.092459456231154e-15,200.0,0.009999998,-8.070761970078092,46.12184967859587,46.12184967859587,-0.5711693,3.7252903e-09,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.3855583347321954e-15,1.0,6.557533,1.0,100,-1.3855583347321954e-15,200.0,0.009999998,-6.599060090415355,43.43559327278894,43.43559327278894,-0.5542866,,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,5.773159728050814e-16,1.0,6.648573,1.0,100,5.773159728050814e-16,200.0,0.009999998,-7.705454999862497,44.65002867196883,44.65002867196883,-0.561982,1.4901161e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.3677947663381929e-15,1.0,6.2388034,1.0,100,-1.3677947663381929e-15,200.0,0.009999998,-6.281032786024115,39.315826764656066,39.315826764656066,-0.5273455,-1.4901161e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,5.684341886080802e-16,1.0,6.855909,1.0,100,5.684341886080802e-16,200.0,0.009999998,-7.701274799992184,47.478270909695176,47.478270909695176,-0.5795074,1.4901161e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,6.217248937900877e-17,1.0,6.6305456,1.0,100,6.217248937900877e-17,200.0,0.009999998,-7.81062793698417,44.40821403718837,44.40821403718837,-0.56045806,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-3.375077994860476e-16,1.0,6.945977,1.0,100,-3.375077994860476e-16,200.0,0.009999998,-7.285932692259973,48.73394396286501,48.73394396286501,-0.58712053,,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,2.140509991477302e-15,1.0,7.0256553,1.0,100,2.140509991477302e-15,200.0,0.009999998,-7.911850556611302,49.85842002064878,49.85842002064878,-0.59385556,-4.4703484e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,1.4743761767022078e-15,1.0,6.7844434,1.0,100,1.4743761767022078e-15,200.0,0.009999998,-7.427568153394836,46.49360926670056,46.49360926670056,-0.5734666,-7.450581e-09,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,2.0161650127192843e-15,1.0,7.3370824,1.0,100,2.0161650127192843e-15,200.0,0.009999998,-8.562164296862976,54.37654492791644,54.37654492791644,-0.6201793,2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,5.062616992290713e-16,1.0,7.4806566,1.0,100,5.062616992290713e-16,200.0,0.009999998,-7.78167198585971,56.525479307422266,56.525479307422266,-0.6323153,-2.9802322e-08,1.0,0.01,100.0,0.01,,1.0
3.5044917e-18,100.0,-1.0658141036401502e-15,1.0,6.716847,1.0,100,-1.0658141036401502e-15,200.0,0.009999998,-7.858301665794024,45.5717554650896,45.5717554650896,-0.56775284,5.9604645e-08,1.0,0.01,100.0,0.01,,1.0
