MaxVanillaIw,MaxNormIw,AvgEpLen,MinNormIw,J,EpsThisIter,VarRet,eRenyi2,AvgDiscRet,VarJ,AvgNormIw,Delta,VarDiscRet,IterType,ESSRenyi,VarVanillaIw,VanillaAvgRet,Bound,MinVanillaIw,VarNormIw,AvgRet,ESSClassic,AvgVanillaIw,BatchSize
1.81278,0.0182881,500.0,0.00265917,-637.154,100,8708.93960585,1.06638,-648.967933416,74.0482,0.01,0.3,8708.93960585,1,93.7748854896,0.0858095,-648.967933416,-806.547,0.263586,8.73342e-06,-648.967933416,92.041970758,0.991232,100
1.74935,0.017628,500.0,0.00515449,-616.564,100,2346.71034988,1.03703,-621.186834295,46.2277,0.01,0.3,2346.71034988,1,96.4291388012,0.0422261,-621.186834295,-742.598,0.511516,4.28778e-06,-621.186834295,95.9279442375,0.992371,100
1.35703,0.0139535,500.0,0.00257114,-621.695,100,4848.78214328,1.06627,-631.967658244,60.6838,0.01,0.3,4848.78214328,1,93.7846985501,0.0726296,-631.967658244,-761.853,0.250053,7.67892e-06,-631.967658244,92.9349881011,0.972539,100
1.79048,0.017444,500.0,0.00613123,-623.508,100,21970.1859443,1.02454,-630.995309967,117.274,0.01,0.3,21970.1859443,1,97.6046020236,0.0316193,-630.995309967,-926.365,0.62932,3.00127e-06,-630.995309967,97.1145001333,1.02642,100
1.73036,0.0176653,500.0,0.00354955,-617.491,100,10433.29596,1.05113,-628.026733795,83.9944,0.01,0.3,10433.29596,1,95.1357167783,0.061023,-628.026733795,-804.029,0.347687,6.36012e-06,-628.026733795,94.076449287,0.979522,100
1.38997,0.0135473,500.0,0.00244134,-608.675,100,26322.1213619,1.0356,-624.229362636,90.3324,0.01,0.3,26322.1213619,1,96.5624398183,0.0343796,-624.229362636,-913.394,0.250485,3.26582e-06,-624.229362636,96.8680911599,1.02602,100
1.60573,0.0163534,500.0,0.00275476,-608.333,100,7703.15203446,1.06279,-620.321953079,72.6184,0.01,0.3,7703.15203446,1,94.0922683477,0.0784675,-620.321953079,-794.654,0.270486,8.1389e-06,-620.321953079,92.5433371346,0.981888,100
2.17587,0.0212378,500.0,0.00367328,-606.929,100,6832.73561769,1.05244,-614.794763551,73.1051,0.01,0.3,6832.73561769,1,95.0168799049,0.062492,-614.794763551,-763.107,0.376337,5.95357e-06,-614.794763551,94.4340190997,1.02453,100
2.86289,0.0277032,500.0,0.00571926,-591.422,100,2947.83002116,1.05723,-597.627649731,58.4178,0.01,0.3,2947.83002116,1,94.5865099961,0.10714,-597.627649731,-710.428,0.591038,1.00324e-05,-597.627649731,90.9652952595,1.03342,100
1.50861,0.0149064,500.0,0.00515331,-594.705,100,3237.04892636,1.03273,-598.813439495,54.3312,0.01,0.3,3237.04892636,1,96.8308547139,0.0375249,-598.813439495,-714.35,0.521542,3.66364e-06,-598.813439495,96.4999479051,1.01205,100
1.50361,0.0150948,500.0,0.00317027,-590.099,100,3545.94851095,1.06707,-597.763241535,55.9374,0.01,0.3,3545.94851095,1,93.7145321288,0.0751693,-597.763241535,-713.744,0.315795,7.57569e-06,-597.763241535,93.0233373276,0.996114,100
1.41605,0.0143728,500.0,0.00351827,-589.792,100,2271.17397205,1.03107,-593.415806437,44.618,0.01,0.3,2271.17397205,1,96.9867270312,0.034061,-593.415806437,-704.176,0.346632,3.50896e-06,-593.415806437,96.6427593402,0.985234,100
1.57119,0.0152872,500.0,0.0044888,-594.862,100,6820.19454809,1.0399,-601.655358034,75.9388,0.01,0.3,6820.19454809,1,96.1629874304,0.0411698,-601.655358034,-776.801,0.46135,3.89743e-06,-601.655358034,96.2848992787,1.02778,100
1.40008,0.013664,500.0,0.00589052,-587.455,100,3180.52322491,1.0312,-590.955621419,56.4097,0.01,0.3,3180.52322491,1,96.9743154604,0.0314199,-590.955621419,-708.229,0.603568,2.99267e-06,-590.955621419,97.1225228576,1.02464,100
1.63813,0.0159923,500.0,0.00542808,-585.881,100,4200.89759051,1.0364,-591.044092315,59.4486,0.01,0.3,4200.89759051,1,96.4876020462,0.037633,-591.044092315,-729.101,0.55601,3.58671e-06,-591.044092315,96.570914854,1.02432,100
1.86696,0.0190166,500.0,0.0047401,-586.881,100,2903.75397456,1.05913,-593.374338125,55.3655,0.01,0.3,2903.75397456,1,94.4167906538,0.0745339,-593.374338125,-703.899,0.46536,7.73304e-06,-593.374338125,92.888706201,0.981752,100
1.53427,0.0155169,500.0,0.00316471,-587.255,100,6431.78830953,1.02678,-593.40546476,61.2861,0.01,0.3,6431.78830953,1,97.3919246259,0.0428381,-593.40546476,-762.019,0.312918,4.38164e-06,-593.40546476,95.8425244952,0.988773,100
1.28664,0.012829,500.0,0.00773081,-580.81,100,7823.47751433,1.01374,-583.627464339,79.4146,0.01,0.3,7823.47751433,1,98.6444891796,0.0100993,-583.627464339,-777.462,0.775333,1.00407e-06,-583.627464339,99.0157498193,1.00291,100
1.4402,0.0148516,500.0,0.00414441,-571.993,100,2152.17663575,1.03233,-575.157522529,45.8089,0.01,0.3,2152.17663575,1,96.8686935407,0.0387503,-575.157522529,-677.647,0.401895,4.12075e-06,-575.157522529,96.0803928226,0.969727,100
2.56423,0.0251746,500.0,0.0057686,-575.136,100,2767.50098647,1.05037,-580.316634636,56.3686,0.01,0.3,2767.50098647,1,95.2043328678,0.0686011,-580.316634636,-685.904,0.587576,6.61218e-06,-580.316634636,93.8560991682,1.01858,100
1.26967,0.0126991,500.0,0.0053195,-576.183,100,5911.8441898,1.01869,-579.986409357,58.335,0.01,0.3,5911.8441898,1,98.1649470518,0.0214484,-579.986409357,-758.55,0.531847,2.14567e-06,-579.986409357,97.9199842429,0.999807,100
1.72591,0.0177734,500.0,0.00391525,-580.67,100,2924.98346027,1.05684,-587.450807802,47.7377,0.01,0.3,2924.98346027,1,94.621600812,0.0683955,-587.450807802,-704.254,0.380197,7.25319e-06,-587.450807802,93.3004416128,0.971067,100
1.22843,0.012347,500.0,0.00357121,-576.028,100,2987.72563671,1.02259,-578.561501207,54.4443,0.01,0.3,2987.72563671,1,97.7905233535,0.0297624,-578.561501207,-694.93,0.355307,3.00671e-06,-578.561501207,97.1093978141,0.99492,100
1.65159,0.0167528,500.0,0.00356002,-572.723,100,6019.67453432,1.0423,-580.256255251,57.5315,0.01,0.3,6019.67453432,1,95.9418991985,0.0498596,-580.256255251,-755.799,0.350968,5.13001e-06,-580.256255251,95.1667443343,0.98586,100
1.75799,0.0176198,500.0,0.00451135,-574.682,100,3271.03047181,1.0447,-579.619004404,56.3546,0.01,0.3,3271.03047181,1,95.7210934235,0.0606141,-579.619004404,-688.866,0.450115,6.08893e-06,-579.619004404,94.3146789519,0.997738,100
1.46508,0.0146032,500.0,0.00446454,-569.503,100,4287.98212008,1.04235,-576.084322961,54.0857,0.01,0.3,4287.98212008,1,95.9374114376,0.0469766,-576.084322961,-731.425,0.447909,4.66718e-06,-576.084322961,95.5835475631,1.00326,100
1.65055,0.0166466,500.0,0.00666006,-564.493,100,2152.03740426,1.02724,-567.325302275,45.2229,0.01,0.3,2152.03740426,1,97.3479819745,0.0378641,-567.325302275,-671.653,0.660359,3.85145e-06,-567.325302275,96.3271332747,0.991521,100
1.33975,0.0137003,500.0,0.00603954,-562.957,100,2688.31001479,1.0215,-565.498289838,49.9392,0.01,0.3,2688.31001479,1,97.8954928158,0.0207271,-565.498289838,-681.481,0.590606,2.16746e-06,-565.498289838,97.8992922645,0.977899,100
1.52771,0.0149725,500.0,0.00513272,-563.649,100,2572.03343078,1.03664,-567.443457077,51.1606,0.01,0.3,2572.03343078,1,96.4656547707,0.0433014,-567.443457077,-669.303,0.523717,4.15914e-06,-567.443457077,96.0452794296,1.02035,100
1.67464,0.0168021,500.0,0.00647693,-568.281,100,2645.64556872,1.02506,-570.897560615,52.4352,0.01,0.3,2645.64556872,1,97.5552368817,0.0237093,-570.897560615,-675.491,0.645547,2.38672e-06,-570.897560615,97.6916980278,0.996687,100
1.7403,0.0168987,500.0,0.00618591,-562.406,100,2559.75449091,1.04235,-567.077100429,49.6908,0.01,0.3,2559.75449091,1,95.9369286717,0.0550268,-567.077100429,-676.792,0.637053,5.18836e-06,-567.077100429,95.1145087048,1.02984,100
2.32397,0.0223602,500.0,0.00426708,-555.56,100,2831.45422543,1.08144,-564.42067499,52.6205,0.01,0.3,2831.45422543,1,92.4695676137,0.11597,-564.42067499,-674.466,0.443493,1.07358e-05,-564.42067499,90.3926928481,1.03934,100
1.73951,0.0175529,500.0,0.00305756,-551.939,100,3062.22347036,1.07002,-559.00098523,58.326,0.01,0.3,3062.22347036,1,93.4562734216,0.0870115,-559.00098523,-660.395,0.303007,8.85974e-06,-559.00098523,91.9361798549,0.99101,100
1.66511,0.0168461,500.0,0.00355321,-550.885,100,2592.04726063,1.04443,-555.52321647,51.7387,0.01,0.3,2592.04726063,1,95.7461017508,0.0484337,-555.52321647,-660.748,0.351208,4.95746e-06,-555.52321647,95.3217030241,0.988425,100
1.7686,0.0177341,500.0,0.00228586,-552.729,100,2367.32448048,1.04594,-558.827403082,43.1929,0.01,0.3,2367.32448048,1,95.6073934673,0.0663454,-558.827403082,-667.171,0.227966,6.67069e-06,-558.827403082,93.8051286519,0.997287,100
1.60884,0.0162811,500.0,0.0030694,-551.312,100,2520.92638094,1.04435,-556.192176403,53.424,0.01,0.3,2520.92638094,1,95.7537084465,0.0542346,-556.192176403,-663.769,0.303306,5.5542e-06,-556.192176403,94.787969494,0.98816,100
6.57592,0.0608713,500.0,0.00446354,-540.884,100,3156.41604814,1.10937,-550.608497066,69.287,0.01,0.3,3156.41604814,1,90.14123252,0.546352,-550.608497066,-656.944,0.482196,4.6815e-05,-550.608497066,68.3308050662,1.0803,100
1.56531,0.0156652,500.0,0.00588966,-532.214,100,3965.35988707,1.02529,-535.607463491,63.8417,0.01,0.3,3965.35988707,1,97.5337084877,0.0279489,-535.607463491,-664.729,0.588509,2.79923e-06,-535.607463491,97.3034534298,0.999224,100
1.41447,0.0141354,500.0,0.00482869,-545.778,100,2218.81296895,1.03972,-549.532644346,47.6084,0.01,0.3,2218.81296895,1,96.1799337888,0.0417031,-549.532644346,-650.499,0.483188,4.16481e-06,-549.532644346,96.0401120334,1.00066,100
1.28772,0.0129777,500.0,0.00632571,-538.007,100,2057.13929646,1.02296,-540.367669443,44.5767,0.01,0.3,2057.13929646,1,97.7558227681,0.0211974,-540.367669443,-640.8,0.627675,2.15293e-06,-540.367669443,97.9130823799,0.992261,100
39.2532,0.899952,500.0,,-510.589,100,2447.04761838,1.0,-546.052762816,14.4559,0.01,0.3,2447.04761838,1,99.9998450282,15.4765,-546.052762816,-615.977,,0.0081351,-546.052762816,1.22643058023,0.43617,100
1.45939,0.0150177,500.0,0.00391433,-563.731,100,10401.6481599,1.06343,-577.504835319,76.2012,0.01,0.3,10401.6481599,1,94.0350792234,0.0645222,-577.504835319,-767.829,0.380389,6.83233e-06,-577.504835319,93.6645355791,0.971785,100
1.67719,0.016174,500.0,0.00460251,-548.963,100,4282.86272578,1.05578,-554.763614935,62.8937,0.01,0.3,4282.86272578,1,94.7165157688,0.0548946,-554.763614935,-662.888,0.477264,5.10506e-06,-554.763614935,95.1891405469,1.03697,100
1.72383,0.0166466,500.0,0.0031426,-553.608,100,3988.95359286,1.06961,-561.47431464,62.6438,0.01,0.3,3988.95359286,1,93.4919683871,0.07157,-561.47431464,-673.707,0.32543,6.67413e-06,-561.47431464,93.8021519511,1.03554,100
1.37566,0.0141436,500.0,0.00448124,-542.638,100,3407.79085793,1.04623,-547.626369643,55.9995,0.01,0.3,3407.79085793,1,95.5810417328,0.0520857,-547.626369643,-664.148,0.435861,5.50578e-06,-547.626369643,94.8310052653,0.972635,100
1.60775,0.0164358,500.0,0.00240971,-547.798,100,9492.10449419,1.04399,-555.629944179,85.52,0.01,0.3,9492.10449419,1,95.7867722666,0.0607615,-555.629944179,-742.786,0.235719,6.34997e-06,-555.629944179,94.085356212,0.978202,100
2.16983,0.0214829,500.0,0.00299971,-550.165,100,4448.7745475,1.06326,-556.890143686,72.6114,0.01,0.3,4448.7745475,1,94.0500817385,0.0865451,-556.890143686,-663.667,0.302979,8.48354e-06,-556.890143686,92.2520241157,1.01003,100
1.81266,0.0181337,500.0,0.00129916,-533.817,100,2956.40869436,1.07325,-541.3281125,54.3804,0.01,0.3,2956.40869436,1,93.1751381254,0.0888041,-541.3281125,-643.92,0.129865,8.88737e-06,-541.3281125,91.9130579123,0.999608,100
1.74325,0.0171197,500.0,0.00446308,-542.436,100,3029.73829216,1.07598,-550.054846108,55.2802,0.01,0.3,3029.73829216,1,92.9388644421,0.0735799,-550.054846108,-654.543,0.454465,7.09622e-06,-550.054846108,93.4358836285,1.01828,100
1.3794,0.0139285,500.0,0.00384817,-532.147,100,2811.50629627,1.03026,-535.141375745,53.5757,0.01,0.3,2811.50629627,1,97.0632960019,0.0369561,-535.141375745,-638.5,0.3811,3.76806e-06,-535.141375745,96.4037724636,0.990341,100
1.37885,0.0144699,500.0,0.0021014,-540.995,100,9739.17307857,1.04773,-550.667687362,76.4153,0.01,0.3,9739.17307857,1,95.4445158596,0.0526127,-550.667687362,-741.855,0.200244,5.79415e-06,-550.667687362,94.5749817972,0.952907,100
1.29408,0.0132164,500.0,0.0027891,-539.767,100,8234.05534346,1.02409,-546.865431199,56.7958,0.01,0.3,8234.05534346,1,97.6479923955,0.0260428,-546.865431199,-737.441,0.273093,2.7164e-06,-546.865431199,97.381185003,0.979144,100
1.44268,0.0140727,500.0,0.00753155,-538.48,100,3218.98604309,1.01628,-540.28813942,54.8836,0.01,0.3,3218.98604309,1,98.3985009979,0.0127069,-540.28813942,-647.72,0.772109,1.20907e-06,-540.28813942,98.8172026038,1.02517,100
1.24023,0.0124223,500.0,0.00667117,-534.287,100,3059.66560037,1.01524,-535.897199653,55.2175,0.01,0.3,3059.66560037,1,98.4993095098,0.0126498,-535.897199653,-644.52,0.666043,1.26907e-06,-535.897199653,98.7592046783,0.99839,100
1.88441,0.0187899,500.0,0.00547853,-532.538,100,3800.00137319,1.02728,-535.884476195,59.2267,0.01,0.3,3800.00137319,1,97.344457431,0.0361156,-535.884476195,-652.895,0.549434,3.59081e-06,-535.884476195,96.5671262575,1.00289,100
2.09007,0.0201603,500.0,0.00219005,-536.823,100,3204.24458999,1.05491,-543.116535331,51.8548,0.01,0.3,3204.24458999,1,94.7945109504,0.0737733,-543.116535331,-652.273,0.227048,6.86392e-06,-543.116535331,93.637108318,1.03673,100
1.28725,0.0132766,500.0,0.00374997,-530.544,100,3303.3381953,1.02578,-533.437947104,57.8977,0.01,0.3,3303.3381953,1,97.4869866978,0.0369332,-533.437947104,-641.248,0.363583,3.92884e-06,-533.437947104,96.2560997637,0.969563,100
1.84803,0.0184193,500.0,0.00712639,-520.899,100,2502.61781737,1.02861,-523.990627183,49.3925,0.01,0.3,2502.61781737,1,97.2187125736,0.0326728,-523.990627183,-628.353,0.714997,3.24576e-06,-523.990627183,96.8866957444,1.00331,100
1.78672,0.0182143,500.0,0.00381835,-530.481,100,3144.17360899,1.06073,-537.002879681,54.6725,0.01,0.3,3144.17360899,1,94.2744556657,0.075361,-537.002879681,-648.761,0.374559,7.83176e-06,-537.002879681,92.804441213,0.980943,100
1.28726,0.0126612,500.0,0.00552358,-539.161,100,8182.84762793,1.02697,-544.668263176,68.4124,0.01,0.3,8182.84762793,1,97.3739381549,0.0214248,-544.668263176,-736.089,0.561583,2.07267e-06,-544.668263176,97.9893303938,1.0167,100
1.31647,0.0130057,500.0,0.00576731,-530.918,100,3255.71086472,1.01329,-532.687566075,54.0424,0.01,0.3,3255.71086472,1,98.6886931519,0.0140659,-532.687566075,-651.149,0.583782,1.37282e-06,-532.687566075,98.6591381318,1.01223,100
1.26797,0.0127879,500.0,0.00616695,-532.198,100,3056.39424062,1.01497,-533.782160618,55.0332,0.01,0.3,3056.39424062,1,98.5248766091,0.0166165,-533.782160618,-636.971,0.611475,1.69014e-06,-533.782160618,98.3543035832,0.991536,100
1.34069,0.0139099,500.0,0.00319887,-525.918,100,3146.68035972,1.0362,-530.328583483,54.235,0.01,0.3,3146.68035972,1,96.5063394708,0.047714,-530.328583483,-637.956,0.30832,5.13612e-06,-530.328583483,95.1612842403,0.96384,100
1.44827,0.0145229,500.0,0.00676758,-534.155,100,3063.26721667,1.01798,-535.923552925,56.5355,0.01,0.3,3063.26721667,1,98.2340696217,0.0196937,-535.923552925,-641.633,0.674886,1.98032e-06,-535.923552925,98.0771740302,0.997234,100
4.14613,0.0423629,500.0,0.00435511,-530.309,100,2796.04852198,1.07251,-536.675412347,57.6469,0.01,0.3,2796.04852198,1,93.2396277043,0.172699,-536.675412347,-636.756,0.426242,1.80292e-05,-536.675412347,84.8544220019,0.978717,100
1.30688,0.0127066,500.0,0.00669517,-527.336,100,2368.11920008,1.02115,-529.370461356,47.6456,0.01,0.3,2368.11920008,1,97.9285777909,0.018392,-529.370461356,-627.772,0.688599,1.73868e-06,-529.370461356,98.3078316211,1.0285,100
1.72362,0.0177594,500.0,0.00449184,-525.589,100,3044.08675753,1.04566,-530.026057177,55.5615,0.01,0.3,3044.08675753,1,95.6337815414,0.0544122,-530.026057177,-631.451,0.43595,5.77657e-06,-530.026057177,94.5905499579,0.970539,100
1.27176,0.0127799,500.0,0.00611114,-527.913,100,3928.43492707,1.01552,-529.872186501,60.2833,0.01,0.3,3928.43492707,1,98.4720795307,0.0161347,-529.872186501,-645.692,0.608133,1.62932e-06,-529.872186501,98.4125585024,0.995123,100
1.38946,0.0142985,500.0,0.00477766,-529.907,100,3378.20786438,1.03894,-533.992611034,56.2154,0.01,0.3,3378.20786438,1,96.2517436332,0.0401072,-533.992611034,-635.123,0.46427,4.24728e-06,-533.992611034,95.9648416685,0.971752,100
1.97322,0.0196208,500.0,0.00675813,-536.31,100,3331.04354404,1.01488,-537.96276204,55.4108,0.01,0.3,3331.04354404,1,98.5336719821,0.0225676,-537.96276204,-650.988,0.679649,2.23135e-06,-537.96276204,97.8387121098,1.00568,100
1.64449,0.0161663,500.0,0.00560639,-530.094,100,3258.21680316,1.03218,-533.724238698,55.557,0.01,0.3,3258.21680316,1,96.8823200733,0.0513376,-533.724238698,-644.648,0.570301,4.96128e-06,-533.724238698,95.3183039389,1.01723,100
1.34335,0.0133623,500.0,0.00452674,-534.326,100,2287.20059718,1.02763,-536.952763863,48.0024,0.01,0.3,2287.20059718,1,97.3114385319,0.024947,-536.952763863,-632.823,0.455088,2.4683e-06,-536.952763863,97.6146435718,1.00533,100
1.3289,0.0133364,500.0,0.00669572,-530.242,100,2899.48470846,1.01035,-531.358524163,53.2172,0.01,0.3,2899.48470846,1,98.9753933951,0.0112428,-531.358524163,-635.176,0.667191,1.13231e-06,-531.358524163,98.8914442345,0.996445,100
1.46289,0.0153516,500.0,0.00369325,-530.375,100,7803.86301337,1.03553,-538.304680211,56.5596,0.01,0.3,7803.86301337,1,96.5685870466,0.0473771,-538.304680211,-726.874,0.351939,5.21737e-06,-538.304680211,95.0884844581,0.952925,100
1.7552,0.0177726,500.0,0.00561397,-526.239,100,2597.00641873,1.01914,-528.279239965,50.6855,0.01,0.3,2597.00641873,1,98.121624097,0.0238458,-528.279239965,-628.942,0.554429,2.4449e-06,-528.279239965,97.6367623512,0.987587,100
1.47031,0.0146953,500.0,0.00659244,-535.827,100,5152.42257659,1.02437,-538.727400836,70.4208,0.01,0.3,5152.42257659,1,97.6213218933,0.0253967,-538.727400836,-652.683,0.659594,2.53697e-06,-538.727400836,97.5499467665,1.00053,100
1.6841,0.0166494,500.0,0.00590048,-523.587,100,2930.09037241,1.0256,-526.177067967,54.2987,0.01,0.3,2930.09037241,1,97.5042556221,0.0300127,-526.177067967,-630.285,0.596837,2.93337e-06,-526.177067967,97.177927909,1.01151,100
2.83208,0.0285553,500.0,0.00299319,-521.928,100,3069.4233794,1.0793,-529.650286139,57.0599,0.01,0.3,3069.4233794,1,92.6524468502,0.118524,-529.650286139,-631.88,0.29686,1.20496e-05,-529.650286139,89.3422702908,0.991786,100
1.40021,0.0142197,500.0,0.00224094,-522.1,100,3208.09925975,1.04097,-526.353890405,54.4794,0.01,0.3,3208.09925975,1,96.0646027711,0.046236,-526.353890405,-640.326,0.220663,4.76848e-06,-526.353890405,95.492023376,0.984692,100
1.2807,0.0127322,500.0,0.00817142,-536.368,100,3111.09267164,1.00885,-537.286793179,55.8161,0.01,0.3,3111.09267164,1,99.122496269,0.00954833,-537.286793179,-643.081,0.821944,9.43709e-07,-537.286793179,99.0743322886,1.00588,100
1.37942,0.0135843,500.0,0.00441873,-531.8,100,3487.1844706,1.03572,-535.761689434,58.671,0.01,0.3,3487.1844706,1,96.5509144854,0.038281,-535.761689434,-646.749,0.4487,3.7125e-06,-535.761689434,96.4549233309,1.01545,100
1.34468,0.0136899,500.0,0.00671501,-517.673,100,1879.74596746,1.02364,-519.799179994,43.5259,0.01,0.3,1879.74596746,1,97.6904429617,0.0162055,-519.799179994,-614.312,0.659578,1.67967e-06,-519.799179994,98.3643447238,0.982244,100
1.62557,0.0159438,500.0,0.00404237,-530.132,100,3606.67305013,1.0578,-536.659322838,55.8801,0.01,0.3,3606.67305013,1,94.5360692412,0.0635975,-536.659322838,-645.481,0.412143,6.11808e-06,-536.659322838,94.2890317688,1.01956,100
