OptimizationReturnMean,MeanEntropy,MeanIW,EpisodesSoFar,ESSClassic,ESSRenyi,StdIWNorm,J_sample_variance,MinIWNorm,Weights,EpRewMean,InitialBound,InitialReturnMin,OptimizationReturnMax,StdIW,EpLenMean,LearnableVariance,MeanIWNorm,EmpiricalD2,ReturnMeanIW,ReturnStepMaxmin,InitialReturnMax,MaxIWNorm,EpThisIter,Bound,MaxIW,VarianceInit,TimeElapsed,OptimizationReturnMin,MinIW,InitialReturnMean,Iteration,ReturnStepMax,TimestepsSoFar,InitialReturnStd
90.879906,0.4189424,1.1021683,1100,81.90525,76.27718,0.0051804623,25717.992,0.0013306738,[-0.001  0.065  0.022  0.031 -0.015  0.028  0.049 -0.035  0.     0.  0.   ],208.43570211371957,113.62568,117.555786,198.47763,0.5180462,22.67,,0.011021683,1.311008,239.48123,9.359376,316.03342,0.030154692,100,130.92445,3.0154693,-1.0,13.723878860473633,,0.13306738,208.43568,11,9.359376,23306,46.037727
106.12677,0.4189424,1.1300126,1200,85.63936,80.78329,0.00462736,33962.527,0.00363662,[-0.003  0.059  0.026  0.024 -0.022 -0.004  0.051 -0.045  0.     0.  0.   ],224.29510533402478,99.37872,118.168335,298.21957,0.462736,24.37,,0.011300128,1.2378798,262.6652,9.359949,416.3879,0.03159561,100,123.68318,3.159561,-1.0,15.305998086929321,,0.363662,224.2951,12,9.359949,25743,58.541412
112.84531,0.4189424,1.0514599,1300,93.16577,94.81431,0.0028477996,20555.203,0.0031903828,[-0.001  0.073  0.035  0.032 -0.005 -0.006  0.08  -0.035  0.     0.  0.   ],230.82560403076502,69.45563,117.98031,419.91965,0.28477997,25.05,,0.010514599,1.0546931,239.58607,9.35935,537.89996,0.022291949,100,73.86191,2.2291949,-1.0,16.352327823638916,,0.3190383,230.8256,13,9.35935,28248,70.76256
120.92959,0.4189424,1.0234474,1400,90.11905,90.58155,0.0033888833,27183.121,0.00263677,[-0.003  0.08   0.036  0.025 -0.008 -0.007  0.088 -0.027  0.     0.  0.   ],238.70287487561416,87.93056,117.773285,384.80112,0.33888835,25.91,,0.010234472,1.1039776,253.27505,9.359857,502.5744,0.020386664,100,94.85808,2.0386665,-1.0,17.78341054916382,,0.263677,238.7029,14,9.359857,30839,72.57806
125.26204,0.4189424,1.1256341,1500,83.59763,78.89307,0.0049860114,30064.225,0.00030138073,[-0.003  0.078  0.036  0.032 -0.01  -0.02   0.084 -0.039  0.     0.  0.   ],243.35231830685316,107.06119,118.09029,336.2135,0.49860117,26.4,,0.011256341,1.2675385,286.72528,9.359856,454.30377,0.032195512,100,133.2819,3.2195513,-1.0,19.07966709136963,,0.030138073,243.35231,15,9.359856,33479,64.65475
94.20574,0.4189424,1.0370072,1600,96.29867,95.40635,0.002033061,26044.477,0.0051627182,[-0.011  0.078  0.037  0.026 -0.016 -0.047  0.092 -0.047  0.     0.  0.   ],239.61254573402385,108.38591,145.4068,292.01526,0.20330612,26.0,,0.010370072,1.0481483,248.69365,9.359853,437.42206,0.014927937,100,114.345,1.4927937,-1.0,20.639830589294434,,0.5162718,239.61253,16,9.359853,36079,52.316685
96.76848,0.4189424,1.0160767,1700,95.872215,95.18523,0.0021083346,27259.83,0.006038784,[-0.017  0.083  0.035  0.02  -0.026 -0.051  0.084 -0.052  0.     0.  0.   ],241.92324588946585,116.75438,145.15477,272.0747,0.21083346,26.25,,0.010160766,1.0505832,251.44933,9.359953,417.2295,0.01611347,100,123.15381,1.611347,-1.0,22.063791275024414,,0.60387844,241.92325,17,9.359953,38704,55.606113
127.59111,0.4189424,1.0122957,1800,95.29519,95.2813,0.0022492765,22839.12,0.004666808,[-0.023  0.086  0.033  0.023 -0.032 -0.069  0.084 -0.058  0.     0.  0.   ],245.62561457920685,97.77951,118.0345,374.78583,0.22492766,26.66,,0.010122958,1.0495238,255.19504,9.3596735,492.82034,0.017678352,100,103.73222,1.7678353,-1.0,23.558303833007812,,0.46668082,245.62558,18,9.3596735,41370,63.403984
98.417244,0.4189424,1.0023004,1900,99.405304,99.3034,0.0007752517,33659.805,0.007845772,[-0.023  0.092  0.033  0.019 -0.033 -0.063  0.097 -0.058  0.     0.  0.   ],262.2251702186995,58.41606,163.80794,515.5558,0.077525176,28.42,,0.0100230025,1.0070149,264.19745,9.359885,679.3637,0.011597499,100,59.674744,1.15975,-1.0,25.134793996810913,,0.78457725,262.22516,19,9.359885,44212,76.20497
99.24957,0.4189424,1.0535638,2000,91.85657,90.43274,0.0031369622,32657.783,0.0031807628,[-0.027  0.093  0.033  0.021 -0.031 -0.065  0.095 -0.06   0.     0.  0.   ],254.0142508246479,120.83534,154.76468,289.165,0.31369624,27.54,,0.010535639,1.1057942,272.99408,9.359818,443.9297,0.021049572,100,132.94746,2.1049573,-1.0,26.60745620727539,,0.31807628,254.01424,20,9.359818,46966,56.912624
89.746056,0.4189424,1.0711441,2100,89.74052,86.90603,0.0036217347,41826.246,0.002469628,[-0.034  0.092  0.028  0.017 -0.035 -0.079  0.091 -0.072  0.     0.  0.   ],263.74193790799166,141.3864,173.99588,233.85587,0.36217347,28.57,,0.010711441,1.1506681,291.71866,9.359999,407.85175,0.021836797,100,160.46887,2.1836798,-1.0,27.92142105102539,,0.24696279,263.74194,21,9.359999,49823,55.819515
94.0611,0.4189424,1.1922615,2200,60.73561,70.938515,0.009586259,70190.766,0.002261616,[-0.036  0.114  0.036  0.021 -0.029 -0.07   0.118 -0.07   0.     0.  0.   ],268.2644658551793,106.61691,174.20337,364.62183,0.9586259,29.07,,0.011922615,1.4096714,328.51782,9.359747,538.8252,0.05317337,100,136.59435,5.317337,-1.0,28.969285249710083,,0.2261616,268.26447,22,9.359747,52730,60.963226
109.909744,0.4189424,1.0194335,2300,93.782455,92.679634,0.002624871,32622.146,0.0033616915,[-0.042  0.142  0.037  0.007 -0.036 -0.052  0.138 -0.048  0.     0.  0.   ],264.3287588288732,116.406845,154.419,338.65408,0.2624871,28.63,,0.010194334,1.0789857,277.02078,9.359969,493.0731,0.018804228,100,123.36801,1.8804228,-1.0,30.353416204452515,,0.33616915,264.32874,23,9.359969,55593,65.44197
91.69467,0.4189424,1.1023893,2400,87.89239,83.770195,0.0040915585,46522.684,0.001725236,[-0.044  0.144  0.041  0.008 -0.035 -0.062  0.154 -0.047  0.     0.  0.   ],265.3696587067841,125.81186,173.67499,291.5177,0.40915585,28.77,,0.011023895,1.193742,298.45914,9.3598995,465.1927,0.023948163,100,145.98038,2.3948164,-1.0,31.848275423049927,,0.1725236,265.36966,24,9.3598995,58470,59.671715
103.91201,0.4189424,1.062835,2500,88.80848,89.67182,0.0037729691,40542.54,0.003226657,[-0.046  0.145  0.045  0.012 -0.038 -0.082  0.177 -0.044  0.     0.  0.   ],267.16102382850687,94.69389,163.24901,411.64148,0.37729692,28.96,,0.01062835,1.1151775,290.55298,9.359999,574.8905,0.020995803,100,108.42427,2.0995803,-1.0,33.56138777732849,,0.3226657,267.16104,25,9.359999,61366,61.08945
106.786224,0.4189424,1.3411577,2600,31.384321,55.126408,0.019830568,117265.836,0.00054605305,[-0.052  0.145  0.049  0.014 -0.031 -0.102  0.189 -0.045  0.     0.  0.   ],271.0611815063268,121.19208,164.27496,335.28867,1.9830565,29.36,,0.013411577,1.8140126,370.62335,9.359894,499.56363,0.18772943,100,168.77174,18.772943,-1.0,34.96217942237854,,0.054605305,271.0612,26,9.359894,64302,59.717163
87.898254,0.4189424,1.100786,2700,70.31394,86.06463,0.007152509,50072.34,0.00218513,[-0.058  0.132  0.037  0.032 -0.016 -0.115  0.14  -0.071  0.     0.  0.   ],270.9209816759039,139.83112,183.02274,253.94366,0.71525085,29.37,,0.011007859,1.1619176,301.27664,9.359827,436.9664,0.06590041,100,159.97185,6.590041,-1.0,36.28788352012634,,0.218513,270.921,27,9.359827,67239,58.89604
88.47026,0.4189424,1.0404012,2800,96.734146,95.35329,0.0019116563,40891.383,0.0053353393,[-0.043  0.145  0.043  0.022 -0.026 -0.098  0.176 -0.056  0.     0.  0.   ],272.6624239291807,116.48326,184.19217,336.40512,0.19116563,29.54,,0.010404012,1.0487316,283.82043,9.359842,520.5973,0.015035654,100,123.88109,1.5035654,-1.0,38.440619468688965,,0.53353393,272.66245,28,9.359842,70193,56.278862
101.314384,0.4189424,1.0734898,2900,83.68314,89.684044,0.004740206,41701.64,0.006020997,[-0.048  0.152  0.045  0.023 -0.026 -0.107  0.189 -0.053  0.     0.  0.   ],275.17865212918707,131.40974,173.86426,305.36545,0.47402054,29.79,,0.010734897,1.1150255,292.52478,9.359992,479.2297,0.032391366,100,140.71234,3.2391365,-1.0,39.956653118133545,,0.6020997,275.17868,29,9.359992,73172,59.081028
100.73289,0.4189424,1.0301212,3000,94.49194,94.44816,0.0024870844,33491.598,0.004078474,[-0.046  0.158  0.052  0.034 -0.018 -0.098  0.201 -0.044  0.     0.  0.   ],264.53940279384045,124.95586,163.80652,301.4721,0.24870843,28.68,,0.010301211,1.0587819,272.79572,9.359861,465.27863,0.014667566,100,129.16821,1.4667566,-1.0,41.307493686676025,,0.4078474,264.5394,30,9.359861,76040,58.871487
73.93043,0.4189424,1.2633072,3100,26.070757,61.66858,0.021273566,67728.97,0.0019498467,[-0.047  0.163  0.052  0.04  -0.007 -0.106  0.205 -0.047  0.     0.  0.   ],265.68715469961825,135.26967,191.75673,242.9683,2.1273565,28.78,,0.012633073,1.6215713,320.56702,9.359835,434.72504,0.21198767,100,154.49216,21.198769,-1.0,43.15655040740967,,0.19498467,265.68716,31,9.359835,78918,49.54169
101.32286,0.4189424,1.0255121,3200,96.15155,94.724106,0.0020516624,29285.033,0.005390502,[-0.051  0.15   0.047  0.027 -0.02  -0.124  0.16  -0.049  0.     0.  0.   ],255.70318431617835,138.99191,154.38033,234.65727,0.20516625,27.75,,0.01025512,1.0556974,264.69565,9.359899,389.0376,0.0152348755,100,144.77815,1.5234876,-1.0,44.923922538757324,,0.5390502,255.70319,32,9.359899,81693,50.26829
97.63497,0.4189424,1.075842,3300,88.099846,86.785,0.0039540036,37891.3,0.0043404694,[-0.054  0.151  0.047  0.022 -0.028 -0.136  0.167 -0.05   0.     0.  0.   ],260.9741421749803,116.594696,163.33917,317.92572,0.39540035,28.31,,0.01075842,1.1522728,284.3985,9.359849,481.2649,0.022699922,100,129.41585,2.2699924,-1.0,46.37456774711609,,0.43404692,260.97415,33,9.359849,84524,55.330738
91.32808,0.4189424,1.0837086,3400,77.667274,81.21281,0.005811182,43951.754,0.0033118355,[-0.053  0.154  0.048  0.036 -0.017 -0.142  0.174 -0.05   0.     0.  0.   ],264.26020564811375,141.73492,172.93213,235.48547,0.5811182,28.65,,0.0108370865,1.2313329,290.49664,9.359938,408.4176,0.033333674,100,154.53592,3.3333676,-1.0,47.41428732872009,,0.33118355,264.2602,34,9.359938,87389,50.98742
86.02808,0.4189424,8.87252,3500,1.2300076,1.9934417,0.7950705,127709224.0,7.5424556e-05,[-0.053  0.161  0.052  0.021 -0.032 -0.142  0.19  -0.044  0.     0.  0.   ],270.5228375675393,136.66312,184.49475,261.7044,79.50706,29.29,,0.0887252,50.164497,2849.2485,9.359902,446.19916,7.9976315,100,1901.1615,799.7632,-1.0,48.729430198669434,,0.0075424556,270.52283,35,9.359902,90318,54.4985
105.98597,0.4189424,1.0306238,3600,96.72838,95.69703,0.0018954178,33490.523,0.0034525974,[-0.051  0.161  0.037  0.046  0.009 -0.075  0.099 -0.067  0.     0.  0.   ],260.14004575573307,92.88403,154.15408,403.36588,0.18954179,28.2,,0.010306238,1.0449646,270.11774,9.359861,557.51996,0.015774408,100,99.14281,1.5774409,-1.0,51.05817770957947,,0.34525976,260.14005,36,9.359861,93138,74.38604
102.56906,0.4189424,9.866127,3700,1.2583271,1.1495746,0.8739772,178618780.0,5.0153536e-05,[-0.054  0.15   0.04   0.052  0.017 -0.087  0.101 -0.072  0.     0.  0.   ],266.0972014892768,141.44238,163.52814,251.98792,87.39773,28.84,,0.09866128,86.98869,3060.738,9.359717,415.51605,8.78916,100,1898.111,878.916,-1.0,52.79152584075928,,0.0050153537,266.0972,37,9.359717,96022,60.260704
88.60966,0.4189424,1.0665219,3800,91.02099,88.8271,0.0033497582,37247.453,0.0045943526,[-0.038  0.172  0.05  -0.011 -0.051 -0.043  0.146 -0.053  0.     0.  0.   ],252.89130195348412,119.409454,164.28165,280.6578,0.3349758,27.42,,0.010665219,1.1257825,275.01758,9.359931,444.93945,0.02162541,100,133.38948,2.1625412,-1.0,54.71568250656128,,0.45943525,252.89131,38,9.359931,98764,54.950527
109.22904,0.4189424,1.0296922,3900,95.94939,94.18632,0.0021156634,31428.053,0.0051227123,[-0.043  0.169  0.05  -0.006 -0.042 -0.058  0.15  -0.05   0.     0.  0.   ],263.70115481580507,135.57365,154.4721,272.61957,0.21156636,28.57,,0.010296923,1.0617254,276.37207,9.359813,427.09167,0.016931672,100,144.34941,1.6931672,-1.0,56.30930042266846,,0.5122712,263.70114,39,9.359813,101621,58.743904
92.12307,0.4189424,4.55842,4000,1.4858824,5.054624,0.37116873,6686054.0,0.00016890328,[-0.05   0.17   0.048 -0.005 -0.044 -0.073  0.148 -0.059  0.     0.  0.   ],255.90968891746255,124.71039,163.78662,273.54437,37.116875,27.76,,0.0455842,19.783865,1081.6694,9.359799,437.331,3.734709,100,498.10736,373.47092,-1.0,57.70179748535156,,0.016890328,255.90968,40,9.359799,104397,51.82778
100.67882,0.4189424,1.4704349,4100,26.434023,49.143955,0.024530288,103662.24,0.0028454342,[-0.05   0.167  0.039  0.006 -0.043 -0.032  0.093 -0.091  0.     0.  0.   ],273.7280071400901,122.83067,173.0492,329.9419,2.453029,29.63,,0.01470435,2.0348382,380.45593,9.359915,502.9911,0.16578887,100,165.2043,16.578888,-1.0,60.05866074562073,,0.28454342,273.728,41,9.359915,107360,60.53997
114.99043,0.4189424,1.0658146,4200,87.84033,85.1221,0.003965476,39430.145,0.0025391453,[-0.044  0.155  0.046  0.033 -0.016 -0.029  0.079 -0.083  0.     0.  0.   ],269.2754913582165,135.86165,154.28506,290.42776,0.39654762,29.2,,0.010658148,1.174783,296.16852,9.359916,444.71283,0.024904821,100,151.5647,2.490482,-1.0,61.88588261604309,,0.25391454,269.2755,42,9.359916,110280,69.70373
116.50341,0.4189424,1.030108,4300,93.57447,95.65161,0.0026993467,34990.605,0.0044401074,[-0.049  0.151  0.045  0.035 -0.011 -0.058  0.079 -0.097  0.     0.  0.   ],270.78641195786105,105.92442,154.28299,395.257,0.26993468,29.32,,0.010301079,1.0454607,281.5336,9.359887,549.54,0.024563223,100,112.9659,2.4563224,-1.0,63.429506063461304,,0.44401076,270.7864,43,9.359887,113212,68.34608
114.96048,0.4189424,1.0002432,4400,99.93804,99.93871,0.0002490602,27971.49,0.008773193,[-0.064  0.159  0.048  0.026 -0.007 -0.057  0.081 -0.09   0.     0.  0.   ],269.19675388617276,110.5504,154.23627,374.58484,0.024906017,29.17,,0.0100024305,1.0006132,269.79996,9.359967,528.8211,0.010374572,100,111.104996,1.0374572,-1.0,64.8146858215332,,0.87731934,269.19678,44,9.359967,116129,61.32908
110.526505,0.4189424,1.0105748,4500,98.774254,98.6254,0.0011257676,31448.611,0.0071913996,[-0.071  0.158  0.047  0.025 -0.006 -0.057  0.081 -0.091  0.     0.  0.   ],265.2319732934722,33.14296,154.70547,618.92456,0.11257675,28.74,,0.010105748,1.0139376,269.53577,9.359939,773.63007,0.012845878,100,35.83496,1.2845877,-1.0,66.46768307685852,,0.71914,265.23196,45,9.359939,119003,78.4196
114.81784,0.4189424,1.1751885,4600,63.589195,70.40931,0.008892646,69886.664,0.001966142,[-0.07   0.153  0.047  0.029 -0.006 -0.062  0.083 -0.095  0.     0.  0.   ],278.30333435370403,141.75723,163.48549,291.66827,0.88926464,30.12,,0.011751885,1.4202667,341.51428,9.359941,455.15375,0.076084025,100,178.78552,7.6084027,-1.0,68.3852961063385,,0.1966142,278.30334,46,9.359941,122015,63.707764
98.54831,0.4189424,1.205848,4700,63.937572,60.75228,0.009056115,66189.45,0.00064390694,[-0.081  0.179  0.045  0.015 -0.02  -0.034  0.098 -0.088  0.     0.  0.   ],271.34678343797174,137.29045,172.79848,274.05597,0.9056115,29.38,,0.01205848,1.6460288,338.4558,9.35993,446.85443,0.064440556,100,166.46469,6.4440556,-1.0,70.11700224876404,,0.0643907,271.3468,47,9.35993,124953,57.186554
111.01525,0.4189424,3.7365541,4800,1.7478367,3.808934,0.28015083,41164256.0,0.00019225903,[-0.086  0.178  0.049  0.015 -0.02  -0.06   0.128 -0.098  0.     0.  0.   ],284.0785219342914,141.76674,173.06326,301.3093,28.015083,30.75,,0.037365545,26.254065,1393.7922,9.359744,474.37256,2.818883,100,664.605,281.8883,-1.0,71.72025680541992,,0.019225903,284.07855,48,9.359744,128028,54.857292
108.539734,0.4189424,1.1008214,4900,77.5236,84.19752,0.0059273867,57733.344,0.002129706,[-0.08   0.167  0.039  0.005 -0.032 -0.02   0.079 -0.117  0.     0.  0.   ],283.38841501699704,104.52066,174.84868,421.37714,0.59273875,30.67,,0.011008215,1.1876835,314.8002,9.3599615,596.2258,0.050686378,100,119.868546,5.068638,-1.0,73.39058017730713,,0.21297061,283.38843,49,9.3599615,131095,72.424126
95.17959,0.4189424,1.02655,5000,95.432335,93.874504,0.0022458427,41246.66,0.0036196637,[-0.066  0.156  0.038 -0.004 -0.035 -0.016  0.071 -0.126  0.     0.  0.   ],277.7741054893552,134.80914,182.59451,293.95532,0.22458428,30.07,,0.0102655,1.065252,289.8723,9.359882,476.54984,0.014578923,100,142.3167,1.4578923,-1.0,75.29645729064941,,0.36196637,277.7741,50,9.359882,134102,60.165367
118.8413,0.4189424,1.1291816,5100,61.919334,69.643295,0.00885529,99613.29,0.00024575094,[-0.067  0.156  0.034 -0.002 -0.027 -0.018  0.068 -0.133  0.     0.  0.   ],292.3004987552123,124.40852,173.4592,386.1807,0.88552904,31.64,,0.011291819,1.4358884,360.86252,9.3597975,559.6399,0.07265486,100,159.68,7.2654862,-1.0,77.04085922241211,,0.024575094,292.30048,51,9.3597975,137266,75.79543
106.02083,0.4189424,1.033423,5200,87.374146,88.13885,0.0039284118,52727.324,0.0025760785,[-0.065  0.172  0.035  0.003 -0.019 -0.007  0.103 -0.136  0.     0.  0.   ],298.4907409890385,136.64644,192.46991,347.01105,0.3928412,32.26,,0.010334229,1.1345735,318.83728,9.359953,539.48096,0.022967229,100,146.44664,2.296723,-1.0,78.5217022895813,,0.25760785,298.49072,52,9.359953,140492,67.98799
98.91472,0.4189424,8.567677,5300,1.4618856,2.516504,0.70340997,3529321.2,0.00015330904,[-5.711e-02  1.784e-01  3.683e-02 -1.646e-04 -1.302e-02  1.613e-03  1.177e-01 -1.426e-01  0.000e+00  0.000e+00  0.000e+00],302.2346918080399,137.31137,203.31998,346.4244,70.340996,32.67,,0.08567676,39.737667,1884.3792,9.359459,549.7444,7.0579624,100,844.7385,705.79626,-1.0,79.94258832931519,,0.015330904,302.23468,53,9.359459,143759,67.0265
112.65078,0.4189424,1.0256627,5400,97.725525,98.197975,0.0015647378,31294.086,0.007446548,[-0.057  0.176  0.036  0.037  0.025  0.02   0.063 -0.11   0.     0.  0.   ],267.6474191420135,109.12326,154.99663,373.4173,0.15647379,28.97,,0.010256627,1.018351,271.0469,9.359881,528.41394,0.016031317,100,111.0748,1.6031318,-1.0,81.8708233833313,,0.74465483,267.64743,54,9.359881,146656,75.922455
122.34542,0.4189424,1.7280322,5500,9.905672,43.599525,0.052114498,1841818.6,0.0009929668,[-0.058  0.181  0.03   0.038  0.028  0.019  0.064 -0.105  0.     0.  0.   ],267.5355696456396,92.59451,145.19016,437.9467,5.2114506,28.96,,0.017280322,2.293603,553.9143,9.35995,583.13684,0.52534974,100,288.97226,52.534977,-1.0,83.527911901474,,0.09929669,267.53555,55,9.35995,149552,73.29559
107.799736,0.4189424,1.0647036,5600,88.81284,90.52803,0.0037787736,55183.85,0.0039583934,[-0.022  0.193  0.04   0.018  0.003  0.064  0.119 -0.084  0.     0.  0.   ],289.789153291123,97.92459,181.98941,457.55917,0.3778774,31.33,,0.010647036,1.1046302,315.5347,9.359897,639.5486,0.027371539,100,113.88237,2.737154,-1.0,85.42312121391296,,0.39583933,289.78915,56,9.359897,152685,78.6804
120.252754,0.4189424,1.0527211,5700,91.9272,89.93937,0.0031196286,50680.934,0.004160446,[-0.034  0.211  0.033  0.016 -0.006  0.082  0.128 -0.078  0.     0.  0.   ],294.70664965470866,116.389496,174.45389,419.9365,0.31196287,31.85,,0.010527211,1.1118602,321.13785,9.35999,594.3904,0.021001684,100,133.11176,2.1001685,-1.0,87.20720601081848,,0.41604462,294.70663,57,9.35999,155870,80.49705
105.24329,0.4189424,1.1085291,5800,75.68272,82.19606,0.0062835645,67624.14,0.0027684027,[-0.022  0.212  0.037  0.023 -0.013  0.091  0.145 -0.085  0.     0.  0.   ],287.1802448798852,126.42833,181.93695,353.90277,0.62835646,31.06,,0.01108529,1.2166033,322.75647,9.3596735,535.8397,0.041732233,100,145.44753,4.1732235,-1.0,89.01479434967041,,0.27684027,287.18027,58,9.3596735,158976,74.089775
100.513084,0.4189424,1.025126,5900,87.205986,86.9255,0.003926516,50298.176,0.00096508727,[-0.018  0.204  0.036  0.015 -0.026  0.075  0.139 -0.087  0.     0.  0.   ],284.96583076721004,135.5194,184.45274,313.70203,0.3926516,30.79,,0.010251259,1.1504104,304.4283,9.359942,498.1548,0.02413192,100,144.13628,2.413192,-1.0,90.08886885643005,,0.09650873,284.96582,59,9.359942,162055,74.44644
108.93885,0.4189424,1.0931628,6000,84.7145,87.60709,0.0046435017,55083.71,0.0033958203,[-0.018  0.203  0.038  0.007 -0.027  0.071  0.15  -0.098  0.     0.  0.   ],300.661645363761,111.5365,191.72281,438.6943,0.4643502,32.49,,0.010931628,1.1414601,327.28754,9.359964,630.4171,0.03405019,100,125.22789,3.4050188,-1.0,91.9772298336029,,0.33958203,300.66165,60,9.359964,165304,84.76691
137.78075,0.4189424,1.2614505,6100,66.85773,62.09684,0.008881484,101033.27,0.00074708014,[-0.027  0.199  0.037  0.006 -0.022  0.076  0.137 -0.106  0.     0.  0.   ],291.967997024443,123.71161,154.18726,406.66736,0.8881484,31.55,,0.012614504,1.6103879,399.3866,9.359962,560.8546,0.045587786,100,185.86746,4.558779,-1.0,93.68752408027649,,0.074708015,291.968,61,9.359962,168459,73.01662
122.44654,0.4189424,1.0318081,6200,95.09934,93.91656,0.002342268,52947.41,0.0043811873,[ 0.005  0.204  0.051  0.002 -0.026  0.1    0.192 -0.11   0.     0.  0.   ],315.2362258799378,122.89111,192.78969,448.3606,0.2342268,34.04,,0.010318083,1.064775,329.60605,9.359897,641.15027,0.01641214,100,131.12915,1.6412141,-1.0,95.72016024589539,,0.43811873,315.2362,62,9.359897,171863,91.39564
