BatchSize,MinVanillaIw,AvgVanillaIw,VarNormIw,ESSRenyi,AvgDiscRet,IterType,VarVanillaIw,ESSClassic,MinNormIw,AvgEpLen,VarRet,VarDiscRet,VarJ,Bound,MaxNormIw,AvgRet,VanillaAvgRet,MaxVanillaIw,EpsThisIter,AvgNormIw,Delta,J,eRenyi2
100,0.0131452,0.964697,3.86513e-05,77.8458203963,-800.349889518,1,0.359705,72.3249875606,0.000136262,500.0,53150.4996145,53150.4996145,166.4,-1049.3,0.0234436,-800.349889518,-800.349889518,2.2616,100,0.01,0.3,-710.233,1.28459
100,0.231462,0.998899,1.48967e-05,88.5365228376,-726.571205396,1,0.148639,87.1477028919,0.00231717,500.0,33819.8493246,33819.8493246,129.928,-1005.75,0.0169395,-726.571205396,-726.571205396,1.69209,100,0.01,0.3,-687.631,1.12948
100,0.0800961,1.00453,2.18461e-05,84.3305695661,-690.347461783,1,0.220443,82.2181301135,0.000797352,500.0,15138.8256918,15138.8256918,91.3348,-839.406,0.0201925,-690.347461783,-690.347461783,2.02839,100,0.01,0.3,-655.081,1.18581
100,0.180767,1.00882,8.46669e-06,92.4043571864,-676.594801719,1,0.0861677,92.2662159082,0.00179186,500.0,31215.2970816,31215.2970816,121.509,-962.692,0.0155247,-676.594801719,-676.594801719,1.56617,100,0.01,0.3,-651.113,1.0822
100,0.181257,0.978861,1.22532e-05,90.1805275135,-664.685183406,1,0.117406,89.1816783074,0.00185171,500.0,11309.886378,11309.886378,83.3437,-832.058,0.0184169,-664.685183406,-664.685183406,1.80276,100,0.01,0.3,-644.049,1.10889
100,,0.342714,0.00094594,99.9998569491,-691.328133286,1,1.11104,9.64803131576,,500.0,90874.5201387,90874.5201387,142.641,-887.4,0.181165,-691.328133286,-691.328133286,6.2088,100,0.01,0.3,-587.84,1.0
100,0.0347159,0.983818,4.6898e-05,70.1840541305,-819.3645079,1,0.453924,68.2924933035,0.00035287,500.0,136093.490892,136093.490892,170.462,-1041.66,0.0249749,-819.3645079,-819.3645079,2.45708,100,0.01,0.3,-683.729,1.42483
100,0.0223291,0.965057,3.00017e-05,80.5034691333,-740.651631102,1,0.279416,77.1000291478,0.000231376,500.0,111096.850351,111096.850351,107.51,-967.012,0.0197591,-740.651631102,-740.651631102,1.90687,100,0.01,0.3,-632.748,1.24218
100,0.484102,0.99139,5.6953e-06,94.6421830298,-636.030826374,1,0.0559765,94.6625899429,0.00488306,500.0,24328.4980177,24328.4980177,96.9161,-925.998,0.0162354,-636.030826374,-636.030826374,1.60956,100,0.01,0.3,-618.103,1.05661
100,0.279027,0.971867,6.82243e-06,95.0041711374,-626.972981935,1,0.0644396,93.6731490349,0.00287104,500.0,26305.6621222,26305.6621222,93.9294,-915.354,0.0147507,-626.972981935,-626.972981935,1.43358,100,0.01,0.3,-608.138,1.05259
100,0.163181,0.988469,1.26271e-05,91.1634186891,-594.421370983,1,0.123376,88.8881808839,0.00165085,500.0,4293.19004579,4293.19004579,55.1349,-726.345,0.0214501,-594.421370983,-594.421370983,2.12027,100,0.01,0.3,-579.403,1.09693
100,0.325846,1.04535,5.70056e-06,94.4728704686,-582.860639746,1,0.0622933,94.6579210088,0.0031171,500.0,3423.63097403,3423.63097403,50.3641,-710.251,0.0151378,-582.860639746,-582.860639746,1.58243,100,0.01,0.3,-574.665,1.0585
100,0.264032,0.993909,7.70591e-06,92.8410340909,-584.710421974,1,0.0761232,92.9118687242,0.0026565,500.0,9322.76012767,9322.76012767,63.5326,-772.053,0.0143304,-584.710421974,-584.710421974,1.42431,100,0.01,0.3,-569.016,1.07711
100,0.361554,1.0182,8.73762e-06,93.1319188847,-577.156584738,1,0.0905857,92.0384470512,0.00355092,500.0,4068.06316251,4068.06316251,61.1357,-695.402,0.0171818,-577.156584738,-577.156584738,1.74945,100,0.01,0.3,-568.288,1.07375
100,0.193556,1.0593,9.80242e-06,91.8708714221,-561.682421785,1,0.109996,91.1540337488,0.0018272,500.0,2880.67745965,2880.67745965,49.1177,-673.068,0.0176454,-561.682421785,-561.682421785,1.86919,100,0.01,0.3,-550.93,1.08848
100,0.288166,0.969236,6.40247e-06,95.4929958096,-567.006984473,1,0.0601459,94.0393673158,0.00297313,500.0,5412.36636036,5412.36636036,56.7775,-715.362,0.0195187,-567.006984473,-567.006984473,1.89183,100,0.01,0.3,-558.658,1.0472
100,0.362184,0.945034,8.04142e-06,93.3064483119,-564.507490927,1,0.071817,92.626034944,0.0038325,500.0,3582.83776915,3582.83776915,52.8845,-690.522,0.016423,-564.507490927,-564.507490927,1.55203,100,0.01,0.3,-555.919,1.07174
100,0.289127,1.01642,6.47298e-06,93.4971577275,-558.504244893,1,0.0668731,93.9776658633,0.00284456,500.0,3491.19811911,3491.19811911,57.8361,-672.772,0.0146144,-558.504244893,-558.504244893,1.48544,100,0.01,0.3,-550.935,1.06955
100,0.223455,0.937022,1.05615e-05,92.5670452761,-550.619080891,1,0.0927306,90.5339355204,0.00238474,500.0,2948.20993491,2948.20993491,55.441,-663.314,0.0181788,-550.619080891,-550.619080891,1.7034,100,0.01,0.3,-541.773,1.0803
100,0.511677,1.01217,4.23978e-06,96.3935033557,-549.274521316,1,0.0434363,95.971703205,0.00505523,500.0,3692.63076512,3692.63076512,55.6786,-686.724,0.0182442,-549.274521316,-549.274521316,1.84663,100,0.01,0.3,-544.116,1.03741
100,0.17404,0.951905,6.93429e-06,95.9106910717,-557.334752873,1,0.0628333,93.5760824703,0.00182833,500.0,23619.9547034,23619.9547034,82.306,-848.799,0.0140425,-557.334752873,-557.334752873,1.33671,100,0.01,0.3,-543.015,1.04264
100,0.447628,0.957132,9.46267e-06,92.7291181711,-533.723080371,1,0.0866876,91.4343859732,0.00467676,500.0,2337.48917558,2337.48917558,51.5945,-635.224,0.0229311,-533.723080371,-533.723080371,2.1948,100,0.01,0.3,-526.118,1.07841
100,0.236297,1.03948,9.45179e-06,93.0388927178,-530.099911234,1,0.102129,91.4434006314,0.00227322,500.0,2121.97575465,2121.97575465,45.91,-623.631,0.0215932,-530.099911234,-530.099911234,2.24457,100,0.01,0.3,-523.038,1.07482
100,0.736031,1.02397,1.44988e-06,98.2033530713,-524.206037746,1,0.0152022,98.5849104579,0.00718803,500.0,2113.34973585,2113.34973585,44.9652,-631.189,0.0135229,-524.206037746,-524.206037746,1.38471,100,0.01,0.3,-522.226,1.0183
100,0.332778,1.0205,7.03575e-06,95.4732914957,-526.62024212,1,0.0732716,93.488164995,0.00326093,500.0,4264.16261057,4264.16261057,43.7025,-679.648,0.0158226,-526.62024212,-526.62024212,1.61469,100,0.01,0.3,-518.238,1.04741
100,0.382543,1.01262,6.06479e-06,94.7955286151,-519.97273566,1,0.0621885,94.3359340243,0.00377775,500.0,2034.93886656,2034.93886656,45.8989,-614.832,0.0178282,-519.97273566,-519.97273566,1.80532,100,0.01,0.3,-514.414,1.0549
100,0.667924,0.988599,2.54571e-06,98.2243845321,-521.772009916,1,0.0248799,97.5417021373,0.00675627,500.0,2449.62264675,2449.62264675,48.2728,-622.312,0.0141266,-521.772009916,-521.772009916,1.39656,100,0.01,0.3,-519.951,1.01808
100,0.36667,1.01845,6.3614e-06,95.3328475362,-518.08153324,1,0.065983,94.0753359954,0.00360028,500.0,2309.06818327,2309.06818327,50.6028,-612.365,0.017039,-518.08153324,-518.08153324,1.73533,100,0.01,0.3,-513.078,1.04896
100,0.30323,0.988631,1.01689e-05,92.4748581532,-520.07801248,1,0.0993904,90.8535205277,0.00306717,500.0,2446.38833716,2446.38833716,52.2918,-615.351,0.0199516,-520.07801248,-520.07801248,1.97248,100,0.01,0.3,-512.109,1.08138
100,0.212082,0.926107,9.10851e-06,94.3823081778,-513.899035876,1,0.0781213,91.7284465331,0.00229004,500.0,2371.9241371,2371.9241371,47.5328,-611.305,0.0189149,-513.899035876,-513.899035876,1.75172,100,0.01,0.3,-507.356,1.05952
100,0.561579,0.992652,2.54357e-06,97.4852420156,-511.353813759,1,0.0250633,97.5437344623,0.00565736,500.0,1862.81906691,1862.81906691,43.0865,-614.552,0.014597,-511.353813759,-511.353813759,1.44898,100,0.01,0.3,-508.803,1.0258
100,0.126455,1.02163,7.81808e-06,94.607717143,-504.979614448,1,0.0815991,92.8161327556,0.00123778,500.0,1868.00797953,1868.00797953,47.7149,-596.186,0.0186241,-504.979614448,-504.979614448,1.90269,100,0.01,0.3,-499.274,1.057
100,0.648979,1.00664,2.88967e-06,97.61367684,-504.242414914,1,0.0292819,97.2188122207,0.00644696,500.0,2358.81516699,2358.81516699,47.6043,-610.791,0.0159591,-504.242414914,-504.242414914,1.60651,100,0.01,0.3,-501.575,1.02445
100,0.57846,0.995079,1.69005e-06,98.0655207424,-508.492754503,1,0.0167345,98.3543882844,0.00581321,500.0,1934.25703668,1934.25703668,44.571,-610.403,0.0140409,-508.492754503,-508.492754503,1.39718,100,0.01,0.3,-506.638,1.01973
100,0.568524,1.00824,4.22608e-06,96.5364255894,-498.786425989,1,0.0429602,95.9841676465,0.00563877,500.0,2031.23438354,2031.23438354,47.822,-593.061,0.0154812,-498.786425989,-498.786425989,1.56088,100,0.01,0.3,-495.568,1.03588
100,0.429551,0.986897,4.55643e-06,96.0888993865,-495.471226376,1,0.0443781,95.6838153032,0.00435254,500.0,2048.48289513,2048.48289513,45.0293,-586.15,0.0139137,-495.471226376,-495.471226376,1.37313,100,0.01,0.3,-491.521,1.0407
100,0.297416,0.99968,1.15045e-05,91.242457516,-500.486129052,1,0.114971,89.7751402137,0.00297511,500.0,2010.7146698,2010.7146698,45.5324,-587.74,0.0212639,-500.486129052,-500.486129052,2.12571,100,0.01,0.3,-491.091,1.09598
100,0.438157,0.992125,6.88476e-06,95.3541305761,-489.240647462,1,0.0677675,93.6189965066,0.00441634,500.0,1904.42251555,1904.42251555,41.2836,-585.671,0.0175835,-489.240647462,-489.240647462,1.7445,100,0.01,0.3,-484.346,1.04872
100,0.493986,1.00866,6.64443e-06,94.9526714257,-491.829573666,1,0.0676,93.8280062588,0.00489745,500.0,1654.63487306,1654.63487306,42.3353,-580.258,0.0202919,-491.829573666,-491.829573666,2.04677,100,0.01,0.3,-487.11,1.05316
100,0.469361,1.00698,3.8842e-06,96.5670084793,-490.931117948,1,0.0393865,96.2970459553,0.00466106,500.0,1814.72859545,1814.72859545,42.9836,-579.581,0.0144883,-490.931117948,-490.931117948,1.45895,100,0.01,0.3,-487.734,1.03555
100,0.431466,0.972118,5.99907e-06,94.4019896354,-489.492062207,1,0.056692,94.3938581069,0.00443842,500.0,2287.96360539,2287.96360539,45.6587,-588.488,0.0151343,-489.492062207,-489.492062207,1.47123,100,0.01,0.3,-483.475,1.0593
100,0.472317,1.00701,6.08856e-06,95.5678114302,-487.721036906,1,0.0617422,94.3149993862,0.00469029,500.0,2277.41880564,2277.41880564,47.0727,-587.193,0.024664,-487.721036906,-487.721036906,2.48369,100,0.01,0.3,-482.922,1.04638
100,0.394414,1.02399,4.05576e-06,96.4332181691,-473.062351368,1,0.0425273,96.1397802791,0.00385172,500.0,1487.67950586,1487.67950586,39.7716,-562.417,0.0181554,-473.062351368,-473.062351368,1.85911,100,0.01,0.3,-469.836,1.03699
100,0.519615,0.991891,4.81639e-06,96.7101004349,-480.329230764,1,0.047386,95.4487932491,0.00523863,500.0,1265.40334451,1265.40334451,35.7434,-567.136,0.0163711,-480.329230764,-480.329230764,1.62384,100,0.01,0.3,-477.542,1.03402
100,0.363725,0.993098,7.88185e-06,94.2157327747,-479.500765429,1,0.0777343,92.761787205,0.00366252,500.0,1558.58858677,1558.58858677,40.1864,-565.084,0.0159024,-479.500765429,-479.500765429,1.57926,100,0.01,0.3,-474.27,1.06139
100,0.522325,0.995847,2.84926e-06,97.3190363144,-472.93034501,1,0.0282564,97.2566035732,0.00524503,500.0,1614.61855587,1614.61855587,40.0066,-557.788,0.0155515,-472.93034501,-472.93034501,1.54869,100,0.01,0.3,-470.63,1.02755
100,0.358894,1.03707,6.15181e-06,94.5550901285,-477.767614775,1,0.0661638,94.2593105771,0.00346065,500.0,2353.39962326,2353.39962326,47.1374,-571.864,0.0190238,-477.767614775,-477.767614775,1.9729,100,0.01,0.3,-472.024,1.05758
100,0.369314,1.01207,8.69963e-06,94.1364471072,-474.846406707,1,0.0891082,92.0703214134,0.00364912,500.0,1856.75650501,1856.75650501,41.1328,-562.337,0.0168105,-474.846406707,-474.846406707,1.70133,100,0.01,0.3,-469.076,1.06229
100,0.619442,1.0253,5.8187e-06,95.5530283148,-467.542669162,1,0.0611681,94.55325327,0.00604158,500.0,1746.65914964,1746.65914964,46.5012,-554.777,0.0211942,-467.542669162,-467.542669162,2.17303,100,0.01,0.3,-463.509,1.04654
100,0.404381,0.996455,4.21314e-06,96.5162883594,-472.598004889,1,0.0418331,95.995995452,0.00405819,500.0,1637.22313069,1637.22313069,36.2707,-562.112,0.0144595,-472.598004889,-472.598004889,1.44083,100,0.01,0.3,-469.071,1.03609
100,0.607856,0.980405,1.59754e-06,98.5149258438,-470.079560387,1,0.0153554,98.4430779772,0.00620005,500.0,1489.48862218,1489.48862218,39.0896,-557.489,0.0136229,-470.079560387,-470.079560387,1.3356,100,0.01,0.3,-468.79,1.01507
100,0.590052,1.00141,3.37045e-06,97.118899047,-470.863184055,1,0.0337995,96.7709900796,0.00589223,500.0,2061.33810772,2061.33810772,46.1059,-567.946,0.0154319,-470.863184055,-470.863184055,1.54536,100,0.01,0.3,-467.955,1.02967
100,0.412867,1.00644,7.65408e-06,93.3717330332,-464.708021864,1,0.0775293,92.9561754698,0.00410226,500.0,2202.26622399,2202.26622399,45.5504,-554.96,0.0211748,-464.708021864,-464.708021864,2.13111,100,0.01,0.3,-457.832,1.07099
100,0.549881,1.0065,2.49484e-06,98.0365478724,-461.386258445,1,0.0252738,97.5896530493,0.0054633,500.0,1458.62858502,1458.62858502,37.7394,-549.772,0.0156732,-461.386258445,-461.386258445,1.57751,100,0.01,0.3,-459.571,1.02003
100,0.327527,1.0092,4.03033e-06,96.7049050665,-456.974832798,1,0.0410486,96.1630393686,0.0032454,500.0,1651.14950984,1651.14950984,40.2725,-545.546,0.0154286,-456.974832798,-456.974832798,1.55706,100,0.01,0.3,-454.017,1.03407
100,0.421332,1.0273,4.82947e-06,96.3580934702,-459.719564051,1,0.050968,95.4369779922,0.00410134,500.0,1550.26991509,1550.26991509,39.7253,-540.839,0.0175199,-459.719564051,-459.719564051,1.79982,100,0.01,0.3,-456.397,1.0378
100,0.599482,0.9796,2.39564e-06,98.3947268565,-460.41788338,1,0.022989,97.6832833277,0.00611966,500.0,1576.36941987,1576.36941987,39.8654,-546.439,0.016188,-460.41788338,-460.41788338,1.58578,100,0.01,0.3,-459.085,1.01631
100,0.548289,1.00818,5.58571e-06,94.3200995304,-459.559860558,1,0.0567741,94.7598970529,0.00543843,500.0,1614.70320869,1614.70320869,42.0071,-542.04,0.0164543,-459.559860558,-459.559860558,1.65888,100,0.01,0.3,-454.727,1.06022
100,,2.16176e-40,0.01,61.1216021151,-458.518836551,1,,inf,,500.0,2132.42600545,2132.42600545,,-525.439,1.0,-458.518836551,-458.518836551,2.16176e-38,100,0.01,0.3,-404.767,1.63608
200,4.62586e+37,inf,nan,872970115136.0,-1098.33824762,,nan,nan,nan,500.0,2132.42600545,55386.1115442,nan,nan,nan,-458.518836551,-458.518836551,inf,100,nan,0.3,nan,2.29103e-10
200,0.565956,0.994605,8.6167e-07,193.749804399,-456.896788962,1,0.0340959,193.368482808,0.00284513,500.0,1458.82314523,1458.82314523,41.7604,-523.404,0.00813481,-456.896788962,-456.896788962,1.61818,100,0.005,0.3,-455.626,1.03226
200,1.0,1.0,3.50449e-18,200.0,-452.131351093,2,,100.0,0.01,500.0,1704.133207,1704.133207,41.0742,-539.431,0.01,-452.131351093,-452.131351093,1.0,100,0.01,0.3,-452.131,1.0
200,0.481137,0.979041,9.18795e-07,193.740206008,-455.407063611,1,0.0352274,192.94438584,0.00245718,500.0,1674.4204445,1674.4204445,40.9388,-514.478,0.00778492,-455.407063611,-455.407063611,1.52435,100,0.005,0.3,-451.706,1.03231
200,1.0,1.0,3.50449e-18,200.0,-457.271751073,2,,100.0,0.01,500.0,1222.52167814,1222.52167814,34.7893,-542.953,0.01,-457.271751073,-457.271751073,1.0,100,0.01,0.3,-457.272,1.0
200,0.413596,0.991252,8.35943e-07,193.216581056,-447.785484363,1,0.0328552,193.560189333,0.00208623,500.0,1929.35304537,1929.35304537,39.4774,-515.76,0.00796329,-447.785484363,-447.785484363,1.57872,100,0.005,0.3,-450.272,1.03511
200,1.0,1.0,3.50449e-18,200.0,-446.337684353,2,,100.0,0.01,500.0,1427.43968796,1427.43968796,37.5921,-530.656,0.01,-446.337684353,-446.337684353,1.0,100,0.01,0.3,-446.338,1.0
200,0.340713,0.990292,1.23606e-06,192.125003206,-450.249077918,1,0.0484869,190.622271938,0.00172027,500.0,1360.7393251,1360.7393251,36.9266,-506.855,0.00760771,-450.249077918,-450.249077918,1.50677,100,0.005,0.3,-445.754,1.04099
200,1.0,1.0,3.50449e-18,200.0,-452.406799648,2,,100.0,0.01,500.0,1605.15444067,1605.15444067,39.8636,-542.924,0.01,-452.406799648,-452.406799648,1.0,100,0.01,0.3,-452.407,1.0
200,0.153435,1.00925,1.38229e-06,191.264663017,-454.199232109,1,0.056319,189.570748913,0.000760147,500.0,1837.00773403,1837.00773403,40.9719,-515.762,0.00761836,-454.199232109,-454.199232109,1.53776,100,0.005,0.3,-450.312,1.04567
200,1.0,1.0,3.50449e-18,200.0,-450.841739887,2,,100.0,0.01,500.0,1215.06639081,1215.06639081,34.6831,-534.065,0.01,-450.841739887,-450.841739887,1.0,100,0.01,0.3,-450.842,1.0
200,0.529831,0.994966,8.64588e-07,193.26272045,-445.021308638,1,0.0342362,193.346847116,0.00266256,500.0,1647.63664485,1647.63664485,38.5759,-510.135,0.00761589,-445.021308638,-445.021308638,1.51551,100,0.005,0.3,-445.763,1.03486
200,1.0,1.0,3.50449e-18,200.0,-447.222328683,2,,100.0,0.01,500.0,1524.3269483,1524.3269483,38.8469,-530.462,0.01,-447.222328683,-447.222328683,1.0,100,0.01,0.3,-447.222,1.0
200,0.559343,1.01245,1.18284e-06,191.798488084,-447.140108684,1,0.0484996,191.007820626,0.00276231,500.0,1428.00569001,1428.00569001,40.2203,-507.025,0.00938448,-447.140108684,-447.140108684,1.90027,100,0.005,0.3,-444.704,1.04276
200,1.0,1.0,3.50449e-18,200.0,-442.625930217,2,,100.0,0.01,500.0,1562.94077947,1562.94077947,39.3359,-528.995,0.01,-442.625930217,-442.625930217,1.0,100,0.01,0.3,-442.626,1.0
200,0.679704,0.98408,7.93485e-07,193.567083797,-445.550417113,1,0.0307369,193.877225341,0.0034535,500.0,1542.30166518,1542.30166518,39.1332,-504.113,0.00972019,-445.550417113,-445.550417113,1.91309,100,0.005,0.3,-442.034,1.03323
200,1.0,1.0,3.50449e-18,200.0,-447.491288948,2,,100.0,0.01,500.0,2227.56526936,2227.56526936,46.9605,-536.8,0.01,-447.491288948,-447.491288948,1.0,100,0.01,0.3,-447.491,1.0
200,0.610919,0.980351,8.59665e-07,194.549574309,-451.454737315,1,0.0330485,193.383497533,0.00311582,500.0,1632.08519565,1632.08519565,43.5381,-511.8,0.0105928,-451.454737315,-451.454737315,2.07694,100,0.005,0.3,-447.771,1.02802
200,1.0,1.0,3.50449e-18,200.0,-444.204846601,2,,100.0,0.01,500.0,1790.84235912,1790.84235912,42.1062,-535.477,0.01,-444.204846601,-444.204846601,1.0,100,0.01,0.3,-444.205,1.0
200,0.134076,1.00121,2.86439e-06,180.212208771,-438.092723844,1,0.114854,179.532778211,0.000669569,500.0,1488.47958305,1488.47958305,37.3876,-502.666,0.00827394,-438.092723844,-438.092723844,1.6568,100,0.005,0.3,-434.675,1.1098
200,1.0,1.0,3.50449e-18,200.0,-443.135756843,2,,100.0,0.01,500.0,1823.45428746,1823.45428746,42.4879,-529.474,0.01,-443.135756843,-443.135756843,1.0,100,0.01,0.3,-443.136,1.0
200,0.369448,1.00354,7.40886e-07,194.906723167,-441.552510995,1,0.0298455,194.271520659,0.00184073,500.0,1816.01476508,1816.01476508,42.3566,-504.751,0.00743607,-441.552510995,-441.552510995,1.49247,100,0.005,0.3,-440.749,1.02613
200,1.0,1.0,3.50449e-18,200.0,-435.678589056,2,,100.0,0.01,500.0,1233.75931595,1233.75931595,34.9488,-514.669,0.01,-435.678589056,-435.678589056,1.0,100,0.01,0.3,-435.679,1.0
200,0.538175,0.98887,7.45609e-07,194.23518954,-440.188247719,1,0.0291642,194.235988416,0.00272116,500.0,1864.22040043,1864.22040043,39.5379,-498.257,0.00751988,-440.188247719,-440.188247719,1.48724,100,0.005,0.3,-436.16,1.02968
200,1.0,1.0,3.50449e-18,200.0,-436.174417438,2,,100.0,0.01,500.0,1231.23210846,1231.23210846,34.913,-515.466,0.01,-436.174417438,-436.174417438,1.0,100,0.01,0.3,-436.174,1.0
200,0.448397,0.999312,9.31843e-07,193.362887343,-439.497720636,1,0.0372225,192.84773826,0.00224353,500.0,1632.38525761,1632.38525761,38.2772,-495.973,0.00758683,-439.497720636,-439.497720636,1.51632,100,0.005,0.3,-435.774,1.03432
200,1.0,1.0,3.50449e-18,200.0,-436.524707393,2,,100.0,0.01,500.0,1737.60391365,1737.60391365,41.4756,-522.012,0.01,-436.524707393,-436.524707393,1.0,100,0.01,0.3,-436.525,1.0
200,0.354502,1.01739,5.45906e-07,195.407465385,-436.691230794,1,0.0226022,195.747100443,0.00174222,500.0,1106.37114099,1106.37114099,36.8532,-496.245,0.00709957,-436.691230794,-436.691230794,1.4446,100,0.005,0.3,-435.09,1.0235
200,1.0,1.0,3.50449e-18,200.0,-441.574397616,2,,100.0,0.01,500.0,1724.2868826,1724.2868826,41.3164,-529.15,0.01,-441.574397616,-441.574397616,1.0,100,0.01,0.3,-441.574,1.0
200,0.357809,1.0014,1.44359e-06,189.689791028,-442.000877094,1,0.057905,189.133328821,0.00178655,500.0,1996.86932178,1996.86932178,43.8858,-510.097,0.00761361,-442.000877094,-442.000877094,1.52485,100,0.005,0.3,-437.984,1.05435
200,1.0,1.0,3.50449e-18,200.0,-439.634964638,2,,100.0,0.01,500.0,1466.03337149,1466.03337149,38.0969,-534.244,0.01,-439.634964638,-439.634964638,1.0,100,0.01,0.3,-439.635,1.0
200,0.272102,0.995604,2.54536e-06,183.61304495,-444.748810993,1,0.100921,181.602627678,0.00136651,500.0,1411.11810192,1411.11810192,38.0545,-506.557,0.00917127,-444.748810993,-444.748810993,1.82619,100,0.005,0.3,-436.737,1.08925
200,1.0,1.0,3.50449e-18,200.0,-432.111448395,2,,100.0,0.01,500.0,1668.14007116,1668.14007116,40.6381,-515.81,0.01,-432.111448395,-432.111448395,1.0,100,0.01,0.3,-432.111,1.0
200,0.433612,0.979506,8.35598e-07,194.263347632,-438.338583798,1,0.032068,193.562703569,0.00221342,500.0,1315.34393364,1315.34393364,39.0608,-493.572,0.00701544,-438.338583798,-438.338583798,1.37433,100,0.005,0.3,-433.52,1.02953
200,1.0,1.0,3.50449e-18,200.0,-437.370771994,2,,100.0,0.01,500.0,1824.77831305,1824.77831305,42.5033,-529.484,0.01,-437.370771994,-437.370771994,1.0,100,0.01,0.3,-437.371,1.0
200,0.37205,0.98975,1.22819e-06,191.469540906,-430.558417283,1,0.0481257,190.679182722,0.00187952,500.0,1468.85841021,1468.85841021,38.8168,-497.476,0.00923994,-430.558417283,-430.558417283,1.82905,100,0.005,0.3,-430.908,1.04455
200,1.0,1.0,3.50449e-18,200.0,-433.056465264,2,,100.0,0.01,500.0,1208.48967614,1208.48967614,34.5891,-513.656,0.01,-433.056465264,-433.056465264,1.0,100,0.01,0.3,-433.056,1.0
200,0.469482,1.01619,1.07522e-06,191.866945297,-432.69841039,1,0.0444123,191.79242529,0.00231002,500.0,1349.41918203,1349.41918203,36.6503,-493.381,0.00767832,-432.69841039,-432.69841039,1.56052,100,0.005,0.3,-430.304,1.04239
200,1.0,1.0,3.50449e-18,200.0,-433.306961991,2,,100.0,0.01,500.0,1210.42706334,1210.42706334,34.6168,-518.688,0.01,-433.306961991,-433.306961991,1.0,100,0.01,0.3,-433.307,1.0
