ESSRenyi,VarVanillaIw,Delta,AvgDiscRet,BatchSize,VarDiscRet,MinVanillaIw,AvgVanillaIw,eRenyi2,VanillaAvgRet,AvgRet,AvgNormIw,VarRet,VarJ,J,ESSClassic,EpsThisIter,MaxVanillaIw,MaxNormIw,IterType,MinNormIw,VarNormIw,AvgEpLen,Bound
500.0,,1.0,-72.9765467241,500,5055.13645574,1.0,1.0,1.0,-72.9765467241,-72.9765467241,0.005,5055.13645574,61.5557,-70.1565,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,102.37,-70.1565
500.0,,1.0,-66.6753621623,500,2618.19758045,1.0,1.0,1.0,-66.6753621623,-66.6753621623,0.00333333,2618.19758045,58.2475,-68.9962,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,95.44,-68.9962
500.0,,1.0,-62.4743599232,500,1360.06501799,1.0,1.0,1.0,-62.4743599232,-62.4743599232,0.0025,1360.06501799,53.751,-67.3657,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,90.11,-67.3657
,1.01515,1.0,-74.3543957879,500,5008.65495734,0.546327,1.00541,inf,-74.3543957879,-74.3543957879,0.002,5008.65495734,51.5162,-66.2903,249.719771338,100,11.2678,0.0224143,1,0.00108677,4.01701e-06,104.12,-66.2903
500.0,,1.0,-69.2898850885,500,3844.86868409,1.0,1.0,1.0,-69.2898850885,-69.2898850885,0.01,3844.86868409,61.6962,-69.2899,100.0,100,1.0,0.01,2,0.01,3.50449e-18,97.75,-69.2899
500.0,,1.0,-66.9106077154,500,2590.74041899,1.0,1.0,1.0,-66.9106077154,-66.9106077154,0.005,2590.74041899,56.4539,-68.1002,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,95.97,-68.1002
500.0,,1.0,-65.3382938516,500,2600.78358075,1.0,1.0,1.0,-65.3382938516,-65.3382938516,0.00333333,2600.78358075,54.6319,-67.1796,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,92.92,-67.1796
500.0,,1.0,-69.5776314731,500,3821.28481732,1.0,1.0,1.0,-69.5776314731,-69.5776314731,0.0025,3821.28481732,56.4388,-67.7791,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,98.46,-67.7791
,0.349434,1.0,-61.7446504584,500,1351.80778513,0.30846,0.987494,inf,-61.7446504584,-61.7446504584,0.002,1351.80778513,40.8963,-64.5149,368.290217497,100,5.62903,0.0114006,1,0.000624732,1.43337e-06,89.0,-64.5149
500.0,,1.0,-60.2148165672,500,96.5736671147,1.0,1.0,1.0,-60.2148165672,-60.2148165672,0.01,96.5736671147,9.77793,-60.2148,100.0,100,1.0,0.01,2,0.01,3.50449e-18,88.09,-60.2148
500.0,,1.0,-58.9145321493,500,53.3992052416,1.0,1.0,1.0,-58.9145321493,-58.9145321493,0.005,53.3992052416,8.64056,-59.5647,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,86.57,-59.5647
500.0,,1.0,-66.6962867309,500,2603.80499125,1.0,1.0,1.0,-66.6962867309,-66.6962867309,0.00333333,2603.80499125,30.337,-61.9419,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,95.62,-61.9419
500.0,,1.0,-74.2207974076,500,5007.61563671,1.0,1.0,1.0,-74.2207974076,-74.2207974076,0.0025,5007.61563671,44.2482,-65.0116,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,104.56,-65.0116
2.60305165589e-31,1.22937,1.0,-61.4777296281,500,1362.99712534,0.00138985,0.948089,1.92082e+33,-61.4777296281,-61.4777296281,0.002,1362.99712534,32.0772,-61.2613,211.42163505,100,14.7127,0.0310364,1,2.9319e-06,5.47071e-06,88.41,-61.2613
500.0,,1.0,-67.0867216054,500,2592.18224778,1.0,1.0,1.0,-67.0867216054,-67.0867216054,0.01,2592.18224778,50.6583,-67.0867,100.0,100,1.0,0.01,2,0.01,3.50449e-18,96.21,-67.0867
500.0,,1.0,-69.8086027466,500,3816.35636409,1.0,1.0,1.0,-69.8086027466,-69.8086027466,0.005,3816.35636409,56.339,-68.4477,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,98.93,-68.4477
500.0,,1.0,-68.0535252166,500,2574.56615705,1.0,1.0,1.0,-68.0535252166,-68.0535252166,0.00333333,2574.56615705,54.4582,-68.3163,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,97.73,-68.3163
500.0,,1.0,-66.3856428279,500,2603.02764,1.0,1.0,1.0,-66.3856428279,-66.3856428279,0.0025,2603.02764,53.5651,-67.8336,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,95.05,-67.8336
1.50474144028e-05,,1.0,-58.8361328165,500,50.9367722089,,3.13382e-40,3.32283e+07,-58.8361328165,-58.8361328165,0.002,50.9367722089,,-49.5295,inf,100,1.56691e-37,1.0,1,,0.002,85.61,-49.5295
500.0,,1.0,-59.1202403986,500,75.0773922509,1.0,1.0,1.0,-59.1202403986,-59.1202403986,0.01,75.0773922509,8.62129,-59.1202,100.0,100,1.0,0.01,2,0.01,3.50449e-18,86.49,-59.1202
500.0,,1.0,-78.9860515523,500,7428.84921924,1.0,1.0,1.0,-78.9860515523,-78.9860515523,0.005,7428.84921924,61.7504,-69.0531,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,108.26,-69.0531
500.0,,1.0,-66.4636185241,500,2593.87065963,1.0,1.0,1.0,-66.4636185241,-66.4636185241,0.00333333,2593.87065963,58.3056,-68.19,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,95.09,-68.19
500.0,,1.0,-59.6192655319,500,61.2404737355,1.0,1.0,1.0,-59.6192655319,-59.6192655319,0.0025,61.2404737355,50.7798,-66.0473,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,87.02,-66.0473
,0.596978,1.0,-73.7563658363,500,5016.0560304,0.55366,0.988866,inf,-73.7563658363,-73.7563658363,0.002,5016.0560304,41.3664,-65.043,310.698705429,100,10.509,0.0212546,1,0.00111979,2.44199e-06,103.91,-65.043
500.0,,1.0,-70.9471890706,500,3803.42952882,1.0,1.0,1.0,-70.9471890706,-70.9471890706,0.01,3803.42952882,61.3628,-70.9472,100.0,100,1.0,0.01,2,0.01,3.50449e-18,100.46,-70.9472
500.0,,1.0,-63.9622369659,500,1341.31747754,1.0,1.0,1.0,-63.9622369659,-63.9622369659,0.005,1341.31747754,50.585,-67.4547,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,92.34,-67.4547
500.0,,1.0,-63.711841629,500,1326.22851352,1.0,1.0,1.0,-63.711841629,-63.711841629,0.00333333,1326.22851352,46.3321,-66.2071,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,92.09,-66.2071
500.0,,1.0,-66.935428669,500,2595.07616999,1.0,1.0,1.0,-66.935428669,-66.935428669,0.0025,2595.07616999,47.4593,-66.3892,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,95.61,-66.3892
0.130705539311,113.101,1.0,-65.6553169295,500,2614.99983222,,0.698407,3825.39,-65.6553169295,-65.6553169295,0.002,2614.99983222,65.1535,-48.2776,2.1513863046,100,212.337,0.608061,1,,0.000927488,93.65,-48.2776
500.0,,1.0,-65.7779990153,500,2614.46223497,1.0,1.0,1.0,-65.7779990153,-65.7779990153,0.01,2614.46223497,50.8755,-65.778,100.0,100,1.0,0.01,2,0.01,3.50449e-18,93.67,-65.778
500.0,,1.0,-66.9031115088,500,2588.80683351,1.0,1.0,1.0,-66.9031115088,-66.9031115088,0.005,2588.80683351,50.7537,-66.3406,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,95.57,-66.3406
500.0,,1.0,-58.3005414857,500,65.0291433741,1.0,1.0,1.0,-58.3005414857,-58.3005414857,0.00333333,65.0291433741,41.8702,-63.6606,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,85.13,-63.6606
500.0,,1.0,-76.3324227414,500,6249.31204273,1.0,1.0,1.0,-76.3324227414,-76.3324227414,0.0025,6249.31204273,53.774,-66.8285,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,106.14,-66.8285
,1.10929,1.0,-68.625974319,500,3839.15924113,0.551107,1.03022,inf,-68.625974319,-68.625974319,0.002,3839.15924113,41.4705,-64.8693,244.730268583,100,14.9176,0.0289599,1,0.00106988,4.18063e-06,96.81,-64.8693
500.0,,1.0,-63.8012570676,500,1335.70687491,1.0,1.0,1.0,-63.8012570676,-63.8012570676,0.01,1335.70687491,36.3641,-63.8013,100.0,100,1.0,0.01,2,0.01,3.50449e-18,92.34,-63.8013
500.0,,1.0,-69.9777317214,500,3823.40102219,1.0,1.0,1.0,-69.9777317214,-69.9777317214,0.005,3823.40102219,50.629,-66.8895,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,99.12,-66.8895
500.0,,1.0,-65.9287866259,500,2616.43010136,1.0,1.0,1.0,-65.9287866259,-65.9287866259,0.00333333,2616.43010136,50.7197,-66.5693,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,94.22,-66.5693
500.0,,1.0,-62.1542817527,500,1338.45186414,1.0,1.0,1.0,-62.1542817527,-62.1542817527,0.0025,1338.45186414,47.5845,-65.4655,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,89.76,-65.4655
,0.661653,1.0,-59.7510435629,500,65.3599048406,0.117843,1.01413,inf,-59.7510435629,-59.7510435629,0.002,65.3599048406,31.5436,-63.407,304.495370442,100,12.5007,0.0246531,1,0.000232404,2.57339e-06,87.86,-63.407
500.0,,1.0,-67.0591406177,500,2604.03784882,1.0,1.0,1.0,-67.0591406177,-67.0591406177,0.01,2604.03784882,50.774,-67.0591,100.0,100,1.0,0.01,2,0.01,3.50449e-18,95.75,-67.0591
500.0,,1.0,-59.7526459138,500,62.8886957762,1.0,1.0,1.0,-59.7526459138,-59.7526459138,0.005,62.8886957762,36.5168,-63.4059,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,87.65,-63.4059
500.0,,1.0,-61.7398676817,500,1348.71532791,1.0,1.0,1.0,-61.7398676817,-61.7398676817,0.00333333,1348.71532791,36.5332,-62.8506,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,89.05,-62.8506
500.0,,1.0,-69.1326906079,500,3841.51627896,1.0,1.0,1.0,-69.1326906079,-69.1326906079,0.0025,3841.51627896,44.2626,-64.4211,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,97.89,-64.4211
,1.67988,1.0,-59.307973022,500,51.867581134,0.568857,1.04807,inf,-59.307973022,-59.307973022,0.002,51.867581134,26.6267,-62.0685,197.921498101,100,22.7145,0.0433454,1,0.00108553,6.11726e-06,86.6,-62.0685
500.0,,1.0,-62.3410692918,500,1363.51248704,1.0,1.0,1.0,-62.3410692918,-62.3410692918,0.01,1363.51248704,36.7407,-62.3411,100.0,100,1.0,0.01,2,0.01,3.50449e-18,89.65,-62.3411
500.0,,1.0,-58.3688892522,500,75.9656987497,1.0,1.0,1.0,-58.3688892522,-58.3688892522,0.005,75.9656987497,26.7673,-60.355,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,84.64,-60.355
500.0,,1.0,-63.0763960429,500,1344.93101779,1.0,1.0,1.0,-63.0763960429,-63.0763960429,0.00333333,1344.93101779,30.3831,-61.2621,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,91.76,-61.2621
500.0,,1.0,-76.6667442292,500,6220.03762143,1.0,1.0,1.0,-76.6667442292,-76.6667442292,0.0025,6220.03762143,47.7106,-65.1133,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,106.95,-65.1133
,0.710178,1.0,-62.2599031827,500,1331.30033438,2.9896e-05,0.940154,inf,-62.2599031827,-62.2599031827,0.002,1331.30033438,34.5303,-60.9309,277.49084477,100,6.43126,0.0136813,1,6.35982e-08,3.21388e-06,89.85,-60.9309
500.0,,1.0,-66.0250752431,500,2627.98693375,1.0,1.0,1.0,-66.0250752431,-66.0250752431,0.01,2627.98693375,51.0069,-66.0251,100.0,100,1.0,0.01,2,0.01,3.50449e-18,94.46,-66.0251
500.0,,1.0,-61.7861894076,500,1357.6923322,1.0,1.0,1.0,-61.7861894076,-61.7861894076,0.005,1357.6923322,44.468,-63.9056,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,88.86,-63.9056
500.0,,1.0,-64.3211843817,500,1340.27087707,1.0,1.0,1.0,-64.3211843817,-64.3211843817,0.00333333,1340.27087707,41.9595,-64.0442,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,93.22,-64.0442
500.0,,1.0,-73.3601497339,500,5044.99866854,1.0,1.0,1.0,-73.3601497339,-73.3601497339,0.0025,5044.99866854,50.8464,-66.3732,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,103.08,-66.3732
1.30580692339e-05,,1.0,-69.801528296,500,3829.81213054,,7.37643e-39,3.82905e+07,-69.801528296,-69.801528296,0.002,3829.81213054,,-39.2487,inf,100,3.68821e-36,1.0,1,,0.002,98.76,-39.2487
500.0,,1.0,-67.2121404114,500,2585.86256494,1.0,1.0,1.0,-67.2121404114,-67.2121404114,0.01,2585.86256494,50.5965,-67.2121,100.0,100,1.0,0.01,2,0.01,3.50449e-18,96.39,-67.2121
500.0,,1.0,-65.9616350545,500,2615.8132146,1.0,1.0,1.0,-65.9616350545,-65.9616350545,0.005,2615.8132146,50.7466,-66.5869,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,94.67,-66.5869
500.0,,1.0,-57.7418934064,500,73.3318989307,1.0,1.0,1.0,-57.7418934064,-57.7418934064,0.00333333,73.3318989307,41.9333,-63.6386,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,84.46,-63.6386
500.0,,1.0,-70.6044550051,500,3814.87516554,1.0,1.0,1.0,-70.6044550051,-70.6044550051,0.0025,3814.87516554,47.6663,-65.38,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,99.99,-65.38
3.07339791456e-09,2.26878e-25,1.0,-61.9687462662,500,1341.41794494,,2.13016e-14,1.62686e+11,-61.9687462662,-61.9687462662,0.002,1341.41794494,0.000187841,-49.7317,1.0000017916,100,1.06508e-11,0.999999,1,,0.002,89.26,-49.7317
500.0,,1.0,-66.3492012352,500,2582.70423577,1.0,1.0,1.0,-66.3492012352,-66.3492012352,0.01,2582.70423577,50.5656,-66.3492,100.0,100,1.0,0.01,2,0.01,3.50449e-18,95.01,-66.3492
500.0,,1.0,-67.2293757564,500,2584.4409912,1.0,1.0,1.0,-67.2293757564,-67.2293757564,0.005,2584.4409912,50.576,-66.7893,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,96.61,-66.7893
500.0,,1.0,-66.8901597777,500,2584.02903618,1.0,1.0,1.0,-66.8901597777,-66.8901597777,0.00333333,2584.02903618,50.5769,-66.8229,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,95.84,-66.8229
500.0,,1.0,-66.1272377035,500,2592.62594451,1.0,1.0,1.0,-66.1272377035,-66.1272377035,0.0025,2592.62594451,50.5992,-66.649,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,94.31,-66.649
,1.36692,1.0,-66.3412157993,500,2595.97639242,0.351357,1.04586,inf,-66.3412157993,-66.3412157993,0.002,2595.97639242,34.2419,-63.3562,222.501774507,100,13.0644,0.0249831,1,0.000671901,4.9987e-06,94.78,-63.3562
500.0,,1.0,-65.4815827134,500,2599.21678718,1.0,1.0,1.0,-65.4815827134,-65.4815827134,0.01,2599.21678718,50.727,-65.4816,100.0,100,1.0,0.01,2,0.01,3.50449e-18,93.22,-65.4816
500.0,,1.0,-58.8202697173,500,69.6761241555,1.0,1.0,1.0,-58.8202697173,-58.8202697173,0.005,69.6761241555,36.4992,-62.1509,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,86.34,-62.1509
500.0,,1.0,-58.5509374559,500,60.0968272956,1.0,1.0,1.0,-58.5509374559,-58.5509374559,0.00333333,60.0968272956,30.1802,-60.9509,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,85.65,-60.9509
500.0,,1.0,-62.5281102981,500,1362.01870029,1.0,1.0,1.0,-62.5281102981,-62.5281102981,0.0025,1362.01870029,31.9484,-61.3452,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,90.38,-61.3452
,0.683573,1.0,-62.7818982281,500,1337.15726544,0.291198,1.03984,inf,-62.7818982281,-62.7818982281,0.002,1337.15726544,30.422,-60.6156,306.572452254,100,7.79582,0.0149943,1,0.000560084,2.5288e-06,90.92,-60.6156
500.0,,1.0,-69.6653441963,500,3836.88162406,1.0,1.0,1.0,-69.6653441963,-69.6653441963,0.01,3836.88162406,61.6321,-69.6653,100.0,100,1.0,0.01,2,0.01,3.50449e-18,98.77,-69.6653
500.0,,1.0,-68.4185048787,500,3868.94296983,1.0,1.0,1.0,-68.4185048787,-68.4185048787,0.005,3868.94296983,61.7638,-69.0419,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,97.12,-69.0419
500.0,,1.0,-70.2920200178,500,3837.03994831,1.0,1.0,1.0,-70.2920200178,-70.2920200178,0.00333333,3837.03994831,61.7232,-69.4586,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,99.92,-69.4586
500.0,,1.0,-72.5916692518,500,5050.12337305,1.0,1.0,1.0,-72.5916692518,-72.5916692518,0.0025,5050.12337305,64.102,-70.2419,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,101.37,-70.2419
,41.0566,1.0,-70.4616368349,500,3810.80922988,3.86005e-38,1.13594,inf,-70.4616368349,-70.4616368349,0.002,3810.80922988,23.9757,-58.7421,15.2652816856,100,139.119,0.24494,1,6.79616e-41,0.000127271,99.95,-58.7421
500.0,,1.0,-62.3921523176,500,1368.95095955,1.0,1.0,1.0,-62.3921523176,-62.3921523176,0.01,1368.95095955,36.8139,-62.3922,100.0,100,1.0,0.01,2,0.01,3.50449e-18,90.08,-62.3922
500.0,,1.0,-67.0103911285,500,2608.19780773,1.0,1.0,1.0,-67.0103911285,-67.0103911285,0.005,2608.19780773,44.43,-64.7013,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,95.81,-64.7013
500.0,,1.0,-63.2149779716,500,1345.9791044,1.0,1.0,1.0,-63.2149779716,-63.2149779716,0.00333333,1345.9791044,41.9604,-64.2058,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,91.64,-64.2058
500.0,,1.0,-66.5954242885,500,2606.42058943,1.0,1.0,1.0,-66.5954242885,-66.5954242885,0.0025,2606.42058943,44.3471,-64.8032,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,95.02,-64.8032
,1.22837,1.0,-59.1322403271,500,56.0170274312,0.000302827,0.900008,inf,-59.1322403271,-59.1322403271,0.002,56.0170274312,35.5301,-62.5514,198.930258565,100,14.6366,0.0325256,1,6.72942e-07,6.0659e-06,86.23,-62.5514
500.0,,1.0,-61.3990877847,500,65.6539072892,1.0,1.0,1.0,-61.3990877847,-61.3990877847,0.01,65.6539072892,8.06209,-61.3991,100.0,100,1.0,0.01,2,0.01,3.50449e-18,90.3,-61.3991
500.0,,1.0,-59.3090046003,500,66.039808963,1.0,1.0,1.0,-59.3090046003,-59.3090046003,0.005,66.039808963,8.14128,-60.354,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,87.03,-60.354
500.0,,1.0,-65.8418282823,500,2600.25135061,1.0,1.0,1.0,-65.8418282823,-65.8418282823,0.00333333,2600.25135061,30.149,-62.1833,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,94.03,-62.1833
500.0,,1.0,-69.1279082197,500,3842.05183942,1.0,1.0,1.0,-69.1279082197,-69.1279082197,0.0025,3842.05183942,40.5176,-63.9195,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,97.78,-63.9195
0.130293350261,77.2247,1.0,-58.8565762675,500,66.0243820946,,0.393319,3837.49,-58.8565762675,-58.8565762675,0.002,66.0243820946,0.213541,-49.9959,1.00161644911,100,196.5,0.999192,1,,0.00199677,86.3,-49.9959
500.0,,1.0,-58.9589487971,500,67.962370719,1.0,1.0,1.0,-58.9589487971,-58.9589487971,0.01,67.962370719,8.20261,-58.9589,100.0,100,1.0,0.01,2,0.01,3.50449e-18,86.06,-58.9589
500.0,,1.0,-65.1542138273,500,2615.53944496,1.0,1.0,1.0,-65.1542138273,-65.1542138273,0.005,2615.53944496,36.5777,-62.0566,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,92.92,-62.0566
500.0,,1.0,-59.2951362373,500,66.9143922221,1.0,1.0,1.0,-59.2951362373,-59.2951362373,0.00333333,66.9143922221,30.261,-61.1361,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,86.51,-61.1361
500.0,,1.0,-58.9709270412,500,85.5736867773,1.0,1.0,1.0,-58.9709270412,-58.9709270412,0.0025,85.5736867773,26.6243,-60.5948,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,85.61,-60.5948
5.43093352389e-11,,1.0,-69.9547329117,500,3857.70419897,,3.47004e-41,9.20652e+12,-69.9547329117,-69.9547329117,0.002,3857.70419897,,-51.4201,inf,100,1.73501e-38,1.0,1,,0.002,98.6,-51.4201
500.0,,1.0,-62.4801421452,500,1347.5333441,1.0,1.0,1.0,-62.4801421452,-62.4801421452,0.01,1347.5333441,36.5248,-62.4801,100.0,100,1.0,0.01,2,0.01,3.50449e-18,90.29,-62.4801
500.0,,1.0,-68.8213771102,500,3837.40465409,1.0,1.0,1.0,-68.8213771102,-68.8213771102,0.005,3837.40465409,50.7602,-65.6508,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,97.16,-65.6508
500.0,,1.0,-70.0297129311,500,3830.28459867,1.0,1.0,1.0,-70.0297129311,-70.0297129311,0.00333333,3830.28459867,54.6442,-67.1104,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,99.12,-67.1104
500.0,,1.0,-60.3643873967,500,1361.42836238,1.0,1.0,1.0,-60.3643873967,-60.3643873967,0.0025,1361.42836238,50.8427,-65.4239,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,86.98,-65.4239
0.651808581833,2360.53,1.0,-63.8203209136,500,1357.21838492,,2.29856,767.096,-63.8203209136,-63.8203209136,0.002,1357.21838492,0.0313903,-51.141,1.11883836914,100,1084.6,0.943726,1,,0.00178714,92.25,-51.141
500.0,,1.0,-65.0569721977,500,2616.11311882,1.0,1.0,1.0,-65.0569721977,-65.0569721977,0.01,2616.11311882,50.8916,-65.057,100.0,100,1.0,0.01,2,0.01,3.50449e-18,92.67,-65.057
500.0,,1.0,-73.4319369842,500,5027.24740177,1.0,1.0,1.0,-73.4319369842,-73.4319369842,0.005,5027.24740177,61.6522,-69.2445,200.000000102,100,1.0,0.005,2,0.005,2.1793e-19,103.3,-69.2445
500.0,,1.0,-62.4198395079,500,1343.19451058,1.0,1.0,1.0,-62.4198395079,-62.4198395079,0.00333333,1343.19451058,54.659,-66.9696,299.999969474,100,1.0,0.00333333,2,0.00333333,5.43914e-20,90.3,-66.9696
500.0,,1.0,-62.7475718437,500,1351.59649862,1.0,1.0,1.0,-62.7475718437,-62.7475718437,0.0025,1351.59649862,50.7796,-65.9141,400.0,100,1.0,0.0025,2,0.0025,5.4346e-20,90.72,-65.9141
