MinVanillaIw,AvgDiscRet,BatchSize,ESSRenyi,VanillaAvgRet,MaxVanillaIw,VarDiscRet,VarVanillaIw,VarNormIw,AvgNormIw,MaxNormIw,MinNormIw,J,EpsThisIter,AvgVanillaIw,VarJ,Bound,AvgEpLen,IterType,eRenyi2,ESSClassic,AvgRet,VarRet,Delta
0.00101102,-99.7765200956,300,163.204024941,-99.7765200956,3.75181,42.3970033226,0.692981,9.6718e-06,0.00333333,0.0140163,3.77705e-06,-98.1532,100,0.892248,10.7652,-102.71,40.19,1,1.83819,160.63735783,-99.7765200956,42.3970033226,0.8
1.0,-100.001619394,300,300.0,-100.001619394,1.0,27.5464295159,,3.50449e-18,0.01,0.01,0.01,-100.002,100,1.0,5.22216,-105.659,39.23,2,1.0,100.0,-100.001619394,27.5464295159,0.8
1.0,-98.2834818757,300,300.0,-98.2834818757,1.0,49.8069868808,,2.1793e-19,0.005,0.005,0.005,-99.1425,100,1.0,6.24723,-103.143,41.16,2,1.0,200.000000102,-98.2834818757,49.8069868808,0.8
,-98.8210628725,300,299.997282053,-98.8210628725,6.00155e-10,63.780570216,1.20062e-21,0.00329028,0.00333333,0.993522,,-93.21,100,2.01356e-12,0.751574,-96.5995,43.13,1,1.00001,1.01303986987,-98.8210628725,63.780570216,0.8
1.0,-201.430267186,300,300.0,-201.430267186,1.0,17061.7240859,,3.50449e-18,0.01,0.01,0.01,-201.43,100,1.0,129.966,-226.426,196.17,2,1.0,100.0,-201.430267186,17061.7240859,0.8
1.0,-200.817355344,300,300.0,-200.817355344,1.0,17852.2325427,,2.1793e-19,0.005,0.005,0.005,-201.124,100,1.0,131.463,-218.799,199.37,2,1.0,200.000000102,-200.817355344,17852.2325427,0.8
1.66624e+09,-187.455098944,400,4598195920.99,-98.8210628725,inf,16374.5373272,nan,nan,nan,nan,nan,nan,100,inf,nan,nan,43.13,,8.69906e-08,nan,-98.8210628725,63.780570216,0.8
0.00804124,-99.5954396608,400,301.673287918,-99.5954396608,2.35921,72.0629601437,0.315663,2.04708e-06,0.0025,0.00600789,2.04776e-05,-98.3509,100,0.981712,8.72927,-101.801,44.18,1,1.32594,301.496668412,-99.5954396608,72.0629601437,0.8
1.0,-99.1601780949,400,400.0,-99.1601780949,1.0,63.4702095424,,3.50449e-18,0.01,0.01,0.01,-99.1602,100,1.0,7.92688,-104.702,41.05,2,1.0,100.0,-99.1601780949,63.4702095424,0.8
1.0,-99.2642303692,400,400.0,-99.2642303692,1.0,56.7844734816,,2.1793e-19,0.005,0.005,0.005,-99.2122,100,1.0,7.71549,-103.234,42.64,2,1.0,200.000000102,-99.2642303692,56.7844734816,0.8
1.0,-99.2643650946,400,400.0,-99.2643650946,1.0,38.7594360315,,5.43914e-20,0.00333333,0.00333333,0.00333333,-99.2296,100,1.0,7.24411,-102.513,41.16,2,1.0,299.999969474,-99.2643650946,38.7594360315,0.8
0.436361,-98.2925881933,400,368.756199616,-98.2925881933,2.56668,67.584262672,0.083389,5.18567e-07,0.0025,0.00640057,0.00108816,-98.8065,100,1.00252,8.52258,-101.768,42.74,1,1.08473,369.425113445,-98.2925881933,67.584262672,0.8
1.0,-99.5400322277,400,400.0,-99.5400322277,1.0,59.2290006145,,3.50449e-18,0.01,0.01,0.01,-99.54,100,1.0,7.65746,-105.128,43.11,2,1.0,100.0,-99.5400322277,59.2290006145,0.8
1.0,-98.1883682067,400,400.0,-98.1883682067,1.0,59.9083612971,,2.1793e-19,0.005,0.005,0.005,-98.8642,100,1.0,7.70907,-102.93,44.41,2,1.0,200.000000102,-98.1883682067,59.9083612971,0.8
1.0,-97.6345090293,400,400.0,-97.6345090293,1.0,54.0401475953,,5.43914e-20,0.00333333,0.00333333,0.00333333,-98.4543,100,1.0,7.60191,-101.774,44.24,2,1.0,299.999969474,-97.6345090293,54.0401475953,0.8
1.38672e-07,-97.7367730901,400,249.474403441,-97.7367730901,2.98533,64.4626970187,0.591141,4.07805e-06,0.0025,0.00784103,3.64226e-10,-97.1038,100,0.95183,12.6263,-100.801,48.17,1,1.60337,242.298237478,-97.7367730901,64.4626970187,0.8
1.0,-98.3010692949,400,400.0,-98.3010692949,1.0,71.0606506546,,3.50449e-18,0.01,0.01,0.01,-98.3011,100,1.0,8.38749,-104.114,41.92,2,1.0,100.0,-98.3010692949,71.0606506546,0.8
1.0,-98.9127512715,400,400.0,-98.9127512715,1.0,58.2234363879,,2.1793e-19,0.005,0.005,0.005,-98.6069,100,1.0,8.00557,-102.717,45.61,2,1.0,200.000000102,-98.9127512715,58.2234363879,0.8
1.0,-98.0271300845,400,400.0,-98.0271300845,1.0,69.4641936162,,5.43914e-20,0.00333333,0.00333333,0.00333333,-98.4137,100,1.0,8.10703,-101.77,46.2,2,1.0,299.999969474,-98.0271300845,69.4641936162,0.8
0.00561905,-99.286275392,400,293.512378769,-99.286275392,3.3921,44.7530208673,0.365074,2.32815e-06,0.0025,0.00856612,1.41899e-05,-97.7456,100,0.989975,9.61897,-101.138,42.49,1,1.3628,291.635738981,-99.286275392,44.7530208673,0.8
1.0,-98.2134070967,400,400.0,-98.2134070967,1.0,74.307559565,,3.50449e-18,0.01,0.01,0.01,-98.2134,100,1.0,8.57697,-103.716,45.26,2,1.0,100.0,-98.2134070967,74.307559565,0.8
1.0,-98.5887277564,400,400.0,-98.5887277564,1.0,50.0437839794,,2.1793e-19,0.005,0.005,0.005,-98.4011,100,1.0,7.84787,-102.372,41.64,2,1.0,200.000000102,-98.5887277564,50.0437839794,0.8
1.0,-98.5358683608,400,400.0,-98.5358683608,1.0,63.5153785326,,5.43914e-20,0.00333333,0.00333333,0.00333333,-98.446,100,1.0,7.8755,-101.688,42.25,2,1.0,299.999969474,-98.5358683608,63.5153785326,0.8
7.08722e-05,-98.1677289263,400,245.21893185,-98.1677289263,3.57367,56.2681218704,0.57431,4.23257e-06,0.0025,0.0097016,1.924e-07,-97.2672,100,0.920898,11.9764,-100.853,44.48,1,1.6312,238.732032449,-98.1677289263,56.2681218704,0.8
1.0,-99.2781832338,400,400.0,-99.2781832338,1.0,52.3335699612,,3.50449e-18,0.01,0.01,0.01,-99.2782,100,1.0,7.19793,-105.053,41.06,2,1.0,100.0,-99.2781832338,52.3335699612,0.8
1.0,-98.593618882,400,400.0,-98.593618882,1.0,67.0551648294,,2.1793e-19,0.005,0.005,0.005,-98.9359,100,1.0,7.6951,-103.019,41.49,2,1.0,200.000000102,-98.593618882,67.0551648294,0.8
1.0,-99.1868976711,400,400.0,-99.1868976711,1.0,35.6087941299,,5.43914e-20,0.00333333,0.00333333,0.00333333,-99.0196,100,1.0,7.1583,-102.353,40.93,2,1.0,299.999969474,-99.1868976711,35.6087941299,0.8
0.00899018,-98.0673001405,400,288.2164669,-98.0673001405,2.84306,86.9666905671,0.426545,2.78439e-06,0.0025,0.00726387,2.29695e-05,-97.8079,100,0.978492,11.0006,-101.209,41.9,1,1.38785,276.933690716,-98.0673001405,86.9666905671,0.8
1.0,-98.2936457704,400,400.0,-98.2936457704,1.0,54.8950928332,,3.50449e-18,0.01,0.01,0.01,-98.2936,100,1.0,7.37198,-104.145,43.36,2,1.0,100.0,-98.2936457704,54.8950928332,0.8
1.0,-99.3121666526,400,400.0,-99.3121666526,1.0,61.0775865649,,2.1793e-19,0.005,0.005,0.005,-98.8029,100,1.0,7.5938,-102.941,41.42,2,1.0,200.000000102,-99.3121666526,61.0775865649,0.8
1.0,-99.5618763417,400,400.0,-99.5618763417,1.0,72.4247832052,,5.43914e-20,0.00333333,0.00333333,0.00333333,-99.0559,100,1.0,7.90393,-102.434,44.2,2,1.0,299.999969474,-99.5618763417,72.4247832052,0.8
0.00374027,-99.5975365975,400,325.645194553,-99.5975365975,2.88081,46.1018913564,0.220741,1.49303e-06,0.0025,0.00749216,9.72735e-06,-98.6887,100,0.961275,9.39401,-101.931,44.52,1,1.22833,323.026902777,-99.5975365975,46.1018913564,0.8
1.0,-98.5018164614,400,400.0,-98.5018164614,1.0,57.00364307,,3.50449e-18,0.01,0.01,0.01,-98.5018,100,1.0,7.51223,-104.101,43.65,2,1.0,100.0,-98.5018164614,57.00364307,0.8
1.0,-98.3182760683,400,400.0,-98.3182760683,1.0,83.3496991657,,2.1793e-19,0.005,0.005,0.005,-98.41,100,1.0,8.33567,-102.369,43.44,2,1.0,200.000000102,-98.3182760683,83.3496991657,0.8
1.0,-98.9814480758,400,400.0,-98.9814480758,1.0,54.2873965173,,5.43914e-20,0.00333333,0.00333333,0.00333333,-98.6005,100,1.0,8.01933,-101.833,42.04,2,1.0,299.999969474,-98.9814480758,54.2873965173,0.8
0.193286,-100.353457662,400,355.943551733,-100.353457662,2.62402,46.134742879,0.110522,6.8953e-07,0.0025,0.00655421,0.000482785,-98.7411,100,1.00089,8.89795,-101.769,42.56,1,1.12377,360.344335691,-100.353457662,46.134742879,0.8
1.0,-99.2554947513,400,400.0,-99.2554947513,1.0,50.559774571,,3.50449e-18,0.01,0.01,0.01,-99.2555,100,1.0,7.0749,-104.852,42.1,2,1.0,100.0,-99.2554947513,50.559774571,0.8
1.0,-98.9435366729,400,400.0,-98.9435366729,1.0,44.9536892451,,2.1793e-19,0.005,0.005,0.005,-99.0995,100,1.0,6.87775,-103.057,39.58,2,1.0,200.000000102,-98.9435366729,44.9536892451,0.8
1.0,-98.5199442457,400,400.0,-98.5199442457,1.0,75.4932674486,,5.43914e-20,0.00333333,0.00333333,0.00333333,-98.9063,100,1.0,7.51818,-102.142,44.11,2,1.0,299.999969474,-98.5199442457,75.4932674486,0.8
0.0803639,-98.645001977,400,296.315915291,-98.645001977,6.22843,39.5884284309,0.365982,2.3295e-06,0.0025,0.0157138,0.000202751,-98.1369,100,0.99092,10.2188,-101.393,41.92,1,1.34991,291.590304685,-98.645001977,39.5884284309,0.8
1.0,-98.4266339929,400,400.0,-98.4266339929,1.0,55.2119904731,,3.50449e-18,0.01,0.01,0.01,-98.4266,100,1.0,7.39323,-104.08,45.2,2,1.0,100.0,-98.4266339929,55.2119904731,0.8
1.0,-100.305723366,400,400.0,-100.305723366,1.0,34.9400954664,,2.1793e-19,0.005,0.005,0.005,-99.3662,100,1.0,6.74596,-103.364,39.16,2,1.0,200.000000102,-100.305723366,34.9400954664,0.8
1.0,-100.490337564,400,400.0,-100.490337564,1.0,37.217811002,,5.43914e-20,0.00333333,0.00333333,0.00333333,-99.7409,100,1.0,6.54992,-103.039,42.95,2,1.0,299.999969474,-100.490337564,37.217811002,0.8
