BatchSize,VarVanillaIw,ESSClassic,VanillaAvgRet,AvgRet,AvgDiscRet,MinVanillaIw,ESSRenyi,EpsThisIter,VarRet,MaxNormIw,Bound,IterType,VarNormIw,VarDiscRet,eRenyi2,J,Delta,AvgVanillaIw,VarJ,MinNormIw,MaxVanillaIw,AvgNormIw,AvgEpLen
500,,100.0,-58.7919567415,-58.7919567415,-58.7919567415,1.0,500.0,100,48.7304541817,0.01,-58.792,2,3.50449e-18,48.7304541817,1.0,-58.792,1.0,1.0,6.94573,0.01,1.0,0.01,86.27
500,,200.000000102,-61.9749409349,-61.9749409349,-61.9749409349,1.0,500.0,100,1333.74795221,0.005,-60.3834,2,2.1793e-19,1333.74795221,1.0,-60.3834,1.0,1.0,26.208,0.005,1.0,0.005,89.79
500,,299.999969474,-58.0447162464,-58.0447162464,-58.0447162464,1.0,500.0,100,40.8943425059,0.00333333,-59.6039,2,5.43914e-20,40.8943425059,1.0,-59.6039,1.0,1.0,21.7398,0.00333333,1.0,0.00333333,85.22
500,,400.0,-60.6614630952,-60.6614630952,-60.6614630952,1.0,500.0,100,1340.30800138,0.0025,-59.8683,2,5.4346e-20,1340.30800138,1.0,-59.8683,1.0,1.0,26.1992,0.0025,1.0,0.0025,87.95
500,,500.000006643,-61.7450890839,-61.7450890839,-61.7450890839,1.0,500.0,100,1335.13352518,0.002,-60.2436,1,5.43187e-20,1335.13352518,1.0,-60.2436,1.0,1.0,28.5314,0.002,1.0,0.002,89.34
500,,100.0,-57.8968650711,-57.8968650711,-57.8968650711,1.0,500.0,100,51.639668258,0.01,-57.8969,2,3.50449e-18,51.639668258,1.0,-57.8969,1.0,1.0,7.15005,0.01,1.0,0.01,84.96
500,,200.000000102,-61.2315671514,-61.2315671514,-61.2315671514,1.0,500.0,100,1341.14528614,0.005,-59.5642,2,2.1793e-19,1341.14528614,1.0,-59.5642,1.0,1.0,26.3099,0.005,1.0,0.005,88.67
500,,299.999969474,-59.204457716,-59.204457716,-59.204457716,1.0,500.0,100,59.3861241925,0.00333333,-59.4443,2,5.43914e-20,59.3861241925,1.0,-59.4443,1.0,1.0,21.934,0.00333333,1.0,0.00333333,87.23
500,,400.0,-57.5939169373,-57.5939169373,-57.5939169373,1.0,500.0,100,41.392486059,0.0025,-58.9817,2,5.4346e-20,41.392486059,1.0,-58.9817,1.0,1.0,19.2798,0.0025,1.0,0.0025,84.52
500,,500.000006643,-61.1880910385,-61.1880910385,-61.1880910385,1.0,500.0,100,1333.44767687,0.002,-59.423,1,5.43187e-20,1333.44767687,1.0,-59.423,1.0,1.0,23.7101,0.002,1.0,0.002,88.86
500,,100.0,-65.6236063552,-65.6236063552,-65.6236063552,1.0,500.0,100,2587.34384587,0.01,-65.6236,2,3.50449e-18,2587.34384587,1.0,-65.6236,1.0,1.0,50.611,0.01,1.0,0.01,93.95
500,,200.000000102,-57.365657476,-57.365657476,-57.365657476,1.0,500.0,100,51.8640988223,0.005,-61.4946,2,2.1793e-19,51.8640988223,1.0,-61.4946,1.0,1.0,36.3793,0.005,1.0,0.005,84.26
500,,299.999969474,-61.3846096258,-61.3846096258,-61.3846096258,1.0,500.0,100,1352.65835599,0.00333333,-61.458,2,5.43914e-20,1352.65835599,1.0,-61.458,1.0,1.0,36.4511,0.00333333,1.0,0.00333333,89.21
500,,400.0,-60.8436928721,-60.8436928721,-60.8436928721,1.0,500.0,100,1335.37708974,0.0025,-61.3044,2,5.4346e-20,1335.37708974,1.0,-61.3044,1.0,1.0,36.4292,0.0025,1.0,0.0025,88.28
500,,500.000006643,-62.0092917976,-62.0092917976,-62.0092917976,1.0,500.0,100,1348.63507257,0.002,-61.4454,1,5.43187e-20,1348.63507257,1.0,-61.4454,1.0,1.0,36.4524,0.002,1.0,0.002,89.61
500,,100.0,-61.3462505838,-61.3462505838,-61.3462505838,1.0,500.0,100,1350.85541357,0.01,-61.3462,2,3.50449e-18,1350.85541357,1.0,-61.3462,1.0,1.0,36.5698,0.01,1.0,0.01,89.07
500,,200.000000102,-60.9840787964,-60.9840787964,-60.9840787964,1.0,500.0,100,1335.63665906,0.005,-61.1652,2,2.1793e-19,1335.63665906,1.0,-61.1652,1.0,1.0,36.4671,0.005,1.0,0.005,88.15
500,,299.999969474,-58.5147719422,-58.5147719422,-58.5147719422,1.0,500.0,100,45.9919973919,0.00333333,-60.2817,2,5.43914e-20,45.9919973919,1.0,-60.2817,1.0,1.0,30.055,0.00333333,1.0,0.00333333,86.06
500,,400.0,-57.1222805041,-57.1222805041,-57.1222805041,1.0,500.0,100,39.1942263797,0.0025,-59.4918,2,5.4346e-20,39.1942263797,1.0,-59.4918,1.0,1.0,26.2497,0.0025,1.0,0.0025,83.36
500,,500.000006643,-58.3202643776,-58.3202643776,-58.3202643776,1.0,500.0,100,52.7282106959,0.002,-59.2575,1,5.43187e-20,52.7282106959,1.0,-59.2575,1.0,1.0,23.7044,0.002,1.0,0.002,85.59
500,,100.0,-58.7221639663,-58.7221639663,-58.7221639663,1.0,500.0,100,57.0270003957,0.01,-58.7222,2,3.50449e-18,57.0270003957,1.0,-58.7222,1.0,1.0,7.51377,0.01,1.0,0.01,85.93
500,,200.000000102,-62.0314242159,-62.0314242159,-62.0314242159,1.0,500.0,100,1347.21246838,0.005,-60.3768,2,2.1793e-19,1347.21246838,1.0,-60.3768,1.0,1.0,26.4166,0.005,1.0,0.005,89.73
500,,299.999969474,-60.7799263376,-60.7799263376,-60.7799263376,1.0,500.0,100,1343.4880298,0.00333333,-60.5112,2,5.43914e-20,1343.4880298,1.0,-60.5112,1.0,1.0,30.1432,0.00333333,1.0,0.00333333,87.76
500,,400.0,-65.8139623989,-65.8139623989,-65.8139623989,1.0,500.0,100,2592.94531002,0.0025,-61.8369,2,5.4346e-20,2592.94531002,1.0,-61.8369,1.0,1.0,36.4484,0.0025,1.0,0.0025,94.15
500,,500.000006643,-58.7624495958,-58.7624495958,-58.7624495958,1.0,500.0,100,48.8911755146,0.002,-61.222,1,5.43187e-20,48.8911755146,1.0,-61.222,1.0,1.0,32.7716,0.002,1.0,0.002,86.34
500,,100.0,-57.4066689645,-57.4066689645,-57.4066689645,1.0,500.0,100,42.8854888766,0.01,-57.4067,2,3.50449e-18,42.8854888766,1.0,-57.4067,1.0,1.0,6.51588,0.01,1.0,0.01,84.29
500,,200.000000102,-61.7727874601,-61.7727874601,-61.7727874601,1.0,500.0,100,1333.13784832,0.005,-59.5897,2,2.1793e-19,1333.13784832,1.0,-59.5897,1.0,1.0,26.1896,0.005,1.0,0.005,89.54
500,,299.999969474,-58.8159393379,-58.8159393379,-58.8159393379,1.0,500.0,100,55.681738725,0.00333333,-59.3318,2,5.43914e-20,55.681738725,1.0,-59.3318,1.0,1.0,21.8122,0.00333333,1.0,0.00333333,86.43
500,,400.0,-57.2661626931,-57.2661626931,-57.2661626931,1.0,500.0,100,60.8556663444,0.0025,-58.8154,2,5.4346e-20,60.8556663444,1.0,-58.8154,1.0,1.0,19.3052,0.0025,1.0,0.0025,83.93
500,,500.000006643,-57.4198895019,-57.4198895019,-57.4198895019,1.0,500.0,100,49.4286620837,0.002,-58.5363,1,5.43187e-20,49.4286620837,1.0,-58.5363,1.0,1.0,17.5571,0.002,1.0,0.002,84.2
500,,100.0,-62.8459031117,-62.8459031117,-62.8459031117,1.0,500.0,100,1338.79071996,0.01,-62.8459,2,3.50449e-18,1338.79071996,1.0,-62.8459,1.0,1.0,36.4061,0.01,1.0,0.01,91.3
500,,200.000000102,-58.1339182648,-58.1339182648,-58.1339182648,1.0,500.0,100,58.052780971,0.005,-60.4899,2,2.1793e-19,58.052780971,1.0,-60.4899,1.0,1.0,26.4005,0.005,1.0,0.005,85.03
500,,299.999969474,-58.1148796885,-58.1148796885,-58.1148796885,1.0,500.0,100,42.1523366126,0.00333333,-59.6982,2,5.43914e-20,42.1523366126,1.0,-59.6982,1.0,1.0,21.9049,0.00333333,1.0,0.00333333,85.45
500,,400.0,-58.4558925919,-58.4558925919,-58.4558925919,1.0,500.0,100,52.9614656231,0.0025,-59.3876,2,5.4346e-20,52.9614656231,1.0,-59.3876,1.0,1.0,19.3201,0.0025,1.0,0.0025,85.84
500,,500.000006643,-58.1204975818,-58.1204975818,-58.1204975818,1.0,500.0,100,47.9302185834,0.002,-59.1342,1,5.43187e-20,47.9302185834,1.0,-59.1342,1.0,1.0,17.5601,0.002,1.0,0.002,85.3
500,,100.0,-58.2973478559,-58.2973478559,-58.2973478559,1.0,500.0,100,53.2226257895,0.01,-58.2973,2,3.50449e-18,53.2226257895,1.0,-58.2973,1.0,1.0,7.25882,0.01,1.0,0.01,85.33
500,,200.000000102,-57.1921612705,-57.1921612705,-57.1921612705,1.0,500.0,100,54.2482986321,0.005,-57.7448,2,2.1793e-19,54.2482986321,1.0,-57.7448,1.0,1.0,7.31461,0.005,1.0,0.005,83.61
500,,299.999969474,-65.4655156195,-65.4655156195,-65.4655156195,1.0,500.0,100,2596.96170217,0.00333333,-60.3183,2,5.43914e-20,2596.96170217,1.0,-60.3183,1.0,1.0,30.0984,0.00333333,1.0,0.00333333,93.86
500,,400.0,-58.4801237743,-58.4801237743,-58.4801237743,1.0,500.0,100,60.7374434387,0.0025,-59.8588,2,5.4346e-20,60.7374434387,1.0,-59.8588,1.0,1.0,26.3648,0.0025,1.0,0.0025,86.16
500,,500.000006643,-61.5098995328,-61.5098995328,-61.5098995328,1.0,500.0,100,1340.3526277,0.002,-60.189,1,5.43187e-20,1340.3526277,1.0,-60.189,1.0,1.0,28.6689,0.002,1.0,0.002,89.24
500,,100.0,-62.5212091671,-62.5212091671,-62.5212091671,1.0,500.0,100,1327.00814526,0.01,-62.5212,2,3.50449e-18,1327.00814526,1.0,-62.5212,1.0,1.0,36.2455,0.01,1.0,0.01,90.73
500,,200.000000102,-65.3623772649,-65.3623772649,-65.3623772649,1.0,500.0,100,2612.35556763,0.005,-63.9418,2,2.1793e-19,2612.35556763,1.0,-63.9418,1.0,1.0,44.1815,0.005,1.0,0.005,93.91
500,,299.999969474,-59.7937673415,-59.7937673415,-59.7937673415,1.0,500.0,100,67.3544095842,0.00333333,-62.5591,2,5.43914e-20,67.3544095842,1.0,-62.5591,1.0,1.0,36.4333,0.00333333,1.0,0.00333333,88.15
500,,400.0,-58.9181055823,-58.9181055823,-58.9181055823,1.0,500.0,100,53.3077053859,0.0025,-61.6489,2,5.4346e-20,53.3077053859,1.0,-61.6489,1.0,1.0,31.7997,0.0025,1.0,0.0025,86.51
500,,500.000006643,-58.1894457784,-58.1894457784,-58.1894457784,1.0,500.0,100,42.1891509551,0.002,-60.957,1,5.43187e-20,42.1891509551,1.0,-60.957,1.0,1.0,28.6224,0.002,1.0,0.002,85.07
500,,100.0,-60.6383083095,-60.6383083095,-60.6383083095,1.0,500.0,100,1353.49065921,0.01,-60.6383,2,3.50449e-18,1353.49065921,1.0,-60.6383,1.0,1.0,36.6054,0.01,1.0,0.01,87.37
500,,200.000000102,-62.4244857584,-62.4244857584,-62.4244857584,1.0,500.0,100,1327.27225845,0.005,-61.5314,2,2.1793e-19,1327.27225845,1.0,-61.5314,1.0,1.0,36.4386,0.005,1.0,0.005,90.8
500,,299.999969474,-61.3972641806,-61.3972641806,-61.3972641806,1.0,500.0,100,1336.59371055,0.00333333,-61.4867,2,5.43914e-20,1336.59371055,1.0,-61.4867,1.0,1.0,36.4179,0.00333333,1.0,0.00333333,89.06
500,,400.0,-58.1376804896,-58.1376804896,-58.1376804896,1.0,500.0,100,62.6039307943,0.0025,-60.6494,2,5.4346e-20,62.6039307943,1.0,-60.6494,1.0,1.0,31.8166,0.0025,1.0,0.0025,85.3
500,,500.000006643,-58.4563984603,-58.4563984603,-58.4563984603,1.0,500.0,100,49.6838447578,0.002,-60.2108,1,5.43187e-20,49.6838447578,1.0,-60.2108,1.0,1.0,28.6434,0.002,1.0,0.002,86.2
500,,100.0,-61.0213048509,-61.0213048509,-61.0213048509,1.0,500.0,100,1343.55107043,0.01,-61.0213,2,3.50449e-18,1343.55107043,1.0,-61.0213,1.0,1.0,36.4708,0.01,1.0,0.01,88.4
500,,200.000000102,-57.6444299412,-57.6444299412,-57.6444299412,1.0,500.0,100,49.8555326251,0.005,-59.3329,2,2.1793e-19,49.8555326251,1.0,-59.3329,1.0,1.0,26.3171,0.005,1.0,0.005,84.99
500,,299.999969474,-56.3272891168,-56.3272891168,-56.3272891168,1.0,500.0,100,45.8997192808,0.00333333,-58.331,2,5.43914e-20,45.8997192808,1.0,-58.331,1.0,1.0,21.8833,0.00333333,1.0,0.00333333,82.16
500,,400.0,-57.6208682157,-57.6208682157,-57.6208682157,1.0,500.0,100,55.299959994,0.0025,-58.1535,2,5.4346e-20,55.299959994,1.0,-58.1535,1.0,1.0,19.3117,0.0025,1.0,0.0025,84.36
500,,500.000006643,-61.7749821976,-61.7749821976,-61.7749821976,1.0,500.0,100,1330.7730603,0.002,-58.8778,1,5.43187e-20,1330.7730603,1.0,-58.8778,1.0,1.0,23.7475,0.002,1.0,0.002,89.62
500,,100.0,-58.471161814,-58.471161814,-58.471161814,1.0,500.0,100,53.9833071135,0.01,-58.4712,2,3.50449e-18,53.9833071135,1.0,-58.4712,1.0,1.0,7.3105,0.01,1.0,0.01,85.75
500,,200.000000102,-60.1729381101,-60.1729381101,-60.1729381101,1.0,500.0,100,47.7560576848,0.005,-59.322,2,2.1793e-19,47.7560576848,1.0,-59.322,1.0,1.0,7.14738,0.005,1.0,0.005,88.63
500,,299.999969474,-58.0768174432,-58.0768174432,-58.0768174432,1.0,500.0,100,56.4349646104,0.00333333,-58.907,2,5.43914e-20,56.4349646104,1.0,-58.907,1.0,1.0,7.28181,0.00333333,1.0,0.00333333,85.34
500,,400.0,-61.8339946385,-61.8339946385,-61.8339946385,1.0,500.0,100,1347.52829478,0.0025,-59.6387,2,5.4346e-20,1347.52829478,1.0,-59.6387,1.0,1.0,19.362,0.0025,1.0,0.0025,89.4
500,,500.000006643,-57.8389230995,-57.8389230995,-57.8389230995,1.0,500.0,100,41.8749657597,0.002,-59.2788,1,5.43187e-20,41.8749657597,1.0,-59.2788,1.0,1.0,17.5704,0.002,1.0,0.002,84.9
500,,100.0,-62.0506993818,-62.0506993818,-62.0506993818,1.0,500.0,100,1350.43836867,0.01,-62.0507,2,3.50449e-18,1350.43836867,1.0,-62.0507,1.0,1.0,36.5641,0.01,1.0,0.01,89.77
500,,200.000000102,-62.0413144265,-62.0413144265,-62.0413144265,1.0,500.0,100,1335.85620415,0.005,-62.046,2,2.1793e-19,1335.85620415,1.0,-62.046,1.0,1.0,36.4653,0.005,1.0,0.005,90.35
500,,299.999969474,-58.319956563,-58.319956563,-58.319956563,1.0,500.0,100,54.3387478237,0.00333333,-60.804,2,5.43914e-20,54.3387478237,1.0,-60.804,1.0,1.0,30.1246,0.00333333,1.0,0.00333333,85.39
500,,400.0,-61.244900288,-61.244900288,-61.244900288,1.0,500.0,100,1333.33825442,0.0025,-60.9142,2,5.4346e-20,1333.33825442,1.0,-60.9142,1.0,1.0,31.7909,0.0025,1.0,0.0025,88.9
500,,500.000006643,-58.8609234712,-58.8609234712,-58.8609234712,1.0,500.0,100,49.6430138163,0.002,-60.5036,1,5.43187e-20,49.6430138163,1.0,-60.5036,1.0,1.0,28.6187,0.002,1.0,0.002,86.33
500,,100.0,-58.4797646034,-58.4797646034,-58.4797646034,1.0,500.0,100,47.3331302978,0.01,-58.4798,2,3.50449e-18,47.3331302978,1.0,-58.4798,1.0,1.0,6.84542,0.01,1.0,0.01,85.79
500,,200.000000102,-62.4130800837,-62.4130800837,-62.4130800837,1.0,500.0,100,1322.99576091,0.005,-60.4464,2,2.1793e-19,1322.99576091,1.0,-60.4464,1.0,1.0,26.1186,0.005,1.0,0.005,90.27
500,,299.999969474,-60.3281951132,-60.3281951132,-60.3281951132,1.0,500.0,100,1350.44987078,0.00333333,-60.407,2,5.43914e-20,1350.44987078,1.0,-60.407,1.0,1.0,30.0073,0.00333333,1.0,0.00333333,87.56
500,,400.0,-61.9109076898,-61.9109076898,-61.9109076898,1.0,500.0,100,1327.53581357,0.0025,-60.783,2,5.4346e-20,1327.53581357,1.0,-60.783,1.0,1.0,31.691,0.0025,1.0,0.0025,89.9
500,,500.000006643,-59.1578222065,-59.1578222065,-59.1578222065,1.0,500.0,100,48.3107005021,0.002,-60.458,1,5.43187e-20,48.3107005021,1.0,-60.458,1.0,1.0,28.5209,0.002,1.0,0.002,86.59
500,,100.0,-58.106487688,-58.106487688,-58.106487688,1.0,500.0,100,38.5216690013,0.01,-58.1065,2,3.50449e-18,38.5216690013,1.0,-58.1065,1.0,1.0,6.17547,0.01,1.0,0.01,85.1
500,,200.000000102,-58.5761820102,-58.5761820102,-58.5761820102,1.0,500.0,100,59.2899331187,0.005,-58.3413,2,2.1793e-19,59.2899331187,1.0,-58.3413,1.0,1.0,6.96218,0.005,1.0,0.005,86.2
500,,299.999969474,-58.1927283853,-58.1927283853,-58.1927283853,1.0,500.0,100,50.7445978173,0.00333333,-58.2918,2,5.43914e-20,50.7445978173,1.0,-58.2918,1.0,1.0,7.00466,0.00333333,1.0,0.00333333,84.99
500,,400.0,-57.1028924274,-57.1028924274,-57.1028924274,1.0,500.0,100,46.5977641071,0.0025,-57.9946,2,5.4346e-20,46.5977641071,1.0,-57.9946,1.0,1.0,6.97115,0.0025,1.0,0.0025,83.75
500,,500.000006643,-57.8553845474,-57.8553845474,-57.8553845474,1.0,500.0,100,51.9027750759,0.002,-57.9667,1,5.43187e-20,51.9027750759,1.0,-57.9667,1.0,1.0,7.01123,0.002,1.0,0.002,85.04
500,,100.0,-58.4101077129,-58.4101077129,-58.4101077129,1.0,500.0,100,64.4386634008,0.01,-58.4101,2,3.50449e-18,64.4386634008,1.0,-58.4101,1.0,1.0,7.98713,0.01,1.0,0.01,86.17
500,,200.000000102,-60.6850551261,-60.6850551261,-60.6850551261,1.0,500.0,100,1334.80184027,0.005,-59.5476,2,2.1793e-19,1334.80184027,1.0,-59.5476,1.0,1.0,26.3423,0.005,1.0,0.005,87.67
500,,299.999969474,-62.5255883174,-62.5255883174,-62.5255883174,1.0,500.0,100,1325.36579574,0.00333333,-60.5402,2,5.43914e-20,1325.36579574,1.0,-60.5402,1.0,1.0,30.0325,0.00333333,1.0,0.00333333,91.01
500,,400.0,-57.6193243395,-57.6193243395,-57.6193243395,1.0,500.0,100,41.2202482811,0.0025,-59.81,2,5.4346e-20,41.2202482811,1.0,-59.81,1.0,1.0,26.2348,0.0025,1.0,0.0025,83.91
500,,500.000006643,-69.3855580182,-69.3855580182,-69.3855580182,1.0,500.0,100,3820.04676799,0.002,-61.7251,1,5.43187e-20,3820.04676799,1.0,-61.7251,1.0,1.0,36.3546,0.002,1.0,0.002,98.64
500,,100.0,-66.1405909176,-66.1405909176,-66.1405909176,1.0,500.0,100,2573.05804124,0.01,-66.1406,2,3.50449e-18,2573.05804124,1.0,-66.1406,1.0,1.0,50.4711,0.01,1.0,0.01,94.95
500,,200.000000102,-57.3990352826,-57.3990352826,-57.3990352826,1.0,500.0,100,41.7156639248,0.005,-61.7698,2,2.1793e-19,41.7156639248,1.0,-61.7698,1.0,1.0,36.2411,0.005,1.0,0.005,84.28
500,,299.999969474,-58.6834636003,-58.6834636003,-58.6834636003,1.0,500.0,100,49.6537758516,0.00333333,-60.741,2,5.43914e-20,49.6537758516,1.0,-60.741,1.0,1.0,29.9017,0.00333333,1.0,0.00333333,86.14
500,,400.0,-61.3855923019,-61.3855923019,-61.3855923019,1.0,500.0,100,1338.3973791,0.0025,-60.9022,2,5.4346e-20,1338.3973791,1.0,-60.9022,1.0,1.0,31.6531,0.0025,1.0,0.0025,88.94
500,,500.000006643,-57.3876773983,-57.3876773983,-57.3876773983,1.0,500.0,100,58.0296233569,0.002,-60.1993,1,5.43187e-20,58.0296233569,1.0,-60.1993,1.0,1.0,28.5482,0.002,1.0,0.002,84.31
500,,100.0,-62.7729304902,-62.7729304902,-62.7729304902,1.0,500.0,100,1323.14531162,0.01,-62.7729,2,3.50449e-18,1323.14531162,1.0,-62.7729,1.0,1.0,36.1927,0.01,1.0,0.01,91.38
500,,200.000000102,-57.8219921717,-57.8219921717,-57.8219921717,1.0,500.0,100,36.3031106446,0.005,-60.2975,2,2.1793e-19,36.3031106446,1.0,-60.2975,1.0,1.0,26.0587,0.005,1.0,0.005,84.9
500,,299.999969474,-58.7292734,-58.7292734,-58.7292734,1.0,500.0,100,47.1902914303,0.00333333,-59.7747,2,5.43914e-20,47.1902914303,1.0,-59.7747,1.0,1.0,21.6523,0.00333333,1.0,0.00333333,86.27
500,,400.0,-57.1588477661,-57.1588477661,-57.1588477661,1.0,500.0,100,46.4364983227,0.0025,-59.1208,2,5.4346e-20,46.4364983227,1.0,-59.1208,1.0,1.0,19.0891,0.0025,1.0,0.0025,83.7
500,,500.000006643,-61.3787026843,-61.3787026843,-61.3787026843,1.0,500.0,100,1339.61614282,0.002,-59.5724,1,5.43187e-20,1339.61614282,1.0,-59.5724,1.0,1.0,23.613,0.002,1.0,0.002,88.69
500,,100.0,-57.3934315699,-57.3934315699,-57.3934315699,1.0,500.0,100,48.0754827441,0.01,-57.3934,2,3.50449e-18,48.0754827441,1.0,-57.3934,1.0,1.0,6.89889,0.01,1.0,0.01,84.26
500,,200.000000102,-58.0581184234,-58.0581184234,-58.0581184234,1.0,500.0,100,61.0103665932,0.005,-57.7258,2,2.1793e-19,61.0103665932,1.0,-57.7258,1.0,1.0,7.35581,0.005,1.0,0.005,85.43
500,,299.999969474,-65.3388322401,-65.3388322401,-65.3388322401,1.0,500.0,100,2602.81898403,0.00333333,-60.2635,2,5.43914e-20,2602.81898403,1.0,-60.2635,1.0,1.0,30.1311,0.00333333,1.0,0.00333333,93.61
500,,400.0,-58.2839502512,-58.2839502512,-58.2839502512,1.0,500.0,100,42.5246136972,0.0025,-59.7686,2,5.4346e-20,42.5246136972,1.0,-59.7686,1.0,1.0,26.3091,0.0025,1.0,0.0025,85.63
500,,500.000006643,-62.3687480786,-62.3687480786,-62.3687480786,1.0,500.0,100,1356.26489888,0.002,-60.2886,1,5.43187e-20,1356.26489888,1.0,-60.2886,1.0,1.0,28.6942,0.002,1.0,0.002,90.45
500,,100.0,-62.5478943869,-62.5478943869,-62.5478943869,1.0,500.0,100,1332.13019408,0.01,-62.5479,2,3.50449e-18,1332.13019408,1.0,-62.5479,1.0,1.0,36.3154,0.01,1.0,0.01,90.83
500,,200.000000102,-72.1995170198,-72.1995170198,-72.1995170198,1.0,500.0,100,5058.24033276,0.005,-67.3737,2,2.1793e-19,5058.24033276,1.0,-67.3737,1.0,1.0,56.4493,0.005,1.0,0.005,101.01
500,,299.999969474,-57.8981222449,-57.8981222449,-57.8981222449,1.0,500.0,100,51.6615198098,0.00333333,-64.2152,2,5.43914e-20,51.6615198098,1.0,-64.2152,1.0,1.0,46.4903,0.00333333,1.0,0.00333333,84.55
500,,400.0,-57.4233127998,-57.4233127998,-57.4233127998,1.0,500.0,100,45.3785352677,0.0025,-62.5172,2,5.4346e-20,45.3785352677,1.0,-62.5172,1.0,1.0,40.5079,0.0025,1.0,0.0025,83.56
500,,500.000006643,-61.8112194498,-61.8112194498,-61.8112194498,1.0,500.0,100,1332.63142253,0.002,-62.376,1,5.43187e-20,1332.63142253,1.0,-62.376,1.0,1.0,39.7071,0.002,1.0,0.002,89.03
500,,100.0,-57.7153185876,-57.7153185876,-57.7153185876,1.0,500.0,100,39.4190240156,0.01,-57.7153,2,3.50449e-18,39.4190240156,1.0,-57.7153,1.0,1.0,6.24699,0.01,1.0,0.01,84.63
500,,200.000000102,-65.5702478363,-65.5702478363,-65.5702478363,1.0,500.0,100,2603.99849603,0.005,-61.6428,2,2.1793e-19,2603.99849603,1.0,-61.6428,1.0,1.0,36.3857,0.005,1.0,0.005,93.79
500,,299.999969474,-57.5081796536,-57.5081796536,-57.5081796536,1.0,500.0,100,45.4142652007,0.00333333,-60.2646,2,5.43914e-20,45.4142652007,1.0,-60.2646,1.0,1.0,30.0233,0.00333333,1.0,0.00333333,84.36
500,,400.0,-57.022996859,-57.022996859,-57.022996859,1.0,500.0,100,65.9718333698,0.0025,-59.4542,2,5.4346e-20,65.9718333698,1.0,-59.4542,1.0,1.0,26.3504,0.0025,1.0,0.0025,83.68
500,,500.000006643,-65.2805590722,-65.2805590722,-65.2805590722,1.0,500.0,100,2585.75222456,0.002,-60.6195,1,5.43187e-20,2585.75222456,1.0,-60.6195,1.0,1.0,32.755,0.002,1.0,0.002,93.8
500,,100.0,-62.5760617772,-62.5760617772,-62.5760617772,1.0,500.0,100,1327.07174078,0.01,-62.5761,2,3.50449e-18,1327.07174078,1.0,-62.5761,1.0,1.0,36.2464,0.01,1.0,0.01,91.04
500,,200.000000102,-58.1243977745,-58.1243977745,-58.1243977745,1.0,500.0,100,52.723921649,0.005,-60.3502,2,2.1793e-19,52.723921649,1.0,-60.3502,1.0,1.0,26.2289,0.005,1.0,0.005,85.5
500,,299.999969474,-58.2625602989,-58.2625602989,-58.2625602989,1.0,500.0,100,45.3150903065,0.00333333,-59.6543,2,5.43914e-20,45.3150903065,1.0,-59.6543,1.0,1.0,21.7844,0.00333333,1.0,0.00333333,85.3
500,,400.0,-69.7294495016,-69.7294495016,-69.7294495016,1.0,500.0,100,3818.77179086,0.0025,-62.1731,2,5.4346e-20,3818.77179086,1.0,-62.1731,1.0,1.0,36.3331,0.0025,1.0,0.0025,98.85
500,,500.000006643,-58.3482727949,-58.3482727949,-58.3482727949,1.0,500.0,100,48.0481026271,0.002,-61.4081,1,5.43187e-20,48.0481026271,1.0,-61.4081,1.0,1.0,32.6792,0.002,1.0,0.002,85.24
500,,100.0,-57.9851204967,-57.9851204967,-57.9851204967,1.0,500.0,100,47.8174106365,0.01,-57.9851,2,3.50449e-18,47.8174106365,1.0,-57.9851,1.0,1.0,6.88035,0.01,1.0,0.01,85.02
500,,200.000000102,-58.8852683476,-58.8852683476,-58.8852683476,1.0,500.0,100,53.892373407,0.005,-58.4352,2,2.1793e-19,53.892373407,1.0,-58.4352,1.0,1.0,7.10978,0.005,1.0,0.005,86.52
500,,299.999969474,-58.3137917683,-58.3137917683,-58.3137917683,1.0,500.0,100,45.5351981869,0.00333333,-58.3947,2,5.43914e-20,45.5351981869,1.0,-58.3947,1.0,1.0,6.98063,0.00333333,1.0,0.00333333,85.29
500,,400.0,-58.6449698663,-58.6449698663,-58.6449698663,1.0,500.0,100,44.2800627463,0.0025,-58.4573,2,5.4346e-20,44.2800627463,1.0,-58.4573,1.0,1.0,6.89332,0.0025,1.0,0.0025,85.86
500,,500.000006643,-65.8245975785,-65.8245975785,-65.8245975785,1.0,500.0,100,2589.97211605,0.002,-59.9308,1,5.43187e-20,2589.97211605,1.0,-59.9308,1.0,1.0,23.654,0.002,1.0,0.002,94.4
500,,100.0,-61.4288539965,-61.4288539965,-61.4288539965,1.0,500.0,100,1345.71925288,0.01,-61.4289,2,3.50449e-18,1345.71925288,1.0,-61.4289,1.0,1.0,36.5002,0.01,1.0,0.01,89.05
500,,200.000000102,-61.4828321366,-61.4828321366,-61.4828321366,1.0,500.0,100,1344.33030085,0.005,-61.4558,2,2.1793e-19,1344.33030085,1.0,-61.4558,1.0,1.0,36.4908,0.005,1.0,0.005,89.42
500,,299.999969474,-65.9496489444,-65.9496489444,-65.9496489444,1.0,500.0,100,2601.25103188,0.00333333,-62.9538,2,5.43914e-20,2601.25103188,1.0,-62.9538,1.0,1.0,41.8404,0.00333333,1.0,0.00333333,94.76
