ESSRenyi,VarRet,AvgEpLen,MinVanillaIw,Delta,AvgVanillaIw,AvgRet,Bound,J,eRenyi2,BatchSize,VarNormIw,MinNormIw,VarJ,ESSClassic,MaxNormIw,EpsThisIter,VarDiscRet,AvgDiscRet,IterType,AvgNormIw,VanillaAvgRet,MaxVanillaIw,VarVanillaIw
500.0,10227.6919698,160.97,1.0,0.9,1.0,-119.674431744,-133.579,-119.674,1.0,500,3.50449e-18,0.01,100.625,100.0,0.01,100,10227.6919698,-119.674431744,2,0.01,-119.674431744,1.0,
500.0,10958.0312267,170.11,1.0,0.9,1.0,-127.328063345,-133.333,-123.501,1.0,500,2.1793e-19,0.005,102.477,200.000000102,0.005,100,10958.0312267,-127.328063345,2,0.005,-127.328063345,1.0,
500.0,13345.8698506,179.92,1.0,0.9,1.0,-135.638683757,-135.575,-127.547,1.0,500,5.43914e-20,0.00333333,106.948,299.999969474,0.00333333,100,13345.8698506,-135.638683757,2,0.00333333,-135.638683757,1.0,
500.0,9352.75245069,158.27,1.0,0.9,1.0,-117.106700846,-131.889,-124.937,1.0,500,5.4346e-20,0.0025,104.469,400.0,0.0025,100,9352.75245069,-117.106700846,2,0.0025,-117.106700846,1.0,
416.584833975,7496.98367395,155.43,0.75151,0.9,189.324,-114.174894438,-81.9013,-75.0887,1.20024,500,0.00198315,7.93888e-06,4.53267,1.00848107892,0.995786,100,7496.98367395,-114.174894438,1,0.002,-114.174894438,94263.2,1.77708e+07
500.0,9881.14395815,170.6,1.0,0.9,1.0,-127.245030389,-141.15,-127.245,1.0,500,3.50449e-18,0.01,98.9057,100.0,0.01,100,9881.14395815,-127.245030389,2,0.01,-127.245030389,1.0,
500.0,13898.8044685,187.27,1.0,0.9,1.0,-142.031369906,-144.47,-134.638,1.0,500,2.1793e-19,0.005,108.746,200.000000102,0.005,100,13898.8044685,-142.031369906,2,0.005,-142.031369906,1.0,
500.0,12360.2779828,181.07,1.0,0.9,1.0,-136.808208431,-143.389,-135.362,1.0,500,5.43914e-20,0.00333333,109.379,299.999969474,0.00333333,100,12360.2779828,-136.808208431,2,0.00333333,-136.808208431,1.0,
500.0,14654.9165127,191.51,1.0,0.9,1.0,-145.230822762,-144.781,-137.829,1.0,500,5.4346e-20,0.0025,112.331,400.0,0.0025,100,14654.9165127,-145.230822762,2,0.0025,-145.230822762,1.0,
423.927036469,9229.64651272,162.86,0.0394885,0.9,1.1929,-120.834044434,-136.125,-129.371,1.17945,500,1.05419e-06,6.62057e-05,116.462,395.874444515,0.0025447,100,9229.64651272,-120.834044434,1,0.002,-120.834044434,1.51779,0.375034
500.0,9051.16470294,167.77,1.0,0.9,1.0,-124.154887435,-138.06,-124.155,1.0,500,3.50449e-18,0.01,94.6607,100.0,0.01,100,9051.16470294,-124.154887435,2,0.01,-124.154887435,1.0,
500.0,10001.3355639,167.88,1.0,0.9,1.0,-125.116034842,-134.468,-124.635,1.0,500,2.1793e-19,0.005,97.1145,200.000000102,0.005,100,10001.3355639,-125.116034842,2,0.005,-125.116034842,1.0,
500.0,9942.56907425,170.86,1.0,0.9,1.0,-127.430710392,-133.595,-125.567,1.0,500,5.43914e-20,0.00333333,97.8277,299.999969474,0.00333333,100,9942.56907425,-127.430710392,2,0.00333333,-127.430710392,1.0,
500.0,10097.3531672,166.98,1.0,0.9,1.0,-124.190977897,-132.175,-125.223,1.0,500,5.4346e-20,0.0025,98.3725,400.0,0.0025,100,10097.3531672,-124.190977897,2,0.0025,-124.190977897,1.0,
249.889750246,8329.18155679,157.57,6.6999e-09,0.9,34.6285,-116.341057523,-111.074,-102.278,2.00088,500,0.0018399,3.86959e-13,18.5997,1.08683298945,0.959221,100,8329.18155679,-116.341057523,1,0.002,-116.341057523,16608.2,551569.0
500.0,11591.4741848,176.36,1.0,0.9,1.0,-132.294822364,-146.199,-132.295,1.0,500,3.50449e-18,0.01,107.124,100.0,0.01,100,11591.4741848,-132.294822364,2,0.01,-132.294822364,1.0,
500.0,14807.0278204,187.74,1.0,0.9,1.0,-142.799215966,-147.379,-137.547,1.0,500,2.1793e-19,0.005,114.433,200.000000102,0.005,100,14807.0278204,-142.799215966,2,0.005,-142.799215966,1.0,
500.0,12439.3540487,177.85,1.0,0.9,1.0,-133.987874808,-144.389,-136.361,1.0,500,5.43914e-20,0.00333333,113.304,299.999969474,0.00333333,100,12439.3540487,-133.987874808,2,0.00333333,-133.987874808,1.0,
500.0,14297.2116904,181.43,1.0,0.9,1.0,-137.833977202,-143.681,-136.729,1.0,500,5.4346e-20,0.0025,114.749,400.0,0.0025,100,14297.2116904,-137.833977202,2,0.0025,-137.833977202,1.0,
231.943993291,12402.0043813,178.02,0.689143,0.9,4.23025,-133.971285763,-114.652,-105.522,2.15569,500,0.000344299,0.000325817,224.334,5.75350932906,0.208403,100,12402.0043813,-133.971285763,1,0.002,-133.971285763,440.798,1540.31
500.0,6475.62114948,149.16,1.0,0.9,1.0,-108.423111915,-122.328,-108.423,1.0,500,3.50449e-18,0.01,80.0679,100.0,0.01,100,6475.62114948,-108.423111915,2,0.01,-108.423111915,1.0,
500.0,12640.0599238,174.0,1.0,0.9,1.0,-131.010294151,-129.549,-119.717,1.0,500,2.1793e-19,0.005,97.9276,200.000000102,0.005,100,12640.0599238,-131.010294151,2,0.005,-131.010294151,1.0,
500.0,7460.81385596,153.47,1.0,0.9,1.0,-112.614539673,-125.377,-117.349,1.0,500,5.43914e-20,0.00333333,94.162,299.999969474,0.00333333,100,7460.81385596,-112.614539673,2,0.00333333,-112.614539673,1.0,
500.0,9953.22590963,165.56,1.0,0.9,1.0,-123.206383983,-125.766,-118.814,1.0,500,5.4346e-20,0.0025,95.4972,400.0,0.0025,100,9953.22590963,-123.206383983,2,0.0025,-123.206383983,1.0,
498.689459665,10923.9748987,175.62,0.965734,0.9,0.990293,-131.287851927,-127.52,-121.293,1.00263,500,5.91603e-08,0.0019504,98.2785,492.725483401,0.00319038,100,10923.9748987,-131.287851927,1,0.002,-131.287851927,1.57971,0.0145043
500.0,13899.4903292,186.06,1.0,0.9,1.0,-140.559268662,-154.464,-140.559,1.0,500,3.50449e-18,0.01,117.305,100.0,0.01,100,13899.4903292,-140.559268662,2,0.01,-140.559268662,1.0,
500.0,14060.7673609,184.04,1.0,0.9,1.0,-139.387078778,-149.805,-139.973,1.0,500,2.1793e-19,0.005,117.646,200.000000102,0.005,100,14060.7673609,-139.387078778,2,0.005,-139.387078778,1.0,
500.0,11379.9099341,179.21,1.0,0.9,1.0,-134.480788946,-146.17,-138.142,1.0,500,5.43914e-20,0.00333333,113.97,299.999969474,0.00333333,100,11379.9099341,-134.480788946,2,0.00333333,-134.480788946,1.0,
500.0,10001.1199045,169.45,1.0,0.9,1.0,-126.378371973,-142.154,-135.201,1.0,500,5.4346e-20,0.0025,110.649,400.0,0.0025,100,10001.1199045,-126.378371973,2,0.0025,-126.378371973,1.0,
477.890234496,11771.2664188,174.13,0.0695871,0.9,1.12522,-131.007204082,-139.556,-133.196,1.04627,500,2.17199e-07,0.000123687,111.184,474.297863599,0.00211553,100,11771.2664188,-131.007204082,1,0.002,-131.007204082,1.19021,0.0687497
500.0,16120.4672237,196.56,1.0,0.9,1.0,-150.098542794,-164.005,-150.099,1.0,500,3.50449e-18,0.01,126.33,100.0,0.01,100,16120.4672237,-150.098542794,2,0.01,-150.098542794,1.0,
500.0,9259.96935962,160.72,1.0,0.9,1.0,-119.505933509,-144.635,-134.802,1.0,500,2.1793e-19,0.005,113.125,200.000000102,0.005,100,9259.96935962,-119.505933509,2,0.005,-119.505933509,1.0,
500.0,10699.1062388,176.12,1.0,0.9,1.0,-131.277729513,-141.656,-133.627,1.0,500,5.43914e-20,0.00333333,109.841,299.999969474,0.00333333,100,10699.1062388,-131.277729513,2,0.00333333,-131.277729513,1.0,
500.0,16033.033772,196.68,1.0,0.9,1.0,-150.766222394,-144.865,-137.912,1.0,500,5.4346e-20,0.0025,114.333,400.0,0.0025,100,16033.033772,-150.766222394,2,0.0025,-150.766222394,1.0,
311.838645532,13037.6192008,186.71,0.684409,0.9,37.35,-140.973869499,-73.2312,-65.3564,1.60339,500,0.00191832,3.66484e-05,33.5675,1.04249119068,0.979408,100,13037.6192008,-140.973869499,1,0.002,-140.973869499,18290.4,669024.0
500.0,8341.82903341,157.97,1.0,0.9,1.0,-116.529235131,-130.432,-116.529,1.0,500,3.50449e-18,0.01,90.8758,100.0,0.01,100,8341.82903341,-116.529235131,2,0.01,-116.529235131,1.0,
500.0,9175.89893814,164.74,1.0,0.9,1.0,-121.584910987,-128.889,-119.057,1.0,500,2.1793e-19,0.005,93.154,200.000000102,0.005,100,9175.89893814,-121.584910987,2,0.005,-121.584910987,1.0,
500.0,9025.95152252,165.77,1.0,0.9,1.0,-122.354386531,-128.184,-120.156,1.0,500,5.43914e-20,0.00333333,93.6274,299.999969474,0.00333333,100,9025.95152252,-122.354386531,2,0.00333333,-122.354386531,1.0,
500.0,10763.7675569,172.2,1.0,0.9,1.0,-128.663467049,-129.235,-122.283,1.0,500,5.4346e-20,0.0025,96.1882,400.0,0.0025,100,10763.7675569,-128.663467049,2,0.0025,-128.663467049,1.0,
227.386643993,11609.8938564,176.26,0.683153,0.9,2.80466,-132.003598198,-109.845,-100.624,2.1989,500,0.000359162,0.000487155,226.826,5.51809173771,0.245674,100,11609.8938564,-132.003598198,1,0.002,-132.003598198,344.516,706.302
500.0,15241.9786154,195.1,1.0,0.9,1.0,-148.508647605,-162.413,-148.509,1.0,500,3.50449e-18,0.01,122.84,100.0,0.01,100,15241.9786154,-148.508647605,2,0.01,-148.508647605,1.0,
500.0,10886.648257,171.06,1.0,0.9,1.0,-127.122185184,-147.648,-137.815,1.0,500,2.1793e-19,0.005,114.228,200.000000102,0.005,100,10886.648257,-127.122185184,2,0.005,-127.122185184,1.0,
500.0,11527.5648712,177.68,1.0,0.9,1.0,-133.082898872,-144.267,-136.238,1.0,500,5.43914e-20,0.00333333,111.838,299.999969474,0.00333333,100,11527.5648712,-133.082898872,2,0.00333333,-133.082898872,1.0,
500.0,10781.0214977,173.07,1.0,0.9,1.0,-128.796270804,-141.33,-134.378,1.0,500,5.4346e-20,0.0025,109.816,400.0,0.0025,100,10781.0214977,-128.796270804,2,0.0025,-128.796270804,1.0,
486.791825229,7424.52568375,157.07,0.170826,0.9,1.05896,-116.042333048,-136.603,-130.3,1.02713,500,3.62798e-07,0.000322631,109.547,458.500400105,0.00381926,100,7424.52568375,-116.042333048,1,0.002,-116.042333048,2.02221,0.101709
500.0,10836.6335981,170.13,1.0,0.9,1.0,-127.725382688,-141.63,-127.725,1.0,500,3.50449e-18,0.01,103.577,100.0,0.01,100,10836.6335981,-127.725382688,2,0.01,-127.725382688,1.0,
500.0,10935.0461944,170.22,1.0,0.9,1.0,-126.534472473,-136.962,-127.13,1.0,500,2.1793e-19,0.005,103.814,200.000000102,0.005,100,10935.0461944,-126.534472473,2,0.005,-126.534472473,1.0,
500.0,10078.4413421,164.67,1.0,0.9,1.0,-122.627055137,-133.657,-125.629,1.0,500,5.43914e-20,0.00333333,102.544,299.999969474,0.00333333,100,10078.4413421,-122.627055137,2,0.00333333,-122.627055137,1.0,
500.0,12499.948967,178.89,1.0,0.9,1.0,-134.240865342,-134.734,-127.782,1.0,500,5.4346e-20,0.0025,104.853,400.0,0.0025,100,12499.948967,-134.240865342,2,0.0025,-134.240865342,1.0,
160.669033445,5558.42094679,147.34,0.553137,0.9,3.11572,-107.414563028,-110.697,-99.7268,3.11199,500,0.000245199,0.000355062,216.397,8.04146888115,0.340746,100,5558.42094679,-107.414563028,1,0.002,-107.414563028,530.834,595.081
500.0,14929.7956136,187.04,1.0,0.9,1.0,-142.484523065,-156.389,-142.485,1.0,500,3.50449e-18,0.01,121.575,100.0,0.01,100,14929.7956136,-142.484523065,2,0.01,-142.484523065,1.0,
500.0,9979.42391262,167.33,1.0,0.9,1.0,-124.884552248,-143.517,-133.685,1.0,500,2.1793e-19,0.005,111.389,200.000000102,0.005,100,9979.42391262,-124.884552248,2,0.005,-124.884552248,1.0,
500.0,11870.4516217,171.88,1.0,0.9,1.0,-128.898097392,-140.117,-132.089,1.0,500,5.43914e-20,0.00333333,110.426,299.999969474,0.00333333,100,11870.4516217,-128.898097392,2,0.00333333,-128.898097392,1.0,
500.0,12674.8956741,172.94,1.0,0.9,1.0,-130.262715827,-138.585,-131.632,1.0,500,5.4346e-20,0.0025,110.829,400.0,0.0025,100,12674.8956741,-130.262715827,2,0.0025,-130.262715827,1.0,
414.821443389,10087.1892718,169.34,0.0047304,0.9,1.28975,-125.718428223,-133.291,-126.464,1.20534,500,1.1957e-06,7.3354e-06,119.147,385.111013163,0.0026405,100,10087.1892718,-125.718428223,1,0.002,-125.718428223,1.70279,0.497246
500.0,15560.8634051,193.15,1.0,0.9,1.0,-146.967003804,-160.873,-146.967,1.0,500,3.50449e-18,0.01,124.118,100.0,0.01,100,15560.8634051,-146.967003804,2,0.01,-146.967003804,1.0,
500.0,17225.9515713,206.02,1.0,0.9,1.0,-158.157974199,-162.395,-152.562,1.0,500,2.1793e-19,0.005,127.518,200.000000102,0.005,100,17225.9515713,-158.157974199,2,0.005,-158.157974199,1.0,
500.0,9116.54592857,164.88,1.0,0.9,1.0,-122.263745871,-150.492,-142.463,1.0,500,5.43914e-20,0.00333333,118.545,299.999969474,0.00333333,100,9116.54592857,-122.263745871,2,0.00333333,-122.263745871,1.0,
500.0,14632.2350545,189.61,1.0,0.9,1.0,-144.048069531,-149.812,-142.859,1.0,500,5.4346e-20,0.0025,119.003,400.0,0.0025,100,14632.2350545,-144.048069531,2,0.0025,-144.048069531,1.0,
206.159951029,5561.52529213,147.58,0.56783,0.9,2.52687,-107.55073944,-136.413,-126.728,2.4253,500,0.000106997,0.000449433,255.428,18.0534632603,0.22001,100,5561.52529213,-107.55073944,1,0.002,-107.55073944,277.969,170.796
500.0,10008.6010698,166.79,1.0,0.9,1.0,-124.345103057,-138.25,-124.345,1.0,500,3.50449e-18,0.01,99.5415,100.0,0.01,100,10008.6010698,-124.345103057,2,0.01,-124.345103057,1.0,
500.0,13501.1413008,178.02,1.0,0.9,1.0,-134.396495082,-139.203,-129.371,1.0,500,2.1793e-19,0.005,107.993,200.000000102,0.005,100,13501.1413008,-134.396495082,2,0.005,-134.396495082,1.0,
500.0,9914.25638769,170.13,1.0,0.9,1.0,-126.683917783,-136.503,-128.475,1.0,500,5.43914e-20,0.00333333,105.111,299.999969474,0.00333333,100,9914.25638769,-126.683917783,2,0.00333333,-126.683917783,1.0,
500.0,10005.1763135,168.48,1.0,0.9,1.0,-124.878924276,-134.529,-127.576,1.0,500,5.4346e-20,0.0025,103.754,400.0,0.0025,100,10005.1763135,-124.878924276,2,0.0025,-124.878924276,1.0,
354.182688106,7457.66878079,152.17,0.76522,0.9,1.23232,-112.149975614,-127.111,-119.723,1.4117,500,4.37804e-06,0.00124192,127.417,238.968761897,0.00779673,100,7457.66878079,-112.149975614,1,0.002,-112.149975614,4.80403,1.66214
500.0,15558.6761283,191.97,1.0,0.9,1.0,-145.923481858,-159.828,-145.923,1.0,500,3.50449e-18,0.01,124.109,100.0,0.01,100,15558.6761283,-145.923481858,2,0.01,-145.923481858,1.0,
500.0,8393.72658264,155.81,1.0,0.9,1.0,-114.906682601,-140.247,-130.415,1.0,500,2.1793e-19,0.005,109.986,200.000000102,0.005,100,8393.72658264,-114.906682601,2,0.005,-114.906682601,1.0,
500.0,7367.63920814,159.95,1.0,0.9,1.0,-117.283821395,-134.066,-126.038,1.0,500,5.43914e-20,0.00333333,102.637,299.999969474,0.00333333,100,7367.63920814,-117.283821395,2,0.00333333,-117.283821395,1.0,
500.0,8442.84597501,155.99,1.0,0.9,1.0,-114.600503218,-130.131,-123.179,1.0,500,5.4346e-20,0.0025,100.074,400.0,0.0025,100,8442.84597501,-114.600503218,2,0.0025,-114.600503218,1.0,
316.379874841,7319.69286197,157.56,0.049924,0.9,1.47404,-115.885028303,-125.15,-117.333,1.58038,500,4.45036e-06,6.77379e-05,125.67,236.925885269,0.00664988,100,7319.69286197,-115.885028303,1,0.002,-115.885028303,4.90108,2.41741
500.0,10650.3786809,174.98,1.0,0.9,1.0,-131.014856462,-144.919,-131.015,1.0,500,3.50449e-18,0.01,102.683,100.0,0.01,100,10650.3786809,-131.014856462,2,0.01,-131.014856462,1.0,
500.0,10843.6121447,171.47,1.0,0.9,1.0,-128.164587861,-139.422,-129.59,1.0,500,2.1793e-19,0.005,103.158,200.000000102,0.005,100,10843.6121447,-128.164587861,2,0.005,-128.164587861,1.0,
500.0,11522.6680725,178.87,1.0,0.9,1.0,-134.329235239,-139.197,-131.17,1.0,500,5.43914e-20,0.00333333,104.412,299.999969474,0.00333333,100,11522.6680725,-134.329235239,2,0.00333333,-134.329235239,1.0,
500.0,13505.0106861,177.29,1.0,0.9,1.0,-133.928973357,-138.812,-131.859,1.0,500,5.4346e-20,0.0025,107.333,400.0,0.0025,100,13505.0106861,-133.928973357,2,0.0025,-133.928973357,1.0,
288.168259378,9187.28846678,160.74,0.607047,0.9,1.57871,-118.76821641,-131.136,-122.945,1.7351,500,1.01588e-05,0.00076904,166.081,141.457986972,0.0281425,100,9187.28846678,-118.76821641,1,0.002,-118.76821641,22.2145,6.32979
500.0,12375.9917686,179.08,1.0,0.9,1.0,-134.95471671,-148.859,-134.955,1.0,500,3.50449e-18,0.01,110.69,100.0,0.01,100,12375.9917686,-134.95471671,2,0.01,-134.95471671,1.0,
500.0,17837.0905128,210.77,1.0,0.9,1.0,-162.125799018,-158.372,-148.54,1.0,500,2.1793e-19,0.005,123.045,200.000000102,0.005,100,17837.0905128,-162.125799018,2,0.005,-162.125799018,1.0,
500.0,9883.26832893,170.13,1.0,0.9,1.0,-126.580785318,-149.248,-141.22,1.0,500,5.43914e-20,0.00333333,116.026,299.999969474,0.00333333,100,9883.26832893,-126.580785318,2,0.00333333,-126.580785318,1.0,
500.0,12504.7983284,177.65,1.0,0.9,1.0,-133.822115878,-146.323,-139.371,1.0,500,5.4346e-20,0.0025,114.899,400.0,0.0025,100,12504.7983284,-133.822115878,2,0.0025,-133.822115878,1.0,
339.861375131,9235.90793233,160.45,0.489193,0.9,1.01893,-118.672269305,-137.408,-129.866,1.47119,500,1.21344e-06,0.000960211,108.096,383.802381392,0.0144672,100,9235.90793233,-118.672269305,1,0.002,-118.672269305,7.37053,0.314953
500.0,12246.6725899,182.49,1.0,0.9,1.0,-137.327759573,-151.232,-137.328,1.0,500,3.50449e-18,0.01,110.11,100.0,0.01,100,12246.6725899,-137.327759573,2,0.01,-137.327759573,1.0,
500.0,9016.88972857,166.84,1.0,0.9,1.0,-123.353182699,-140.173,-130.34,1.0,500,2.1793e-19,0.005,102.831,200.000000102,0.005,100,9016.88972857,-123.353182699,2,0.005,-123.353182699,1.0,
500.0,9162.21434241,167.26,1.0,0.9,1.0,-124.696862323,-136.487,-128.459,1.0,500,5.43914e-20,0.00333333,100.4,299.999969474,0.00333333,100,9162.21434241,-124.696862323,2,0.00333333,-124.696862323,1.0,
500.0,13422.0848225,179.0,1.0,0.9,1.0,-134.792557412,-136.995,-130.043,1.0,500,5.4346e-20,0.0025,104.353,400.0,0.0025,100,13422.0848225,-134.792557412,2,0.0025,-134.792557412,1.0,
439.759607118,6488.36660911,152.59,0.793769,0.9,1.19628,-111.611813106,-131.808,-125.177,1.13698,500,1.93196e-06,0.00132706,120.504,337.376239043,0.00611141,100,6488.36660911,-111.611813106,1,0.002,-111.611813106,3.65548,0.691202
500.0,9078.46409714,163.54,1.0,0.9,1.0,-121.068753471,-134.971,-121.069,1.0,500,3.50449e-18,0.01,94.8034,100.0,0.01,100,9078.46409714,-121.068753471,2,0.01,-121.068753471,1.0,
500.0,10058.6739571,168.01,1.0,0.9,1.0,-125.177768332,-132.955,-123.123,1.0,500,2.1793e-19,0.005,97.3504,200.000000102,0.005,100,10058.6739571,-125.177768332,2,0.005,-125.177768332,1.0,
500.0,9198.31058877,161.86,1.0,0.9,1.0,-120.041338365,-130.124,-122.096,1.0,500,5.43914e-20,0.00333333,96.7245,299.999969474,0.00333333,100,9198.31058877,-120.041338365,2,0.00333333,-120.041338365,1.0,
500.0,9024.58817715,166.67,1.0,0.9,1.0,-123.598376493,-129.424,-122.472,1.0,500,5.4346e-20,0.0025,96.1807,400.0,0.0025,100,9024.58817715,-123.598376493,2,0.0025,-123.598376493,1.0,
390.215256869,9045.2704904,167.2,0.424194,0.9,1.03135,-123.961468525,-128.002,-120.964,1.28134,500,1.40604e-06,0.000822601,97.2411,370.149336214,0.0184748,100,9045.2704904,-123.961468525,1,0.002,-123.961468525,9.52698,0.373895
500.0,9171.89546935,161.64,1.0,0.9,1.0,-120.16531499,-134.07,-120.165,1.0,500,3.50449e-18,0.01,95.29,100.0,0.01,100,9171.89546935,-120.16531499,2,0.01,-120.16531499,1.0,
500.0,12685.2822661,175.75,1.0,0.9,1.0,-132.40751079,-136.119,-126.286,1.0,500,2.1793e-19,0.005,104.196,200.000000102,0.005,100,12685.2822661,-132.40751079,2,0.005,-132.40751079,1.0,
500.0,9922.00238735,168.66,1.0,0.9,1.0,-125.385429076,-134.014,-125.986,1.0,500,5.43914e-20,0.00333333,102.529,299.999969474,0.00333333,100,9922.00238735,-125.385429076,2,0.00333333,-125.385429076,1.0,
500.0,7454.89293522,159.07,1.0,0.9,1.0,-116.541420704,-130.577,-123.625,1.0,500,5.4346e-20,0.0025,98.722,400.0,0.0025,100,7454.89293522,-116.541420704,2,0.0025,-116.541420704,1.0,
218.355982958,10137.8099971,165.36,0.000907023,0.9,1.03048,-122.628162181,-126.552,-117.142,2.28984,500,6.3914e-06,1.76038e-06,122.733,192.703533436,0.0153879,100,10137.8099971,-122.628162181,1,0.002,-122.628162181,7.92848,1.69675
500.0,10934.2117132,170.46,1.0,0.9,1.0,-127.246759534,-141.151,-127.247,1.0,500,3.50449e-18,0.01,104.043,100.0,0.01,100,10934.2117132,-127.246759534,2,0.01,-127.246759534,1.0,
500.0,13871.4114417,189.95,1.0,0.9,1.0,-143.189705628,-145.05,-135.218,1.0,500,2.1793e-19,0.005,111.096,200.000000102,0.005,100,13871.4114417,-143.189705628,2,0.005,-143.189705628,1.0,
500.0,11673.3700045,175.69,1.0,0.9,1.0,-131.171781451,-141.897,-133.869,1.0,500,5.43914e-20,0.00333333,109.928,299.999969474,0.00333333,100,11673.3700045,-131.171781451,2,0.00333333,-131.171781451,1.0,
500.0,14675.8250425,189.85,1.0,0.9,1.0,-144.108329076,-143.382,-136.429,1.0,500,5.4346e-20,0.0025,112.761,400.0,0.0025,100,14675.8250425,-144.108329076,2,0.0025,-144.108329076,1.0,
196.680181627,10090.1771571,167.41,0.562972,0.9,1.6416,-124.627313649,-124.175,-114.26,2.5422,500,2.52556e-05,0.00068588,146.475,68.4809745484,0.0810135,100,10090.1771571,-124.627313649,1,0.002,-124.627313649,66.4961,17.0151
500.0,9928.34744287,168.91,1.0,0.9,1.0,-125.907564379,-139.812,-125.908,1.0,500,3.50449e-18,0.01,99.1416,100.0,0.01,100,9928.34744287,-125.907564379,2,0.01,-125.907564379,1.0,
500.0,11594.0116887,178.12,1.0,0.9,1.0,-133.324488542,-139.448,-129.616,1.0,500,2.1793e-19,0.005,103.283,200.000000102,0.005,100,11594.0116887,-133.324488542,2,0.005,-133.324488542,1.0,
500.0,11036.3620074,169.38,1.0,0.9,1.0,-126.583582552,-136.633,-128.605,1.0,500,5.43914e-20,0.00333333,103.709,299.999969474,0.00333333,100,11036.3620074,-126.583582552,2,0.00333333,-126.583582552,1.0,
500.0,10684.3198927,174.2,1.0,0.9,1.0,-130.361693507,-135.997,-129.044,1.0,500,5.4346e-20,0.0025,103.497,400.0,0.0025,100,10684.3198927,-130.361693507,2,0.0025,-130.361693507,1.0,
444.01760867,14583.8209942,190.94,0.0705324,0.9,1.0816,-145.16792629,-136.97,-130.371,1.12608,500,8.74478e-07,0.000130423,116.641,410.44740693,0.00265096,100,14583.8209942,-145.16792629,1,0.002,-145.16792629,1.43363,0.255752
500.0,11465.6154378,179.26,1.0,0.9,1.0,-134.224189249,-148.129,-134.224,1.0,500,3.50449e-18,0.01,106.541,100.0,0.01,100,11465.6154378,-134.224189249,2,0.01,-134.224189249,1.0,
500.0,11864.9601136,172.19,1.0,0.9,1.0,-128.832782443,-141.361,-131.528,1.0,500,2.1793e-19,0.005,107.498,200.000000102,0.005,100,11864.9601136,-128.832782443,2,0.005,-128.832782443,1.0,
500.0,15411.643488,193.21,1.0,0.9,1.0,-146.74123521,-144.627,-136.599,1.0,500,5.43914e-20,0.00333333,113.319,299.999969474,0.00333333,100,15411.643488,-146.74123521,2,0.00333333,-146.74123521,1.0,
500.0,8278.5812605,157.0,1.0,0.9,1.0,-115.527666308,-138.284,-131.331,1.0,500,5.4346e-20,0.0025,108.458,400.0,0.0025,100,8278.5812605,-115.527666308,2,0.0025,-115.527666308,1.0,
324.486093522,14364.8817324,193.25,0.112408,0.9,1.11449,-147.045709526,-136.677,-128.958,1.5409,500,1.81979e-06,0.00020172,112.194,343.870184374,0.0190441,100,14364.8817324,-147.045709526,1,0.002,-147.045709526,10.6122,0.565084
500.0,10000.3865199,166.61,1.0,0.9,1.0,-124.371705231,-138.276,-124.372,1.0,500,3.50449e-18,0.01,99.5007,100.0,0.01,100,10000.3865199,-124.371705231,2,0.01,-124.371705231,1.0,
500.0,10099.3270914,166.69,1.0,0.9,1.0,-124.610302131,-134.323,-124.491,1.0,500,2.1793e-19,0.005,99.7465,200.000000102,0.005,100,10099.3270914,-124.610302131,2,0.005,-124.610302131,1.0,
500.0,7346.09301674,156.61,1.0,0.9,1.0,-115.120584509,-129.395,-121.368,1.0,500,5.43914e-20,0.00333333,95.2714,299.999969474,0.00333333,100,7346.09301674,-115.120584509,2,0.00333333,-115.120584509,1.0,
500.0,13046.1257969,188.82,1.0,0.9,1.0,-143.195781418,-133.777,-126.825,1.0,500,5.4346e-20,0.0025,100.627,400.0,0.0025,100,13046.1257969,-143.195781418,2,0.0025,-143.195781418,1.0,
477.933961698,11570.2530255,177.75,0.0515258,0.9,1.11931,-133.540604382,-133.137,-126.777,1.04617,500,2.38003e-07,9.20666e-05,103.504,471.974126423,0.00312037,100,11570.2530255,-133.540604382,1,0.002,-133.540604382,1.74634,0.0745464
500.0,12326.106749,181.29,1.0,0.9,1.0,-136.427954893,-150.333,-136.428,1.0,500,3.50449e-18,0.01,110.466,100.0,0.01,100,12326.106749,-136.427954893,2,0.01,-136.427954893,1.0,
500.0,10117.8405631,167.75,1.0,0.9,1.0,-124.855785352,-140.474,-130.642,1.0,500,2.1793e-19,0.005,105.562,200.000000102,0.005,100,10117.8405631,-124.855785352,2,0.005,-124.855785352,1.0,
500.0,13231.5261425,181.39,1.0,0.9,1.0,-137.075227803,-140.814,-132.786,1.0,500,5.43914e-20,0.00333333,108.648,299.999969474,0.00333333,100,13231.5261425,-137.075227803,2,0.00333333,-137.075227803,1.0,
500.0,10002.1055772,166.92,1.0,0.9,1.0,-124.259451251,-137.607,-130.655,1.0,500,5.4346e-20,0.0025,106.501,400.0,0.0025,100,10002.1055772,-124.259451251,2,0.0025,-124.259451251,1.0,
486.962676099,10032.0363658,167.14,0.0595257,0.9,1.11097,-124.392538749,-134.998,-128.697,1.02677,500,8.12029e-08,0.00010716,105.162,490.070095696,0.00347154,100,10032.0363658,-124.392538749,1,0.002,-124.392538749,1.92838,0.0250561
500.0,12343.8799169,181.23,1.0,0.9,1.0,-136.526479799,-150.431,-136.526,1.0,500,3.50449e-18,0.01,110.546,100.0,0.01,100,12343.8799169,-136.526479799,2,0.01,-136.526479799,1.0,
