MinBehavPdf,TimeElapsed,ReturnStepMaxmin,ESSRenyiArithmetic,MinIW,ReturnStepMax,StdIW,MaxIW,DivergenceHarmonic,MeanD2-0,InitialReturnMean,InitialReturnMax,MeanIW,InitialBound,MinTargetPdf,EmpiricalD2Harmonic,MeanEntropy,Epsilon,EpThisIter,VarianceInitializer,EpLenMean,Iteration,InitialReturnMin,EpRewMean,ReturnMeanIW,OptimizationReturnMin,Penalization,EmpiricalD2Arithmetic,LearnableVariance,ESSRenyiHarmonic,TimestepsSoFar,Inner Iteration,OptimizationReturnMax,StdWReturnMean,EpisodesSoFar,WReturnMean,OptimizationReturnMean,Bound,InitialReturnStd
-8.22995,3.909158706665039,9.999982,50.0,0.16822971,9.999982,214.8084,1442.4501,10691483000.0,1.0,51.572826,139.97604,45.49353,-5104.6494,-8.22995,1.0,0.4189424,1.0,50,-1.0,6.16,2,9.985209,51.57282996199747,277163.25,,True,1.0,,50.0,4641,1,129.99083,,550,3504.8635,41.587624,-165694400.0,29.070719
-7.999281,4.201326847076416,9.9999895,0.2900459,5.337352e-05,9.9999895,12.936054,92.11001,8.4133476e+20,172.38652,62.76202,179.95457,2.5149696,-76694560000000.0,-9.342317,172.38652,0.4189424,1.0,50,-1.0,7.28,2,,62.76202294986825,13153.486,,True,172.38652,,0.2900459,5005,2,179.95457,,600,13153.486,62.76202,-76694560000000.0,32.85461
-8.671481,4.4486000537872314,9.99998,0.001514661,3.712956e-08,9.99998,7.5303235,41.964256,3.9687744e+35,33010.688,56.164047,219.78865,3.162348,-2.4848093e+21,-15.559687,33010.688,0.4189424,1.0,50,-1.0,6.62,2,,56.16404957544597,7443.342,,True,33010.688,,0.001514661,5336,3,219.78865,,650,7443.342,56.164047,-2.4848093e+21,39.970657
-6.634789,4.710939884185791,9.999994,0.10606208,0.00013697869,9.999994,8.23003,56.053772,1.9583594e+24,471.42203,58.365833,159.86563,2.4635246,-2920187700000000.0,-10.266601,471.42203,0.4189424,1.0,50,-1.0,6.84,2,9.983628,58.36583423484508,2755.8093,,True,471.42203,,0.10606208,5678,4,149.882,,700,2755.8093,48.382206,-2920187700000000.0,35.10807
-9.136906,4.966624021530151,9.999984,0.5532014,4.6943216e-05,9.999984,610.5638,4363.6387,2.892468e+17,90.382996,52.567142,119.93587,94.73762,-656925660000.0,-12.903576,90.382996,0.4189424,1.0,50,-1.0,6.26,2,9.984922,52.567140380944586,1078913.1,,True,90.382996,,0.5532014,5991,5,109.95094,,750,1038289.75,42.58222,-631666050000.0,26.432844
-8.160681,5.242816925048828,9.999999,1.7885733,4.764126e-06,9.999999,120.24513,857.33606,30239978000000.0,27.955242,50.167896,139.88167,19.88711,-8885782000.0,-14.298288,27.955242,0.4189424,1.0,50,-1.0,6.02,2,9.980601,50.16789482702432,48914.22,,True,27.955242,,1.7885733,6292,6,129.90106,,800,50486.492,40.187294,-8785553000.0,31.19671
-9.410473,5.574472665786743,9.999978,0.87006104,3.3649612e-05,9.999978,2.8002076,15.75618,1.007847e+16,57.46723,54.570976,159.97198,1.2216188,-210166730000.0,-14.559034,57.467236,0.4189424,1.0,50,-1.0,6.46,2,9.982656,54.57097208764792,2065.121,,True,57.46723,,0.870061,6615,7,149.98933,,850,2070.1497,44.58832,-209768140000.0,30.537115
-7.774379,5.8611533641815186,9.999993,0.0063504837,6.464697e-07,9.999993,2.4604566,13.692784,7.105871e+31,7873.416,54.569736,149.97464,1.1231623,-1.5480988e+19,-14.900249,7873.4165,0.4189424,1.0,50,-1.0,6.46,2,9.980054,54.5697355578685,2023.447,,True,7873.416,,0.0063504833,6938,8,139.99458,,900,2023.447,44.589687,-1.5480988e+19,32.560486
-8.956127,6.107187032699585,9.999998,0.26773176,3.1334137e-06,9.999998,12.3891,88.10599,6.083975e+21,186.75409,45.569004,119.932236,2.9627302,-91605170000000.0,-15.292821,186.75409,0.4189424,1.0,50,-1.0,5.56,2,9.985154,45.5690042516595,8385.886,,True,186.75409,,0.26773176,7216,9,109.94708,,950,8385.886,35.58385,-91605170000000.0,22.985064
-7.1685557,6.355343580245972,9.999999,1.606004,0.00013468153,9.999999,8.972876,63.66877,247514280000000.0,31.133173,46.170513,129.98613,2.4282846,-21826154000.0,-10.017667,31.133173,0.4189424,1.0,50,-1.0,5.62,2,,46.17051494361445,5515.9883,,True,31.133173,,1.606004,7497,10,129.98613,,1000,5523.908,46.170513,-21704444000.0,29.109274
-8.412406,6.674874305725098,9.999998,50.0,0.22700045,9.999998,2295.3828,16046.096,1.4193102e+17,1.0,64.76181,159.87766,502.47562,-7541.0537,-8.412406,1.0,0.4189424,1.0,50,-1.0,7.48,3,,64.76180870763642,1617711.1,,True,1.0,,50.0,7871,1,159.87766,,1050,5454.0166,64.76181,-786266000000.0,35.495422
-12.619184,6.966366291046143,9.999992,0.0002414096,2.6887548e-08,9.999992,6.579496,46.400745,inf,207116.88,97.34211,239.83391,1.4175742,-inf,-19.605865,207116.88,0.4189424,1.0,50,-1.0,10.74,3,,97.34211786926525,3729.4841,,True,207116.88,,0.0002414096,8408,2,239.83391,,1100,3729.4841,97.34211,-inf,61.385292
-11.034807,7.289113759994507,9.999986,0.000335393,1.0454049e-09,9.999986,11.212149,66.946175,inf,149078.84,93.748985,329.85583,3.2240686,-inf,-21.026571,149078.84,0.4189424,1.0,50,-1.0,10.38,3,9.980126,93.74898502963431,5076.7886,,True,149078.84,,0.000335393,8927,3,319.8757,,1150,5076.7886,83.76886,-inf,64.59842
-10.008851,7.572166204452515,9.999993,0.000118339674,1.2438968e-10,9.999993,2.2835112,11.543711,inf,422512.56,81.54807,209.88602,0.82925844,-inf,-20.272568,422512.56,0.4189424,1.0,50,-1.0,9.16,3,,81.5480749305824,932.57745,,True,422512.56,,0.000118339674,9385,4,209.88602,,1200,932.57745,81.54807,-inf,53.206017
-11.258713,7.855999946594238,9.999986,0.0015066029,6.7293954e-10,9.999986,38.395523,232.58969,1.6025247e+33,33187.246,96.34382,219.8836,8.027234,-1.5803106e+20,-21.380274,33187.246,0.4189424,1.0,50,-1.0,10.64,3,19.96576,96.34382086236975,55083.04,,True,33187.246,,0.0015066029,9917,5,199.91785,,1250,55083.04,76.37806,-1.5803106e+20,52.044033
-17.093718,8.197718381881714,9.999999,0.000109582936,5.5479905e-12,9.999999,36.97639,223.86159,inf,456275.4,89.946556,459.8894,8.465389,-inf,-29.458475,456275.4,0.4189424,1.0,50,-1.0,10.0,3,9.985897,89.94655192425547,45246.465,,True,456275.4,,0.000109582936,10417,6,449.9035,,1300,45246.465,79.96066,-inf,77.69517
-12.819851,8.474191188812256,9.999999,0.00040136647,8.997758e-08,9.999999,3917.797,27985.61,inf,124574.43,87.94633,249.9216,561.045,-inf,-20.410255,124574.43,0.4189424,1.0,50,-1.0,9.8,3,,87.94633054339052,2017354.4,,True,124574.43,,0.00040136647,10907,7,249.9216,,1350,2017354.4,87.94633,-inf,54.166348
-14.252062,8.73292875289917,10.0,6.338526e-05,5.7869636e-11,10.0,5.908122,39.5341,inf,788826.9,88.74519,299.96414,2.0583513,-inf,-21.730864,788826.9,0.4189424,1.0,50,-1.0,9.88,3,9.985335,88.7451988140609,8496.282,,True,788826.9,,6.338526e-05,11401,8,289.97882,,1400,8496.282,78.759865,-inf,57.516644
-13.869166,8.989731550216675,9.999993,3.745378e-05,1.530851e-10,9.999993,2.615066,15.863742,inf,1334978.8,97.14165,219.9411,0.97164774,-inf,-20.65043,1334978.8,0.4189424,1.0,50,-1.0,10.72,3,9.985754,97.14165346819127,10497.777,,True,1334978.8,,3.745378e-05,11937,9,209.95535,,1450,10497.777,87.1559,-inf,58.287582
-12.093984,9.29046368598938,9.999996,0.0014270953,4.5367265e-10,9.999996,2.5945485,14.252385,1.6276985e+34,35036.203,91.148506,179.942,0.6762475,-3.372923e+20,-19.386353,35036.203,0.4189424,1.0,50,-1.0,10.12,3,9.984237,91.14850530855749,5162.277,,True,35036.203,,0.0014270953,12443,10,169.95776,,1500,5162.277,81.16427,-3.372923e+20,46.31434
-11.827277,9.59049367904663,9.999999,50.0,0.5621638,9.999999,167292.81,1175505.8,2.4889544e+22,1.0,87.94211,239.96295,37764.21,-15309.339,-11.827277,1.0,0.4189424,1.0,50,-1.0,9.8,4,19.968044,87.94209909737363,543813250.0,,True,1.0,,50.0,12933,1,219.9949,,1550,10607.768,67.97406,-741739800000000.0,53.609276
-24.35413,9.930593729019165,9.999995,6.9934335e-06,4.554923e-15,9.999995,6.7967453,35.951454,inf,7149564.0,173.1024,359.82742,1.7500703,-inf,-36.75818,7149563.5,0.4189424,1.0,50,-1.0,18.32,4,9.980196,173.10239322697376,13861.652,,True,7149564.0,,6.993434e-06,13849,2,349.84723,,1600,13861.652,163.1222,-inf,95.72519
-28.717497,10.301522493362427,9.999998,3.0688998e-06,4.466896e-13,9.999998,488.8683,3423.3154,inf,16292484.0,176.30545,689.8372,88.20381,-inf,-39.221085,16292484.0,0.4189424,1.0,50,-1.0,18.64,4,9.982384,176.3054507724117,1045286.3,,True,16292484.0,,3.0688998e-06,14781,3,679.85486,,1650,1045286.3,166.32306,-inf,111.501366
-21.122766,10.668553590774536,10.0,1.3887244e-06,2.3328446e-14,10.0,4.3608923,29.25334,inf,36004264.0,189.90431,459.76343,0.8806638,-inf,-36.817318,36004264.0,0.4189424,1.0,50,-1.0,20.0,4,9.979877,189.90431941592487,5693.9165,,True,36004264.0,,1.3887244e-06,15781,4,449.78354,,1700,5693.9165,179.92445,-inf,88.63766
-20.068481,10.982796907424927,10.0,1.0494423e-05,5.6058392e-14,10.0,2.086719,10.495507,inf,4764435.5,197.69669,459.79355,0.7955308,-inf,-35.324673,4764435.5,0.4189424,1.0,50,-1.0,20.78,4,9.9827795,197.69668848011221,10233.779,,True,4764435.5,,1.0494423e-05,16820,5,449.81076,,1750,10233.779,187.71393,-inf,110.115135
-25.222944,11.343266010284424,9.999996,9.807897e-07,3.066152e-13,9.999996,6.1229053,38.036163,inf,50979332.0,216.4965,599.789,1.5737683,-inf,-39.629536,50979336.0,0.4189424,1.0,50,-1.0,22.66,4,9.983024,216.49648234177985,26726.137,,True,50979332.0,,9.807895e-07,17953,6,589.80597,,1800,26726.137,206.51347,-inf,132.78093
-20.088064,11.692633628845215,9.999998,3.7577656e-06,7.206647e-12,9.999998,19.614187,140.08887,inf,13305779.0,195.28731,569.8185,3.375634,-inf,-26.687487,13305779.0,0.4189424,1.0,50,-1.0,20.54,4,29.952698,195.28731785563153,61757.33,,True,13305779.0,,3.7577656e-06,18980,7,539.8658,,1850,61757.33,165.33463,-inf,87.90508
-21.096916,12.067503690719604,9.999998,4.8794286e-06,3.6457774e-11,9.999998,10.391323,59.147045,inf,10247101.0,201.29861,469.86908,2.6688235,-inf,-32.963287,10247101.0,0.4189424,1.0,50,-1.0,21.14,4,9.980805,201.29861456523847,21431.312,,True,10247101.0,,4.8794286e-06,20037,8,459.88828,,1900,21431.312,191.31781,-inf,109.54663
-22.43234,12.473131656646729,9.999999,5.133668e-07,1.7830006e-13,9.999999,145.92969,939.513,inf,97396250.0,193.496,499.8523,29.795961,-inf,-36.33381,97396250.0,0.4189424,1.0,50,-1.0,20.36,4,9.982088,193.49599713108802,646238.2,,True,97396250.0,,5.133668e-07,21055,9,489.8702,,1950,646238.2,183.51393,-inf,119.41146
-24.566343,12.82399320602417,9.999999,1.662164e-05,6.033516e-13,9.999999,0.8317171,5.534667,inf,3008126.8,212.29805,469.80493,0.23306724,-inf,-38.623997,3008126.8,0.4189424,1.0,50,-1.0,22.24,4,9.983085,212.29803794372765,1972.0525,,True,3008126.8,,1.662164e-05,22167,10,459.82184,,2000,1972.0525,202.31496,-inf,93.80514
-20.685188,13.183115005493164,9.999989,50.0,0.5424683,9.999989,9476247.0,67687800.0,4.090032e+20,1.0,190.09784,589.72644,1354071.6,-72110.555,-20.685188,1.0,0.4189424,1.0,50,-1.0,20.02,5,19.971657,190.09784355626599,22859028000.0,,True,1.0,,50.0,23168,1,569.75476,,2050,43714.63,170.12619,-574296600000000.0,87.048485
-36.345413,13.593054294586182,9.999998,9.095513e-08,2.5293246e-14,9.999998,9.230049,61.056244,inf,549721600.0,281.8429,889.5677,1.8888986,-inf,-49.518112,549721600.0,0.4189424,1.0,50,-1.0,29.2,5,19.969086,281.84290343505666,54842.414,,True,549721600.0,,9.095513e-08,24628,2,869.59863,,2100,54842.414,261.8738,-inf,159.53111
-40.249825,14.103687286376953,9.999999,2.8542065e-05,2.4866767e-20,9.999999,22.026896,153.15205,inf,1751800.4,335.4441,789.7286,4.192613,-inf,-51.801727,1751800.4,0.4189424,1.0,50,-1.0,34.56,5,29.947765,335.44410311235066,156685.02,,True,1751800.4,,2.8542065e-05,26356,3,759.7808,,2150,156685.02,305.49634,-inf,182.23695
-31.37827,14.482684135437012,10.0,3.2678665e-06,5.530779e-12,10.0,1.96938,10.009432,inf,15300502.0,297.05087,709.79333,0.5870798,-inf,-36.378586,15300502.0,0.4189424,1.0,50,-1.0,30.72,5,9.981306,297.0508730483481,30927.959,,True,15300502.0,,3.2678665e-06,27892,4,699.812,,2200,30927.959,287.06958,-inf,158.35722
-34.11145,14.863390445709229,9.999997,0.00010866748,2.4453448e-11,9.999997,2.7991734,16.605017,inf,460119.25,289.05283,879.7963,0.94812465,-inf,-38.319717,460119.25,0.4189424,1.0,50,-1.0,29.92,5,9.983828,289.05279315850225,30312.225,,True,460119.25,,0.00010866748,29388,5,869.8125,,2250,30312.225,279.06897,-inf,179.76453
-36.167404,15.331431150436401,9.999999,7.939763e-06,7.319175e-15,9.999999,1.2935876,6.531955,inf,6297417.0,330.05344,809.59656,0.43195653,-inf,-45.41811,6297417.0,0.4189424,1.0,50,-1.0,34.02,5,9.981719,330.0534175450981,11053.265,,True,6297417.0,,7.939763e-06,31089,6,799.61487,,2300,11053.265,320.0717,-inf,186.96161
-50.687016,15.802290439605713,9.999999,6.545717e-05,2.755444e-11,9.999999,3.6929243,21.446455,inf,763858.25,334.24918,839.75183,0.9845262,-inf,-61.123665,763858.25,0.4189424,1.0,50,-1.0,34.44,5,39.94938,334.24917724667176,66795.85,,True,763858.25,,6.545717e-05,32811,7,799.8024,,2350,66795.85,294.29984,-inf,180.66718
-29.849846,16.211332321166992,9.999997,0.00010538271,8.833566e-14,9.999997,6.702115,38.963314,inf,474461.16,274.06772,879.72363,1.8599534,-inf,-41.052734,474461.16,0.4189424,1.0,50,-1.0,28.42,5,19.964188,274.06770573479344,79346.52,,True,474461.16,,0.00010538271,34232,8,859.75946,,2400,79346.52,254.10352,-inf,148.38342
-37.647823,16.5962655544281,9.999999,1.0207708e-05,2.7043657e-11,9.999999,1.7968036,9.819146,inf,4898259.0,303.04706,619.8303,0.70777625,-inf,-46.4138,4898259.0,0.4189424,1.0,50,-1.0,31.32,5,19.96724,303.04703209210925,29585.398,,True,4898259.0,,1.0207708e-05,35798,9,599.8631,,2450,29585.398,283.0798,-inf,148.87874
-33.547638,16.987364768981934,9.999999,5.6316567e-05,3.56759e-12,9.999999,1.6962379,11.285311,inf,887838.2,284.45212,649.7584,0.4720354,-inf,-40.156364,887838.25,0.4189424,1.0,50,-1.0,29.46,5,9.980836,284.45210132829834,17702.717,,True,887838.2,,5.6316563e-05,37271,10,639.7776,,2500,17702.717,274.47128,-inf,148.11153
-23.502594,17.434658527374268,10.0,50.0,0.30332825,10.0,2246.4666,15655.551,8.7391326e+21,1.0,274.25888,609.8417,583.9815,-119985.68,-23.502594,1.0,0.4189424,1.0,50,-1.0,28.44,6,29.950203,274.25888716590873,80994290.0,,True,1.0,,50.0,38693,1,579.8915,,2550,89619.56,244.30867,-2838721300000000.0,120.0068
-59.631134,18.00749945640564,9.999999,2.958835e-16,2.5654818e-30,9.999999,8.3167305,50.895927,inf,1.6898542e+17,523.76746,1499.6409,2.0560207,-inf,-88.592316,1.6898542e+17,0.4189424,1.0,50,-1.0,53.4,6,,523.7674796288728,313269.8,,True,1.6898542e+17,,2.958835e-16,41363,2,1499.6409,,2600,313269.8,523.76746,-inf,361.6106
-70.01489,18.56964635848999,9.999999,2.1105169e-13,1.0376287e-22,9.999999,7.4477344,53.12242,inf,236908790000000.0,444.98425,1419.3772,1.2959751,-inf,-95.32486,236908800000000.0,0.4189424,1.0,50,-1.0,45.52,6,9.981985,444.9842600840335,145460.38,,True,236908790000000.0,,2.1105168e-13,43639,3,1409.3953,,2650,145460.38,435.00223,-inf,270.23825
-52.187447,19.082870960235596,10.0,1.4103957e-11,1.7295064e-23,10.0,1.6236306,9.255348,inf,3545104400000.0,441.80228,1499.6931,0.56874764,-inf,-67.26686,3545104600000.0,0.4189424,1.0,50,-1.0,45.2,6,19.96577,441.80221566562096,32173.963,,True,3545104400000.0,,1.4103956e-11,45899,4,1479.7273,,2700,32173.963,421.8365,-inf,294.81232
-42.960518,19.603694438934326,9.999999,3.443815e-15,3.5474452e-30,9.999999,35.537132,254.19876,inf,1.4518782e+16,431.3832,989.792,5.6605034,-inf,-65.30962,1.4518782e+16,0.4189424,1.0,50,-1.0,44.16,6,19.968393,431.3831973958702,221275.02,,True,1.4518782e+16,,3.443815e-15,48107,5,969.8236,,2750,221275.02,411.4148,-inf,249.65416
-60.985703,20.283181190490723,10.0,3.100733e-18,2.850654e-26,10.0,1.0709625,7.6090536,inf,1.6125219e+19,501.55872,1269.482,0.21587469,-inf,-84.67827,1.6125219e+19,0.4189424,1.0,50,-1.0,51.18,6,9.981032,501.5587401427502,15315.959,,True,1.6125219e+19,,3.100733e-18,50666,6,1259.501,,2800,15315.959,491.5777,-inf,272.73676
-51.943356,20.835619688034058,9.999999,2.3497166e-09,4.254241e-18,9.999999,1.4546688,9.323937,inf,21279162000.0,420.4025,1189.6692,0.44732887,-inf,-59.872635,21279162000.0,0.4189424,1.0,50,-1.0,43.06,6,,420.402463675657,13195.816,,True,21279162000.0,,2.3497166e-09,52819,7,1189.6692,,2850,13195.816,420.4025,-inf,278.71744
-63.20964,21.35104203224182,9.999999,2.6469868e-14,8.9712806e-27,9.999999,254.73413,1565.2795,inf,1888940300000000.0,457.18524,1239.5952,51.390507,-inf,-70.97532,1888940300000000.0,0.4189424,1.0,50,-1.0,46.74,6,9.980059,457.1852816112322,38710244.0,,True,1888940300000000.0,,2.6469868e-14,55156,8,1229.6151,,2900,38710244.0,447.20523,-inf,276.40915
-53.091515,21.925238609313965,9.999998,6.2353865e-16,1.0152306e-26,9.999998,6.570211,42.950893,inf,8.0187495e+16,466.95712,1349.2914,1.6339667,-inf,-73.83573,8.0187495e+16,0.4189424,1.0,50,-1.0,47.72,6,19.961605,466.9571332875376,90138.06,,True,8.0187495e+16,,6.2353865e-16,57542,9,1329.3298,,2950,90138.06,446.9955,-inf,269.45535
-65.252945,22.48046636581421,9.999996,3.1674656e-11,3.4846588e-17,9.999996,17.042507,109.091225,inf,1578549100000.0,464.5868,1889.7385,3.512699,-inf,-74.91595,1578549100000.0,0.4189424,1.0,50,-1.0,47.48,6,9.98197,464.5867806089365,891244.6,,True,1578549100000.0,,3.1674656e-11,59916,10,1879.7566,,3000,891244.6,454.6048,-inf,338.92645
-54.501892,22.947773694992065,10.0,50.0,0.72954303,10.0,257.99356,1844.1389,9449864000.0,1.0,435.1744,1139.803,54.33847,-348855.1,-54.501892,1.0,0.4189424,1.0,50,-1.0,44.54,7,19.963434,435.1743952276751,20655262.0,,True,1.0,,50.0,62143,1,1119.8396,,3050,242779.62,415.21094,-10332272000.0,231.0906
-88.376526,23.609776735305786,9.999999,2.257571e-05,1.2935158e-12,9.999999,13.414167,88.67125,inf,2214769.8,653.89294,2089.616,3.5820763,-inf,-94.301414,2214769.8,0.4189424,1.0,50,-1.0,66.42,7,,653.8929397173664,624539.56,,True,2214769.8,,2.257571e-05,65464,2,2089.616,,3100,624539.56,653.89294,-inf,392.1077
-85.07005,24.348190546035767,9.999999,3.3009533e-06,8.7063647e-16,9.999999,1.0350167,6.895205,inf,15147140.0,599.9108,2349.1675,0.35031968,-inf,-96.7775,15147140.0,0.4189424,1.0,50,-1.0,61.02,7,39.928,599.9108349966702,46248.32,,True,15147140.0,,3.3009533e-06,68515,3,2309.2395,,3150,46248.32,559.9828,-inf,386.47598
-71.00925,24.982932329177856,10.0,4.1393622e-07,3.3503666e-12,10.0,4.8138475,32.5921,inf,120791550.0,615.89856,1809.2192,1.2700622,-inf,-76.33091,120791560.0,0.4189424,1.0,50,-1.0,62.62,7,9.981257,615.8985443871653,226351.78,,True,120791550.0,,4.139362e-07,71646,4,1799.238,,3200,226351.78,605.9173,-inf,414.6088
-82.36779,25.59973406791687,9.999999,4.1617015e-05,2.3431615e-12,9.999999,7.338344,42.059856,inf,1201431.6,672.7079,1919.4976,2.1570072,-inf,-92.864845,1201431.6,0.4189424,1.0,50,-1.0,68.3,7,9.982616,672.7079180901892,341614.8,,True,1201431.6,,4.1617015e-05,75061,5,1909.5149,,3250,341614.8,662.72534,-inf,447.55872
-86.493,26.201285123825073,9.999999,0.00039255834,6.948824e-14,9.999999,1.8069665,12.737397,5.223135e+35,127369.6,612.9215,2039.5625,0.48835513,-2.454675e+23,-90.68805,127369.61,0.4189424,1.0,50,-1.0,62.32,7,19.962656,612.9214823295629,60824.86,,True,127369.6,,0.00039255832,78177,6,2019.5999,,3300,60824.86,592.9588,-2.454675e+23,392.04196
-82.76727,26.910090684890747,10.0,1.2675953e-06,7.392154e-16,10.0,3.5728796,18.774738,inf,39444770.0,580.5197,2089.4329,1.366365,-inf,-87.850204,39444770.0,0.4189424,1.0,50,-1.0,59.08,7,9.980247,580.5196704287289,318732.62,,True,39444770.0,,1.2675953e-06,81131,7,2079.4526,,3350,318732.62,570.5394,-inf,407.78226
-88.87771,27.467219829559326,9.999997,6.650874e-05,2.671725e-13,9.999997,8.103689,56.072296,inf,751780.9,654.9086,2159.5605,1.8844419,-inf,-101.612785,751780.9,0.4189424,1.0,50,-1.0,66.52,7,,654.908647054442,1087677.4,,True,751780.9,,6.650874e-05,84457,8,2159.5605,,3400,1087677.4,654.9086,-inf,379.9982
-102.81886,28.210480213165283,9.999999,1.309355e-08,5.42866e-15,9.999999,5.2962403,37.901066,inf,3818674000.0,671.2974,2888.7085,0.91944396,-inf,-118.049576,3818674200.0,0.4189424,1.0,50,-1.0,68.16,7,,671.2974744768068,329609.5,,True,3818674000.0,,1.3093549e-08,87865,9,2888.7085,,3450,329609.5,671.2974,-inf,520.3186
-67.81877,28.851879596710205,9.999999,0.00024475515,9.437832e-11,9.999999,31.78552,199.64813,inf,204285.78,505.31827,1699.2921,7.649331,-inf,-78.881645,204285.78,0.4189424,1.0,50,-1.0,51.56,7,9.981319,505.3183051413382,1233716.8,,True,204285.78,,0.00024475515,90443,10,1689.3108,,3500,1233716.8,495.337,-inf,410.1607
-56.722008,29.467769145965576,9.999998,50.0,0.036750194,9.999998,1292.4541,6339.147,2.1018732e+18,1.0,494.76074,1469.4077,486.18344,-511207.38,-56.722008,1.0,0.4189424,1.0,50,-1.0,50.5,8,9.97949,494.760706574714,107549560.0,,True,1.0,,50.0,92968,1,1459.4282,,3550,334912.28,484.78125,-255589140000000.0,300.2068
