Inner Iteration,EpLenMean,ReturnStepMax,EpRewMean,ReturnStepMaxmin,InitialReturnStd,StdWReturnMean,InitialBound,EmpiricalD2Arithmetic,MinIW,OptimizationReturnMean,Iteration,ESSRenyiArithmetic,Epsilon,InitialReturnMin,ReturnMeanIW,WReturnMean,ESSRenyiHarmonic,MaxIW,EpThisIter,EmpiricalD2Harmonic,MeanIW,EpisodesSoFar,TimestepsSoFar,LearnableVariance,InitialReturnMean,StdIW,MeanD2-0,Penalization,TimeElapsed,Bound,VarianceInitializer,MinTargetPdf,OptimizationReturnMin,InitialReturnMax,DivergenceHarmonic,MeanEntropy,MinBehavPdf,OptimizationReturnMax
2,448.12,10.0,4478.325452698485,10.0,1321.6235,,-inf,45849510.0,4.738502e-08,4478.325,92,1.0905242e-06,1.0,,722035.6,722035.6,1.0905242e-06,0.9386223,50,45849510.0,0.049994707,45600,10674553,,4478.325,0.14052601,45849510.0,True,6746.482455730438,-inf,-1.0,-244.06561,,4999.474,inf,0.4189424,-239.85115,4999.474
3,456.36,10.0,4560.987483428469,10.0,1138.9088,,-inf,20296410000.0,9.754905e-09,4231.237,92,2.4634899e-09,1.0,329.75073,5874747.0,5874747.0,2.4634899e-09,10.252742,50,20296410000.0,0.35046703,45650,10697371,,4560.9873,1.6214094,20296410000.0,True,6762.751003265381,-inf,-1.0,-239.76599,,4999.6,inf,0.4189424,-237.6096,4669.8496
4,464.48,10.0,4642.451061549474,10.0,1189.5366,,-inf,766318400000.0,8.0246295e-08,4322.786,92,6.524703e-11,1.0,319.6648,7829153.5,7829153.5,6.524703e-11,12.025508,50,766318400000.0,0.3239019,45700,10720595,,4642.451,1.7079579,766318400000.0,True,6778.232124328613,-inf,-1.0,-248.80765,,4999.5654,inf,0.4189424,-244.10075,4679.9004
5,437.3,10.0,4369.796146340319,10.0,1435.9458,,-inf,29852453000.0,5.5001323e-09,4369.7964,92,1.6749042e-09,1.0,,58012804.0,58012804.0,1.6749043e-09,349.8211,50,29852450000.0,7.1341443,45750,10742460,,4369.7964,48.95618,29852453000.0,True,6791.670442581177,-inf,-1.0,-248.22847,,4999.408,inf,0.4189424,-245.91731,4999.408
6,477.44,10.0,4772.0839323177615,10.0,895.6647,,-inf,14515892000.0,5.9675654e-07,4772.084,92,3.4445007e-09,1.0,,25959052.0,25959052.0,3.4445007e-09,27.309114,50,14515892000.0,1.0582912,45800,10766332,,4772.084,4.5300193,14515892000.0,True,6806.1415593624115,-inf,-1.0,-254.3091,,4999.4375,inf,0.4189424,-250.68732,4999.4375
7,460.22,10.0,4599.638953521304,10.0,1221.0889,,-inf,796198000.0,1.2677062e-08,4529.7607,92,6.279845e-08,1.0,69.87841,27410222.0,27410222.0,6.279845e-08,51.20576,50,796198000.0,1.1153119,45850,10789343,,4599.639,7.1640396,796198000.0,True,6821.579767465591,-inf,-1.0,-266.53586,,4999.336,inf,0.4189424,-265.47852,4929.4575
8,428.32,10.0,4279.9995835754435,10.0,1597.9749,,-inf,2615726600.0,2.647875e-10,4279.9995,92,1.9115147e-08,1.0,,3117598.0,3117598.0,1.9115147e-08,10.613769,50,2615726600.0,0.28870156,45900,10810759,,4279.9995,1.4873968,2615726600.0,True,6837.486693382263,-inf,-1.0,-243.74442,,4999.4023,inf,0.4189424,-237.34909,4999.4023
9,462.28,10.0,4620.117017368317,10.0,974.64124,,-inf,94310720.0,1.8158378e-06,3600.8425,92,5.301624e-07,1.0,1019.27454,9154819.0,9154819.0,5.301624e-07,15.679432,50,94310720.0,0.3709484,45950,10833873,,4620.1167,2.190422,94310720.0,True,6852.950157403946,-inf,-1.0,-238.33769,,4999.456,inf,0.4189424,-235.87172,3980.1816
10,476.72,10.0,4764.844920656628,10.0,771.75305,,-inf,2018050.8,5.1459165e-06,3645.267,92,2.4776384e-05,1.0,1119.5776,881504.1,881504.1,2.4776384e-05,0.8388271,50,2018050.8,0.03594914,46000,10857709,,4764.8447,0.1231389,2018050.8,True,6867.75720500946,-inf,-1.0,-248.73053,,4999.3843,inf,0.4189424,-245.50456,3879.8066
1,432.28,10.0,4319.881963842199,10.0,1559.7745,,-23135042.0,1.0,0.40477702,4319.8823,93,50.0,1.0,,1153754500.0,21094276.0,50.0,1548.1534,50,1.0,47.217754,46050,10879323,,4319.8823,215.6763,1.0,True,6881.097844362259,-4.200036e+16,-1.0,-234.20094,,4999.3643,4.2358265e+20,0.4189424,-234.20094,4999.3643
2,377.06,10.0,3763.699679801819,10.0,1429.3955,,-inf,868082.6,1.4638933e-08,3733.7559,93,5.7598205e-05,1.0,29.943924,2694766600.0,2694766600.0,5.7598205e-05,5009.869,50,868082.6,108.13047,46100,10898176,,3763.6997,701.3535,868082.6,True,6894.252861261368,-inf,-1.0,-264.87277,,4999.5337,inf,0.4189424,-269.13235,4969.59
3,364.98,10.0,3643.3063013965775,10.0,1420.3245,,-inf,201108.44,2.1594442e-09,3643.3062,93,0.0002486221,1.0,,253191780.0,253191780.0,0.0002486221,300.04996,50,201108.44,11.896806,46150,10916425,,3643.3062,47.23945,201108.44,True,6907.309481859207,-inf,-1.0,-239.69553,,4999.6367,inf,0.4189424,-240.48152,4999.6367
4,375.84,10.0,3751.533105245454,10.0,1472.49,,-inf,966040.75,2.278358e-09,3751.5334,93,5.175765e-05,1.0,,66663908.0,66663908.0,5.175765e-05,76.70726,50,966040.75,2.7639334,46200,10935217,,3751.5334,11.340503,966040.75,True,6920.0524916648865,-inf,-1.0,-236.22433,,4999.567,inf,0.4189424,-235.8003,4999.567
5,377.88,10.0,3771.5234526649297,10.0,1246.4174,,-inf,1550903.9,1.6700393e-09,2691.8103,93,3.2239266e-05,1.0,1079.7129,119386950.0,119386950.0,3.2239266e-05,138.83957,50,1550903.9,5.0927334,46250,10954111,,3771.5234,20.68432,1550903.9,True,6930.390804767609,-inf,-1.0,-232.18079,,4999.453,inf,0.4189424,-232.34268,3919.7402
6,359.4,10.0,3586.669966394762,10.0,1286.5916,,-inf,8787448.0,1.0541649e-09,2896.955,93,5.689934e-06,1.0,689.7151,175905310.0,175905310.0,5.689934e-06,157.42189,50,8787448.0,7.1059403,46300,10972081,,3586.6697,24.219078,8787448.0,True,6942.760883331299,-inf,-1.0,-241.54501,,4999.585,inf,0.4189424,-242.76453,4309.87
7,340.16,10.0,3393.1451233423263,10.0,1294.7501,,-2.3825182e+23,91069.08,4.4402174e-08,3383.165,93,0.00054903375,1.0,9.980197,192107620.0,192107620.0,0.00054903375,170.01637,50,91069.08,8.175976,46350,10989089,,3393.145,31.097542,91069.08,True,6952.135261297226,-2.3825182e+23,-1.0,-230.00679,,4999.369,1.3630221e+34,0.4189424,-229.07527,4989.389
8,348.88,10.0,3481.3111579714146,10.0,1334.0448,,-inf,423177.44,1.6314523e-09,3481.311,93,0.000118153745,1.0,,279702530.0,279702530.0,0.00011815376,440.8813,50,423177.4,11.250663,46400,11006533,,3481.311,61.926918,423177.44,True,6965.0409371852875,-inf,-1.0,-216.9746,,4999.5923,inf,0.4189424,-217.65756,4999.5923
9,356.18,10.0,3554.510726533471,10.0,1509.1838,,-inf,414432.6,2.439887e-09,3534.5444,93,0.00012064688,1.0,19.96616,104101310.0,104101310.0,0.00012064688,67.98168,50,414432.6,5.523549,46450,11024342,,3554.5107,13.867469,414432.6,True,6977.41229724884,-inf,-1.0,-254.71948,,4999.5054,inf,0.4189424,-254.51999,4979.539
10,364.06,10.0,3631.786151263703,10.0,1136.612,,-inf,1314213.2,5.472775e-10,3631.786,93,3.8045575e-05,1.0,,27322164.0,27322164.0,3.8045575e-05,32.0027,50,1314213.2,1.1169548,46500,11042545,,3631.786,5.3388057,1314213.2,True,6988.219367027283,-inf,-1.0,-225.10126,,4999.647,inf,0.4189424,-226.6065,4999.647
1,385.04,10.0,3842.9382830467,10.0,1129.6008,,-18085030.0,1.0,0.13411827,2083.0906,94,50.0,1.0,1759.8477,43550470000.0,16044173.0,50.0,48534.934,50,1.0,3659.6208,46550,11061797,,3842.9385,8439.11,1.0,True,7000.47173166275,-4.23532e+18,-1.0,-248.9791,,4999.484,4.3068818e+24,0.4189424,-248.9791,3239.6362
2,430.62,10.0,4302.956286029938,10.0,1535.889,,-4.0332082e+18,1196.8486,7.1456816e-05,4003.199,94,0.041776378,1.0,299.75748,3515606.5,3515606.5,0.041776378,4.581673,50,1196.8486,0.15274802,46600,11083328,,4302.9565,0.64188814,1196.8486,True,7014.1686589717865,-4.0332082e+18,-1.0,-255.09407,,4999.494,3.905604e+24,0.4189424,-254.88583,4699.737
3,395.44,10.0,3949.723393370591,10.0,1691.9393,,-9.647235e+21,9058.197,1.0539419e-05,3589.9878,94,0.0055198623,1.0,359.73575,2429195.5,2429195.5,0.0055198623,4.767022,50,9058.197,0.18434128,46650,11103100,,3949.7236,0.7118263,9058.197,True,7026.576246738434,-9.647235e+21,-1.0,-244.38533,,4999.514,2.2345275e+31,0.4189424,-240.53354,4639.7783
4,428.96,10.0,4285.791151609561,10.0,1274.4984,,-inf,9423050.0,2.8310154e-05,4285.791,94,5.3061376e-06,1.0,,1581561.0,1581561.0,5.3061376e-06,0.9359544,50,9423050.0,0.08464124,46700,11124548,,4285.791,0.19129637,9423050.0,True,7044.704538106918,-inf,-1.0,-233.89143,,4999.5293,inf,0.4189424,-232.69025,4999.5293
5,474.68,10.0,4744.384456546789,10.0,842.5986,,-inf,89043260.0,4.6367627e-06,3984.7961,94,5.615248e-07,1.0,759.58777,1975284.2,1975284.2,5.615248e-07,1.1915588,50,89043260.0,0.08005801,46750,11148282,,4744.3843,0.20243235,89043260.0,True,7060.286498785019,-inf,-1.0,-248.1398,,4999.4873,inf,0.4189424,-245.23206,4239.8994
6,429.3,10.0,4289.336515223193,10.0,1315.2258,,-inf,64034.72,6.7942e-07,3569.9294,94,0.00078082643,1.0,719.4074,858527.6,858527.6,0.00078082643,0.2761519,50,64034.72,0.03983941,46800,11169747,,4289.3364,0.06373558,64034.72,True,7075.145397901535,-inf,-1.0,-234.0372,,4999.4297,inf,0.4189424,-232.47101,4280.0225
7,468.18,10.0,4679.484100019523,10.0,1101.1072,,-inf,269809.53,1.1600433e-06,4339.7896,94,0.00018531592,1.0,339.6946,55088236.0,55088236.0,0.00018531592,91.87383,50,269809.53,2.2141774,46850,11193156,,4679.484,12.875037,269809.53,True,7090.739620923996,-inf,-1.0,-242.5491,,4999.484,inf,0.4189424,-235.71558,4659.789
8,472.34,10.0,4721.015730520278,10.0,884.0145,,-inf,7086725600.0,4.8823415e-07,4721.016,94,7.0554447e-09,1.0,,1380796.5,1380796.5,7.0554447e-09,0.8770876,50,7086725600.0,0.08647588,46900,11216773,,4721.016,0.18157874,7086725600.0,True,7107.462890863419,-inf,-1.0,-244.24867,,4999.5215,inf,0.4189424,-241.00885,4999.5215
9,446.12,10.0,4458.282843123238,10.0,1291.6807,,-inf,859483.7,1.6504098e-05,4458.2827,94,5.817446e-05,1.0,,2883899.8,2883899.8,5.817446e-05,3.2692816,50,859483.7,0.13650028,46950,11239079,,4458.2827,0.47693422,859483.7,True,7121.175884485245,-inf,-1.0,-236.44304,,4999.5273,inf,0.4189424,-234.98836,4999.5273
10,475.76,10.0,4755.809814397708,10.0,970.10767,,-inf,11270207.0,4.6115024e-06,4396.1113,94,4.4364756e-06,1.0,359.69818,12958922.0,12958922.0,4.4364756e-06,21.049461,50,11270207.0,0.5193833,47000,11262867,,4755.8096,2.9407783,11270207.0,True,7137.1181640625,-inf,-1.0,-256.5864,,4999.4565,inf,0.4189424,-253.63538,4639.7583
1,443.74,10.0,4433.977961581466,10.0,1252.6272,,-23270064.0,1.0,0.087930076,4094.215,95,50.0,1.0,339.76306,3239214300.0,21229234.0,50.0,4801.944,50,1.0,131.4739,47050,11285054,,4433.978,679.8317,1.0,True,7151.724148988724,-12517510000000.0,-1.0,-259.01752,,4999.4404,37602506000000.0,0.4189424,-259.01752,4659.6772
2,401.28,10.0,4006.66516082985,10.0,1347.7019,,-inf,194566.95,3.459206e-08,4006.665,95,0.00025698094,1.0,,88037930.0,88037930.0,0.00025698094,120.58543,50,194566.95,5.906229,47100,11305118,,4006.665,21.820654,194566.95,True,7164.801464557648,-inf,-1.0,-242.94685,,4999.51,inf,0.4189424,-241.89209,4999.51
3,405.3,10.0,4046.589636562223,10.0,1141.8441,,-inf,2543580.2,2.70075e-09,3086.8848,95,1.9657331e-05,1.0,959.70496,638682500.0,638682500.0,1.9657331e-05,1090.3595,50,2543580.2,26.145073,47150,11325383,,4046.5896,152.8981,2543580.2,True,7179.585982322693,-inf,-1.0,-238.87885,,4999.6084,inf,0.4189424,-238.23254,4039.9033
4,403.8,10.0,4032.432165181346,10.0,1343.8494,,-4.322653e+23,59684.64,9.875197e-10,4032.4321,95,0.0008377365,1.0,,865675700.0,865675700.0,0.0008377365,1682.7112,50,59684.64,36.535347,47200,11345573,,4032.4321,235.71187,59684.64,True,7192.083915472031,-4.322653e+23,-1.0,-234.96054,,4999.6304,4.485805e+34,0.4189424,-234.42888,4999.6304
5,417.1,10.0,4165.788092100906,10.0,1351.9186,,-inf,9264783.0,5.900761e-08,4165.7886,95,5.3967806e-06,1.0,,60296936.0,60296936.0,5.3967806e-06,40.87216,50,9264783.0,2.6268754,47250,11366428,,4165.7886,7.4326262,9264783.0,True,7206.5996832847595,-inf,-1.0,-242.32532,,4999.541,inf,0.4189424,-244.18054,4999.541
6,398.4,10.0,3978.2344639344783,10.0,1361.8534,,-inf,4552764.0,8.40284e-09,3978.2346,95,1.09823395e-05,1.0,,29675490.0,29675490.0,1.09823395e-05,16.823116,50,4552764.0,1.5525776,47300,11386348,,3978.2346,4.048055,4552764.0,True,7217.69854259491,-inf,-1.0,-241.34518,,4999.508,inf,0.4189424,-238.02461,4999.508
7,407.56,10.0,4070.0014447960484,10.0,1286.2656,,-1.953956e+22,23779.695,3.4505074e-08,4070.0015,95,0.0021026342,1.0,,42520210.0,42520210.0,0.0021026342,37.343082,50,23779.695,1.9542847,47350,11406726,,4070.0015,5.9763074,23779.695,True,7231.617087125778,-1.953956e+22,-1.0,-234.60854,,4999.5527,9.166345e+31,0.4189424,-229.09824,4999.5527
8,455.06,10.0,4546.90813713192,10.0,862.1459,,-inf,1327835.0,2.2261912e-09,3447.1384,95,3.765528e-05,1.0,1099.7701,218430830.0,218430830.0,3.765528e-05,324.72852,50,1327835.0,8.788942,47400,11429479,,4546.908,46.642197,1327835.0,True,7243.980030298233,-inf,-1.0,-243.64763,,4999.42,inf,0.4189424,-242.67583,3899.65
9,428.94,10.0,4284.728038060688,10.0,1087.3701,,-inf,6267558.0,9.287482e-09,3575.2957,95,7.977589e-06,1.0,709.4325,69069380.0,69069380.0,7.977589e-06,77.76082,50,6267558.0,3.0707443,47450,11450926,,4284.728,11.44319,6267558.0,True,7258.495195150375,-inf,-1.0,-260.11716,,4999.426,inf,0.4189424,-259.64355,4289.993
10,434.6,10.0,4340.548967872423,10.0,1025.3837,,-inf,567468.8,9.681091e-10,2631.519,95,8.8110566e-05,1.0,1709.0298,275639140.0,275639140.0,8.8110566e-05,441.98593,50,567468.8,11.203365,47500,11472656,,4340.549,62.852165,567468.8,True,7271.600574493408,-inf,-1.0,-236.5211,,4999.5166,inf,0.4189424,-231.04497,3290.4868
1,420.58,10.0,4200.58809929542,10.0,1233.9244,,-21208396.0,1.0,0.1446849,4200.588,96,50.0,1.0,,191000750.0,19167508.0,50.0,122.02174,50,1.0,12.489405,47550,11493685,,4200.588,22.287512,1.0,True,7285.033816099167,-25759078000.0,-1.0,-237.32214,,4999.5166,156955070.0,0.4189424,-237.32214,4999.5166
2,442.6,10.0,4422.977275362694,10.0,1389.9777,,-4708666700000.0,18.43253,0.0056869215,4412.997,96,2.7125957,1.0,9.980311,16457469.0,16442207.0,2.7125957,23.694729,50,18.43253,0.96722597,47600,11515815,,4422.9775,3.331103,18.43253,True,7298.188973665237,-4686777700000.0,-1.0,-231.99626,,4999.449,5274099000000.0,0.4189424,-231.19055,4989.4688
3,450.82,10.0,4505.572446024803,10.0,1323.6965,,-544625780000000.0,61.314972,0.002110828,4485.6045,96,0.8154615,1.0,19.967707,103722824.0,99504880.0,0.81546146,562.2633,50,61.314976,11.734474,47650,11538356,,4505.5723,78.6526,61.314972,True,7310.304186820984,-537125360000000.0,-1.0,-240.68214,,4999.4824,6.926954e+16,0.4189424,-240.09044,4979.5146
4,459.12,10.0,4587.328359921549,10.0,992.56464,,-145590530000000.0,40.701584,0.00056547514,4587.3286,96,1.2284534,1.0,,23712928.0,24361620.0,1.2284534,34.863926,50,40.701584,1.1846817,47700,11561312,,4587.3286,4.9274087,40.701584,True,7321.8240032196045,-140653080000000.0,-1.0,-242.25752,,4999.5093,4749851000000000.0,0.4189424,-241.06992,4999.5093
5,472.36,10.0,4721.6689855911845,10.0,955.48865,,-4.7986508e+17,269.51202,0.004003814,4721.669,96,0.18552049,1.0,,19518234.0,19518234.0,0.18552049,14.658166,50,269.51202,0.8078662,47750,11584930,,4721.669,2.3695724,269.51202,True,7335.1847813129425,-4.7986508e+17,-1.0,-242.39886,,4999.602,5.5282523e+22,0.4189424,-241.58675,4999.602
6,490.98,10.0,4908.124673016878,10.0,374.4589,,-226010600000000.0,44.287495,0.0010588351,1928.9539,96,1.1289868,1.0,2979.1707,52885252.0,60467160.0,1.1289868,84.676895,50,44.287495,3.0046766,47800,11609479,,4908.125,12.743377,44.287495,True,7347.657747507095,-202538130000000.0,-1.0,-260.2222,,4999.498,9849156000000000.0,0.4189424,-259.366,2020.3274
7,466.28,10.0,4659.998407491185,10.0,903.58154,,-36774520000000.0,20.515049,0.020193294,3350.5906,96,2.437235,1.0,1309.4077,2040759800.0,2058110700.0,2.437235,6900.5435,50,20.515049,174.26515,47850,11632793,,4659.998,990.84076,20.515049,True,7359.92254114151,-34781396000000.0,-1.0,-253.56548,,4999.421,290439380000000.0,0.4189424,-255.4782,3690.0132
8,465.66,10.0,4654.344334599713,10.0,1099.1653,,-573632000000000.0,36.893333,0.012322082,4644.3623,96,1.3552583,1.0,9.982059,15372227.0,14514882.0,1.3552583,7.6761374,50,36.893333,0.6402621,47900,11656076,,4654.344,1.3469716,36.893333,True,7373.6758625507355,-549076370000000.0,-1.0,-244.68459,,4999.5806,7.2380644e+16,0.4189424,-245.20206,4989.5986
9,454.08,10.0,4537.6791777058415,10.0,1230.6322,,-45770686000000.0,25.024185,0.0014736853,4207.9873,96,1.998067,1.0,329.69226,6020868.5,6023351.5,1.998067,1.7909266,50,25.024185,0.28477326,47950,11678780,,4537.679,0.39783567,25.024185,True,7387.51403927803,-45191717000000.0,-1.0,-239.82446,,4999.4424,490368530000000.0,0.4189424,-239.3634,4669.75
10,451.38,10.0,4511.159366274081,10.0,1326.0045,,-1.3941962e+17,197.7934,0.0010853348,4501.179,96,0.25278902,1.0,9.980227,14113581.0,14113581.0,0.25278902,9.345774,50,197.7934,0.62617254,48000,11701349,,4511.159,1.5753133,197.7934,True,7400.608505487442,-1.3941962e+17,-1.0,-250.33261,,4999.4673,4.667068e+21,0.4189424,-249.35732,4989.487
1,435.14,10.0,4348.548276474435,10.0,1502.5554,,-23208380.0,1.0,0.12501389,4338.5674,97,50.0,1.0,9.980817,8475276300.0,21167544.0,50.0,24085.264,50,1.0,561.7113,48050,11723106,,4348.5483,3368.2354,1.0,True,7413.248275756836,-12828030000000.0,-1.0,-244.37459,,4999.4507,39459170000000.0,0.4189424,-244.37459,4989.4697
2,435.22,10.0,4347.985462977335,10.0,1203.6207,,-496823800000000.0,101.5676,3.3295585e-06,3638.4119,97,0.492283,1.0,709.5739,110362296.0,111492340.0,0.492283,187.50877,50,101.5676,4.42863,48100,11744867,,4347.986,26.259623,101.5676,True,7427.074769020081,-483136500000000.0,-1.0,-231.08177,,4999.6367,5.6037276e+16,0.4189424,-231.51561,4290.063
3,384.98,10.0,3844.9420165569504,10.0,1763.8118,,-284370560000000.0,76.29294,1.2055182e-06,3834.959,97,0.6553686,1.0,9.9830885,16284326.0,16005510.0,0.6553686,6.2138596,50,76.29294,0.7622927,48150,11764116,,3844.9421,1.2883978,76.29294,True,7438.90225815773,-646149440000000.0,-1.0,-243.21216,,4999.4565,1.0024575e+17,0.4189424,-240.20369,4989.4736
4,319.88,10.0,3192.2246938477647,10.0,1814.4506,,-304390700000000.0,35.097317,0.0022583765,3172.2632,97,1.4246104,1.0,19.96169,64430040.0,240486610.0,1.4246104,70.06477,50,35.097317,2.624967,48200,11780110,,3192.2246,10.739639,35.097317,True,7449.83901143074,-229540330000000.0,-1.0,-228.3073,,4999.615,1.2649188e+16,0.4189424,-228.95668,4979.6533
5,392.2,10.0,3916.5059935920476,10.0,1556.535,,-211235160000.0,19.193235,0.00020599247,3916.5056,97,2.6050844,1.0,,21690642.0,11945840.0,2.6050844,19.03867,50,19.193235,0.9293693,48250,11799720,,3916.5056,2.7817779,19.193235,True,7464.010931253433,-318468400000.0,-1.0,-231.01817,,4999.3115,24351400000.0,0.4189424,-230.46906,4999.3115
6,391.3,10.0,3907.489148640294,10.0,1542.7296,,-40783050000000.0,39.344826,0.00015242798,3637.6743,97,1.2708151,1.0,269.81488,187462270.0,142831680.0,1.2708151,194.00488,50,39.344826,7.5061336,48300,11819285,,3907.489,33.48303,39.344826,True,7478.562527179718,-42175396000000.0,-1.0,-248.89565,,4999.491,427073300000000.0,0.4189424,-247.99536,4729.6763
7,387.5,10.0,3869.5806655406063,10.0,1663.8904,,-173564960000000.0,41.024433,0.00028486855,3549.8225,97,1.2187859,1.0,319.75812,14123471.0,15508366.0,1.2187859,10.017989,50,41.024433,0.70475477,48350,11838660,,3869.5806,1.8421715,41.024433,True,7492.6065537929535,-170395240000000.0,-1.0,-245.30716,,4999.4443,6971386400000000.0,0.4189424,-246.59802,4679.686
8,385.18,10.0,3846.6970317465366,10.0,1682.417,,-2846744600000.0,23.03054,0.001575735,3546.9746,97,2.1710303,1.0,299.72238,21814688.0,22307594.0,2.1710303,25.533472,50,23.03054,1.2216401,48400,11857919,,3846.6973,3.9661264,23.03054,True,7506.357949733734,-2742186400000.0,-1.0,-233.4514,,4999.295,1805690500000.0,0.4189424,-233.36453,4699.5728
9,383.44,10.0,3828.7811873599876,10.0,1588.6179,,-190886630000000.0,42.883427,0.0010176505,3509.041,97,1.1659516,1.0,319.74042,13777104.0,14086980.0,1.1659516,15.806267,50,42.883427,0.56636775,48450,11877091,,3828.7812,2.2204785,42.883427,True,7516.1944189071655,-187856800000000.0,-1.0,-233.43065,,4999.162,8475320700000000.0,0.4189424,-231.64621,4679.422
10,391.64,10.0,3910.8130576800513,10.0,1479.6145,,-3491810000000000.0,66.41594,0.0014612356,3900.8325,97,0.75283134,1.0,9.980384,46722036.0,79774270.0,0.75283134,63.348488,50,66.41594,1.9185315,48500,11896673,,3910.8132,8.934456,66.41594,True,7525.931749582291,-3629446500000000.0,-1.0,-239.91069,,4999.248,3.1633945e+18,0.4189424,-239.70462,4989.2676
1,382.74,10.0,3822.165956533905,10.0,1753.5538,,-19724438.0,1.0,0.08038165,3532.4006,98,50.0,1.0,289.76514,76054680000000.0,17683904.0,50.0,74938000.0,50,1.0,3058433.0,48550,11915810,,3822.166,12509415.0,1.0,True,7533.659081697464,-3.5054377e+23,-1.0,-237.57852,,4999.088,2.9512946e+34,0.4189424,-237.57852,4709.3228
2,389.88,10.0,3892.851289366865,10.0,1536.4034,,-inf,5810812400.0,4.949094e-16,3613.0435,98,8.6046485e-09,1.0,279.80792,16560.08,16560.08,8.6046485e-09,0.04247684,50,5810812400.0,0.002122669,48600,11935304,,3892.8513,0.0069328826,5810812400.0,True,7543.056834459305,-inf,-1.0,-269.20837,,4999.3906,inf,0.4189424,-251.5873,4719.5825
3,408.94,10.0,4085.1640315441605,10.0,1465.3608,,-inf,558471400.0,1.2263298e-14,4055.2178,98,8.95301e-08,1.0,29.945892,1409754.1,1409754.1,8.95301e-08,2.0692854,50,558471400.0,0.07970671,48650,11955751,,4085.1638,0.3334823,558471400.0,True,7551.992441177368,-inf,-1.0,-245.60176,,4999.4775,inf,0.4189424,-231.83789,4969.5317
4,356.04,10.0,3554.371212500486,10.0,1707.4482,,-inf,922635700.0,1.2721536e-15,2864.8562,98,5.419257e-08,1.0,689.5151,711608.56,711608.56,5.4192565e-08,12.533872,50,922635800.0,0.34716594,48700,11973553,,3554.3713,1.8002316,922635700.0,True,7560.253660917282,-inf,-1.0,-246.64607,,4999.4614,inf,0.4189424,-235.32314,4309.9463
5,388.48,10.0,3879.613319061846,10.0,1559.4082,,-inf,35849224000.0,1.0913268e-16,3310.0361,98,1.3947303e-09,1.0,569.5773,20538346.0,20538346.0,1.3947303e-09,34.17708,50,35849224000.0,0.96717626,48750,11992977,,3879.6135,4.861065,35849224000.0,True,7569.435592412949,-inf,-1.0,-254.72118,,4999.501,inf,0.4189424,-246.36089,4429.924
6,388.52,10.0,3880.001066239249,10.0,1657.5171,,-inf,12302363000.0,2.4472142e-16,3870.021,98,4.06426e-09,1.0,9.980015,19578.848,19578.848,4.06426e-09,0.42127526,50,12302363000.0,0.010261192,48800,12012403,,3880.001,0.05887977,12302363000.0,True,7577.816602230072,-inf,-1.0,-285.89804,,4999.242,inf,0.4189424,-267.92484,4989.262
7,398.64,10.0,3981.65816370608,10.0,1593.5527,,-inf,8753526000.0,3.3232947e-18,3691.8484,98,5.711984e-09,1.0,289.8096,21167476.0,21167476.0,5.711984e-09,3675.267,50,8753526000.0,74.31779,48850,12032335,,3981.6582,514.4348,8753526000.0,True,7588.428373575211,-inf,-1.0,-259.46866,,4999.4214,inf,0.4189424,-244.95642,4709.612
8,385.3,10.0,3847.3165841041005,10.0,1621.1237,,-inf,17205266000.0,2.7096908e-21,3847.3167,98,2.906087e-09,1.0,,1056148.5,1056148.5,2.906087e-09,1.1147978,50,17205266000.0,0.07452891,48900,12051600,,3847.3167,0.23163947,17205266000.0,True,7596.510768651962,-inf,-1.0,-245.27986,,4999.41,inf,0.4189424,-231.86002,4999.41
9,376.24,10.0,3757.4455773967147,10.0,1784.8887,,-inf,168066430.0,2.0710872e-14,3527.681,98,2.975014e-07,1.0,229.76465,6551011.0,6551011.0,2.975014e-07,219.35886,50,168066430.0,4.5503073,48950,12070412,,3757.4456,30.701302,168066430.0,True,7604.717726945877,-inf,-1.0,-242.32622,,4999.3823,inf,0.4189424,-232.7561,4769.6177
