MeanD2-0,MeanEntropy,EpisodesSoFar,InitialReturnMean,MinTargetPdf,EpRewMean,EpThisIter,WReturnMean,MaxIW,InitialReturnStd,InitialBound,MinIW,ESSRenyiHarmonic,EmpiricalD2Arithmetic,InitialReturnMax,OptimizationReturnMin,EpLenMean,ReturnStepMax,OptimizationReturnMax,ReturnMeanIW,Iteration,TimestepsSoFar,DivergenceHarmonic,EmpiricalD2Harmonic,Penalization,VarianceInitializer,LearnableVariance,Bound,ReturnStepMaxmin,ESSRenyiArithmetic,InitialReturnMin,Inner Iteration,StdIW,TimeElapsed,Epsilon,StdWReturnMean,MeanIW,MinBehavPdf,OptimizationReturnMean
87863.85,0.4189424,1200,91.134636,-18.059727,91.13464291419872,50,144314.95,245.25777,66.211945,-inf,2.6352507e-05,0.00056906225,87863.85,299.8718,,10.12,9.999966,289.8894,144314.95,3,9821,inf,87863.85,True,-1.0,,-inf,9.999966,0.00056906225,9.982381,4,34.46655,19.47554326057434,1.0,,6.1455927,-12.787753,81.15226
3374.3171,0.4189424,1250,111.53525,-23.59462,111.53524156076355,50,2611.8494,164.7237,72.73872,-3.3663423e+18,1.1929555e-07,0.014817812,3374.3171,289.93814,,12.16,9.99999,269.9698,2611.8494,3,10429,2.4053952e+29,3374.3174,True,-1.0,,-3.3663423e+18,9.99999,0.0148178125,19.968365,5,23.022629,20.24580407142639,1.0,,3.7674627,-15.623789,91.56687
26388.975,0.4189424,1300,100.3323,-20.91191,100.33229218833176,50,1858.3755,11.984424,69.82954,-8.653287e+20,2.8884023e-07,0.0018947307,26388.975,269.89975,,11.04,9.999985,259.9155,1858.3755,3,10981,2.1166232e+34,26388.975,True,-1.0,,-8.653287e+20,9.999985,0.0018947307,9.98426,6,2.0331168,20.985111474990845,1.0,,0.6717336,-14.484757,90.34803
54993.51,0.4189424,1350,101.73543,-19.732422,101.73543172796812,50,1979.4747,11.254092,87.08444,-inf,5.2137267e-07,0.00090919825,54993.51,429.83826,,11.18,9.999996,409.8726,1979.4747,3,11540,inf,54993.508,True,-1.0,,-inf,9.999996,0.0009091982,19.965672,7,2.287321,21.781450033187866,1.0,,0.8090973,-13.278008,81.76976
3058.0872,0.4189424,1400,103.73411,-23.2388,103.73412173411684,50,122808.14,497.68915,67.7712,-4.6390636e+17,9.3439716e-08,0.01635009,3058.0872,309.91962,,11.38,9.999998,299.93515,122808.14,3,12109,3.4990944e+27,3058.0872,True,-1.0,,-4.6390636e+17,9.999998,0.01635009,9.984454,8,92.98235,22.54737877845764,1.0,,23.505987,-15.145825,93.749664
35591.6,0.4189424,1450,114.13159,-26.769686,114.13159811076258,50,5676.731,16.175617,80.2591,-1.6266968e+21,1.4141475e-08,0.0014048258,35591.6,359.88348,,12.42,9.999988,359.88348,5676.731,3,12730,2.366229e+34,35591.6,True,-1.0,,-1.6266968e+21,9.999988,0.0014048258,,9,3.2687995,23.362497806549072,1.0,,1.3177409,-17.732609,114.13159
1571.1989,0.4189424,1500,100.93193,-18.124487,100.93193427472178,50,2792.2678,6.9369025,59.392048,-4.650025e+16,1.3363914e-06,0.03182283,1571.1989,299.90002,,11.1,9.999999,289.9169,2792.2678,3,13285,4.009552e+25,1571.199,True,-1.0,,-4.650025e+16,9.999999,0.031822834,9.983122,10,1.1668296,24.200889825820923,1.0,,0.47883666,-11.9988365,90.94881
1.0,0.4189424,1550,115.32841,-11.94009,115.32841284557716,50,18458.156,54.325935,71.815834,-24854.867,0.22119537,50.0,1.0,279.8988,,12.54,9.999965,269.91348,54716.89,4,13912,654595000.0,1.0,True,-1.0,,-163714830.0,9.999965,50.0,9.98531,1,7.851948,25.138874769210815,1.0,,4.0298977,-11.94009,105.34311
9760519000.0,0.4189424,1600,182.08629,-29.996708,182.08628520098443,50,15612.745,16.44868,125.44625,-inf,3.5277967e-15,5.1226783e-09,9760519000.0,519.8935,,19.22,9.999993,509.91113,15612.745,4,14873,inf,9760519000.0,True,-1.0,,-inf,9.999993,5.1226783e-09,9.982364,2,2.926585,25.992949962615967,1.0,,1.3589853,-22.27018,172.10393
1736270600.0,0.4189424,1650,217.67926,-40.80694,217.6792491314545,50,27649.053,20.007784,155.02284,-inf,7.3574944e-16,2.8797352e-08,1736270600.0,659.76,,22.78,9.999997,649.7791,27649.053,4,16012,inf,1736270700.0,True,-1.0,,-inf,9.999997,2.8797354e-08,9.980883,3,3.3650894,27.078365325927734,1.0,,1.7556874,-29.415169,207.69833
1378969000000.0,0.4189424,1700,206.48848,-36.052715,206.48846748724864,50,54077.016,24.638222,149.9865,-inf,2.2997236e-14,3.625897e-11,1378969000000.0,549.8126,,21.66,9.999998,539.8274,54077.016,4,17095,inf,1378969000000.0,True,-1.0,,-inf,9.999998,3.625897e-11,9.985218,4,5.348167,28.072535276412964,1.0,,2.9977918,-24.491714,196.50323
382261860.0,0.4189424,1750,245.48164,-60.19463,245.48164031036805,50,51557.36,48.72812,216.5723,-inf,6.7912696e-15,1.3080039e-07,382261860.0,1179.5505,,25.56,9.999994,1169.5676,51557.36,4,18373,inf,382261860.0,True,-1.0,,-inf,9.999994,1.3080039e-07,9.982873,5,7.5355253,29.17484402656555,1.0,,2.6650841,-49.77131,235.49876
273598540000000.0,0.4189424,1800,189.08665,-41.62465,189.0866557809643,50,22134.791,23.515875,148.76437,-inf,7.9574384e-17,1.8274953e-13,273598540000000.0,629.6865,,19.92,9.999998,619.7059,22134.791,4,19369,inf,273598530000000.0,True,-1.0,,-inf,9.999998,1.8274951e-13,9.980669,6,4.9871335,30.04110312461853,1.0,,2.7245655,-23.31618,179.10597
1694166400000.0,0.4189424,1850,215.88597,-48.520737,215.88599688021503,50,36314.906,38.400166,150.37813,-inf,2.396616e-15,2.9513038e-11,1694166400000.0,669.8263,,22.6,9.999998,659.84344,36314.906,4,20499,inf,1694166400000.0,True,-1.0,,-inf,9.999998,2.9513038e-11,9.982833,7,6.179428,31.125234127044678,1.0,,2.3693864,-39.005856,205.90317
2139757800000000.0,0.4189424,1900,183.89267,-36.75295,183.89266674541847,50,23090.693,40.281345,144.799,-inf,2.5739586e-17,2.3367128e-14,2139757800000000.0,549.7053,,19.4,10.0,539.72394,23090.693,4,21469,inf,2139758000000000.0,True,-1.0,,-inf,10.0,2.336713e-14,9.981356,8,6.1651406,32.23155426979065,1.0,,2.2457778,-22.547928,173.91132
444630270000.0,0.4189424,1950,242.67493,-42.174965,242.6749262266021,50,25500.041,13.682955,146.87805,-inf,4.0067233e-15,1.12452984e-10,444630270000.0,569.8181,,25.28,10.0,549.8521,25500.041,4,22733,inf,444630270000.0,True,-1.0,,-inf,10.0,1.12452984e-10,19.966022,9,2.128407,33.08008074760437,1.0,,1.0703293,-28.554699,222.70891
115164904.0,0.4189424,2000,205.08829,-52.83607,205.08827662772023,50,56433.246,90.072044,161.90782,-inf,8.812257e-15,4.3416006e-07,115164904.0,789.6776,,21.52,9.999996,779.6941,56433.246,4,23809,inf,115164904.0,True,-1.0,,-inf,9.999996,4.3416006e-07,9.983543,10,17.389437,34.09082293510437,1.0,,6.1057324,-36.654755,195.10472
1.0,0.4189424,2050,153.30101,-24.355871,153.3010089615937,50,40150.254,603.64514,129.0312,-64825.14,0.09746757,50.0,1.0,549.73096,,16.34,9.999997,529.76904,2479718.5,5,24626,708036800000000.0,1.0,True,-1.0,,-656575000000.0,9.999997,50.0,19.96191,1,103.86004,34.95603585243225,1.0,,33.083004,-24.355871,133.3391
231557.73,0.4189424,2100,270.45978,-39.83583,270.45980144730424,50,22602.564,15.172974,175.95517,-inf,3.3042415e-05,0.00021592887,231557.73,1029.8567,,28.06,9.999996,1029.8567,22602.564,5,26029,inf,231557.73,True,-1.0,,-inf,9.999996,0.00021592887,,2,2.358224,36.15011787414551,1.0,,0.937002,-34.67697,270.45978
1958.4978,0.4189424,2150,228.67308,-29.119919,228.67309274134294,50,353852.0,141.33336,143.74681,-2.7612791e+18,5.281407e-07,0.025529768,1958.4978,599.8214,,23.88,9.999996,579.857,353852.0,5,27223,8.835356e+27,1958.4979,True,-1.0,,-2.7612791e+18,9.999996,0.02552977,19.964422,3,21.713749,37.13859272003174,1.0,,5.6120934,-26.049171,208.70868
1853.8054,0.4189424,2200,240.67195,-36.421436,240.67195315327,50,87338.2,670.7421,137.61824,-2.3905763e+18,8.774293e-06,0.026971547,1853.8054,679.71826,,25.08,9.999999,659.7551,87338.2,5,28477,4.01588e+27,1853.8054,True,-1.0,,-2.3905763e+18,9.999999,0.026971547,19.96312,4,93.775856,38.39878845214844,1.0,,14.541298,-31.773537,220.70883
465.1002,0.4189424,2250,231.06793,-33.306503,231.06792428968737,50,38892.203,169.4075,147.73416,-7162193000000000.0,0.00014003488,0.10750372,465.1002,639.7484,,24.12,9.999999,619.78314,38892.203,5,29683,4.593529e+22,465.1002,True,-1.0,,-7162193000000000.0,9.999999,0.10750372,19.965282,5,23.906149,39.32094192504883,1.0,,5.2079644,-29.705944,211.10263
517.0543,0.4189424,2300,279.06445,-54.004623,279.06446252182985,50,134900.92,66.55893,123.08169,-4408819400000000.0,3.7951713e-06,0.09670164,517.0543,789.7971,,28.92,9.999999,779.8134,134900.92,5,31129,7.49331e+21,517.0543,True,-1.0,,-4408819400000000.0,9.999999,0.09670164,9.983713,6,9.857908,40.42332315444946,1.0,,2.0971224,-47.763733,269.08078
620.9809,0.4189424,2350,224.27684,-34.231712,224.2768333446919,50,56446.4,31.388802,147.68744,-2.8792801e+16,4.255722e-05,0.08051778,620.9809,589.76953,,23.44,9.999999,589.76953,56446.4,5,32301,1.02785e+24,620.9809,True,-1.0,,-2.8792801e+16,9.999999,0.08051778,,7,5.12887,41.49847745895386,1.0,,1.8165683,-29.575626,224.27684
256.6368,0.4189424,2400,231.27266,-31.061062,231.27263090830968,50,83717.63,61.144634,124.02867,-328697540000000.0,5.087129e-06,0.19482785,256.6368,549.7989,,24.14,9.999996,529.8276,83717.63,5,33508,1.7736532e+20,256.6368,True,-1.0,,-328697540000000.0,9.999996,0.19482785,19.97134,8,13.492966,42.525686740875244,1.0,,4.6893454,-24.966663,211.30128
4533.124,0.4189424,2450,218.67712,-33.449608,218.67712305334092,50,261441.69,270.25455,118.5601,-2.3575873e+19,1.6624786e-05,0.0110299215,4533.124,469.83246,,22.88,9.999998,459.85065,261441.69,5,34652,1.7110187e+30,4533.124,True,-1.0,,-2.3575873e+19,9.999998,0.0110299215,9.981806,9,39.013992,43.6952691078186,1.0,,8.943991,-29.662457,208.69533
4703.7363,0.4189424,2500,282.0625,-38.855003,282.0625093324899,50,48461.516,73.54296,169.27882,-1.336967e+19,6.1287155e-06,0.010629848,4703.7363,709.85156,,29.22,10.0,689.8789,48461.516,5,36113,1.0559963e+29,4703.7363,True,-1.0,,-1.336967e+19,10.0,0.010629848,19.972641,10,10.554683,44.98059415817261,1.0,,2.405523,-36.243523,262.08987
1.0,0.4189424,2550,257.87683,-33.633484,257.8768326114433,50,93156.96,427.89178,163.26822,-141548.3,0.3026417,50.0,1.0,769.8503,,26.8,10.0,759.86664,1524966.2,6,37453,299569950.0,1.0,True,-1.0,,-839085200.0,10.0,50.0,9.983617,1,68.353424,46.32239747047424,1.0,,16.81588,-33.633484,247.89322
2994.2102,0.4189424,2600,284.6585,-28.666023,284.65848354987344,50,223249.28,100.406044,169.3202,-1.8209325e+19,1.0482197e-06,0.016698895,2994.2102,739.8552,,29.48,9.999999,719.88904,223249.28,6,38927,1.6599386e+29,2994.2102,True,-1.0,,-1.8209325e+19,9.999999,0.016698895,19.966198,2,14.4012575,47.90525436401367,1.0,,3.0505068,-27.227192,264.6923
1224.399,0.4189424,2650,264.04572,-32.781174,264.0457268491997,50,44797.57,8.001362,188.29509,-2.1069496e+17,1.0838154e-05,0.04083636,1224.399,719.7157,,27.42,10.0,719.7157,44797.57,6,40298,2.4817366e+25,1224.399,True,-1.0,,-2.1069496e+17,10.0,0.04083636,,3,1.3580477,49.072670221328735,1.0,,0.94051033,-29.467314,264.04572
756.39575,0.4189424,2700,247.25754,-29.917423,247.25752759748357,50,68175.32,15.862199,152.46542,-8230577000000000.0,2.3774151e-05,0.06610296,756.39575,609.8623,,25.74,10.0,599.88007,68175.32,6,41585,7.3455565e+22,756.3958,True,-1.0,,-8230577000000000.0,10.0,0.06610296,9.982247,4,2.3074589,50.5175576210022,1.0,,1.0891362,-24.70052,237.2753
260.72986,0.4189424,2750,285.2626,-36.399925,285.26258677875614,50,169161.8,33.8826,180.37212,-646040860000000.0,1.4586152e-07,0.19176936,260.72986,709.7969,,29.54,9.999999,699.80994,169161.8,6,43062,2.4664646e+20,260.72986,True,-1.0,,-646040860000000.0,9.999999,0.19176936,9.986909,5,4.8891063,51.91840934753418,1.0,,1.6756186,-35.84011,275.27567
2684.205,0.4189424,2800,276.24026,-49.525967,276.2402529584335,50,322897.56,85.11767,144.51855,-1.0840912e+19,7.115335e-10,0.018627489,2684.205,839.7266,,28.64,9.999999,809.7667,322897.56,6,44494,3.5454484e+28,2684.205,True,-1.0,,-1.0840912e+19,9.999999,0.018627489,29.959927,6,14.145832,53.35324263572693,1.0,,4.2316356,-38.994167,246.28033
1308.6948,0.4189424,2850,285.45523,-47.616856,285.45524925481567,50,852902.94,764.9763,169.71721,-7.6606775e+17,6.3567733e-09,0.038206004,1308.6948,859.7527,,29.56,10.0,849.77094,852902.94,6,45972,1.6111333e+26,1308.6948,True,-1.0,,-7.6606775e+17,10.0,0.038206004,9.981774,7,107.003426,54.978046894073486,1.0,,16.001432,-46.364914,275.47345
2144.6533,0.4189424,2900,253.05519,-34.656075,253.0552093986273,50,530880.0,355.311,161.51207,-4.0381013e+18,1.161263e-10,0.02331379,2144.6533,709.8462,,26.32,9.999993,699.8598,530880.0,6,47288,9.6336005e+27,2144.6533,True,-1.0,,-4.0381013e+18,9.999993,0.02331379,9.98636,8,49.63082,56.26431155204773,1.0,,8.116235,-34.488815,243.06885
275.37057,0.4189424,2950,242.26527,-43.840496,242.26528954319969,50,124595.055,68.71799,183.12299,-733857900000000.0,1.2195057e-05,0.18157351,275.37057,709.7927,,25.24,9.999993,699.81323,124595.055,6,48550,3.182651e+20,275.37057,True,-1.0,,-733857900000000.0,9.999993,0.18157351,9.979504,9,9.591144,57.50270748138428,1.0,,1.992292,-40.51944,232.28578
970.5895,0.4189424,3000,286.44983,-35.32581,286.44982622211194,50,312959.47,97.091606,133.99478,-4.503356e+16,2.8502515e-11,0.051515084,970.5895,539.85535,,29.66,10.0,509.90063,312959.47,6,50033,3.5814117e+24,970.58954,True,-1.0,,-4.503356e+16,10.0,0.051515084,29.95472,10,14.228885,59.26223087310791,1.0,,3.3971586,-30.839275,256.49512
1.0,0.4189424,3050,231.05328,-32.595306,231.05328388990512,50,78324.625,808.37524,157.9209,-129240.0,0.0803179,50.0,1.0,789.6725,,24.12,9.999999,789.6725,2831842.8,7,51239,48381223000.0,1.0,True,-1.0,,-11202025000.0,9.999999,50.0,,1,112.96452,60.63401770591736,1.0,,24.68724,-32.595306,231.05328
85.57829,0.4189424,3100,280.8594,-32.099026,280.85941824095585,50,209535.44,55.561073,129.22215,-10745202000000.0,0.001482419,0.5842603,85.57829,689.77783,,29.1,9.999999,659.8164,212447.97,7,52694,6.8897005e+16,85.57829,True,-1.0,,-10197015000000.0,9.999999,0.5842603,29.961456,2,8.43867,61.83697819709778,1.0,,2.4054177,-31.313438,250.89795
99.73407,0.4189424,3150,279.66354,-32.743298,279.6635508203433,50,145733.28,50.442184,161.08435,-72169376000000.0,0.00016769828,0.5013332,99.73407,699.7577,,28.98,10.0,689.76984,147933.02,7,54143,3.165602e+18,99.73407,True,-1.0,,-71134100000000.0,10.0,0.5013332,9.987845,3,7.0466704,63.58837127685547,1.0,,1.6287088,-31.821758,269.6757
88.529144,0.4189424,3200,237.46317,-28.672028,237.46315607393782,50,45622.867,4.419855,147.89403,-16564549000000.0,3.6446606e-06,0.5647858,88.529144,699.8685,,24.76,10.0,689.88635,45641.61,7,55381,1.6144213e+17,88.529144,True,-1.0,,-16069255000000.0,10.0,0.5647858,9.982202,4,0.8105305,64.64374041557312,1.0,,0.5044283,-25.655067,227.48096
66.54363,0.4189424,3250,266.86722,-29.641085,266.86723704666935,50,198049.9,20.593014,110.90524,-34207227000000.0,5.969319e-07,0.7513867,66.54363,589.8679,,27.7,9.999999,579.8843,195884.23,7,56766,1.4058052e+18,66.54363,True,-1.0,,-33684220000000.0,9.999999,0.7513867,9.983635,5,3.5243924,66.27591228485107,1.0,,1.1793746,-27.241179,256.8836
100.224945,0.4189424,3300,222.48627,-37.679176,222.48629486879315,50,27664.896,4.8887653,154.52333,-60061032000000.0,0.0002087863,0.4988778,100.224945,569.9077,,23.26,9.999996,559.92365,27848.74,7,57929,5.020094e+18,100.224945,True,-1.0,,-59418190000000.0,9.999996,0.4988778,9.98406,6,0.8671737,67.36906719207764,1.0,,0.7139237,-35.782204,212.50223
40.98595,0.4189424,3350,239.6734,-28.910637,239.67339617045124,50,33968.82,6.4017854,127.738235,-759797500000.0,3.599848e-07,1.2199302,40.98595,579.8367,,24.98,9.999992,569.85284,33998.613,7,59178,720931740000000.0,40.98595,True,-1.0,,-737076900000.0,9.999992,1.2199302,9.983835,7,1.0422395,68.81726360321045,1.0,,0.5735352,-26.804317,229.68954
95.014084,0.4189424,3400,254.26025,-30.577183,254.26025401585656,50,214629.12,61.485245,161.91583,-14266339000000.0,1.3470861e-06,0.5262378,95.014084,689.82666,,26.44,9.99999,679.84534,220962.58,7,60500,1.3059029e+17,95.014084,True,-1.0,,-14040733000000.0,9.99999,0.5262378,9.981309,8,8.820377,70.5351870059967,1.0,,2.080059,-29.253242,244.27896
129.55809,0.4189424,3450,236.45012,-37.575768,236.45012506454117,50,16015904.0,1592.187,137.7102,-49142110000000.0,3.9194372e-05,0.38592726,129.55809,689.72205,,24.66,9.999999,679.73883,15189628.0,7,61733,1.5525653e+18,129.55809,True,-1.0,,-48398028000000.0,9.999999,0.38592726,9.98319,9,222.78093,71.72206401824951,1.0,,32.989655,-41.28874,226.46692
32.088734,0.4189424,3500,244.07693,-21.710186,244.07692743544558,50,84748.0,11.865474,147.80345,-579622540000.0,0.0008559952,1.5581793,32.088734,549.8493,,25.42,10.0,539.86975,84337.59,7,63004,548989160000000.0,32.088734,True,-1.0,,-578393800000.0,10.0,1.5581793,9.979583,10,2.0781398,73.3749086856842,1.0,,1.0716377,-20.975677,234.09735
